"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeLSES","spectral_NDVI_annualMedian","spectral_green_changePSLS","site_code","presence_absence"
1285.30160023759,1310.0961272105,1657.27435263673,1431.33469215348,-3511.93664059801,-3657.04493548383,-3539.96922514503,-3337.96721041565,-1773.89087937022,1754.74050998008,0,775.882599340571,-20.7015786605715,4084.53166205126,12.8945081998961,"Russia.Tiksi.BareSoil","absence"
2501.53492259784,2358.63989027595,3186.95561439259,2465.15317968494,-5686.13202901731,-6100.79279034934,-6053.94472776897,-6124.58662969873,-4417.08232579923,2092.49999661461,0,1034.75784687169,-34.0362674183738,4880.48330350083,6.45955044125039,"Canada.CoutureLake.TD7","presence"
241.264490400473,-295.354611379857,761.36554155513,-1.27744798985273,-1362.76853719989,-1845.39739763623,-1094.57679161584,-1261.66138347743,-411.519223684086,1231.4377113627,0,1086.10939661886,-63.8887880364037,562.721807262507,3.93226763541065,"nonveg_923","absence"
596.053656248093,228.353467478873,101.358038146451,149.605535433709,-813.682617581862,-1398.63479106441,-1385.55175661204,-1792.98245025434,-842.184941495108,2506.58491039611,0,494.695618101642,-13.9460340218349,447.356387573026,23.8290485312832,"nonveg_997","absence"
468.324317488181,671.597946534949,606.396635105594,300.081706698298,-1317.20204833008,-1469.8517487575,-1933.36885353325,-1938.71335569821,-158.519142781322,1351.26945782304,0,679.013183402407,23.0445403123151,1698.65355527854,-1.47870648439495,"Canada.Ivujivik.RTP13","presence"
1312.36701115495,1399.85335637375,1697.95720223121,650.46046951428,-2758.43642091274,-2841.06023091714,-3023.30806861041,-3080.60011613572,-1968.4341681008,1909.72149966392,0,1426.16248198436,-106.180377764555,1769.34452104913,6.30064119080922,"Canada.PrincePatrickIsland.MouldBay-C03","absence"
3638.50365668894,3510.37961028348,4040.4517831194,2362.12510894213,-6394.56737997506,-6662.23528243002,-7086.12856792474,-7151.63392170238,-5964.67399881557,2376.00841739122,1,1871.48304546448,18.8553100847246,7098.4673250292,-15.2642391772375,"Finland.Kevo.7","presence"
-352.233207443699,306.510168810025,763.158789507908,10000,-473.989547047824,-42.361359733295,143.202030372624,370.425309700051,402.010348247002,1503.36946511808,0,10352.2332074437,-106.940736246168,348.538084562017,-9.46297065794727,"nonveg_1477","absence"
2130.40609228858,1818.92456630127,2604.17938018208,1276.26770742139,-4352.61368181195,-4753.19542987417,-5111.98553757802,-5047.74682445817,-3938.00385773512,1942.34574842729,0,1406.62332064967,-13.1178180047573,4060.23225919623,-6.16339998918,"Canada.LeRoyLake.TD1","presence"
248.708549303244,213.907443954905,509.447968569935,949.701678585959,-2527.14212478345,-2392.3322092718,-2322.66289360044,-2193.34769709058,-1817.29195258639,3163.75722019219,0,735.794234631054,-6.74875577261313,767.467804087219,-16.8696089885711,"nonveg_1309","absence"
660.212206045289,367.74728375431,1727.92335686757,-649.294330462584,-2826.82726121039,-3657.50863838732,-3802.94966340035,-3199.50670259454,-1476.10406748813,1122.9569702039,0,2377.21768733015,-40.246936171868,1909.0739633503,-18.6561674863816,"nonveg_671","absence"
3389.12890041029,2559.83681533417,4079.00952218085,2376.15061565555,-5901.75475217145,-5685.81012978386,-5962.61602205495,-6437.43254158636,-5102.10783188201,2867.87903453019,0,1686.9025406658,-20.252965914594,4771.80463296462,-0.769991792280934,"USA.InteriorAlaska.FRYINGPAN","absence"
3359.84598588705,3107.12520541293,4229.84809777973,2045.95321047171,-6047.93834012045,-6298.33201676973,-6692.41124571501,-7006.5292693769,-4369.34358840585,2356.05187226552,1,1749.1530591477,-32.1192094393637,6631.58454767184,1.41036877359457,"Canada.BonifaceRiver.AB2","presence"
681.254997728936,795.36452273296,572.784412275938,842.290767948828,-1191.93942966529,-1381.03608903162,-1498.47575319884,-1924.17618787439,-33.0183530827863,1984.9539893902,0,269.506355672889,-4.64755305614711,1229.85764086151,5.67779117066202,"nonveg_941","absence"
2488.32311863142,2702.5968285905,3555.24985135184,1597.5528177451,-5564.78394510226,-5235.49619378064,-6029.6433090946,-6334.35923455251,-3947.11417006424,2198.42751110243,0,2210.58277697977,-16.2271039090777,5171.43366348193,-6.99434023100258,"Canada.DeceptionBay.BEGL2","presence"
3642.20704115142,3215.06199598701,4630.31607794029,2267.71572409235,-6784.8183553054,-6712.51712494412,-7087.32949366039,-7394.87525898557,-5408.86469863617,2420.25526233155,1,2560.77105856566,-49.3143794638465,7246.15639602452,4.8859071041682,"Finland.Kilpisjarvi.15","presence"
2501.53492259784,2358.63989027595,3186.95561439259,2465.15317968494,-5686.13202901731,-6100.79279034934,-6053.94472776897,-6124.58662969873,-4417.08232579923,2092.49999661461,0,1034.75784687169,-34.0362674183738,4880.48330350083,6.45955044125039,"Canada.CoutureLake.TD7","presence"
2271.80750144442,1642.32293189957,2981.97895936309,1362.75851072586,-5034.87601234937,-4822.312529864,-5398.82716188636,-5856.32078391219,-4049.04557491891,2153.03990066098,0,2544.18874081456,-115.644942764298,4842.54688926913,6.53031579877971,"USA.InteriorAlaska.AUFEIS","presence"
4239.92025478623,4625.92625674707,5205.49288683053,2910.72652294912,-6679.67116262191,-6504.10499813876,-7755.68372759436,-7125.67342537381,-5320.9157944594,2674.06597202615,1,2295.84124117476,-40.2493596181052,7830.66277127088,-4.40708821689611,"Finland.Kevo.9","presence"
684.600874560144,320.837018195669,-92.1431801285589,259.960872172609,-1419.92967985913,-1670.07785451946,-2121.47700812962,-2463.14488661564,-1848.8238831427,1815.0377936881,0,776.744054688703,11.6717664242966,635.195102751676,0.676283914234562,"nonveg_695","absence"
484.37736375836,-404.265292422044,19.6644822976483,283.746547945095,-1063.69847796413,-2285.04605995419,-1433.60742829234,-1731.54741499898,-1230.02757261206,2992.33003395127,0,888.642656180404,-218.210244477796,386.222744064387,26.627519478275,"nonveg_912","absence"
830.816811907295,-46.7504181720817,724.341320807559,320.194459399305,222.581495812574,-1496.48410667326,-1078.91719770861,-879.360130159163,1549.82472638352,1834.23375541733,0,877.567230079377,-13.8213793783534,923.13896243713,-0.280499592992696,"nonveg_721","absence"
3314.46055809222,1914.42502570158,3359.21759726688,1504.52424579535,-5346.48068084645,-6210.92966070829,-6206.61051367248,-7213.5132656207,-5651.51939337442,2246.16076366931,1,2267.72298430462,-69.0408076643054,5624.15008838616,11.8572731941459,"USA.InteriorAlaska.5","presence"
1589.26751515434,1539.50853258894,2296.71176792216,749.661576637607,-4111.47107092851,-4279.20261639174,-4718.59577781019,-4987.48704062098,-2165.84873670809,1882.22918157714,0,2291.86337841541,-151.345113355654,3023.20887030967,0.910301702737071,"USA.NorthSlope.WestDock-C14","presence"
2783.16580855994,2955.80477103064,3694.28460329844,2432.86091496362,-6002.92696526794,-6180.61519759942,-6000.51294759694,-6252.90253099747,-3808.79685435385,2517.17044124382,0,1130.23913406133,-45.2254450538886,5067.62725472957,23.804665844473,"Russia.Yamal.VaskinyDachi-2","presence"
262.251657935939,394.237570215359,375.97082973978,-14.0700898649469,-2094.45528516605,-1891.15238940536,-1766.2316696474,-2162.55027930401,-2141.08942254041,834.031882657855,0,631.932235848664,-10.6487893223028,1212.88446230397,4.60758593360371,"nonveg_968","absence"
3600.39879444387,3158.31301958249,4412.71470017852,1727.69648872217,-6238.06353189957,-6236.18688412618,-7121.55608255376,-7353.5652333026,-4126.35946263724,2314.92739675038,1,2029.94248460443,-53.2117678641088,7248.59768008021,4.64710650664599,"Finland.Kilpisjarvi.19","presence"
3094.50935235765,2829.63400103902,3934.75091680407,2020.70117910279,-5802.4372222955,-6324.77151872531,-6281.92595749548,-6287.33493445797,-4524.94707088989,2650.14132377993,0,2501.34263324448,-56.5265331828859,5766.58337729921,7.20318757082885,"USA.YukonKuskokwimDelta.15B6","presence"
2711.22546979516,2041.57227633353,3155.71529037712,1615.57840741439,-4889.61098437129,-5003.56160731575,-5257.39851163691,-5702.10436637455,-3852.13505205977,2496.45579186521,0,1696.89803881599,-31.5834897794915,5425.26736094453,-0.385211979026849,"USA.InteriorAlaska.BROWNSCREEK","presence"
124.192774418108,430.260509252945,400.40085310033,920.438893957724,-1694.46883440766,-1125.63472840222,-1700.24864541023,-1434.1995809161,-477.196320044114,887.073859884403,0,796.246119539616,11.1868479452804,1179.08415641378,-5.70050198959422,"nonveg_681","absence"
3269.25202318707,2886.36146006365,4062.08810168165,1537.42528882179,-5387.0194193493,-6329.55838533036,-6280.93273868569,-6681.53963488323,-3344.2765675446,2629.86399443826,0,1677.01413365338,-73.6814062796141,4052.0300501795,12.4121567658803,"Sweden.Abisko.KJ-SalixShrub","presence"
1710.86521291826,1744.43068864713,2317.41314738619,994.14790088981,-4523.16992100965,-4220.02818538409,-5037.09594491149,-4724.88163374778,-3754.82445126375,1882.09944279321,0,976.904111211685,-54.5152269218963,3124.71447690737,11.7650040458764,"Canada.BanksIsland.GreenCabin-C10","presence"
112.901029969014,-140.120162585802,197.443980002357,-322.718619919909,-481.332812594363,-238.400078426877,-326.990014199059,-597.79699465369,-442.25357304488,964.324744534537,0,577.996691833425,-20.8104333947009,283.070208099438,-2.0315846516639,"nonveg_1089","absence"
866.176382487062,624.77993149852,1210.51350044756,-424.669854051508,-508.328872109832,-1094.899217419,-2240.80341355052,-597.782357360375,-810.190886849142,2108.78788270941,0,1635.18335449906,103.116816653406,1131.83054794735,-55.7766304873213,"nonveg_673","absence"
2461.00963751258,2728.46700937646,3300.01808578511,1675.15892139024,-6118.33633664933,-5987.42179312367,-6419.24662218844,-6916.2836776839,-4734.47026374978,1814.92757657854,0,1922.84503311766,-60.3414405476707,6018.2381845246,13.8229934410834,"Finland.Javrresduottar.EC-Spring","absence"
860.300113351597,502.081254640446,1030.47546730111,626.481889079238,-1823.75945942484,-2190.16511425135,-1615.05034502329,-1783.97861393732,-1826.77034900794,2618.25563154508,0,613.490228996445,-43.8207306426032,1304.67685384182,1.72693239501249,"nonveg_926","absence"
1978.27577449211,1582.40623772357,2339.7589171756,965.031736007172,-4008.72831831006,-4461.23787808257,-4669.59909520661,-4619.50782129586,-3675.54442732389,2088.71997272802,0,1511.62958153185,10.2367947037744,3917.64547030589,-14.3090860884206,"Canada.BanksIsland.GreenCabin-C09","presence"
289.854486504899,900.691114413713,1099.08384980321,480.054714545378,-2046.60658591602,-1222.07694780181,-1343.18317800247,-1087.58196723636,-1637.71706400092,2495.65729281831,0,809.229363298307,1.8109660518234,1243.45618673666,-5.88958963158908,"nonveg_894","absence"
3442.91435521253,3491.13940609064,3931.2092986462,2621.53837165919,-5064.5560831361,-4829.040992977,-6099.74990537674,-5961.55583549579,-4620.60531163882,2826.35640181094,0,1243.72358340307,24.8230900131361,5419.09046345094,0.00109993432043609,"Canada.DaringLake.Tower1-DwarfShrub","presence"
2914.31608898044,2393.51769634904,3294.19021536745,2152.80066065755,-5671.45458195867,-5922.19531033338,-5978.5226883656,-6150.63946494573,-5747.14330569199,2228.66957760432,0,1203.59080496986,-54.0567331920656,5680.2580018462,2.39740397412359,"Russia.Tazovsky.Burned28","presence"
-296.15728503035,-749.26627214119,-325.461639227935,131.932716876111,1858.51816970538,4788.66294744339,4101.63322708004,2346.85694352894,2703.58764420971,0,0,881.198989017301,-28.482081011948,1179.31034713917,4.76567204005542,"nonveg_1736","absence"
2748.67217691661,2413.54291219568,3318.85067115321,2123.78505749889,-5720.17629397162,-5113.53376699184,-5721.28852665423,-6115.76899620021,-4266.11145005811,2330.17712284874,0,1721.70078030834,-5.26036730091679,4665.65144558117,-20.434469228634,"Russia.Tazovsky.Burned12","presence"
391.474729290086,-7.67593115579132,-138.49758802891,253.15898306348,-1252.5401423589,-1784.61632078509,-1238.17845410538,-2033.37656747324,-1455.04944286218,1163.13584020718,0,533.801832402754,-10.8913560953955,737.508547201176,4.90348264676004,"nonveg_972","absence"
187.32039315205,489.912657321547,111.658338480081,-818.640564685192,3126.26261002362,4490.14895693288,3190.23557548392,2716.83229644249,3013.69351677363,346.44195753034,0,1308.55322200674,16.0023237737788,-902.884864205401,-0.587823236406704,"nonveg_1854","absence"
391.001501790358,680.092788988102,1156.36743620057,859.536494434393,-2360.79107746692,-1979.38451302839,-2770.6547703145,-1735.47092251577,-1122.3993431408,1057.83102480792,0,861.476934858595,22.6589580968308,1671.42496394866,-14.4622331666128,"nonveg_913","absence"
41.0785698643117,-137.877444257014,-151.126706732316,-517.156978297835,-203.587799978064,-842.810908821639,-400.726075877903,-1008.48318034382,50.1305823024408,2707.97137608057,0,818.986243402055,-43.9706709361234,17.255951134228,44.0243805528411,"nonveg_558","absence"
