"spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","trees_presence","site_code","presence_absence"
189.325541661723,715.68223434694,359.725476681474,-315.425819256528,-1214.72458250753,-839.795730170024,-1223.69255907799,0,"nonveg_988","absence"
407.81638478994,250.350292155928,3.31894917167915,-1759.62593864622,-1458.34911045733,-1846.03498250481,-1229.75838356177,0,"nonveg_560","absence"
3840.86646708461,3843.43221420193,2433.15053602613,-6442.95778031744,-6935.95828143251,-7312.02606331802,-5617.89882453163,1,"Finland.Kevo.7","presence"
316.909097444608,629.344647332687,876.483250933297,-874.609677683077,-1338.50041178461,-831.397415042725,255.959838353303,0,"nonveg_994","absence"
447.273988400495,849.603031627305,168.567300031736,-1507.84385053872,-1279.66584390152,-1253.1510609716,-295.286102788957,0,"nonveg_1340","absence"
3898.09365158534,4258.92242980114,2595.57528094437,-6197.62842628339,-6417.25213305428,-6596.77716809338,-4338.80423156711,0,"Canada.BonifaceRiver.AB2","presence"
2827.10655049578,2967.54504966112,1578.82371088117,-5720.72949439415,-5940.45203391326,-6122.61631577283,-4031.69948492211,0,"Finland.Javrresduottar.EC-Betula","presence"
2034.91322657455,2025.96242298238,1093.98261509238,-4140.36732631362,-4836.48430062819,-5245.006748977,-3544.62455533032,0,"Canada.BanksIsland.GreenCabin-C11","presence"
3287.05499353742,4514.01057625785,1035.61219189269,-4579.73019310636,-5743.75058763109,-6793.37119245227,-2642.89284175724,0,"Canada.KluaneLake.Quill-ShrubTundra","presence"
2715.18026872082,2835.14428998457,1680.8723359489,-4908.66877671749,-4954.81801478911,-5011.41819109764,-3887.87935618356,0,"Finland.Kevo.12","presence"
165.031676227869,-131.610336594128,417.887797911406,-243.655802495821,361.556739175914,13.305895270278,1340.1114759027,0,"nonveg_592","absence"
673.949934802485,249.596151010723,-41.0533708778757,-1662.75689788217,-785.606667529945,-1547.25228017986,-1158.23487338446,0,"nonveg_997","absence"
701.867853938591,331.226540799961,1065.24852983783,226.575845966395,-1465.90405553925,-2078.84811469182,-861.913511795662,0,"nonveg_571","absence"
617.729973579,694.550715755467,807.843798008872,-1683.23155124003,-1153.17543971345,-1030.04931070615,-652.671193983925,0,"nonveg_790","absence"
1939.45422353185,1891.76845143181,1338.21199058694,-3424.78163995189,-3129.22384370276,-3517.42509221333,-2265.89831913831,0,"nonveg_1177","absence"
4489.52872086698,4704.27148727977,1647.13763002282,-6377.69946728052,-6745.37159719488,-7389.52778281595,-4329.66568224773,1,"Finland.Kilpisjarvi.19","presence"
4009.18111551042,4422.8744279731,2289.37284049525,-6202.82895778952,-6439.4495480297,-6353.9382882743,-5199.54765357999,0,"Norway.Javrresduottar.A-Sedge","presence"
3024.18267172774,3486.1109906922,2113.84854240977,-4168.89091331687,-4988.71644730504,-4883.57578527404,-3814.29709175067,0,"Russia.Tazovsky.Unburned28","presence"
3059.52820298414,3322.28826556497,1808.36145587346,-5507.43434408022,-5341.05570570394,-5564.30883097342,-4199.02422935045,1,"Russia.Yamal.Nadym-2-H","presence"
3898.09365158534,4258.92242980114,2595.57528094437,-6197.62842628339,-6417.25213305428,-6596.77716809338,-4338.80423156711,0,"Canada.BonifaceRiver.AB2","presence"
569.900974584466,994.337798338179,1208.17769146343,-1778.42976838091,-1748.47150989212,-1303.95499486331,-905.125262232271,0,"nonveg_1261","absence"
616.384581806814,786.654217051626,1275.10992492482,-2187.33516629845,-3714.86067485757,-3396.09184785551,-2644.50139445536,0,"nonveg_701","absence"
1939.45422353185,1891.76845143181,1338.21199058694,-3424.78163995189,-3129.22384370276,-3517.42509221333,-2265.89831913831,0,"nonveg_1177","absence"
3067.5059273506,3895.15441968221,1780.21513190687,-5154.31109145711,-5526.5245552534,-5111.73173024873,-5144.01947830301,0,"USA.YukonKuskokwimDelta.UB5","presence"
1378.43144062469,1632.52644202581,882.762310857714,-3335.88997308829,-3817.74694178786,-3745.45009508513,-1776.99451043171,0,"Canada.BanksIsland.GreenCabin-C08","presence"
3510.80109024083,3786.61706575818,2504.24975040554,-5785.70454501585,-6264.67605422356,-6004.62691574172,-4687.73465526367,0,"Finland.Kevo.1","presence"
2756.50284361715,3101.57859773646,1784.73053773079,-5991.60249704074,-7134.04059201896,-7032.20768482541,-4608.17416637089,0,"Norway.Javrresduottar.EC-Salix","presence"
3209.94733363005,3346.20649642385,1965.94777781627,-5910.557800836,-6270.74891845751,-6457.57693913739,-4641.87357820238,0,"Norway.Javrresduottar.EC-Hummock","presence"
1202.83913022181,1633.05585551476,560.215489868634,-2743.9678396412,-3461.36589223996,-3015.96373721819,-2011.55979989115,0,"Canada.BanksIsland.GreenCabin-C07","absence"
897.304683720791,1083.54083203618,246.338798424997,-1543.37170667555,-2331.45556736844,-2186.50765336339,-2304.89053533164,0,"nonveg_540","absence"
3207.90828306252,3413.62952569209,2144.09807360555,-5956.99380790865,-6225.04996063098,-6323.21360251312,-4977.34736237702,0,"Canada.CoutureLake.TD7","presence"
701.867853938591,331.226540799961,1065.24852983783,226.575845966395,-1465.90405553925,-2078.84811469182,-861.913511795662,0,"nonveg_571","absence"
2987.96284448826,3269.2553289705,2089.28032838507,-4991.96534739391,-5723.79785682087,-5590.49009663413,-4546.65642112105,0,"Finland.Kevo.8","presence"
484.757974399641,659.110436978313,40.099282429568,-250.137536409113,40.274943321887,5.50925283274239,2199.48492973477,0,"nonveg_1642","absence"
373.287674015541,350.827399862415,-381.666996293247,-670.591271289337,-613.861538726612,-864.446965946629,179.377674323289,0,"nonveg_842","absence"
2430.1528218895,2482.6701966293,1547.06306015618,-4797.56605894556,-4906.54398287698,-5153.43760612398,-3696.17344102308,0,"Canada.LeRoyLake.TD7","presence"
3662.63953758541,4266.52386380242,2601.89084673663,-6171.20647076746,-6491.92719058143,-6410.59860077137,-5386.87175861204,0,"USA.YukonKuskokwimDelta.72B1","presence"
3940.65516670665,4267.55787915715,1637.79343371495,-5982.10782138916,-6459.99714908703,-6516.14136015163,-3853.46610640813,0,"Sweden.Abisko.KJ-SalixShrub","presence"
2015.64446663763,2637.2311857159,1030.54678136323,-1992.97103967197,-1450.26459957381,-1296.76240642212,-1840.85066930366,0,"nonveg_647","absence"
3024.18267172774,3486.1109906922,2113.84854240977,-4168.89091331687,-4988.71644730504,-4883.57578527404,-3814.29709175067,0,"Russia.Tazovsky.Unburned28","presence"
3370.90337396538,3507.32188308222,1371.73683949224,-5218.81727946435,-5769.04458346093,-6160.49471016476,-2636.47120302207,0,"Sweden.Abisko.KJ-Snowbed","presence"
3728.32247344547,3939.57140018648,2399.56438118302,-6481.08296607236,-6461.92800964518,-6999.41453883195,-5029.32890801372,1,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
3287.05499353742,4514.01057625785,1035.61219189269,-4579.73019310636,-5743.75058763109,-6793.37119245227,-2642.89284175724,0,"Canada.KluaneLake.Quill-ShrubTundra","presence"
77.9742807168287,470.029954475559,400.867280945011,-1383.2418859431,-2536.67744976929,-1809.81419090586,-1231.92492783855,0,"nonveg_809","absence"
-506.941254322628,-223.329328267004,129.221694521753,-322.998234823175,-1569.26589761837,-861.541855163583,596.685923412792,0,"nonveg_822","absence"
527.981161995063,573.872567348764,694.642917605254,-1950.50344063739,-2252.06183250318,-2194.52368053454,-952.234182116705,0,"nonveg_825","absence"
1976.79845263448,2670.63681617955,529.281422613734,-4157.83991733638,-4919.67099697982,-4741.73847501265,-2320.49833654311,0,"USA.NorthSlope.WestDock-C14","presence"
-273.319129904658,165.73274565359,87.7303437008866,589.136989374435,-361.990547703852,-246.717903895214,690.673801748366,0,"nonveg_1161","absence"
-113.346080858808,567.967549538891,1381.65979464149,-1832.4412802078,-3652.98009773863,-2878.77748685448,-1698.32404311356,0,"nonveg_561","absence"
349.378712228421,563.969624729259,616.996040603307,-2483.15715957473,-3005.18312326407,-2682.12506316481,-2079.97966287953,0,"nonveg_986","absence"
1027.51237744807,1022.71729232802,280.816653895152,-2822.9879135994,-1809.87761612367,-2113.11035840518,-1021.71093524995,0,"nonveg_725","absence"
2971.59836792711,3518.21724077208,1468.5420214268,-5881.7775203416,-6249.60582058826,-6594.38020372785,-3892.86527579139,0,"Canada.DaringLake.MediumBirch","presence"
720.276497665407,900.621929134593,148.9835932554,-1973.42471549912,-2364.43622940992,-2177.12970276581,-1171.14444318748,0,"nonveg_954","absence"
942.530146884232,699.054089539978,125.039596450434,-2128.00738462207,-1247.50843528883,-1535.42998979703,-1028.17604989496,0,"nonveg_645","absence"
3859.44393896709,4436.71009953572,2047.57024182262,-5900.83271838095,-6844.93085776427,-7111.3540120619,-4655.32920407056,1,"Canada.ClearwaterLake.AB2","presence"
-394.43258721869,676.802162185741,-252.074992546383,667.389223386045,-600.389640763345,45.8946854187673,18.1569490388638,0,"nonveg_1145","absence"
3623.57274485392,4012.59775729135,2537.9230750668,-5963.9651265666,-6318.56284101824,-6626.17974331453,-5124.83947772527,0,"USA.BrooksRange.7","presence"
3524.12190020066,3777.5084947776,2245.2178255454,-6343.02033718895,-6442.20058726679,-6193.17423530398,-5083.62870884172,0,"Russia.Tiksi.Bog","presence"
2967.5199583199,3297.83478217878,1587.8396479752,-4893.87995424576,-5516.20187959836,-5951.51637437726,-4111.07304554408,0,"USA.NorthSlope.Oumalik1","presence"
3055.25336642783,3643.3683246071,2084.42947628897,-6468.18542810513,-6621.67367932779,-6927.17067564654,-4608.43411296963,1,"USA.InteriorAlaska.5","presence"
2962.87334334751,3104.83141709432,1905.74673263426,-5582.82360008682,-6125.24447806139,-6093.63473550637,-4472.1670511648,0,"Norway.Javrresduottar.EC-Sedge","presence"
2962.87334334751,3104.83141709432,1905.74673263426,-5582.82360008682,-6125.24447806139,-6093.63473550637,-4472.1670511648,0,"Norway.Javrresduottar.EC-Sedge","presence"
3730.24310883266,3831.86514157893,2208.03255312735,-6776.0204983642,-6554.70607266456,-6532.30355010716,-4327.17077822456,0,"Sweden.Abisko.VJ-DryHeath","presence"
601.117528956731,-91.9884491877045,-273.195398886895,-1224.79323196027,-790.195467879952,-1560.08828617523,-407.95913805767,0,"nonveg_1234","absence"
4702.91511011192,4610.41670495086,2534.28045765752,-7064.27311191544,-7171.99398172019,-7459.55314177514,-5806.94735113999,1,"Finland.Kevo.11","presence"
3456.33038282393,4050.77028047066,2621.69082677296,-5765.01841819896,-6746.86028700797,-6759.8219035966,-5161.99537962936,0,"USA.YukonKuskokwimDelta.72B2","presence"
704.355034822335,845.390678602185,863.839181712261,-2948.09363601156,-2933.10759230851,-2694.44131867375,-2222.52671751677,0,"nonveg_985","absence"
691.759237699034,987.658333205769,122.71948511677,-2835.7599262734,-2777.49380387055,-2453.21519679546,-1270.833941496,0,"Canada.Ivujivik.RTP12","presence"
3287.05499353742,4514.01057625785,1035.61219189269,-4579.73019310636,-5743.75058763109,-6793.37119245227,-2642.89284175724,0,"Canada.KluaneLake.Quill-ShrubTundra","presence"
3728.32247344547,3939.57140018648,2399.56438118302,-6481.08296607236,-6461.92800964518,-6999.41453883195,-5029.32890801372,1,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
2713.51645762525,3052.12060817031,1123.38149146666,-4587.00694280352,-5800.39356619118,-5918.47076129772,-2467.63097992322,0,"Canada.DeceptionBay.TH6","presence"
2417.85238891995,2614.25950200555,1069.96729745597,-4917.51521748496,-4778.81704360429,-4997.33008833622,-4097.86473559743,0,"USA.NorthSlope.9","presence"
318.002565035245,-345.125013787779,917.981202641275,-2025.60024785004,-1458.72382133076,-2109.94592165527,1266.25407632276,0,"nonveg_1473","absence"
397.615752946291,885.975034402125,252.007976197958,-2070.24020856221,-806.65916885185,-800.663933775783,-670.549613249356,0,"nonveg_572","absence"
3287.05499353742,4514.01057625785,1035.61219189269,-4579.73019310636,-5743.75058763109,-6793.37119245227,-2642.89284175724,0,"Canada.KluaneLake.Quill-ShrubTundra","presence"
3405.48789231174,3620.69305459293,2206.355321214,-5972.27581381353,-6184.65849966243,-6361.51189551334,-4895.99691623727,0,"Sweden.Abisko.NT-BirchShrub","presence"
133.488087059703,-101.974738867982,-207.114156409725,3542.94503108347,3286.43955025752,1848.620289311,4699.06190951281,0,"nonveg_1646","absence"
3625.49404774014,4133.14981619636,2665.79580218036,-6389.18594220971,-7234.22904819084,-7548.19006995932,-5866.23009933449,1,"USA.InteriorAlaska.21","presence"
68.9512847140606,511.273729238398,-150.562669287666,-1527.01686080846,-1316.8228544892,-753.455034555149,-474.645183951038,0,"nonveg_1416","absence"
-184.040590743521,6.38451261083173,-67.5531204331207,-1139.45977178591,-2325.30123956286,-1958.13424625219,-1578.55854455522,0,"nonveg_785","absence"
563.035561719757,192.259611690459,347.472238679956,-1510.99607560038,-874.43481177063,-1628.20766533668,-1332.58697748316,0,"nonveg_682","absence"
3782.10298774695,4060.44734913494,2269.99033276999,-5375.30318722734,-6146.04544676991,-6389.63820829705,-4336.11534831747,0,"Russia.Yamal.VaskinyDachi-1","presence"
3182.67778002259,3159.97687140839,1991.89585505985,-5524.94214977828,-5715.324587596,-6082.02624396216,-4475.8654565131,0,"Russia.Yamal.OstrovBelyy-1","presence"
2747.68839873628,4246.60674894336,1791.44636545906,-3850.51504358542,-6007.11949030862,-5909.57852076836,-3234.03915800559,0,"Canada.KluaneLake.Outpost-MixedTundra","presence"
617.729973579,694.550715755467,807.843798008872,-1683.23155124003,-1153.17543971345,-1030.04931070615,-652.671193983925,0,"nonveg_790","absence"
3133.43613918205,3742.47578558558,2405.37057348023,-6265.99367843073,-6026.33541235922,-5980.73668509881,-5546.92662421647,1,"USA.InteriorAlaska.22","presence"
2186.66023936335,2500.80110685448,1269.8089063245,-5624.34779797556,-5243.09853723549,-5397.33169872247,-3743.98975119451,0,"USA.YukonKuskokwimDelta.1","presence"
3355.59680135045,4149.4529879943,1681.54818302166,-5764.21369928615,-6560.51664144838,-6222.77299848539,-6667.12575986682,1,"USA.InteriorAlaska.20","presence"
1508.74906907238,2265.16079935631,1212.73526184984,-3790.40490196574,-3656.65120950722,-2951.24478261089,-2441.59231598805,0,"nonveg_662","absence"
-721.599296758342,419.928585492882,-532.03598114338,4425.88659149929,7150.60257341427,7036.29458686773,5050.68472335786,0,"nonveg_1290","absence"
-506.941254322628,-223.329328267004,129.221694521753,-322.998234823175,-1569.26589761837,-861.541855163583,596.685923412792,0,"nonveg_822","absence"
1310.55594431024,1725.93978037695,1167.70328044326,-1984.88647936891,-2173.79090260257,-1735.67653781718,-1467.64205272858,0,"nonveg_807","absence"
-184.040590743521,6.38451261083173,-67.5531204331207,-1139.45977178591,-2325.30123956286,-1958.13424625219,-1578.55854455522,0,"nonveg_785","absence"
1028.76598348291,1494.14006673443,-508.136181300695,-1184.77221204632,-2076.94177383307,-2168.70344546283,-860.067830619002,0,"nonveg_532","absence"
1104.77732230743,1068.23836980496,1982.24402991481,-3675.4297826689,-2814.05451361806,-2936.4379487448,-742.351641480091,0,"nonveg_680","absence"
665.166818804804,1611.22120693563,1185.92286156469,-3568.00811263046,-4086.41187089154,-3323.85248153885,479.314160948341,0,"nonveg_671","absence"
3840.86646708461,3843.43221420193,2433.15053602613,-6442.95778031744,-6935.95828143251,-7312.02606331802,-5617.89882453163,1,"Finland.Kevo.7","presence"
3356.42634195004,4162.82611447333,2232.87974165912,-5711.56725705645,-6069.27519149847,-6222.83665943097,-4243.9994624671,0,"USA.InteriorAlaska.24","presence"
3188.23222994286,3598.30959887919,2219.25129312179,-5388.89500452243,-5823.89987039433,-5945.30523441104,-4646.68587663143,0,"USA.YukonKuskokwimDelta.UB3","presence"
2313.47900515828,2486.30156240054,1544.89895166944,-4382.93484431686,-4652.38293894026,-4560.14319732503,-3057.7666695394,1,"Canada.BonifaceRiver.LSA2","presence"
1885.80751087262,1543.92118346664,1157.59365234403,-3503.33643393836,-3610.60279850869,-4034.389071859,-2826.07899049024,0,"Canada.PrincePatrickIsland.MouldBay-C05","presence"
290.908383279605,977.791995960952,1182.33189539313,-1408.24389308439,-1989.18171263577,-1278.2473953477,-497.529518681484,0,"nonveg_674","absence"
14.2539071235331,283.076344245368,5.24002535363569,-1216.62952255986,-1972.94398280939,-1823.61261410657,-826.49415955007,0,"nonveg_946","absence"
1591.15679729542,1865.09161338339,1159.8067193364,-3152.58333823969,-4305.95816885897,-3902.61137752943,-3313.38558985238,0,"nonveg_529","absence"
1821.80123370791,1984.02084939046,1256.06563112219,-4015.24341249816,-4604.73411933591,-4463.36060726726,-3992.21166848932,0,"Canada.ChukotkaRiver.TPO5","presence"
2396.36544232918,2512.09053586808,1565.72031215937,-4956.75888785869,-4820.64107417405,-4643.69127782534,-3624.78592227251,0,"Russia.Tiksi.LichenTundra","presence"
2824.789582178,3093.29880628382,1670.65786575554,-4690.34487344154,-5245.60931369771,-5588.1712302085,-3710.58932747746,0,"USA.NorthSlope.Sagwon-C16","presence"
2699.01243879034,2697.57208327664,1692.4113338232,-4739.52227452059,-5175.52473188759,-5236.87351547347,-3700.45402423805,0,"Canada.PayneLake.TD4","presence"
3940.65516670665,4267.55787915715,1637.79343371495,-5982.10782138916,-6459.99714908703,-6516.14136015163,-3853.46610640813,0,"Sweden.Abisko.KJ-SalixShrub","presence"
3456.33038282393,4050.77028047066,2621.69082677296,-5765.01841819896,-6746.86028700797,-6759.8219035966,-5161.99537962936,0,"USA.YukonKuskokwimDelta.72B2","presence"
3157.24910485039,3540.33263558087,1966.98520161234,-5807.32368885499,-5965.27903182882,-6460.99404629994,-4666.96463058729,0,"Russia.Kolyma.T2","presence"
749.143051736985,341.336437795738,10.4821006920101,-821.316331803489,-1286.18081246792,-2083.43580635588,-1838.41315086928,0,"nonveg_714","absence"
238.926141504469,969.508587246348,133.419008363715,-1456.25063345037,-2842.5672887677,-1975.57892093797,-2055.43846425034,0,"nonveg_913","absence"
1528.64445024923,1272.55739512893,987.55053482326,-2205.05028443005,-1355.15679711371,-1754.85220522002,-1698.77475656748,0,"nonveg_508","absence"
3728.72076065901,4214.29766620563,1993.65449259721,-5953.12292418622,-6789.65033321076,-7047.05723489554,-3495.35278543748,0,"Canada.DeceptionBay.BEGL3","presence"
1050.1844699537,606.116048731991,1277.05448289812,-1795.21825126288,-1940.96236100074,-2286.04220336235,-823.142452936826,0,"nonveg_663","absence"
3593.77910703016,4480.09137979927,1531.0859958219,-5694.83178506448,-6372.45369947599,-6397.61174729779,-5452.55891699885,1,"USA.InteriorAlaska.2","presence"
3375.63347960624,3606.73214115047,1559.99753801043,-5166.13992811701,-5836.89312258474,-6207.66682300523,-4164.09898543381,0,"Canada.DeceptionBay.BEGL2","presence"
3561.07523091823,4072.0412111474,2246.51321774892,-5642.85147061929,-6404.17680406026,-6564.88229401894,-5277.76753102012,0,"USA.NorthSlope.Ivotuk3","presence"
578.353204932202,973.512694557536,822.081800867455,-1321.74183409347,-2312.10198202924,-1618.34676638754,-1190.02860548515,0,"nonveg_767","absence"
4244.81343209515,4687.58707050836,1845.26504844812,-6308.59294539453,-6208.32871097104,-6561.43453555759,-5065.90019471387,1,"Sweden.Abisko.VJ-SalixShrub","presence"
2880.13101544659,3652.86553976077,1993.27476992257,-5921.21847317968,-5992.48907458044,-5513.84753039837,-3009.97916995354,0,"Canada.BonifaceRiver.LSA6","presence"
2572.87525480704,2670.32324852502,1009.11562828692,-5282.25070360519,-5146.89041252224,-5627.77505993038,-3858.99551133485,0,"USA.NorthSlope.16","presence"
2747.68839873628,4246.60674894336,1791.44636545906,-3850.51504358542,-6007.11949030862,-5909.57852076836,-3234.03915800559,0,"Canada.KluaneLake.Outpost-MixedTundra","presence"
3620.93180744799,3796.01566074616,835.320435145345,-5592.78754357818,-5916.85551833668,-6170.63325545391,-2101.07018328908,0,"Sweden.Abisko.KJ-BirchShrub","presence"
-22.446257874028,282.454345606804,598.574304009389,-1086.40867696529,-401.783311328486,-194.958780209612,869.740645629716,0,"nonveg_689","absence"
437.946878093764,494.727694876911,328.683247806935,-1951.43007656637,-1611.0616164039,-1661.9762218568,-1755.00731075701,0,"nonveg_695","absence"
985.491373400136,962.795998176917,424.005481931499,-2808.90999880929,-2697.56215951573,-2794.49824303209,-1303.90397844411,0,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
701.867853938591,331.226540799961,1065.24852983783,226.575845966395,-1465.90405553925,-2078.84811469182,-861.913511795662,0,"nonveg_571","absence"
1640.55059817109,1791.72181781339,1474.05511267094,-2552.47961623706,-2332.51120477957,-2926.03537067319,-3250.36587632047,0,"nonveg_1132","absence"
1308.48952946956,1756.12387743768,93.7862412943794,-3577.27731134603,-4770.3016094495,-4716.19681837896,4327.76909525243,0,"nonveg_1813","absence"
2.32240480951072,-601.022118387679,-14.6807871529194,105.635432579584,-2820.96236561936,-3498.931215811,-1824.95087172293,0,"nonveg_623","absence"
3890.04829932394,4215.22149493483,2096.36991903396,-5905.26883810128,-6302.15014046924,-6745.52802284116,-4951.15575214667,0,"Russia.Yamal.Laborovaya-1","presence"
489.815293065621,366.921806060037,223.118032432,-1526.7903215197,-1723.32953540022,-2222.25498452203,-516.655479425569,0,"nonveg_792","absence"
1822.62345387814,188.025476336643,796.377632832219,-2032.27965828153,-1673.18748294026,-3547.46308760988,-1507.41903668078,0,"nonveg_612","absence"
110.594933783433,1047.01085848984,555.369589719251,-1015.02964946529,-2149.87834889395,-1249.67645509975,-966.671417581282,0,"nonveg_922","absence"
3133.43613918205,3742.47578558558,2405.37057348023,-6265.99367843073,-6026.33541235922,-5980.73668509881,-5546.92662421647,1,"USA.InteriorAlaska.22","presence"
3728.32247344547,3939.57140018648,2399.56438118302,-6481.08296607236,-6461.92800964518,-6999.41453883195,-5029.32890801372,1,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
546.269946301628,897.032275793675,-347.85524532626,-1093.18306396865,-1384.18088770574,-1100.9575864265,-822.057358313153,0,"nonveg_923","absence"
4364.80065367776,4399.95894565886,2630.27975934998,-5940.67967394527,-6193.98264022054,-6764.34903890291,-4942.81322221882,0,"USA.YukonKuskokwimDelta.2","presence"
1310.55594431024,1725.93978037695,1167.70328044326,-1984.88647936891,-2173.79090260257,-1735.67653781718,-1467.64205272858,0,"nonveg_807","absence"
3918.23241462824,4159.87178964215,2714.59933705792,-6284.32253794615,-6260.36663909868,-6746.13130744246,-4927.10578338062,0,"USA.YukonKuskokwimDelta.72B4","presence"
2928.83135392144,3344.30601670836,1185.48640981283,-5226.72222021009,-5546.77545290815,-5252.77048256403,-2519.37782704527,0,"Russia.Yamal.Kharasavey-2b","presence"
14.2539071235331,283.076344245368,5.24002535363569,-1216.62952255986,-1972.94398280939,-1823.61261410657,-826.49415955007,0,"nonveg_946","absence"
3091.17908026402,3095.98767517748,2143.28620371283,-5446.55261507082,-5387.49627192358,-5460.55662985206,-4883.77648274637,0,"Finland.Kevo.10","presence"
-394.43258721869,676.802162185741,-252.074992546383,667.389223386045,-600.389640763345,45.8946854187673,18.1569490388638,0,"nonveg_1145","absence"
725.876405969263,897.92461730414,648.793003400101,-1929.04319648554,-2078.20691991686,-1941.51665124399,-1800.25336205302,0,"nonveg_926","absence"
563.074904219877,822.362150931398,822.083996951601,-1918.43677848101,-2150.60846443526,-1809.75158734047,-1174.02640389673,0,"nonveg_940","absence"
4364.80065367776,4399.95894565886,2630.27975934998,-5940.67967394527,-6193.98264022054,-6764.34903890291,-4942.81322221882,0,"USA.YukonKuskokwimDelta.2","presence"
2602.04422911486,3087.49557223141,1256.06510637756,-5606.09468818616,-6379.43576911488,-6037.98922222378,-4442.66384493026,0,"Finland.Javrresduottar.EC-Sphagnum","presence"
1559.73830263746,1702.62256009181,779.9401786892,-3233.94484323091,-3257.19449606671,-3098.0787878394,-1969.43505438244,0,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
110.594933783433,1047.01085848984,555.369589719251,-1015.02964946529,-2149.87834889395,-1249.67645509975,-966.671417581282,0,"nonveg_922","absence"
4740.70459638567,4402.6930263427,2897.40478616443,-7153.80848981447,-7100.09118156962,-7757.58123248514,-5725.54727024532,1,"Finland.Kevo.2","presence"
41.8542439329133,-12.8148904489076,435.318322631636,-168.55199018349,-1981.51019824981,-2401.23700398831,-1562.03867046181,0,"nonveg_757","absence"
3546.29236530561,3718.76668473367,2290.26325924811,-5361.38326862672,-6344.83641006451,-6531.53219362329,-4054.33663262581,0,"Russia.Yamal.VaskinyDachi-2","presence"
2216.15291973808,2557.21397977658,1124.05814634563,-4563.34294926615,-5172.68857665511,-5299.05981979819,-2372.28202009672,0,"USA.NorthSlope.13","presence"
1028.76598348291,1494.14006673443,-508.136181300695,-1184.77221204632,-2076.94177383307,-2168.70344546283,-860.067830619002,0,"nonveg_532","absence"
2616.04009463967,3539.47868393169,1352.96659162395,-3878.4338719421,-5969.0238189997,-6135.50693257039,-2919.21280644772,1,"USA.InteriorAlaska.23","presence"
3433.90622832393,3873.12049478343,2130.15135112182,-6280.7450864116,-6564.64792362458,-6007.57935398217,-4875.27275244274,0,"Finland.Kevo.5","presence"
3375.63347960624,3606.73214115047,1559.99753801043,-5166.13992811701,-5836.89312258474,-6207.66682300523,-4164.09898543381,0,"Canada.DeceptionBay.BEGL2","presence"
69.3125813443842,547.334439008343,350.915003651841,-1676.94257632904,-2524.42493922092,-2168.28507650367,-415.160668839462,0,"nonveg_869","absence"
3220.30313084422,3741.12679990712,2057.63977590291,-5895.79139225663,-6479.56654821349,-6311.61546176874,-3948.68267933388,0,"Canada.PayneLake.TDA0","presence"
4702.91511011192,4610.41670495086,2534.28045765752,-7064.27311191544,-7171.99398172019,-7459.55314177514,-5806.94735113999,1,"Finland.Kevo.11","presence"
