"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_lateSummer","spectral_blue_endSnowfree","trees_presence","spectral_EVI2b_annualRange","spectral_NDWI_annualMean","spectral_NDWI_changeSSES","spectral_SWIR1_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
690.563360347611,1606.50010382179,1387.30913611795,117.100840851784,2104.49781268585,322.954630075116,-1777.6316315624,-1215.97988857875,1236.15829865272,0,1489.39926297,-1754.47114103945,5.54035020512046,-33.3382990255805,"nonveg_998","absence",0,0,1,0,0
3169.99758435062,4059.28304062446,4250.04595585984,1719.52960934606,6763.02685963964,3153.2432756716,-5374.4817176179,-6124.59717887678,453.543579383751,0,2260.60043420194,-6161.55774522079,-48.9122814153734,-8.71451828057028,"USA.YukonKuskokwimDelta.15B2","presence",0,0,1,0,0
2300.92012357028,3575.51953927607,4206.96712221272,2061.914982834,6719.08620011811,3539.20623070172,-5674.62456395747,-5849.14572107826,494.995330893126,0,2608.11870997868,-5445.73025269762,-44.9327334227111,11.4187939284024,"Russia.Kolyma.OW1","presence",0,0,1,0,0
1496.22472975268,2115.65375889793,2689.36358806717,1658.08872391557,4635.20600617002,3163.11758499404,-4491.66413856124,-4366.21881979597,599.693348343002,0,2869.43617557744,-4978.32213690855,69.1995998401026,4.16100236598554,"Canada.Yukon.WHEATEAR","presence",0,0,0,1,0
3142.71672287173,3661.03495066622,4516.93272185718,1625.39231980182,7032.55357811084,3081.98372301632,-5682.47609379459,-6841.48171247082,449.143244826415,0,3262.22954317005,-6145.21824701598,-13.5125736506136,2.82445018593652,"USA.YukonKuskokwimDelta.15B6","presence",0,0,1,0,0
1177.48510781464,1645.3279248973,1562.13588697101,842.476951172502,3029.05894689879,1497.40461891404,-2720.35653244238,-3041.39532598533,862.338114101085,0,1351.94246546209,-3265.37229541534,-51.7229476438515,-88.5245809929628,"Canada.BanksIsland.GreenCabin-C07","absence",1,0,0,0,0
396.919227681842,252.89026181149,-9.6081561976797,380.747470345446,707.836025081112,504.889576527807,-815.953442923133,-1452.79369458907,689.326924796189,0,508.312105902449,-1020.72289013383,-21.5044118792519,4.76820128595371,"nonveg_1340","absence",0,0,1,0,0
2937.38529431602,4074.32058724402,4608.01053375263,2516.46889164002,6953.76597789509,4128.87965785556,-5966.0583395246,-6376.08780984125,408.966954438756,0,2128.50083969449,-6237.13377521747,-11.9789906113461,-17.6815443265992,"Canada.Yukon.SWEDE","presence",0,0,0,1,0
1769.49043666371,1823.32258641182,2203.01952840063,1377.87428918222,4350.37909066189,2778.91263400506,-3785.48893890439,-4546.95722889526,643.868024811172,1,1018.29827162098,-3899.45634090769,-33.2789800452031,-12.3126886532674,"Canada.ClearwaterLake.LS1","presence",0,1,0,0,0
337.727446066845,-427.55162221681,277.404045642999,230.973937534739,793.203785931974,356.1767207287,-2221.46977501545,-2744.66536155237,758.854778255086,0,1225.02381785275,-1792.88380844657,-36.1569238677438,577.981961387772,"nonveg_785","absence",1,0,0,0,0
2275.96584935801,2676.83110858445,2897.34037912346,1786.52302268533,5265.16043704081,3386.75491830029,-5582.79516712407,-5277.8719530459,594.553894998829,0,1563.48786355596,-5037.55385271857,-19.7513039113136,-20.388686041424,"USA.YukonKuskokwimDelta.15B5","presence",0,0,1,0,0
487.54338837556,9.49069292632697,225.972082022167,177.140206338128,487.800827250395,355.64866868045,-1465.11117336661,-1984.16344357686,1290.91329257657,0,478.052695449233,-1528.39619420327,-2.73983939859922,39.3735377617365,"nonveg_956","absence",0,0,0,1,0
690.563360347611,1606.50010382179,1387.30913611795,117.100840851784,2104.49781268585,322.954630075116,-1777.6316315624,-1215.97988857875,1236.15829865272,0,1489.39926297,-1754.47114103945,5.54035020512046,-33.3382990255805,"nonveg_998","absence",0,0,1,0,0
-364.233575058556,260.80047636593,236.519128382245,-149.010338413779,595.766247089243,334.355503379881,-1465.88767650849,-1402.5434798721,1134.42682000734,0,625.034051424486,-1558.20258251031,-4.55226077063666,-23.278748380872,"nonveg_907","absence",1,0,0,0,0
496.752233382639,838.197471503117,236.31081989458,-41.3255650579274,768.829174827714,-95.0019497258095,50.5703523088341,-316.001421146242,1004.99081170753,0,879.523036561045,-467.195606160523,-16.089522486519,-42.6072658126367,"nonveg_751","absence",1,0,0,0,0
2298.76391611765,2907.04842323721,3527.82868956535,1865.80564039232,6183.98788987237,3693.35819835075,-5358.069255705,-6158.59457180488,419.951985506311,0,1932.40197087155,-6030.22915962285,-4.71515687436802,-2.37240512851883,"USA.NorthSlope.Sagwon-C18","presence",0,0,1,0,0
2609.47225481462,2765.29784796357,2664.70295095868,1851.36437289951,4903.00674566912,3311.08218902439,-4830.80763944539,-4924.50015451171,642.264341113918,0,1388.45565278213,-4826.37233497008,-24.6816126811564,22.3017242891802,"Finland.Kevo.12","presence",0,0,0,1,0
559.660263134323,820.385876206309,124.573158950005,324.322727273533,270.965473580048,476.673549301317,-2035.12311749503,-1549.44260618012,1440.58617340305,0,695.812717256304,-1898.21825298156,-7.14300302835779,-25.7576476880913,"nonveg_624","absence",1,0,0,0,0
2490.23544809329,3019.95843445266,2964.72329606469,1316.88565342722,6012.31352294977,2428.0417490209,-4796.6702052135,-6198.65910753552,474.286018234148,1,2898.87908609467,-4961.68163425481,-88.2903413262011,-43.2695233697071,"Canada.CoutureLake.TDA7","presence",0,0,1,0,0
2440.88611789069,3404.9006689063,4019.99018274642,2112.722748747,6566.66407093994,3891.85995468682,-5995.39644905412,-6327.15932843997,464.2187523112,0,1463.28494353894,-6105.04388750943,-70.2176806663097,15.0142825457999,"USA.Toolik.S1","presence",0,0,1,0,0
2794.81630786624,3190.66455994513,3508.05364703294,2304.33600720834,5412.14778321178,3772.79515147397,-5156.71406117575,-5456.73928745757,654.353966006363,0,1826.11974675969,-5302.54874016788,7.96130890827355,5.44152367353836,"USA.YukonKuskokwimDelta.6","presence",0,0,1,0,0
2191.0366986594,2978.33106424508,3331.77378953697,919.873477342653,5922.78941846581,2126.50890475035,-4161.51524718957,-4878.96325991906,532.329119375854,0,1915.52269560268,-3971.99757735972,-16.6546805601357,-1.12077437208903,"USA.NorthSlope.14","presence",0,0,1,0,0
2185.85512643603,3758.76318217817,4657.37350038476,1839.65523144508,7324.91403015632,3318.73879447153,-5181.58732033515,-5366.8180924122,534.479511315996,0,2502.27509068319,-5210.8463161437,-80.4052069552001,5.16703284297268,"USA.BrooksRange.8","presence",0,0,1,0,0
2638.43640171232,2748.56982457796,3088.15723818374,2039.48950096735,5320.31482934265,3532.02246442081,-5114.52706565143,-6116.85233210892,498.042603133327,0,1124.55203008999,-4897.48925047888,-14.1694385393452,-17.4631380899473,"Russia.Yamal.OstrovBelyy-1","presence",1,0,0,0,0
3128.19394940111,4283.82125151858,4907.29692177787,2476.40920543915,7292.70536653589,3949.63369942011,-5912.96652053706,-6677.40045304411,467.759699140458,0,3705.25871079358,-5864.27064338747,-22.0127962948687,-6.01565349737182,"USA.InteriorAlaska.BLOWRIVER","presence",0,0,1,0,0
852.578235232111,1033.39538728569,629.133387435426,675.085744720337,1239.42415644353,1189.94195191352,-2053.03590274767,-1780.58575644698,1099.01952128528,0,404.261999850264,-1948.78954943483,-15.4848971078582,-66.3607019495328,"nonveg_899","absence",1,0,0,0,0
2770.73093108312,4234.36689654701,4484.25015182818,2911.19201193541,7267.72690985491,5982.59545715505,-6307.12472845698,-6502.24567380765,266.812419601388,1,1135.39445724592,-6780.60970028171,-30.3005688916301,5.98031957300448,"USA.InteriorAlaska.21","presence",0,1,0,0,0
1372.83915899392,498.084394075333,1983.26578422964,1270.6622546742,2509.80920868103,1614.944731461,-2129.51716649803,-1992.86684239621,1668.79913112081,0,1588.19905793189,-1272.89702814109,-47.0050103467922,84.6365172862395,"nonveg_602","absence",1,0,0,0,0
-748.658364996139,313.007310295554,48.263292048741,-142.306854764111,-88.443253414134,-307.178214226983,789.78255634855,532.207998944295,967.681059718418,0,1200.12883653024,329.430560632708,1.67911147764639,-25.7830189094588,"nonveg_592","absence",0,0,0,1,0
3463.43377602037,3587.23983723421,4111.13228394105,2530.31897297383,7796.2060485416,5581.20514389292,-6592.25387194403,-7378.04250320437,315.547148485494,1,1740.47147788812,-6721.32421755911,-30.0318202453829,-8.48384392768688,"Finland.Kevo.7","presence",0,0,0,1,0
2200.61126792435,3103.13253117226,3054.54189026025,1703.01872083281,6539.61417384602,4022.43488774259,-5265.92692288788,-5836.53177368974,312.100914287296,0,1889.07415354118,-5146.61930895958,-60.6060330471776,-128.573559276422,"Finland.Javrresduottar.EC-Sphagnum","presence",0,1,0,0,0
367.712752738493,780.30713154009,594.581449187823,943.31178349223,979.890068402896,1437.27347226585,-2614.61749416731,-2008.22481216066,916.388195854513,0,598.759556081945,-2080.22882861712,-57.0105653639514,-22.2907597697453,"nonveg_849","absence",0,0,1,0,0
368.429205861966,424.325032728489,-22.9899535740103,856.409903691123,466.958607583298,253.284990676414,-699.63573889185,-1117.85393340071,964.1082805231,0,879.399857265133,-1029.01948331711,-14.0382055490218,-7.24511101983326,"nonveg_958","absence",1,0,0,0,0
2034.05952559962,3127.21236524378,3689.12666159249,1579.65689034815,7110.70674006342,3282.27749025472,-5887.21103679428,-6371.89535987285,440.192438050766,1,2049.92097804484,-6044.19032553796,-90.9224637987623,1.67662350149622,"Canada.DaringLake.Tower4-LowShrub-1","presence",0,0,1,0,0
24.2673049226425,584.629373439565,1562.96639409942,199.07918838571,2025.76854128016,281.683917004065,-1265.95153348839,-999.431743464005,1484.8092595985,0,1538.69908917678,-1012.15228582092,3.21958865527135,-135.805406430768,"nonveg_912","absence",1,0,0,0,0
389.298284349399,649.715814327249,491.392387299914,879.48569756171,745.750768137872,1226.35834215597,-1750.76259685591,-2167.8806613407,739.58208211055,0,589.791749378614,-2045.80184636005,11.7639505285414,-26.4801417443927,"nonveg_1309","absence",0,0,0,1,0
337.692247778393,432.63486634549,580.749135179992,450.263977662058,1496.89958425046,1057.63525315499,-1569.90938101006,-2401.37243919862,532.013730800265,0,397.480869955849,-2085.98673303323,16.3672562522754,-6.11616046316872,"nonveg_816","absence",0,0,0,1,0
2936.54981698086,3387.70894684894,3562.62821228522,1562.71389199376,6120.27058638648,2832.53271559494,-4906.38030674508,-5940.89364908287,475.185335852939,0,2850.83452820737,-5432.88441481671,-7.91866068369622,-67.9800421943372,"Russia.Tiksi.WetFen","absence",0,0,1,0,0
1616.71095283091,3247.95130216106,4136.97574121272,1995.05330730081,8231.53009547205,4947.60336920718,-5322.51165038495,-6249.91552208049,181.381874738029,1,3337.52943066931,-5937.18130637486,0.617555570715782,-11.5173393054055,"USA.InteriorAlaska.5","presence",0,1,0,0,0
690.563360347611,1606.50010382179,1387.30913611795,117.100840851784,2104.49781268585,322.954630075116,-1777.6316315624,-1215.97988857875,1236.15829865272,0,1489.39926297,-1754.47114103945,5.54035020512046,-33.3382990255805,"nonveg_998","absence",0,0,1,0,0
2763.72618842949,3367.56143749519,3529.97557658772,1711.42897450771,6004.04083249518,3271.58210687866,-5697.10949525389,-6238.52744521123,327.065273005711,0,1901.23286814145,-5720.98751991434,-9.68824238573363,-64.0763258677015,"Russia.Kytalyk.T3","absence",0,0,1,0,0
496.752233382639,838.197471503117,236.31081989458,-41.3255650579274,768.829174827714,-95.0019497258095,50.5703523088341,-316.001421146242,1004.99081170753,0,879.523036561045,-467.195606160523,-16.089522486519,-42.6072658126367,"nonveg_751","absence",1,0,0,0,0
805.750733146534,1057.89075406865,1051.31127805082,632.273006471516,2443.81783439547,1034.94596543523,-2384.89462727101,-2505.87926296897,646.719453630898,0,1692.94982168918,-2127.07627952803,-78.8318270347636,-81.006752837442,"Canada.Ivujivik.TP10","presence",0,0,1,0,0
665.832906162597,809.048668526069,458.445854079869,525.49567922337,714.432621809033,726.345077763723,-401.159995877057,-1356.56429023696,1511.04076010551,0,929.024888901784,-1226.59365864659,25.5237917197436,-22.9164321095544,"nonveg_916","absence",1,0,0,0,0
554.26873195426,805.964630803085,321.513639197909,1199.70491507866,494.782982190907,2004.07235520472,-2628.51259842738,-1461.01935601092,1302.53793251331,0,996.448326440899,-1634.74971274553,-145.599023263263,-46.3367948202719,"nonveg_866","absence",1,0,0,0,0
-51.7280795412843,621.413802993536,200.964677553841,50.8427236589334,896.415651665805,220.423279041134,-1213.65588076888,-1449.50926122716,613.049641803431,0,680.970983947475,-1706.39772782624,6.85358729948286,-93.2299609137808,"nonveg_984","absence",1,0,0,0,0
