"permafrost_index","spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_peakSummer","spectral_NDMI_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","spectral_NIR_lateSummer","spectral_NIR_peakSummer","spectral_NIR_startSnowfree","spectral_SWIR2_earlySummer","spectral_SWIR2_endSnowfree","spectral_blue_endSnowfree","spectral_blue_lateSummer","spectral_green_lateSummer","spectral_green_peakSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_NBR_annualMedian","spectral_NBR_annualMean","spectral_NBR_annualRange","spectral_NDMI_annualRange","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changeLSES","spectral_NIR_annualMedian","spectral_NIR_annualMean","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeLSES","spectral_blue_changeSSES","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_changeSSES","spectral_green_changeLSES","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
0.978102266788483,563.87417045608,865.449209239219,248.442373534542,965.767307963162,659.400715617683,-2276.98797964406,-2827.75109413874,-3301.33068328781,-3330.04207120552,-3773.10628215284,1609.59879958079,2019.76857476106,1276.78779458161,2190.50812712783,1571.59694363939,-2128.01825110365,-1673.13552472735,-2579.13499465115,-1635.83362777106,-1819.90144555746,1111.7361798745,850.393939262161,1430.62392967795,1207.32320497983,2135.77361411038,2149.92285946571,796.262344638006,535.726548377558,611.999248619022,877.520993201574,920.874299685466,-535.505024913847,-0.572013854980469,-0.0131006967276335,-0.002017438178882,0.87968510389328,0.123510606586933,0,659.400715617683,660.586755362137,717.32493442862,-2.58179851788114,10.8619766893806,-2827.75109413874,-2805.64816489818,1262.18905573486,968.704661721975,18.2463664767244,1609.59879958079,1733.65204793814,913.720332546219,-1819.90144555746,-1967.20476876214,943.301366880086,60.3999646615864,1207.32320497983,1191.26448621923,-41.4449993154135,33.7234158693021,509.119784875418,26.1022082499045,331.119378330587,15.2490230165105,-2.17009278689822,-19.7901088162309,17.3690530840299,-1.79596733291797,16.2620415834881,3.72455530543484,-18.7483445899733,16.6293427470667,"nonveg_745","absence",0,0,1,0,0
0.999999940395355,694.09754435612,726.698506651987,1081.90875815204,797.493032367406,434.060989806131,-719.24728357515,-201.761905210428,-1875.78692117545,-1712.57071646439,-1210.14737478482,893.525839553201,874.345246867867,1251.5362490039,1193.24951595676,486.255688614329,-2025.83479535497,-2366.01979983482,-2321.19236436733,-2452.87731597977,-1241.47508372235,2259.22667614914,2319.42563551601,2345.7482189856,1902.04568120446,1642.14698609096,1854.51567600472,812.300395375473,934.304665873095,1288.72114669377,1596.90901058607,1841.84276542488,940.699047422609,-2.57188487052918,0.152310863137245,-0.139037147164345,11.925238609314,3.22485899925232,0,726.698506651987,746.851766266736,647.847768345905,10.8348564395829,4.13581952045147,-638.810191879339,-593.506725350286,645.966678379418,665.639546390629,-7.51081113554559,893.525839553201,939.782507999211,765.280560389567,-2321.19236436733,-2081.47987185185,1211.40223225741,-3.73561962229132,2259.22667614914,2175.74171742945,-2.39296213359913,-22.2636050186647,356.355485904772,2.12588633367674,218.034030549274,3.17524236669014,0.47942894130631,-19.8705626726601,-10.1670225414685,9.01619702708694,-13.7701192095812,3.81869244211282,-30.8299283546593,-12.3180266188371,"nonveg_880","absence",1,0,0,0,0
0.753384411334992,53.7740107717985,664.725927116808,62.6290591096439,-34.3194274018041,688.069621593249,-3785.14386834823,-105.186470245399,-3663.37684306998,-4500.26163461469,-1267.61165015201,1016.85467213445,1851.72057075362,1188.44144032314,1089.44920603731,1091.0018317151,-3260.17120300015,-2682.13592365312,-3449.95870814486,-3767.85044598527,-50.9329515140531,862.686797533635,794.04434997733,726.267949211695,1967.48057769019,2045.34704573563,2128.15608651823,705.471128199005,507.048105501857,547.45741126045,499.438316144177,545.739373604652,508.546085105119,-1.20591700077057,-0.0511166006326675,-0.0923973172903061,6.23371505737305,2.61975407600403,0,62.6290591096439,286.975838237939,722.389048995053,-11.9678417136123,-1.66214034289816,-3562.85044091896,-2797.15558471132,3703.17882039047,3232.64998446268,-0.247454671366609,1091.0018317151,1247.49354419272,834.865898619164,-3260.17120300015,-2642.20984645949,3716.91749447121,36.5629897377021,862.686797533635,1116.71218132809,3.38882003828174,20.9065182023946,623.969520092794,19.2143430000551,474.375722697613,14.38747677512,-24.7413760557453,3.25946257770162,9.44871536653084,-21.2364871757447,9.96596530377731,-2.0965943270904,2.35182967385909,10.945912267632,"nonveg_619","absence",0,0,0,1,0
0.999138236045837,180.133871621375,783.227045623742,286.432135089383,1345.57289455133,-236.32486639677,-1289.84878339288,-3564.75603348276,-3342.52645392302,-2674.90204576328,-4535.21038949641,1198.45622419537,2149.72767462245,1515.56813238973,3002.97162884723,261.904497664298,-3073.50076944117,-2567.20989759241,-3250.77396750623,-2142.92025302427,-2524.33501259431,877.680761912943,880.039771409022,1558.63319012276,715.479509070908,1730.3719130826,1815.09139689844,677.203870290627,427.579354941447,527.603685655153,868.504220349886,944.42973131082,35.9071538571325,-1.41002929210663,-0.00106641324236989,0.00965000782161951,0.593476355075836,0.753548502922058,0,286.432135089383,471.808216097812,1581.8977609481,12.6199617581256,34.2776183214693,-3034.46445765435,-2618.90157334419,2274.90725008987,1860.30834373313,45.6059454488232,1515.56813238973,1625.72563154382,2741.06713118293,-2567.20989759241,-2711.74798003168,1107.85371448195,40.2096511714014,880.039771409022,1054.69462617564,-39.9172599243378,21.2705957031493,549.011593775462,11.0166377300261,434.680226150101,8.69604745537193,-2.17852357369111,-19.7914162432882,14.68379502054,-0.145500592934179,11.4017028270569,9.9269570843333,-23.6559387181403,12.976576676997,"nonveg_600","absence",0,0,1,0,0
0.974101960659027,2455.70257781963,1873.12272389681,2629.98788896731,3327.36770630547,1750.63677789637,3707.13856637824,1100.59884537884,-1468.8022912151,321.078968832814,-1396.05112870635,4480.4713809314,3803.79949816335,4834.43173749645,5768.72527952707,3402.17450493111,-4925.3627266782,-4992.98319353518,-5577.91030578728,-5475.80233049671,-3918.87883802263,2283.51352992995,2280.90023616772,2656.5764656686,2002.48525997158,1500.08396976815,1380.05635783868,521.541878065788,498.070180248745,688.591252058777,759.309016256504,822.908028617351,-180.229055401709,-2.46567630767822,-0.0165311601012945,0.0311586111783981,2.11675119400024,2.14858269691467,0,2321.35803529522,2264.04355995196,1615.82127901929,24.8775943538557,27.2456727112825,1772.35519643492,1897.33289546417,2720.77920991223,1821.55447413979,38.1860536188215,4339.03713964872,4273.74217813317,2389.28118824242,-5199.74514293894,-5142.51121205578,1518.8136648333,21.2420683566945,2166.05022703507,2126.06684339475,-16.2187872924548,-23.2569685522871,279.7871613683,-2.84511183240722,327.187323481422,2.73371714936691,-1.41845748386839,-2.14549373009435,-0.336291737340622,-0.907124506289154,-1.55963950761726,-1.72606260001202,-1.90894157841649,1.33329071330331,"USA.NorthSlope.11","presence",0,0,1,0,0
0.98212057352066,1941.72522694573,1515.29156572829,2535.11103049995,2859.13101701059,1286.99453016008,3004.21304390512,2242.70610342569,-312.695327841775,77.5113066045429,-71.907019002637,4133.82878351133,3700.18497249435,5122.50709440752,5502.66890929047,2661.46384328674,-4968.95071647639,-4954.71084757469,-5055.89385501393,-5499.25355638346,-3230.18689231168,1864.65408697383,2097.04953700061,2245.48186319752,1620.36336917839,1102.72211966092,963.770657041063,434.180234118314,494.807268783975,650.648687472458,647.364169083165,702.448542176963,11.7332222974726,-1.05680522653792,0.000549379985588731,-0.0059190538401405,0.373772986233234,0.380210522148344,0,1698.50686884742,1744.57546345853,2370.2297374802,39.6663965051914,27.0380661189144,2069.25433082179,1756.3015674151,3344.3346892081,2667.74159163144,18.0110512256804,3893.73872878639,3661.84159416483,4223.21054355697,-4719.65760338349,-5130.36385706225,1476.64686268416,5.66811252636799,1741.27297097414,1797.79393679318,6.46561853746404,-22.6072451566941,1492.20376797277,-22.1660953691604,741.844912150795,-8.73427376792354,-1.56877821335334,8.10345010202951,-1.98012825086426,1.05690799108126,-3.93544759536267,-2.08501734030781,8.52935515824126,-0.931378096526756,"Canada.DaringLake.Tower1-SedgeTussock","presence",0,0,1,0,0
0.232790768146515,2452.00514487549,2487.50768071334,3316.11709933526,3338.85071515362,1573.73430163562,4297.76630789154,963.974412467,394.350179560236,1051.58471211125,-1446.70885483623,5458.88849875081,5308.0663529254,6675.0254038423,6828.10003808262,4028.6158919591,-6093.81201133832,-6499.1929769024,-6411.17661451284,-6797.27674242306,-4908.00362644856,1810.98062701832,2287.61749263095,2213.7950695377,1493.68333124893,894.571659920751,671.331126283098,327.642540383122,425.856495837763,543.918312127365,486.594183091064,431.907693366524,34.5941506025478,-1.80356783866882,0.053224990516901,-0.0128004107624293,3.14232468605042,0.0785197630524636,0,2494.22795418946,2533.59251619536,2609.63598984629,37.4601423232329,9.34133830032569,2713.89505185586,3101.51645098927,6273.19671448438,5148.47860235242,-2.05170711635565,5552.36099461006,5623.31485063792,3932.37358820189,-5910.36256880588,-6115.28274769633,2508.79585344869,-36.4305293449993,1805.21428615753,1876.886174146,56.5065953415946,-46.7556033096041,1875.3499126053,-71.741512111818,1228.3881059645,-45.1991359282281,1.34858008262246,30.1514293923113,-14.403310066113,2.12244094887899,-14.8320724350137,-8.17966454749423,32.2935057082691,-12.3996943792807,"Finland.Javrresduottar.EC-Spring","absence",0,1,0,0,0
0.107672557234764,1918.77756692111,1760.79417856075,2694.18610409725,2775.35476122351,1488.92818390234,2583.09676573165,799.909197061043,-890.70641637672,-112.559275483223,-1366.40214190418,3965.11677089926,4089.53366485855,5290.71417732819,5235.57655450585,2874.3323993908,-5224.436188762,-5616.93731791982,-5353.78173075172,-5549.77521500702,-4065.47681839349,1887.40639665264,2146.45064970161,2228.30747499298,1884.99570303545,1407.77079185448,1104.19491407225,409.09748599559,530.153872788961,654.305192818916,618.49053898177,661.32802744311,-568.082181032528,-1.34015357494354,0.0178038192292055,-0.0118322518343727,1.25028928120931,0.266076725209132,0,1775.39028448009,1941.54221668924,1186.95236836525,2.59722114758426,22.6570845623146,1879.1701163384,1517.27719708062,1993.36624615341,1446.72963658892,27.7139130803467,4268.85969468878,4107.73760379518,2363.92809892505,-5393.7789069745,-5081.81484848863,1688.72828556137,4.32994757195824,1846.90755707605,1828.67878802452,-11.8568334901221,-8.60116003821097,638.974925283621,-0.799526092281125,530.489699384407,-0.187804061683332,-4.76024362253182,-1.33202097795152,0.631036081823201,-4.0125733753092,0.492597148454383,-0.0908777803926104,-2.53886028699807,0.364209586216689,"USA.YukonKuskokwimDelta.15B7","presence",0,0,1,0,0
0.999977231025696,-242.806483402585,121.908032464298,756.741067154115,540.593431448294,35.7353665040717,-1810.84391746081,4614.14091296328,-2133.84854914491,-2331.31151625158,3465.29037177929,-147.161362035342,327.310982223203,903.306433290459,969.443601685011,-1226.53863256012,-1341.27099923609,-1270.77298746989,-937.467739322293,-1474.43169092576,1234.84542180536,1185.13303258677,2287.29842624153,2069.61175968779,1130.0962317265,1653.3801567232,2240.09017579936,991.287917180271,1234.48313911108,1595.77260320324,1491.88193987267,1733.45805362753,-6.27844238773826,0.0311485845595598,-0.00057508988538757,0.000405675935326144,0.0403236523270607,-0.000563409586902708,0,121.908032464298,242.434282833639,999.5475505567,-15.4745472170365,41.2315744658358,-1110.15517113927,-144.318728914035,6424.98483042409,5796.60188803087,-47.2450063961407,327.310982223203,165.272204520642,2195.98223424513,-1270.77298746989,-757.819599029734,2709.27711273112,-17.5423814814522,1613.70685101954,1657.16926025242,12.0937036974297,-35.4521881695784,2152.28299249395,-33.2466582032657,1986.83681840413,-28.1772134453207,-1.7143729551636,5.14976542414297,-12.7997485226744,4.58788789220166,-15.8340193426797,24.8362485999689,6.48121537134423,-19.0914508428394,"nonveg_1834","absence",1,0,0,0,0
0.981523334980011,1693.33415605649,1852.49276387604,2208.47477637904,2040.23808030154,1198.87292851719,982.023941797082,1289.2915115105,-1473.56249817871,-1378.27534940588,-930.864300719458,3433.52309026002,3659.38868179822,4032.27155800169,4025.31803741054,2210.46452668925,-4097.90331745461,-4546.85978467025,-4508.48387343344,-4595.55389613259,-2936.39435793474,2066.7687594428,2286.46942029659,2182.78952877198,2074.35493489096,1780.36622583797,1743.28217849309,717.051564890954,714.571671655429,884.493834320415,869.173011224159,991.619954700732,12.8786908729643,-1.22534798913532,-0.0132090817723009,-0.0478103781739871,2.88062289026048,-0.959578884972467,0,2369.41873687586,2303.53438503609,1550.95932488602,17.1230507974749,25.9591526715812,1879.36725604153,1820.15488992065,1116.08778390468,1131.91714293919,31.4421428594219,4411.10710920155,4188.24880723443,2940.61036261136,-4669.25748507694,-4409.65124462261,1342.40766648491,7.4947776273529,2389.42172347876,2401.97328694431,-9.0684999479831,-10.254561781032,947.058463970028,-9.12635048705433,533.488920165638,-6.83638190527401,-5.34815992246154,-10.1292062331778,2.35919918965596,-3.3898459314043,0.488009533254619,4.13616720742711,-7.76667254270718,1.96401916721496,"Canada.Ivujivik.TP13","presence",0,0,1,0,0
