"spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NDWI_annualMean","site_code","presence_absence"
2872.51136456144,3772.26403445049,1107.74197646224,6435.51207804361,6761.80932132132,1972.65495957,-6324.23758790165,-5140.52014994523,-6017.13595411919,-6254.95217548117,-1747.36746894838,0,3540.46292643329,1808.6159921103,-5839.82509033443,"Sweden.Abisko.KJ-MesicHeath","presence"
3195.96015651732,4054.77518631439,1586.5681641641,5675.94665181888,6587.83323207781,3114.21040949208,-5596.10032169709,-5845.58515444067,-6145.08546925091,-6208.56592584918,-3994.26443776211,0,2718.68697836338,2340.43090561072,-4913.85188221326,"Sweden.Abisko.KJ-Snowbed","presence"
2607.4012602836,3310.20510570001,1847.14763069377,5364.7505793791,5967.45970485249,4156.72119753841,-5944.31878036704,-6118.84351469296,-6268.00192817202,-6315.96291593824,-4784.30979182047,0,3136.9213788575,1544.46699643213,-6110.50341402193,"Finland.Javrresduottar.A-Sedge","presence"
2296.07575628681,3177.34833881673,1217.69098313273,4226.35780533994,5353.35803509074,2111.5291767651,-4533.89071038091,-5044.51519108672,-5737.87892985447,-5970.1415443231,-2551.78737523292,0,2360.09570888127,1825.99190245008,-4736.27589400804,"Canada.DeceptionBay.TH7","presence"
169.556038324391,86.4785790150962,-252.527209488182,-2507.06267403936,-1276.67091819759,-1619.60720850106,8926.16809604196,7525.92597747359,5395.68345146135,9341.46617399372,8311.51649884612,0,86.4785790150962,422.083247812573,7900.15203956335,"nonveg_1994","absence"
2594.199851266,3700.69742035498,2034.13872406683,4839.02655334408,4884.16439386137,3316.62774044252,-5098.56296915352,-4756.77692852318,-6184.14150386452,-5469.16126874973,-2636.53356377253,0,1655.68293772086,1784.90526724714,-3758.43235827634,"USA.Kougaork.LowShrub","presence"
643.808568543211,630.738682357255,558.661756911691,1073.79882216912,1670.40670192697,843.883038643283,-1955.46098955394,-1510.16718450005,-761.425068865388,-1516.06593878641,-943.503433123961,0,630.738682357255,803.863019375315,-1337.32452296595,"nonveg_809","absence"
2773.51835022674,3925.80345772634,2605.60890163889,5045.07186681893,6166.41808950154,4625.1807901237,-5748.98390739874,-5628.00716688427,-5949.12543891875,-6368.75188299807,-4776.30474392898,0,3154.999770492,1594.57231296851,-5934.92373603449,"USA.NorthSlope.HappyValley-C20","presence"
790.141460554959,13.2050007289723,95.7949775297238,1156.91471909835,920.261860165286,260.166750349939,-710.589763846602,-1074.57162377367,-1658.07975868338,-2396.21407154597,-1476.36052069803,0,554.03809352391,1317.09419431948,-1463.16314770953,"nonveg_922","absence"
600.352021953052,-102.800873904642,-76.3615726615084,877.150917953571,328.595434591768,50.7624702909492,-1027.81926183782,-124.717506816856,-706.9025937808,-956.036960731682,-933.381471990004,0,-76.3615726615084,756.692666510247,-749.771559031432,"nonveg_1268","absence"
1819.60392286014,3125.25435215098,1512.59802271127,3705.0004206172,4914.73801199906,3003.15540861105,-4936.71900807324,-5054.70930598553,-5436.39724866828,-5689.35952011347,-3997.82531205737,0,2727.27391068961,2139.36492477313,-4825.90154649715,"USA.NorthSlope.Sagwon-C15","presence"
164.653402362056,-79.1147482329736,90.3705435866113,788.351927781131,1346.45111121625,353.910531222735,-1499.73104349184,-1491.46779160676,-1458.96234041295,-2105.75600123567,-1086.77629502109,0,142.45472200073,513.865204294495,-1528.53869435366,"nonveg_874","absence"
1077.89589471862,1331.94365475849,595.823387389275,2481.29106202417,2596.04298499424,1324.93261532164,-2582.85768589659,-3003.22473943215,-3101.01291443421,-3047.22024078507,-1389.59495838609,0,1514.62445114161,895.481557599103,-2890.13052672213,"USA.NorthSlope.HoweIsland-C12","absence"
2459.21492730575,3118.6673305586,1736.40952261632,5402.231001202,5736.0302557198,4070.83376216313,-5449.26555059985,-5903.36426759176,-6272.35836432377,-6015.49478373882,-4517.7899763735,0,2452.95705981948,1748.58654693116,-5683.31883803634,"Finland.Javrresduottar.A-Betula","presence"
3117.21301855354,4926.20628094072,1961.18787861863,5845.76673424598,7501.71351066943,4170.2086350711,-6552.98810772272,-6596.23260392135,-6864.92171961186,-7498.42770259327,-4719.19107416641,1,3527.15872418788,3208.40726395636,-6446.12297359761,"Canada.BonifaceRiver.AB8","presence"
101.870076318247,535.015204458965,-206.152809523647,527.276361951109,1166.49751801195,-144.599742146628,-936.474999091445,-972.937528195723,-1221.4914738869,-1533.33868431765,-629.030538679387,0,363.385287055958,741.168013982612,-1058.65464483422,"nonveg_1340","absence"
2404.74563522239,3776.90122577851,2327.34983811135,4482.21075217162,6277.98872319263,4475.59713489881,-6086.28011099052,-5828.54443677218,-5972.06365415253,-6221.46076581614,-4666.71301318433,1,2907.4700524494,1293.75755829508,-5485.87910652993,"Russia.Kolyma.T1","presence"
2193.22019375741,3819.00201734853,2173.93634933365,4231.80373816862,5600.27182777284,3889.90530408316,-4846.10601667311,-5762.32631861218,-5753.5818859701,-5639.46900305815,-4484.56475358833,0,2951.88749332803,1332.06024047199,-5286.50620523166,"USA.SewardPeninsula.18","presence"
853.968451124779,107.567359918371,298.676317330023,2012.29999773913,1567.51073227043,1098.40759344062,-2275.91198255752,-2035.88635773892,-2745.42053971965,-3439.38740151806,-2608.13553890212,0,505.937708283362,746.401091206409,-2620.94836408725,"nonveg_986","absence"
2430.65598596446,3371.05415671743,1854.66415559762,4779.55531697155,5881.18408775836,3807.23563037956,-5315.27263941395,-5526.65549290369,-5297.03882502618,-5612.15533758992,-4395.28065412031,1,2384.16344974798,1383.2258624388,-5370.08466929827,"Russia.Yamal.Nadym-2-H","presence"
2370.43009775353,4016.71405505938,1623.16697333347,4823.95427999935,6931.55654177807,3630.41919031622,-5733.35827180812,-6064.27054241172,-6327.15532205727,-6876.75500268682,-4548.45721664601,0,3099.87161266183,2343.89427544389,-5866.1059002049,"USA.SewardPeninsula.19","presence"
1513.23879485038,733.028733796048,-6.20784087180289,3063.93027578529,2229.38962989874,952.652087368779,-2117.21156269132,-1841.50345617618,-2864.13981126185,-2886.09726155415,-1816.41950411953,0,733.028733796048,1519.44663572218,-2305.07431916061,"nonveg_648","absence"
589.880287730332,887.422949703027,402.359749530268,1694.41835849422,1833.28718887878,1219.96591033413,-2607.59552134203,-2707.65533877327,-2768.88689547852,-2544.0918268126,-2636.29286570753,0,643.543324050196,485.06320017276,-2652.90448962279,"nonveg_746","absence"
1600.66298924905,2491.53725047441,1246.4327763649,3828.7119763191,4420.53538964237,2338.24034180774,-3768.27945338208,-4879.8195403876,-5539.39962013431,-5504.82535846802,-2176.40653751223,0,1776.81058909418,991.424670981508,-4397.18244822711,"USA.NorthSlope.13","presence"
1043.76369554213,892.800117638697,381.98446927442,2043.02789045629,1746.24584540222,710.02775351799,-1948.53856991139,-2431.83746057254,-2782.00773716199,-2864.99797835984,-1383.81013885869,0,1074.13733646887,2204.0485588518,-2460.58225844867,"Canada.EllefRingnesIsland.Isachsen-C02","presence"
-597.482927159153,180.118959307542,978.063592991527,-350.588235691895,840.808558121976,1537.99842392047,-616.675498147853,-2923.72528494353,-1749.35163763333,-2091.46535027066,-868.503641500413,0,336.646878064595,1870.48235649128,-1649.94428249916,"nonveg_695","absence"
2530.93356584145,3064.53596025171,1733.42210961536,5528.79895838661,5983.53891605034,4103.02333762817,-5689.19690801112,-5953.59078645522,-6541.77683010611,-6514.43765533117,-4236.64400162441,0,2667.9257583044,1233.76770601599,-5603.98477747995,"Finland.Javrresduottar.EC-Sphagnum","presence"
2500.49108433451,3455.19290412848,2297.7180339435,4835.19275332816,5688.71859499005,4103.76126489015,-5267.47771180719,-5495.73105126261,-5868.28068497451,-5929.82138577631,-4494.96063920662,0,2631.11283228672,1892.07559798847,-5191.45868867482,"USA.NorthSlope.Sagwon-C19","presence"
64.4471595465146,-229.195834941376,655.313903746496,470.862549264831,363.709932079516,826.598787587811,-2140.42669691831,-2118.62151301406,-2726.89239965426,-3029.49239382434,-77.5684732223003,0,37.5890706045304,884.509738687872,-2018.60029532666,"nonveg_869","absence"
1817.6327529488,2690.46703104763,1542.64387348006,4045.9748884497,4823.78519808492,3084.74652259847,-4973.40279711191,-5367.34911413398,-5318.20531285543,-5385.29780037551,-4241.01874881204,0,2086.81060597997,1735.64642819184,-5057.27457706615,"USA.YukonKuskokwimDelta.15B3","presence"
2232.93137824997,2478.45836953188,1749.76689231123,4581.75383164727,5170.16260644787,3666.84097838978,-4299.82056024117,-4548.00127881645,-4744.82005018703,-5330.41768070519,-3657.04349712387,0,2335.50505057966,1952.04798056565,-4610.48712565332,"Canada.LeRoyLake.TD7","presence"
3348.30805145182,3990.24441495312,2290.99095096649,5785.92227593234,6746.54536351871,4373.26101176767,-6020.88121387803,-5960.36193224075,-6173.8511385045,-6714.08838094298,-4952.45059387787,0,3535.08269600812,1328.73386764631,-6045.70234587068,"Sweden.Abisko.NT-MesicHeath","presence"
2090.83141943127,2292.50366300319,1364.96290949513,4269.48205359212,4499.96507532254,2775.55163864372,-4319.58130668648,-4813.50426321741,-4855.93852250225,-4865.15564800138,-3579.48862333835,0,1959.51305482919,1038.8010406094,-4566.48078425563,"USA.NorthSlope.Atqasuk","presence"
2023.21377369122,3762.03107628275,1664.39757503516,5379.72477188189,7196.12231242668,4400.9493917057,-6441.05829481241,-6119.89201298248,-6166.86344994623,-6553.39858961117,-5372.1985360888,1,2870.62154743855,2766.00882378803,-5914.02439463031,"USA.InteriorAlaska.5","presence"
2594.199851266,3700.69742035498,2034.13872406683,4839.02655334408,4884.16439386137,3316.62774044252,-5098.56296915352,-4756.77692852318,-6184.14150386452,-5469.16126874973,-2636.53356377253,0,1655.68293772086,1784.90526724714,-3758.43235827634,"USA.Kougaork.LowShrub","presence"
990.710072738213,1675.34277029007,1405.45595378823,2235.67583769894,3366.6990610274,2577.42614419681,-3667.15335909804,-3777.02907299724,-3810.40184244422,-3909.68845649612,-3390.48953278212,0,1615.1056659888,684.63269755186,-3710.95245276355,"nonveg_1069","absence"
231.733305086599,375.204513451184,-107.329737087424,804.740235310838,2241.60154423145,446.857213717538,-1120.78623486384,-1587.45571890488,-1403.53827071056,-2129.32788355585,-1064.99018936747,0,231.733305086599,914.985904698052,-1461.21965948052,"nonveg_1654","absence"
2794.47356814422,3143.51444004239,1901.23080568182,4989.05390187514,5320.35558249907,3406.21383257051,-5119.88767053186,-5668.54794022269,-5739.23130726009,-5787.92588498163,-4234.68687648572,0,2587.23060632792,1894.003830638,-4999.12208465446,"Russia.Tiksi.DryFen","presence"
201.358458532918,1080.75479263019,355.349508970712,300.600093513604,1268.9903541946,517.367376523751,-2331.65459403678,-2511.03404488903,-1569.29976246378,-980.25283611393,-1537.68598522289,0,355.349508970712,879.396334097277,-1785.98544454528,"nonveg_866","absence"
3337.56818204134,4643.89596906666,2088.04923016095,6294.47938647085,7628.99079757659,4884.13777921717,-6539.96562382084,-6402.69750975355,-6936.73196294675,-7261.27051455131,-5566.13236891756,1,3750.51590310479,2977.40806617859,-6393.83978880699,"Finland.Kilpisjarvi.15","presence"
429.20199770588,575.654628264366,339.69827287279,999.1246159744,1200.31277216821,386.729011049351,-893.783551651824,-377.157284632735,-1262.88616310675,-1310.7883906828,305.394704935557,0,389.458269557625,558.170768779767,-707.844137027709,"nonveg_1469","absence"
2079.67497201558,2562.99304220825,1393.43725556874,4995.28088937108,5982.21940909795,3686.48914127305,-5785.9097019461,-5479.05911076367,-5586.62389772199,-5944.77165236566,-4159.43611503249,0,2044.70877612139,988.602765941961,-5313.50220694108,"Finland.Javrresduottar.EC-Hummock","presence"
-714.970703806251,102.726086460397,-916.687407515682,-3439.85747342649,-2179.77552908067,-6088.3301606144,5502.90145502828,4421.31761898544,4047.47332663255,4189.46713230613,8001.62933303627,0,-285.540090785759,1019.41349397608,5232.55777319773,"nonveg_1810","absence"
2834.55747350731,2876.75399833563,1933.1191192745,5277.2009056812,5622.31116377859,3886.77329041406,-5240.89550517005,-5765.09110642163,-6019.6050621033,-6385.74341883004,-4725.1325610725,0,2854.27183676808,847.152227151252,-5550.91909558808,"Norway.Javrresduottar.EC-Sedge","presence"
1114.09005476781,205.525162002672,403.926346531855,1512.25326330386,336.771086546856,622.599481522049,-2770.35742606227,-1272.48581174671,-2459.01769940249,-2345.93110766586,-1879.33735466825,0,205.525162002672,1290.49202858799,-2145.42587990912,"nonveg_602","absence"
3723.14119835394,5707.54695811661,2601.35773759434,6234.99818620546,7820.03431428398,4313.11283796696,-6470.54661623319,-7282.2039276642,-7203.08855324522,-7203.18696987452,-4844.10878563805,1,4393.26444119277,3258.68194051546,-6663.21906519806,"Canada.ClearwaterLake.AB1","presence"
1424.211318841,3496.93064314134,1606.78156314617,2937.61888284125,4564.27404089933,2850.52206246858,-4838.87052541157,-3918.81525093937,-4802.16621011574,-5377.10173906043,-3848.07107208567,0,3304.90852683309,2245.24321699627,-4907.46256740488,"Canada.KluaneLake.Ruby-MixedTundra","presence"
967.619216999811,3434.05004797842,1327.86952858207,2863.95852243691,5889.68263368879,3177.83776850801,-4723.26657675556,-5510.47228465397,-5552.10545989984,-6357.91307178836,-2916.83990728229,1,2534.14212162919,3164.94460965761,-4982.6591081228,"USA.InteriorAlaska.23","presence"
1136.5194263281,1307.29987667989,858.050280008021,1364.29573576246,2149.78544743933,993.144795653231,-1074.91238533803,-1878.94345642046,-1428.21247157057,-1846.96668122841,-737.559487413613,0,1307.29987667989,975.202381140589,-1393.31889639422,"nonveg_880","absence"
2870.4776216749,3331.70221335439,2140.98657914252,5900.27444561666,6496.80324540918,4709.52635988459,-5993.19682434397,-5900.41297331752,-6267.06903013233,-6666.45318655128,-4784.47108034041,0,3115.56162573529,1188.63088556636,-6215.6286132756,"Finland.Javrresduottar.A-Hummock","presence"
-59.5157595153118,-487.46649070395,153.559885163821,28.6794676808882,339.885252389296,86.4463112501523,-1222.01761672027,-1447.13689620852,-1155.79218100058,-1773.67306830149,-163.982502780232,0,-8.54816772708267,714.058402164148,-1152.52045300222,"nonveg_1416","absence"
697.440076763192,371.410075473869,472.819716230886,1184.57206119238,548.038751664123,947.225364949533,-3023.25928483812,-1689.39558600754,-2646.37760172879,-2645.18606852831,-2131.92995151478,0,371.410075473869,826.825468346017,-2427.22969852351,"nonveg_606","absence"
3019.80357228521,3900.30936041368,2302.94432043705,5859.54207646477,6769.0136041148,4610.98417702366,-5969.03045675893,-5994.72767815417,-6183.90593836556,-6277.03300531228,-5288.09616671547,0,2680.66696602644,1104.31270587015,-5977.23066944381,"Sweden.Abisko.NF-BirchShrub","presence"
