"spectral_EVI2b_earlySummer","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","trees_presence","spectral_EVI2b_annualMedian","site_code","presence_absence"
-119.820857021547,193.4947589006,-301.509583604611,1462.75117695436,592.583508536543,936.202297222283,0,-68.8594381194537,"nonveg_1509","absence"
2791.34176296127,3098.46103674472,1447.05364536735,-5708.56090687116,-6350.41836633203,-3096.76330866749,0,2900.4843669959,"Sweden.Abisko.KJ-BirchShrub","presence"
-258.149348469196,-286.199724522503,-53.2287294235861,3591.54228388416,2939.39781771707,3686.10936778307,0,-258.149348469196,"nonveg_1854","absence"
3160.38716866725,3832.45595180264,1312.70929902686,-5807.6230305544,-7125.58499172177,-4671.0479427306,0,3043.79932444073,"USA.SewardPeninsula.19","presence"
1043.13422127453,1034.58898245494,383.305837036577,-1904.61196016738,-1782.1584697488,-894.731804018454,0,1034.58898245494,"nonveg_725","absence"
-208.573784841126,400.410573847949,10000,-1151.46661239931,-1018.05444343137,451.859715539545,0,88.0871707344945,"nonveg_1241","absence"
3105.08006541519,3134.73412519907,1983.66255676748,-5639.63286864261,-6035.71302599373,-4634.10385635346,0,3016.10877121306,"Russia.Kolyma.T2","presence"
2802.1461555809,3335.88653439071,2109.16855223323,-5770.05260563148,-6461.8936230234,-3209.66613330003,0,2755.92441267371,"Canada.DeceptionBay.BEGL2","presence"
2093.9754458036,3126.93156380091,1072.54592600525,-4534.05140239454,-5688.73521766559,-2929.78927397045,0,2234.28141060126,"Canada.DeceptionBay.TH7","presence"
3315.44081965614,4256.64818508421,2030.94613870307,-6404.55074249645,-6973.11277500593,-5335.8352273127,1,3724.21440546276,"Norway.Javrresduottar.A-Hummock","presence"
982.576697296023,1134.83344936514,542.318468814112,-2645.14283256117,-2853.25152721362,-1003.88484236021,0,707.351887445526,"Canada.Ivujivik.RTP12","presence"
3127.56630606807,4220.83960410753,2314.62757657051,-6350.86395842297,-6817.4464758738,-5338.89927146685,1,2843.27596684894,"Norway.Javrresduottar.A-Betula","presence"
1905.8511992378,2140.34759157437,857.437106797726,-4348.93020374251,-5400.80748441205,-3903.70824239086,0,1952.4989151096,"Canada.BanksIsland.GreenCabin-C11","presence"
680.31508475403,794.899570306112,959.555510345003,-1726.34894766096,-1821.09543223249,-1021.57296932385,0,680.31508475403,"nonveg_894","absence"
504.369573656162,506.162458410137,807.534497880611,-2259.01209158269,-2108.8979932812,-195.42797630662,0,504.369573656162,"nonveg_645","absence"
3321.60435208374,3650.05082093167,2305.08802173466,-6288.56530706099,-6525.97631491572,-4699.24224904712,0,3228.6975574958,"Sweden.Abisko.VJ-BirchShrub","presence"
1037.05911998909,1116.13132727039,627.091427069428,-3023.17105864175,-2074.98072334548,-2398.66030621624,0,1037.05911998909,"nonveg_807","absence"
3679.62965782979,4156.04936648288,2451.40182282878,-5813.17201246348,-6694.92253340243,-5433.57256726655,0,3445.87223940291,"USA.YukonKuskokwimDelta.72B4","presence"
939.348812443212,115.791858110872,255.265313926427,-1651.80233629396,-2240.96847103885,-222.566479776133,0,115.791858110872,"nonveg_794","absence"
428.556912046164,350.953209316117,304.649262932043,-731.930616565317,-1249.3635861869,-1129.23052604995,0,428.556912046164,"nonveg_684","absence"
1406.4160279042,1902.39139744403,1333.97333536897,-3964.95425132352,-4164.38599583792,-2628.1702310034,0,1342.20329013905,"Canada.PrincePatrickIsland.MouldBay-C05","presence"
3586.88474130616,3943.75570987691,2246.70240535995,-6145.93139083914,-7246.75365532278,-4346.02336330231,1,3205.92642419725,"Canada.ClearwaterLake.AB2","presence"
687.925591806269,689.63122951514,488.488973718698,-1848.84788040569,-2419.73436881675,-1402.47356106236,0,689.63122951514,"nonveg_855","absence"
534.177718354033,52.5929355321653,-13.5466778970911,-1039.41073015626,-2224.23292207479,-1204.57359228918,0,52.5929355321653,"nonveg_874","absence"
-154.214367827141,-379.264924650447,-449.873451980034,4789.25269217659,6674.71561813363,5123.56611558374,0,-379.264924650447,"nonveg_1290","absence"
3453.07463783341,3251.14334132148,2001.39433536904,-5847.70916759035,-6255.58088478303,-4681.5263877403,0,2708.93518583763,"USA.InteriorAlaska.24","presence"
810.856657849897,946.330743064006,647.929758361017,-647.930311378233,-1757.70409495183,357.498057663372,0,715.551489981766,"nonveg_923","absence"
-81.2868581378394,-44.2707357624978,-274.305779479854,1620.66002065219,672.011169208635,2676.62489762815,0,-81.2868581378394,"nonveg_1677","absence"
465.602847820615,408.171899479181,350.199755445648,-2532.64575032965,-2750.68484660942,-865.18914929754,0,465.602847820615,"nonveg_954","absence"
2438.52382243824,2556.60957027522,1648.61881871288,-5000.09718900235,-5637.62162617496,-3779.11391325795,0,2302.37309480753,"USA.NorthSlope.11","presence"
3837.71025208091,3273.07618017987,1380.25240242373,-3921.28327370757,-7265.09018452179,-3027.90417936403,0,3068.92564844952,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
-180.482668504192,130.960950281722,41.0347917124619,-993.201734563642,-721.876315060802,-42.3905571666358,0,41.0347917124619,"nonveg_875","absence"
31.2147918720743,-414.97841727768,-16.3157982811529,10000,7713.55916754363,7426.0127610785,0,-16.3157982811529,"nonveg_1695","absence"
652.314761436177,794.881771084872,1233.32062830949,-2438.58886213108,-1804.03630842145,-1567.57443689605,0,794.881771084872,"nonveg_915","absence"
2302.0963600945,2845.56921818268,1828.79917288848,-5782.63862040192,-6339.37289234596,-4426.83025128331,0,2219.99584932331,"Finland.Javrresduottar.A-Sedge","presence"
3057.83569438972,2903.14711308228,2054.18373884745,-4971.65494775602,-5732.78349556118,-4885.17963657786,0,2888.91538679948,"USA.YukonKuskokwimDelta.UB5","presence"
3064.84863595047,3569.71106018448,1945.76086737551,-5417.91709491861,-6431.37069418842,-4970.7081973216,0,3159.14015566698,"USA.NorthSlope.Oumalik2","presence"
687.925591806269,689.63122951514,488.488973718698,-1848.84788040569,-2419.73436881675,-1402.47356106236,0,689.63122951514,"nonveg_855","absence"
2825.48645568592,3509.90072463612,1577.65257207567,-5805.33026822072,-5902.1344280271,-3898.40013859166,0,2681.939255498,"Russia.Tiksi.GraminoidTundra","presence"
1043.13422127453,1034.58898245494,383.305837036577,-1904.61196016738,-1782.1584697488,-894.731804018454,0,1034.58898245494,"nonveg_725","absence"
385.059008898225,292.06622786793,-91.3025653532665,6187.28481543604,-1265.4944657536,-568.80783405743,0,251.402875551623,"nonveg_851","absence"
1528.88806554948,1748.05821139913,1559.9599652628,-3916.65656925116,-4221.3975495483,-2792.83456354501,0,1614.18629328898,"Finland.Kevo.3","presence"
48.6278409988442,423.755306899294,-247.106439297471,-889.813469829507,-1385.62337648334,-215.124135260421,0,48.6278409988442,"nonveg_1469","absence"
-122.111590242657,-127.157370408425,10000,-45.9601576328006,-476.709024661734,291.264463747703,0,-33.7855017589968,"nonveg_1477","absence"
2549.01703760774,2978.47041256597,1518.60616459768,-5940.0023272344,-6695.10010278234,-4991.8584472996,0,2789.73136145793,"Norway.Javrresduottar.EC-Sphagnum","presence"
1962.7433022234,2561.14111296589,1191.80858636245,-4688.56858522904,-5063.06375598153,-4189.07831318473,0,2048.09865526881,"USA.NorthSlope.9","presence"
441.267296872157,432.910619603643,659.16190854013,-1375.39757041809,-1488.16156180274,64.1614732479563,0,441.267296872157,"nonveg_547","absence"
855.134770337083,1168.62154201056,797.060361929002,-3081.20708179716,-3322.48317368052,-2185.41629791301,0,797.060361929002,"nonveg_746","absence"
-337.340864683224,39.5837078564974,401.279043252404,-990.097488941491,-1286.41536893572,-443.165226567623,0,401.279043252404,"nonveg_637","absence"
472.183242192964,111.428913504857,683.030133740323,-1497.60428227389,-2615.25166901285,-1787.64366931977,0,472.183242192964,"nonveg_745","absence"
163.154356555813,-60.2494638811921,-314.009394655749,-3464.8566711329,-4141.61260608161,-2229.51493149909,0,-60.2494638811921,"nonveg_730","absence"
1406.4160279042,1902.39139744403,1333.97333536897,-3964.95425132352,-4164.38599583792,-2628.1702310034,0,1342.20329013905,"Canada.PrincePatrickIsland.MouldBay-C05","presence"
1905.8511992378,2140.34759157437,857.437106797726,-4348.93020374251,-5400.80748441205,-3903.70824239086,0,1952.4989151096,"Canada.BanksIsland.GreenCabin-C11","presence"
137.422767358329,329.732376106294,-177.212324112929,-1717.35057830939,-1824.20718997102,-1376.49498337917,0,-30.0012987713429,"nonveg_907","absence"
1879.45605731217,2124.69407915651,1378.95562597578,-4794.10244583484,-4925.12563387897,-3565.63184862366,0,2094.10665986016,"USA.NorthSlope.Atqasuk","presence"
1735.49509163999,2204.50089678165,898.540359593712,-4231.91383284993,-4924.32617343521,-3785.35056026832,0,1917.5108625632,"Canada.BanksIsland.GreenCabin-C09","presence"
2649.77121628636,3110.72886676742,2083.85824449765,-5072.98185307685,-5768.19827150351,-4932.51441897844,0,2872.29664394936,"Finland.Kevo.10","presence"
3160.38716866725,3832.45595180264,1312.70929902686,-5807.6230305544,-7125.58499172177,-4671.0479427306,0,3043.79932444073,"USA.SewardPeninsula.19","presence"
2718.05851685313,2893.10815040184,1819.82530275198,-5712.68194095693,-6233.30235274419,-4999.17576475923,0,2924.02448103094,"USA.NorthSlope.Sagwon-C19","presence"
3633.60382589071,4010.71423628861,2265.70061157504,-6138.49778935588,-6387.0587518828,-5151.63656203101,0,3478.76206360139,"Norway.Javrresduottar.A-Sedge","presence"
163.154356555813,-60.2494638811921,-314.009394655749,-3464.8566711329,-4141.61260608161,-2229.51493149909,0,-60.2494638811921,"nonveg_730","absence"
3105.08006541519,3134.73412519907,1983.66255676748,-5639.63286864261,-6035.71302599373,-4634.10385635346,0,3016.10877121306,"Russia.Kolyma.T2","presence"
3017.95478756763,3547.22414857696,2153.9923860504,-6067.38719576786,-6135.28502955635,-4196.90442607115,0,3079.5472398088,"Russia.Yamal.VaskinyDachi-2","presence"
321.884995265298,501.00648701366,372.504539791236,-1485.25394146585,-1892.05747142359,-143.876998820544,0,435.400019791049,"nonveg_792","absence"
792.415663587744,302.601101764599,819.137674042867,-1307.42550796112,-1298.71025412494,-992.85550260085,0,792.415663587744,"nonveg_700","absence"
3412.36701185731,3961.70268512149,2546.74646114109,-5882.81229539601,-6587.99517344336,-4618.75592821116,0,3004.38596776312,"USA.SewardPeninsula.QuartzCreek2","presence"
1997.54954610582,1680.72292527258,1273.27213445197,-3923.89051209097,-3961.46452866302,-3540.12097133267,0,1629.60399349593,"nonveg_1069","absence"
1491.4632961664,1571.62903825868,1046.21931064542,-3713.77091356237,-3672.21404858019,-3100.58755273527,0,1439.15056735596,"Canada.BanksIsland.GreenCabin-C00","presence"
31.2147918720743,-414.97841727768,-16.3157982811529,10000,7713.55916754363,7426.0127610785,0,-16.3157982811529,"nonveg_1695","absence"
2431.09014330939,2721.50463399356,1743.03408607879,-5041.7180967541,-5352.77626207333,-3809.97464408468,0,2275.62325339927,"Russia.Tiksi.ShrubTundra","presence"
42.0621594890935,765.860605718785,33.0524695549103,-523.683429529565,-1448.84482995092,-145.72844059439,0,42.0621594890935,"nonveg_1234","absence"
1131.20088362082,1524.65052858189,951.549472579476,-2783.6677512766,-3232.0715443343,-2123.89391524144,0,780.615022566048,"Russia.Tiksi.BareSoil","absence"
2422.7315121481,3140.87399857954,1688.6529140293,-5941.02729867099,-6671.29789083709,-4631.84338623231,0,2463.25987348782,"Norway.Javrresduottar.EC-Hummock","presence"
459.073276363586,560.76240972845,604.870882015957,-2572.08118751937,-2281.72679223535,-1430.13818890475,0,560.76240972845,"nonveg_849","absence"
947.778111162824,173.34834567281,244.604681290252,-2128.55422321693,-1484.81090878292,-1695.02544437173,0,244.604681290252,"nonveg_876","absence"
29.4748636589289,563.996000226896,155.821433342592,-2012.41873835404,-950.935909398384,-692.985666667988,0,155.821433342592,"nonveg_578","absence"
772.138095259079,895.613155383348,466.934399952727,-1498.61878380976,-1210.67740551135,-1650.11097542341,0,772.138095259079,"nonveg_814","absence"
439.331566755165,529.374410671699,773.635042884094,-1763.72730753818,-2147.24645506105,-1642.41663060652,0,570.990162295695,"nonveg_801","absence"
2487.31627653113,3048.19203852556,1081.64411782553,-4218.96723319266,-6534.29362518221,-3005.59879693917,0,1829.88450045643,"Canada.KluaneLake.Quill-ShrubTundra","presence"
2553.8120177732,2558.53404572542,1746.1883555517,-5236.31810056483,-5495.55674723029,-4628.9254530757,0,2605.95676843615,"USA.YukonKuskokwimDelta.15B5","presence"
2288.35557450066,2610.18156992452,1879.4206040251,-5100.25190162731,-5488.98748554947,-4239.33333331405,0,2338.45230231597,"USA.YukonKuskokwimDelta.5","presence"
-26.4959258360969,-65.3082555053186,472.603264395925,5951.57706899341,2721.19241511419,10000,0,-27.6068498117611,"nonveg_1720","absence"
2834.27374952285,2790.24899321278,1827.8693442386,-5345.0646288605,-5942.01152173616,-4730.20711895273,0,2433.42596016622,"Canada.ChukotkaRiver.TPO3","presence"
558.282766585494,199.6460254498,-201.008066411604,-2039.83512533974,-1177.20672149353,-1161.86680726443,0,199.6460254498,"nonveg_946","absence"
-749.420926106638,526.816774968919,6642.64936740239,-2692.0885801669,-1711.23488298942,1821.40228867354,0,562.856279625539,"nonveg_1353","absence"
435.238684153041,182.022310362289,360.511095175734,-2045.74148964292,-2074.73672057883,-718.641374784412,0,194.546965006195,"nonveg_936","absence"
3273.65465262694,3541.62020743305,1512.64752107748,-5017.95069662738,-7046.83565932331,-5501.50550562205,1,3134.8022694519,"USA.InteriorAlaska.2","presence"
-749.420926106638,526.816774968919,6642.64936740239,-2692.0885801669,-1711.23488298942,1821.40228867354,0,562.856279625539,"nonveg_1353","absence"
228.2021505877,-741.755932153487,-422.27175090472,4.49039173777737,-1058.60574900955,179.250998648005,0,-187.95969922087,"nonveg_558","absence"
792.763269806595,287.03635174092,-217.459997020054,-703.896568529028,-2063.518089457,-1528.58811569431,0,287.03635174092,"nonveg_733","absence"
3284.39843647134,3617.21286146197,2259.03687618644,-5605.81491057019,-6478.61663730414,-5243.581925601,0,3093.66706247185,"USA.NorthSlope.Ivotuk3","presence"
-638.378077451741,-128.427890625228,-247.583141888387,-1958.8327331918,-1292.44265469642,-1257.47742621212,0,-185.363858693283,"nonveg_729","absence"
1743.45611069697,2108.37169843279,1331.64965508363,-4454.43899286714,-5055.70468451123,-2789.0759106762,0,1844.75655004162,"Russia.Yamal.OstrovBelyy-2","presence"
1131.20088362082,1524.65052858189,951.549472579476,-2783.6677512766,-3232.0715443343,-2123.89391524144,0,780.615022566048,"Russia.Tiksi.BareSoil","absence"
166.979276142499,176.649242172092,-366.822557038688,-420.512682453515,-531.755907381467,-1221.21028282722,0,176.649242172092,"nonveg_995","absence"
478.988925821256,655.08625547758,509.181033266693,-1470.98820919414,-2432.46648272712,-1619.15377733693,0,509.181033266693,"nonveg_1261","absence"
2635.43971177519,3347.38385781648,1859.91672185504,-5750.65280081178,-6885.49218305432,-4386.6589482517,1,3132.54720408823,"Finland.Kilpisjarvi.20","presence"
704.781695085221,709.998111270782,979.12692979604,-1952.29935742002,-2451.06587951233,-968.729232114055,0,704.781695085221,"nonveg_913","absence"
-154.214367827141,-379.264924650447,-449.873451980034,4789.25269217659,6674.71561813363,5123.56611558374,0,-379.264924650447,"nonveg_1290","absence"
605.703535852017,218.77477388723,173.757578949825,-1022.60873672703,-1946.59406018868,-1162.98373892468,0,218.77477388723,"nonveg_785","absence"
593.877168770459,648.465853601098,337.555065188693,-1920.19886313814,-2705.59395372515,-1332.01458349565,0,593.877168770459,"nonveg_882","absence"
3257.92624163771,3202.23051736061,2212.35585527101,-5867.55821016585,-6979.38526487816,-5756.98609848171,1,2767.35946180697,"USA.InteriorAlaska.20","presence"
920.16884761418,761.336741657537,-174.093125407176,-2652.92746994359,-3203.61656879662,-68.9021069292485,0,719.686050844094,"nonveg_804","absence"
303.098355814931,519.242264415199,378.956584277301,-613.4169802746,-610.125671208287,-1270.06532059132,0,519.242264415199,"nonveg_972","absence"
652.314761436177,794.881771084872,1233.32062830949,-2438.58886213108,-1804.03630842145,-1567.57443689605,0,794.881771084872,"nonveg_915","absence"
3284.39843647134,3617.21286146197,2259.03687618644,-5605.81491057019,-6478.61663730414,-5243.581925601,0,3093.66706247185,"USA.NorthSlope.Ivotuk3","presence"
3064.84863595047,3569.71106018448,1945.76086737551,-5417.91709491861,-6431.37069418842,-4970.7081973216,0,3159.14015566698,"USA.NorthSlope.Oumalik2","presence"
3679.62965782979,4156.04936648288,2451.40182282878,-5813.17201246348,-6694.92253340243,-5433.57256726655,0,3445.87223940291,"USA.YukonKuskokwimDelta.72B4","presence"
2385.2138190585,2919.48168380622,1574.46526317789,-5360.16507275587,-5269.79011607011,-4974.06079439991,1,2432.03212374859,"Russia.Yamal.Nadym-2-H","presence"
1069.55206597528,1087.91389927716,602.242082134828,-1363.62495578241,-2314.64388406263,-1041.59013995805,0,1069.55206597528,"nonveg_880","absence"
2468.68922718594,2980.15645933935,2231.24268646191,-5638.52674140486,-6239.5968815292,-4133.65970409641,0,3456.64306494261,"Russia.Kytalyk.T3","presence"
3104.97875541611,4029.64896164602,1639.91117577045,-2559.54718617213,-6033.22210682001,-4839.13010850514,0,3338.70809108448,"Sweden.Abisko.VJ-Wetland","presence"
431.317985500621,683.031814787094,322.824198644855,-1747.6485184424,-1520.35413422886,-1310.16706972012,0,470.421110740333,"nonveg_916","absence"
3215.37972682209,3831.05114019964,1984.66504199149,-6119.83166054866,-6537.8995998065,-4495.58419283854,0,3216.59470065554,"USA.Kougaork.GraminoidShrub","presence"
828.079370573559,1308.2455355777,393.237163601655,-1885.35263148478,-2046.22782003145,-2213.71487531994,0,828.079370573559,"nonveg_606","absence"
696.535549498219,802.226365831616,522.877156686353,-1246.20480073014,-1830.29225273154,-952.718439147174,0,715.620332709231,"nonveg_769","absence"
2218.655159209,2787.60650180192,1490.56908832107,-4773.95816428953,-5907.64628263548,-2562.10467094397,0,2638.79345821526,"Canada.CoutureLake.TDO4","presence"
2485.89514882703,3116.99901342589,1215.64146387513,-4602.65732690639,-5693.08994651846,-2448.7460682948,0,2684.24508637344,"Russia.Yamal.Kharasavey-2b","presence"
-258.092162768502,-177.625092428277,-347.880390790374,-5.10802908477484,-454.817651285175,304.26996143885,0,-258.092162768502,"nonveg_1161","absence"
48.6278409988442,423.755306899294,-247.106439297471,-889.813469829507,-1385.62337648334,-215.124135260421,0,48.6278409988442,"nonveg_1469","absence"
558.282766585494,199.6460254498,-201.008066411604,-2039.83512533974,-1177.20672149353,-1161.86680726443,0,199.6460254498,"nonveg_946","absence"
-638.378077451741,-128.427890625228,-247.583141888387,-1958.8327331918,-1292.44265469642,-1257.47742621212,0,-185.363858693283,"nonveg_729","absence"
2693.40457981397,3190.63280338542,1896.48661895516,-6270.38868575414,-6480.65127103866,-4327.01052035786,0,2963.71445576639,"Canada.CoutureLake.TDA7","presence"
2173.50002715667,2412.68414803385,1067.30586367158,-4636.12733898738,-5304.8094942532,-3162.50033950083,0,2175.83743988267,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
3104.97875541611,4029.64896164602,1639.91117577045,-2559.54718617213,-6033.22210682001,-4839.13010850514,0,3338.70809108448,"Sweden.Abisko.VJ-Wetland","presence"
2825.48645568592,3509.90072463612,1577.65257207567,-5805.33026822072,-5902.1344280271,-3898.40013859166,0,2681.939255498,"Russia.Tiksi.GraminoidTundra","presence"
1078.95815651817,1209.67242011555,606.041240728163,-2599.72571891811,-2682.56469732186,-1661.69851824716,0,1322.25844249519,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
2093.9754458036,3126.93156380091,1072.54592600525,-4534.05140239454,-5688.73521766559,-2929.78927397045,0,2234.28141060126,"Canada.DeceptionBay.TH7","presence"
423.20822763407,864.358799186844,-16.5310359930128,-1368.76091889829,-2125.00816846782,-2339.77913470474,0,550.003174665493,"nonveg_866","absence"
2714.58040454246,3002.76643984729,1651.19642069616,-5727.71637354396,-6789.82470434906,-4418.83962043291,0,2804.36559438947,"Finland.Javrresduottar.EC-Salix","presence"
2020.01067650514,2283.48037262858,1481.50876155709,-4442.21221298277,-4820.14052863314,-3422.73309660583,1,2209.13474316352,"Canada.BonifaceRiver.LSA2","presence"
622.43718123559,-601.323274525624,579.612961343873,-1723.96342679248,-2101.9841785037,-1024.40615874118,0,225.118384244653,"nonveg_871","absence"
2093.9754458036,3126.93156380091,1072.54592600525,-4534.05140239454,-5688.73521766559,-2929.78927397045,0,2234.28141060126,"Canada.DeceptionBay.TH7","presence"
-249.43196678587,-635.225117759622,91.8936991559958,-221.152572518747,-275.95663068617,2245.42861281011,0,12.014075423339,"nonveg_1642","absence"
-837.488988666536,204.502001594288,-1073.72924640924,4689.78782178203,3942.88247958086,7834.69729636084,0,-462.40651555953,"nonveg_1810","absence"
1940.40375678611,2984.24915350345,1208.80796894216,-5170.63426863892,-5562.23607548594,-3385.86760432004,0,2258.06822682967,"USA.NorthSlope.14","presence"
-157.125850156151,139.296872072144,323.827431533291,-1387.62837056575,-1299.1669275437,-1587.96089286035,0,323.827431533291,"nonveg_768","absence"
2644.26462544298,3181.56578213801,1548.16771916913,-5899.37981666833,-6165.33381136874,-4333.67687385563,0,3120.71177241629,"Russia.Tiksi.WetFen","presence"
452.311091541524,596.19505827392,-178.526328288949,5525.01510454135,2850.37319813551,2365.64647829102,0,137.107563329214,"nonveg_1736","absence"
2502.50373739551,3943.37155131009,1872.08174171794,-5910.29373696647,-6404.47792857228,-3915.17061625641,0,2202.78485035079,"Canada.DeceptionBay.BEGL1","presence"
1742.19167992851,2236.44355289199,1021.83816596079,-4638.70078336992,-5086.17833115434,-3424.00720885584,0,2034.00619066608,"USA.NorthSlope.FranklinBluffs-C17","presence"
2190.10807455692,2447.15812362864,1581.21858869385,-4934.84697074108,-5489.38846084739,-3848.55833680078,0,2176.04313299401,"Canada.LeRoyLake.TD7","presence"
3303.66456870696,3984.38119574063,1875.45627904539,-5704.65400762599,-6445.32673174395,-4104.83131229534,0,2748.48540965435,"Sweden.Abisko.KJ-SalixShrub","presence"
