"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_SWIR2_earlySummer","spectral_blue_peakSummer","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changeLSES","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NIR_changeESPS","spectral_NIR_changeLSES","spectral_SWIR1_changeESPS","spectral_blue_changeESPS","spectral_green_changeESPS","site_code","presence_absence"
2879.41356094644,2583.8244805521,3167.76561310234,3048.38197271283,2081.75114540313,4545.71848951152,4794.71527626262,5522.01103786496,5176.30042686294,3522.82685108501,-5243.67213288701,-6177.70187036888,-5719.39425614668,-6121.84922495817,-4206.36955708845,1275.22430253374,479.524976170573,0.126400412619114,0,2554.66651116677,2636.94856767499,1004.15822180939,45.6435555367906,-22.9824496109909,63.7436488388254,18.1855008405885,-25.7398355615679,174.435619946207,4618.44446349277,1878.94819404758,-5028.95940257152,-5382.26286764137,-15.3376278179524,34.1033803947554,-28.4487667992946,-18.8251379244203,-16.1824371525918,"Russia.Yamal.OstrovBelyy-1","presence"
3118.4981003941,2807.24716376638,3959.62282374174,4302.84537551603,1948.26752516742,4041.42618422246,6052.49993901335,6952.96429207786,7433.24566838062,4396.33545395158,-6104.85106125891,-6584.68664829218,-6868.03755231437,-7267.8183274185,-4069.26820603327,967.567037698342,260.311043231675,2.85762095451355,0,3320.41215919437,3278.34733017654,2734.74553902196,49.9069295331225,39.9205694525255,-76.8168471630676,81.2126528016909,55.3264537909945,-89.0922822142511,6141.49683749579,3837.03476803646,-6654.60832451751,-6061.48518274442,17.867625078032,-42.1558681954259,-3.74661259514674,-1.32219231069155,0.0234230191482538,"Sweden.Abisko.VJ-Wetland","presence"
65.2480702023753,1279.16038146087,1241.65290252104,573.400214843278,918.939846405562,-1065.87993159596,1025.15870194571,2672.90301981278,1827.11641086886,1886.41138523931,-3368.22432225138,-1528.5905978634,-1881.66194835724,-2934.56060866837,-1506.97945143965,1605.90702998425,500.903565177535,1.09585821628571,0,918.939846405562,815.680283086626,1213.91231125849,-26.6778680063496,15.3985498376031,2.50049859598847,-53.4838151005407,21.5735072517017,11.3723432324811,2008.82609084696,1647.74431786708,-1881.66194835724,-2244.00338571601,10.9760656325286,2.58461208814041,6.94649670873136,6.01981298235093,5.33215423321328,"nonveg_575","absence"
2301.00988027285,1607.09706569747,2246.56017042053,2634.48581892076,1573.3325499652,5505.34629477617,6626.50178418367,7225.20723769254,7517.51944862763,5087.60057875714,-5711.19541490573,-5373.31614543324,-5614.07587426428,-5806.32310812391,-4875.20791747806,441.42694621161,334.089978687137,1.39472556114197,1,2202.73099246758,2023.98583622715,813.281211577252,17.3547753939424,3.49858900547433,-18.3981588703603,11.154198473079,15.7446174719321,-12.8392656930842,6418.61963233936,2034.66452270398,-5719.20661080405,-5590.75912747766,-1.25903909289287,-7.38978425775888,-4.22875022512109,-1.37130196208875,-1.59068718345498,"USA.InteriorAlaska.1","presence"
251.988777632422,1072.0867846896,165.067863520426,816.153380462657,459.091706100556,-1274.09245867792,1041.26158750716,978.926278409552,2268.19685898474,1415.06064533636,-2764.58413299047,-925.349375818371,-2986.44104938392,-1442.3988708072,-1971.37453163449,1594.95690211419,784.451293075572,0.164485394954681,0,459.091706100556,552.877702481133,907.018921169178,-6.47196651462919,17.6301438384448,129.574131595597,-37.6537633179783,40.4132261005018,238.004744497734,1687.11206969779,1753.1886998416,-1971.37453163449,-2018.02959212689,13.2321636745705,99.3625033122502,9.37675465599713,11.7915868684605,10.8613991865947,"nonveg_760","absence"
469.05744776424,-129.29054813339,111.678199176731,24.5921393478324,-24.3346055791468,359.364773654736,2981.71304717479,1919.13451127632,2094.81950159486,1478.61628995325,-41.725848474227,6030.97000706843,-713.950087664552,-1680.0659591627,-446.401780628054,695.356274488916,400.337267637875,18.2353954315186,0,24.5921393478324,90.3405265152532,598.34799589763,23.4948596830184,-21.1650146864956,-9.63874989240485,-28.6843980157738,-31.7917161471008,-59.2479083737872,2495.12483915237,2522.72455580938,-446.401780628054,629.76526622778,-18.412326137977,-20.4209648420784,-19.2778745359502,-16.6751864035485,-14.4905118939991,"nonveg_851","absence"
-48.6307078801601,122.054885941952,463.948642642688,532.723378126162,-136.011990834616,3582.20918989369,353.270147048732,1120.39638082901,1454.68879223723,-885.315047757986,109.59531420554,-18.587045796324,-46.5981365854814,-133.319142657781,1973.62640694604,166.17155049105,338.583302147238,0.472099512815476,0,122.054885941952,186.816841599205,668.735368960778,3.49525131817824,23.2541634402529,-18.9940975944854,-15.227124576305,19.9212853547585,-35.6967995993844,494.010079205277,2340.00383999522,-18.587045796324,376.943479222399,12.4906709169462,-7.11801892777903,10.0881185547935,1.536369044818,1.05633543767433,"nonveg_1547","absence"
2012.58132713201,2464.63908314168,2733.09793286001,2937.82228404228,1522.2359684348,2630.84754954646,3659.72803678092,4767.51044196393,4972.06663977981,2950.76408295772,-5440.02869564163,-4930.15317229295,-5403.21489663562,-5569.58054001873,-4758.53556611352,1326.97591489867,553.195652234956,0.873459060986837,0,2334.5104425416,2175.07298848779,1560.79936639453,14.2901275718604,19.2224148529564,-9.59350281443921,8.21486391505989,21.6611465880472,-6.03781662411903,4142.29603070928,2283.7507088965,-5535.12739142615,-5350.67035748159,8.33201511238859,-2.68569130610912,1.79207028090462,1.17042500402784,1.04606040813871,"USA.YukonKuskokwimDelta.5","presence"
2301.00988027285,1607.09706569747,2246.56017042053,2634.48581892076,1573.3325499652,5505.34629477617,6626.50178418367,7225.20723769254,7517.51944862763,5087.60057875714,-5711.19541490573,-5373.31614543324,-5614.07587426428,-5806.32310812391,-4875.20791747806,441.42694621161,334.089978687137,1.39472556114197,1,2202.73099246758,2023.98583622715,813.281211577252,17.3547753939424,3.49858900547433,-18.3981588703603,11.154198473079,15.7446174719321,-12.8392656930842,6418.61963233936,2034.66452270398,-5719.20661080405,-5590.75912747766,-1.25903909289287,-7.38978425775888,-4.22875022512109,-1.37130196208875,-1.59068718345498,"USA.InteriorAlaska.1","presence"
2354.34541708525,1604.52865647641,2274.1340238188,2805.75658633602,1761.12303335572,474.512916500347,4264.04313568146,4145.74108229393,4826.89805386495,3310.06162802672,-4781.33166504973,-3996.6319467355,-4534.2214216326,-5111.26301623519,-3785.54904961476,1727.75734537714,554.610342812897,11.39904200236,0,3049.53152803828,2750.18148505072,3228.13768400416,31.8446634030016,28.515494821951,-78.7674417833752,13.5053521207906,25.7489086288237,-104.475594230468,4339.42098614355,4469.20631090185,-4509.77383207237,-4546.76784760926,9.45979251098163,-39.897132965753,1.03217882224886,0.24264556832532,-0.4282164030904,"Canada.Yukon.WHEATEAR","presence"
