"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_peakSummer","spectral_green_lateSummer","topo_eastness","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_changeSSES","spectral_NBR_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeSSES","spectral_SWIR1_changePSLS","spectral_blue_changePSLS","spectral_red_changePSLS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
2118.64824605176,2230.79387954084,1785.42126643178,2738.44234584668,1164.24218721182,797.321268990562,4142.86128700625,4844.16427305743,3892.86002191663,5353.05493988384,2236.60729210165,-3828.54425745742,-3980.14526468756,-5980.6913487364,-5065.14663851635,-2251.2643009229,2229.76899097834,577.924767209525,0.00169074628502131,0,2116.53917353526,2238.49545962337,1683.08906517157,7.46634830077282,38.2806475485052,38.0338709607959,-22.6933553949671,154.991096140976,3925.01835133124,65.3999926802917,-4532.3070770039,-4164.73481717524,-101.05165863784,-42.1891658479921,-18.1418663517858,-23.0593865935079,"USA.NorthSlope.13","presence",1,0,0,0,0
2641.31449649721,3129.71714520826,3298.28241116308,3492.3780684214,1583.52842662682,1237.12659338539,4391.11876065474,5262.12345551613,5506.91197344364,5805.96955755299,2818.85574889485,-5322.83577789087,-5675.27429593385,-6130.75946364658,-6115.48989789625,-4155.44148763011,2753.11647260992,669.585955422089,0.00869186493218876,0,3276.87457451445,3202.8556605792,2080.56580642725,44.9871264498851,24.3650670976899,-32.0843570914972,52.2793743876385,-47.6252071679732,5564.31731653088,-39.4343903525887,-5786.10291156061,-5407.97427555129,-44.4364482212447,-19.2520638242374,-7.55567409382234,-5.84727417195079,"Russia.Tiksi.GraminoidTundra","presence",0,0,1,0,0
383.262640655548,147.52966083731,651.539695171657,444.592791173503,971.669161480091,1382.70206851859,827.629216613243,670.379477250455,1284.66858537739,1006.27381929857,1564.64824965949,-2464.48997917225,-2829.22645658014,-2246.08152219057,-2515.11211520769,-1288.88277008303,1818.44118328829,1279.56787276286,0.00696096988394857,0,444.592791173503,519.718789863622,824.139500642781,-22.6310200317132,2.35885194299829,-126.002508583587,-76.5877194748924,-87.1885941237963,1006.27381929857,-153.572277031733,-2464.48997917225,-2268.75856864674,-45.2156618880472,10.062661675836,21.1359188655842,10.5202032492941,"nonveg_899","absence",1,0,0,0,0
383.262640655548,147.52966083731,651.539695171657,444.592791173503,971.669161480091,1382.70206851859,827.629216613243,670.379477250455,1284.66858537739,1006.27381929857,1564.64824965949,-2464.48997917225,-2829.22645658014,-2246.08152219057,-2515.11211520769,-1288.88277008303,1818.44118328829,1279.56787276286,0.00696096988394857,0,444.592791173503,519.718789863622,824.139500642781,-22.6310200317132,2.35885194299829,-126.002508583587,-76.5877194748924,-87.1885941237963,1006.27381929857,-153.572277031733,-2464.48997917225,-2268.75856864674,-45.2156618880472,10.062661675836,21.1359188655842,10.5202032492941,"nonveg_899","absence",1,0,0,0,0
2973.54983903231,2654.10166557241,3020.69847817082,3466.33975455257,2049.69159560444,3276.07741480729,6147.77596394776,5790.46652330906,6324.22699264569,6779.84265233692,4311.30557718189,-5632.84414545573,-5395.14982806989,-6246.08516815587,-6483.61332200567,-5504.1288002426,2279.11384751025,506.799219126142,0.00290218418231234,1,2812.36863203342,2819.58866438482,1028.85071919687,-9.90573736909487,28.2264108575744,18.7892373567827,-19.5510020107831,69.1137262907969,5622.40667479952,42.5248661341383,-6065.15500903893,-5575.07820122162,-59.1883019073645,-16.4276176460927,-8.4560993091409,-7.61005805908429,"Russia.Yamal.Nadym-1","presence",0,1,0,0,0
3361.71929364424,3457.06476115695,4125.45390948628,4405.61288703671,2448.1219239041,1977.06236713297,5965.92389396625,6124.99090922632,7014.70945693424,7337.47736296291,4390.98126319055,-6635.08103599271,-6220.01706302732,-6904.16008503158,-7253.90920770133,-4958.34623031303,2920.35185281932,555.644277840345,-0.00817281939089298,0,3188.68121809903,3323.62796004893,2182.27310288306,25.8210264017931,38.3634766241793,-46.4027376831335,39.522039452638,-54.9484128830319,6006.62065621854,-70.096681066411,-6534.41486257454,-6347.22028407774,-52.8764101354951,7.53122876945149,4.63805987544876,5.59450603105472,"Finland.Kilpisjarvi.16","presence",0,1,0,0,0
1453.37035701619,1499.55274260746,1019.23484597496,1325.15125552134,655.896523225623,-1227.90761825494,2356.66045699579,2487.32241190082,1831.38760331561,2293.33614386665,1016.44751273123,-1852.84692536106,-1253.87965062546,-2675.49144520734,-2425.89712787688,-2349.05342070768,1941.1090808266,966.967818533593,0.252790331840515,0,1325.15125552134,1190.64114486911,843.656219381833,39.8736916895285,-6.10567149975486,28.2539939195585,36.2678341598828,58.1621439033623,2293.33614386665,38.5844005050122,-2349.05342070768,-2111.43371395568,24.8103247673307,-11.7560840547634,-7.20383786305685,-6.73899543927599,"nonveg_807","absence",0,0,0,1,0
934.335873057754,450.751329678215,1294.91722949169,271.863808754535,280.502593126649,-2054.73675404006,1394.40182606954,865.639186847192,1874.04329359656,758.686487897952,421.139346531817,-541.792021140128,-961.598886503307,-497.372034114813,-1841.4998204059,-77.7371599029375,1074.76977677042,1105.42209887469,-0.164265975356102,0,450.751329678215,646.47416682177,1023.05342073716,19.230390586209,-18.9277732658063,-49.656817636087,-11.1218100014679,-43.5053616082229,865.639186847192,-59.3178886323156,-541.792021140128,-783.999984413417,-13.6486723893291,38.7132213352254,20.444141632476,20.2175381426803,"nonveg_923","absence",0,0,1,0,0
-122.160220115523,606.138284606767,438.155824178956,912.067469234986,384.985379406956,-489.1805356353,148.33541308297,866.518860471877,738.189832483002,1189.25510421967,475.396694099436,-1787.60034864151,-1335.03968204813,-1626.54528731884,-1342.64528550978,-712.598244933402,2767.14078585103,1837.27025421231,-0.020010843873024,0,438.155824178956,443.837347462428,1034.22768935051,-19.5055999816338,38.3047292352041,18.6647178253123,-73.8166261457334,64.9018404634647,738.189832483002,14.2587808876528,-1342.64528550978,-1360.88576969033,-41.3462347580042,-26.1005651122967,-4.51247127260959,-8.25074595480118,"nonveg_677","absence",1,0,0,0,0
3188.09841567616,3082.69049534455,3711.50388977889,3916.50214206888,2214.7725000869,2497.40707572633,5634.61119764685,5420.34406801003,6320.53361758796,6629.74160315615,4033.45746965725,-5606.03866924115,-5794.90243824951,-5936.52209595069,-6011.70789533502,-5204.69920063691,2863.86704879831,703.804508559801,0.00817538224925686,0,3014.16488939127,2858.56705271473,2113.54222804924,48.5955594780113,23.4757001062303,-26.3461684184887,73.278726808352,8.8161819876048,5199.70829926631,-25.5637839600799,-6316.48044539528,-6063.4799527387,-24.7872643424921,-44.7059226386102,-14.1435862499316,-10.302304158286,"Russia.Kytalyk.T2","presence",0,0,1,0,0
3189.08954908498,1925.35954998609,3206.59177380689,3975.3320886108,2043.19314209157,1669.60438934379,5011.73310750034,3345.00904992738,4970.44478849619,5953.94820280569,3402.20499032984,-5129.84726531637,-4173.55741673837,-5346.13157295579,-6199.38072256791,-3839.95294294581,3073.05576317354,806.926462188579,0.00494355112314224,0,3178.85751153555,3036.18199454924,2272.92798914177,46.3114231740277,29.4528431306979,-33.7519435089154,63.5233397455615,-51.0435723350014,4867.82593526241,-40.3418039763399,-4861.52923628636,-5175.65734723899,-19.5586077384847,-5.48953787674157,-2.93432230587135,-0.739492699420685,"Canada.KluaneLake.Outpost-MixedTundra","presence",0,0,0,1,0
3188.22439163196,2849.82342835242,3330.70479451956,3815.36631896666,2168.89432918909,3197.146735256,4859.42003131217,4671.39880942815,5158.97350730166,5723.30868698055,3402.26561738044,-4990.09299041973,-5588.11813707847,-5820.59000033082,-5758.84420899756,-4383.19626219565,3231.31501967218,796.408968982404,-0.00456612757019078,0,3237.95081176384,3049.80592408021,1735.16980858488,37.7210827953235,-12.9916609567492,-22.3633016166326,26.8370526093638,-22.9589266572733,5005.24486924383,-23.6185928851243,-5784.95278912034,-5324.52407956339,-0.34005084243648,4.33444702229172,4.69728150909784,5.07950028609818,"USA.YukonKuskokwimDelta.U","presence",0,0,1,0,0
3357.40643772305,3076.47913931347,3806.05852463479,4248.77478305691,2477.87853508245,3260.05067513396,6301.99555767127,5904.06045367471,6970.27728442823,7625.11995410882,4789.55941780598,-5865.23396099214,-6369.55088417919,-6710.82882490471,-6722.27663410304,-4746.8947314245,2708.68504477759,527.788589591387,-0.0372804010079967,0,3485.48162083321,3663.90293685744,1867.12810525701,21.7470407659741,25.4748378846004,-30.689709534559,18.2494305359777,-44.2599895351444,6808.38123370844,-44.2822583283386,-6346.11951535515,-6239.7968635468,-21.7814905949344,-3.36212737052893,0.703156050517543,0.921295052891666,"Canada.BonifaceRiver.AB2","presence",0,1,0,0,0
