"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_eastness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_changeLSES","spectral_NDMI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeLSES","spectral_SWIR1_annualRange","spectral_blue_changeESPS","spectral_blue_changeLSES","spectral_green_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
3502.68472957988,2995.10656695648,4490.75438981648,4038.71681072756,2430.28717330964,4153.2684942195,5346.5694004832,4830.06953010224,6475.85472069522,5892.04876658373,3903.44820119668,-5827.39301605017,-6459.48625197089,-5924.33047186174,-7107.95523942292,-5482.37811232456,581.789236709215,-151.867555996684,-0.00621568411588669,0.46497905254364,-0.0654757767915726,1,3709.56732416403,3406.19313916463,2521.52461475168,7.73522570688253,-65.8310349060401,-68.8740148522737,-58.3209713894546,-6105.47483667124,-6239.80362882477,-29.4193531622112,660.816698255357,-6.15989670879504,-14.3306232812829,-12.5451469901391,"USA.YukonKuskokwimDelta.2","presence",0,0,1,0,0
292.748928064957,413.085366567934,642.31923510845,-80.5301519924361,-744.299171241295,-2542.83478474094,2635.41582243129,3158.65539521434,3860.48143780012,3176.62840059391,1427.19600347829,-2345.86478771015,-3061.5182315932,-3003.02168637102,-3852.92831488644,-2755.30449602717,1056.86770380422,-53.4935885820758,0.308656215667725,20.4929790496826,4.63065624237061,0,292.748928064957,104.664841301522,1386.61840634974,-7.77664750119569,-16.373847752894,-33.8515747972946,-25.9555472007412,-3003.02168637102,-3003.72750331759,-4.17832465872724,1609.87896367317,-13.7915785879628,10.7809496056666,7.79065736400584,"nonveg_730","absence",0,0,1,0,0
844.137231687062,179.563108088968,714.211748483615,449.735552084787,228.82567060694,-493.16224180444,1393.74715093726,262.223770246509,1195.83086163127,720.550656426119,294.589599468578,-1246.22470951535,-2558.04349864616,-1658.9172007633,-2341.27109019356,-1810.57980925348,1781.43298487461,621.586550421629,-0.0403756946325302,2.51329660415649,-1.15779280662537,0,449.735552084787,483.294662190274,664.574123598094,-19.7200839801137,-53.4648640394647,-32.8497813153235,-50.2403985988691,-1810.57980925348,-1923.00726167437,-89.912629788286,1056.12923121363,-16.1656897816373,-24.7625788241037,-26.1124301744473,"nonveg_866","absence",1,0,0,0,0
3563.51283188751,2616.03552023597,3522.96758703873,3689.92759762244,2461.0317582194,3468.58544227909,6284.05810485561,4782.85019568429,6164.14239113629,6536.39368640519,4582.84351171557,-5445.94245594963,-5723.94308911611,-6172.07726261806,-6724.00907236867,-5551.31450050239,558.068293389067,-83.7836009639129,0.00960821844637394,0.833763659000397,1.00861120223999,0,3106.98493187812,3041.15875924873,1593.98972164015,24.2326088367255,-66.8004061217084,-79.6494683975572,-66.4822261918662,-6076.09061498268,-6090.32663803845,-10.0200748303888,415.176596335634,0.788349534233233,-8.72520477557097,-8.5068913472507,"Russia.Tazovsky.Burned28","presence",0,0,0,1,0
2781.27999955401,2474.19935002577,3435.82306156162,4335.62570140546,1918.66653393931,3010.21602337479,4632.6382732494,4389.09053861829,5657.75048860794,6869.91974670551,3214.5547373994,-5732.45849767496,-5278.2178640387,-6102.76803701653,-6065.7746331673,-4093.09452040061,705.517909624677,170.566999991539,-0.0229689665138721,1.35831093788147,-0.263751119375229,0,2689.00578597627,2994.37784983317,2285.61515259236,57.5301090743233,-27.0258786584948,-30.380645206167,-21.245814505929,-5990.83843007975,-5446.05613617501,60.6686593599396,752.800565511252,4.19407353130262,11.6384272085728,9.67206463257869,"Russia.Kolyma.OW1","presence",0,0,1,0,0
453.744987008565,26.3956003147501,171.496573149674,248.020948222021,325.251976659619,-1284.29103750214,752.289908570847,296.948489302132,430.786861312806,516.726754706973,549.956633768153,-1238.09747882955,-1885.00564523665,-1737.82857585999,-1641.76509093649,-1108.39043116308,1630.34928298949,651.127056504275,-0.0957289859652519,23.6059303283691,14.6033811569214,0,248.020948222021,244.982017070926,427.349386693814,-4.19844977115395,-16.1223303149915,-19.8317147878276,-16.4310924303164,-1641.76509093649,-1522.21744440515,-16.3530077085188,363.96092290688,-3.3938725978974,5.11680466202456,3.22438986609766,"nonveg_956","absence",0,0,0,1,0
3059.33036378883,2572.95619506397,3149.31327496731,3572.06027644793,2151.79494584378,3269.34050436114,5580.11227328721,4639.78547532051,5521.85281292939,6227.43932561643,4025.10518449528,-5542.4438370414,-4988.3496752984,-5878.70333170859,-6033.62881023728,-4057.40460064632,625.222547270569,185.86310765169,0.0175461842688189,1.92483723163605,-0.0938275586813669,0,3070.79997941334,2966.43016935472,886.865610311009,11.3915426360166,-32.7833536265562,-17.6242912747879,-13.2894207303926,-5286.93522454881,-5080.87071848544,33.573963600982,474.774902739709,-2.75847693080409,3.14421390337636,2.32480812568563,"Russia.Tazovsky.Burned12","presence",0,0,0,1,0
453.744987008565,26.3956003147501,171.496573149674,248.020948222021,325.251976659619,-1284.29103750214,752.289908570847,296.948489302132,430.786861312806,516.726754706973,549.956633768153,-1238.09747882955,-1885.00564523665,-1737.82857585999,-1641.76509093649,-1108.39043116308,1630.34928298949,651.127056504275,-0.0957289859652519,23.6059303283691,14.6033811569214,0,248.020948222021,244.982017070926,427.349386693814,-4.19844977115395,-16.1223303149915,-19.8317147878276,-16.4310924303164,-1641.76509093649,-1522.21744440515,-16.3530077085188,363.96092290688,-3.3938725978974,5.11680466202456,3.22438986609766,"nonveg_956","absence",0,0,0,1,0
1870.50022111134,1869.38102065325,2063.39040464699,2071.67423027485,1487.31150283512,1883.07695520855,3672.86634829599,3593.87582643075,3931.07692898137,3957.33853858081,3070.82406112484,-4418.23538587741,-4059.49034937981,-4783.75556973184,-5203.00515575043,-3171.90330860424,803.556844250943,-151.70617881084,0.0427040842672189,2.57613595326742,-0.939958612124124,0,1677.12464073843,1559.78860132914,500.008813123508,10.3740136694483,-3.04088890977673,55.620720695901,45.3592666329626,-4766.68304255845,-4617.44322419977,64.077506182369,461.047196558499,-2.48138549701107,8.0832344977711,8.15363755515376,"Canada.BanksIsland.GreenCabin-C11","presence",1,0,0,0,0
-126.733327105202,217.718806674803,755.905790446869,484.870344216412,618.943070640222,-3267.79669992284,689.699957483409,1345.14996625746,1976.21763260382,1555.41520838062,1619.05785529594,-2715.73119650773,-2136.08742474828,-1519.68335232105,-1901.12471613322,-1808.8056975117,862.978372752704,95.6910892944418,0.116400212049484,23.9406795501709,3.90344953536987,0,484.870344216412,390.140936974621,882.639117552072,38.2252294576009,-29.8992768762259,-46.8398492178448,-36.996236130149,-1901.12471613322,-2016.2864774444,-34.2446706904021,618.935687062182,13.6012663711447,-9.07377981865533,-8.90593517278494,"nonveg_736","absence",0,0,0,1,0
702.608420866843,82.2869375235571,367.589101024003,259.858092927873,454.069701164391,-2765.63233145354,1139.75261702141,624.920720939196,1176.7233435566,991.023077869856,510.097059484503,-286.0511413896,-684.884576229921,-1282.28497501995,-1590.91232783272,406.846656447201,704.404869925042,411.450549585984,0.520856082439423,32.4173698425293,-4.72931909561157,0,367.589101024003,373.282450701334,620.321483343286,-17.0288587668835,-12.4044418913237,2.94343105868923,-1.62215384998173,-684.884576229921,-687.457272804997,25.9739303821751,878.03193324699,-27.8009204811245,-5.32085445956527,-7.92551901292559,"nonveg_1469","absence",0,0,0,1,0
2739.87423644634,2820.4097803986,2985.12205023439,3131.95247628181,2144.4533015362,4933.39086858316,4592.45106113377,5117.7509886608,5246.9050223225,5348.20578128504,3730.06818575043,-5412.85546345525,-5506.65920187687,-5827.90911550256,-5790.03282494899,-3960.09960108078,876.84604588932,166.560875376117,-0.000598757097031921,0.110417228937149,0.025008790474385,0,2860.61743960586,2761.23325334923,1319.66191412263,24.5694338819358,-41.0904245655732,-5.15502344762182,-7.38158366487313,-5195.79049344378,-5114.0155196276,-25.422049184843,526.897903768917,9.42431026497878,-18.0607266492622,-19.6393193170386,"Russia.Yamal.OstrovBelyy-1","presence",1,0,0,0,0
3168.9901633526,3071.76821061248,3766.20132711136,4561.24199252885,2173.28339967796,3791.09646635544,5059.57101087017,5153.07053393582,5867.52639607779,6840.34576712987,3797.0985517674,-5563.9550068721,-5547.44255844657,-6398.2105029429,-6278.95906283724,-4682.30392711312,777.968347243705,-23.9638712574567,-0.00111302671333154,0.200637631118298,-0.0483654107277591,0,2925.20905757873,3226.16027969999,1343.47892286306,25.9762533272091,-29.0459958652217,-21.7793992535269,-19.3279910017523,-5639.99729746692,-5544.68453355197,25.0437195596364,266.183146678159,-0.964871922545798,2.75174655805759,1.77908174257628,"USA.YukonKuskokwimDelta.B","presence",0,0,1,0,0
926.906679682865,162.211437812137,785.805672949669,196.281672432357,-46.4656296690998,-3458.55853434393,1385.48685448024,519.393664814978,1263.11356901849,667.988539416953,28.7801401230021,-550.592259393605,-1303.38831988063,-1100.43925407867,-1931.03051018309,-465.046806686959,816.732037251354,-523.453819104857,-0.164265975356102,21.2400760650635,1.3768355846405,0,196.281672432357,404.947966641586,973.372309351965,-20.8750002071574,-36.6820138316195,-27.0089691969674,-27.2785697427191,-1100.43925407867,-1070.09943004459,-11.938180341292,597.402650836551,-13.0807253198605,5.17040739570072,4.96160913112574,"nonveg_923","absence",0,0,1,0,0
1015.77062449075,347.662965443168,982.848556293282,507.685613654293,1090.93773473669,-2650.69668928366,2268.89304687347,1413.70049614308,2334.26418103107,1741.13054331292,2111.46620377818,-2154.19491916093,-2718.32065407959,-2212.21284854428,-3018.49281805767,-1287.29976813136,650.677414379159,623.317551391229,-0.00174444180447608,1.09585821628571,-0.708629786968231,0,982.848556293282,788.981098923636,743.27476929352,-15.3965154798926,-42.3457060566742,-65.7094953132451,-55.620138097062,-2212.21284854428,-2278.10420159477,-33.7405203690207,646.406463642271,-7.86799846763206,-16.525153210177,-15.7624953415536,"nonveg_575","absence",0,0,1,0,0
-390.604728432565,-305.911695856025,1073.45602092408,396.883000972564,-1250.0571876443,4155.35901890503,-3050.82422589932,-2947.84621949866,-604.474013589358,-1171.32867823138,-6489.30332183295,5391.22004535735,4856.13838903416,5439.66468924174,4502.14949254619,7647.26455512106,399.777949537187,929.63931947547,-0.000134873494971544,0.028717489913106,-0.0220759995281696,0,-305.911695856025,-95.2469180072503,2323.51320856838,26.249590980171,-86.2104822987563,-102.515279412343,-60.5468877033465,5391.22004535735,5567.2874342601,-36.4703937629742,853.76382290191,4.76060924785457,-26.9079964205055,-23.4677325568183,"nonveg_1810","absence",0,0,1,0,0
3390.02288499312,2917.94131076224,3267.20637765108,3944.93503074382,2502.53448976519,3837.08184109297,5083.14616843196,4866.43718762337,5236.27243689036,5969.64300444633,3957.68986517283,-5162.53915958081,-5462.9545667138,-6239.26792084191,-6101.65108115122,-4789.96914928824,851.527857511562,70.6489820399525,0.0120187181358536,0.998570680618287,0.403358717759451,0,2624.15879191959,2871.66145845925,1786.75725709983,29.125601399603,-2.35061071946588,15.4393492511172,16.0134904027407,-5639.70592474025,-5739.54402298944,44.6638378238939,534.509724186019,0.791675920024268,11.7016832492488,7.60672748469663,"USA.YukonKuskokwimDelta.UB7","presence",0,0,1,0,0
