"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_eastness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_changeLSES","spectral_NDMI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeLSES","spectral_SWIR1_annualRange","spectral_blue_changeESPS","spectral_blue_changeLSES","spectral_green_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
2739.87423644634,2820.4097803986,2985.12205023439,3131.95247628181,2144.4533015362,4933.39086858316,4592.45106113377,5117.7509886608,5246.9050223225,5348.20578128504,3730.06818575043,-5412.85546345525,-5506.65920187687,-5827.90911550256,-5790.03282494899,-3960.09960108078,876.84604588932,166.560875376117,-0.000598757097031921,0.110417228937149,0.025008790474385,0,2860.61743960586,2761.23325334923,1319.66191412263,24.5694338819358,-41.0904245655732,-5.15502344762182,-7.38158366487313,-5195.79049344378,-5114.0155196276,-25.422049184843,526.897903768917,9.42431026497878,-18.0607266492622,-19.6393193170386,"Russia.Yamal.OstrovBelyy-1","presence",1,0,0,0,0
2355.63125903131,2145.52883198786,2737.86751126256,2719.71785782231,2050.71515368963,3023.5250100475,4330.94686863074,4281.14482402858,5098.11746893548,5011.66460093955,3761.56544816919,-5291.88402045799,-5197.46486025242,-5140.96322722508,-5708.58819439196,-4400.95486673572,733.212722144622,341.230617274233,-0.011604077493151,0.88393215338389,1.03071961800258,0,2213.21394698072,2295.51127768138,860.655561191661,9.25582821738949,-9.73723548420522,4.43741603064631,1.2001267974758,-5347.52178509341,-5138.39475967925,9.70626696217079,704.087451171876,0.78542654167238,1.18531204106873,0.731266679802119,"USA.YukonKuskokwimDelta.15B5","presence",0,0,1,0,0
527.497554026157,33.0997410778226,531.05932550481,1475.24462122343,55.7261440640877,-2998.25544533265,2157.34638451343,1686.78608242131,2251.03089573589,3170.10078861346,1010.27642172369,-2711.27665922383,-2960.01153597033,-2846.56290768671,-2325.22126485426,-1769.61737266568,789.526110990464,-703.662280977166,0.0451525077223778,4.53114175796509,1.2663631439209,0,527.497554026157,524.525477179262,1442.14488014561,28.7196080968872,-33.1973056284658,-51.9719207294208,-41.2793490145766,-2711.27665922383,-2522.53794808016,-7.56324188557464,610.077303001146,-0.569391293275606,0.931784140259485,1.13423546922824,"nonveg_648","absence",0,0,1,0,0
464.21418585232,662.224309727602,945.314432593504,1187.00949895126,782.18080472171,-2727.78905399193,1556.74705906953,1848.42994701487,2349.5244486066,2695.98343274222,1214.79553998584,-2769.7393682959,-2685.12508719121,-2395.24468776572,-2308.4938271767,61.5197834035843,915.448939424619,1467.76620657662,-0.0511166006326675,6.23371505737305,2.61975407600403,0,782.18080472171,808.18864636928,722.795313098942,13.6376474169612,-13.4804820412334,-20.0039124361758,-16.0412134674924,-2395.24468776572,-2019.41663740519,-13.8038285440706,277.941108906886,2.69896907074504,-2.07788620980325,-2.29402313274329,"nonveg_619","absence",0,0,0,1,0
2251.588399456,1951.77331837592,2378.73910169895,2662.71947720128,1528.02606737331,2125.84310441668,4258.61820131349,4261.41034733488,4765.3440408562,5045.18251948147,3061.16397390976,-4894.73405785152,-5123.6711406766,-5340.18981496001,-5401.38439110997,-4182.52124480019,726.926167865111,31.5179125613413,-0.0152531233616173,0.888871190448602,0.449888495107492,0,2421.81309008914,2374.39548791281,1205.0476115997,12.8844679570092,-0.918782144273353,2.40895462363396,5.46787942312567,-4809.69179533439,-4870.55951588062,33.3618166582488,428.083030851597,-0.797818490758329,5.49352281439857,4.58845969335644,"USA.YukonKuskokwimDelta.15B3","presence",0,0,1,0,0
252.281037219573,663.664695746405,646.972088855143,751.209116581926,419.817246917631,-2769.30433576148,874.480797751765,1432.27419573179,1523.76208131398,1667.5433721717,844.126163555006,-1878.59499803594,-1454.776729458,-1700.79858867638,-1582.85292419525,-1151.70125872759,933.012235455415,227.357116019126,0.0654439181089401,4.25112295150757,-0.899080455303192,0,646.972088855143,546.788837064136,498.928079362353,20.7886699734314,0.927367049514557,20.7566056272831,17.4465713893532,-1582.85292419525,-1553.74489981863,13.6678810676873,316.854897580589,-0.205804111475103,9.39541976021352,8.4796765781114,"nonveg_693","absence",1,0,0,0,0
979.294106079879,951.296916899868,947.374319230415,1115.32273815975,884.365151838273,-1801.58852832481,2336.20702364422,2424.70686270272,2386.29026350047,2652.25185546248,1842.76715560815,-2590.76441937434,-2416.02535609553,-2783.61860274887,-2757.47855994961,-1937.36016118176,838.423144770826,-9.7929551958147,0.0356225706636906,12.3717584609985,-4.01330900192261,0,951.296916899868,975.530646441638,230.957586321481,5.0380974844398,0.15690390677812,8.87095999811537,7.49751447927028,-2590.76441937434,-2497.04941987002,14.7037298661336,409.89353465195,-1.83607134071231,3.02116726869095,2.09000222338658,"nonveg_758","absence",0,0,1,0,0
464.21418585232,662.224309727602,945.314432593504,1187.00949895126,782.18080472171,-2727.78905399193,1556.74705906953,1848.42994701487,2349.5244486066,2695.98343274222,1214.79553998584,-2769.7393682959,-2685.12508719121,-2395.24468776572,-2308.4938271767,61.5197834035843,915.448939424619,1467.76620657662,-0.0511166006326675,6.23371505737305,2.61975407600403,0,782.18080472171,808.18864636928,722.795313098942,13.6376474169612,-13.4804820412334,-20.0039124361758,-16.0412134674924,-2395.24468776572,-2019.41663740519,-13.8038285440706,277.941108906886,2.69896907074504,-2.07788620980325,-2.29402313274329,"nonveg_619","absence",0,0,0,1,0
2285.69706116655,2357.4220907172,2961.43405808893,3089.30351970268,1567.39636584576,3382.34069178454,5522.32525706603,5403.70101405452,6421.01741615286,6713.36157759747,4034.31129073893,-5564.50305355685,-6273.60034466582,-6449.18530777968,-6597.7134330537,-4495.24120483508,430.729879110033,-195.636471525343,0.0530922330915928,3.11996107101441,0.2376435238868,0,2616.51868286111,2472.18054155049,1392.55675250371,8.22439521949988,-21.5952502133496,-24.1288767781928,-17.8463580967583,-5806.59811416161,-5767.92034903277,35.5247110849041,513.401386478631,-7.9291469735489,3.88762281099608,3.24326589722665,"Finland.Javrresduottar.EC-Spring","presence",0,1,0,0,0
2763.50949446046,3038.47797930237,3439.64944084974,3480.46432065393,1377.02778327658,3480.60014530044,4685.81162974103,5374.58431606388,5923.17738804443,5932.51607937624,2493.51800407832,-5197.77538156971,-5739.55383135386,-5850.48801319219,-6128.10415751336,-3669.68694701254,686.724041617454,8.92366730695191,0.0112637615762651,0.920877265930176,-0.227298574568704,0,2719.60814135691,2689.52958384573,2079.43334819997,24.1594393177941,-57.3472575256478,-93.0285815513152,-61.5176473911575,-5797.59460329696,-5263.84235812366,-4.32966275521721,546.025108559345,-2.24962745599863,-6.18633785939556,-6.65674689982313,"Russia.Tiksi.FloodMeadow","presence",0,0,1,0,0
3436.19374619788,3555.09588210554,3533.50713588153,3613.54920437798,2352.00573293028,4609.28470588983,5535.5017989836,5731.52712338635,5731.45256764038,5813.12983635791,4050.55811233602,-5490.44318929694,-6046.18330066123,-6371.0140774912,-6458.16205532686,-5057.57015229144,745.965491717231,-325.636738707939,0.0180729763074355,1.53616425124082,-0.0456885277208956,0,3603.7189489106,3393.28364976057,1715.49821094552,-55.3386519659846,15.1859967337805,55.7302665804626,45.2727121553945,-6262.64831829224,-6289.5181136396,38.2213010386052,1091.89955515044,-18.437221529033,8.59529838773373,7.92207385867755,"Russia.Tiksi.Bog","presence",0,0,1,0,0
255.164469347842,464.296672083956,924.59700663559,-770.002499991357,90.395988869916,-3351.40669106823,1207.05845550803,1421.67775756832,2263.75432294644,48.454959783702,486.055549850975,-2407.04544450456,-1809.94319939121,-1652.92616922349,-3978.390456863,-1365.79080079065,206.437767815562,-329.298629283674,-0.510939955711365,30.8249473571777,-0.993788719177246,0,255.164469347842,192.890327389189,1694.59950662695,-31.0656657375515,-17.0481605389494,-33.5387331776587,-28.2465943392847,-1809.94319939121,-2242.81921415458,-5.81544556176741,567.199337372163,-13.5114018368756,-5.48879420934135,-5.76577486908036,"nonveg_627","absence",0,0,1,0,0
2108.78818535243,2381.8067322083,2480.695327901,2544.7888594813,1638.85954293238,1671.93669698814,4325.21237629739,4691.47198507622,5070.21376774431,5102.2185225565,3307.8022539723,-4625.83548126581,-5004.09773343884,-5313.5982186912,-5454.02614968926,-3794.06704395306,695.263487081619,-157.334877062457,0.00979889225628641,1.34801635477278,1.01825807491938,0,2654.46959624848,2714.22030229182,1762.54404369593,41.1623307471499,9.93055506608904,6.58255573001102,4.79794111030138,-4998.83782019973,-4757.68371772394,33.6333532792381,515.700291601248,0.95048878930585,6.39940878689385,4.12716479190611,"Canada.PayneLake.TD2","presence",0,0,1,0,0
1944.9204405663,1900.70385654262,3002.76380323606,3185.12454189731,1307.05624070633,2191.96972402843,3640.91604484028,3728.18832373576,5321.16381947098,5641.03843092517,2141.58094056888,-4731.12732362225,-5066.70234930393,-5325.9849006587,-5796.89119352783,-2147.02735769076,793.977312043056,-28.3170005724433,0.0117001822218299,4.06403541564941,-3.86960784594218,0,2001.13178068398,2216.0672775108,2267.94478482713,37.1369093221806,-37.8081446999982,-3.13922686013934,2.78935976021484,-4890.10767192088,-4672.53628558748,42.162342972463,576.48261236178,-3.79046686045958,4.96974189327057,3.35383209771861,"Canada.DeceptionBay.TH6","presence",0,0,1,0,0
2872.32581485828,3248.41739607316,3587.63740089895,3878.42613828269,2118.5195923552,4282.1948349204,4790.91038580171,5415.92560073175,5842.22654270174,6340.84040035414,3456.18024337744,-6243.36679708041,-5665.07481300189,-6036.08394893596,-5882.73722699962,-4682.86409197881,884.487472138253,-296.448598498059,-0.0306650884449482,1.81401193141937,0.338684171438217,0,3400.99890964418,3190.3692614951,1794.09985809357,41.5049788106762,-10.197306637739,91.7498151769432,92.4484719902247,-5377.8246724583,-5386.91342721606,52.7273375084777,1010.14912137166,23.9160701108844,22.328717796024,24.070212080596,"Russia.Yamal.VaskinyDachi-2","presence",0,0,1,0,0
124.580452412676,288.973611322512,408.322659610082,782.181398921634,-370.128066035314,-3008.62342714794,426.30173387313,833.881481366982,1043.89545533658,1580.55353905779,-873.251291840197,-762.745700790591,-1028.08848760467,-945.374407373435,-798.66278110136,586.7002007286,800.800483979462,-307.53654350989,0.171974048018456,29.5847072601318,4.1271710395813,0,288.973611322512,246.786011246318,1152.30946495695,21.9200315502986,-4.59034801106039,-42.571183031043,-34.71439757757,-798.66278110136,-589.634235228291,-3.18131077812438,989.626385372243,-13.8379133585237,-9.62623347810373,-9.69831575002491,"nonveg_721","absence",0,0,1,0,0
1858.93688502744,2653.52039862472,2800.16633414351,2428.78383769248,1129.16703775803,4709.02609241574,4650.9377438833,5745.69489431529,6108.51394261811,5628.37477631572,3135.77632589295,-5323.88381948596,-5578.17236438019,-5738.748648185,-6186.99229179842,-4469.69342564931,477.035495758534,-350.963719969715,0.00645817688200623,0.887345463037491,-0.963254690170289,0,1680.53919612399,2015.37084683688,2137.6267476121,3.77920328932514,94.163847025714,106.965033319854,84.0895876110142,-5429.68616997644,-5472.06672161828,122.567434351762,670.750899182437,-3.37251081727691,20.1514837161486,18.2373081084618,"Finland.Javrresduottar.A-Salix","presence",0,1,0,0,0
4025.47192299721,3629.44284090905,4436.00065425109,4787.95100359767,2695.91810495209,5936.71518069456,6504.1876883864,6035.28588048589,6863.85080418944,7192.76695955969,4905.29044972473,-6327.91807873937,-6473.0240069441,-6677.57675522302,-6960.58332597607,-5442.0697068405,617.850011405294,302.830975188444,0.00362821982707829,1.1981358230114,-0.555171072483063,0,4357.84656750279,4120.67659057909,2152.29335838271,19.2245553770237,-62.6313993626496,-59.7616380589735,-50.8287341455404,-6445.07719929086,-6249.46483923028,-0.954339850893007,222.539987251655,-2.33232414875017,-4.82353941381372,-4.21993025137592,"Norway.Javrresduottar.A-Sphagnum","presence",0,1,0,0,0
927.615906645452,-601.183673942486,82.1885438505807,565.899589779477,-159.308253775236,-4076.62654267807,1538.62368371669,-294.546661558137,484.864643693788,1162.31299919052,-216.861483586921,-936.751781294766,-2724.45139037016,-1843.51339799613,-1634.86980599884,-477.885435498158,951.593393091123,-604.608011155101,0.135578602552414,7.82624244689941,3.50233316421509,0,82.1885438505807,163.042422511558,1528.79958058794,-11.6682682859992,-29.7118355562203,-69.8874855541945,-59.5463318821701,-1634.86980599884,-1523.49436223161,-38.3016518423491,825.566256546782,-7.78732606709246,-15.2485157668684,-12.8064759353751,"nonveg_659","absence",0,0,1,0,0
324.011420805354,-45.0317552820094,107.314222141168,-287.636726423949,215.561416748078,-2519.86845782243,597.566771325922,141.728184119022,375.583049554454,-217.145247859312,272.931952345368,-1169.85297501733,-1912.17183097934,-1865.64446330843,-2425.75457042579,-29.0109010468356,1060.92529466977,-365.259092684359,-0.0876672491431236,6.91941452026367,-0.621766865253449,0,107.314222141168,62.8437155977283,611.648147229304,-18.5347923402819,-19.0432471778972,3.58797195860797,-1.0655966866334,-1865.64446330843,-1480.48694815554,-5.81592095886421,281.745892038177,-15.4939197482625,6.01924330015959,6.57963933632939,"nonveg_673","absence",1,0,0,0,0
2101.75185927725,1528.75533204077,2391.37538305864,2666.39790315927,968.232578133028,354.623538238927,4147.71770684591,3394.46186241006,4712.15592337756,5066.81677726316,2393.58374028936,-4343.05282228703,-4441.86886816362,-4894.04645473585,-5314.48129004149,-3741.64962343585,748.8044496483,-35.2999626960577,0.00794512517750263,0.556319266557694,-0.480656083486974,0,2086.58864888719,1981.53435133032,2051.71612302481,34.8399183684142,-79.4474585873916,-180.122881149838,-127.108788727559,-4664.96358915263,-4472.92155587852,-24.0760038109441,410.902972985764,2.24515351355147,-14.0933361883507,-14.0193215615122,"USA.NorthSlope.FranklinBluffs-C16","presence",0,0,1,0,0
1532.05483026312,1313.085646186,2084.89777026581,1469.6568573211,1463.54170147592,-66.8945235629041,3050.4544729201,2604.9047063559,3904.76962670649,3198.51499740386,2643.95393560001,-3761.86024846966,-3412.10149675707,-3278.59947256541,-4142.52390641482,-3324.73674980584,851.44280708206,-88.5227537307906,0.126259550452232,14.1233100891113,13.063530921936,0,1469.6568573211,1572.64736110239,771.812124079809,-5.19983107850186,-40.6216907410426,-36.6495845090512,-28.5098767039193,-3412.10149675707,-3583.96437480256,-7.02642232587682,398.927734184885,-5.16478052308552,-8.72372930976046,-7.84205453291337,"nonveg_1069","absence",0,0,0,1,0
247.648471749021,-121.715073652855,-48.0755184579098,893.254630566485,-568.625202070149,-1928.24340209824,354.448620664096,78.146852549289,80.1849022616248,1330.12581343626,-1844.64492583435,-921.309398790968,-1479.38001340715,-1626.60760386689,-1172.45867578762,717.349923068073,1830.4054967174,485.376096366323,-0.00057508988538757,0.0403236523270607,-0.000563409586902708,0,-48.0755184579098,80.4974616269183,1461.87983263663,33.9792715167086,-3.87576606289186,1.55339815768275,-0.675225069755709,-1172.45867578762,-896.481153756911,7.74882055051252,2557.00053212331,14.3344959664542,-4.45442266221572,-8.22946365458802,"nonveg_1834","absence",1,0,0,0,0
