"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_lateSummer","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDMI_peakSummer","spectral_NDMI_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","spectral_NIR_peakSummer","spectral_NIR_startSnowfree","spectral_SWIR2_endSnowfree","spectral_SWIR2_lateSummer","spectral_SWIR2_startSnowfree","spectral_blue_peakSummer","spectral_blue_startSnowfree","spectral_green_earlySummer","spectral_green_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NDMI_annualMedian","spectral_NDMI_changeESPS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changeESPS","spectral_NIR_changeESPS","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR2_annualRange","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_annualMean","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changeLSES","spectral_green_changeSSES","spectral_green_changeESPS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
-148.073950373703,271.555537159541,385.722278836272,-40.9698642070064,405.831705349995,2295.83981644944,950.301913071564,2795.73439314597,-146.789186128702,1773.14986542367,2063.90368699561,4597.4866425623,2326.69799317357,1997.31446341937,2118.36767482164,-1169.73720118997,6763.64855213417,-213.044066785989,-1799.90216347801,339.869155752765,626.998457228652,614.163430724996,1098.62142388092,270.593862605455,730.007832880949,745.974865797558,366.942325744943,868.992769000905,565.84270927186,711.174025275179,579.822137909892,548.289005181495,-0.287039548158646,0.112993478775024,18.2353954315186,5.78194189071655,0,271.555537159541,174.81314135302,553.905655723698,-26.3764597963666,17.77883929347,-103.601837897745,15.7241007513449,56.0640793074117,51.9622423390114,8.26504470704506,-51.5125386471359,2118.36767482164,2620.7540921945,2600.17217914293,-3.1709154083923,13.7243137397582,90.8315459755492,-213.044066785989,784.166855286593,8563.55071561218,-30.0078553470492,-0.61119173826931,12.2110086602671,-16.9833839393954,567.694239703247,475.381003192103,1.47119205401975,-18.3765588110198,536.876868323733,-20.6105366300024,-3.2966273345672,-7.25961380524474,-17.8418828616289,-2.44272064811708,-18.6444993202267,"nonveg_851","absence",0,0,0,1,0
3040.19028272056,2531.65948954473,3073.37091587755,3481.06556231066,2333.59387698385,5613.10788818189,5551.40930450082,3803.75282684655,2526.59043968696,1078.48058651996,6307.84639545043,5590.38613089823,6422.46180752367,6842.40956640102,4874.31938431933,-5555.97561673839,-5601.4187573559,-6202.39568586225,-6491.82142436664,-5052.12555272711,2129.66951738237,2278.37293968701,1906.65745092024,570.27905286703,583.866536388567,835.254557171279,331.997194388495,395.017941826565,601.198034937423,519.787904109451,411.904435697594,-77.8959554256603,0.00312086747726425,0.00123509858967736,0.235494035482406,-0.329330688714981,1,2743.43367241924,2667.77360930141,407.989688321611,2.28430979699068,-1.75643824239525,-6.26370523115194,4.03012432404896,31.3779863202669,1628.8361622992,6.44414268876555,1.90555049544406,5683.60388543199,5681.18708059524,460.754407667421,-5.43247488646014,8.80801299985036,-19.954852076155,-6199.11843558767,-6262.31344050342,3076.37798262346,-41.856389213885,-0.736400955453405,0.419129363130454,-5.89280497652188,580.419092236618,497.487242851789,-7.39969453111026,2.25855637326735,266.542651620424,-5.2264604371499,-5.66002543099723,4.21170698179923,-4.37985436928975,-4.7178510441982,5.8646698757674,"Russia.Yamal.Nadym-1","presence",0,1,0,0,0
116.462413463158,-4.00809933314866,278.441335221652,6.72371437649267,-191.226355057044,-2758.34500843896,-3059.29537931751,-2125.12969344015,-4138.05596678544,-3188.88035653769,2413.89392587301,2634.535125339,3403.23192736169,3286.27173890455,2122.18812725313,-2561.27685369082,-3571.1826571435,-3447.65972551075,-3746.30906688674,-2079.48106029182,1530.45606455785,965.278658143957,1625.01709931591,2762.1653672351,3161.67767179566,2344.48688669651,780.90099020534,1102.52183500759,1469.27265574002,975.920131359599,1088.66555110982,252.162577834137,0.308656215667725,-0.16461655497551,20.4929790496826,4.63065624237061,0,6.72371437649267,41.2786017342219,469.667690278697,6.41018267750421,20.9013554496277,-0.679692926423428,-18.7820921960214,23.1500285291188,-3909.54595138829,-17.6298422303634,-31.6318233876363,2634.535125339,2772.02416894628,1281.04380010856,18.1745377714905,8.99693757362603,-54.906914430192,-3447.65972551075,-3081.18187270473,1666.82800659492,-24.6881711082484,-11.7745293002895,14.4753968258375,-11.7414893134081,950.83866281531,876.206253647522,7.43602852183955,-28.5365931828974,1024.73249250851,5.106472841462,-11.8069071081756,9.40692867994604,4.27216720201352,-11.8520849626559,0.787511468872513,"nonveg_730","absence",0,0,1,0,0
3014.76118731049,3041.32947888053,2668.60504943623,2943.48767143722,2182.06485194228,3910.71827446932,3804.39108506282,3885.5164137136,607.333998445799,936.362922978543,5071.00660544654,5448.68513883597,4622.65440681526,5005.63722133914,3737.03766641871,-4939.5963262144,-5292.56035078993,-6450.47282896657,-6208.51995684781,-4013.01362931193,2683.79749402418,2547.13401193612,2429.94532327038,968.672278510896,926.02786356487,1210.19777489317,451.284390204282,849.24235614128,851.512098830626,562.482083338792,739.157356751519,-321.814357427216,-0.000703793973661959,0.00165478498674929,0.115280190110207,0.033634370751679,0,2707.74777341922,2698.49244500578,752.899446385876,34.2227021084489,25.4642491373628,-1.56417966404551,-25.121903406968,110.876892716938,731.737083961637,-21.6764957745931,54.6621584563393,4941.33365998437,4731.25356692944,1179.78878812799,-34.8579718854277,61.288483526221,-5.0197408703232,-5569.49022694372,-5275.96462013501,2803.77397673397,-80.440435822197,-14.0220882500192,12.7551891836189,-4.67425968430659,928.806015220726,534.751337031345,-16.8463151686521,-14.3550138721814,605.934715379948,-6.81071197408933,-17.7641066031013,6.32452120433738,-2.58578710288367,-15.2276339511558,3.80498809924896,"Russia.Yamal.OstrovBelyy-1","presence",1,0,0,0,0
2616.2902640592,2688.98844545535,3037.18292781231,3448.87905312095,1669.67636571543,5037.04931081614,5548.68836128119,2383.85189810829,2552.6859253284,-27.2285991977771,5297.90782483212,5479.22381363767,5959.53076439769,6570.23952082429,3880.41070443491,-5653.29929879694,-5909.70743556738,-6174.63622277745,-5932.93572833772,-4851.42133976224,2043.06713618517,2449.03709732165,1613.20404221254,778.337047725423,754.908173375386,907.013505490403,482.363358956088,414.502478472346,560.737728970398,562.297544318888,651.237052345621,80.975448491831,0.0114519838243723,0.0183443925343454,1.25520148873329,-1.10662540793419,0,2512.56071120431,2314.194359451,1821.34496781441,34.1907075367626,-32.9343108464148,58.8943047494903,49.7259845468864,-59.3286936749606,1485.81942366012,45.1720811806506,-1.93411907308281,5173.2345080952,4878.55572344571,2970.74283384333,27.8336969943718,-55.7207932590792,-15.0130869282649,-5649.23330925527,-5485.93809063129,1183.67915487863,-11.3248794026462,8.46387765070295,-17.3803665212174,-0.695703618562385,380.028950030969,226.814061285571,-0.946198537682992,7.78526118099274,420.263468371084,2.53230648216718,0.873574675602405,3.17886414292295,2.61905783799821,1.05284127893706,4.59643964646553,"Finland.Javrresduottar.A-Sphagnum","absence",0,1,0,0,0
3491.88153340091,2980.15743210032,3891.31299267921,4265.02769031361,1748.17109334477,4780.98907675262,4863.80909419085,1638.37836491229,1507.07429412824,-889.684226544349,6588.60894177553,5745.20171248747,7098.19770812738,7607.68139804458,3627.3824995097,-5976.39672234708,-6167.68477555806,-6716.63410328195,-7047.16638281193,-3964.78946038878,2341.08820913064,2586.74331458558,1914.07601918637,823.900784958802,794.698535726167,1340.68594852729,297.836855495858,693.933337286542,598.953320502868,504.613218218823,345.764342500332,207.285343979756,-0.126658884542329,-0.0951096782726903,9.76210594177246,0.29035300867898,1,2381.25615837981,2449.23248646821,1350.3663678077,7.5660753561976,-47.3376109203466,-18.3604345087633,28.7405605343588,-55.3232414960894,-653.729000293589,20.7202499299219,-26.955371739652,4944.48306102226,4843.82233412148,2205.28240558029,29.71466913231,-72.111150637044,-55.0397936342368,-5796.99172043879,-5420.20873707812,3625.78690144203,-19.5362672417629,1.59296087218872,-23.7090143103627,-7.77311562778521,1059.1040568007,749.974944754519,-3.70684262289413,-3.11402168730053,527.144297153879,-14.9558915583934,-5.09488638376947,0.222090486632905,-10.906490616622,-4.11191955647235,2.26756863708767,"Finland.Kilpisjarvi.19","presence",0,0,0,1,0
2810.28749242121,1592.53827228818,3047.5193603955,3787.94925795339,1746.39959347674,3508.72307446925,4402.45989994686,1518.1831743374,1406.2339014148,-570.695857282527,4796.13034452402,3104.26093447676,4995.10013416658,6015.39170020313,2939.77637217014,-5189.38842896624,-4572.70138823117,-5512.74167416662,-6275.22934035768,-4001.61363454355,2718.03784181244,2967.48006900543,2228.50364083388,1579.73976642263,1323.41760911916,1658.87280268921,482.796460122596,667.649188540019,900.136711487723,792.793618233565,722.965334627065,49.3881525029795,0.0276403054594993,0.0364192279055714,7.77067260742188,1.50100503265858,0,1891.55625710327,1908.57913908687,3373.26220740038,37.0185140359787,-46.5486895734648,28.1355023641708,84.8097847682117,-61.4920065727019,-1232.52997152413,76.6006642803525,-77.8339326958143,3262.75309445074,3367.46300850243,5102.29834789343,73.5036029523899,-59.5325722687692,-75.6253268764933,-4922.30396839972,-4494.72208479872,2096.40703203817,-8.75759362826293,22.9765253043281,-25.2587107542548,-23.8767490081357,184.545107034971,356.200828181903,-4.21244607189496,6.11973142214637,675.694138794204,-8.47104867410803,0.556093630621265,-0.0143308495526867,-6.83141964485442,0.804773432226383,2.79353578313847,"Canada.KluaneLake.Outpost-MixedTundra","absence",0,0,0,1,0
2792.49102079264,3125.52947503309,3304.92430902295,3605.19293936439,1760.50067398615,3490.79570863861,3652.86865210106,1588.62024417093,809.493353454573,-675.162642848831,5020.5455086015,5425.54083625109,5809.74381693593,6251.01710737617,3265.29425458246,-4893.7064639972,-4983.47730250305,-5503.07175518028,-5549.86257072591,-3369.24675078925,2420.57774992898,2711.15016984758,2144.04257963004,1607.96453531512,1435.99656268095,1598.07192299004,593.695692004404,992.408406223351,832.958522860048,788.700948206062,731.816285967772,33.8924146516651,-0.00104423741706544,-0.0114896305733257,3.05490933524238,-2.39866344134013,0,3085.84877122037,3176.05446987203,1795.04600650374,20.8619269882768,16.7027632112315,17.5074887364644,14.5215120807863,77.2209109312182,349.605379064987,9.69936267894188,-114.243615550243,5704.45855743445,5745.89838279866,3031.27307962154,20.1296077439719,36.1867809149338,-100.787654511808,-5244.99794546861,-5332.43790976417,3350.83457369063,-38.4826729086057,1.77151319601403,23.526061831251,-39.1456476916485,1038.89763200829,839.663883728426,-10.8771831824614,-36.5071253794968,672.704573061232,-10.6910609049753,-10.7292500362788,-39.6103753946381,-7.57333282899965,-9.43159808693906,-30.1058401649111,"Canada.BonifaceRiver.LSA6","presence",0,1,0,0,0
404.5461269584,875.124819482177,-88.082723626995,22.8384981357017,233.962620577129,-4147.57766818781,-3021.35389082827,-2460.299065161,-2819.61815736843,-1773.65075366112,2386.54940701472,1348.68487375549,1947.411462089,2105.32304098972,1900.90642931106,747.289686456108,10000,2603.13406874754,-412.799342660923,1138.93205814581,912.988107328853,459.313126579103,887.854780145288,384.255692004934,501.158439551413,776.163623842961,364.048491460077,595.627168436163,722.25054150467,439.509986306226,445.818439715549,-204.85528551389,0.139873892068863,0.458838909864426,28.8310146331787,-13.4085483551025,0,233.962620577129,289.677868305283,963.207543109172,9.47686146562619,-5.2819629410808,-13.2485391727611,-17.9211733643097,-53.6297036837873,-2159.279284074,-36.6854929608018,231.390391465778,1947.411462089,1937.775042632,1037.86453325923,-15.6236870013891,-7.51959899527203,-27.2148449242507,1138.93205814581,2815.31129413771,10412.7993426609,-64.4493905065017,-25.2041655972084,-2.41843068391657,-5.1552721756019,666.132365739862,421.523515102704,-15.5512867336796,-5.31376125211267,485.349308513759,1.90679691349329,-14.7722789677203,0.282146311353782,1.14688190165714,-15.618928135347,6.34522260861708,"nonveg_991","absence",0,0,0,1,0
670.136126719188,1054.91881410198,743.916353280863,1235.14303125122,787.450217568774,-1568.12979324254,-920.28401846247,-1501.58760130874,-1862.33959265263,-2418.64584306429,1559.58224822354,2112.63260415922,1676.95762207562,2401.59632149617,1620.20627616219,-3409.11484766748,-2843.28809062214,-3413.25808125623,-2535.48197418692,-3009.02641025507,1492.38058892587,1883.08208967721,1604.29396520316,2266.44735740161,2120.93382015765,2170.73611041761,930.327550909018,713.61143105128,800.824928815851,826.249046630266,1229.03793747995,35.7039221328136,0.0448121279478073,0.0437108613550663,3.63414263725281,0.433390110731125,0,787.450217568774,898.312908584406,565.006904532034,-4.51208041729175,-122.80666949259,-7.22418114283221,29.5820112523041,-161.961443695017,-2418.64584306429,27.8225189198359,77.8476569663898,1676.95762207562,1874.19501442335,842.014073272625,32.3851566643317,-181.159674855138,87.1349964167199,-3009.02641025507,-3042.03388079757,877.776107069308,33.6012643646369,15.0269807981283,-89.0983575477328,45.5353504316417,359.497551991338,249.64520794572,9.60173876714309,29.1027074487934,750.649075502977,-3.35635190178489,11.6915872809287,35.4399698031405,-3.21597820915579,11.2026065877997,31.7630578501968,"nonveg_764","absence",1,0,0,0,0
