"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_SWIR2_startSnowfree","spectral_blue_peakSummer","spectral_green_startSnowfree","texture_NDVI_peakSummer","topo_eastness","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NDMI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_changePSLS","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeSSES","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_SWIR2_annualRange","spectral_blue_annualRange","site_code","presence_absence"
320.228451833835,420.457620183124,132.526794805395,-249.115629174927,10.6731943530151,737.307116498663,801.477509350893,61.776612080108,365.210142996725,-1253.95290100948,-1125.3278146974,-1479.2506571616,-1908.84973570619,-1594.55521317103,2318.68240338301,685.196585169876,907.865424949518,316.52329372619,0.0202740374952555,1.25611102581024,0,132.526794805395,126.954086400088,669.573249358051,38.6944071851024,16.5931488687097,11.997117724072,-3766.08349216872,493.254323802804,19.0749402611967,-1479.2506571616,-1472.38726434914,42.5752890201941,13.0993724576184,9.4702243937577,253.137361433556,185.576449082274,"nonveg_900","absence"
1011.2228962339,548.860870681089,270.996995828019,398.692956709903,1017.71248038368,1412.71956652438,806.387151177415,620.165222478792,1401.43295260963,-1119.66988500834,-1674.16822461221,-2119.74265682381,-1987.56319046956,-946.843012736632,3421.0415004376,1616.02038952537,2202.60051087719,-79.36199122775,-0.000421104254201055,0.099735900759697,0,548.860870681089,649.497239967316,746.715484555658,-0.32447920748902,-9.12114006299171,19.8474196323621,-1899.90975164304,938.276032092764,-12.1064253432277,-1674.16822461221,-1569.59739393011,-8.64134361358526,-8.49052777235436,11.968490660293,486.254773449429,367.281428091315,"nonveg_894","absence"
3086.52246348677,2712.23249747615,3635.01236796922,3782.1338382916,2565.21478012516,5709.55009440842,5117.09485255318,6889.57110326611,4921.23734908064,-5901.44879698572,-5718.46246456463,-5737.98196196104,-6069.83185462927,-5358.95246956067,1119.19956910874,499.495567290482,646.065388554519,709.538471849205,0.00911545318861803,0.893373171488443,0,3012.39978364141,3262.1935454199,1646.40891854781,9.22495302709638,-45.0699603805619,-32.8726308340867,873.367430215047,5966.95871334696,-89.0609010828835,-5919.99437859242,-5853.46452126529,-40.0431388242286,-24.543366624893,-11.4687381659046,573.69712794264,354.7718456059,"Russia.Tazovsky.Burned28","presence"
423.625870740905,337.829268361555,170.987199441118,276.867576823901,482.224118643817,1717.12248884127,1649.21179531174,1699.97230552434,1938.89439752818,-1658.95750100763,-241.101774559065,-1388.11003561265,-1706.34708691765,-1629.54039800395,1941.05207675792,557.861208503286,1046.01693542448,-481.864870259032,-0.0957410261034966,32.2242774963379,0,337.829268361555,338.306806802259,311.236919202699,-3.90654986019414,-3.9214954586216,5.95864531858706,-2184.73650259786,1813.13216530335,13.3513901402538,-1629.54039800395,-1324.81135922019,-1.96114020024526,-4.57093807017073,-15.0938796921655,1519.36322572662,390.355384743707,"nonveg_1442","absence"
1271.00462091367,494.311943626784,572.055013326474,1072.01491747722,993.378634279422,1752.61653860454,893.870926430738,1575.62452802409,1392.71587081335,-1641.40581861788,-2233.69270803901,-2275.81427223208,-1823.4709139762,-1833.68099825413,3346.48082102891,1485.54379387309,1999.20351607516,-188.687090614598,0.150892600417137,25.4662761688232,0,993.378634279422,880.553025924712,776.692677286881,11.1050394653697,-29.4094061265142,-4.31905942776057,-1099.23037621216,1322.97413941163,-33.8577467552162,-1833.68099825413,-1961.61294222386,7.69100718544989,-23.7650745920475,-11.096090007935,548.104863626567,254.00343413872,"nonveg_915","absence"
493.753882017488,460.927865353094,212.245351887919,701.212215142119,-98.2659941652861,1379.29047452181,1279.60509428875,1781.12133439359,337.717920329763,-1484.62608906815,-1491.05642042174,-2123.64151311174,-1524.2200688155,-1676.44468781565,1907.56256833777,705.87136724273,763.742816440127,-475.877439399403,0.00822595879435539,1.21331322193146,0,460.927865353094,353.974664047067,799.478209307406,28.1914226753702,-32.5977908836134,15.5426570915734,-4056.87727239506,1176.64927594949,-45.0406518786686,-1524.2200688155,-1659.99775584656,9.13421898797611,-26.2392013110724,16.3154675915833,270.052190797911,201.616365306012,"nonveg_684","absence"
-250.514547584377,507.770225457936,134.456959201368,489.206903560991,-14.2630366457757,-586.690136149605,295.921119097765,433.773792011182,-562.665474886333,-472.176641152302,855.463696594262,-0.277131708763235,40.2163861935764,600.201665201671,2466.26591511604,825.639588328259,2051.25727341416,183.854138131354,-0.266936182975769,20.6628475189209,0,134.456959201368,173.331300798028,758.284773042314,-10.2718048234175,-29.5624953633019,28.7164050966591,-1790.18105897846,-88.7875241767733,-38.1708927473381,40.2163861935764,204.685595025689,-46.6251437545206,74.1660915566597,-217.278281419342,3552.79279308576,1104.79154049782,"nonveg_1161","absence"
1796.58957866122,1763.67600000966,1867.55380760627,1972.94671499945,1278.16903576542,3620.48442497475,3731.39450220658,3944.97197463542,2568.07105438569,-4045.93033400902,-3999.37747609403,-4407.51712683036,-4592.43800929496,-3032.82761481762,1423.30753271955,576.300090751697,952.006020853052,37.6940831970562,-0.0052585448914518,1.28184160921309,1,1700.8595319572,1648.31189168142,1086.14217669826,24.136492815517,8.42740385091223,-24.5861156467792,-1195.20110681006,3408.43822860543,14.7445234449509,-4330.82687276065,-4116.44644675097,5.5276974813184,5.0397747786346,-12.3100011109514,903.32655209175,308.494784598484,"Canada.ClearwaterLake.LS1","presence"
3438.46411284034,2214.06121756562,3566.49854858982,3908.3866160266,2463.70832550325,6575.81737102733,5149.71786073696,7194.2829416816,5569.60877419217,-6046.23005987369,-6571.86746007029,-6179.36633439518,-6663.22601003396,-5308.40185976573,924.258987826323,338.505811736967,555.363713388041,321.570249335237,-0.00958357813457648,0.926979660987853,1,3400.53620512752,3224.12882522492,1963.07744418419,27.6200634757346,-1.85153290271539,-70.8550391041064,1384.19881754312,6518.32338653413,15.2342592462671,-6140.62947814379,-5969.62517744472,-13.8768081631044,-0.273908505359436,-39.8330266207578,360.144216162774,270.022056871437,"USA.InteriorAlaska.20","presence"
2695.73715003845,1706.27157078318,2893.54341493277,3411.42711974735,1162.19328222454,5511.08365560256,4182.38819131508,6574.41470389447,2857.54057265772,-4547.39591360684,-4269.61402588384,-5513.44095175665,-6362.89009788361,-3239.23288198708,1230.3260261556,367.203743115751,701.040051291735,-57.079804004383,0.000408992908584575,0.222558622558912,1,2513.95376448584,2478.82034783854,2397.68128560824,28.1988607555697,-23.751902044056,-33.738353657153,227.645126723726,5318.92106967147,-33.1617694132008,-4997.90143555837,-4659.67511026457,-45.2170447313568,-10.6610078122768,-13.9589212512308,255.831931926862,98.1465905344705,"USA.InteriorAlaska.23","presence"
