"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_SWIR2_earlySummer","texture_NDVI_peakSummer","topo_eastness","topo_northness","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changePSLS","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeSSES","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualMedian","spectral_NIR_changeESPS","spectral_SWIR1_changeLSES","spectral_green_changeLSES","spectral_red_changePSLS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
2593.13814149683,2628.02875938063,2661.15366964552,2816.2526805272,1826.76501103497,3174.01217753366,4977.45695205139,3346.96420755948,-4557.4105797677,-5093.17856684365,-5531.50574177971,-5432.80169565779,-3839.53212630732,1402.60199561798,215.077789264271,0.0131352729966036,-0.0199971411687632,0,3080.77128018395,1329.26660347403,8.16225139434081,46.7693180324974,5315.92065805622,5369.7694267916,2006.91777769816,-86.9961708381576,-5498.17165000493,-5722.13056028774,-23.3552392205507,-97.7705842230719,98.1231087325145,2493.62396380783,18.8891268658292,38.3042443690584,22.7652757743596,-19.8179424794552,"Russia.Tiksi.ShrubTundra","presence",0,0,1,0,0
-371.129271072062,245.088028153215,74.6219619278862,590.52310807203,600.410337014128,-823.62050222861,864.984006575182,890.689855666887,-3186.01615792467,-2359.18793089589,-2779.19283608934,-2107.16659875281,-2188.58100174992,2842.00636470653,49.4541729375973,0.384139955043793,-0.2020473331213,0,245.088028153215,971.53960808619,-80.9616340071825,3.96432712151928,552.745028762684,456.742979037209,1189.8922833278,-13.7322226682089,-2359.18793089589,-2524.02890508253,-83.1195963478963,-15.6285171473612,9.76755593473159,2704.72357655211,79.9387459644388,-20.7487875443452,-9.34123254989188,-25.4730123043958,"nonveg_1309","absence",0,0,0,1,0
958.832060079127,1270.46493486092,1297.48065164041,1442.78045334826,820.864349297554,-521.380829161252,2744.63466751437,1327.85604066939,-2843.73036387016,-2594.98551291851,-3136.63354414855,-3117.26897686563,-1131.21276998986,2087.00591028216,377.541181141749,-0.0663691032677888,-0.0450790990144014,0,1348.26600098468,1684.2418501216,24.6090405385065,-4.39983382724067,2454.4848267394,2124.96466657344,3160.70050721662,-39.9809511318407,-2556.81812060623,-2482.90872283996,-17.0108230912588,-32.7754878602809,31.0836231153147,2124.19215199634,14.5168512655827,5.63546386565838,8.25965448553996,-18.3293145078692,"Canada.Ivujivik.TP12","presence",0,0,1,0,0
2018.44822094685,1764.42210614856,1927.83099452771,2272.90342616282,1258.59776644406,2179.73279529188,4287.59352665839,2742.9174957005,-3953.84703411664,-4230.16396338105,-4866.18115641003,-4709.09696855919,-3271.07416169681,1434.35216036228,634.202398612107,0.0491603352129459,0.0132766747847199,0,1878.95268450479,1038.55599663079,12.9686507463562,42.1663970247181,3633.20972211446,3784.26614145769,1566.54980802989,-59.6627154543108,-4440.57182356673,-4068.27111504186,-55.9060102753485,-24.4759568153354,127.971682723776,1951.89860181664,16.6934293124809,76.9588710956002,23.7262679589216,-10.8334046836529,"Canada.BanksIsland.GreenCabin-C11","presence",1,0,0,0,0
885.262855443574,506.243488991384,383.132431356828,570.385988489704,465.400353416792,-2035.66870080458,1509.02740211069,799.873961512619,-657.707081928934,-1104.25200192347,-1517.47491141624,-1369.50237294211,-661.654285769839,2401.72387780791,385.109241325777,0.0410287827253342,0.166413396596909,0,506.243488991384,502.130424086746,18.2548913924688,6.15555288172777,1285.06998694638,1298.56739532791,904.440861931423,-11.7872323770691,-1104.25200192347,-1062.11813079612,0.171617558300242,-7.78802834074352,20.6611454746386,1260.15796882846,-13.0790403747374,-8.87410509756239,3.92772525283745,-3.32742678990171,"nonveg_874","absence",0,0,1,0,0
620.851430220494,363.381760402292,548.785349464299,189.506919143633,113.22851566582,-1095.39564561634,539.562052050405,647.868183174264,-733.856606782723,-1249.81079977667,-1060.27052060429,-1520.89056268397,-1031.30308265963,2208.95465054684,5.98395900031806,0.19697593152523,-0.325648635625839,0,363.381760402292,507.622914554674,18.8008486872102,-18.5403589062007,752.660553736024,822.687490523606,644.433209672711,44.9789349883815,-1060.27052060429,-1119.22631450146,11.016536143589,46.0620042079684,-18.9540279172381,2345.55105015321,-25.6391309600248,6.15865922760886,-7.12666114854107,-2.90200599648101,"nonveg_907","absence",1,0,0,0,0
1106.38401475707,1165.31457728758,1174.21776832423,1149.77135072102,681.221987555738,11.7777498472503,2091.49521328974,1141.235200323,-2201.67573645531,-2435.04652005021,-2602.89516366759,-2820.84190437773,-1607.40518537994,2343.94940427982,148.699322955624,0.0102751225233078,-0.0219746269906561,0,1309.29140060628,633.901741699576,12.6207491260008,79.2377177124471,2157.27645295988,2027.62537095891,872.333180652525,-68.4537987316633,-1712.82273269898,-1835.68054412326,-30.0627670977472,-48.3105095337764,132.550800946204,2471.56446658627,-5.59788281844399,57.8403557846669,26.5637663203262,-15.4764820798591,"Canada.PrincePatrickIsland.MouldBay-C00","presence",1,0,0,0,0
4282.49515353883,4303.36199274378,5080.15794073589,4622.37742080538,2829.32782944579,6412.2899252309,8078.09436613764,6038.24537215064,-6461.57765018013,-7042.47752292374,-6827.80765272816,-8155.44890208906,-5378.44937225219,979.026016638915,267.97967681634,-0.0473862715065479,0.196749690175057,1,4607.2120756888,2163.16882803146,54.803621950156,-37.4616847815537,8209.91800804088,7796.37098637933,2653.84784203872,-35.3871403615389,-7241.27295810872,-6518.2626892757,-19.5446095169264,-2.24178592423203,8.34662348669161,2961.56359897505,6.31713900748218,-3.47136908146253,-4.14086943354027,-0.877349990347724,"Finland.Kevo.9","presence",0,0,0,1,0
3698.89139783822,3467.76561564056,3958.02058204133,4484.06102112182,2439.85755258328,3952.99945606532,7215.92950899628,4604.59819450881,-5841.82264132327,-6648.67458951366,-6786.99182093944,-6618.57259294028,-5070.32918539731,1195.28045535111,-193.993942604692,-0.0693720579147339,0.0863502422968547,0,3620.39467218332,2175.88569552925,55.8012521231657,-0.497912606194404,6067.34933805778,6169.23365035899,2762.6009309342,-59.6659571099181,-6297.3963164727,-5926.441569381,-25.9688165681824,-33.5389640284488,38.1641014076674,2612.99897486902,4.39719484479265,4.6733163435633,5.27384455769618,-6.51208049943057,"Sweden.Abisko.NT-MesicHeath","presence",0,0,0,1,0
2573.86943745204,2441.19098407413,3090.21059288332,3167.45394394414,2016.45901440866,3465.32323399109,4724.01163966329,3164.20403183231,-4677.9233275361,-4446.6638551568,-4894.86309799214,-5480.4569260542,-3818.72704440565,1309.75595293827,598.37688888438,-0.00655312075590095,0.00146384723484518,0,2380.65555554094,1473.38567253233,23.7742230011278,0.805071998631298,3124.58859426564,3192.10744821439,2186.90658803279,-76.3373083751014,-4271.28909020438,-4612.56375956963,-10.6797038010292,-57.2647052894471,80.6542317980941,3036.76716175518,8.66479860387558,49.6009975589243,14.3642393147217,-8.21662249981793,"Russia.Tazovsky.Unburned28","presence",0,0,0,1,0
