"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_startSnowfree","spectral_EVI2b_annualMedian","spectral_NDWI_annualMean","site_code","presence_absence"
221.147687548967,1509.50932256309,507.809640873776,-2318.37322974699,-1028.48502704798,-1930.33542439185,752.097146540232,-1721.5921182518,"nonveg_902","absence"
2177.56208316109,2557.97865981455,1484.13046007984,-5299.03034979362,-5538.91426696823,-4096.23500228539,2403.72634467566,-5223.80671890808,"USA.YukonKuskokwimDelta.4","presence"
4417.0058417929,4607.47854711,2759.99475463378,-6916.37006415893,-7219.04885686455,-5613.58845408257,4692.55010923893,-6707.19570512824,"Finland.Kevo.11","presence"
2516.5966107861,4081.35698241165,1251.20455614897,-6139.40297877417,-7376.94083161944,-5035.74196955113,3212.72288429791,-6453.09961540227,"Finland.Kilpisjarvi.17","presence"
3541.69239758651,3842.83025687846,2243.67440752108,-6214.69704077125,-6651.04474721,-4750.4149227162,4244.85681779855,-5632.86080326218,"Sweden.Abisko.VJ-BirchShrub","presence"
1142.73576477369,1262.32400343626,785.274987822057,-2825.47076263174,-2778.52041757255,-1116.437174597,1390.49478563182,-2935.33278108778,"USA.NorthSlope.HoweIsland-C12","absence"
3202.39752406744,3675.16264812067,2230.16365806933,-5849.12426129928,-5795.72543153984,-4111.13100085955,3310.04883324892,-5501.79047672722,"Russia.Yamal.VaskinyDachi-2","presence"
2235.38242199457,2618.60846677836,1971.3657891061,-5545.3026313418,-5903.53666473523,-4304.51640181731,2106.07396322555,-5795.93319687769,"Canada.ChukotkaRiver.TH1","presence"
3117.86908947608,3819.12812819451,1727.63362978355,-6154.01502901999,-6334.20704940232,-3986.83725329252,3532.45575310299,-5447.61531554986,"USA.YukonKuskokwimDelta.15B2","presence"
967.752258335486,710.899270825701,-78.9844232052608,-1238.51237757796,-1760.29573228231,-1681.93796948369,710.899270825701,-1638.72260998169,"nonveg_935","absence"
830.774727164599,565.534016455672,351.096314993369,-413.476724026522,-588.648499346667,-541.901813841063,565.534016455672,-739.94258550569,"nonveg_572","absence"
2905.32648230721,3144.73662042912,1674.04000027292,-5785.84551961642,-6633.32070494304,-3415.67035133317,3091.09966779971,-6204.15871070986,"Canada.CoutureLake.TDA7","presence"
167.811107012715,-624.746201295309,-201.149155624261,5371.70207039088,7236.51507526409,5344.1943409244,-223.298813936931,5491.69191589764,"nonveg_1290","absence"
2228.98757816195,2542.92161337643,1620.72687036006,-4877.38131232774,-5136.87637646093,-3610.13140446529,1865.44501678559,-4153.47913577921,"Canada.PayneLake.TD0","presence"
541.706724150983,464.501503903029,401.370458562493,-2118.34021169156,-2425.90992486122,-1850.81809430518,541.706724150983,-1777.31689716925,"nonveg_867","absence"
1046.54341369709,703.950588195725,188.756405467927,-628.261956331514,-1471.1979814831,-2129.17703542126,466.618904730602,-1653.15902017397,"nonveg_814","absence"
243.365833142708,-72.733906426569,-956.332920122858,-445.60525672879,-1465.55594308598,-917.967775232181,73.5697245199823,-909.16178524081,"nonveg_842","absence"
2462.43667334546,3739.66040826602,1996.6890867399,-5292.62392276957,-5711.32179390093,-4005.59998884177,2928.06059343333,-5352.53032017249,"Russia.Kolyma.OW1","presence"
2005.72645200624,3486.12634825872,1990.65491900062,-5784.72229700632,-5697.78232365327,-4563.70231321262,2519.34511350528,-5955.02129352498,"USA.InteriorAlaska.24","presence"
3644.59601221021,3714.15315880724,2412.7625828007,-5923.56837180903,-6056.4061249682,-4855.88898607939,3490.44373640708,-5932.25256555735,"Finland.Kevo.1","presence"
1433.73761888077,1915.22037433007,1161.05734475814,-5335.98738699765,-5630.80066083791,-3937.71101659124,1861.98377131549,-5135.6582163341,"USA.YukonKuskokwimDelta.1","presence"
4552.93267483554,4780.28388041836,3004.83754968185,-6458.53752566493,-7361.57247471902,-5163.16382854125,4173.95034388705,-6439.64838240933,"Finland.Kevo.9","presence"
2456.9227700336,3332.35742366683,1655.03058951675,-6024.62454899536,-6868.35892009626,-4488.05832041108,2826.32415606306,-6072.71902565675,"USA.SewardPeninsula.19","presence"
746.503184966477,1445.42918833593,930.783118200773,-2550.74889159591,-1941.51805969068,-1875.65566599001,1043.37053326962,-2251.78153070114,"nonveg_807","absence"
1858.97437499517,2418.98115677013,1391.66499737689,-4442.80140739854,-4477.20132625185,-3664.27653511516,1545.70000989403,-3854.47973842767,"Sweden.Abisko.NF-Wetland","presence"
602.915003589402,947.836561220279,442.074997820809,-1584.91367391883,-946.716979976797,-1156.60422207694,486.798192136808,-1448.08677033168,"nonveg_809","absence"
2792.67155705504,3005.10075478168,1716.85268158377,-5564.8874614897,-6270.43704005916,-4325.64621691538,2635.68897596692,-5849.65141128955,"Finland.Javrresduottar.EC-Sphagnum","presence"
886.43542872023,775.201963698222,767.423887537507,-1620.76163391196,-1998.32852057819,-773.657631927977,775.201963698222,-1603.5067404765,"nonveg_882","absence"
2067.57003829938,2536.92733775495,1239.76647673237,-6000.25285625453,-5949.34380814176,-4209.10248974821,2392.34415583079,-5919.76289589091,"Norway.Javrresduottar.EC-Salix","presence"
967.752258335486,710.899270825701,-78.9844232052608,-1238.51237757796,-1760.29573228231,-1681.93796948369,710.899270825701,-1638.72260998169,"nonveg_935","absence"
1453.14394785651,42.7149442378033,1237.73661858055,-694.976388290993,-1925.37114301649,-68.1931475615858,617.018239537448,-1121.91122807102,"nonveg_677","absence"
-483.281948509664,-58.4782241203477,995.541549953238,-2863.21018943329,-2406.66110498481,-720.723877764762,321.64447290997,-1909.72563949833,"nonveg_674","absence"
4175.72922093817,4437.05297277555,2726.81591418383,-7188.71173709533,-7497.49904846627,-6001.80849610288,4304.40216296882,-6840.3104696407,"Finland.Kevo.2","presence"
2905.32648230721,3144.73662042912,1674.04000027292,-5785.84551961642,-6633.32070494304,-3415.67035133317,3091.09966779971,-6204.15871070986,"Canada.CoutureLake.TDA7","presence"
692.167951439478,1229.99648221467,304.037401237797,-675.629241800079,-574.273793808218,-49.8590433730863,432.816151772211,-839.516978902792,"nonveg_923","absence"
260.945552806285,382.089989339981,-159.225075505369,-2669.10073574495,-2935.1879017133,389.905712019697,297.315909610268,-2170.93232697512,"nonveg_1672","absence"
261.679080637704,-132.609509179383,311.499892689614,-1555.62401508766,-2403.02010019263,-619.783462222049,139.194438740287,-1641.57749444432,"nonveg_1654","absence"
1569.74962920456,1673.54284000608,1538.70178658094,-4638.2190495048,-5693.34802908519,-3662.88402710203,2304.88237482116,-4565.62327301299,"USA.NorthSlope.9","presence"
585.234311936238,377.029113510024,438.863561838628,-999.784245319503,-1269.08388442541,-1028.5459612204,438.863561838628,-1057.93719363194,"nonveg_912","absence"
3364.62306191414,4060.71450854929,1329.33050496313,-5856.32566829607,-6016.1108697055,-3003.98078135991,4135.15596387935,-6519.6377875567,"Sweden.Abisko.KJ-SalixShrub","presence"
2404.50207239783,2846.00372951425,1681.13108351234,-6164.756169411,-6521.10572227753,-4680.89892137579,2574.50269642207,-6101.32668306728,"Norway.Javrresduottar.EC-Hummock","presence"
1897.14756798483,1945.21626063108,989.969002660406,-4413.5863210267,-5486.2111724743,-3407.41218550409,2160.23472026397,-4497.8908435446,"USA.NorthSlope.FranklinBluffs-C17","presence"
4322.82661668092,4778.53827885865,2648.10770163776,-6562.8878424409,-7400.33913956376,-5855.20751350793,4472.15773908765,-6801.03300044401,"Finland.Kevo.14","presence"
2958.70588572358,3515.31912295972,2367.49771705047,-6981.62160804915,-6905.81467590254,-5751.57410672515,3215.24002947727,-6660.44560196489,"Finland.Kevo.6","presence"
2982.84760377538,3337.38188842316,1960.97535231487,-5486.6529967992,-5389.28285521096,-5423.43170905867,2790.88041760161,-5136.15417354618,"Sweden.Abisko.NT-SparseVeg","presence"
778.877256479906,792.42196396405,461.124804962846,-1536.87168703648,-2021.08025055312,-1036.45882115789,778.877256479906,-1665.99539828732,"nonveg_861","absence"
3372.40206094954,3427.42679851828,2375.54059391348,-5820.40346369635,-6495.98468021552,-4500.02807573591,3128.3215171171,-6101.33741220553,"Finland.Kevo.5","presence"
998.0377698213,673.180141072818,762.396115480555,-1796.84663867378,-2467.93200495414,-1838.73195403236,729.14788392261,-2143.41869452491,"nonveg_986","absence"
359.691553274415,997.270466863396,372.871253086257,-1551.96010729596,-1166.51494015823,-1169.07035575502,586.192519835924,-1416.84014945975,"nonveg_922","absence"
2660.00981445266,3177.7175607511,1747.15352707846,-5278.85146953232,-6138.30959341119,-3702.66830972614,2843.01982114791,-5247.66563353333,"Canada.DeceptionBay.BEGL2","presence"
207.974412229974,316.626424857539,-45.5817161352974,-2667.5683959287,-2649.81504506762,-1821.44804379636,207.974412229974,-2603.18524432243,"nonveg_719","absence"
260.945552806285,382.089989339981,-159.225075505369,-2669.10073574495,-2935.1879017133,389.905712019697,297.315909610268,-2170.93232697512,"nonveg_1672","absence"
687.702118147608,615.187150254709,172.825552746685,-1424.87633573415,-1740.33619644392,-1458.93673426938,172.825552746685,-1919.50915314882,"nonveg_693","absence"
230.189786208183,-77.4183018916727,-30.8438489691914,-2935.83620355735,-3205.44675506399,-2289.80879232603,230.189786208183,-2424.33507384676,"nonveg_663","absence"
948.845543163061,612.483746622829,242.429827522896,-1842.72443077893,-2528.33838550637,-1029.05660214622,948.845543163061,-1696.07312182657,"nonveg_954","absence"
203.956915738605,-70.1898404390915,-333.597767982209,-3317.06127043675,-3873.66713727442,-2253.45080644099,-70.1898404390915,-3170.70404911849,"nonveg_730","absence"
-1073.16362436618,-83.510439400289,-584.480996963068,4040.56638623708,4209.8346710259,8354.75747456148,-584.480996963068,5074.55185011867,"nonveg_1810","absence"
680.370469340956,483.796884503171,512.970147073145,-2663.44237947316,-2946.70848590328,-260.157978103611,512.970147073145,-2288.98809462763,"nonveg_619","absence"
-91.7105793761092,439.804421415375,-411.538536774459,-313.160417541422,0.399375221013372,1798.86443544585,-91.7105793761092,178.261522126124,"nonveg_1642","absence"
3008.14282319362,3789.10708371908,2153.15698069937,-6355.80659655821,-7092.56528394118,-4940.34723727839,3208.69905238905,-6293.23726404272,"Norway.Javrresduottar.A-Salix","presence"
3541.69239758651,3842.83025687846,2243.67440752108,-6214.69704077125,-6651.04474721,-4750.4149227162,4244.85681779855,-5632.86080326218,"Sweden.Abisko.VJ-BirchShrub","presence"
3016.18588403033,3818.03539338653,2339.56661944607,-6473.11351863309,-6903.62148506539,-4596.80851879881,3671.97651280906,-6853.21954013457,"Canada.BonifaceRiver.AB2","presence"
2820.92503229528,3663.22831448614,2180.60032556963,-6093.13224348714,-6262.54965752725,-4636.21517883345,3040.41133535439,-5903.2773042628,"USA.SewardPeninsula.QuartzCreek3","presence"
1901.47708743559,2373.17617405014,1247.37577186831,-4886.52843869981,-5492.42301125915,-5421.0206592246,2352.9618276176,-5254.43763998013,"USA.InteriorAlaska.1","presence"
719.507840565971,371.039070194817,720.218083146507,-2461.19395860299,-3630.12771095765,-2248.73000421467,719.507840565971,-2807.03736861704,"nonveg_832","absence"
3688.64691161779,4249.25548539136,2518.14982207475,-6397.98581708208,-6751.47479472016,-5414.4235400789,3656.58644463543,-6028.04369664061,"Sweden.Abisko.NT-MesicHeath","presence"
663.36496374156,551.524249984216,924.349481441862,-1280.33858717349,-1701.56089464297,-872.669373870968,610.599570419518,-1456.25483188172,"nonveg_700","absence"
