"spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDVI_peakSummer","spectral_NDWI_lateSummer","topo_slope","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NDWI_annualMean","site_code","presence_absence"
1912.46964256642,1440.28908184897,5300.3288952034,-5208.59347432811,1.38867788314819,2961.93726379738,1134.2143826094,-4619.23806242661,"USA.NorthSlope.Sagwon-C15","presence"
59.8958182055387,-47.2079382392045,225.85158104727,-501.435832812142,4.21474647521973,59.8958182055387,581.394023636892,-797.396686291369,"nonveg_995","absence"
546.382983753639,272.201552531343,1932.09940339845,-1917.55093785689,4.41285583708022,528.679571555552,446.992955022853,-1452.09571846473,"Canada.Ivujivik.RTP13","presence"
285.675585314007,377.830483861011,2325.57338204864,-890.178380480967,5.99322652816773,377.830483861011,1217.56316467766,-849.702832797877,"nonveg_542","absence"
-92.4417251550528,-658.480414346929,1902.95293109984,-2019.17356913886,0.0436437577009201,228.495323003309,1169.9699756253,-1713.00510889603,"nonveg_1654","absence"
3010.03833403867,2553.36936380836,6934.03722000084,-6545.96479134095,5.72267730500963,3715.04106757617,2018.97686344264,-6228.76713930714,"Canada.Yukon.SWEDE","presence"
2310.5889714579,1994.41991602481,6860.78964081405,-6066.59070441352,2.80321645736694,3287.26332805493,1571.64145413378,-5512.02722021568,"USA.Toolik.S3","presence"
428.499170554031,211.470086117957,1758.89937237364,-1029.42624311247,11.2518472671509,428.499170554031,766.201012582345,-1261.13025319343,"nonveg_681","absence"
1773.27403017636,1129.4458084135,5562.59234409426,-5545.74815058368,0.205136880278587,2824.97308431586,2886.4681806548,-4433.96076407095,"USA.NorthSlope.14","presence"
1279.15953743374,1468.30932007346,6379.23274679675,-5558.23879655131,16.0541736284892,2295.37953059318,2763.93741639081,-4827.17402965993,"Canada.KluaneLake.Quill-MixedTundra","presence"
2639.74606867159,2038.89859697453,6337.58804045878,-6219.3278756761,8.32347615559895,3273.67627603674,1882.80085520363,-5146.75012427066,"Canada.Yukon.UPPERQUARRY","presence"
1041.72292921932,145.345147788875,218.235416355118,-1603.7799149446,21.8847503662109,153.76701748054,1012.66756996033,-1137.24151686497,"nonveg_994","absence"
3782.61540258843,1909.93161954814,8015.82649938884,-7112.22234037873,0.515961229801178,3879.35187112764,3045.30819737164,-6227.34413445754,"Norway.Javrresduottar.A-Salix","presence"
2564.00291209247,1941.36619708346,4784.98772226003,-5135.67257700812,0.946326076984406,2364.23559682882,1807.19909115995,-4884.48145863663,"Russia.Yamal.VaskinyDachi-3","presence"
682.235723404948,1594.30645170247,1280.40280550455,-1636.82476343431,31.1720294952393,1594.30645170247,1649.76642670918,-1818.22964089557,"nonveg_647","absence"
205.858308500424,693.289549632404,1375.87846740431,-1988.02237439993,0.798784077167511,468.894074084293,487.431241131979,-1765.37849634894,"nonveg_968","absence"
1663.51360721087,1255.79717196404,3917.06418441559,-4760.72620292241,1.95790175596873,1882.07686248178,1476.55588384648,-4593.67987844882,"Canada.BanksIsland.GreenCabin-C11","absence"
721.828895268909,847.486310222225,228.414044009056,-2086.13665801998,0.847245991230011,483.904437054757,682.866066707079,-1967.77165267624,"nonveg_583","absence"
3206.8379553099,2142.40102974293,7422.64701060992,-7431.80233508032,1.89497172832489,3371.89551230657,2797.05648023278,-6238.17961650168,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
2545.83954728062,2621.23127808812,6174.3963315699,-5592.85492885117,1.48435473442077,3509.84431478274,1628.6141543818,-5832.48135786798,"USA.BrooksRange.6","presence"
1787.7727691995,1035.81869623776,4236.01337524574,-5018.42207121932,0.338950538635254,2080.48825742071,1981.7547139203,-4697.30240591356,"Russia.Yamal.OstrovBelyy-2","presence"
411.836767139259,953.940174514976,628.824062553049,-59.6415334413721,3.12220048904419,807.600148119274,960.043412291199,-659.843319920044,"nonveg_958","absence"
2893.57448871315,2218.65259645958,6885.6044907118,-6340.2079118177,3.64831423759461,2928.02161713775,1827.57090787772,-5534.6169987009,"Canada.PayneLake.TDA0","presence"
1551.38702801395,1235.78667623224,4982.89863243366,-4812.93371418297,1.73243888219197,2173.26428837398,1623.57068049199,-4294.53287509447,"Canada.LeRoyLake.TD1","presence"
-424.548639692889,-171.125450641173,1430.89901258575,7715.99467964781,37.4029350280762,-88.8173398276797,502.606974522637,5594.09939793517,"nonveg_1290","absence"
1779.63724661715,1490.75331368344,5090.24354171788,-5380.58593448853,0.881247488160928,2357.84173557175,1882.13799912596,-5206.03239438742,"USA.YukonKuskokwimDelta.15B3","presence"
1153.76333951162,586.149741680278,2044.84289416823,-2370.10304994254,1.69965459505717,1374.35173851035,1682.91473972448,-2562.69860685371,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
206.857965145223,101.650014818033,176.867371117979,-1414.25167317724,24.4778156280518,104.13147047837,324.740006357978,-858.646717390656,"nonveg_761","absence"
1559.89736750447,802.019645654842,5232.19645089413,-5140.17017695175,0.588987588882447,2245.68094188243,2819.00485216521,-4140.49651391368,"USA.NorthSlope.FranklinBluffs-C16","presence"
2375.8666738593,1747.48074328755,6769.94308942783,-6419.84926722254,2.12325016657511,2872.02092069518,2895.64604461028,-5778.28572917365,"Canada.LeRoyLake.TDA4","presence"
2314.36458074659,2290.63403341746,5308.1268914685,-5299.52273410187,11.3280564837986,2847.27561128044,875.172886339096,-5455.01519357806,"Canada.Yukon.UPPERPALDO","presence"
789.053302201406,-9.63437347394853,1399.19377011812,-1000.5196615376,4.34291791915894,817.771343272856,928.035659938125,-1243.00491182037,"nonveg_809","absence"
997.548727832847,438.909756391013,2090.89868952979,-2647.5439666815,7.54216188854641,634.093415046446,426.834831987776,-1922.79325142698,"Canada.Ivujivik.TP10","presence"
1254.55203456703,717.903188618036,2582.11830964492,-3070.86373317521,5.21216836571693,994.427426435052,530.229463584934,-2617.52576664727,"Canada.Ivujivik.TP12","presence"
426.876954765652,219.806499424251,-126.794541040412,5109.42388848503,0.138568818569183,426.876954765652,617.756608842918,5756.43177913183,"nonveg_1720","absence"
734.355978591314,-57.7349363817015,724.333980123443,-1074.64676252415,25.8555126190186,226.234220747804,834.050695840258,-828.66905432114,"nonveg_1473","absence"
3282.17329234404,2082.1478097184,7960.81762568694,-6933.3705271243,2.68463142712911,3337.32871268086,2423.02115366241,-6391.32527172411,"Sweden.Abisko.VJ-SalixShrub","presence"
2972.08762508071,2330.56471140802,6899.69358009505,-6349.66875488827,1.3461677869161,3641.42212773411,3174.53537952651,-6072.6215057693,"USA.InteriorAlaska.CALF","presence"
884.517877086808,485.742458489841,3315.19689474089,3130.16840682591,28.8310146331787,779.782797354811,736.731121620418,3394.57878561927,"nonveg_991","absence"
2266.35999769128,1890.57605199424,5367.67736964375,-6006.52922834012,4.0714664194319,1998.57869968942,1832.04936982687,-5567.76243674541,"Canada.ChukotkaRiver.TH4","presence"
2671.22292607781,2548.27569459075,6232.85388181596,-6192.67825557307,3.87320613861084,3088.38143601458,1302.15547586329,-6575.1164494286,"Canada.Yukon.SCHAR","presence"
2453.84327243029,2034.55538284621,7341.86205825698,-6868.1424495367,0.45304208000501,2542.13105255844,1741.32062429934,-6427.84279990988,"USA.InteriorAlaska.22","presence"
-109.883688946911,1113.82782835732,783.342696289745,-977.805812593473,13.1733207702637,529.328640707872,1223.71151730423,-1293.20562258666,"nonveg_757","absence"
1066.40532457376,478.650065876443,596.211567284562,-1901.84269265237,2.18370985984802,478.650065876443,804.021910385638,-1960.02655751368,"nonveg_940","absence"
428.499170554031,211.470086117957,1758.89937237364,-1029.42624311247,11.2518472671509,428.499170554031,766.201012582345,-1261.13025319343,"nonveg_681","absence"
2453.84327243029,2034.55538284621,7341.86205825698,-6868.1424495367,0.45304208000501,2542.13105255844,1741.32062429934,-6427.84279990988,"USA.InteriorAlaska.22","presence"
2450.34071092235,1263.49718671319,5884.78358594834,-5652.18871772655,0.996035635471344,2185.91574056256,1316.0563835493,-5963.64632303509,"Finland.Javrresduottar.A-Salix","presence"
1058.18851814481,-731.265903580807,3007.80740517312,-4069.05108533119,1.34160614013672,1058.18851814481,1850.19256770626,-2955.15526423096,"nonveg_671","absence"
3004.00693354248,2377.78178829099,6835.1236567304,-6557.87589133003,0.991353273391725,3149.47185623044,1462.58503731547,-6122.62664057597,"Canada.LeRoyLake.TDA6","presence"
2804.72094893947,2127.45574615838,6496.62861513894,-6035.17886159146,0.486011618375778,3459.02299533515,2252.12601109755,-6159.42401821827,"Russia.Yamal.Laborovaya-1","presence"
-1248.51181044317,-1337.7070030462,-1904.16683901388,3980.11462068354,0.028717489913106,-299.620299765959,1297.29539283539,5001.26944004718,"nonveg_1810","absence"
345.204989868387,-77.0299011021512,573.615433371234,-626.732069368688,15.3318748474121,345.673976716861,1194.03076547265,-1403.4410716931,"nonveg_752","absence"
704.49433672312,915.782823884302,1925.6625661787,-2566.20637222401,2.79129719734192,915.782823884302,494.822941020263,-2375.96396582383,"nonveg_561","absence"
294.992854445986,-170.659321373745,198.246518355166,-1530.132517092,29.6720809936523,-170.659321373745,612.798836713386,-1481.54102132122,"nonveg_596","absence"
213.158865329608,165.392873788805,794.058439263613,-669.441716877919,19.1562118530273,213.158865329608,429.241242151833,-298.316671105969,"nonveg_921","absence"
2517.59519170082,2144.26685791117,5613.32795171111,-5863.44830852308,0.534244209527969,2844.24051646014,863.81361078894,-5595.81945876436,"USA.YukonKuskokwimDelta.UB3","presence"
-297.24184572501,428.868700708541,539.41934486899,-688.242733251881,28.9719467163086,348.018631544355,1013.1824783568,-962.890998083905,"nonveg_932","absence"
329.831730870386,-1403.1926182256,797.810974842526,-2197.84302514533,2.55992150306702,329.831730870386,1894.54035015711,-1774.81562707519,"nonveg_677","absence"
575.591337861307,-110.239336196027,959.783520383424,-3317.68829017405,6.64162302017212,515.897734234292,894.823560963487,-3348.75602628533,"nonveg_832","absence"
228.803810443135,32.998800802061,721.223551736955,-1278.2609282767,5.54349136352539,228.803810443135,718.411112319642,-484.621297264158,"nonveg_1213","absence"
629.345527497857,432.834857468346,1221.80952636702,-2377.49698725446,3.20973563194275,649.592229335122,744.87888507482,-1606.21947063588,"nonveg_861","absence"
148.859062642624,-54.8389678934446,929.758496367788,-1863.95956634308,4.7561845779419,120.294848740087,540.282390621621,-1576.2480139564,"nonveg_775","absence"
310.800029550049,444.64433331732,1357.20971448385,-2314.50412266536,6.23371505737305,444.64433331732,875.148092927451,-2272.49169693257,"nonveg_619","absence"
1711.01601417981,1152.99608885702,4903.43886001489,-4331.8344485535,0.415493214130402,2031.00895159904,2322.42323421123,-4453.93067015701,"USA.NorthSlope.FranklinBluffs-C17","absence"
-99.6098002075903,606.297148052489,-1321.88978588764,8460.78770142909,0.0404676385223866,-10.5333995045669,836.792065198458,8290.56326133572,"nonveg_1695","absence"
-283.35094832354,-429.666934274806,-2466.23287237988,3757.45284402339,29.1277923583984,-446.065875742542,623.507502586282,3590.07625676346,"nonveg_1367","absence"
581.98100745832,355.423200133195,895.54480737186,-2125.51148220275,2.23169207572937,484.92610479215,661.545961223879,-1578.2410760078,"nonveg_876","absence"
205.858308500424,693.289549632404,1375.87846740431,-1988.02237439993,0.798784077167511,468.894074084293,487.431241131979,-1765.37849634894,"nonveg_968","absence"
1848.71537191423,1409.90046848031,5756.51876923689,-5278.56424330625,0.865151874224345,1898.58271047588,1701.1376078523,-5040.57663376654,"USA.InteriorAlaska.AUFEIS","presence"
1483.38428845563,736.128388435376,721.710033577012,-892.305264163993,2.24559330940247,1071.58288979883,961.013084996505,-1231.40787077018,"nonveg_643","absence"
1595.93051424567,855.565139605171,2993.70915337693,-3160.98883129274,1.26775387922922,1587.2182063691,1299.73488759848,-4176.23685213702,"Russia.Tiksi.BareSoil","absence"
2963.46310756806,1842.92335661002,5640.38207248404,-5864.48254249795,1.01189112663269,2849.22652880043,1143.26131858202,-5265.62643520138,"Finland.Kevo.10","presence"
2310.5889714579,1994.41991602481,6860.78964081405,-6066.59070441352,2.80321645736694,3287.26332805493,1571.64145413378,-5512.02722021568,"USA.Toolik.S3","presence"
417.750822637636,47.0017828894775,2107.23589503378,-1975.75187948613,1.70424664020538,417.750822637636,1063.6188052511,-1901.29598256176,"nonveg_1968","absence"
1233.76468350316,639.676323933071,2420.78907935512,-2345.40174116743,2.7245466709137,896.16892964112,594.088359570087,-2271.52882160855,"nonveg_612","absence"
-297.24184572501,428.868700708541,539.41934486899,-688.242733251881,28.9719467163086,348.018631544355,1013.1824783568,-962.890998083905,"nonveg_932","absence"
279.050865379507,10000,-29.1392492206494,-1103.86636379966,30.6112365722656,-211.620128488896,10519.2932965027,-659.39829413031,"nonveg_1241","absence"
771.636006348661,379.077703452435,2096.61622561455,-2413.87020939817,1.88792604207993,959.960529187579,1292.40571104965,-1707.50299431377,"Canada.EllefRingnesIsland.Isachsen-C02","absence"
416.078347394522,458.724884423042,975.048444661514,-1814.34964000352,13.9149684906006,416.078347394522,245.181086105452,-1355.44963474386,"nonveg_936","absence"
2972.08762508071,2330.56471140802,6899.69358009505,-6349.66875488827,1.3461677869161,3641.42212773411,3174.53537952651,-6072.6215057693,"USA.InteriorAlaska.CALF","presence"
1490.95941724205,-25.1037747185036,2026.41086555752,-1345.39121860899,0.87968510389328,835.241990599446,1516.06319196055,-1779.75816317084,"nonveg_745","absence"
1684.06140625521,1054.81316970803,4540.99439586521,-5466.21860992006,1.20885944366455,1796.82118321227,1388.40151729828,-5238.28781069555,"USA.YukonKuskokwimDelta.1","presence"
1461.95185626319,258.583024736213,1471.02718693068,-1473.81459169082,25.4662761688232,1133.80343431128,1203.36883152698,-1800.71504957016,"nonveg_915","absence"
2611.60068931362,2382.45361684286,7041.38435800147,-6734.07529877492,1.13954854011536,2960.17104463532,2122.539690657,-6325.78399960871,"USA.YukonKuskokwimDelta.72B4","presence"
1939.10660652415,1619.73231780326,1192.01475268462,-3194.21746427228,13.2748689651489,1422.65936258286,677.939387010894,-2413.78176168718,"nonveg_706","absence"
3282.17329234404,2082.1478097184,7960.81762568694,-6933.3705271243,2.68463142712911,3337.32871268086,2423.02115366241,-6391.32527172411,"Sweden.Abisko.VJ-SalixShrub","presence"
2457.72666154026,1931.73815138401,7033.60698237041,-5809.44762405704,1.35831093788147,2798.0541286249,1880.26033473964,-5330.7989416769,"Russia.Kolyma.WT1","presence"
2893.57448871315,2218.65259645958,6885.6044907118,-6340.2079118177,3.64831423759461,2928.02161713775,1827.57090787772,-5534.6169987009,"Canada.PayneLake.TDA0","presence"
650.68657405128,334.767766573249,614.454029467529,-609.7253680846,17.3351593017578,385.877783496511,472.777825598423,-891.448904521463,"nonveg_997","absence"
-29.6519357582045,240.228187453461,3231.23860707389,-3301.01580188118,20.4929790496826,240.228187453461,758.293162425345,-2815.58436986315,"nonveg_730","absence"
345.204989868387,-77.0299011021512,573.615433371234,-626.732069368688,15.3318748474121,345.673976716861,1194.03076547265,-1403.4410716931,"nonveg_752","absence"
2671.22292607781,2548.27569459075,6232.85388181596,-6192.67825557307,3.87320613861084,3088.38143601458,1302.15547586329,-6575.1164494286,"Canada.Yukon.SCHAR","presence"
684.93754503202,359.967361166467,296.248753397002,-828.344194159892,1.49521458148956,596.949640993883,2164.8418912814,-1995.83126583583,"nonveg_576","absence"
-4.55202757800203,409.996210049304,1542.61014823011,-3640.74739155554,2.26294803619385,409.996210049304,840.978417259164,-2499.27075300737,"nonveg_816","absence"
2639.74606867159,2038.89859697453,6337.58804045878,-6219.3278756761,8.32347615559895,3273.67627603674,1882.80085520363,-5146.75012427066,"Canada.Yukon.UPPERQUARRY","presence"
3668.40710353352,2581.6668016167,7665.58438497048,-6931.11196362088,7.04321298599243,3634.46680840633,1338.46108191448,-6383.73617104843,"Finland.Kevo.7","presence"
1196.66955887091,-135.091469779177,5274.73721330171,-4280.51468333664,0.41282519698143,1196.66955887091,1993.50180953023,-2060.8308912341,"nonveg_1813","absence"
2700.61426092187,2686.58501212959,6486.59308721241,-5734.12500918227,1.28694236278534,3752.18118811841,1567.94095202054,-5444.63516665579,"USA.BrooksRange.7","presence"
61.1572159673452,-2811.72176869996,-1686.45005882698,7411.32836642037,0.277917146682739,-533.066871853804,3150.37377277048,8296.77038973249,"nonveg_1797","absence"
847.515459813416,247.059350858146,1494.38268381616,-2523.87609362065,1.37796580791473,564.237262217441,600.45610895527,-2192.00499763316,"nonveg_899","absence"
1504.75619500852,1883.48766256891,6369.68285009405,-5560.23651031518,9.43141765594483,2795.9671872764,3238.40883202667,-5647.24125963419,"Canada.KluaneLake.Outpost-MixedTundra","presence"
3280.17381255828,1842.18027109971,5943.08849074266,-5859.64496547593,0.828195046633483,3334.2072006251,1016.62052994451,-5632.68818099973,"Russia.Tiksi.GraminoidTundra","presence"
2286.36848548942,1370.27864299886,5575.02736805261,-5541.10846450595,1.205692158805,2571.02741104383,564.661688779429,-5671.0826111554,"Canada.CoutureLake.TDO4","presence"
1040.71872622619,672.576408969809,2375.38998050361,-599.116552315614,0.584501802921295,1040.71872622619,1574.19780172429,-1432.16637207096,"nonveg_663","absence"
1023.72025383651,297.054567715289,1511.38701116384,-3218.13453509376,0.179700762033463,925.179750666317,726.665686121224,-2952.63873208619,"nonveg_507","absence"
530.61363829309,97.7685416642261,671.978553915945,-754.076512637999,29.5847072601318,97.7685416642261,956.39936956891,-703.780256967638,"nonveg_721","absence"
2545.83954728062,2621.23127808812,6174.3963315699,-5592.85492885117,1.48435473442077,3509.84431478274,1628.6141543818,-5832.48135786798,"USA.BrooksRange.6","presence"
2939.29179236364,2021.05464316771,6653.0466043856,-6196.01707439102,3.55847296714783,3368.34505203764,1732.48752755112,-6221.84633406115,"Sweden.Abisko.NF-BirchShrub","presence"
-356.624217948529,723.544441417679,1372.96531570644,-1069.93480995303,1.25611102581024,493.612885383187,1210.14350628876,-1144.05578355946,"nonveg_900","absence"
2935.4855432673,1586.48654660099,5575.7685670977,-5784.49109714138,2.7133654223548,2804.38421259975,3242.3163650878,-4958.55748407489,"Canada.DeceptionBay.TH8","presence"
2647.30798942386,1921.3918179078,5659.84378928058,-5754.46060571285,1.54656811555227,3051.79158458688,1458.51651575749,-4890.44363385043,"Russia.Tazovsky.Burned12","presence"
4054.95369085442,2244.80538693927,6881.32626712964,-6312.23173172392,4.75164971351624,3757.66239175011,1320.14798057861,-5660.80444088967,"Sweden.Abisko.VJ-BirchShrub","presence"
2538.52637020144,2211.93823542369,5046.48620480992,-5425.40378248371,1.02030289173126,2776.01670357481,1334.85391653589,-5264.99125994823,"USA.YukonKuskokwimDelta.UB5","presence"
294.992854445986,-170.659321373745,198.246518355166,-1530.132517092,29.6720809936523,-170.659321373745,612.798836713386,-1481.54102132122,"nonveg_596","absence"
811.12651476994,144.116123295419,1425.96420871749,-1300.73998112336,10.799295425415,700.235202487829,870.344449050712,-1408.73340661631,"nonveg_935","absence"
271.080434341798,579.674327810575,840.831118417103,-1206.8228020863,14.6236114501953,579.674327810575,713.541124434233,-1509.57014150537,"nonveg_700","absence"
1536.94230246636,1191.9285361979,3485.78731051415,-4101.94138533277,2.68563556671143,1249.9435888326,450.491404327396,-3898.91013123493,"Canada.PrincePatrickIsland.MouldBay-C05","absence"
852.374697768933,-705.636975871845,965.680860765839,-1300.39408940514,10.1982593536377,400.80704973278,1558.01167364078,-1202.69098818293,"nonveg_897","absence"
1077.45610708628,113.677676215519,1401.16881749213,-2215.73356922978,0.938573718070984,779.295880863475,963.778430870762,-1905.18306972252,"nonveg_902","absence"
-60.3124687667174,428.181884228619,691.270265394138,-1323.84067018265,23.6059303283691,428.181884228619,504.074497808578,-1399.65835217774,"nonveg_956","absence"
2601.10209021334,2000.01723536074,6418.305772836,-6240.15368153986,2.73678874969483,2589.92453293518,1395.2026345428,-5818.40833236541,"Norway.Javrresduottar.EC-Betula","presence"
85.2897589158198,-210.273993447375,-99.2019146963351,-1235.93385838115,1.92415571212769,46.3875467978565,592.335659785235,-965.297540913399,"nonveg_582","absence"
1589.88991152976,1771.96265152559,5010.07910396852,-4733.62020231591,11.2282964282566,1687.46437117013,899.523401348306,-5429.0711225981,"Canada.Yukon.WHEATEAR","presence"
2905.17993116228,2523.01399575474,6874.98822213078,-6461.88573631981,2.19404641124938,3669.95495581369,2740.09426349978,-5830.43289281854,"USA.NorthSlope.Ivotuk1","presence"
-214.091551487017,509.642683753721,1277.54428503969,-1287.76121861374,32.4173698425293,361.415480978632,739.576280448392,-785.330825419265,"nonveg_1469","absence"
310.800029550049,444.64433331732,1357.20971448385,-2314.50412266536,6.23371505737305,444.64433331732,875.148092927451,-2272.49169693257,"nonveg_619","absence"
