"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_endSnowfree","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_eastness","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeLSES","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeESPS","spectral_NIR_changeESPS","spectral_blue_changeSSES","spectral_green_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
-847.595368886092,-471.942911527523,-341.528059749045,670.978508101853,-2654.89595205162,-3803.43463117909,-3784.81057686851,-3101.65863067008,-1286.73173754799,-8364.14731890538,7901.48826645659,8341.37825452669,7614.92993038774,7752.9664081644,10000,207.767778608798,513.092010818673,910.614382316769,-0.000355027033947408,0.277917146682739,0,-471.942911527523,-728.996756822485,3325.87446015347,-7.24526954324876,-46.0320197984016,15.0486933220855,-3784.81057686851,-4068.15657903421,7077.41558135739,7901.48826645659,8322.15257190709,-7.07246944248557,33.3276781000138,-29.6814537618983,7.3363205288689,"nonveg_1797","absence",1,0,0,0,0
308.469228093875,542.783804045052,716.111285465971,468.573444863398,8.72954063863637,834.55737077099,994.102144280369,1330.05557596639,1061.7953051669,399.695606091551,-1515.70443352535,-490.703943245848,-684.781408180669,-1285.86821635183,-1752.27276470369,1511.66366501573,1525.96272065584,655.881328949971,-0.319216638803482,19.6606674194336,0,468.573444863398,408.933460621386,707.381744827334,-7.87852188276902,26.2766572447579,15.8115646967245,994.102144280369,924.04120045524,930.359969874844,-1285.86821635183,-1145.86615320148,12.7686787318626,6.20270522138968,5.99487795715255,-12.1156352368283,"nonveg_682","absence",0,0,0,1,0
665.375582699133,1379.80160301463,1554.814132909,1667.70102921207,-620.998245912406,2108.8243310259,4084.76033868339,4880.16892063758,5279.28164043477,-2560.39345716937,-1154.13796144508,-3700.53126184593,-4550.91262090984,-4794.9506211463,3691.14634834645,1272.4689436517,495.10818288619,678.860028449183,0.00410062447190285,0.41282519698143,0,1379.80160301463,929.338820384485,2288.69927512448,-25.0017899849101,-76.5493504580855,-33.9335220687788,4084.76033868339,2758.52835472245,7839.67509760413,-3700.53126184593,-2101.87722340014,-134.844913322268,20.6104140293402,1.26398046939598,0.965742346345386,"nonveg_1813","absence",0,0,1,0,0
774.407364526561,437.185167124784,346.095592187739,765.93228055917,411.121181104597,1206.66500244545,766.504634211593,624.723032199838,1244.15080370166,624.45793421567,-988.42697580312,-1887.8396595029,-2046.59724293363,-1268.95500901296,-1213.18254035911,2188.27387593779,1959.34482767546,-246.953279279508,0.0701418668031693,4.34291791915894,0,437.185167124784,546.94831710057,428.311772338822,22.7723937342615,9.29341926426961,-8.98523989486463,766.504634211593,893.300281354842,619.692869485991,-1268.95500901296,-1481.00028552235,-10.0188583289229,-5.12448796854414,-4.93715333504995,9.69270249063027,"nonveg_809","absence",1,0,0,0,0
339.385132300619,345.610165984566,265.010688156076,-330.594216862891,290.671428233746,843.199918600749,868.568825219967,750.892045234083,18.3530933484177,783.621669065776,-1329.13737700856,-1265.1126262836,-1429.77383352383,-2315.85275090734,-1399.88776507899,1024.31181149228,681.642738797156,161.124259542071,-0.305826425552368,28.9488277435303,0,290.671428233746,182.016639562423,676.204382847456,2.17836426563486,10.183366422976,-104.111408401556,783.621669065776,652.927110293798,850.215731871549,-1399.88776507899,-1547.95287056046,-140.959339128397,-71.248006343208,3.3517776009907,-0.399389322313909,"nonveg_972","absence",0,0,0,1,0
135.011302429279,311.373912461366,181.429720446914,258.877558638834,216.817391495803,379.118135172515,591.597966190303,441.139143828636,529.213118647012,409.493669450217,-858.148950079795,-708.023541321726,-864.521750601264,-793.464681498282,-713.309364711761,1405.57680432484,1125.07924116478,613.699545556649,-0.321381032466888,18.9579315185547,0,216.817391495803,220.701977094439,176.362610032087,10.828682667871,-1.89762238944503,0.799412922980777,441.139143828636,470.112406657737,212.479831017788,-793.464681498282,-787.493657642565,1.90247848769155,0.506400920804715,-2.37067613538831,6.52172360883026,"nonveg_1316","absence",0,0,0,1,0
2467.18128084413,2062.36331633489,2284.37191921143,3125.93550083816,1862.25924530765,4328.0522324272,4052.93079011134,4252.07985744273,5428.09807573589,3425.86855209427,-5211.91995782547,-5382.57872215789,-6019.5877006466,-5363.0521275401,-4812.05918043415,2066.32493974169,873.017633800078,167.440021621451,-0.0126099080468218,0.952117522557575,0,2800.96345676812,2453.39921721157,1479.73451601012,-45.8481274316322,19.4570379039114,7.34480425149575,4629.6483775495,4294.99082134421,2202.55584216827,-5402.90124328251,-5384.00272805364,-13.1280610478339,-0.522016646412039,3.23469009017948,-6.98948456793209,"USA.YukonKuskokwimDelta.15B5","presence",0,0,1,0,0
303.078128566867,389.650338214205,664.651075628759,390.747903750748,84.1746669814054,518.933704060819,689.912926100182,1053.5061599941,693.009260888101,134.836683079209,-1064.28729063447,-944.900424680236,-617.062260231075,-1087.29146046729,-823.232940686604,1668.07519042241,1458.74300662836,25.2454946128165,0.024918157607317,3.63399982452393,0,389.650338214205,366.460422628397,580.476408647353,-45.833456235759,-15.8277156383817,-4.90799630317979,689.912926100182,618.039746824483,918.669476914895,-944.900424680236,-907.354875339934,-0.821577494029408,-3.02160666741409,-11.3620080827572,-12.7295068100261,"nonveg_976","absence",1,0,0,0,0
3707.23628251879,4267.53973906608,4635.70204831866,4718.06447417232,2622.09008343627,6868.16921182568,7611.22459737001,8031.10826551287,8136.04309778441,5131.10500561227,-7264.65105304236,-7162.24962329564,-7364.01810782484,-7559.7459200322,-5541.36953574259,2641.52932961551,374.46978556507,-75.6480232082355,0.0148654166609049,4.9616189956665,1,4052.65059435099,3866.30117629608,1806.67998868293,-6.36738616742823,34.6122804947481,57.1228617772802,7278.56364181389,7059.4736754115,2424.84861665742,-7139.98854706366,-7019.80575772154,9.06677200522068,23.9425793309075,-6.19189816433574,3.58323160729762,"Finland.Kevo.2","presence",0,1,0,0,0
535.090738518671,661.457317639994,-185.34453357428,728.850793117157,1368.44565951889,2547.02467207202,1086.02869375357,1827.84992259155,2973.20650869265,3295.49839447337,939.254240260442,9709.96492884522,2460.11154391424,625.384719987399,2807.17809117716,134.619721558874,698.939853092137,611.627412133738,0.139873892068863,28.8310146331787,0,661.457317639994,621.699995044087,1553.79019309317,38.4909932370125,-82.2783301000957,-1.80306358276593,2547.02467207202,2345.92163831663,2209.4697007198,2460.11154391424,3308.37870483689,-17.4371955707246,-1.19047291860115,-20.5951301848022,1.96761547925332,"nonveg_991","absence",0,0,0,1,0
2318.98359829468,2183.70142925868,2660.72307848063,2655.54604356916,1550.96598168974,4511.29792620942,4584.35903830134,5247.18643785551,5299.5420750097,2868.40227608059,-4581.17053277818,-4707.34666165086,-5271.48089637497,-5636.3924241371,-2848.08558939288,1964.80060640758,622.400229609666,-196.093698735379,-0.00388865139231914,1.16282982296414,0,2555.39138111527,2090.10809319633,2077.85887437106,-115.436604131726,-1.50255218741422,-9.02014351197956,4869.06486290484,4222.6039119672,3498.62305026591,-4549.03794371008,-4317.55770237004,-34.88394273104,-2.6065750575529,-4.98632288709507,-11.5560674091289,"Canada.CoutureLake.TDO4","presence",0,0,1,0,0
