"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_earlySummer","spectral_NBR_endSnowfree","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","spectral_NIR_lateSummer","spectral_SWIR2_startSnowfree","spectral_blue_endSnowfree","spectral_blue_peakSummer","spectral_green_earlySummer","spectral_green_endSnowfree","spectral_green_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_eastness","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualMedian","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_changeSSES","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualMedian","spectral_NIR_changeSSES","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changePSLS","spectral_SWIR2_changeLSES","spectral_green_changePSLS","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
118.932711370381,242.366449598801,-579.538615953958,-198.372495816212,-173.106191525612,-545.15884039931,-9.4823630618904,-1099.99752150243,1266.3154005796,-43.7091235845075,107.390905777031,-883.095626865839,-378.38724670217,-343.385784785001,406.287070419169,553.234264557896,-497.110697172571,-63.686824834538,658.554208394477,1724.59954649018,666.255955310782,1558.09491477785,1287.24124892528,1030.86834496268,1712.24573518443,1398.57317847605,967.307391673302,1163.29474449583,-376.694416820999,-0.492608666419983,31.0020389556885,0,-173.106191525612,-117.94362846532,821.905065552758,5.12348952449111,-5.56675802081741,-34.6514654670678,68.4920887960632,-545.15884039931,-31.7802498417353,-9.73401194917751,-59.3851819843243,145.312680022342,-32.591799195492,-42.8665473331822,116.827192177675,-343.385784785001,-308.237375232098,990.48653264287,5.25748528421919,-45.882580014879,82.5405443869059,406.287070419169,211.455604272887,1155.66490556705,-39.4021702125485,87.5287468108722,1503.28322518882,-2.23116200987764,-33.2848462590585,69.7522724898366,1059.64117200597,60.5404457190718,902.826335532824,6.79534583562043,-22.4563657754657,47.8939878302313,-16.2626495031055,-9.81385026814074,-17.0835267859966,38.8638931599608,"nonveg_592","absence",0,0,0,1,0
3158.02759433596,2037.54333963575,2958.57340712001,3390.15387861871,1685.50953721001,3828.92444773387,1867.55811485021,3565.60102131478,621.121349447969,5717.31420745658,3825.3078440675,5242.6699954338,5911.13226948739,3280.62341404478,-5117.50958621486,-6126.71187519362,-6259.79059073047,-6329.8807983324,-5615.22391186199,2562.14745294488,2398.03606967329,1245.35140758808,404.360330497307,426.181441369783,724.710450755258,594.369331412841,624.602727816108,634.104920320528,-1121.04780197687,0.0248674247413874,2.77636766433716,0,2808.98241073297,2627.92008918803,1769.22901395808,46.5946444124508,14.4132526205866,-3.86646981699743,-29.3467347927628,3117.30828165454,94.8110451487822,12.1478052906719,29.1427367259774,-22.2516990086872,62.8260820962402,18.2876992318558,-19.5700281585739,5067.70007669545,4796.68673219671,2688.80536755634,71.9723650357906,-3.47949373419423,-42.1158974624923,-5889.52652653678,-5886.16624033653,1208.09208606398,28.542279649662,27.6683733373217,2363.85112730907,19.6536028188193,1.65234719072344,-9.165775084302,220.809568574167,3.65956420918236,294.396132503059,3.34270561916681,6.47457044371209,7.20137059932297,2.60461518652408,-5.15514428902584,5.43722143467064,6.40457644554771,"USA.NorthSlope.10","presence",0,0,1,0,0
924.112256750003,550.728105879356,856.145960619983,830.754792061305,875.947106764651,-845.508747151467,-1470.04971814209,-1184.13011134894,-659.549249548387,1406.70143062669,757.548484672351,1287.45561885609,1238.39771062465,1330.18931863856,-1451.60824592221,-2006.20111640877,-1712.94273766869,-1926.2551449713,-1073.84884443016,2896.65571863229,2728.42837941563,3646.32012873189,1435.09977160317,1518.27697612305,2028.94138232185,1741.9266115179,1871.37570588722,2179.48397609455,889.99365314143,-0.00631324807181954,0.409684360027313,0,856.145960619983,807.53764441506,373.384150870647,2.00688124938969,-3.88989436202909,1.49359815051047,-16.9676585967015,-1088.60630522986,-7.74831240012833,-14.1092235082279,5.61904741876931,-21.1913007173464,-8.49404747342895,5.35207349341769,-22.5954569130111,1287.45561885609,1204.05851268367,649.152945954336,3.18800466617184,2.88575930773154,-29.4392852324297,-1712.94273766869,-1634.17121788023,932.352271978608,12.5477886648593,-16.2921321522268,2735.11461021176,-1.58382571064823,-0.393307693890031,-13.918860531495,514.238754155079,-16.679232107079,367.062296700052,1.33078925943545,-2.2626290887671,-11.2085185992309,0.520113136423173,-6.64408501035719,0.0157161386235149,-8.1911747868147,"nonveg_767","absence",0,0,1,0,0
919.941654324871,706.204423423351,1609.32629604025,732.438235397861,1109.85639686416,-1135.49439805718,-1397.62968549499,-1408.99085565557,-783.910272220057,1550.6839662128,1326.73554156401,2404.1950990906,1376.80153067368,1688.09448048899,-2391.76390282521,-2672.52745941987,-1666.32727385852,-2689.10349144545,-2011.77829882442,2130.33032863883,2619.15187547705,2782.73149245152,894.964906889663,904.986389177719,1307.0814449226,1235.26242534215,1502.25053538471,1466.87063584809,-247.742122370347,-0.0357767827808857,2.79129719734192,0,919.941654324871,1015.5534012101,903.121872616896,-9.99551276522582,-9.37517094635053,109.611007580298,-112.890234077112,-1135.49439805718,-18.5044276756379,-13.6748228799194,199.50452189713,-198.084375627059,-13.7490737207831,154.595524820691,-153.065114696994,1550.6839662128,1669.30212360602,1077.45955752659,-7.23213233032565,128.424196052116,-134.682444690824,-2391.76390282521,-2286.30008527469,1022.77621758693,127.847027198366,-125.775023195168,2130.33032863883,-8.65483380859027,80.7006624699903,-83.5709528195702,494.422106706797,-61.8027633383497,343.875954436985,-5.51900099869602,41.1344476205246,-42.9844943046231,32.223485247027,-3.25866330439716,33.5265389211274,-34.7251406292489,"nonveg_561","absence",1,0,0,0,0
893.052671701289,1169.27511461192,1035.43849577975,1326.22911401022,1227.13079211124,31.2480913877462,1060.55660685149,1392.5428790605,1617.20630450257,1834.25058766318,2389.54589101382,2118.21343401358,2712.30044095624,2366.29157852449,-3720.38104168713,-3254.62854518755,-3870.2559244529,-3418.93772482563,-2128.57887034076,1540.64008395046,1599.00846700798,1523.85461668688,700.736178393719,699.496578553762,833.362133725828,892.998163266487,803.274472050593,993.836909647214,-29.2166410521497,0.0112483852232496,1.23239513238271,0,730.763767541998,853.648493148573,639.634698398185,-19.7801600178376,3.35720507319914,-11.8657359194903,3.79549798593591,178.726010705688,-67.8515409794966,5.90094132365138,-31.8815201460199,19.4327832903357,-81.0687090030312,-30.9450031139156,28.7288040243035,1618.00705299204,1815.28395166711,1006.98522585258,-32.4833943823412,-21.6041522870274,5.05898517435903,-3196.84598475279,-2930.79929096909,2373.74092161459,-5.42453620356669,33.2461277337285,1493.75963490115,-16.101844448341,-4.9617241664218,6.61618478996456,1358.07961134336,17.6766557538497,812.917047225037,-23.3821505126651,-4.5544991174179,11.5975215822786,-2.89689496427176,-1.30777620335773,-2.73517018898926,4.86704635091705,"Russia.Tiksi.BareSoil","absence",0,0,1,0,0
2051.23369841303,2259.45612584106,2334.1534655039,2466.19998054547,1779.19642855807,1056.67175389134,1671.18517052347,1767.80783917679,1030.41235766639,3840.22679093742,4222.19784834131,4374.17205301049,4621.6550717086,3292.06608099586,-4367.24871285497,-4391.77058163468,-4868.55717073059,-4753.10683570634,-3353.6239971761,2115.89895715316,2157.00061197618,1816.89830809877,750.209869508402,667.737268846558,859.274001275038,887.641930121162,785.58736208621,921.401222643545,136.519983091505,-0.0338769401941035,4.35288217332628,0,1693.47582088932,1889.32065936047,706.436090843362,0.882335694469773,14.4941518389613,-35.0918129796672,17.6112619028796,1311.85564745101,-18.7799456530953,26.120674340179,-73.2031327996762,57.0706569026677,-16.7594489390181,-58.6457264420301,39.8596552676118,3235.5501288542,3566.40278038698,1489.7956372212,5.90362782433963,-65.0095144868568,35.8945452440981,-3771.58596094431,-3848.38865030466,3056.16841538181,-76.7814557660236,76.5396668245138,2223.02799165248,-7.38265503805073,-26.6805540594382,22.1652364111538,817.120671282647,36.3940881554137,776.253797476167,-11.251762204043,-36.2164524764496,31.3670738441881,-30.1066691919186,4.85265518528622,-25.6968818764083,26.8572568853744,"Canada.BonifaceRiver.LSA4","presence",0,1,0,0,0
253.732949297627,500.899428876297,-100.882536345128,694.560241965201,24.0427264879342,-3793.08444885845,-3308.07488025641,-3084.49663633087,-4155.64161326175,948.419776139588,1268.2019633824,585.318405397138,1618.88074903708,461.641398300072,-1513.73690855092,-1027.08068525813,-2066.70493449968,-1023.79413791097,-1727.83077246862,1002.41287948062,604.534963562508,2469.86059873401,764.986534332862,811.576291528685,798.81515048941,790.353427177692,575.312823177348,990.93134272465,418.765566630319,0.131720691919327,11.2518472671509,0,253.732949297627,274.470562056386,795.44277831033,9.18760891238772,16.9548958718298,-34.5844686221883,25.0742485508927,-3793.08444885845,14.502286576132,27.2533774049071,-66.1939452156174,54.1201040014023,12.4478834175471,-56.823095706842,44.7103405029203,948.419776139588,976.492458451255,1157.23935073701,19.4711351135806,-44.9374932017366,28.4534815827191,-1513.73690855092,-1471.82948773766,1042.91079658871,-45.34394767777,43.317677051731,1002.41287948062,3.81479113598341,-32.6473848722686,20.3269428084754,778.7322452922,10.3901061022323,590.762665635004,-7.11728433030314,-23.2986507062547,2.2435620572942,-14.8110385968398,4.72204632853339,-15.9800596577768,9.13586387487609,"nonveg_681","absence",0,0,0,1,0
-322.925550159322,288.995660059378,257.98347366499,-49.2710526467419,166.67845535455,-191.121737961831,-62.0863857382751,73.8877182491223,507.880420355764,-254.914186481756,495.070843242154,547.181309488321,113.042188659462,349.008350020082,-1209.15041678519,-463.635420767818,-513.009549776766,-897.768630370438,-668.827316742279,801.665052043388,1090.92627814493,1057.02498690223,757.513177497472,695.957917984268,768.729348950571,830.064170821629,873.941578963446,947.117376179276,-104.782740229803,0.232699155807495,18.6197967529297,0,166.67845535455,68.2921972545709,611.9212102187,-37.6618465779902,21.0503459625062,9.03689783269799,0.912123129246715,73.8877182491223,-53.7693967936611,20.3853427854579,3.8307022761517,-7.82994062872222,-49.501306163093,0.695667199942534,2.08652260219828,349.008350020082,249.877700985653,802.095495970077,-46.4555797309106,12.768797671437,-1.53266077194611,-668.827316742279,-750.478266888497,745.514996017369,11.3164435468727,1.45218026496906,1068.6144134898,-33.2765637364787,4.05943621721598,-0.656231313386356,359.477108899653,0.0629515196873172,232.661898866428,-17.8970691435714,2.8222469088682,0.322395652286509,1.33441910059715,3.68276689052065,0.636028602215193,-0.673566243606582,"nonveg_1268","absence",0,0,1,0,0
2724.41265422261,2608.31443390845,2947.71443740167,3130.89763071448,2040.09958006107,2532.09641851365,2859.27341532373,3092.56743119782,2424.83516959492,5099.36004109682,4688.17119528796,5239.30459009475,5509.49386153371,3895.18668063805,-5367.95416872209,-5600.85260437677,-6080.20758032013,-6155.83270101639,-4130.31430221874,2310.67174866962,2404.21763340063,1347.37680592895,489.083538636291,436.272703600858,704.809316517679,652.116582619508,617.699328412105,641.85919921235,-221.034158573946,0.00025479709729552,0.739849436283112,0,2668.08272250146,2602.20064943511,1673.34635032566,27.0329804842934,-10.2904365478929,65.93190590732,-47.7358291141519,2538.89551216284,10.9586682250878,-23.750734387697,134.445237083232,-56.6540490546484,3.316262182774,119.219185883208,-44.6294017589498,4899.86028713295,4851.17178894445,2751.52060299059,47.9227760729164,123.64158450263,-85.0007947231936,-5357.06688474468,-5543.18673655332,3062.91871334568,134.325227300428,-12.1039110446841,2235.81864702436,9.05850491151211,35.7616769261737,-20.8810867123189,541.746421823761,-11.3419636355519,377.107503918358,2.2804422252098,22.1827943481387,-6.67689192504962,26.135098561294,-12.5568089340249,29.8632406713901,-3.93780618188697,"Russia.Yamal.Laborovaya-2","presence",0,0,1,0,0
1716.19843535021,1543.37211938566,2384.61429560978,2398.83297892076,957.601342264642,1191.44256127304,1331.71708096335,2367.60904960069,424.309627799338,3338.42043175901,3518.30893014317,4629.60478013811,4652.96398764659,1726.70472988987,-4187.58453613161,-4343.63388171287,-4535.67333012739,-5054.08390350912,-1844.91569474498,1954.42448581809,2158.09271061914,1744.78200122957,564.997138840468,517.459399850912,817.437840923919,687.379355506637,747.560448251215,745.215724148152,-309.900651361496,0.00595931867137551,0.38165225982666,0,1685.05246479478,1896.75810935804,2406.96161069877,33.9159873674549,40.0500004527337,-11.3740908511309,-117.337220316646,830.695051249066,37.367663774936,61.7161862825158,-10.7690248117035,-146.762015643357,24.3828079313026,-5.15953403749243,-109.460636808815,3327.27190300362,3672.25983854629,4018.1271913311,61.2415702227902,-13.7414061471135,-139.722095644401,-4398.23385683648,-4118.11912402847,2462.99126273591,33.3748293775555,-32.4412736063476,1987.81200671115,9.47885492943982,-1.64437227377196,-70.0276017690715,489.137920769296,-35.7384755476925,477.712221318726,-4.45534962993329,2.01960509221063,-17.6441719388003,2.5389934607249,-2.42201384726388,3.33284816103347,-15.2661988551806,"USA.NorthSlope.WestDock-C14","presence",1,0,0,0,0
