"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_blue_earlySummer","texture_NDVI_peakSummer","topo_eastness","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NIR_changeESPS","spectral_SWIR1_annualRange","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
424.632958760925,13.0612426120759,615.172225679179,596.597414197788,376.892220670569,661.962282812574,164.206348047641,967.345500565697,450.631420784118,-942.514748561315,-1768.37386134397,-853.505403222532,-884.646519981214,-556.407273310777,1604.05780929227,936.053321215009,-0.176463574171066,3.24325847625732,0,424.632958760925,405.271212384107,602.110983067103,1.90962952361424,6.61401751680244,-86.0158547238718,661.962282812574,642.736063923663,805.328419360644,-115.046917051521,-884.646519981214,-1001.08956128396,1211.96658803319,2.22570109923463,5.19018612644709,0.646974709768336,752.484284073557,"nonveg_994","absence",1,0,0,0,0
1967.48557914238,1870.16071002769,2258.18325357179,2544.06363683983,917.916426237219,3804.2914348141,4163.18713247691,4879.00990829736,2114.04442593734,-4325.67267077484,-5008.00483582775,-5290.24238660616,-5289.53204781989,-3077.77305166625,596.256486908638,-15.8331659548225,0.002929457075273,0.042837527891,0,1892.24251536725,1802.30761893034,2108.67123082382,21.2574244807751,43.2858681042125,-5.07996096114941,4007.55270496974,3706.52743155406,3630.20775586604,17.2665846666025,-5216.72742252715,-4892.4024949635,2595.50014049354,12.3360536503842,-91.4058444088769,21.0885950086483,483.553176906941,"USA.NorthSlope.Deadhorse-C15","presence",0,0,1,0,0
470.414407153524,415.828353516177,972.03845269673,805.6197390325,434.407581879005,754.560989349751,734.742381484338,1303.17473438879,659.08990507329,-1544.07445719374,-1926.87628651788,-902.480033963351,-1196.41307733775,-1170.61895581832,1577.35360201895,-174.121152336987,0.0701418668031693,3.56470799446106,0,470.414407153524,619.661706855587,556.210099180552,1.28595804551853,11.9716189956777,-139.052524795138,754.560989349751,1001.44099487043,896.547058982712,-205.223645642916,-1196.41307733775,-1348.09256216621,1024.39625255453,12.4164778519996,97.9776811247997,3.19436728309568,465.534650051254,"nonveg_809","absence",1,0,0,0,0
263.96531751132,814.397755300918,907.748029790104,889.3527984308,361.519068040911,464.681703524662,1237.50391998196,1224.41276332358,603.35431112309,-2510.92451418998,-1754.02415465969,-1893.59806532319,-1789.51718008745,-2442.51719069577,1180.68569076864,-72.2919647020179,0.384139955043793,5.12643718719482,0,814.397755300918,647.396593814811,643.782712278785,-8.12947921079928,52.1156234099567,-2.17093661602758,1224.41276332358,961.305028401846,811.890740531275,-0.908570327301806,-1893.59806532319,-2078.11622099121,756.900359530289,60.1172778418777,-2.42048570315678,59.1864222131978,1415.93410679732,"nonveg_1309","absence",0,0,0,1,0
1769.73769900419,1889.93519878024,2303.51619477642,2196.68808824362,1188.16772457002,3481.14005954912,3696.77700278312,4211.47959335668,2011.85162963609,-4014.43329588464,-4699.23951732152,-4624.53087313525,-4650.91743067129,-2896.94987290368,828.246073189021,-99.323291841261,-0.0127929809192816,-0.977006130748326,0,2132.9917774093,2000.11064234325,1142.21575695368,23.2873216456188,10.9921806661252,-21.2553260220458,3926.16990840388,3719.00867258228,2396.51002414337,-20.1586563517903,-4093.98255796731,-3697.29374698284,3000.32775709507,-31.9126757975947,-40.3315930295048,0.0744327627999423,506.232644286486,"Canada.Ivujivik.TP13","presence",0,0,1,0,0
4128.46089942438,3814.30820637589,5030.69646167527,5476.61808503081,2652.3312875482,6820.79813711447,6519.9101976908,8083.3744632077,4394.86891661765,-6539.25831379658,-6738.57802753916,-7266.7481799036,-7553.42469723425,-4165.92013634595,453.44973707529,1.33560438025466,0.098139946659406,-0.481170256932575,1,4266.14357609031,4209.21024681421,2710.8218935746,38.2054736245441,13.7719688096803,-47.5157967231659,6980.67103729994,6663.55774739551,3548.85853885574,-49.0933614901725,-6682.07754373758,-6664.50424945821,2780.28504167185,-35.6832901424717,49.9703462847468,4.73191453269654,630.367975820752,"Canada.ClearwaterLake.AB1","presence",0,1,0,0,0
2207.61153415104,2224.11167505801,2675.41454091697,2876.124550998,1582.95845243891,5279.54781544734,5266.16608550863,6359.0096529912,4029.19013693459,-5425.4309651657,-6196.04994180688,-6298.71911965191,-6205.65945278572,-4399.98266187497,411.265591650719,462.784114246012,0.0376809179782868,-0.213004903122783,0,1585.55407759163,1634.47641827933,1106.49300360828,5.69346721584354,25.20060141816,-33.8882155361289,4879.74554437724,4972.28780465108,2557.25892589081,-69.0454938164857,-5366.44505460969,-5255.70015533732,2533.75712842002,-3.61256393225477,-34.0188614037414,14.0673831800672,650.501660000696,"Norway.Javrresduottar.EC-Salix","presence",0,1,0,0,0
1783.20281432374,1924.06358162087,2671.7356442998,3040.92591605188,877.581573279534,3564.50533894932,4090.67154044154,5456.67065922308,2238.61154648048,-4812.93362695458,-4735.89095829523,-5246.74676547294,-5143.20147051988,-3835.9208282349,508.404318449856,-288.739590705485,0.0030463479924947,-0.339556366205215,0,2216.37462975296,2171.79554303826,1204.84250178641,12.5657287007028,25.4782785020195,13.9019926070683,4284.4304609068,4233.08044150525,1949.98997656451,38.20415375912,-4718.20729278257,-4606.08249929156,2908.57065823541,-26.1173475567595,-25.0503425090211,9.14446629329962,464.280107383797,"USA.NorthSlope.16","presence",0,0,1,0,0
673.851938511717,57.5857671315057,-160.572357407107,476.052901199606,582.038804376652,1216.19017821555,472.968305251003,1012.9230419366,1040.11353355416,-1434.6036245176,-2029.45614758811,-2428.13207800118,-1687.47017657887,-1409.13815689194,991.045820970588,307.723104809904,-0.207187607884407,7.82111597061157,0,476.052901199606,325.791410762475,834.424295918824,3.06043780450216,-6.59330124373703,9.91627838811875,1012.9230419366,791.579284527295,1000.48881453638,11.6939518896289,-1687.47017657887,-1797.76003671554,1018.99392110924,-8.42888506870903,-35.2696143534432,-7.27602932110094,1051.37642804106,"nonveg_695","absence",0,0,0,1,0
3132.44454467983,2382.71120188789,3411.45212542705,4093.7690101145,3080.30036793292,4840.62560186479,4161.25705643293,6090.74439332674,5029.62077697172,-6110.46335906727,-6179.34123310193,-6412.03743031939,-6172.25336119143,-4576.30903768809,484.037065755537,-72.3061412344135,-0.00197761203162372,-0.324385801951091,0,3452.53841446094,3373.76539278015,2051.71730485847,5.28908652819476,20.9340578735179,-64.9675755619549,5437.77955255469,5327.92308430869,2546.03161983405,-85.020852930698,-5612.29987836449,-5625.57987277062,2293.74206952724,-14.623811119925,16.3143249593062,10.9462424412588,604.70031741563,"USA.BrooksRange.6","presence",0,0,0,1,0
3371.86313973139,3310.00163127597,3982.06628154938,4290.14881726852,2236.37962440662,5896.16258365825,5933.93371825847,6905.53144054854,4341.61813405613,-6121.89091271578,-6125.53074650611,-6787.71521716902,-6955.77851176832,-5333.20343346131,412.556923020739,-49.5098295845798,0.00175622346705495,-0.296101331710815,1,3138.11129199012,3102.25108911434,2000.72329746247,39.9544495492405,23.8167300448756,-28.5833325145387,6034.827142796,5864.31523184873,2642.8312746034,-21.8143166791266,-6405.89896954583,-6616.41189272775,1953.67171069044,-36.230843059032,17.0611489174928,8.94237143850111,272.237999943898,"Norway.Javrresduottar.A-Betula","presence",0,1,0,0,0
673.851938511717,57.5857671315057,-160.572357407107,476.052901199606,582.038804376652,1216.19017821555,472.968305251003,1012.9230419366,1040.11353355416,-1434.6036245176,-2029.45614758811,-2428.13207800118,-1687.47017657887,-1409.13815689194,991.045820970588,307.723104809904,-0.207187607884407,7.82111597061157,0,476.052901199606,325.791410762475,834.424295918824,3.06043780450216,-6.59330124373703,9.91627838811875,1012.9230419366,791.579284527295,1000.48881453638,11.6939518896289,-1687.47017657887,-1797.76003671554,1018.99392110924,-8.42888506870903,-35.2696143534432,-7.27602932110094,1051.37642804106,"nonveg_695","absence",0,0,0,1,0
1294.1300913648,-128.61002076433,463.069978889711,-57.6755836538476,-1242.93376027234,2661.58775505446,591.621268335478,1045.69716752593,-1380.57713268127,-1244.35389278602,-2473.45659013633,-2169.41445784287,-3181.2356038665,-2857.90103247779,889.357156476749,456.945338693582,-0.510939955711365,-0.993788719177246,0,-57.6755836538476,65.5961411127987,2537.06385163714,79.2832453636606,-40.9638083338984,-21.9140740612608,1045.69716752593,907.191113780011,4042.16488773573,-38.0001941603699,-2473.45659013633,-2385.2723154219,1936.88171108048,-58.693385184257,38.916197923986,-30.1405704507579,1142.32254487127,"nonveg_627","absence",0,0,1,0,0
3198.87169112439,2759.42635547359,3572.93367692997,4138.68785891168,2380.66484042264,5538.21416790999,5019.03522401047,6702.59827294983,4333.96556562084,-5764.75591606971,-5666.08744211237,-6140.16280841679,-6160.83291136407,-5081.53600232525,491.947865871191,-83.3592742437015,0.0354132249951363,-2.01421461105346,0,3085.28184201628,3150.44926763042,1559.24806014448,19.7524878649729,32.8808637353421,-26.5945118643478,5338.42530593175,5408.32206492588,2109.64248822563,-31.0779398039604,-5824.52995449375,-5813.87570539023,1524.60941063316,-12.7052480843037,-9.62128027446108,16.1521531539653,243.939626656835,"USA.NorthSlope.HappyValley-C20","presence",0,0,1,0,0
-546.31444017964,214.534440513085,-623.064168425975,-600.878205391426,-246.4793759673,-1901.71778334168,-1648.06555440026,-1746.10369584899,-2097.6905256395,6764.67260113937,10000,7767.40585960905,6887.94494627193,7165.46871412895,221.85960254679,479.596205601634,0.000400612480007112,0.00463583227247,0,-546.31444017964,-360.440349890251,837.59860893906,-21.4167903008815,-3.89741180084186,55.839907262604,-1901.71778334168,-1881.35903440552,449.624971239235,24.3434705597936,7165.46871412895,7717.09842422986,3235.32739886063,8.80516750946864,58.6307275558085,0,289.160484728178,"nonveg_1695","absence",1,0,0,0,0
3507.39357614355,2938.7125312994,4007.71617883476,4248.29520060017,2114.95199684361,6624.02258435809,6025.41671856628,7519.32542112828,4248.96194589156,-5692.12397426038,-6191.53941644351,-6411.31006433742,-7146.9851846419,-5138.95933435624,863.835145931852,-39.5273890640746,-0.0599577724933624,-0.521610418955485,1,3168.44151895924,3188.55444968547,2448.33790100092,38.3907986286706,33.6191396360622,-52.642329084473,6040.57728914714,6090.72303916743,4049.68293479438,-76.1237080595638,-5943.88584182443,-6051.24944626763,1785.29832645397,-32.4271986421311,25.9891112689224,11.2133736402357,503.32863662334,"Sweden.Abisko.NF-Wetland","presence",0,0,0,1,0
112.232931865968,-362.291123356832,197.808761878949,536.814615078013,-335.244997010033,2451.03695190401,3654.81803147632,2856.60634980547,1016.22453952014,-693.940443413024,5605.08453950939,-556.518051574597,-743.810293864888,-1014.69315628894,568.76252407433,967.027181355649,-0.287039548158646,5.78194189071655,0,112.232931865968,29.864037691213,899.105738434845,21.3084728036191,20.2181753910498,-22.4039954094312,2451.03695190401,2405.18307362083,2638.59349195618,64.3035414431246,-693.940443413024,519.224518873589,6619.77769579833,-2.37475478342212,7.80384342876214,9.63495576266676,927.167914703403,"nonveg_851","absence",0,0,0,1,0
-361.783388773759,290.055405297493,1118.27811659325,1152.01812039144,153.25559846825,-5.39539589745561,619.427436904442,2163.99035192519,-554.005998517245,-244.891992662705,171.58872242278,694.099635387484,567.71948398541,2301.07590667133,183.401003491201,984.039978901673,-0.00815203972160816,-0.609632432460785,0,290.055405297493,470.364770395335,1513.8015091652,-20.6015594896804,60.552060366608,-46.0123728497643,619.427436904442,818.768186154026,2717.99635044243,-69.4665055250421,567.71948398541,697.91835116086,2545.96789933404,32.5044590659246,7.02111952233744,41.6067464978453,829.132158644522,"nonveg_1547","absence",0,0,1,0,0
3217.68070146453,2423.46715540082,3324.25322040797,3501.0367055775,2040.20502658597,6228.7501779829,4947.15046937874,6587.44815271798,4253.1858556309,-5626.81714794885,-6865.80800490656,-6730.17553882422,-6883.81068812337,-5515.51940195257,521.628198205098,531.116969251731,-0.00729733177771171,0.448025952610705,1,2471.3727797908,2569.45070855689,2446.76734462703,62.7376242212058,-6.08390035527493,-5.19944876948019,5027.92908114391,5174.85471359036,4044.99962630052,-6.77352525524487,-6710.74749874766,-6413.02862923653,2873.84461026988,-52.3345366512084,-33.9331801835454,-4.07772129804965,1215.36906838577,"Canada.LeRoyLake.TDA6","presence",0,0,0,1,0
