"spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_lateSummer","spectral_red_peakSummer","spectral_EVI2b_annualRange","spectral_NDWI_annualRange","site_code","presence_absence"
-37.3880843452707,425.557415330059,351.681824870747,-1466.10422755283,-546.592777357035,1508.43018039624,865.036121993979,919.511450195794,"nonveg_682","absence"
-326.423234858621,287.333460636878,310.721848212794,-1275.83390430231,-719.975759448892,873.983236156235,1411.04615909358,1291.85360408227,"nonveg_919","absence"
1788.88855255268,2560.77097839511,1393.35503514691,-4567.01302160843,-5569.2373862975,759.936320286802,1103.75723382724,2013.4491057615,"USA.YukonKuskokwimDelta.1","presence"
1631.02250321227,3936.40823617874,2152.06879178216,-6193.89096348969,-5999.60465277968,906.098216115042,1369.35659094603,2442.45779954076,"USA.NorthSlope.12","presence"
2156.23687668603,4009.82577636398,2985.61666364917,-5220.28000771234,-5696.43296507353,892.765365246455,1907.99582143106,1849.84600098143,"USA.YukonKuskokwimDelta.UB7","presence"
2461.2977783443,3383.97875212416,2143.38973411879,-5331.12648360757,-5689.49142651656,711.23599975058,1249.14703663223,2987.54492896757,"Canada.DaringLake.Tower1-MixedTundra","presence"
-74.7678790428471,97.5226306213763,243.532553528157,-1372.55962591541,-683.204714250011,1332.72275959855,695.919361687531,1070.13801977677,"nonveg_976","absence"
53.1869716163786,575.495893022979,934.353161008991,-1787.32352371756,-1488.2919440187,1853.61071275083,881.166189392612,2541.76083448894,"nonveg_866","absence"
820.035474730676,470.542388776911,1119.82993226247,-3516.67909066474,-2220.67394740594,1498.58698385231,1286.51155359347,2345.85451644346,"nonveg_540","absence"
2962.97808671456,5029.35149219214,2360.10070686026,-6005.60275457637,-6581.65352608168,641.923754902837,3597.73455295701,2392.95638891633,"USA.InteriorAlaska.BLOWRIVER","presence"
326.221269723581,83.6814062762141,657.961307530801,-978.061712239763,-538.084692889531,735.355177145619,1197.47958063593,2533.17315447613,"nonveg_1145","absence"
334.780119696791,26.6644526827201,-352.087476176392,-662.912557886605,-1830.17272177846,1866.03426252116,1083.39178315654,2104.93092447508,"nonveg_558","absence"
1181.93373791545,188.280171981172,227.58384752286,-1222.12676574033,-2659.94499294833,1049.48588252469,1129.94549703868,1847.35509269516,"nonveg_941","absence"
2381.01827406624,3399.46371042713,1804.43837293741,-5310.21467696083,-6009.53492181035,411.663402477478,1267.9186983255,3386.88016867408,"Sweden.Abisko.NF-Wetland","presence"
3269.80167912597,4503.36656978717,2256.47794874252,-6271.56651981549,-6960.0696099256,465.144369689584,2020.67402125139,1934.90686260322,"Sweden.Abisko.VJ-SalixShrub","presence"
1111.61417596768,1509.48046128412,855.865682210557,-3311.9094949408,-3225.65221189205,1223.70337943241,515.592527048927,2104.98115596011,"Canada.BanksIsland.GreenCabin-C07","absence"
1985.83805649284,2580.455776924,1348.66505979067,-5012.98373737509,-5256.64679926881,792.865418091557,1140.84067160425,1110.64185002221,"USA.YukonKuskokwimDelta.5","presence"
3027.31845082848,4174.49858918364,2671.4327096391,-6214.85319514642,-5835.48369007058,705.334844657761,1409.97010990299,1103.88551271223,"Canada.Yukon.SOUTHSTONEBOY","presence"
-36.30044999368,196.276247527199,-1943.32418264476,8001.07756961049,8094.01576579163,327.194511763807,2139.60043017196,2751.63170231666,"nonveg_1797","absence"
162.226237363143,558.725262112454,154.255334500697,-823.913929740718,-1900.42037766351,1459.21845330686,544.599639371948,1076.50644792279,"nonveg_775","absence"
2237.82744114061,1414.25529653134,1405.79958643167,-1732.36483374854,-3613.55343901294,572.171466355214,1123.92628307428,2605.62666187446,"nonveg_706","absence"
2987.27155957581,3484.27837733342,1989.41534383774,-5073.57725088584,-5693.09017856357,587.289115801158,1163.10850375011,1834.09788271227,"Sweden.Abisko.NT-SparseVeg","presence"
2144.77110238657,3161.18706114589,1811.24907193339,-4679.24960260073,-5796.1519180547,880.605914817216,1903.90715763406,1763.44902426247,"USA.YukonKuskokwimDelta.15B5","presence"
1171.63999727837,887.395045342015,724.843227743127,-2717.40672691728,-3501.82592145681,609.934869001993,668.849459355762,1288.00508667792,"nonveg_996","absence"
2092.50611219658,2210.52948916007,1456.790764163,-4264.80431269556,-4800.96090805887,763.364816141073,2239.34973178022,951.202551408172,"USA.NorthSlope.Atqasuk","absence"
679.667897275888,853.255690521885,35.7416480977681,-1670.82373346664,-1731.10439589612,1007.76412598248,1613.06724180122,2113.20077932922,"Canada.Ivujivik.RTP13","presence"
3108.69888404831,3724.01303219231,1973.36442182095,-5580.54282447149,-6414.38763329279,539.989354389913,1143.53732499354,2425.49212347261,"Finland.Kevo.5","presence"
1293.48381452681,268.675185022627,461.511978232382,-940.086625017716,-2635.03537809778,1561.93328333225,1494.24580534087,1957.47946749802,"nonveg_628","absence"
1628.74045856083,2638.47398667089,1772.23178695265,-5143.66993490848,-4991.08025656096,909.236632680775,1257.16536030276,1897.1538586847,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
2003.5231706227,3458.23487987424,1573.74387186391,-5641.30529901014,-6309.06251779257,462.407307442001,1557.09213263039,3375.38945812076,"Canada.DaringLake.MediumBirch","presence"
3075.93316370782,4789.78074171019,2117.8870095267,-5949.16781082243,-5661.62895417717,758.874398745459,1731.53688783965,3272.84703857349,"USA.Kougaork.GraminoidShrub","presence"
2233.49216715022,3213.75071894202,1836.86688171732,-5786.3261503015,-6137.66711767471,644.234084417166,1626.75961043332,2557.31887748264,"Finland.Javrresduottar.A-Salix","presence"
2223.56662347634,3553.88225643009,1500.10360405984,-5285.05116228017,-5920.15161575012,739.47596784382,3491.98435585897,4890.11213362051,"Canada.DaringLake.Tower1-SedgeHollow","presence"
1999.40063887895,3146.48474160214,980.146110689817,-4537.20333438801,-5588.96372887667,792.859215927473,2550.49872707031,2610.47683256214,"USA.NorthSlope.11","presence"
2429.58314749525,4228.8966836351,1664.88073753542,-5533.60175880453,-5881.45323453034,678.472805754973,2509.4436106837,1914.66107525632,"Russia.Kolyma.OW1","presence"
873.719652260071,545.066551181289,416.475523959661,-626.631045689277,-2029.07431726557,1865.45953600468,616.662430391387,1402.4432715763,"nonveg_809","absence"
334.780119696791,26.6644526827201,-352.087476176392,-662.912557886605,-1830.17272177846,1866.03426252116,1083.39178315654,2104.93092447508,"nonveg_558","absence"
103.24337988388,663.770784134442,371.437396798136,-1832.75920042494,-1032.17400816754,3001.83351863716,759.282756821744,1050.85004176656,"nonveg_733","absence"
78.0648668923253,-610.959905634859,-204.856291742646,-1171.85442006379,-826.94078054051,339.591002101505,1042.77070790958,1345.23030440519,"nonveg_596","absence"
172.072282246362,284.671338263675,-353.183253544431,-52.8459624269522,-625.492931634872,1580.97891475294,852.889540674772,1839.03935412529,"nonveg_1172","absence"
2461.2977783443,3383.97875212416,2143.38973411879,-5331.12648360757,-5689.49142651656,711.23599975058,1249.14703663223,2987.54492896757,"Canada.DaringLake.Tower1-MixedTundra","presence"
593.205823964635,-65.3863096242501,434.700090002239,-1796.33997432945,-1088.20823115189,1924.34950872436,1077.74979783906,1247.94228031603,"nonveg_568","absence"
1247.09774665145,1184.71137757096,1525.18939655454,-3121.63955480593,-3083.900419404,1203.67103224799,694.587035103115,1434.27303697783,"nonveg_764","absence"
2680.90531317032,3166.74162604018,1747.43019392635,-5258.07916772754,-6122.08390322195,548.694107699594,2636.22826451285,1925.44288322838,"Norway.Javrresduottar.EC-Sphagnum","absence"
-212.541280573831,-477.717604189715,124.69742237556,-895.237867252441,-687.256954325405,995.545791168054,921.809647602773,1485.12775453749,"nonveg_710","absence"
755.049338547543,791.897135893284,1188.10998274132,-928.117672310849,-1978.22527725123,695.31861692301,878.779736713782,1406.85624548747,"nonveg_700","absence"
239.765501965147,490.518101020898,-298.921394606516,4305.91972677444,8855.03187545068,667.321006746349,789.439495627415,4871.61230150966,"nonveg_1344","absence"
2335.82574482091,2124.23010801339,1370.60300851795,-3026.64915378908,-3139.66731301801,860.926630463557,965.222736302961,1051.61869652246,"nonveg_1177","absence"
386.720126985032,519.859445476912,-299.913379674284,-1238.04748801861,-1453.17932529452,1910.88272948006,819.772825151195,488.09548130602,"nonveg_997","absence"
1293.48381452681,268.675185022627,461.511978232382,-940.086625017716,-2635.03537809778,1561.93328333225,1494.24580534087,1957.47946749802,"nonveg_628","absence"
379.881040194151,509.190344054895,284.267574707264,-1180.99521819702,-938.259710383232,1121.872060963,426.896244185534,918.737020165184,"nonveg_790","absence"
3067.70365271162,4687.49773837041,2351.75156135231,-6047.62931968399,-6933.05739102539,521.977467404108,1640.8085167038,2739.02740112697,"Norway.Javrresduottar.A-Salix","presence"
410.730073456292,843.680758448844,474.65558142582,-1997.28020866358,-3273.95578870669,819.484916749039,476.990221069881,1875.46291499346,"nonveg_957","absence"
2467.34358937548,3436.48576466259,1931.01151546825,-5496.9957233543,-6546.88777443899,587.725625491957,1024.27765702418,2291.70284693378,"Finland.Javrresduottar.A-Hummock","presence"
692.540600340425,931.960549430767,-86.2201584866846,-1313.63497351354,-1021.54918766512,1924.28792128609,1018.18070791745,1132.23219843768,"nonveg_956","absence"
336.392223493818,-36.6891565827637,-382.714363405152,-33.040806890585,-2095.97694739905,469.318911470428,1063.97404527616,2665.11699147994,"nonveg_721","absence"
674.756841696894,229.266144128905,850.828764993875,-916.501666389067,-1053.56568553867,948.436939119261,706.880065979446,1429.74377729509,"nonveg_714","absence"
1943.66474424895,2673.35205198431,765.613927606471,-4679.44357323923,-4967.15997736247,755.613005733656,1658.00585660723,2783.05962619848,"USA.NorthSlope.Deadhorse-C16","presence"
466.153154774137,292.135397723964,-39.2409122211386,-1639.91847447034,-2255.69747914567,773.346956933623,1092.28076019318,1528.88911001375,"nonveg_986","absence"
290.256458438024,610.423450019299,157.368824239276,-2062.2128153666,-1720.17432138806,1824.57255147353,494.914823362871,1284.37534978649,"nonveg_752","absence"
1661.08770703867,2912.84169089905,1225.1450334486,-5125.03417079899,-5552.65297463409,742.109067215461,2000.44993905836,1275.95085670838,"USA.NorthSlope.Sagwon-C16","presence"
904.690390041987,1237.55020077124,507.995589771117,-2666.75525973689,-2802.00012734412,1064.42761055929,1338.55136462516,1923.76052518427,"USA.NorthSlope.HoweIsland-C12","absence"
334.780119696791,26.6644526827201,-352.087476176392,-662.912557886605,-1830.17272177846,1866.03426252116,1083.39178315654,2104.93092447508,"nonveg_558","absence"
292.703113739377,612.098293228244,-497.26816902861,-523.139187155881,-1350.68254429348,785.227726830769,1324.73682070584,941.545450255881,"nonveg_1340","absence"
2903.78651576752,3535.43525260912,2386.57038932733,-5502.95401394331,-6444.22404673948,630.860886684806,1817.07946155242,1480.10040333166,"Canada.CoutureLake.TD7","presence"
2084.6939185328,2517.52883395571,1591.16033606293,-4520.24526289121,-4832.15863968732,940.430642324534,1326.2923087453,2478.72518425467,"Canada.BonifaceRiver.LSA2","presence"
2356.46247258349,3891.34359283695,2267.51745161983,-5722.47929442099,-6313.36039421637,632.11321834995,1552.55517972225,2588.13699913108,"USA.Toolik.S1","presence"
2233.49216715022,3213.75071894202,1836.86688171732,-5786.3261503015,-6137.66711767471,644.234084417166,1626.75961043332,2557.31887748264,"Finland.Javrresduottar.A-Salix","presence"
1943.66474424895,2673.35205198431,765.613927606471,-4679.44357323923,-4967.15997736247,755.613005733656,1658.00585660723,2783.05962619848,"USA.NorthSlope.Deadhorse-C16","presence"
-326.423234858621,287.333460636878,310.721848212794,-1275.83390430231,-719.975759448892,873.983236156235,1411.04615909358,1291.85360408227,"nonveg_919","absence"
2345.13418447807,3091.05307263902,1110.08645825985,-4554.61129888207,-5758.81372568144,878.0896714974,1758.40091501477,5664.20809199132,"Russia.Yamal.Kharasavey-2b","presence"
-137.483005558482,408.775815424056,-184.172234489371,-1855.67059232864,-1231.78229435012,851.787591417372,592.948049913427,1596.43764142633,"nonveg_1442","absence"
2669.78772332841,3195.19572035031,1588.39271333289,-5621.05673353697,-6021.65613885865,448.326563533621,1634.48759490875,2278.90303396546,"Finland.Javrresduottar.EC-Spring","presence"
979.134107872493,1032.65568233988,668.100882025607,-2384.64556376372,-2697.16907282201,1343.07209047981,752.547598597251,1811.89633871769,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
4395.09061576861,4874.86005573904,2702.11597968804,-6877.5147852712,-7439.7570364156,511.098571379686,2292.10219173155,1383.74606294012,"Finland.Kevo.2","presence"
931.467493333777,339.161744091672,168.592705436181,-1424.77719338415,-1449.37817150779,1598.52591930405,762.874787897597,1053.93915583643,"nonveg_578","absence"
2792.48241237025,4488.03759213837,2543.67603652971,-5872.28166924307,-6370.61482010309,692.982058529854,2576.98620596258,1392.21291253957,"USA.SewardPeninsula.QuartzCreek2","presence"
-2.82626790324656,755.022196852055,130.978452466631,-1429.02454470999,-2695.41298210167,1101.04805761462,799.248564759667,1726.47584599012,"nonveg_816","absence"
1801.21945362803,2222.35877994391,1091.23122771793,-4233.19013732474,-4627.01682994787,914.135902259526,1106.25855004509,1677.43635552752,"Canada.BanksIsland.GreenCabin-C09","presence"
797.290518026371,140.559998608662,453.964182134768,-1405.96645547574,-1345.70937208819,763.356591037402,844.195871282025,1774.31116613254,"nonveg_935","absence"
385.269672094227,546.506213287749,-60.6952095100602,-1210.72238000526,-3173.43469273577,406.857189004741,872.436788939699,3681.94508866408,"nonveg_804","absence"
385.269672094227,546.506213287749,-60.6952095100602,-1210.72238000526,-3173.43469273577,406.857189004741,872.436788939699,3681.94508866408,"nonveg_804","absence"
2123.24786615731,3755.21386388814,2059.21479756581,-5962.91213071229,-5807.7155023789,644.776821777563,2411.7253359844,1514.20340168219,"Russia.Kolyma.T2","presence"
-74.7678790428471,97.5226306213763,243.532553528157,-1372.55962591541,-683.204714250011,1332.72275959855,695.919361687531,1070.13801977677,"nonveg_976","absence"
2817.15225164084,3453.7776021328,1643.10333882301,-5993.5721988733,-5793.86357866394,625.851640264906,2398.34081733677,1397.34692556054,"Finland.Javrresduottar.A-Sphagnum","absence"
2084.6939185328,2517.52883395571,1591.16033606293,-4520.24526289121,-4832.15863968732,940.430642324534,1326.2923087453,2478.72518425467,"Canada.BonifaceRiver.LSA2","presence"
2534.8572204061,4138.71187429178,2392.80995384237,-5883.31871157433,-5995.66070071207,777.75383376534,2520.83559445022,688.783778439495,"USA.InteriorAlaska.FRYINGPAN","absence"
-219.701612326366,550.429230169356,374.127159507932,-727.635226319271,-1630.39225206943,1170.19497507341,901.53551447132,2430.08095995801,"nonveg_594","absence"
674.756841696894,229.266144128905,850.828764993875,-916.501666389067,-1053.56568553867,948.436939119261,706.880065979446,1429.74377729509,"nonveg_714","absence"
1079.48043322708,732.71843778159,646.961908815038,-2467.37076453126,-2386.74099833472,762.514953500852,774.676811683316,1866.02963563539,"Canada.Ivujivik.TP10","presence"
2976.56885603955,3814.73409640157,1965.61856628123,-6098.13525625519,-6293.88180926413,425.875691336334,1533.33108246624,2627.62785558818,"Sweden.Abisko.NF-BirchShrub","presence"
130.174347338113,96.7405663186231,-1020.89998704703,2728.7360607467,4992.47386812258,232.625667019283,1151.07433438514,4319.9843124884,"nonveg_1637","absence"
2214.82975476539,3321.55697691965,1436.23652235393,-4827.91725308235,-5697.44521649225,706.009934206728,1957.50620526833,432.387655922384,"Russia.Yamal.Nadym-2-IH","presence"
264.464921394769,4.22862356093005,-446.773025587541,-711.758264856515,-1409.85359117008,966.153591528662,830.392154186701,919.51594814697,"nonveg_1268","absence"
3174.30433118609,4100.51892930186,2041.46063100552,-6343.03743296425,-6292.59853654942,516.818994593132,2490.64212661105,2106.8670618189,"Russia.Yamal.Laborovaya-1","presence"
-17.9362143630274,195.70041235265,313.568535960004,-32.051712748166,313.537202456981,1185.89093363319,331.504750323031,1403.15999048529,"nonveg_822","absence"
-17.9362143630274,195.70041235265,313.568535960004,-32.051712748166,313.537202456981,1185.89093363319,331.504750323031,1403.15999048529,"nonveg_822","absence"
2379.42914865521,2924.42312134057,1505.7165015759,-5365.41832730795,-5818.76308450032,570.06225374782,1432.85802726198,1549.68974632231,"Norway.Javrresduottar.EC-Sedge","presence"
1693.76970439619,1821.03475425999,1338.87039923521,-4164.74223685222,-3644.33900179391,863.326373531575,1649.38924386049,1909.10388092866,"Finland.Kevo.3","presence"
3031.99005757411,4919.54957507198,2164.72366326972,-6035.70845429841,-6815.61431017909,372.419564181307,1986.46228006089,2539.59145969037,"Canada.BonifaceRiver.AB8","presence"
581.140503752211,90.3998951690407,219.213095165819,-1950.35494180809,-2811.66252784977,1923.32665455787,690.647822786216,4412.5998415658,"nonveg_1672","absence"
2084.6939185328,2517.52883395571,1591.16033606293,-4520.24526289121,-4832.15863968732,940.430642324534,1326.2923087453,2478.72518425467,"Canada.BonifaceRiver.LSA2","presence"
1028.89228617729,456.163940062634,83.4174160072233,-2482.61280063686,-1832.70723197612,1087.59420828121,980.592087295443,1562.11692032053,"nonveg_1968","absence"
3020.87514416534,2828.99794604793,2376.31981810992,-5975.01965459713,-5896.98630596482,623.542803252476,1792.02192612842,1984.83506427194,"Finland.Kevo.10","presence"
1298.63622854453,1970.71448037799,820.950015004173,-3889.50468010259,-4681.64428706109,744.583532062836,1436.58651751308,2343.32679279329,"USA.NorthSlope.WestDock-C14","presence"
818.838429570353,933.408745341859,475.695429569242,-1760.28775751825,-1944.10714773282,902.302512074348,657.482259290469,2080.57536056875,"Canada.Ivujivik.RTP12","presence"
1751.66814732237,2205.02244333612,1194.49538105221,-4084.66845318918,-4848.26672728452,695.48275593568,2293.42572359822,3520.60755557197,"Canada.LeRoyLake.TD1","presence"
1416.94530165788,1971.1438493871,1132.10840224471,-5451.73558305677,-5595.47737014167,480.164366065047,1225.06578431247,1549.6378825414,"Canada.ChukotkaRiver.TH5","presence"
4196.33074942766,5278.79868725258,2522.18962201683,-6847.52673174547,-8065.25263616505,612.728045532766,4342.18063225652,4298.06039770203,"Finland.Kevo.9","presence"
2503.55165738465,3434.18240172072,2018.2048299414,-5495.8739404013,-6100.21890361496,510.856154939497,1496.72317495893,1487.84824144457,"Canada.LeRoyLake.TDA6","presence"
476.979197805356,501.177614833655,311.973908333199,436.735739971286,-245.584635617758,1458.10328328598,430.627942492628,818.919749054014,"nonveg_848","absence"
2100.61889952875,3612.04233996593,2000.38594988569,-5040.32320408211,-5592.69161252624,768.1728349134,1640.13927197677,1608.3812905021,"Canada.DaringLake.LowBirch","presence"
4026.69262187599,4839.51452626,3007.72311158509,-7153.31690997302,-7305.64564282996,289.350366292892,1902.92401216716,2567.48106855993,"Finland.Kevo.14","presence"
863.638113244033,1129.4494784242,927.687697025636,-1395.48586389066,-1201.81000558321,2349.90003059926,489.588174610272,404.012182074084,"nonveg_902","absence"
619.136474730951,1610.70802330983,1539.6746259629,-3311.94225518392,-3129.1450487453,811.045343495598,991.571548578875,1074.27954543658,"nonveg_1132","absence"
-848.302292510961,-527.154249508725,510.260964648589,936.944342618645,2113.12106953411,361.62413885037,1358.56325715955,2536.61187577269,"nonveg_1677","absence"
2306.26371919596,2615.2198862894,1117.47221325227,-4409.70007553864,-5461.9176581463,763.086706986359,1329.87607648952,2326.23981239812,"USA.NorthSlope.16","presence"
-2.82626790324656,755.022196852055,130.978452466631,-1429.02454470999,-2695.41298210167,1101.04805761462,799.248564759667,1726.47584599012,"nonveg_816","absence"
2003.5231706227,3458.23487987424,1573.74387186391,-5641.30529901014,-6309.06251779257,462.407307442001,1557.09213263039,3375.38945812076,"Canada.DaringLake.MediumBirch","presence"
-434.03973178006,-93.7496868127334,348.439984644482,-1441.81757487354,-1398.95271192526,545.933981033461,1179.87539445863,1636.78840199304,"nonveg_684","absence"
2763.37596670585,4038.88942291312,2440.28897803164,-5918.86958057207,-6411.69879864397,652.420858128616,1441.06490719852,1877.90525957365,"USA.YukonKuskokwimDelta.72B1","presence"
845.996138545405,1332.40220563558,1339.25611605269,-3169.89047166323,-3367.03646290503,805.455237936504,1209.00244463415,1128.0050307804,"nonveg_1069","absence"
3366.81890152019,4173.56349049526,1516.05710250905,-5690.78842933116,-6781.26563500876,550.781129351011,2949.56930930821,1661.40323372825,"Sweden.Abisko.KJ-BirchShrub","presence"
547.798080967318,592.258969263536,382.700528330224,-1698.07396485782,-1300.73682667556,2042.60388759373,664.559592679259,1139.91969862282,"nonveg_767","absence"
535.920734118067,-191.723574493227,514.580188799165,-1823.38667047545,-1402.14313292295,4690.5770647902,784.770483260527,693.319273032232,"nonveg_1037","absence"
410.730073456292,843.680758448844,474.65558142582,-1997.28020866358,-3273.95578870669,819.484916749039,476.990221069881,1875.46291499346,"nonveg_957","absence"
1931.88980910324,2610.9534171139,913.892620324665,-4332.71712411359,-5277.2874147697,765.55479756974,2385.11714785142,2168.71371408785,"USA.NorthSlope.Deadhorse-C15","presence"
104.581053571742,-378.700280337854,-163.577290608927,-1600.67677145613,-1399.82947343139,2090.99842125667,641.784293218291,835.921008291178,"nonveg_907","absence"
191.063509555873,1106.60612941474,217.182244489149,-2332.30837142858,-2976.34174982008,886.188130595351,1147.103114288,1838.62483718173,"nonveg_666","absence"
2687.20236645809,3229.67645285286,2268.01886649777,-5849.06838299438,-6322.95816897332,338.859072992886,1413.38814534485,1001.27892758518,"Russia.Yamal.Nadym-1","presence"
-381.692934965355,984.714643425822,-154.443484578153,-345.092844635854,-230.570331066644,2221.23965935455,1366.40757839118,824.844068763275,"nonveg_1161","absence"
1354.56958111296,895.656739219185,613.639792812369,-2926.77738683822,-3515.62794880967,656.141336181044,788.16349093074,3955.83252887247,"nonveg_671","absence"
264.464921394769,4.22862356093005,-446.773025587541,-711.758264856515,-1409.85359117008,966.153591528662,830.392154186701,919.51594814697,"nonveg_1268","absence"
662.654794443013,476.674862587658,192.363981206451,-1642.88950288372,-1392.41057792782,971.067004944118,536.635351728661,843.987851612203,"nonveg_972","absence"
1111.61417596768,1509.48046128412,855.865682210557,-3311.9094949408,-3225.65221189205,1223.70337943241,515.592527048927,2104.98115596011,"Canada.BanksIsland.GreenCabin-C07","absence"
239.765501965147,490.518101020898,-298.921394606516,4305.91972677444,8855.03187545068,667.321006746349,789.439495627415,4871.61230150966,"nonveg_1344","absence"
2455.48378701806,4142.39377643195,2333.07675586463,-5844.75799640299,-6276.77655713837,759.341078448652,2417.68127750892,1753.92302975147,"USA.NorthSlope.Ivotuk3","absence"
290.256458438024,610.423450019299,157.368824239276,-2062.2128153666,-1720.17432138806,1824.57255147353,494.914823362871,1284.37534978649,"nonveg_752","absence"
2889.53722095901,3820.54596631667,2432.23707678391,-5669.96649170926,-6019.30152869494,675.352670228755,2065.05666287487,1537.7385661996,"Russia.Kytalyk.T2","presence"
2976.56885603955,3814.73409640157,1965.61856628123,-6098.13525625519,-6293.88180926413,425.875691336334,1533.33108246624,2627.62785558818,"Sweden.Abisko.NF-BirchShrub","presence"
275.690445564347,1602.99485512508,904.11728474434,-1629.49700725171,-1901.67738490584,3084.1874551962,1327.30440956073,1350.78682099157,"nonveg_643","absence"
1399.83031597128,3340.66164691213,1661.54644332928,-4489.28153126399,-4793.12678043468,845.860937295196,2599.44222829596,2361.26635711937,"Canada.KluaneLake.Ruby-MixedTundra","presence"
2348.43751045672,2791.84035069339,1447.10565607695,-5428.87878622981,-6229.36499320941,429.188530443785,1861.39368237965,2489.35069757883,"Norway.Javrresduottar.EC-Salix","presence"
2853.35891288425,4479.90874612706,2382.27301819706,-5942.39213722995,-6542.08033435013,616.241231986468,2247.92666684693,2370.26534540729,"USA.InteriorAlaska.CALF","presence"
1047.8970326283,1103.14184723454,784.098944224493,-1985.99969278785,-2645.05358715985,721.103453046667,703.168845007436,1425.85129881022,"nonveg_648","absence"
3388.39492151831,4687.32386619104,2190.20081392694,-6247.97701836604,-6944.86935364107,491.505588854087,1997.04644046937,1834.71816659318,"Norway.Javrresduottar.A-Hummock","presence"
