"spectral_EVI2b_earlySummer","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_endSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_green_lateSummer","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","site_code","presence_absence"
1428.1998593147,1885.07399490335,1340.26651292245,3204.67427685324,-4985.2139312564,-4469.76889783572,-5343.41515727247,-3187.43055173994,662.985097341642,-0.756486455599466,0,1202.21024951129,-11.3339293282622,-5002.191668816,-4549.82747671856,"Canada.BanksIsland.GreenCabin-C11","presence"
-12.4531610836824,-398.262468549693,775.707113235642,420.643785506545,-2613.208946657,-605.245395011351,-2440.02812181,-882.117429488506,519.385050190976,24.4707946777344,0,1173.96958178533,-28.1485812256902,-1873.22446413,-1682.76487141937,"nonveg_919","absence"
1867.23395526558,2253.46898727663,961.570689897895,3523.57333063478,-4580.27546411627,-4434.26225211063,-5126.24262955547,-3706.78542187557,678.605268593607,-0.332001166079532,0,1340.21093988164,7.68317980511372,-5055.16994048453,-4567.57167509121,"USA.NorthSlope.FranklinBluffs-C15","presence"
3389.33546759011,3640.36497785056,2388.39758301031,5861.69500809921,-5772.82000026865,-6099.10364015869,-6293.45066314896,-5158.07678380958,650.870559694902,-0.0904115593399513,0,2013.02877570841,41.80058048022,-6485.2881204454,-6246.25371669886,"Russia.Tiksi.Bog","presence"
778.919393308003,-126.373721444933,-461.474646985565,901.819111435299,425.632364760697,-1302.01863805989,-1113.25011047439,-384.289882586387,579.184968779814,1.77018022537231,0,1240.39404029357,40.0127109772118,-1113.25011047439,-966.670440616667,"nonveg_751","absence"
2741.29657164686,2434.80006853165,1748.36511277123,4796.82960386247,-5687.82968608891,-5437.29245212867,-6264.65817514077,-4682.67718461342,659.894946812412,-0.408445544540882,0,1641.0521641539,45.3471250876734,-5863.64267725031,-5834.2350171946,"Canada.ChukotkaRiver.TH4","presence"
2025.80414715128,2485.90193933776,1136.78227502898,3996.36314306418,-4981.33178248582,-4712.40933604228,-4968.88209889678,-2442.49134283037,739.640417525956,6.26957321166993,0,2774.10917143409,42.8423956673669,-4288.60899360005,-3980.87145223645,"USA.Kougaork.LowShrub","presence"
424.497535179832,727.396072739976,277.679258832977,1223.61324145912,-1179.78756312052,-773.915919302461,-783.386436961808,-544.099068717095,1181.18290779781,2.48614621162415,0,449.716813906999,3.86363885123304,-773.915919302461,-775.968043976236,"nonveg_729","absence"
2613.45447626508,2626.6822650169,1571.62784443523,5087.57353585944,-5284.75573133098,-5989.11264476006,-6153.23505764803,-4568.91436868272,511.425563583155,-1.03711576759815,0,2379.2729243087,44.3293979858947,-6403.57665631078,-6352.05303277723,"Finland.Javrresduottar.A-Hummock","presence"
2840.7951314966,2602.98077425222,1812.10007598764,4831.97401186909,-5074.91347567146,-5190.87565436237,-5765.64027482912,-4390.57252031466,585.985509155352,-0.341863647931152,0,1286.61803995113,18.6333596142176,-5190.87555569444,-5086.15837277683,"Canada.ChukotkaRiver.TH1","presence"
2773.9687729263,2562.88352723399,1874.42262347224,4343.41695658507,-4650.07245679629,-5066.64794013325,-5691.0571457102,-4334.16248698751,708.013826869605,0.645012517770131,0,1262.35800516226,27.4425653296143,-4544.96056317605,-4849.90215483507,"USA.YukonKuskokwimDelta.5","presence"
3110.99987114168,3819.33322165229,2384.75028074646,5285.75305199462,-5871.88988421318,-5442.12842542605,-6560.50899921995,-4162.87188332505,680.972910820378,-0.00692443456500768,0,1598.94875194872,36.0941210106374,-5420.52471054434,-5834.23108746438,"Russia.Yamal.VaskinyDachi-1","presence"
472.092894779958,1270.18840463129,741.345024855192,581.863182224258,-1200.11629165697,920.075069728819,-1606.07864546257,-1380.31807538102,1097.96261053403,4.56313276290894,0,1575.0994927081,-16.8282581297021,-1200.11629165697,-764.550042789692,"nonveg_571","absence"
1907.71580025683,2067.03158119278,1191.97507572771,4012.43200037978,-4331.94518859388,-4551.10005463173,-4553.74063450953,-3252.03823793178,526.336951656628,-0.336450642347336,0,1334.40689323526,29.5288347427015,-4435.25036485746,-4528.03826308157,"Russia.Yamal.OstrovBelyy-2","presence"
1447.78056803487,705.753366892492,964.538353186449,2345.14764787984,-1762.66453730008,-2191.14502285345,-2956.7478691543,-1994.10192061735,740.103270499661,0.0150956427678466,0,921.599705981285,16.6635246499457,-2191.14502285345,-2320.49642563027,"nonveg_746","absence"
524.613550236322,689.569476899791,321.703526459308,789.386390165594,-1604.13171069588,-1438.53502427434,-1578.7055477168,-1225.81768687665,1510.75109372468,0.941163420677185,0,428.629579428248,11.272779098723,-1507.76930330832,-1470.9918545744,"nonveg_922","absence"
1861.29575891572,2329.81146239676,839.312441667093,4124.44600256622,-4408.01762433557,-4945.55717254541,-5124.0198600631,-3241.52956894529,675.033612767977,-0.0106567591428756,0,1869.30837408109,37.5812083568208,-4901.18424336656,-4794.42670473746,"USA.NorthSlope.Deadhorse-C15","presence"
3704.97163246025,4343.2714830673,1232.92766553239,6207.70692748673,-6494.6452522809,-6208.19141934546,-7712.92748579797,-4639.04904753974,444.013656180555,-0.741203200817108,1,4021.76811759915,81.929431186635,-6926.23754379853,-6730.84792411084,"Finland.Kilpisjarvi.19","presence"
3167.20088341772,3459.82235898088,1654.74339737675,4835.945592448,-6174.91653241163,-5968.42602430418,-6510.06001679521,-5026.77724050739,570.605415336039,0.476458009332417,0,2978.82028153644,29.0611887758787,-6883.04932859776,-6437.30303280514,"USA.Kougaork.GraminoidShrub","presence"
3716.8844494756,3763.79054402125,1802.30519393661,3788.0642518236,-5021.07054308595,-5627.41986324604,-6655.66088435005,-4223.70188210204,774.965625245177,0.0972533002495766,0,2139.25277414616,76.9927182655405,-5236.69043608134,-5752.30129909172,"USA.BrooksRange.8","presence"
414.992716209545,434.60380176884,640.340661637685,1361.49368586732,-2712.9336080223,-3212.14915288622,-3367.65627212683,-1147.66534361888,521.544934102091,-0.0212449766695499,0,375.313735366246,-7.77061880786691,-3212.14915288622,-2747.58487681563,"nonveg_957","absence"
-313.289490390499,421.393256885908,491.207036062403,-438.8189717992,-855.742049866938,-392.150142493263,-761.032423061169,272.781767947345,857.083406198235,-4.6466875076294,0,806.341095973759,-33.5206886022043,-392.150142493263,-383.440066894542,"nonveg_1089","absence"
120.133291854799,860.772347415906,498.841684635011,772.889707989567,-1700.13254531689,-1574.83906316536,-1812.12367699908,-1065.40052501444,937.203757358892,12.9881658554077,0,752.480454421602,-15.1483357112085,-1574.83906316536,-1375.50372083953,"nonveg_681","absence"
139.490189581098,77.9776793595043,687.918476416116,-274.606143955921,-1595.65132154491,775.740364939787,-912.820043041325,-652.437947195059,942.835742148736,-0.251943916082382,0,922.583213615442,-36.5618857890012,-912.820043041325,-720.452477600515,"nonveg_594","absence"
222.131926118448,494.666362452412,469.464368976847,600.163166452436,-1806.13698661066,-1842.82783319099,-1806.48683191185,-1149.76343576499,1850.3104712345,-0.753807842731476,0,272.534436333964,-8.83330153065709,-1806.13698661066,-1658.01769191929,"nonveg_568","absence"
1626.39499542001,1898.79573521006,1047.61082793511,4158.61720743909,-4467.91315346572,-4395.835612829,-4963.23466058415,-2979.51965792523,613.152696405011,-0.00847853223482765,0,1346.57311060861,10.103946250831,-4419.95365029317,-4477.79547964898,"Canada.LeRoyLake.TD1","presence"
2213.99724603936,2902.70189331365,1803.46852928139,4641.28419601948,-5566.80009642408,-5295.0266222523,-5832.85494597522,-4296.61414165931,616.018220728732,-0.288964119553566,0,1207.4124201099,13.536923009119,-5878.25499572264,-5731.50795236287,"Canada.DaringLake.LowBirch","presence"
2674.22497601386,3059.88726663158,2259.28463395124,5399.10965109441,-5392.48157842077,-5077.8782419095,-6091.32779366365,-4537.83077082495,716.808610372705,1.70376832485199,0,1623.39652361656,26.6643838785844,-5850.6379083679,-5837.64572309277,"Finland.Kevo.8","presence"
823.787871223874,267.278487205118,775.653537268439,1445.24360665383,-788.604370233675,-1579.14757995969,-1523.30321154661,-388.117617787722,698.843891920974,4.87605285644531,0,617.147697303562,1.50419793610734,-1523.30321154661,-1342.21153630551,"nonveg_935","absence"
609.132256501274,32.8199549863406,326.686695570543,280.10637838604,-543.286400675674,-1569.62497165706,-743.246469203333,-830.6883326867,552.579562801555,-0.524592280387878,0,764.021862713742,8.30722238031561,-830.6883326867,-1006.36048918136,"nonveg_596","absence"
3604.05448940485,4640.14862913399,2153.82134703015,6349.71106120611,-6096.10006695795,-6186.9081994066,-7231.59312580251,-4779.26895095783,574.990590038224,-0.0599557012319565,0,3151.39349430944,65.640622754071,-6334.00370726165,-6446.55378300657,"Norway.Javrresduottar.A-Salix","presence"
3480.35083272795,3928.81095653155,2522.85545317049,4585.74468200846,-5861.4657825624,-5920.29655452632,-6570.68023001199,-4664.71348211581,689.605909817092,0.255010361623282,0,2568.92079989381,13.8909889351571,-6225.13133911936,-5972.52138327298,"USA.SewardPeninsula.QuartzCreek2","presence"
2899.1985687546,3324.69540774752,1912.68768899011,4617.26450519696,-5344.55905657076,-5912.79152273032,-6048.14455883395,-4842.77535088958,739.702871414497,0.0397730298616269,0,2266.80412752427,16.3062378236523,-6178.77257823487,-5957.02847511658,"USA.YukonKuskokwimDelta.15B1","presence"
2882.50439685896,3371.88116421989,2540.33652461377,4801.37154792926,-6065.90761585372,-5215.34587938538,-6195.56241813262,-4818.02525785548,608.747894318657,0.692379966378213,1,1938.26464320864,44.3437084431631,-6243.22076606084,-6426.37840984989,"Russia.Tazovsky.Burned44","presence"
591.794808711343,239.030023123881,480.06791323315,1558.55933746163,-1197.46339551698,-1304.58176731388,-2309.9694546597,155.557474360312,733.115049025196,2.44945740699768,0,442.44762270693,2.94018145995244,-1304.58176731388,-1357.01312940667,"nonveg_779","absence"
964.501351106917,83.1530478440333,742.008703777308,1268.89888350073,-1179.70566466991,-1221.12014895187,-1726.152686967,-1301.11406989493,1816.60813719807,0.132615819573402,0,881.348303262884,11.1246323664805,-1301.11406989493,-1557.84180966837,"nonveg_894","absence"
940.417089245184,374.308616238686,895.025273980791,1587.6503232092,-1826.78208186421,-2580.24059162144,-2606.40742058528,-1618.67374125963,619.246057712051,-0.86423933506012,0,566.108473006498,2.16151501259014,-2580.24059162144,-2319.18465564319,"nonveg_986","absence"
257.104126659348,120.741190692434,477.468717730004,2354.50703250119,530.477690456116,10000,-706.96605582639,1497.00535377935,517.606876374783,-13.4085483551025,0,1870.55672791454,-12.2424772817031,1497.00535377935,2846.1449095286,"nonveg_991","absence"
54.2679011422982,107.880310574307,259.42320411032,420.240334822898,-1157.85069424137,-1092.62781662962,-1027.70704967986,-55.842603189832,1478.66123119711,-4.80932474136353,0,233.262229925247,-5.26039238379543,-1092.62781662962,-922.216965471369,"nonveg_1416","absence"
-188.007118657031,-52.3355024867438,482.677474057997,518.63066844033,-2142.66613282363,-1611.60059060125,-1175.3442519541,-728.201963634402,2429.4969022228,-0.096672385931015,0,870.802179079174,-26.8273837086011,-1611.60059060125,-1542.55926670987,"nonveg_733","absence"
-545.205778580746,-99.0633541088024,-108.422297728542,1513.49796979864,-1248.53563132587,-903.830609077646,-1357.57339354818,175.209626164085,919.274896382526,12.7808895111084,0,1389.05262090256,-10.1577553686559,-1248.53563132587,-1047.35715409466,"nonveg_1473","absence"
2417.78246392476,2663.297779948,1775.70093577492,4388.27712602141,-4835.86676834712,-5491.56159402404,-5401.00026809277,-3778.31224349036,653.42128431169,-0.284483247995377,0,1159.39720017096,13.600765415253,-5346.30043661557,-4991.61998184084,"Russia.Yamal.VaskinyDachi-3","presence"
3994.40835721636,4737.96099390908,2674.07909612394,7884.26723469071,-6801.94552170533,-6505.60398056497,-8190.29214780536,-5482.35258981978,514.988018526901,0.292694038152695,1,2226.19634480133,28.6877801137906,-7074.61474014192,-6945.10634859357,"Finland.Kevo.9","presence"
257.104126659348,120.741190692434,477.468717730004,2354.50703250119,530.477690456116,10000,-706.96605582639,1497.00535377935,517.606876374783,-13.4085483551025,0,1870.55672791454,-12.2424772817031,1497.00535377935,2846.1449095286,"nonveg_991","absence"
1966.65429966165,2602.42299138229,1685.44127661942,4345.42393670206,-4617.27048004584,-4654.61948214774,-5319.15592826674,-2785.00172672837,862.240685558516,-0.930507289038764,0,1169.03151881463,18.6266279458216,-3983.19683019982,-4349.83077664938,"Canada.Ivujivik.TP13","presence"
964.501351106917,83.1530478440333,742.008703777308,1268.89888350073,-1179.70566466991,-1221.12014895187,-1726.152686967,-1301.11406989493,1816.60813719807,0.132615819573402,0,881.348303262884,11.1246323664805,-1301.11406989493,-1557.84180966837,"nonveg_894","absence"
422.426855020958,306.714723339848,294.865687228051,1375.92321546111,-2372.54392973676,-2517.55031933848,-1729.20101912933,-2349.12581118896,584.981758395555,-0.0127372145652771,0,396.601484153919,3.98628649352835,-2372.54392973676,-2325.80944742963,"nonveg_760","absence"
414.992716209545,434.60380176884,640.340661637685,1361.49368586732,-2712.9336080223,-3212.14915288622,-3367.65627212683,-1147.66534361888,521.544934102091,-0.0212449766695499,0,375.313735366246,-7.77061880786691,-3212.14915288622,-2747.58487681563,"nonveg_957","absence"
-49.5908304732344,1037.68344201035,-75.2006155556909,-137.817675154157,598.854779420178,-225.24343031448,-811.164921430695,6582.69193419775,695.706379314659,0.0755094289779663,0,1609.33136654033,0.62462890445016,-225.24343031448,1145.61588302121,"nonveg_1794","absence"
3110.99987114168,3819.33322165229,2384.75028074646,5285.75305199462,-5871.88988421318,-5442.12842542605,-6560.50899921995,-4162.87188332505,680.972910820378,-0.00692443456500768,0,1598.94875194872,36.0941210106374,-5420.52471054434,-5834.23108746438,"Russia.Yamal.VaskinyDachi-1","presence"
1131.73027593022,1240.65972760818,782.08611023669,1229.25762120098,-1552.08112364985,-2289.97731327629,-2338.70318120853,-1519.99129991005,1438.72934640515,0.488136917352676,0,651.355081795699,13.447852526674,-1552.08112364985,-1845.73520399609,"nonveg_899","absence"
-143.69858456571,400.387942158765,315.118621511422,690.703662335936,-2405.02547313914,-2343.47268930644,-1373.97706378629,-808.219754805965,974.153203792861,-4.51276350021362,0,1090.64337963864,-18.3526882430853,-2147.62669499022,-1815.66433520561,"nonveg_941","absence"
3967.89473613962,5087.86312812665,2491.37161766636,6420.82469270116,-6691.11161371713,-6571.54839845443,-6906.69767049192,-4162.44317343031,631.580837919466,-0.993420892291597,0,3619.10128563381,32.2921983117409,-6814.86247556942,-6544.35811580796,"Canada.ClearwaterLake.AB1","presence"
266.991577478147,667.940834884568,684.155288907596,1463.78153130725,-2807.98839049848,-1345.5737167143,-1726.97460531123,-1835.41166262378,1777.11933600874,2.10232710838318,0,672.759016889761,-17.3818213095604,-1835.41166262378,-1930.41935286423,"nonveg_801","absence"
3277.77017413087,3549.52976494416,2204.38995526817,6040.95688225906,-5853.07272943203,-5879.40746179031,-6413.43718159352,-5243.69185142122,657.598682025615,-0.179820159077645,1,1358.53756512945,29.6158941391902,-5674.78243351856,-5998.56658808134,"Sweden.Abisko.NF-BirchShrub","presence"
1682.83702630884,1912.6078322422,1353.75298304632,4055.40676302237,-3168.33235289076,-2661.30262430285,-3010.06675616791,-2249.37858438813,900.656624472772,-9.44462394714355,0,1567.01749784047,14.3080018809792,-3010.06675616791,-2849.36825753071,"nonveg_1177","absence"
486.325347902113,172.128612228139,518.553508201271,881.502420168411,-1691.11512165736,-560.495211255329,-1340.72917119508,-1409.89889188104,680.636419936806,-3.40289092063904,0,395.256935919822,-1.46491637723446,-1409.89889188104,-1349.12583620351,"nonveg_757","absence"
1627.92090929972,1703.89905971058,1268.71610438677,3385.81086435051,-3408.20805503419,-3546.08450488236,-3508.59459483088,-3006.90737675826,860.240714628348,0.0278184607625007,0,426.873334748443,6.50655217380512,-4195.06696841234,-4096.02006407215,"Russia.Tiksi.LichenTundra","presence"
1593.02666168266,2332.04836893801,2186.53110617422,1801.0803362919,-1986.73032711659,-982.517023799522,-2796.08183150698,-459.573816482939,1177.12086004883,2.7911479473114,0,949.590800649603,-19.1453046610179,-1072.19598998334,-1459.41979777787,"nonveg_647","absence"
3704.97163246025,4343.2714830673,1232.92766553239,6207.70692748673,-6494.6452522809,-6208.19141934546,-7712.92748579797,-4639.04904753974,444.013656180555,-0.741203200817108,1,4021.76811759915,81.929431186635,-6926.23754379853,-6730.84792411084,"Finland.Kilpisjarvi.19","presence"
120.133291854799,860.772347415906,498.841684635011,772.889707989567,-1700.13254531689,-1574.83906316536,-1812.12367699908,-1065.40052501444,937.203757358892,12.9881658554077,0,752.480454421602,-15.1483357112085,-1574.83906316536,-1375.50372083953,"nonveg_681","absence"
1258.17849146773,1796.84005104147,47.7668644357051,5037.69460427263,-626.158097711765,-2933.58968751017,-4579.36704534602,4286.78194089888,543.264511160577,-0.275704890489578,0,2193.13802556234,46.5542933473857,-2933.58968751017,-1637.53702915347,"nonveg_1813","absence"
805.446018286242,-129.500020689329,343.922155321159,414.816372380818,-1061.30543274447,-2401.40253376494,-1700.90334220543,-1075.89255358485,511.940593538187,0.751189172267914,0,1014.80844133083,21.9773268078611,-1700.90334220543,-1765.45648943209,"nonveg_684","absence"
-375.790300564789,20.5527601008821,-51.9179822749247,-253.205871396997,-838.611960071266,-540.723783800444,-549.018953024267,126.108088494783,626.578857928775,3.71892166137695,0,396.343060665671,-9.81431267545043,-540.723783800444,-430.974823649287,"nonveg_689","absence"
3716.8844494756,3763.79054402125,1802.30519393661,3788.0642518236,-5021.07054308595,-5627.41986324604,-6655.66088435005,-4223.70188210204,774.965625245177,0.0972533002495766,0,2139.25277414616,76.9927182655405,-5236.69043608134,-5752.30129909172,"USA.BrooksRange.8","presence"
1867.23395526558,2253.46898727663,961.570689897895,3523.57333063478,-4580.27546411627,-4434.26225211063,-5126.24262955547,-3706.78542187557,678.605268593607,-0.332001166079532,0,1340.21093988164,7.68317980511372,-5055.16994048453,-4567.57167509121,"USA.NorthSlope.FranklinBluffs-C15","presence"
1861.29575891572,2329.81146239676,839.312441667093,4124.44600256622,-4408.01762433557,-4945.55717254541,-5124.0198600631,-3241.52956894529,675.033612767977,-0.0106567591428756,0,1869.30837408109,37.5812083568208,-4901.18424336656,-4794.42670473746,"USA.NorthSlope.Deadhorse-C15","presence"
108.968108384568,1212.58982301093,859.544656830631,1968.24794109628,-2749.0347265543,-1729.07984710583,-1774.18884610186,-1546.67429973998,976.735516469474,0.123510606586933,0,1103.62171462636,-20.2858526607044,-1729.07984710583,-1812.38074378226,"nonveg_745","absence"
3258.12515465976,3849.20363154322,2219.32625093927,5869.03215464328,-5583.40156194681,-5987.02061257675,-6189.15840315633,-5080.11842396309,811.290328165642,-0.469098395854234,0,1613.76266461293,25.9987985066534,-5608.23248722802,-5573.8159061226,"Finland.Kevo.1","presence"
664.029061246091,840.308710915574,483.282974421877,1204.72847394124,-2172.37491822313,-2185.89114934538,-1225.72375570284,-1821.36061075224,1505.91201911594,0.340071231126785,0,1276.2560456386,7.22984347296859,-2172.37491822313,-1916.5789564201,"nonveg_628","absence"
940.417089245184,374.308616238686,895.025273980791,1587.6503232092,-1826.78208186421,-2580.24059162144,-2606.40742058528,-1618.67374125963,619.246057712051,-0.86423933506012,0,566.108473006498,2.16151501259014,-2580.24059162144,-2319.18465564319,"nonveg_986","absence"
638.963949058449,1094.69088768587,192.963437361837,2290.0954711333,-2698.93180678927,-2358.70714369537,-2825.80408811121,-1468.39663769203,902.841278946145,-0.452193088001675,0,1252.93950387238,6.1807623083105,-2372.11169944137,-2496.11511617468,"Canada.Ivujivik.TP10","presence"
2619.32284712709,2748.53432215583,2081.40431550891,4444.19255372921,-5539.96633249283,-5819.29896498752,-6123.54191378813,-4829.66765620543,544.051901715337,1.40388514995575,0,1907.3907528342,36.3668699424383,-5918.6634185859,-5816.73372265214,"USA.NorthSlope.Sagwon-C19","presence"
2508.54213234062,2939.40566005274,1671.19294900682,4046.8978455539,-5245.99763556086,-4792.16532478832,-5969.27295165733,-3927.28279321776,649.888684591103,0.298259528395202,0,2789.89479774356,44.0735291884973,-5686.34142234644,-5345.00724521162,"USA.NorthSlope.Oumalik1","presence"
120.685063657173,306.087833967923,616.703586469243,1036.69541780138,-2023.57641077569,-1270.21543908941,-2746.34090500494,-967.286903447965,1440.67830613608,-1.12418723106384,0,878.971153746516,-21.5660227309596,-1859.69780798682,-1773.42349326096,"nonveg_955","absence"
3691.92911755465,4040.39477309136,2518.70691140716,4901.29516219492,-6010.56005851186,-6125.17084116128,-6644.4256762468,-5568.23194381636,696.115155163761,1.05243179632558,0,2101.34387511408,38.4414837224079,-6201.94972790852,-6215.64783675517,"USA.NorthSlope.Ivotuk1","presence"
3341.28277070584,3807.50931080924,2319.17117746024,5798.64264498307,-6366.47931127015,-6589.4384349442,-7203.05230136832,-4626.67035240287,373.409933643724,0.999295155207316,1,1917.73684686815,27.8236318549457,-6836.37161708757,-6401.69546382312,"Sweden.Abisko.VJ-MesicHeath","presence"
-107.747934349871,366.149197070231,769.512254891546,607.392835030931,-692.871212992432,-819.123071147755,-940.769005242361,484.879583373559,1440.5846055618,5.94541835784912,0,877.260189241418,-25.0645768354691,-819.123071147755,-591.855076190885,"nonveg_1234","absence"
590.417687464756,-55.9211282427262,337.789878210717,527.941948494514,-1353.21956679546,-1847.65082290062,-2092.44077376636,-1319.19715854099,822.683580496977,1.62413251399994,0,646.338815707482,7.21793740725826,-1847.65082290062,-1776.39914377499,"nonveg_871","absence"
2251.17798653527,3188.91706891718,1427.35129728501,5977.05448084765,-5395.28106633841,-5443.53801449159,-5600.77072758195,-4652.49317979949,627.141919231688,-1.01483058929444,0,1911.73280300205,15.1274428150132,-5424.96793325213,-5305.65685956831,"Finland.Javrresduottar.A-Salix","presence"
809.10658171557,1130.98760178972,580.372340102816,1828.81652803194,-2456.39241234609,-2450.71520951239,-2759.78362639713,-1606.77546862609,1273.15498798721,-2.18737108707428,0,773.595302981265,32.2331376242194,-2489.73292963267,-2204.8652928907,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
-354.744867873963,390.337854394254,-285.227719523734,-2791.63684608691,3268.89024886145,6293.70776210878,2785.92820917476,10000,405.676847493031,0.0231208093464375,0,745.082722268218,-3.65879728159101,5068.72138455229,5483.44952093946,"nonveg_1720","absence"
2773.9687729263,2562.88352723399,1874.42262347224,4343.41695658507,-4650.07245679629,-5066.64794013325,-5691.0571457102,-4334.16248698751,708.013826869605,0.645012517770131,0,1262.35800516226,27.4425653296143,-4544.96056317605,-4849.90215483507,"USA.YukonKuskokwimDelta.5","presence"
2479.76950794481,2876.2532754176,1937.3924157329,4702.85972299118,-4853.79370126573,-5205.23493684754,-5763.2321569185,-4060.69591561239,809.989823388877,-0.0407298946132262,0,1266.09078232329,23.7390509469958,-5899.56735467163,-5848.7186719841,"Russia.Tiksi.ShrubTundra","presence"
2387.07309379767,2899.44806699586,1372.43254782649,4749.74129563125,-4632.63048277535,-4926.50413852017,-5514.02634147299,-3065.30259966707,682.570622866015,0.47943420542611,0,2310.34397225622,56.5276906813725,-4713.09144766062,-4422.1612484495,"Canada.CoutureLake.TDO4","presence"
2988.71539861318,4069.31197781172,1781.4094951335,5412.55326930814,-5555.72541785958,-6292.09059659077,-6574.90250032509,-4004.35957586998,691.036815070693,-0.0339474691836921,0,2555.23579664863,29.3213480344864,-6372.24096954742,-6049.6403081787,"USA.YukonKuskokwimDelta.15B2","presence"
3544.26979236499,3405.01128319642,1964.28289882257,6253.44272524074,-5882.72816789356,-5560.26537462749,-6812.99214366146,-6197.85697297531,529.684613110288,0.773175795873006,1,1846.78168347816,47.35337649944,-6302.56670144093,-6148.11943431872,"USA.InteriorAlaska.20","presence"
3064.88122321617,3438.61147648415,2216.61528659015,5616.5814030906,-5647.82486762102,-5921.89968002483,-6320.83146817161,-4803.43685244087,527.370442755899,0.747782486677171,0,1187.74979472397,18.1961304188695,-5569.71007792954,-5380.14365923938,"Sweden.Abisko.NT-BirchShrub","presence"
752.689287941919,601.935230468952,388.16404405466,1144.35644360555,-1621.80847881015,-2330.3496630217,-1648.07087853943,-2095.87407127254,857.04513971316,3.90344953536987,0,691.141116380061,24.3016829258172,-1711.20889480148,-1881.46239728906,"nonveg_736","absence"
1.42066219701019,911.467016825877,361.174434524038,2176.48626295606,-2559.69282091645,78.3529653139349,-1260.70802632258,-1680.09623145724,1278.07009569468,-1.97170054912567,0,1109.9002017727,-12.8483490116796,-1260.70802632258,-1179.93362529549,"nonveg_790","absence"
