"spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_peakSummer","spectral_blue_endSnowfree","spectral_EVI2b_annualRange","spectral_NBR_changeLSES","site_code","presence_absence"
2924.34307436212,3728.87753076463,2564.92453906414,-5810.76750488863,-6303.7542730254,644.498076370938,1886.63650597857,-41.5626272568878,"USA.YukonKuskokwimDelta.UB7","presence"
1135.45331742147,1206.21637771744,988.433266295953,-1721.82403029283,-791.231307472305,1100.73726619012,1627.7356931817,320.439235809808,"nonveg_535","absence"
2241.8581640758,4185.17518032285,1863.96824727697,-5657.94569364835,-6400.27729119097,449.460501959348,1678.62467701561,-24.8178227504649,"USA.Toolik.S3","presence"
2494.57895029581,3896.93806201991,2458.16940872761,-6166.45085625868,-6684.30578444457,326.341398646391,2378.46413509615,-43.6938340785378,"USA.InteriorAlaska.20","presence"
1249.98333634849,1709.27924113854,1208.53329725503,-3534.10321650498,-4390.97584044075,554.548292287338,488.885950470442,-0.387518184800902,"Canada.BanksIsland.GreenCabin-C00","presence"
2806.56493354331,3521.16638220764,1789.01176923245,-5372.49088573746,-6393.4665523639,578.47932120516,1564.84873736027,-63.8673528549293,"Canada.DeceptionBay.BEGL2","presence"
632.459302500108,624.956705678078,620.104436461774,-2546.00801368474,-3120.16956200832,670.041324055371,382.429413433297,-21.6222245038194,"nonveg_957","absence"
90.0434424853994,468.196167848592,213.638323143716,-1004.99000327786,-1194.05277882858,740.340205262326,378.152725363192,-10.095260111466,"nonveg_751","absence"
2569.38538060174,3187.29940141058,1990.56566549734,-5079.97578061625,-6011.85009466105,573.131027387169,664.729536398371,-11.8495109166232,"Canada.PayneLake.TDA2","presence"
2339.38226388379,3536.74998820602,2163.70372356244,-6212.56186342721,-6064.14454106405,486.066499953207,1867.6682736952,25.412562719371,"USA.Kougaork.LowShrub","presence"
2712.13119256046,3695.69388145671,2518.39645196804,-5484.00640768351,-6063.92827773652,534.024524718858,2634.35406649121,-128.890946192747,"Canada.DaringLake.Tower1-Heath","presence"
2569.38538060174,3187.29940141058,1990.56566549734,-5079.97578061625,-6011.85009466105,573.131027387169,664.729536398371,-11.8495109166232,"Canada.PayneLake.TDA2","presence"
2395.27052582665,3448.41705099662,2139.92803993986,-5175.23471594406,-5806.33276345425,559.324280579708,1425.90373021918,-39.4379113147116,"Canada.DaringLake.Tower1-MixedTundra","presence"
785.710790126565,521.229473828272,1153.23271076358,-2227.51166802886,-3001.19428641487,660.344286146837,632.003236935306,1.25324789746375,"nonveg_575","absence"
859.477348167649,825.470168216482,321.645108725197,-2856.2229267689,-2832.72949375902,786.702530118019,947.082320610162,-9.77581692451379,"nonveg_832","absence"
1279.03303249294,1559.39756896558,973.291448378739,-2554.79070922275,-3339.16697788697,873.286987853027,585.438176886331,-69.2020767055739,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
3495.57030611183,4324.95282591524,1901.08411894541,-5054.21184541095,-6119.69769103566,561.08299356491,1677.81381754801,13.1952996129973,"Sweden.Abisko.KJ-SalixShrub","presence"
1460.13098620547,1511.12284150729,1525.48120909727,-3738.47615345961,-4095.58461463274,690.727782909216,97.6884318947932,10.4398490490427,"nonveg_1069","absence"
2733.80305860511,4886.502879427,1784.84414243043,-5566.0427005321,-6033.95967886584,438.089358887449,3147.33922955559,12.6787134393121,"USA.Kougaork.GraminoidShrub","presence"
1024.39233141736,1217.91121096509,205.911889238116,-1919.21097520919,-2271.56960718418,803.823633484018,1140.52292457135,63.2887093500137,"nonveg_619","absence"
2628.74470794341,4373.69899998756,1942.31293862816,-5559.67741562678,-6347.82349790072,781.597126297668,2404.45871101824,46.0184898630891,"USA.BrooksRange.8","presence"
3611.28671690539,4529.36046709323,2749.40728734346,-6547.14320206962,-6740.74809260343,339.716538248,1594.40407854696,27.6181931852519,"Finland.Kevo.7","presence"
2320.42571384663,3137.6230690936,1296.32049768932,-4367.68058729373,-5826.36714773961,795.118417645476,2171.92960325345,23.435215031052,"Canada.DeceptionBay.TH6","presence"
1814.01318045543,1703.61059123662,830.287635643278,-3440.91960945276,-4142.26119815488,783.0273075486,1076.25427172584,30.4921522041179,"Russia.Tiksi.BareSoil","absence"
-287.700060360372,837.490403131537,470.51729979434,-1835.76031480284,-1549.49888586659,105.126530407112,1125.19046349191,-77.1350554460297,"nonveg_816","absence"
1068.60201477068,858.506781090566,912.422329806919,-2019.66605778547,-2010.53613619913,1164.45333144709,921.57796197237,315.666851850334,"nonveg_899","absence"
632.952464224865,1528.89861709048,1794.48945958347,-4205.27503399926,-3194.5105594264,452.226734068268,1186.20412100408,-7.02375191857485,"nonveg_1132","absence"
252.118629880727,108.268913832477,123.602217783389,-1124.42758272001,-572.965649959424,484.412104220768,1205.88593117064,54.02605473509,"nonveg_1145","absence"
2506.85026743895,3695.85548825292,1841.66504389964,-5412.71207328782,-5482.07123153454,534.388957888993,2418.67310260899,36.6028821502716,"Russia.Tazovsky.Burned12","presence"
2158.65097879456,4394.52030077853,1655.8537140236,-5470.61133059129,-5824.75914545112,429.256256760785,3710.22673010725,-150.562300054189,"Russia.Kolyma.WT1","presence"
2512.80474508237,2866.93972805486,1636.40316491006,-6019.5380349612,-6616.91052078097,417.248425054867,1039.04958587836,9.00925733915504,"Norway.Javrresduottar.EC-Hummock","presence"
-710.184822585265,250.230210051604,-505.936022904133,3274.45636077048,6885.76545897244,1372.14843361528,960.415032636869,35.5250287832259,"nonveg_1290","absence"
497.334659251185,947.018096668892,118.18041650206,-2002.18992604848,-2769.51777212264,554.039727914867,828.837680166832,21.3022572603554,"nonveg_804","absence"
68.6434626929777,63.2569357709324,-534.409765208588,-957.208673164091,-1413.57320975521,851.642269958524,939.306254168596,-25.7670170890309,"nonveg_842","absence"
54.1055884241895,214.250561966697,109.769179675915,-1322.92420831883,-1586.35089856568,650.26842218813,369.061921082708,4.89389767316591,"nonveg_988","absence"
3495.57030611183,4324.95282591524,1901.08411894541,-5054.21184541095,-6119.69769103566,561.08299356491,1677.81381754801,13.1952996129973,"Sweden.Abisko.KJ-SalixShrub","presence"
2237.38496453647,2380.02758659468,1553.04690374712,-4325.23743056603,-5101.27189761925,646.957836479647,350.431331997169,-35.843079687765,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
3833.0395301235,5049.40240464043,2647.29928436421,-6578.9630248367,-7430.05760874782,225.933863613225,3255.35251253972,45.9868841988859,"Finland.Kevo.14","presence"
862.442024911872,-104.715130467302,201.857479018744,-793.842329725432,-1179.95574999579,1162.69658688998,967.157155379175,62.6207079395452,"nonveg_1316","absence"
2788.22764755426,4478.89424152389,2474.64092562104,-5837.76346011104,-6620.59788275481,479.436818460504,2237.99330704122,-22.8462899578285,"USA.SewardPeninsula.QuartzCreek2","presence"
-239.977318902869,-52.7203276143126,-381.290300331791,964.843305548383,-129.633688847118,306.354600944754,873.392322711271,-28.1764005980544,"nonveg_536","absence"
-476.243236934136,370.381559945956,-144.520795003713,402.64943670414,-250.604607685071,570.489499883406,846.624796880092,-63.8943101739518,"nonveg_1642","absence"
139.373362852187,375.27639011523,210.402465217004,-846.75436168118,-1249.0316755163,903.323982518564,635.456092766049,53.3503478956254,"nonveg_594","absence"
2733.80305860511,4886.502879427,1784.84414243043,-5566.0427005321,-6033.95967886584,438.089358887449,3147.33922955559,12.6787134393121,"USA.Kougaork.GraminoidShrub","presence"
2893.88778056098,3411.11165784437,1999.19607492224,-5934.94740118635,-6825.017403012,314.5883371531,1540.09268668031,70.1200930737303,"Finland.Kevo.5","presence"
38.7047481833534,183.309466581543,326.690162100362,-1574.97092010896,-2187.97766509289,1275.11131285509,878.1733656334,6.92548033305601,"nonveg_624","absence"
3051.92239529567,4528.24346440215,2532.67244706512,-6067.57410474639,-7013.53022533772,418.951745640672,1847.48291527198,45.3554993835981,"Canada.ClearwaterLake.AB3","presence"
1710.14683650257,2479.77846708546,1866.93133664661,-4838.18154025931,-5182.20217940014,727.526882589762,1266.16125771279,-39.6727455951896,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
-12.7814724893842,913.33883524035,315.339836715349,-2266.64016166793,-1241.490518097,1271.18621508023,926.120307729735,-98.4690478204513,"nonveg_916","absence"
2712.54562769614,3554.59580293996,1742.82096930745,-5700.44731148239,-6117.90250345997,415.965228863373,1681.44618720886,-111.610546656392,"Finland.Javrresduottar.A-Sphagnum","absence"
2393.63111746547,3187.12057808971,2294.22446246399,-5324.10826223639,-5202.6874544563,562.810318746508,994.825824973742,-6.45193977607533,"Canada.Yukon.UPPERPALDO","presence"
2864.03453824313,3526.28422135203,1321.38609373312,-4947.63004297702,-5992.22967708858,452.887385904597,2908.87129183089,-92.4425902040209,"Russia.Tiksi.WetFen","absence"
1351.17937007355,273.62557615759,1374.25692379862,-700.358192925971,-2810.48121948224,848.998867087002,2004.93418770036,95.3111645124087,"nonveg_627","absence"
1411.69765226416,2463.39677003818,1120.03966063331,-4528.8186845915,-5267.95785930058,422.199948596432,1531.49910032486,-15.437921376246,"USA.YukonKuskokwimDelta.1","absence"
3220.81278058908,4984.30891150038,1007.46068580207,-5690.31896181174,-6709.57527991028,471.253601251412,5392.5622087909,41.7623886418546,"USA.InteriorAlaska.BABBAGE","presence"
2586.35851170785,4464.41235583988,1492.17939441876,-5810.7204164758,-6450.54111970111,452.693834290541,3331.11116068979,-29.7411477236463,"USA.SewardPeninsula.19","presence"
3183.33593704185,4361.12332970623,1983.40418200556,-6215.10137030061,-7254.85049994669,412.605602994188,1920.08556361341,-59.1023826362928,"Sweden.Abisko.VJ-SalixShrub","presence"
1242.67800122518,1592.55113603735,701.362958529293,-3349.3744339263,-3808.44603711752,898.102244323146,782.380387336101,5.8057254443991,"Canada.BanksIsland.GreenCabin-C07","absence"
606.602321767565,336.729851861036,972.696326461736,-821.582052635168,-2098.42788887645,882.464922276677,765.301422321793,26.7444373189349,"nonveg_693","absence"
-58.0435822243453,504.368637462253,141.429872232774,-1682.3249891454,-1560.68080489706,1028.43597500603,703.970038123134,-101.569434153611,"nonveg_936","absence"
297.203919109763,185.1880067779,92.0569716900771,-1512.82697479291,-1169.56319777434,817.705855929498,239.472065185507,-18.480488438874,"nonveg_729","absence"
1524.23637412223,2684.37302827157,1056.78448297066,-4484.00457868329,-5269.79203826328,509.423507483794,1484.78867979302,-21.2509692028219,"USA.NorthSlope.FranklinBluffs-C15","presence"
448.825268984315,1145.97550626799,565.024222090742,-4257.74981794626,-5353.75095299891,210.664905294303,697.150237283679,-31.8729569589354,"nonveg_856","absence"
3495.57030611183,4324.95282591524,1901.08411894541,-5054.21184541095,-6119.69769103566,561.08299356491,1677.81381754801,13.1952996129973,"Sweden.Abisko.KJ-SalixShrub","presence"
85.3186502362102,185.324064026764,459.46826292011,-155.690439438458,-305.99659140209,723.955636451362,697.093135386887,14.1486878826233,"nonveg_689","absence"
-157.775771441079,761.79180599108,-1099.05173148897,2820.52036768407,3287.97586737605,172.311741002762,1860.84353748005,69.0099502570526,"nonveg_1854","absence"
-182.218987454414,-159.723749610697,586.645679464692,-1129.34344722899,-2706.39787511294,1200.26007749726,1654.64344691399,-200.047397398407,"nonveg_637","absence"
1752.87959755677,1562.6014482017,1687.65679880255,-2429.24798681777,-3040.42046604861,664.941322215378,342.643473148118,76.4172745548267,"nonveg_706","absence"
44.850352392527,1047.23819489978,734.923660807751,-1434.52192894222,-907.714733647084,685.642717793772,1002.38784250725,-67.0645556935518,"nonveg_695","absence"
1672.05121043167,1521.12591166107,1186.64207046683,-3385.60366921111,-4082.52083203697,767.005785951906,865.147065916296,-24.9532141162775,"Canada.PrincePatrickIsland.MouldBay-C05","absence"
2753.72009427346,4129.2003387671,2621.24968946433,-5974.81505211184,-6506.9637518506,422.859789388113,967.101802627104,-33.0386495628955,"USA.YukonKuskokwimDelta.72B1","presence"
271.053534486002,69.8148505001884,486.750664285066,-1387.43300779834,-1727.05519705292,651.155867726549,416.935813784877,-4.01192166866646,"nonveg_972","absence"
2180.899586884,3570.22264160659,1828.11318413644,-5234.41781259153,-5899.92897145445,386.598839278702,1545.51618806731,-74.4875169554043,"USA.NorthSlope.Sagwon-C19","presence"
-637.124295016743,-410.97402210876,-16.5752795975283,8052.00584391728,8677.93451190698,0,1231.14670032294,16.5232669405919,"nonveg_1994","absence"
2541.8278660702,3539.28353057486,1173.25509252021,-4334.4703996587,-5233.01753245249,665.644219357243,2080.04382045859,22.1615348243266,"USA.NorthSlope.11","presence"
-286.17382980913,-457.063740588041,6.83031778099685,-628.005896871574,-1836.92437627721,410.582643411773,1408.31768391175,55.2858443334559,"nonveg_670","absence"
2830.1282065277,3303.52561587654,1736.8717780069,-4886.93846076283,-5442.47783828081,662.391822569149,1703.4733331233,-65.8731115971236,"Canada.BonifaceRiver.LSA6","presence"
192.998783872013,-57.3273454993974,173.37495194953,-1643.42597246983,-2575.56992610942,648.891675716903,792.63797177043,-40.1488392310518,"nonveg_736","absence"
2674.58451904612,4143.06462852255,2541.74155574259,-5743.60920352538,-6072.98643367532,483.583260242151,2698.55712910811,-112.794314902136,"USA.NorthSlope.HappyValley-C18","presence"
2194.13067873331,3074.51262871724,1479.89501153914,-4555.5065062325,-5533.07247134388,527.311274234054,1297.60279245759,-3.14137496165283,"Canada.CoutureLake.TDO4","presence"
889.175645498448,284.944563576187,365.071449093057,-1833.92137087612,-1630.16068646852,1947.24223428417,807.108405319819,-15.4480223513952,"nonveg_733","absence"
798.681799223329,-696.793733070579,-1510.25654708569,9512.65647818582,10000,1660.0676072618,2308.93834630902,0.344711620771391,"nonveg_1236","absence"
862.442024911872,-104.715130467302,201.857479018744,-793.842329725432,-1179.95574999579,1162.69658688998,967.157155379175,62.6207079395452,"nonveg_1316","absence"
2450.75114687437,2748.35798261589,1401.07501968025,-5796.44049787813,-6402.34175205237,434.097676346117,1747.19051305427,-7.95204133616169,"Norway.Javrresduottar.EC-Salix","presence"
20.0015330032848,214.025336950705,222.866745778304,-589.346556349485,-1412.73222799096,592.562148923307,446.693384053191,-11.4299215110501,"nonveg_932","absence"
440.304802416351,-127.737604328909,-50.3575397758748,-1035.14482321799,-1766.94379617998,694.026553702052,623.926111560504,48.0229911518799,"nonveg_931","absence"
632.459302500108,624.956705678078,620.104436461774,-2546.00801368474,-3120.16956200832,670.041324055371,382.429413433297,-21.6222245038194,"nonveg_957","absence"
2921.34684886874,2992.98961846196,1774.48368371097,-5362.98816001408,-6080.34707459131,559.836600040574,1142.37794522022,-125.800811034664,"Russia.Tiksi.DryFen","presence"
368.16166067059,-91.070739640152,92.9325175358821,-157.744896119592,-1265.65160674903,1201.23633342163,806.775986178111,46.3556477971225,"nonveg_703","absence"
2908.53661233389,3429.04540829251,1834.96638078717,-6119.26552169962,-6491.14685225367,453.132530058358,1831.11500285775,-30.386245805515,"Finland.Javrresduottar.A-Sedge","absence"
70.4789268601114,651.041371395221,603.380183651477,-1368.6259206658,-2474.27584210514,765.109230805003,997.57986050804,-52.2250573673597,"nonveg_849","absence"
2908.53661233389,3429.04540829251,1834.96638078717,-6119.26552169962,-6491.14685225367,453.132530058358,1831.11500285775,-30.386245805515,"Finland.Javrresduottar.A-Sedge","absence"
2161.87919647587,3477.36166040367,1894.39917438221,-5614.12591242377,-6308.61017633909,446.79165049919,2777.58987003376,-13.8467640640085,"Canada.DaringLake.Tower3-DwarfShrub-1","presence"
-32.7853786381363,-303.997095874906,220.582742185392,-1641.64811925605,-2778.23174454692,754.924141087632,637.007234745765,-26.3453280278846,"nonveg_946","absence"
1012.73993618052,1225.75863154939,382.197648697572,-2488.79244260146,-2570.93436121278,835.518343616387,1700.39076111866,40.7040710088586,"Canada.Ivujivik.RTP12","presence"
1672.05121043167,1521.12591166107,1186.64207046683,-3385.60366921111,-4082.52083203697,767.005785951906,865.147065916296,-24.9532141162775,"Canada.PrincePatrickIsland.MouldBay-C05","absence"
765.945177854866,551.146498061876,861.937032200996,-1651.94810777104,-1822.45094265149,927.672503098299,548.017383482878,-16.0307568050952,"nonveg_714","absence"
1642.27119708024,4203.56469972226,906.179063205779,-4836.89084153011,-6442.82537324119,557.537817936306,2521.74135275654,-59.8264986061258,"Canada.KluaneLake.Quill-ShrubTundra","presence"
3003.84621343815,4440.63715699667,1821.39184022773,-5573.97550003884,-6201.93102943718,494.42137474017,3235.10054342792,-61.5308793286648,"USA.YukonKuskokwimDelta.3","presence"
2380.78682663848,2592.86088897683,1854.01705750955,-4786.32291915811,-5339.18191460324,557.894446039355,1277.53439361888,25.222562945563,"Finland.Kevo.12","presence"
2512.80474508237,2866.93972805486,1636.40316491006,-6019.5380349612,-6616.91052078097,417.248425054867,1039.04958587836,9.00925733915504,"Norway.Javrresduottar.EC-Hummock","presence"
20.0015330032848,214.025336950705,222.866745778304,-589.346556349485,-1412.73222799096,592.562148923307,446.693384053191,-11.4299215110501,"nonveg_932","absence"
-135.842260752861,43.7301051948547,141.013729030604,-1178.46494737044,-1568.64502655393,641.847735519583,622.821835928216,-1559.78251143463,"nonveg_761","absence"
54.1055884241895,214.250561966697,109.769179675915,-1322.92420831883,-1586.35089856568,650.26842218813,369.061921082708,4.89389767316591,"nonveg_988","absence"
2753.72009427346,4129.2003387671,2621.24968946433,-5974.81505211184,-6506.9637518506,422.859789388113,967.101802627104,-33.0386495628955,"USA.YukonKuskokwimDelta.72B1","presence"
20.0015330032848,214.025336950705,222.866745778304,-589.346556349485,-1412.73222799096,592.562148923307,446.693384053191,-11.4299215110501,"nonveg_932","absence"
2468.74604648163,3911.28171794321,2006.80944139659,-5828.52538176756,-6311.44520738704,390.612491627339,2210.53965949122,31.5001907842105,"USA.InteriorAlaska.5","presence"
252.118629880727,108.268913832477,123.602217783389,-1124.42758272001,-572.965649959424,484.412104220768,1205.88593117064,54.02605473509,"nonveg_1145","absence"
2399.76942498959,3577.07063742715,1485.41839975234,-5834.1707878304,-6057.2593021062,483.280269505703,2881.47129538756,15.3113492322614,"USA.NorthSlope.10","presence"
-16.3122775616128,164.429142364727,207.038977774435,-925.289376443901,-1903.87379579937,839.301930419054,599.733605559257,-8.58964187446789,"nonveg_775","absence"
1074.03768979034,807.661149950827,598.369950557154,-1788.59612131956,-2440.79240451196,917.574721288579,878.144133999608,-22.0472233916158,"nonveg_880","absence"
-32.7853786381363,-303.997095874906,220.582742185392,-1641.64811925605,-2778.23174454692,754.924141087632,637.007234745765,-26.3453280278846,"nonveg_946","absence"
606.602321767565,336.729851861036,972.696326461736,-821.582052635168,-2098.42788887645,882.464922276677,765.301422321793,26.7444373189349,"nonveg_693","absence"
-12.7814724893842,913.33883524035,315.339836715349,-2266.64016166793,-1241.490518097,1271.18621508023,926.120307729735,-98.4690478204513,"nonveg_916","absence"
420.173415742096,1733.72830858754,1318.4232944602,-2910.62176637184,-3272.8135593616,701.252880153168,1770.58943240957,-137.118451114144,"nonveg_632","absence"
1353.34633712905,2966.50895964501,1589.34467473395,-4535.28439237116,-5158.21457402592,605.873742806828,1127.25961825732,-57.2848901137661,"Canada.KluaneLake.Ruby-MixedTundra","presence"
2850.30477972932,3073.4403578948,911.327730107824,-5104.34909669714,-6436.37816246934,505.202663292519,2332.94825361924,13.7073663577116,"Sweden.Abisko.KJ-Snowbed","presence"
-273.007769063814,-597.028056977678,10000,-483.850360152435,-1075.4235299641,1259.30875616036,10597.0280569777,-374.265515729094,"nonveg_1477","absence"
537.226227201785,251.218868753608,-455.590011839316,1889.07094454488,2224.05736185431,509.290079802282,1043.42711020604,2.87195218172676,"nonveg_1646","absence"
537.226227201785,251.218868753608,-455.590011839316,1889.07094454488,2224.05736185431,509.290079802282,1043.42711020604,2.87195218172676,"nonveg_1646","absence"
219.62979798456,1370.7442791366,-585.218978453057,695.084994862937,-548.539491804793,344.87531406741,1955.96325758966,21.0599532757416,"nonveg_1794","absence"
139.373362852187,375.27639011523,210.402465217004,-846.75436168118,-1249.0316755163,903.323982518564,635.456092766049,53.3503478956254,"nonveg_594","absence"
