"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_startSnowfree","spectral_green_endSnowfree","trees_presence","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","site_code","presence_absence"
693.837609532826,835.810955444364,415.996648513431,114.344376225693,315.562505108434,-670.902309184603,-1473.3791618396,-1603.74306999518,1616.15610752872,0,475.11041896495,721.466579218672,16.4467436706257,-1473.3791618396,-1345.14144564637,"nonveg_768","absence"
3036.03817184131,3200.73214601145,3642.36098797325,3883.47225830341,2098.8862539565,-5960.78770116478,-5838.76448668784,-4255.19422947991,657.96057665884,0,3714.8095031507,2034.77232178734,32.6713638991987,-6355.15080302017,-6058.39413634626,"Sweden.Abisko.NT-DryHeath","presence"
593.566148495962,-42.5282366574692,630.379009780295,465.253607328665,-90.5293392732935,-2127.75275306717,-1257.9923734583,-404.422828997919,630.136016813211,0,311.228237934832,720.908349053588,22.8031829256418,-1293.549589346,-1365.21742043647,"nonveg_659","absence"
345.294067368551,388.572625229196,819.423239555209,746.545116287816,-23.0173466341033,-1123.09191057948,-657.477737220353,-1352.65986400667,1280.18338385989,0,455.363540361334,842.440586189312,16.0135397392458,-1123.09191057948,-1073.99805249509,"nonveg_775","absence"
2342.55087730527,2444.48931109121,2060.9177310385,2449.06452716716,1540.87368507081,-4112.59305479252,-5078.13663439744,-3195.31839332008,960.609957564713,0,2711.66793320975,1194.29308557771,19.3053211867954,-4273.23647127165,-4522.29689391547,"Canada.BonifaceRiver.LSA4","presence"
469.597965743705,517.478103326898,521.097726900883,747.039875451384,-134.514279399241,-750.534420395899,-835.339492640443,-1155.75613431113,1395.37968919815,0,424.139878404726,881.554154850625,22.3745275978869,-811.088814093734,-819.651508714877,"nonveg_976","absence"
2955.43861087824,3054.2334777471,3801.23124994943,3941.27121688216,1872.56952037033,-7492.34847833317,-7736.9894139049,-5480.76079445004,417.297871182784,1,2929.60680637339,1884.62287463343,22.3001332126533,-10000,-9470.51127413515,"Sweden.Abisko.VJ-Wetland","presence"
3114.65744014746,2269.8529563155,3573.27522769531,4194.06018339091,2009.33958561668,-5532.74542298344,-5930.19547212252,-3992.97289494742,694.605802201214,0,2945.93697911096,2356.80089285411,60.8933667892225,-5107.69212475375,-5511.63852623929,"Russia.Kolyma.OW1","presence"
3146.24415398071,3529.86250297462,3692.56039055014,3754.58451678981,2502.19425648746,-5807.70445876564,-5892.84987131484,-4645.57447219001,777.026506430692,0,3276.79500311416,1260.36276645545,15.5238745485265,-5407.93192168235,-5252.64402099331,"Finland.Kevo.1","presence"
1946.08924919281,2037.88523156928,2885.84520131647,2146.50894656747,890.843451367842,-4489.53598588622,-4573.62436324258,-2464.80132881202,748.734206044633,0,2019.13129646135,1392.63906893605,25.5649196021772,-3875.14631803156,-3978.33223482783,"USA.NorthSlope.13","presence"
2511.9858600221,2196.54052319835,2119.36598720289,2852.91611889374,1182.49459582223,-4957.99565559371,-5594.53532054174,-4045.54182817674,674.02988377991,0,2023.71724152266,2307.4601662714,31.7661133949778,-4948.70975963936,-5003.73071257256,"USA.YukonKuskokwimDelta.15B7","presence"
394.061440181,501.644943333308,819.971902513939,1004.67131712137,355.73028207958,-973.905374685344,-520.487971239219,-590.817945018261,1930.50208885027,0,615.215977045839,648.941035041787,1.53324632405681,-590.817945018261,-659.705885945447,"nonveg_994","absence"
150.475692421133,334.321987813198,20.1376364059942,-224.864471208765,-257.181622260524,-532.43052661317,-863.608430403782,-373.126095077289,1024.04066741148,0,4.57784463420726,591.503610073722,7.02857439106307,-532.43052661317,-573.232141258553,"nonveg_875","absence"
-1358.3650855977,312.448845655165,-223.578327130086,914.310270441352,6421.91299265743,-2975.54857365841,-3646.31278734807,1571.52978945713,344.041674430289,0,1213.34573920523,7780.27807825512,-204.744159954082,-1442.48651134042,-1495.42851716736,"nonveg_1353","absence"
2336.52054779194,2413.83272330148,2631.57922239424,2630.16109861562,1526.70679991004,-5159.5929390549,-5224.87256780044,-3408.41234243007,726.07805364388,0,2097.27537404266,1045.00456220418,13.8793171882707,-5174.38484152507,-5012.36550391759,"USA.NorthSlope.Barrow","presence"
797.967269350212,342.595624818738,457.850621274307,403.457297142351,-171.347354883566,-1209.25876481599,-1143.82845031045,-1374.21956335899,1673.12278589636,0,366.104691540409,969.314624233778,35.9005416382881,-1209.25876481599,-1099.69676340939,"nonveg_997","absence"
594.022869886263,388.859880905207,203.411631127244,453.06064628614,186.777084737999,-2533.76619778292,-2938.07144514915,-2908.1853144558,1606.98645957539,0,365.226422588571,407.245785148263,16.9685743811776,-2533.76619778292,-2576.85103535892,"nonveg_801","absence"
1771.90188248849,1222.85075351098,1522.81257925027,2284.95504470437,1112.50399403771,-3171.52688443637,-4259.55501363951,-3347.31309869775,869.441169022464,0,1438.80912970004,1583.32589168732,47.9795724753732,-3569.31101087064,-3412.81654923765,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
-176.786712257263,686.922302750895,709.965569590755,504.318091558592,-500.401692113831,-418.205507903638,-695.920509473125,-1313.09427644118,791.597333711709,0,244.80351190583,1210.36726170459,10.7871659952189,-1039.71477307534,-976.627230977778,"nonveg_932","absence"
1417.64311811853,244.222742348265,438.132808947042,799.162978573916,875.106408990626,-1969.77459707487,-2307.66139071495,-810.968564087553,889.73541718941,0,754.853611395675,1173.42037577026,13.2326026616561,-1969.77459707487,-1582.73359897696,"nonveg_1968","absence"
1882.89906014164,1721.0047101395,2060.19250601023,1940.14949591523,1467.96171106641,-4230.31285580099,-4085.94370013714,-3573.94923966922,718.899319685799,0,1968.55712075046,795.982207480802,4.02156345112716,-3813.67623091827,-3828.92999206875,"Canada.ChukotkaRiver.TPO5","presence"
3328.3476466725,3046.24354008194,3916.39282038874,4354.34346136486,2262.00433439694,-5646.6228716936,-6299.3568778111,-4485.3946559571,693.464348621128,0,3352.41924778349,2292.16593418989,35.7528335176156,-6385.51363347068,-5979.04015070273,"Russia.Yamal.Laborovaya-1","presence"
3456.57595532961,2931.51959527753,3800.07113117813,4292.54160373612,1701.89671522669,-7004.75616924308,-7319.95559673642,-6192.93445848863,362.725833713336,1,3358.8698340891,2164.76081445331,46.2333146744088,-6676.16528639217,-6818.29073508019,"Finland.Kilpisjarvi.15","presence"
1196.3173574604,1281.54020295492,1441.73396035315,1680.85502377987,854.705424253399,-3080.00893441309,-3501.47049528147,-1698.20144499961,1068.26330752284,0,1455.53228723661,1266.53269811025,25.1949959908168,-2715.89026155891,-2616.39747325571,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
-176.786712257263,686.922302750895,709.965569590755,504.318091558592,-500.401692113831,-418.205507903638,-695.920509473125,-1313.09427644118,791.597333711709,0,244.80351190583,1210.36726170459,10.7871659952189,-1039.71477307534,-976.627230977778,"nonveg_932","absence"
1030.98630696074,1175.8477544556,1191.22181646324,754.224214512025,186.386064359753,-1811.35032174294,-2379.30295454191,-3157.62394072034,1149.90762421873,0,867.733231350274,1004.83575210349,42.2300121300495,-2580.25839096157,-2667.53169775954,"nonveg_807","absence"
3131.61737781736,2611.51968366945,3338.55092117898,3865.70392013991,2437.24348933651,-5840.65004574667,-6265.07618091136,-4963.21024730482,654.15236347052,0,2895.67677455047,2009.5904349887,-5.0707950766955,-6442.02657883534,-6016.88921417034,"USA.NorthSlope.HappyValley-C18","presence"
188.010589332515,-708.967481904352,679.276253714994,839.073887791917,669.314964346455,273.386548969322,-1502.06170272259,-1495.60152094009,574.845656539024,0,333.341642656306,1548.04136969627,-30.0815234383713,-1495.60152094009,-1129.02144037977,"nonveg_571","absence"
1882.38851646913,1544.67966042297,1734.1294080175,1844.67169595149,991.84265940328,-3730.44253666016,-3794.22995643075,-3062.81536836439,783.308404038543,0,1618.1581523472,1842.81938807295,96.9904941091025,-3472.80693467192,-3420.32750899802,"Canada.PrincePatrickIsland.MouldBay-C05","presence"
-94.5407728606647,512.841826198387,363.89955773521,187.623570905378,-58.5171804401312,6162.49401763022,4476.24731311287,2496.27894649106,404.105469334725,0,182.261400307636,607.382599059051,-1.44094369682134,2905.3609292508,3623.67263355977,"nonveg_1736","absence"
205.58096284307,-122.575231037323,-648.423407387502,500.61144505738,-112.002181752429,-1169.30198054642,-1746.63745777133,-1062.83737232939,984.871677729879,0,-35.3616824553608,1149.03485244488,9.34068072339702,-1062.83737232939,-1059.68372182149,"nonveg_1316","absence"
3481.75413923054,2589.81656233825,3717.68112473672,3866.21182464233,2176.37990552502,-5936.82985714477,-5915.20810338383,-5762.95866985178,517.521725248951,1,2979.73970153202,2194.68890900926,39.7927162369966,-6461.97152208296,-6370.59908331177,"USA.InteriorAlaska.20","presence"
2529.57767719094,2537.70855884075,2896.36867565044,3035.25912978876,1754.41893003006,-5846.48382101498,-5984.75772696029,-4425.33803309303,552.406532012831,0,2328.38614995593,1520.67772037841,29.7081950245662,-5789.15070988477,-5454.17066332615,"Finland.Javrresduottar.A-Sedge","presence"
-1358.3650855977,312.448845655165,-223.578327130086,914.310270441352,6421.91299265743,-2975.54857365841,-3646.31278734807,1571.52978945713,344.041674430289,0,1213.34573920523,7780.27807825512,-204.744159954082,-1442.48651134042,-1495.42851716736,"nonveg_1353","absence"
1196.3173574604,1281.54020295492,1441.73396035315,1680.85502377987,854.705424253399,-3080.00893441309,-3501.47049528147,-1698.20144499961,1068.26330752284,0,1455.53228723661,1266.53269811025,25.1949959908168,-2715.89026155891,-2616.39747325571,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
709.463429456442,478.483831728568,741.988119620373,868.478966145434,500.241607355201,-1606.54949586784,-1405.69139694755,-1592.7507494667,1122.73673884634,0,659.731190861204,389.995134416867,6.97406073670803,-1473.14474522872,-1485.94847637154,"nonveg_814","absence"
1993.27587288601,2116.44471998792,2615.67369644678,2825.50616908608,1299.81149362783,-5077.20020174258,-5421.38351619427,-2991.8202332716,590.439534643312,0,1987.94473131895,1459.87105756139,31.0203577927338,-5121.24218928913,-4868.19346822729,"Canada.CoutureLake.TDO4","presence"
1423.27851049697,1923.53511348854,1454.65824364468,1387.56806540077,219.780022219225,-4495.94759022257,-5610.79193427919,-661.735256873816,462.442520743018,0,1281.76399105004,1703.75509126931,33.4305135632707,-4495.94759022257,-4260.02170862235,"nonveg_1607","absence"
1465.14706710503,711.655456249967,1037.43608806896,1213.79332702176,895.601296250312,-3403.24117804954,-4506.06523356492,-1570.16942251326,465.916185681498,1,1064.72664693921,753.49161085506,21.0942878094339,-3403.24117804954,-3604.56924426882,"nonveg_856","absence"
3049.43313005048,2463.39825992071,3668.23872795383,4110.68308349825,1990.9509073862,-5379.30797007513,-6043.43631216852,-4924.11090443864,673.280698109463,0,2876.13310235303,2452.99475908056,35.9273288819735,-5993.11196405988,-5910.06635586193,"USA.NorthSlope.Oumalik2","presence"
3375.26979899137,3256.4558908775,4259.03104394511,4529.0895053232,2196.40985754052,-6364.3499737325,-6672.31421798082,-5298.10487946363,557.625344977176,1,3518.43717293939,1707.604651421,40.85859230828,-5651.58066667986,-6005.3648913531,"Norway.Javrresduottar.A-Hummock","presence"
971.579719312202,1034.19847760749,354.113359575139,525.946210528385,559.35118710865,-953.493982957863,-1777.56225641426,-1155.66932281693,1119.18702014522,0,689.037790826374,680.085118032355,14.2147769725363,-1155.66932281693,-1314.88029369832,"nonveg_714","absence"
394.061440181,501.644943333308,819.971902513939,1004.67131712137,355.73028207958,-973.905374685344,-520.487971239219,-590.817945018261,1930.50208885027,0,615.215977045839,648.941035041787,1.53324632405681,-590.817945018261,-659.705885945447,"nonveg_994","absence"
-27.7734461810991,269.824321476441,536.695614254309,517.066562030745,-291.225222134525,-1018.21283941773,-690.767337564682,-1632.93216286177,685.672584527755,0,200.917565889174,827.920836388835,7.748581645689,-1018.21283941773,-1083.94815039707,"nonveg_596","absence"
-124.949850662471,94.2182723218065,-620.876217051314,826.235507152953,-297.256350153891,4028.30214592476,2484.56681005195,4603.24273101794,297.931295116554,0,-24.5257276785833,1447.11172420427,8.61532497457099,2835.28745981136,3249.14631842385,"nonveg_1646","absence"
536.395422496954,457.922197884972,759.777238520773,784.065087038336,222.821247727329,-2204.14841260095,-2043.58050224375,-2088.08747551618,1403.67505494616,0,552.196238733673,561.243839311007,10.1152959603105,-2204.14841260095,-2173.04760858358,"nonveg_849","absence"
2399.99126448112,2727.38909288999,3096.97059406225,3691.66280107719,842.043574515359,-3945.6204792411,-4842.36152156255,-4356.66058652038,848.793018738664,0,2856.03237636632,3031.96665466261,38.6766185772661,-3925.5708057326,-4093.52030975279,"USA.NorthSlope.15","presence"
1278.76843510094,1246.76741566726,1581.6756104337,1735.75348394837,791.791525608061,-3010.66278554105,-3335.63880966813,-2041.31979137518,1037.39397996008,0,1347.1307877412,660.846880833075,10.3599377333506,-2693.36900590358,-2544.19670734333,"Canada.BanksIsland.GreenCabin-C08","presence"
1355.26450506278,-269.668876892232,1022.91384506332,1584.86455772162,1370.80689396897,-3145.58173624712,-2963.43017774479,-3355.83443818334,193.379225711938,0,1012.83618498489,1854.53343461385,-1.55423889061915,-3145.58173624712,-3208.88391600662,"nonveg_1132","absence"
730.016725486867,547.299302851849,390.058972398978,423.191198471192,506.942723107598,-1219.00459027529,-1676.86232321495,-1344.80126474643,1117.42869452942,0,519.501784463297,339.957753087889,7.96692865640246,-1344.80126474643,-1355.73574596359,"nonveg_790","absence"
3440.20080977981,3545.29912683491,4543.99295966973,4986.98954893571,1916.2392704162,-5924.14150079161,-6589.19594472454,-4856.90948016304,645.085249768389,0,3801.37981565877,2883.43793718778,51.2659624267368,-5683.01230229477,-5706.4184747566,"Norway.Javrresduottar.A-Salix","presence"
3431.02002933791,2107.3655783929,2790.13117613388,3816.03104027094,2212.234939474,-5555.9705768975,-6760.39109155735,-5137.58996747839,458.724291378531,1,3006.99418147466,1519.94234490401,16.8606938399103,-6472.47832397721,-5982.74234122202,"USA.InteriorAlaska.17","presence"
4324.4331652428,4445.38867556246,5016.91676224748,5110.83067401477,2785.64354055868,-6917.60441416484,-7186.76138126272,-5749.45535625791,521.486023342408,1,4057.82685404745,2700.79659221778,53.9841524109671,-7104.76132888865,-6793.30361796881,"Finland.Kevo.9","presence"
743.244090748558,71.2559157916855,940.441529856862,1312.31985666363,802.264676401772,-2225.09817736752,-1968.25669808121,-536.442882931796,881.641545355772,0,773.905213892501,1241.06394087194,-1.96735285510712,-1968.25669808121,-1739.29053530993,"nonveg_666","absence"
1660.03179071564,2298.05437530911,1573.47671866521,1439.7913300633,753.656452089149,-3323.23621160078,-3518.24991914365,-2887.26805906782,925.095418894827,0,1545.00213336848,1544.39792321996,39.4076234185431,-3323.23621160078,-3383.83897722066,"nonveg_1177","absence"
472.812092010531,200.137663084768,659.748034439594,274.00112691098,-65.8857472954712,-2400.58969163006,-1837.73262803414,-1662.1081301176,798.718138602182,0,308.16263383008,725.633781735065,16.8343074783126,-1837.73262803414,-1933.55693918366,"nonveg_935","absence"
625.359315119323,1020.44119628622,596.618853067763,1213.4999510866,165.218190905403,-1376.8918668072,-2442.25943663497,-1959.19646260463,2564.80598249001,0,724.227501293061,1048.28176018119,17.6977355466893,-1959.19646260463,-1872.25244854937,"nonveg_855","absence"
105.327848708844,173.395261707794,316.624504832544,-108.859757134885,9.36669452385962,-1616.50596128121,-1460.18866915679,300.416746210404,862.028497227802,0,99.1709105276313,425.484261967429,2.23165474848801,-1460.18866915679,-1038.42232759832,"nonveg_1473","absence"
3219.97012941104,3274.56685770667,3471.32001552285,3594.22016165918,2379.87694292328,-6526.86409279594,-6986.53939857178,-5723.09070327742,461.334208430493,1,3162.8159545714,1021.46399400992,22.0998562637079,-6684.03763173631,-6497.97818281883,"Finland.Kevo.6","presence"
2616.75418639229,2534.66458666538,3138.92950811998,3512.44935530991,1923.25135421687,-5573.31740413602,-5531.5625360519,-4587.25752411312,543.676506628888,0,2813.88565216202,1916.77580133328,22.2948331528612,-5206.72993665046,-5272.82547899048,"Russia.Yamal.Nadym-2-IH","presence"
-496.561156223535,-777.107044751605,-166.85225716516,727.288180680868,-2623.64125839436,8016.9954617735,7800.60648441108,10000,408.76365116711,0,-667.374707170759,3350.92943907523,101.289528674801,8016.9954617735,8381.01085059273,"nonveg_1797","absence"
