"spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_green_endSnowfree","spectral_EVI2b_annualMedian","spectral_NDWI_annualMedian","site_code","presence_absence"
745.389252998042,911.477757267802,530.759158547283,-1421.63516677005,-1328.65015117621,1974.23983305386,745.389252998042,-1421.63516677005,"nonveg_894","absence"
320.700217865534,940.655749133123,-230.811861645956,388.671914147796,-122.488368758492,287.358791347434,320.700217865534,388.671914147796,"nonveg_1889","absence"
139.973633663051,42.0810779282748,-74.9187012644769,1390.03753568651,-821.015914158546,1403.88315910447,42.0810779282748,703.34617135584,"nonveg_593","absence"
3511.51895481933,3727.22073162171,2092.61063405117,-5807.30374687299,-6456.7488848498,810.778190401808,3715.06144576234,-6584.93508903163,"Sweden.Abisko.VJ-DryHeath","presence"
1000.78984347544,543.067978822941,466.182503936328,-1563.0246329684,-3094.94366702538,1604.96491924462,610.964686581169,-2328.26453799438,"nonveg_998","absence"
553.287649642287,509.121363202225,458.934441222973,-1865.96256184984,-2091.47012941529,960.31876720568,509.121363202225,-1662.56331799628,"nonveg_935","absence"
540.479071235826,224.027110957843,-804.994604831683,5755.83324468145,4318.40746574109,670.979699499947,-280.744042392717,5507.99954947168,"nonveg_1810","absence"
1409.83265271059,5305.72742896983,1254.82246719103,-3357.03734888906,-7277.75080726634,785.381106321521,3423.6850941298,-5728.4972057617,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
198.997546071159,-27.2706178498157,-62.4667239118089,-1029.11645335067,-1407.43176535601,709.344799377018,198.997546071159,-973.081243978701,"nonveg_1499","absence"
2669.42680793336,3347.84746923047,2001.82773202382,-5909.16220474415,-6597.34601747277,558.192383311323,2859.12362688095,-5704.31187703179,"Canada.LeRoyLake.TDA3","presence"
3184.77612522768,4989.43353370468,2099.82256703817,-6430.78227000833,-7396.44170876078,529.932299016813,3675.03412655529,-6310.46977369205,"Canada.BonifaceRiver.AB8","presence"
3152.24712468594,3649.98810398527,1934.69826202846,-5602.5604418055,-5803.40536695293,731.008062555539,2865.09447639438,-5100.54181158706,"Russia.Tiksi.GraminoidTundra","presence"
2298.8261391545,3452.96818264995,2208.39024910952,-5693.6468999999,-5975.73405499817,596.085347850022,2291.02881682269,-5661.22100260699,"USA.NorthSlope.Sagwon-C19","presence"
294.231422998183,791.548858409148,133.831312210417,-2486.04955553012,-2232.29995063095,1328.35546488849,312.456487421155,-2241.34207736385,"nonveg_849","absence"
713.958124189135,793.787318877293,233.826326217368,-2843.10512323131,-2726.44062154947,992.755424010387,807.810627542143,-2205.14239909773,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
841.711093984012,1243.14594486256,156.046100940255,-1960.54188295601,-1840.0099400055,1050.52186852292,841.711093984012,-1960.54188295601,"nonveg_725","absence"
700.506405318823,1026.50936887103,441.986149241828,-2639.38210315354,-2500.27420844683,767.149560874758,700.506405318823,-2500.27420844683,"nonveg_619","absence"
299.312739566602,756.549268550748,-22.2304647622,-1919.31324719887,-1318.07398012802,1538.62560225169,424.114364569006,-1399.04429498149,"nonveg_752","absence"
480.018101031166,1355.57516818532,994.034578278725,-2337.15095433392,-455.008807964914,1660.22071658412,766.601774169621,-1730.40065001423,"nonveg_801","absence"
2377.47711575545,3759.09011359522,1872.20434882198,-5681.49246165294,-5966.47886607182,615.322001994317,3168.28810882219,-5724.90799456391,"Russia.Kolyma.T2","presence"
534.112294416437,-7.3113037563714,102.017121084147,-196.820836072277,-852.094565844058,911.663020236708,102.017121084147,-739.212531905137,"nonveg_1268","absence"
2475.40592878246,3738.19442591558,2606.29950033694,-6089.17426910423,-6355.73394593592,550.996860107236,3121.87370231558,-5431.43615420462,"Canada.Yukon.SCHAR","presence"
2326.21110559301,4292.36299252678,1387.10092259435,-5261.23655979039,-6019.7746043395,542.521562125623,3059.98357742323,-5838.16434615685,"USA.InteriorAlaska.2","presence"
344.534731190654,-21.3282217853802,181.64839140086,-2088.09531688928,-2723.57817915886,2059.19666468864,344.534731190654,-1714.84389277577,"nonveg_688","absence"
2375.39871345894,3958.0454627465,1857.17224251609,-5439.92266016517,-6597.2500152814,721.559205553414,2890.04452590041,-5627.0656322648,"Russia.Kolyma.OW1","presence"
51.0946745849802,535.150672844982,306.404549412186,-2226.41774029357,-1602.92471635106,957.928362615907,306.404549412186,-1897.46011793638,"nonveg_953","absence"
3723.25351478357,4018.92295401209,2340.18609691295,-6445.53755647543,-6621.00154048803,520.214911641054,3684.82283269389,-5753.67578948504,"Sweden.Abisko.VJ-BirchShrub","presence"
841.49646870388,2279.61681868404,1428.00351579122,-5226.94032394045,-3117.9341036112,357.029009708243,1564.77743442972,-3690.55403420828,"nonveg_529","absence"
1756.0322622751,2359.85802597069,1209.48127753124,-4252.22614421038,-4750.19205580403,762.85214081164,1796.14671794974,-4401.94541144174,"Canada.BanksIsland.GreenCabin-C11","presence"
2350.72994693669,4201.1610258447,1895.0507754282,-5605.22008516456,-6526.77115983797,637.310917257788,3300.70934279963,-5748.49312083828,"USA.InteriorAlaska.LOWERQUARRY","presence"
649.536077910097,319.201243597713,325.15049983554,-751.989108110172,-1715.70327723533,1387.2267358629,325.15049983554,-1468.65668796488,"nonveg_560","absence"
2377.47711575545,3759.09011359522,1872.20434882198,-5681.49246165294,-5966.47886607182,615.322001994317,3168.28810882219,-5724.90799456391,"Russia.Kolyma.T2","presence"
1000.78984347544,543.067978822941,466.182503936328,-1563.0246329684,-3094.94366702538,1604.96491924462,610.964686581169,-2328.26453799438,"nonveg_998","absence"
2671.17441633442,3329.29832208992,1594.03358030963,-5266.01089790836,-5673.81490747106,604.205072278781,2133.69128352501,-5103.58147367728,"Finland.Javrresduottar.EC-Sphagnum","presence"
297.586563228465,614.668025454213,86.6127104422532,-1568.20533801565,-1567.38341396281,1900.29644691101,297.586563228465,-1515.98487487426,"nonveg_677","absence"
1008.34949081559,849.619483265894,446.443031445829,-1227.26890341748,-1805.97567426283,935.399664975202,849.619483265894,-1764.75037965162,"nonveg_867","absence"
773.353685780573,713.492459468919,202.903473307904,-2345.05617145711,-3074.24939658119,850.715346013635,713.492459468919,-2962.81704727509,"nonveg_832","absence"
1773.58968070544,4482.09143386913,2261.86044302536,-4154.42254525168,-6597.2137850865,861.476486140776,3957.04702082763,-5093.4489870463,"Canada.KluaneLake.Outpost-MixedTundra","presence"
1962.49242928227,3381.98171722932,1940.99730479531,-6209.01646409213,-6417.07125958674,582.624115886458,2311.87290266627,-5595.95984397165,"USA.NorthSlope.10","presence"
2780.30935516308,4509.35390941024,2594.7511281188,-5957.85781372349,-6605.25550248476,666.403489855814,3604.26224977978,-5415.11629731769,"USA.SewardPeninsula.QuartzCreek2","presence"
791.697227455268,501.346196669766,543.742274240918,-656.842581031967,-1474.45668781604,1271.09251696602,791.697227455268,-656.842581031967,"nonveg_790","absence"
