"spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_green_endSnowfree","spectral_EVI2b_annualMedian","spectral_NDWI_annualMedian","site_code","presence_absence"
841.49646870388,2279.61681868404,1428.00351579122,-5226.94032394045,-3117.9341036112,357.029009708243,1564.77743442972,-3690.55403420828,"nonveg_529","absence"
90.0534065020308,586.525860493137,-429.014055012255,-1305.61807826997,-1071.63757288012,393.858194241843,90.0534065020308,-1071.63757288012,"nonveg_721","absence"
2387.58421834063,3317.09223172412,1799.72854282333,-5588.34383709885,-6135.65949782426,657.771942991798,2616.04946558809,-5573.17360733308,"USA.SewardPeninsula.18","presence"
3125.69853322092,4345.61945829782,2000.50696262478,-5761.38475082598,-7282.85611277375,601.074468889573,3296.22485617744,-5983.63255368851,"Sweden.Abisko.VJ-SalixShrub","presence"
2561.11892383056,3059.44850604961,1706.75085232468,-5920.77412334426,-6567.02224261094,527.366564936515,2570.38690730251,-6232.58448286758,"Norway.Javrresduottar.EC-Hummock","presence"
1773.20264976452,1825.14262624695,1347.44565221457,-4017.11367810701,-4792.29875658923,766.968767475701,2026.26958777595,-3556.24131323072,"Canada.ClearwaterLake.LS1","presence"
993.200733343629,735.307543752299,435.396266236576,-1462.13136165321,-2005.69985106047,2006.56918919938,864.662828695818,-1743.64905567288,"nonveg_902","absence"
766.94150698255,897.041805432569,554.293296102767,-2564.18502561851,-2602.94413522552,856.356536205789,327.076869024385,-2339.19293922344,"Canada.Ivujivik.RTP12","presence"
779.541510820842,354.127489533212,31.6660347712994,-449.782276763806,-1577.18354147346,1460.08121993789,354.127489533212,-1258.4865196134,"nonveg_775","absence"
-82.1675360833763,424.449386255088,623.227053721318,-2098.55596983779,-1830.06226093871,737.891872884912,424.449386255088,-1787.91134630286,"nonveg_871","absence"
683.411666653288,747.080467574071,951.641225046203,-455.705895122954,-736.940424683711,1215.75596371861,683.411666653288,-736.940424683711,"nonveg_958","absence"
-557.277806184538,129.060036011403,6781.26422771604,-3960.07490005746,-2331.38594540054,53.4522088249834,-91.094764590531,-2331.38594540054,"nonveg_1353","absence"
2301.15941696947,3400.94943371102,2003.47545721835,-5678.47502190663,-5777.48507064465,645.155587059674,2709.61754102353,-4959.88388669526,"Russia.Yamal.Nadym-2-IH","presence"
305.474498001075,434.69340661856,385.303188050539,-155.097284526669,-1832.19231133765,764.933523189222,305.474498001075,-1358.03379752074,"nonveg_919","absence"
1781.11805799908,2207.28601328469,1255.61634841635,-4822.84365901544,-4691.30139822881,775.235676101923,1777.13577969018,-4235.63653479384,"Russia.Yamal.OstrovBelyy-2","presence"
472.597464446262,336.989164438239,174.448506690457,-935.646056561334,-1590.62753282401,1260.30381385338,472.597464446262,-935.646056561334,"nonveg_542","absence"
2188.14300846159,2894.3791800521,1755.0158796529,-5670.05017446613,-6150.01433184104,578.753959976033,2741.26426819481,-5471.04569231311,"Canada.ChukotkaRiver.TH1","presence"
2820.66936896655,3343.44161693739,2588.92551217649,-5382.51328105477,-5533.44414714557,734.976077076361,2651.59106135036,-5478.71612353465,"Finland.Kevo.8","presence"
2381.66958110758,3151.39478105593,2394.61388991509,-5171.52895269357,-5920.69803527572,657.57880090259,2153.24684480923,-5770.79598199894,"Canada.Yukon.UPPERPALDO","presence"
2347.14329042088,4120.38742885623,1827.22399327368,-5672.02414997132,-6523.34582310646,669.892983583158,3274.31433921293,-5345.10676747197,"USA.Toolik.S3","presence"
1871.88891300034,3256.06205075478,1456.5401039683,-5024.1421899019,-5542.53091179114,691.957942136959,2583.61383164353,-4939.77148457946,"USA.NorthSlope.Sagwon-C15","presence"
12.1465683161369,-47.0986228047849,398.266553463625,-2176.62524239695,-2827.5383209225,1028.04853991683,176.043462514934,-2176.62524239695,"nonveg_869","absence"
3455.30530947532,4540.05926072495,2085.16630526911,-6478.13101612818,-6975.95303584352,573.363961222722,3013.90445520683,-6989.11533965861,"Finland.Kilpisjarvi.16","presence"
2660.27527433826,4381.33856890253,2306.81600060859,-6005.60611940525,-6877.20090184303,600.816348647742,2972.2068255583,-6459.27425398069,"Canada.Yukon.PAGE","presence"
2221.37132926669,3368.63581957917,1687.82923200785,-5441.66561901879,-5566.08982451086,589.180784791261,2202.12017722055,-5995.21958492273,"Canada.DaringLake.LowBirch","presence"
648.732041797048,882.383187553772,1190.89107462562,-2937.08944269843,-3158.63693674054,613.815437641262,882.383187553772,-2937.08944269843,"nonveg_758","absence"
2934.82586331406,3622.48133802072,2075.1893188345,-5588.0853148889,-6219.78020459823,681.019450924459,3742.28060252807,-6692.05152326473,"Canada.PayneLake.TDA2","presence"
-603.001641163705,700.874864189768,542.880161561396,442.983896880252,-1487.22939238987,626.926404662969,542.880161561396,-1487.22939238987,"nonveg_571","absence"
419.909538373921,506.743197032928,-540.451455742227,253.587150687094,-326.077004636704,815.398181327975,-100.158733660026,-633.53231129711,"nonveg_1089","absence"
486.99021512228,305.872731706122,490.51844707183,-1336.98817965376,-1684.19847037122,1442.5080871354,486.99021512228,-1336.98817965376,"nonveg_768","absence"
2633.68307850675,3692.25704436823,2092.66579622744,-5360.52350223016,-5740.93194557535,720.60602009082,2743.52645116465,-5656.43190451994,"USA.NorthSlope.Sagwon-C18","presence"
2910.73528747459,3953.76460675516,2037.64998388109,-5379.92247326714,-5670.71288972794,835.780262760566,2477.31582119701,-5603.87739654849,"USA.YukonKuskokwimDelta.U","presence"
2324.95590223088,2602.06015443051,1528.06310887048,-4804.43554722503,-5189.03485606064,759.976745379919,1968.98760957174,-5049.48759654926,"Canada.LeRoyLake.TD7","presence"
-444.285817749669,-409.159190249235,327.506452674901,4013.13936723371,3804.52730619939,951.678127268673,-444.285817749669,3933.75600958958,"nonveg_1367","absence"
12.1465683161369,-47.0986228047849,398.266553463625,-2176.62524239695,-2827.5383209225,1028.04853991683,176.043462514934,-2176.62524239695,"nonveg_869","absence"
3131.9657689321,4601.58123334849,2084.90496540782,-5830.68240473684,-6922.53187177027,600.552119422232,3838.89124734561,-6385.4781716752,"Canada.ClearwaterLake.LSA2","presence"
1620.40775980124,2706.21551607017,1121.29256493231,-4490.3904806699,-5177.98359662999,675.380720369151,1860.9858683375,-4706.19579022662,"USA.NorthSlope.FranklinBluffs-C15","presence"
993.884611074369,1281.38318309656,349.511648396735,-3087.24441846085,-2796.08181004714,907.995527024497,901.744120222485,-2638.00129954489,"USA.NorthSlope.HoweIsland-C13","presence"
508.181685768689,644.225991943795,848.814765391411,-2624.09839353496,-2243.30602919429,1037.21847792714,644.225991943795,-2208.05049332213,"nonveg_663","absence"
2903.92313975598,4206.55705886523,2138.92539591276,-5646.50714028829,-6381.83724145658,601.670605109216,4246.12567497393,-5714.30132276443,"Canada.ClearwaterLake.AB3","presence"
344.534731190654,-21.3282217853802,181.64839140086,-2088.09531688928,-2723.57817915886,2059.19666468864,344.534731190654,-1714.84389277577,"nonveg_688","absence"
593.049738737807,-645.577777779354,66.0009623100963,-666.677500115904,-2523.77173144928,1522.04902900462,510.652146607704,-945.088192645912,"nonveg_973","absence"
2912.85053521459,3653.87595287018,2120.48912219309,-5750.90087248005,-6396.20616650478,699.811850244552,3316.9828613568,-6359.40331529857,"Russia.Kytalyk.T3","presence"
2545.01045760021,3760.02098055676,2058.03269821302,-5299.42415903563,-5890.25129933245,579.296354128472,2785.98331391888,-5070.21558073617,"Russia.Yamal.Nadym-1","presence"
1513.41982356349,2629.85699801025,1598.2377915009,-3930.43397600135,-5064.35986458583,699.667471827634,1704.07860715197,-4221.67100360192,"Canada.Yukon.WHEATEAR","presence"
2539.31977164013,3274.51221160978,1311.47076810156,-5977.71074432624,-6205.4784936924,539.306325465402,2992.12837821174,-6149.82752932674,"Finland.Javrresduottar.A-Sedge","absence"
2738.31848908697,4452.08778518267,2349.6668352072,-5926.36669402392,-6470.12916644816,647.72562059555,3474.10612057769,-6097.93142396443,"USA.YukonKuskokwimDelta.72B4","presence"
440.368816443222,-263.360340530658,630.223058126943,-1518.97842763727,-2834.24184936866,782.668465369645,440.368816443222,-1518.97842763727,"nonveg_684","absence"
2608.79493147766,3246.53441469949,964.866303404827,-4946.87188429234,-5525.77205197422,858.79634504864,3101.25364604134,-6007.90650113845,"Russia.Yamal.Kharasavey-2b","presence"
-101.08576318635,1314.74250934526,161.182696653375,-2329.87872798689,-745.500852926592,1635.35815670231,811.682858124764,-1126.65766859398,"nonveg_568","absence"
1600.08617469178,2095.12095588709,1125.30233651898,-4119.17019971387,-3519.5456508585,752.094760852989,1787.73923046217,-3282.00256834554,"Finland.Kevo.3","presence"
2085.51830926708,3311.22106564874,1826.2494830217,-6098.41295124092,-5933.35524946607,545.475180935684,2430.73774742965,-5793.50223375822,"Russia.Yamal.Nadym-2-H","presence"
2630.25165759913,4141.47131307678,2417.98784691775,-5627.74767674038,-6357.16432420229,707.085854049082,3562.33346392222,-5425.9845990085,"USA.InteriorAlaska.FRYINGPAN","absence"
3378.89119698705,4268.57689868783,2173.00754106133,-5166.06789471039,-6037.44143300829,840.57289122235,3762.95172392188,-4848.25517731939,"Russia.Yamal.VaskinyDachi-1","presence"
1942.4490271505,1077.34315890219,1618.83836256432,-2699.66522023225,-4586.62109888718,1046.14724605333,1077.34315890219,-4339.86157566987,"nonveg_1069","absence"
2738.31848908697,4452.08778518267,2349.6668352072,-5926.36669402392,-6470.12916644816,647.72562059555,3474.10612057769,-6097.93142396443,"USA.YukonKuskokwimDelta.72B4","presence"
189.214678116187,-131.137814393215,-97.4477863454347,-837.876133036308,-1208.04248454539,1100.55575161939,189.214678116187,-837.876133036308,"nonveg_1316","absence"
819.145737109165,312.613706573218,216.742413965914,-1186.39174439521,-1531.30393862777,1478.14310884476,312.613706573218,-1186.39174439521,"nonveg_897","absence"
1693.96957809815,1435.84003252093,278.002386326705,-2819.3370678435,-3950.8544535332,1068.32950009094,1435.84003252093,-3607.20499071439,"nonveg_898","absence"
3890.99006972724,5402.98339206468,2816.97142605313,-6642.78362906287,-7394.59752515715,614.088280063519,4073.15083790667,-5187.19131920429,"Canada.ClearwaterLake.AB1","presence"
2080.77339253162,3211.53005194791,957.336354478292,-4827.30710595947,-5694.67697292997,810.048074026197,2372.2895329444,-4744.88959328024,"Canada.DeceptionBay.TH6","presence"
3068.74975250942,3684.45083430122,2422.60294512861,-5980.33067357937,-6199.42224812583,689.871503655739,3156.41623148651,-5846.30363068579,"Russia.Yamal.VaskinyDachi-2","presence"
527.238898023247,822.94671391584,646.476059652696,-1787.49647853604,-1479.03182831766,2109.94121293822,646.476059652696,-1592.76642045157,"nonveg_1261","absence"
-257.532037784094,542.346665249658,-735.511704908278,4994.40598564045,7144.88423444971,1105.70101374027,-224.402161392211,4994.40598564045,"nonveg_1290","absence"
2782.3515500449,3382.06791992439,2006.74122823259,-5879.99787378095,-6541.59585186121,630.837935561042,3314.73211279953,-6512.54293433796,"Canada.PayneLake.TDA0","presence"
2640.53124568255,3441.58740758422,1712.99239803717,-6076.54556132135,-6172.30022856503,532.887225522039,2250.19092847215,-5935.02807887148,"Norway.Javrresduottar.EC-Betula","presence"
599.983597329261,318.190208798449,548.23547563923,-814.000405475601,-1337.35452236026,1968.85490518808,431.065256523777,-932.055419152972,"nonveg_994","absence"
389.14273579166,565.606804641321,945.322966753338,-2038.53713219093,-1779.64672362126,1816.3213373875,565.606804641321,-1779.64672362126,"nonveg_624","absence"
2218.22518949737,3262.73107677093,1572.81280367475,-5708.34095131516,-6288.94650870413,551.37553931111,2764.68475239519,-4928.0027747209,"Canada.DaringLake.Tower1-SedgeHollow","presence"
564.920294445594,1841.21733969678,734.021563941151,-3740.76013824711,-3754.5616529075,373.657276833147,1081.11706647876,-3740.76013824711,"nonveg_856","absence"
120.931633174788,767.120670436616,26.2379955344859,-955.960354091488,-1326.61396943189,714.215898266951,120.931633174788,-955.960354091488,"nonveg_1340","absence"
952.31443362229,1663.96494208395,984.416248614799,-3234.07138211438,-2824.6136689655,651.869759092044,984.416248614799,-2824.6136689655,"nonveg_996","absence"
922.933092719172,417.551648358898,576.109928822393,-443.560574489068,-849.192599904242,1718.92393630014,417.551648358898,-849.192599904242,"nonveg_1416","absence"
1409.83265271059,5305.72742896983,1254.82246719103,-3357.03734888906,-7277.75080726634,785.381106321521,3423.6850941298,-5728.4972057617,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
2475.76687523296,3520.23846628517,2358.33073539334,-5506.79916785864,-6716.07401168064,625.095513295705,2916.46077888071,-5134.85268760426,"Russia.Kolyma.T1","presence"
419.909538373921,506.743197032928,-540.451455742227,253.587150687094,-326.077004636704,815.398181327975,-100.158733660026,-633.53231129711,"nonveg_1089","absence"
2387.58421834063,3317.09223172412,1799.72854282333,-5588.34383709885,-6135.65949782426,657.771942991798,2616.04946558809,-5573.17360733308,"USA.SewardPeninsula.18","presence"
435.803223237832,148.329927959961,-140.811534676687,-1553.50203328559,-1910.64939702664,1963.47660110211,148.329927959961,-1910.64939702664,"nonveg_876","absence"
2136.95115903638,2583.4952467712,1672.65026691868,-4917.6527732926,-4666.01877350819,718.016147323845,1711.30046906342,-5177.54251690434,"Canada.BonifaceRiver.LSA2","presence"
2934.82586331406,3622.48133802072,2075.1893188345,-5588.0853148889,-6219.78020459823,681.019450924459,3742.28060252807,-6692.05152326473,"Canada.PayneLake.TDA2","presence"
2864.57543372104,4117.66437230481,2548.26425901084,-6556.67569125718,-6694.74360987559,498.081149390003,3400.66586872322,-6947.64738099644,"Canada.BonifaceRiver.AB2","presence"
593.049738737807,-645.577777779354,66.0009623100963,-666.677500115904,-2523.77173144928,1522.04902900462,510.652146607704,-945.088192645912,"nonveg_973","absence"
1475.37441111837,2040.48242747345,1007.02855708383,-3143.816142831,-2706.27577113064,940.232017432902,1309.63619666666,-3462.70399088654,"Russia.Tiksi.BareSoil","absence"
1036.19722156961,467.822109705067,152.494442508708,-1518.2561778032,-2237.59507376188,1381.97637536197,788.159140846531,-2020.71843614764,"nonveg_1309","absence"
2282.35725475537,2513.9887252259,1504.4255536194,-5916.0405786496,-6184.51430617346,493.879695780706,1770.37823215871,-5390.08191491816,"Norway.Javrresduottar.EC-Sedge","absence"
2218.22518949737,3262.73107677093,1572.81280367475,-5708.34095131516,-6288.94650870413,551.37553931111,2764.68475239519,-4928.0027747209,"Canada.DaringLake.Tower1-SedgeHollow","presence"
2915.52616666124,3077.71023039463,1549.52427074259,-5386.29048286959,-5872.52299846216,738.186844362443,2943.07381808303,-5163.0363727948,"Russia.Yamal.OstrovBelyy-1","presence"
374.828664144864,267.53751061162,-134.192475696847,5661.11638299329,1449.04599566677,287.794810835131,267.53751061162,2004.47615386673,"nonveg_1880","absence"
1116.92408130623,92.5664661853999,529.729876109413,1108.09426102668,-1767.51993040177,1165.10407368279,406.526885217343,-1065.4628329334,"nonveg_988","absence"
3131.5767005451,4167.08958215063,2646.8384241621,-5954.42124073675,-6375.54251270162,743.125797186201,3090.93741777654,-5656.3020494101,"USA.YukonKuskokwimDelta.3","presence"
2326.21110559301,4292.36299252678,1387.10092259435,-5261.23655979039,-6019.7746043395,542.521562125623,3059.98357742323,-5838.16434615685,"USA.InteriorAlaska.2","presence"
534.112294416437,-7.3113037563714,102.017121084147,-196.820836072277,-852.094565844058,911.663020236708,102.017121084147,-739.212531905137,"nonveg_1268","absence"
2080.77339253162,3211.53005194791,957.336354478292,-4827.30710595947,-5694.67697292997,810.048074026197,2372.2895329444,-4744.88959328024,"Canada.DeceptionBay.TH6","presence"
426.979286210208,262.663364467739,149.71007011897,-798.113865082559,-885.141910653685,1079.99331588835,426.979286210208,-294.493989644455,"nonveg_710","absence"
3016.44143752411,3533.42599416585,1680.90512397134,-5841.54261449818,-6613.90705231446,648.440122262943,3015.77348179228,-5738.05464561712,"Finland.Kilpisjarvi.20","presence"
2775.09768183623,3674.84523358523,2039.19288066434,-5819.49536016328,-5931.96529436624,723.524147152782,3352.69332024922,-5130.04278870774,"USA.YukonKuskokwimDelta.15B1","presence"
722.925472896479,628.98954691215,545.076281876559,-1676.4935393716,-2651.55085273726,1960.47858223837,628.98954691215,-1759.23289199653,"nonveg_861","absence"
551.050116741965,872.095178712888,977.531687852225,-2005.50658503182,-1837.08984342695,1742.11465828972,872.095178712888,-1837.08984342695,"nonveg_767","absence"
1477.00907349561,2268.2666425277,1075.31345438332,-4952.18571598396,-5554.09018464165,596.688975289859,1741.5662674777,-4301.91911998939,"USA.NorthSlope.13","presence"
2436.35264671541,2614.94349251537,1797.18138792927,-5011.26291797159,-5525.40434781609,718.740121972958,2080.05162908994,-4743.62075800581,"Canada.PayneLake.TD2","presence"
2350.72994693669,4201.1610258447,1895.0507754282,-5605.22008516456,-6526.77115983797,637.310917257788,3300.70934279963,-5748.49312083828,"USA.InteriorAlaska.LOWERQUARRY","presence"
182.218974769642,-214.779715388055,887.461788992395,-872.516984219338,-1711.10396996058,1310.19623293413,182.218974769642,-872.516984219338,"nonveg_582","absence"
2372.09422776647,2605.97407502037,1274.57261604603,-5292.62821985196,-6264.79149034239,565.832321331799,2394.83329185841,-5968.07824159302,"Finland.Javrresduottar.EC-Hummock","presence"
-96.115880206687,143.64451657698,-1.95399807241625,8889.92705797037,5546.37852210974,1307.79666865293,-1.95399807241625,5546.37852210974,"nonveg_1344","absence"
2377.47711575545,3759.09011359522,1872.20434882198,-5681.49246165294,-5966.47886607182,615.322001994317,3168.28810882219,-5724.90799456391,"Russia.Kolyma.T2","presence"
3162.05180273907,3501.34105761157,1253.98217871043,-5538.00825245612,-6129.33323500385,721.451620212866,3130.78594854665,-5409.86398618789,"Russia.Tiksi.FloodMeadow","absence"
49.017438667109,824.956253775251,-92.9105888035548,292.498516341149,-1032.67491891007,502.90402938492,49.017438667109,292.498516341149,"nonveg_1794","absence"
440.368816443222,-263.360340530658,630.223058126943,-1518.97842763727,-2834.24184936866,782.668465369645,440.368816443222,-1518.97842763727,"nonveg_684","absence"
198.997546071159,-27.2706178498157,-62.4667239118089,-1029.11645335067,-1407.43176535601,709.344799377018,198.997546071159,-973.081243978701,"nonveg_1499","absence"
2640.53124568255,3441.58740758422,1712.99239803717,-6076.54556132135,-6172.30022856503,532.887225522039,2250.19092847215,-5935.02807887148,"Norway.Javrresduottar.EC-Betula","presence"
1756.0322622751,2359.85802597069,1209.48127753124,-4252.22614421038,-4750.19205580403,762.85214081164,1796.14671794974,-4401.94541144174,"Canada.BanksIsland.GreenCabin-C11","presence"
2408.94842994032,3602.50836805664,1999.30261068108,-6055.05190810138,-6818.28197279919,604.420109810673,3182.11776755222,-6518.95708586032,"USA.NorthSlope.HappyValley-C20","presence"
791.697227455268,501.346196669766,543.742274240918,-656.842581031967,-1474.45668781604,1271.09251696602,791.697227455268,-656.842581031967,"nonveg_790","absence"
782.129550795569,1179.92928128684,961.646626561904,-1856.97979339058,-1748.57486030215,1499.26628912171,961.646626561904,-1748.57486030215,"nonveg_975","absence"
635.676300768171,400.919054778496,318.874012237731,-1448.83657393326,-2223.4292250187,871.752857585916,385.792799047742,-1681.179776072,"Canada.Ivujivik.RTP13","presence"
2641.17700858706,2352.58196578957,1638.23226441068,-4607.99005848368,-5933.57495335088,792.43899622602,2909.64081066021,-4812.39611362462,"Russia.Yamal.VaskinyDachi-3","presence"
454.45412336773,1097.30442077545,423.161679806544,-1951.2286486018,-1329.7255621168,2227.93627684966,454.45412336773,-1574.5504806508,"nonveg_643","absence"
2782.30786559612,3496.71255713411,1724.45106395145,-6196.03591268641,-6157.76872715964,554.71296710316,2897.64202202259,-5231.75551407608,"Russia.Tiksi.WetFen","absence"
2198.2219716147,3247.10300205953,1166.21712176597,-5206.72951941272,-5898.30814386047,638.604029195138,2813.73863193444,-4991.11585881507,"Canada.DeceptionBay.TH7","presence"
1845.64240278878,1551.11361729527,796.902560870971,-822.412391526958,-1375.79113986841,2280.52590160041,1551.11361729527,-1375.79113986841,"nonveg_508","absence"
2167.85931327836,3162.55997194675,2012.09334452241,-5240.84471352262,-5408.15889792653,720.098230197566,2039.08426270529,-5371.43879846746,"USA.YukonKuskokwimDelta.5","presence"
1882.82351392905,2860.93950971184,1391.28196616203,-5497.41718725797,-5465.54613346082,587.576106866187,2538.69508903886,-5372.87939009574,"USA.YukonKuskokwimDelta.15B7","presence"
77.1139193690104,-51.5248654184026,319.138320690826,-1480.74533217416,-1806.34389135098,977.131010717849,77.1139193690104,-1480.74533217416,"nonveg_761","absence"
-28.225246992563,607.600156546772,-116.727770147925,-782.913226850512,-1282.45145168736,0.539912772791602,-28.225246992563,-994.489540396771,"nonveg_1469","absence"
3131.9657689321,4601.58123334849,2084.90496540782,-5830.68240473684,-6922.53187177027,600.552119422232,3838.89124734561,-6385.4781716752,"Canada.ClearwaterLake.LSA2","presence"
