"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_endSnowfree","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NIR_changeSSES","spectral_SWIR1_changePSLS","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_green_changeESPS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
2971.07561310523,3168.7018903304,3984.62226223746,4453.14076097555,2520.03492815085,4773.23243594338,5338.01182523971,6200.27360525794,6725.36236918278,4224.26006642396,-6304.06507942519,-5883.27788572238,-6353.125293108,-6447.18740541548,-5413.67281407784,2713.43102647342,798.029502016709,156.383656662078,0.534590139985085,0,3252.62757876686,3555.39651844498,2141.44444109733,-8.62571407203373,-29.2784594657474,5462.49747724957,5553.88191166992,-11.3526384200586,58.3885151159076,-6256.64562773789,-6038.89028269833,-6.75082453686332,-6.67763215808371,363.083434478686,-7.72517945699332,4.66761109575056,"USA.YukonKuskokwimDelta.72B2","presence",0,0,1,0,0
565.025569130741,671.811111201699,543.091360919351,238.495541680218,-211.029569625343,1380.97037693974,1642.05131328984,1424.49906367768,994.073887869759,-277.80710462977,-1246.39301770375,-1201.96797769584,-1572.83603471726,-2190.66382324286,-1107.65131529101,1399.02688728395,716.268331441675,-1148.55847824435,2.44945740699768,0,543.091360919351,361.478802661333,882.840680827042,20.4225036514759,16.0899687852936,1380.97037693974,1032.75750742945,43.6520389886712,-10.1814865544731,-1246.39301770375,-1463.90243373014,-3.17243086208551,36.0443410529211,521.430129719736,13.7218455189404,-10.5006751526729,"nonveg_779","absence",0,0,1,0,0
717.778573465704,600.291292374397,218.595803497781,624.469781794344,582.851164771091,1726.76723178729,1259.65189450524,968.636974559476,1657.6587541274,1310.6381675489,-1723.03030728024,204.29494736888,-1121.25213627935,-1600.84811271271,-1117.2157382546,1175.99959255805,983.468573554303,-322.496254747808,24.4707946777344,0,600.291292374397,548.797323180664,499.182769967923,4.8188360248076,15.9039787031923,1310.6381675489,1384.67060450566,14.8617522942283,-2.3830509537894,-1121.25213627935,-1071.6102694316,-9.51827637812871,-27.2825053006971,1035.95942736967,-6.52314194454372,-8.08976643148151,"nonveg_919","absence",0,0,0,1,0
3706.09127301644,3376.89335067948,4430.34905666275,5088.98657168437,2185.62099298558,6807.11220679349,6261.10191785302,7479.36866834282,8194.78385412537,4520.87491200212,-6094.8502655439,-6065.55185314136,-7088.48654935868,-7428.25449957838,-4656.48483411444,2473.69978047987,360.376457021064,-49.1023667688849,-4.81748676300049,1,3663.01864495356,3896.01749116332,1807.13444363109,-6.01786260509001,-23.886942634294,6475.55560864424,6762.61624375929,-17.1025275086999,56.4542458884457,-7297.93009494494,-6558.63365716353,-9.47601058461613,-9.51958683615191,747.448166943512,-18.6862041735878,4.98473278844557,"Canada.BonifaceRiver.AB8","presence",0,1,0,0,0
470.026893015654,827.913205083962,726.127388040483,483.905858049637,990.625948694858,694.320811474,1305.28817576638,1142.56660726582,750.060438695303,1501.54175509915,-2018.73381083078,-1437.87107490273,-1627.61967900527,-2077.50089662692,-690.171933197283,2746.4363064725,2077.47627814991,272.648374720757,-1.06939089298248,0,726.127388040483,699.719858576919,520.599055679204,-17.3533018559735,25.44645426087,1142.56660726582,1078.75555766013,-26.9073647875051,1.79805249100978,-1627.61967900527,-1570.3794789126,-17.6716709104635,42.6033439757025,585.094587830577,-13.337055638636,-1.54633487872504,"nonveg_583","absence",1,0,0,0,0
1019.346864336,325.31975164657,696.137405221495,209.213149940259,935.270106225846,1562.40689404444,681.891463734451,1170.59569416009,530.352794838495,1375.43190544599,-1598.74306370943,-2556.1210582887,-2077.30566131846,-2738.5762902642,-1519.00130586473,1904.44648126071,1500.57868950186,-35.8204865061622,-0.163195863366127,0,696.137405221495,637.057455474034,810.133714395739,2.54778054879249,-92.7044133937314,1170.59569416009,1064.13575044469,5.66590874540755,-31.2743666426044,-2077.30566131846,-2097.9494758891,0.610709235130633,71.1023792051755,660.667432717979,1.60987994750194,-15.5321325161708,"nonveg_543","absence",1,0,0,0,0
3461.91700017783,3501.1451923531,3763.94317121751,4908.75011768631,2773.8490201838,5286.01190745835,5433.32183280384,5591.62753729864,6947.88510051798,4302.48851192678,-5908.31421713914,-6018.22323101965,-6628.50312449406,-6293.91940262232,-5180.41241660834,3009.24563890789,821.355436071828,299.483584395919,-0.0654757767915726,1,3417.19489970964,3671.65039785886,1764.61121002026,-0.46018449090811,-3.79574586409126,5241.86133054574,5579.48323748482,2.27318483456885,42.4488598255358,-6216.31676973283,-6006.49772515181,-5.37641299994929,-15.7689412504386,499.973589889172,-4.5185999748166,2.12815554192301,"USA.YukonKuskokwimDelta.2","presence",0,0,1,0,0
1733.70809731435,1555.03080112125,1825.53754812053,1957.09421111748,1355.20100711256,3568.85674376775,3439.97943433676,3779.54049747624,3935.94604108186,2639.85275878999,-3654.6433638954,-4343.77469451251,-4093.97646437805,-3985.09808185042,-3082.9449353711,1678.99762917205,867.016470723905,5.93533921507081,2.72403029203415,0,1727.78059554021,1771.23056913005,757.748827372607,7.777024532704,-93.2830625787282,3586.77558101445,3614.01144832107,20.1869768214301,13.7410886975687,-3932.47716379248,-3891.72568222343,1.3176692831111,-34.3969076294582,409.726013612806,-2.88512649469957,0.627999988393385,"Finland.Kevo.3","presence",0,0,0,1,0
2417.61431022947,2427.68375079308,2664.42357383477,2806.30130166417,1926.03900980242,4535.71960996901,4610.30418259337,4927.36565376317,5196.13830374305,3811.92344809404,-5159.5735238236,-4822.87790734437,-5287.28476790807,-5411.21335184116,-4306.05927551314,2309.71739483493,728.759286700911,-224.935108069186,-0.430143755674363,0,2582.86690930345,2597.75294588982,1015.09270715811,19.7024193078701,-32.066349273201,4667.37063834325,4718.31069687306,35.2638520790127,31.0999146618166,-5107.09129629282,-4997.77503831426,2.18730403279882,-3.08619241867521,253.781418654902,-1.39635167062493,3.75099330413601,"Russia.Yamal.VaskinyDachi-3","presence",0,0,1,0,0
4.92325707673973,1084.67222011568,-177.790758701358,49.0931854408846,454.603671244406,159.218997592718,1473.33491329836,226.283024078901,571.793619451203,484.235777708251,-1325.53958522336,-891.910823587679,-2174.32923394988,-1823.56015667448,643.874498958139,2263.43971255865,1273.96016288728,44.3250994500882,-3.69850325584412,0,49.0931854408846,283.100315035271,1262.46297881704,-17.2954005449103,315.61574470426,484.235777708251,582.973266425886,-12.500645389059,15.2805415503143,-1325.53958522336,-1114.29306009545,-44.2513539786102,-13.4969370524533,737.679340024123,3.67879961606113,-15.5070489712083,"nonveg_897","absence",1,0,0,0,0
928.375600963064,477.186138188108,528.246041093212,-75.553259960809,-172.749734534605,1827.4654236876,1254.9203945618,1712.05733795995,1152.99949235638,53.9263891838738,-957.596813026283,-1172.75864631475,-2654.16084943393,-3978.9348753754,-473.287128441404,1294.93476591263,499.317113694942,385.30477788787,-0.841850280761719,0,477.186138188108,337.100957149794,1101.12533549767,35.520172112828,-2.5529951452552,1254.9203945618,1200.27380754992,57.2109365968945,-21.0770603541007,-1172.75864631475,-1847.34766251835,19.1470758078312,23.7988091898304,627.054671695402,6.16927400313165,-16.1401571139244,"nonveg_532","absence",0,0,1,0,0
759.384980054961,866.734803320368,1074.6603147602,1004.01954804364,493.569889956371,1754.31508716146,2066.02691194629,2484.21448807961,2425.47440026866,913.423513210828,-2126.07899121637,-2439.39798718302,-2282.67651813669,-2492.89093708804,-634.73093545759,1393.70620559379,930.827210376751,210.90166112177,0.567117068502638,0,660.692952989355,683.626113753528,384.036004510969,4.29243728743412,-20.4726542066745,1510.15181934293,1566.53736145668,14.0913410362007,8.8016977493556,-2487.14813956672,-2237.93685653898,-4.56305022182998,19.6210260177767,507.695192752902,-6.78031095960168,-5.25807387532723,"Canada.Ivujivik.TP10","presence",0,0,1,0,0
369.769082454247,312.786931657349,346.787369685666,-142.652213474333,346.093090948692,1996.49999662417,-285.127415977322,2102.12295716457,2143.64995949707,835.146001387526,2583.39295286428,5944.73007948181,4457.62033840898,2545.84882810184,2936.70569193544,370.23962422496,36.9991664180066,190.701049470993,-0.58266544342041,0,346.093090948692,246.556852254324,512.42129592858,0.947039660222183,-1.25927548253029,1996.49999662417,1358.4582997392,46.4541598094659,5.88599851491585,2936.70569193544,3693.65957815847,-0.348772924995153,10.9644182452801,196.432910602847,-0.243652127761785,-7.05386465888823,"nonveg_1736","absence",0,0,1,0,0
27.660522711164,-647.555516712456,145.259219901876,-517.01119642406,-370.469902550835,-2547.73981340618,-3358.77129737085,-1720.89795998074,-2270.54962503716,-5431.34631644542,5835.82685037133,4492.9784869663,4453.01181048069,3530.69996831664,8582.24658264297,48.4974889466115,41.889100448655,245.878600428111,-0.0220759995281696,0,-370.469902550835,-272.423374614862,792.814736614332,13.2710141754,-49.5509210383958,-2547.73981340618,-3065.86100244807,96.1202167679748,9.23967294563392,4492.9784869663,5378.95273975559,-0.946421501684785,21.5248183474826,297.834325935829,-1.47785476401289,-12.6556944575848,"nonveg_1810","absence",0,0,1,0,0
3623.95295743254,3119.73145393989,4212.8847686416,4819.90400499552,2250.68883891022,6389.34372808075,5780.21366424379,7050.24418933095,7780.80896433461,4462.11315576043,-6084.69177099263,-6569.94403012625,-6812.53747332428,-6733.85434208605,-5433.57937979387,2363.87938385195,564.966628141265,26.7365457209757,-0.151331078261137,1,3532.65254905719,3407.3086092122,2796.90107701273,51.1238455735438,-49.4321950260813,6581.10974975439,6359.99336513988,75.9205644279941,49.4680435260809,-6293.07004006435,-6165.18784971105,25.7293370600228,-25.7062699461332,283.044059997756,3.40440486257167,1.64537076767191,"Norway.Javrresduottar.A-Betula","presence",0,1,0,0,0
3167.08623630509,2422.93813024958,3441.90399368239,3813.15309677742,2235.72437608516,5526.42285223088,4650.17095788478,5836.86721316891,6305.69668907713,4163.08337411413,-5766.76190064287,-6058.91069917487,-6106.37578248628,-6294.00923020803,-5315.42832800725,2184.20559257508,657.542957431213,6.19346095445741,1.38264925479889,0,2888.97316451592,2793.90458389797,1395.41535996638,38.5789173786117,-28.3586196162173,4951.66575832225,4902.49372240318,60.6046689022465,3.48292252439345,-6407.45442396425,-6327.53574910109,15.7457789319613,-2.96480360814349,474.9403964014,1.1425654155693,-5.88255268757744,"USA.NorthSlope.HappyValley-C18","presence",0,0,1,0,0
61.1717941279072,90.6042207387907,340.317363116448,-59.3975273928552,-204.564395671715,-578.715062401498,-2714.58396045343,-540.500912672334,-168.441862171201,-2051.096040575,3693.75115927356,6363.46945143233,5017.62520734875,2688.71808202373,10000,484.503238708285,190.045285988454,878.908332761602,0.0231208093464375,0,61.1717941279072,45.6262909837153,544.881758788163,13.9861152526117,-12.4856571188829,-578.715062401498,-1210.66756765469,77.4937356933425,21.5933263279103,5017.62520734875,5552.71278001567,7.01011116340151,15.1978377281968,183.42062672622,3.26722182065097,-2.98886143982438,"nonveg_1720","absence",0,0,1,0,0
2531.73498622043,2346.50993556478,3193.18488319324,3212.48742609744,2192.79311987924,4155.71002966961,3781.12120111058,4966.74333859739,5041.72661249477,3570.44451615605,-4874.63506594089,-4731.78891803624,-5004.35716037351,-5526.04640011629,-3816.85730635112,2624.03642554162,883.046577179717,-223.160493047328,0.0623429864645003,0,2940.58185453869,2838.05638515883,1873.88273701798,37.0254913341795,-18.4449489642614,4692.17059287566,4414.26323170072,60.3910635101101,28.9397220427654,-4503.53684039868,-4514.12088983065,11.1659533791697,-8.84465845019774,230.40277036357,2.62641429984683,-1.66393071791975,"Russia.Tazovsky.Unburned28","presence",0,0,0,1,0
