"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_endSnowfree","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NIR_changeSSES","spectral_SWIR1_changePSLS","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_green_changeESPS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
1303.86325538253,1051.34478713694,920.474615842704,1591.77229350477,880.297740527827,2548.06265325978,2287.38107548459,2203.08935229766,3018.29299925736,1767.45237555769,-2672.97816764475,-3047.58388091974,-3459.55450297485,-2895.69965701193,-2158.80773633904,1681.53465125348,1085.3900912374,439.598289034326,-0.0911480560898781,0,1400.42407573966,1354.58184624269,649.450489244524,20.9500157820814,-6.85374460563214,2924.00866557548,2773.97789161573,37.9400933207521,-8.09635667539311,-3482.84646786948,-3342.43797454419,8.25489894617538,16.1467343787845,237.095901954311,0.378623876310727,-9.01524127312475,"Russia.Tiksi.BareSoil","absence",0,0,1,0,0
593.484413775244,1074.86082964478,573.458531928692,920.932706078692,993.523838406022,851.153961727495,1701.67786974937,820.771652179532,1433.44156703526,1508.9602202087,-2103.79003730325,-1054.16026256054,-2139.93320387928,-1392.4704365738,-1168.14794695394,2919.48644582758,2327.0010642018,42.5946785614847,2.10232710838318,0,920.932706078692,831.252063966686,501.402297716089,-16.6683093596158,250.701148858045,1433.44156703526,1263.20105418007,-27.4085941033837,23.2915042123104,-1392.4704365738,-1571.70037745416,-16.4117110078463,-366.190688742576,662.204894136317,-10.4756463193085,3.55117778433569,"nonveg_801","absence",1,0,0,0,0
-70.1162293138617,495.201130860396,398.986367371394,187.054497323525,396.487152510439,84.208997810924,929.994889674955,736.88698067219,471.890864558031,481.396962282734,-1028.79556619519,-720.123724600695,-738.821054197762,-971.576779140277,64.2997053993508,1526.15256071043,1175.23310434959,-154.165243065035,-15.6846303939819,0,396.487152510439,281.522583750379,565.317360174258,-13.7236288771853,4.18325058647835,481.396962282734,540.875738999767,-11.6819989550532,11.4024078455031,-738.821054197762,-679.003483746915,-12.2143984301373,9.35324660459182,283.388913864046,-8.33496805482489,-2.30067033136291,"nonveg_710","absence",0,0,1,0,0
55.1250463827278,315.677538030454,150.347066335741,372.304068777901,449.730049073053,174.398261674576,512.145333906436,372.254546884392,643.370276245108,177.378368793517,-394.34466397777,-591.313095454104,-898.752071051004,-705.17916551732,674.511756340599,595.216152042528,294.826905994278,116.860581833209,-0.2779381275177,0,315.677538030454,268.636753719975,394.605002690325,-16.4418751120969,16.5330471694713,372.254546884392,375.909357500806,-0.124171129955883,18.7588805828213,-591.313095454104,-383.01544793192,-26.6227937840032,-17.7875577381064,235.982939775997,-5.10861381748601,-2.71704123615688,"nonveg_1213","absence",1,0,0,0,0
327.46414461833,-136.243301344673,-223.060370439764,-679.563390832668,-555.299475713067,282.366953126399,-469.276437713716,-338.026582159257,-897.942119406058,-1200.51613050783,-34.3332120097305,1051.70908119451,-413.847397442491,-1430.53759618955,-311.909244786993,761.827423213492,463.777976086227,-123.530197396203,22.2669868469238,0,-223.060370439764,-253.340478742368,1007.027535451,24.5212116758721,4.34085345475453,-469.276437713716,-524.678863332091,41.1911967676174,-31.9002452035799,-311.909244786993,-227.783673846852,12.2285857306185,10.0223512314286,606.361133975799,15.7717391940851,-15.8438701939722,"nonveg_1145","absence",0,0,0,1,0
507.857495267127,500.494067940608,-41.4845333060182,-3.86522402992556,-164.451150009584,895.883768353499,796.812925218861,55.3708505067018,96.9348274753171,-77.5829988047735,-949.632475269358,-817.178967114041,-1610.10116799364,-1480.3058919328,-1401.79458119123,2071.85974770943,1400.15492376429,240.846199917026,-5.9005389213562,0,-3.86522402992556,159.710131172442,672.308645276711,19.2088184364774,67.7473251558283,96.9348274753171,353.483874549921,27.8133362045221,-22.8271125965195,-1401.79458119123,-1251.80261670021,-6.70175573663916,8.00523961886546,472.764542002443,4.48330628052038,-6.40167620837395,"nonveg_973","absence",1,0,0,0,0
525.807804939798,276.071170110012,964.017998084802,683.903586531699,771.717740927466,1018.77685557063,856.910567909744,1705.46696612068,1347.17540892236,1143.10396269901,-1420.52298165761,-2144.65180275871,-1318.81429972257,-1760.77654655511,-136.795287885814,1300.09434946553,1227.17811265342,-64.5253365049758,-4.51276350021362,0,683.903586531699,644.303660118755,687.94682797479,-9.83639743950673,-68.794682797479,1143.10396269901,1214.28675224448,-4.97308428513541,13.1359421340695,-1420.52298165761,-1356.31218371596,-12.5194056891918,10.9493292728131,641.827163228455,-1.82907217498394,-10.7222466724138,"nonveg_941","absence",1,0,0,0,0
363.800848529245,597.322621750288,612.320689079949,1463.47557769629,1032.4495828236,896.88717760115,1198.73455416972,1232.11950732402,2236.20595086569,1597.09535597055,-3033.12712262541,-2798.09419031058,-2816.11293888288,-1846.04277954544,-2101.0468491091,1870.02698189121,1691.5878480074,475.563093709554,0.0448506847023964,0,612.320689079949,813.873863975875,1099.67472916705,-35.1920386470713,-1.87475841620753,1232.11950732402,1432.20850918623,-36.8530620194423,66.965938663227,-2798.09419031058,-2518.88477609468,-27.2967311070469,-58.6606661296403,393.440338525049,-15.0986439874648,15.8831732867831,"nonveg_561","absence",1,0,0,0,0
637.289512189753,1018.80487862603,1053.60585758315,752.094824027259,1038.41014280735,1218.38013914289,1848.74723236518,1847.30315863496,1437.52053406079,1654.21453660663,-1907.82222745577,-2051.48978105506,-1937.12564529596,-2122.34281574622,-1090.75623618645,1953.1215113594,1513.36607477034,-474.77954805343,-0.429621040821075,0,1018.80487862603,900.041043046709,416.316345393401,-20.0560315308797,-2.67699838131704,1654.21453660663,1601.23312016209,-21.7917198731872,10.9570197458953,-1937.12564529596,-1821.90734114789,-9.22105270796541,-3.99364650695634,361.145868895443,5.63194441054307,-3.12801704161219,"nonveg_663","absence",1,0,0,0,0
2203.51694071405,2207.92087380281,2317.68931772003,2395.49465629415,1426.36519382595,4217.77679769291,4240.78499677837,4388.99771043096,4521.50267964609,2559.9754532188,-3808.32454042469,-4091.54491640293,-4590.70565260119,-4754.43801511122,-3365.15711257345,2273.16498559361,856.36309134291,70.4764920777839,-2.9681563840972,0,1938.67747912428,1853.74966549536,883.414149898457,12.7771389287273,-1.84756940679631,3742.1303186303,3499.8340289483,28.1639617052513,12.0352182255436,-3984.47938581142,-3943.07137891918,2.84099529164434,-8.09136554738624,167.904818594114,2.79047024555614,-1.64209891050934,"Canada.BonifaceRiver.LSA2","presence",0,1,0,0,0
695.62289133678,778.239729680529,793.135347131653,794.915300552818,543.316966708909,998.711862126261,1107.28896796533,1135.62234260126,1139.93423534405,779.115479397675,-1525.20639506383,-1379.42329268653,-1448.81058626559,-1478.42940075226,-1556.4269734985,2715.14902545205,2266.05867578084,132.754084460558,0.132615819573402,0,778.239729680529,721.046047082138,251.598333843909,7.61529623139355,-1.06397267508024,1107.28896796533,1032.13457748692,10.9798191364293,7.06111866088967,-1478.42940075226,-1477.65932965334,3.18115790474355,-5.53759691651531,161.578266063382,1.82620623358025,-1.41823776835353,"nonveg_894","absence",1,0,0,0,0
357.620178489823,321.481939015701,-159.744683265194,423.532487471866,209.914637773191,891.208275796909,912.688812556547,1078.02343828694,2119.36819223983,828.434931462638,-857.297934379342,-1492.05488587734,-2431.86419618387,-2077.95630520125,-727.766364223634,534.562055441931,314.232072257814,297.156330298836,-0.00536909140646458,0,321.481939015701,230.560911897077,583.27717073706,3.78732155683672,28.3074483694645,912.688812556547,1165.94473006857,1.60957293164795,30.7039979110732,-1492.05488587734,-1517.38793717309,1.83899976166262,-11.633625342746,146.747294737878,1.06796211895758,-0.381614244718536,"nonveg_1654","absence",0,0,1,0,0
2243.07779522103,2239.64735147241,2791.35960543407,3294.04824170065,1898.88487401974,5819.79023965442,5815.81747467711,6707.80817221582,7185.68231236514,4448.36091713874,-5895.54833163166,-6018.03215996323,-6504.93126176205,-6704.40128886854,-4610.23953988248,1774.38729009685,466.484112579065,-44.9257851092946,-1.62641742494371,0,2618.46511212364,2676.62399689537,1128.37654829399,20.7689333005978,-6.2664588559978,6807.20786463013,6558.39763300306,58.5609855635214,13.0358229020536,-6492.11528800618,-6348.91456926159,6.52457008260467,-10.5812879307652,383.706858584208,-2.55247580774184,-2.84288096964784,"Canada.PayneLake.TDA3","presence",0,0,1,0,0
740.882049909627,688.262418810902,776.512400899199,864.152185124023,866.251450956748,2054.31722922915,2222.30267144808,2280.49173313793,2342.09992046548,2170.01087775893,-2603.34822429258,-2960.41770353998,-2823.8699114743,-2666.03862643554,-2218.87482842848,1074.61573442517,767.82303034477,322.46767564603,0.288831859827042,0,776.512400899199,787.2121011401,177.989032145847,-5.22372504363008,-14.7083303480496,2222.30267144808,2213.84448640792,-4.82056868874086,11.9909454681801,-2666.03862643554,-2654.50985883418,-7.61181400011518,-15.6105026073932,175.582379716232,-3.33876370792497,0.428847372135943,"nonveg_985","absence",1,0,0,0,0
2941.72416166767,2765.58040189567,3163.29121233946,3456.89916208443,1625.16425241213,5133.34051287008,5120.65578493067,5466.40662771639,5916.97351285416,2485.02629251377,-4650.52206126838,-5289.0414321729,-5693.87672906236,-5596.66064648184,-2954.31668937412,2538.33857489631,758.589977398222,359.521151809817,1.02858543395996,0,3302.02041897433,3117.63091825037,1990.07113178371,51.1871658235286,-9.75402636164875,5961.31096612422,5480.62981812826,110.692964726254,36.0659784275168,-4928.20051338975,-4960.921528543,15.3156641014367,-18.4413187276699,490.412070208525,13.6718270839176,-4.79388317645664,"Russia.Yamal.Kharasavey-2b","presence",1,0,0,0,0
1874.57564217342,1824.99739958266,1897.5670548651,2317.16311760585,1182.55386218544,4234.04006919928,4223.00129180164,4502.6774630399,5098.09611611282,2640.02728944508,-4203.53326141466,-4311.15865025545,-5157.54457520547,-5001.89238873222,-3209.57539275512,1748.0812868894,683.526504904524,-292.801423664953,-0.261778026819229,0,1853.29469863836,1732.16207016295,1250.35293141011,27.0918607320728,-35.6409124929616,4252.75334057594,3829.12996093951,72.8548294903015,3.25218679580477,-4076.37012900586,-3408.46868660988,-17.6653126599795,22.696147898852,534.543228186879,4.79212725472899,-15.2900368430855,"Canada.LeRoyLake.TD1","presence",0,0,0,1,0
-5.95580943868652,690.253391181162,478.760164159913,864.056814271685,220.78113442909,-74.0511396116958,1150.0833606555,762.524226970112,1361.13948313676,306.849777637336,-1935.73884152498,-674.913094467912,-1324.0557775414,-684.316576478438,-818.112402747829,1760.0425615256,1637.69030154575,322.51341911102,-6.63086032867432,0,478.760164159913,449.579138920632,870.012623710371,-9.06947775471105,17.6244355851041,762.524226970112,701.309141757603,-15.2360366899613,57.4076249099382,-818.112402747829,-1087.42733855211,-24.6620147672112,-40.7099292859638,440.180095752267,-2.97537881322971,0.841510700965373,"nonveg_560","absence",1,0,0,0,0
943.360730757268,1549.18603013179,878.333884358139,2287.37413512386,1134.54713669088,2141.55025004727,3049.49331795044,2143.0088677301,4154.43200031721,2183.32506802254,-3859.08878741927,-3402.43240805907,-4362.139816454,-2926.38615660334,-2529.09152735805,1939.01684635833,1243.03204922246,-1871.00554934973,0.358356416225433,0,1134.54713669088,1358.56038341239,1409.04025076572,-5.310733498156,41.928259110853,2183.32506802254,2734.36190081351,-1.1604116104243,54.4022094667552,-3402.43240805907,-3415.82773917875,-8.21733458382678,-40.1306999621169,492.68910730212,-3.12511949332889,7.75791739444317,"nonveg_662","absence",0,0,1,0,0
3104.76868366622,3321.48749420907,3571.25319186524,3583.08064657232,2059.74225623585,6091.97951275908,6482.86762257465,6752.56906164435,6674.93518545557,4288.20414570832,-5695.66761327119,-5977.2854438164,-6372.98031547098,-6744.31420964862,-5164.83189318721,2342.29710262803,488.771282141884,-111.399301528331,1.71570143699646,0,3465.07820238182,3152.25516132297,2088.01502275363,23.4862887209695,-8.45393698371131,6643.3622383136,6058.28748055539,41.5342703119845,53.9654678206522,-5970.86652883199,-5968.10598191689,3.77596001121258,-23.3160920430944,447.408342910367,-8.88391766652092,6.87287954968847,"Finland.Kevo.5","presence",0,1,0,0,0
2574.71577886701,2277.22536057632,2209.03800250033,3134.47513808534,1839.28292604863,4833.42436917623,4582.78953651092,5419.79223232582,5482.50977569023,3425.47697444949,-5675.92216788548,-5441.0005311104,-5747.40999866161,-6186.72156139188,-4594.79932674113,2151.82416260658,728.259116683464,-367.035357233448,-0.271227371361521,0,2311.72241824785,2461.8400448437,1329.5987686048,42.8902828582194,11.3575421682581,4905.24077361432,4752.65978709392,73.1803944076112,-25.7929578690731,-5280.99045095402,-5431.84525277907,19.6247750567306,-40.2966353997981,789.631461367596,15.8831447398615,-11.65548765725,"Canada.ChukotkaRiver.TH4","presence",0,0,1,0,0
943.360730757268,1549.18603013179,878.333884358139,2287.37413512386,1134.54713669088,2141.55025004727,3049.49331795044,2143.0088677301,4154.43200031721,2183.32506802254,-3859.08878741927,-3402.43240805907,-4362.139816454,-2926.38615660334,-2529.09152735805,1939.01684635833,1243.03204922246,-1871.00554934973,0.358356416225433,0,1134.54713669088,1358.56038341239,1409.04025076572,-5.310733498156,41.928259110853,2183.32506802254,2734.36190081351,-1.1604116104243,54.4022094667552,-3402.43240805907,-3415.82773917875,-8.21733458382678,-40.1306999621169,492.68910730212,-3.12511949332889,7.75791739444317,"nonveg_662","absence",0,0,1,0,0
2621.10597901955,2840.34227785796,3425.62512697206,3384.04403604022,1701.25256874603,5056.10178524887,5301.03996471723,6267.27962863883,6242.83768709946,3397.85839098241,-5876.55247988027,-6109.93232954109,-6227.69297297323,-6716.86319496385,-4396.06627764674,2273.45027872146,449.232044058493,-53.7659050296784,-0.493742632865906,1,2925.28467907727,2903.19406694431,2018.78088570652,35.4876651537909,-50.2055137014647,5517.70384527697,5441.92391377218,60.7656444532713,20.1427103835987,-5731.67413383529,-5598.40712143669,13.8440821259715,15.7680511225949,494.845648890852,0.994404035356796,-6.92731010646949,"Finland.Kilpisjarvi.20","presence",0,0,0,1,0
2002.69863077005,1940.53678632035,2174.0819359579,2337.07435130527,1318.55687153975,4003.19661304498,3753.14789107535,4203.72493091256,4598.74784502985,2410.27972258736,-4254.77644399478,-4983.86916593505,-4823.17926276321,-4577.90702284059,-3040.65151735994,1915.70436270559,950.147916436283,-252.133743197821,-0.359935456514358,0,1863.81738070894,1801.68858646326,771.819472060037,26.9415651476208,-28.2994327190033,3989.50472364803,3687.99862656743,72.0292671269004,10.2792524923242,-4553.80785127461,-4155.41586803699,3.05083400123652,-2.0553603404698,262.95522469108,9.28535594634412,-15.6138462781071,"Russia.Yamal.OstrovBelyy-2","presence",1,0,0,0,0
