"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_SWIR2_startSnowfree","spectral_green_endSnowfree","texture_NDVI_peakSummer","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeSSES","spectral_NDWI_changePSLS","spectral_NIR_changeLSES","spectral_SWIR1_changePSLS","spectral_blue_changePSLS","spectral_green_changeESPS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
976.326981896117,423.036870919228,107.884014430681,1230.23763666507,566.869760377759,322.686922391744,-988.50137181862,1312.47689720355,641.058015604282,248.336904014992,1654.82970453062,780.248612262345,-1477.96017518351,-2002.3348814056,-2310.46426930673,-1069.75600152346,-1540.3400678042,3382.97083168267,1826.57419437998,533.653857111993,3.06557130813599,0,566.869760377759,660.87105285777,1122.35362223439,20.4479254349103,780.248612262345,927.390026723159,-1540.3400678042,-1680.1710790447,1.89029977638448,-310.177066945818,66.679404057673,-110.03869251406,-97.1475599216021,2.57088531877024,"nonveg_624","absence",1,0,0,0,0
2071.26744766188,2086.45329176864,2441.64029328953,2539.00725233137,1753.53027986429,2124.48789970137,1458.77052513318,3928.81567304143,3959.97442878724,4624.1335852881,4789.58360486659,3212.41377150338,-4463.36314863639,-4733.89262282867,-4639.26134875106,-4770.67721629439,-3155.74427009975,1749.41295878252,739.895775155183,135.273491984642,4.51149606704712,0,1875.57390595907,1920.60296683723,982.093313734355,19.6257932595998,3928.16033584804,3901.34139671963,-4041.70466495382,-4046.68497991359,-20.3710693338704,-38.5271326420979,9.43892035698225,-25.8128845623525,-19.6910090556321,4.05527826354461,"Canada.BonifaceRiver.LSA2","presence",0,1,0,0,0
658.253007631266,547.687781882401,953.245685334753,1041.63429599217,851.0884654485,-496.261895947977,-318.736011080182,1123.63370013904,951.364224837755,1494.99455302601,1626.74007508084,1268.64760848432,-2182.05954861579,-2158.96583446389,-1921.417822631,-1926.71357382165,-1474.96667840602,2630.70628917845,1411.06720284799,-218.882523397978,2.06429862976074,0,851.0884654485,810.381847257818,493.946514109772,15.465252192869,1268.64760848432,1293.07603231359,-1926.71357382165,-1932.82469158767,-32.1405850095352,0.353050079376787,-23.1238408181545,-8.55930293199684,-2.18641427289808,3.6626825682589,"nonveg_975","absence",1,0,0,0,0
412.517460099963,362.507283756687,21.2455867677203,641.259664451537,938.128243266859,-2389.4708019055,-1807.86874752108,887.638804984447,856.317580952268,444.284042856217,1220.62203849979,1487.79144751137,-1791.36522922774,-1613.19155730909,-2179.92272605066,-1461.93763175383,-923.021512770293,3185.85784109305,979.588979822433,-171.912486218033,29.0866165161133,0,412.517460099963,475.131647668553,916.882656499138,10.3600359071416,887.638804984447,979.330782960818,-1613.19155730909,-1593.88773142232,-28.9447905485814,-34.1897663950867,7.4661624318599,-28.9368751660802,-12.5782110513431,1.8206340815177,"nonveg_695","absence",0,0,0,1,0
3156.84014230358,2639.84238257779,3342.27740134181,3826.47293770537,2146.12045419061,4272.82605054468,2014.82702754782,5511.51761826363,4893.97030502868,5708.4214594,6351.56326000534,3932.65169292508,-5744.10070338245,-5726.37931058726,-6405.95976320772,-6540.34112281232,-5193.43164243906,1327.40333555828,679.097912465683,304.596638559269,4.06684494018555,0,2859.98986158058,3043.78437465786,1482.88240038822,32.2076746129753,5141.89082064342,5306.23404803099,-6082.51547992587,-5913.06243072398,-32.9003539324622,20.3189979624849,-6.30398536545065,8.36195970372831,4.89787858216749,-0.396489011620497,"USA.NorthSlope.HappyValley-C19","presence",0,0,1,0,0
2609.40159279042,2603.98025090408,3180.06630226427,3428.17250507108,1641.74864856809,4527.4479757272,1354.801123277,5592.13466475914,5527.6353473234,6349.61386261455,6767.10632499091,3980.50208946262,-5783.18741358597,-6235.1888074893,-6568.54913507822,-6577.40858456382,-5117.31852737783,1062.687337988,512.783659797365,379.322107372969,3.02714395523071,0,2756.1841534572,2696.64243430399,2074.66786138027,51.9091247257287,5484.89106017037,5321.04734921045,-6191.87560024156,-6295.26818719302,-13.4620371409356,-56.1597447276251,4.46385411056081,-43.1036338059793,-15.0642770091046,3.47205154650689,"Norway.Javrresduottar.EC-Hummock","presence",0,1,0,0,0
1913.91528457414,507.581388020472,2433.44146396798,2663.30546446272,1457.84901489597,-1475.82463597358,-1870.30421925681,1082.68941478624,186.970152024945,1934.50456576649,1716.19868525261,1065.01749431588,-1603.30295909757,-2448.75555251589,-951.042154075008,-1265.60644962066,-1330.27048956474,2060.20509635808,894.315973808034,-101.811979385387,31.1720294952393,0,1913.91528457414,1795.21852318426,2155.72407644224,14.8970331505889,1082.68941478624,1197.07606242923,-1330.27048956474,-1519.79552097478,-8.80749901718814,10.1472353401824,-36.5411893362107,0.0832546628405233,1.20092099159984,2.47813092782759,"nonveg_647","absence",0,0,0,1,0
1273.46496719378,783.454438282368,1343.55082397292,1957.65706124756,-279.507427834789,2483.73403323318,-894.144175897529,2646.03088507564,2159.99774102176,3170.96203579452,4015.72487539045,-208.452551694869,-2173.40834545574,-3214.57395404205,-3363.59581655841,-2954.72615281414,-1082.09726917741,798.886327558378,638.436410352277,-456.342974394747,1.34160614013672,0,1273.46496719378,1015.72397257237,2237.16448908235,30.4656829379723,2646.03088507564,2356.8525971175,-2954.72615281414,-2557.68030760955,-41.9735029337821,-31.4515125957133,-24.5106474379517,-18.865270100958,-4.00979294602882,3.03159054333067,"nonveg_671","absence",0,0,1,0,0
2378.9469289863,2601.00983743753,2728.22363626495,2809.59145894428,1728.76551053196,3338.07917763054,1994.76384308234,4174.43406465222,4657.26747828732,4815.74317038619,4922.40889441643,3132.09123817911,-4762.97541222075,-4929.10410056178,-5264.73826298796,-5279.1176650831,-3960.94647061317,1380.7555860079,815.344788561336,10.2001622780712,1.43660455942154,0,3496.142937513,3246.62804458209,2023.02042869595,-0.119369661390964,5655.86858399033,5304.43583724859,-6115.98999352881,-5750.28041804282,-30.4121326901818,-33.8192978015159,15.6255547015183,-46.0498958720958,-31.7182256652691,-10.83462325891,"Russia.Tiksi.ShrubTundra","presence",0,0,1,0,0
2871.274933325,2807.42786882313,2966.0991333394,3136.05251187513,2061.2685870151,4167.67138226108,3874.52758016761,4841.96193886262,4981.3163193638,5121.09155695188,5347.72933407401,3496.52612331299,-5205.12774414161,-5845.748522117,-6134.0980914172,-5951.27103814654,-4220.37391712668,1126.25445932593,631.900913329646,212.708101528523,0.126400412619114,0,2728.15106689545,2687.4275710293,883.546980606,-53.8496575711524,4759.24779780809,4709.80669315443,-5219.90814258221,-5298.37146051942,-28.0827527667859,67.4454985289083,21.367566545932,6.74168029791617,28.9133513958018,-39.0322901491288,"Russia.Yamal.OstrovBelyy-1","presence",1,0,0,0,0
2722.60619849179,2232.56040077334,3064.12981383585,3298.00061094199,1879.7790114423,4143.13155567829,2213.02908690212,5055.17683799574,4475.53982126597,5602.88147810624,5944.83147445357,3674.91201164104,-5527.16499738568,-5761.33058409712,-5949.45486472022,-6140.60725451371,-4980.69703467775,1272.34867787682,602.724141383673,-13.2845318357865,2.70037975311279,0,2614.56405403592,2673.98303783278,1507.42112040836,25.7711008097623,5121.3534313015,5027.55562009578,-5787.83609793137,-5634.0262640166,-9.9330909360455,-28.0062186839586,-5.65015121357692,-23.3681659250679,-10.4730514142307,-0.867458816613659,"USA.NorthSlope.Sagwon-C18","presence",0,0,1,0,0
2474.31730937584,2867.41951848888,3131.21866579773,3271.99734683943,1443.33241042652,4238.31904774794,1131.50424729536,4449.95057407464,5396.47328024479,5870.43760695921,6032.53726293823,2808.70005721241,-5245.52653789342,-5531.45444520099,-5795.4536873761,-5799.78223336841,-4056.06145020764,1548.32844268297,676.263250676397,-136.058224480103,0.630676537752151,0,3050.01118961743,2804.84569083041,1700.78379491115,2.89691548861128,5504.33441600333,4910.56970061687,-5229.43491400972,-5054.69945010497,-59.9999669536847,116.417441468537,-16.1231189185941,127.228899416781,32.8509797889067,-6.33764511900852,"Russia.Tiksi.WetFen","presence",0,0,1,0,0
3738.63786090998,3594.47787938845,4514.56131607354,4730.59112450141,2792.4333552918,6403.75579729668,4633.06835443568,5998.81354757236,5887.66705976725,6873.6740514125,7024.46181798757,5011.05459383056,-6507.64186248813,-6635.31066996798,-6772.48261405901,-7089.29957723608,-5231.96653356869,953.941796729345,599.008457523828,-38.5257043978313,1.13096436858177,0,3433.56324105995,3560.23194885402,1794.2172504119,18.5524002827458,5728.40104369413,5928.86611092917,-6447.54077588653,-6430.92687331178,-35.118112721791,60.1455912416322,-41.7920272164896,20.5542538076287,12.6151438958448,-1.48960073741062,"Norway.Javrresduottar.A-Sphagnum","presence",0,1,0,0,0
257.700283795541,160.846450000736,100.437970743028,728.315378818053,-51.0835411201732,-1790.90928740351,-2009.17885417858,670.433866452458,499.829022339213,493.953502369745,1387.41928313022,-30.307880328197,-857.898371551762,-1094.1971493433,-1479.14513362924,-751.884998906882,-735.733972159956,1100.19506689562,655.495257017142,236.317930005227,28.9719467163086,0,160.846450000736,239.243308447437,779.398919938227,4.66771182062631,499.829022339213,604.265558792687,-857.898371551762,-983.77192511823,-4.07214664639355,-36.3630067361181,5.6340605073789,-24.6178055102942,-9.30608752588881,-3.88451094500303,"nonveg_932","absence",0,0,0,1,0
-67.76363191911,147.24896621701,-32.5603688368726,213.061397779742,-324.36687885242,-2954.87709804697,-1903.26081966348,341.662799588491,718.72875901903,484.541647113275,790.572370701693,-183.895527007233,-1796.01568698093,-1351.18868763267,-1898.13161474192,-1748.91094430538,-1336.14034849652,1830.66226042645,1125.92185739,149.647232569712,5.99322652816773,0,-32.5603688368726,-12.8761031223302,537.428276632161,-0.249203668434332,484.541647113275,430.322009883051,-1748.91094430538,-1626.07745643148,-16.4241192315861,-11.4785131105034,17.6078308420527,-19.0331814053038,-5.30314826978192,-4.07573353907142,"nonveg_542","absence",1,0,0,0,0
800.998741708921,564.444480149246,889.194545864325,707.288963519139,322.743710377318,-2538.12061913658,-2921.49068519264,1950.02469567561,1607.3157133383,2135.58023600276,1867.13698911698,1014.87195434438,-1891.70570950764,-2074.92164093044,-1614.94313924008,-2077.76097020684,-2000.95872515965,1834.92923077313,714.417316638597,328.937051753531,2.75148224830627,0,707.288963519139,656.93408832379,566.450835487007,-5.66276142389932,1867.13698911698,1714.98591769561,-2000.95872515965,-1932.05803700893,3.64176718840035,77.1363051611259,-35.3709977579295,28.9057707924568,17.8955877699502,-2.17586150799588,"nonveg_867","absence",0,0,1,0,0
