"spectral_EVI2b_endSnowfree","spectral_NDVI_lateSummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","topo_slope","trees_presence","spectral_EVI2b_annualRange","spectral_NDWI_annualMean","site_code","presence_absence"
2416.51315118428,5760.48015934556,-5578.5411449023,-6142.03654175407,2.80321645736694,0,1275.73184930071,-5703.16251732198,"USA.Toolik.S3","presence"
2951.02924717242,7124.26866946052,-6384.3963408583,-6390.95915918412,2.8545602162679,0,2844.04886577876,-5784.44054297709,"Sweden.Abisko.VJ-Wetland","presence"
2512.10876975685,5970.12674356012,-6122.27915853128,-6463.86632117856,2.42747497558594,0,1253.07814625054,-5973.2120364899,"Norway.Javrresduottar.EC-Betula","presence"
2394.38313900758,5788.4750125588,-5520.90338289366,-5564.02118565278,1.6694532500373,0,2012.49439109982,-5023.55262684773,"Canada.PayneLake.TDA2","presence"
2418.00036400077,5600.06563045823,-5726.99048069128,-5792.41973483303,0.576825618743897,0,950.896865486623,-5419.41697568141,"Canada.CoutureLake.TD7","presence"
304.043983892753,1105.9451908147,-1813.03925719529,-1902.75858598707,3.24181699752808,0,339.764965764817,-1650.62555295682,"nonveg_792","absence"
2416.51315118428,5760.48015934556,-5578.5411449023,-6142.03654175407,2.80321645736694,0,1275.73184930071,-5703.16251732198,"USA.Toolik.S3","presence"
372.44103197745,-60.0448860013238,9291.13803295104,8690.63961887799,30.2174415588379,0,655.103849915745,6491.7413931424,"nonveg_1344","absence"
816.723361054665,819.645976801295,-997.45189521545,-1540.3884025464,0.59255313873291,0,701.669179262665,-1650.9083914644,"nonveg_955","absence"
3231.75756088174,6068.81985273772,-6262.0059532764,-6735.43312470041,0.486080683767796,0,2010.93483946101,-6063.86355973672,"USA.YukonKuskokwimDelta.72B3","presence"
1002.7835912164,797.723460429838,-1036.03614252856,-1744.37640894715,1.49644756317139,0,485.946222829851,-1215.12503864637,"nonveg_916","absence"
-247.025427316958,-556.876277364132,-630.757580032639,-880.362201862602,9.70232677459717,0,10602.1840493058,-414.516107149725,"nonveg_1477","absence"
166.207325587056,2246.4060806632,-427.915849850733,-1223.16944750781,32.2242774963379,0,997.093956167634,-1486.34104855613,"nonveg_1442","absence"
165.453221019805,469.726992120143,-733.939419195862,-905.766291084856,23.4449310302734,0,436.380984484836,-809.6155905048,"nonveg_870","absence"
2516.92456798704,4739.95007235909,-5505.03572962029,-5726.5745601777,0.849832236766815,0,1406.71860461741,-5165.98543165071,"USA.YukonKuskokwimDelta.6","presence"
168.011950540532,1285.1711811041,-1878.70748773103,-1266.8349435491,29.0866165161133,0,1142.84716757567,-2070.64911058411,"nonveg_695","absence"
-160.947543366414,1284.69760691903,-1872.98152572812,-766.656874274694,22.3764839172363,0,1005.66816358487,-1079.17616800072,"nonveg_907","absence"
3388.786133468,6807.15888325695,-6077.41545991057,-6997.39044588584,0.615353852510453,1,953.760120713794,-6396.39558718395,"Norway.Javrresduottar.A-Hummock","presence"
-92.4206477947795,3631.89551855363,-3433.85886484491,-3303.53557592848,36.3343353271484,0,6646.54954214077,-1502.4208643544,"nonveg_1353","absence"
1058.23196648234,2336.84684658278,-2993.34951111507,-3309.79674660607,2.74340841174125,0,591.955934645024,-2728.07302660511,"Canada.BanksIsland.GreenCabin-C07","absence"
830.086520530599,1017.56840101237,-1221.49582166852,-2477.26648718722,1.70424664020538,0,826.21114408234,-2063.74398492974,"nonveg_1968","absence"
2652.18513262616,6192.29639313041,-5632.63860022331,-5876.00928021443,1.21341598033905,0,1894.95963965019,-5639.68703425551,"Finland.Javrresduottar.A-Salix","presence"
78.8510893433663,1158.4721268563,-687.932308589172,-1297.2938981179,32.4173698425293,0,475.710257651567,-847.827629709011,"nonveg_1469","absence"
2978.073809469,7579.92544323829,-6275.02477777938,-6080.06673938502,0.103404857218266,1,1974.28830865602,-5864.2729244255,"USA.InteriorAlaska.21","presence"
1714.19801142295,2192.35148769198,-884.226891358627,-2267.23402280951,15.5341835021973,0,819.732448612703,-1787.03065759217,"nonveg_807","absence"
131.854240563925,931.227555771741,-1693.62497787101,-2561.59679511463,0.0436437577009201,0,977.17661970518,-1501.24120898946,"nonveg_1654","absence"
2194.92806931278,4643.38353789727,-4626.89998069321,-4629.52313256181,4.06540387868881,0,1329.08611636412,-4117.39996208258,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
2649.32722123935,6154.7050765572,-6283.09464461228,-6452.33397856614,0.502826142311096,0,2389.0684943639,-5898.63835268968,"Russia.Yamal.Laborovaya-1","presence"
2962.72433498699,5623.23491857786,-5877.97059380599,-6624.80109015988,7.72850408554077,0,1590.90534424714,-6068.25553267172,"Sweden.Abisko.NT-BirchShrub","presence"
2810.94388372899,6308.24561677525,-5567.87488843573,-6897.39065498569,0.969419360160827,1,1369.17491428127,-5777.73462176713,"USA.InteriorAlaska.20","presence"
3367.64009536339,7903.77187777307,-6420.55716532313,-6532.10254932197,3.99406275749207,1,1063.27103679956,-6423.85790889884,"Finland.Kevo.6","presence"
193.05498259511,122.679087652908,-700.526864738517,-1099.61565895044,5.54349136352539,0,447.77014126918,-545.447542096449,"nonveg_1213","absence"
631.74854492631,1983.34245279392,-1259.05851679725,-1199.56615848475,1.21331322193146,0,449.844975395714,-1305.15151148488,"nonveg_684","absence"
1328.01594838668,4621.60485137421,-5115.0940953199,-5008.84554223047,0.74075581630071,0,1857.7147771086,-4790.97049022896,"USA.NorthSlope.9","absence"
3246.6026524917,5792.94504550443,-4825.81582587866,-5268.78724794553,0.104159967601299,0,2170.23476162475,-4595.16893389979,"Russia.Yamal.OstrovBelyy-1","presence"
2679.3787440425,6198.1899608388,-6089.6769530234,-6373.44790340547,7.91180292765299,0,3483.46962780525,-5417.46293035599,"Sweden.Abisko.KJ-MesicHeath","presence"
2330.32574073471,5483.8567609413,-5704.27244606701,-5807.16796199897,1.63860960006714,0,1311.66515124443,-5714.06886752687,"Canada.DaringLake.Tower1-MixedTundra","presence"
2723.53316453846,5976.74748207962,-5133.20608207011,-6040.35418148637,3.09379275639852,0,1062.37474191113,-5500.29432467489,"Canada.DeceptionBay.BEGL2","presence"
719.855615170194,1620.0448696701,-1990.19367072991,-2123.93624048892,2.73595142364502,0,336.30793477308,-1921.64356743928,"nonveg_998","absence"
295.387953848262,1379.05826595354,-1446.64491031848,-1219.43064178939,1.47925400733948,0,510.410914230658,-1046.75571219589,"nonveg_715","absence"
166.207325587056,2246.4060806632,-427.915849850733,-1223.16944750781,32.2242774963379,0,997.093956167634,-1486.34104855613,"nonveg_1442","absence"
2951.02924717242,7124.26866946052,-6384.3963408583,-6390.95915918412,2.8545602162679,0,2844.04886577876,-5784.44054297709,"Sweden.Abisko.VJ-Wetland","presence"
3610.34918688352,6152.53359423728,-5855.11727239452,-5947.9856096804,1.52656128189781,0,2233.73385718844,-5525.37917437642,"Russia.Tiksi.Bog","presence"
3345.47623227915,6529.38879213924,-6723.18868246844,-6435.1332555762,4.82491683959961,0,1614.75419498795,-6191.60831752646,"Sweden.Abisko.VJ-DryHeath","presence"
-164.142881223059,806.643583093246,-844.248551352634,-86.7264779323546,1.0543657541275,0,985.483823961171,-161.159813890706,"nonveg_1927","absence"
1591.10058012337,5134.8455868108,-4923.67292828117,-5254.00589869873,0.850311891237895,0,1769.96766188008,-5024.05347844827,"USA.InteriorAlaska.AUFEIS","presence"
3170.84235441726,6549.29359040082,-5984.96062664852,-6141.16615908059,0.285630573829015,0,2119.98400426512,-6042.4728798603,"USA.YukonKuskokwimDelta.3","presence"
2911.51981688154,6418.49881056632,-6194.53798081711,-6638.72471974112,3.86333317226834,0,2007.63215244951,-5070.35370715556,"Canada.BonifaceRiver.AB1","presence"
1866.5461793795,2721.20559745213,-3047.27920898967,-3899.95287179174,1.8270617723465,0,979.721944455801,-3338.46790311279,"nonveg_662","absence"
1672.45916688886,3930.43048364797,-4778.76519221685,-5717.85252708244,0.39347020983696,0,1602.73138504453,-4573.89135813753,"USA.NorthSlope.FranklinBluffs-C17","absence"
2701.00030184449,6603.04092648184,-6102.3498865033,-5936.61221601248,1.39156539738178,0,1158.09971029319,-6316.30701703597,"Finland.Javrresduottar.A-Sphagnum","absence"
461.969138691711,977.474563670014,-1496.13026427618,-1205.42931879845,0.450459480285645,0,602.223954643988,-1246.30157049709,"nonveg_733","absence"
2901.81371456091,6530.92226432458,-5886.77982234251,-6435.37534057547,3.11108679771423,0,1819.69042187881,-5761.99517295031,"Finland.Javrresduottar.EC-Spring","presence"
461.969138691711,977.474563670014,-1496.13026427618,-1205.42931879845,0.450459480285645,0,602.223954643988,-1246.30157049709,"nonveg_733","absence"
406.95653119533,396.412103094193,-969.277011224189,-1189.95827635917,13.8344068527222,0,332.845431670154,-1021.45155537739,"nonveg_973","absence"
1834.5817356518,4052.28272791968,-4079.05057777122,-4586.45699540571,2.43865742002215,0,1276.09163936494,-4227.47960029999,"Canada.BanksIsland.GreenCabin-C09","presence"
3394.78289825707,6920.11032697503,-6077.10634028886,-6813.7534089322,2.53379434347153,1,1906.82365348035,-6264.10311747612,"Sweden.Abisko.VJ-MesicHeath","presence"
3204.1870835202,5966.96368940202,-6436.7073868304,-6480.7243151061,0.46497905254364,0,1822.21088145056,-6121.3287276856,"USA.YukonKuskokwimDelta.2","presence"
509.728358990395,2085.83012169376,-3176.47554788157,-3123.44507386307,12.3717584609985,0,867.213136834285,-2664.66005499305,"nonveg_758","absence"
1966.64462285172,5458.28877229702,-4793.13582918672,-5448.20580870811,2.02509793572955,0,3008.18136329897,-5108.95047804034,"USA.NorthSlope.Oumalik1","presence"
1108.25422079814,3502.12894355969,-4041.27277517419,-4735.23019308771,0.409284752607346,0,1074.71860290624,-3672.73107993365,"USA.NorthSlope.WestDock-C14","presence"
2241.86189968404,4723.89240010295,-5192.70040098489,-5403.72189923948,6.12619971169366,0,1619.60341212022,-4938.04260948997,"Canada.Yukon.TOWYK","presence"
2081.64803939083,5804.4584808595,-5539.0680748749,-5381.88758269886,2.05496056874593,0,2489.16537442389,-5329.50059642087,"USA.NorthSlope.12","presence"
679.455162094665,2204.99416924689,-2637.76235405361,-2838.79622792347,2.7245466709137,0,1168.25058233954,-2240.20892369685,"nonveg_612","absence"
1484.3119369711,3162.83102178876,-3814.97303407807,-4297.10478554227,2.68563556671143,0,865.148223074664,-3611.74201266931,"Canada.PrincePatrickIsland.MouldBay-C05","absence"
372.44103197745,-60.0448860013238,9291.13803295104,8690.63961887799,30.2174415588379,0,655.103849915745,6491.7413931424,"nonveg_1344","absence"
152.948117689133,304.98352255729,-261.361374655091,-922.516541389325,19.1562118530273,0,321.752299102837,-503.43828562973,"nonveg_921","absence"
867.742696928427,2248.00958983862,-2297.24985307581,-2286.89128847737,3.45909505420261,0,1531.41420425834,-1706.52258387094,"Canada.Ivujivik.RTP12","presence"
304.043983892753,1105.9451908147,-1813.03925719529,-1902.75858598707,3.24181699752808,0,339.764965764817,-1650.62555295682,"nonveg_792","absence"
2722.83851332774,6206.80571406983,-6012.49547106445,-6379.19906729521,6.19749466096512,0,2916.2867990063,-5867.95930550636,"USA.SewardPeninsula.QuartzCreek2","presence"
2929.55812217511,6618.52650297412,-6217.36540508937,-6664.53348939263,1.1099578221639,0,3012.22659447965,-6167.39643214825,"USA.InteriorAlaska.BLOWRIVER","presence"
3072.17191955099,3413.7988797109,-2500.36620958769,-3310.38489682318,18.7420558929443,0,2223.27503276395,-2840.12512158279,"nonveg_1177","absence"
502.034194078006,1383.06250276948,-2236.57945370297,-2511.97564162127,0.164485394954681,0,334.249609158752,-2236.08462279288,"nonveg_760","absence"
601.823670284019,3411.93193440838,-3655.87530977381,-4887.96103308221,31.2691631317139,1,533.505269093392,-3937.55920596352,"nonveg_856","absence"
2954.97981468799,6180.69736789778,-6325.85442173688,-6602.12955772911,1.24030292034149,0,914.868080080566,-5735.43653366436,"USA.YukonKuskokwimDelta.15B6","presence"
2473.91967221997,5694.31645854405,-5559.28934951751,-5937.91204125053,0.562272865739133,0,1125.12456345487,-6095.79239797603,"Canada.DaringLake.Tower1-Shrub","presence"
