"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_green_lateSummer","texture_NDVI_peakSummer","topo_eastness","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_NBR_changeESPS","spectral_NBR_changeLSES","spectral_NDMI_changeESPS","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeESPS","spectral_NIR_annualMedian","spectral_SWIR1_changeESPS","spectral_blue_changeESPS","spectral_green_changeESPS","spectral_red_changeESPS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
981.539488053213,-452.361190071235,1135.71190557493,1323.41472606853,1055.29924944746,-479.550102582303,1862.86939144967,2136.51528254795,1641.7572655416,-607.849646892708,-2957.26759847928,-1011.7971690728,-773.614603038817,106.882882189221,1654.43411043191,-222.884788437145,0.143409952521324,0,1055.29924944746,808.72083581458,1775.77591613976,10.9175730100578,-2755.31593284225,9.61872100147366,1354.42984810738,2616.06538513026,-0.945450362473559,-773.614603038817,-1048.72922705888,-4.87543988665027,2541.57374038012,3.75362286965446,-7.78882911988071,-4.52436647253614,-1.0774866029783,-649.482203867395,"nonveg_645","absence",1,0,0,0,0
1676.05043318135,1968.01765516128,1995.49540948241,1849.98932971809,1322.2272362408,4078.14556641981,4073.49088770073,3816.43351231685,2607.33680910626,-3822.3294799837,-3786.91589506221,-3878.69679914017,-4147.57049262442,-3191.65935876321,856.869940894339,-27.7990487734882,-0.040857270359993,0,1691.57596120107,1664.84988013852,682.142509654967,11.5921171585505,115.101992994232,7.7926402701432,3462.44721497967,1482.27437491979,14.5685548351932,-4153.1329625504,-4024.52422217274,-6.89383978362419,1753.21258321655,-3.06808328716817,-1.27139275004895,-1.0207526617925,-1.53204327241376,32.6557195202922,"Finland.Kevo.3","presence",0,0,0,1,0
3711.39989762374,3869.74304985558,4930.74657326299,4584.5543894501,2595.97328359458,7376.18997549757,8791.32504936255,8260.70002178145,5804.27326596192,-7046.01538015659,-6717.54802521535,-6786.02266638092,-7826.23465481749,-5932.15170520296,584.6866196648,732.934478102198,0.0335195332765579,1,3068.28280506651,3596.56520057915,2333.40281218596,71.3583939697974,-123.776318727913,66.8689167582663,7238.3658151649,3206.28379759043,10.7592863918855,-7267.49930594526,-6775.11440754784,1.9258450141895,2032.92709132646,1.814217415016,6.0828195443362,5.83306087130204,3.63668256322121,-20.4568898206758,"Finland.Kevo.14","presence",0,1,0,0,0
1736.82740900018,1217.37920436957,1474.12974682461,1655.79571051206,1014.84194820624,2602.89816384902,3027.54923905248,3333.05518317898,2178.2047004613,-3218.85784325704,-3862.99466484415,-4236.87707083824,-4217.43859935668,-3100.82749284834,739.177358096343,628.331072017618,0.0145070376456715,0,1316.57648790963,1317.7242063487,682.454541523732,21.0691143580956,0.344226264655425,14.9923299820578,2718.68334364658,1242.00575630376,23.2750534195786,-3800.54452800038,-3725.69685889995,-10.1749902058159,1738.2931692375,2.61463204413903,0.775470715910155,1.27306893114693,0.877143002889393,0.461728396795418,"Canada.BanksIsland.GreenCabin-C00","presence",1,0,0,0,0
2780.2020742008,2523.51603871433,3342.16619513325,3298.29784551478,1979.78694106825,4642.07686965498,5837.4795038891,5729.71050045117,3455.38339552283,-5219.82641005991,-5832.61510318495,-5260.37965453627,-5568.48845591341,-4719.43199918499,798.586753022241,-252.377518879153,-0.0035120745189488,0,2878.20872481543,2780.02564689719,1483.52890535508,12.6402932823188,-110.455813688098,7.2073302303624,4868.8057124088,2513.65194677788,42.6570067821481,-5033.64801342793,-5233.9341715031,-24.596591652457,2461.25797627265,-10.115837596366,-5.33524058655967,-4.86979821374175,-6.4383463005971,-22.124676779892,"Finland.Kevo.8","presence",0,0,0,1,0
-24.1192744693443,181.689406298303,17.983575182099,134.001440307249,5.01851245411352,167.912530804573,-24.1530885224055,118.123892173298,-60.097420091781,-927.480704626857,-645.806360340278,-878.90558253013,-744.30217284694,-742.239265823052,1811.8849871587,-52.3299939083823,0.0667417794466019,0,17.983575182099,62.9147319544841,205.808680767647,5.43173304818752,56.2148844259606,4.71521933389856,26.015405625106,239.621417042727,-0.374563424076551,-744.30217284694,-787.746817233451,5.72432911812242,2185.43040173942,4.41029039123023,0.776096618822166,0.603504718075669,0.726586328193093,19.1314519472431,"nonveg_995","absence",1,0,0,0,0
437.764909104278,-421.672228638133,-139.063185757017,6.51674885258571,-281.254146443632,-638.312598104941,-149.424594714724,159.126495950781,-585.802238777108,91.4315680271297,-861.433383477354,-535.097950280168,-510.40630358627,-136.065409639142,588.994097260341,-1328.6257646748,0.472355216741562,0,-139.063185757017,-79.5415805763837,859.437137742411,-21.9845508863845,-25.0677161734473,-25.5623719167833,-96.5094216355214,1370.17842557333,39.9293353407726,-510.40630358627,-390.314295791161,-18.2375112610121,567.212967507172,-11.4646463894975,-4.47317548528888,-4.09413963830465,-4.60011409024689,-0.19985592829079,"nonveg_689","absence",0,0,0,1,0
2092.79122034671,1593.39868139649,2380.16780560117,2755.85993588198,1339.86001436332,3859.70487035804,4878.7407119486,5338.69387816483,2753.7003010704,-4722.51113986335,-4818.6932721124,-5292.90817117887,-5675.77900347657,-3204.05184503838,605.339123782212,204.683008488659,0.00103928802410438,0,2245.80058846009,1868.82606591995,1377.94526752928,62.5124747381685,39.9925154695455,48.5603707213185,3857.60552537013,2229.60416484749,-5.93976404777536,-5373.57771561085,-4944.43607370118,9.28186583655435,1995.97441126224,24.9880742795209,2.19260472435782,3.00200450085213,2.41962072020858,11.7142335621148,"Canada.DaringLake.Tower1-SedgeTussock","presence",0,0,1,0,0
3352.0596231386,2618.49938950976,3086.18758956835,3713.18054819244,2253.99359750051,5019.85929239315,5104.73451400513,5779.31564883266,3942.4105423418,-5211.6516406378,-5089.0099811016,-6605.06607623259,-6981.97885328714,-4342.04523624083,590.767910509697,-657.301267428528,0.0107196814691027,0,3369.96968503195,3300.70002423473,602.9071470981,-19.5702983927041,115.764075363113,-10.0521884496486,5572.71155819014,1655.84164490329,6.31434836135365,-5257.43931768982,-5234.62702818716,-47.8411828015032,2834.53386815648,-11.7843060567718,-5.91766720573177,-5.70651473888432,-9.53232469916394,17.7979877605631,"USA.InteriorAlaska.24","presence",0,0,0,1,0
3571.18043051406,3765.17282569284,4472.63552312764,4925.43082251962,1838.07017654371,6621.49626455319,7145.07402503481,7740.10499367856,4104.12335398449,-6088.73003957444,-5527.14058196187,-6726.89835780118,-6954.57312647401,-5024.90407439831,607.567067698426,250.524769200946,0.00384497383007935,0,4087.53938081671,3915.97366004086,3587.64737902261,45.2317410900443,47.6315777267998,38.2483051532734,6521.443123141,4392.36274612751,93.2494240473029,-5678.0163831145,-6128.65016758194,-30.7240849092214,3059.73856163764,2.64456160173327,-0.462352202285508,0.0715670757107958,-2.78025977699281,22.4201766015047,"Norway.Javrresduottar.A-Salix","presence",0,1,0,0,0
3358.51058439255,3081.08784801633,3621.33324279568,3941.51271620817,2346.02022381784,5670.16003347644,6428.93927950715,6772.31060348968,4620.13594057195,-5924.68975484464,-4756.51406505571,-6404.27276180474,-7091.77577830677,-5465.35629187705,569.229806225644,-43.8496525746209,0.00658077513799071,1,3718.12194467694,3428.59547840488,1808.789385316,73.1607357537549,72.0789318780362,68.2419091613855,6405.78973008945,2654.60063568222,30.0535685718003,-6034.42523431382,-6082.60283394424,-1.04456523246351,2587.4037586423,13.6663963897345,3.74051531775722,3.70436574685414,2.0935373940486,19.9115101140143,"Russia.Tazovsky.Burned44","presence",0,0,0,1,0
2732.74320046813,2700.33167515851,3098.0747013859,3387.78832897499,1645.76370656813,5636.17768805649,6243.71867934328,6617.32720654714,2977.19195971341,-5622.24034807785,-6084.95835534415,-6675.86616179927,-6756.57289477872,-3532.38502639645,469.883966478871,117.492294046374,0.0585289903812938,0,2849.10595430581,2854.77729488329,1576.93173679631,53.4839732574117,39.6299215574718,45.593789713399,5634.00998818546,3392.0906336194,32.7110269083276,-5946.87503242876,-5876.1194274427,4.01439024779418,2060.82665330558,6.99851715949929,5.20243031698442,4.79321659996673,4.41054240540686,17.461965938161,"Canada.CoutureLake.TDA7","presence",0,0,1,0,0
-171.588616567009,397.640860391914,4.95642810162924,830.023121664991,-391.857864307041,793.618108568192,339.19121463281,1305.31414400867,44.0256096978327,-1675.67968567631,-1209.09350997897,-1706.61674097206,-759.630522400243,-1631.60339739223,1637.82734480069,474.351138612179,0.19697593152523,0,4.95642810162924,133.834785856897,1221.88098597203,32.8364850749645,46.5547541311398,28.9060098066871,543.752747937007,1261.28853431084,7.13292789184041,-1631.60339739223,-1396.52477128396,32.7160415455739,2347.15589474856,22.3238544692454,-8.26625339211472,-9.0152572203978,-8.26032703549341,5.37183780779683,"nonveg_907","absence",1,0,0,0,0
-234.144165416973,-23.8029949056024,-226.739323856011,367.455605505664,-41.5240388328926,-698.172787866015,1398.32130498497,2769.62731997674,359.482742073914,1926.02074780955,5578.34490246533,3833.32453347304,3101.11186126194,2514.77633665187,146.973581077616,130.085768250088,-0.00327191222459078,0,-41.5240388328926,-31.750983501163,601.599770922636,52.9188909123289,-128.718638889399,25.9336977783521,1016.93362996373,3467.80010784276,35.837073143005,3101.11186126194,3390.71567633235,47.0036445380957,130.793636126685,11.2529475563604,8.89142043418235,7.78035294003671,8.25163069940184,3.15414152235875,"nonveg_1736","absence",0,0,1,0,0
1736.82740900018,1217.37920436957,1474.12974682461,1655.79571051206,1014.84194820624,2602.89816384902,3027.54923905248,3333.05518317898,2178.2047004613,-3218.85784325704,-3862.99466484415,-4236.87707083824,-4217.43859935668,-3100.82749284834,739.177358096343,628.331072017618,0.0145070376456715,0,1316.57648790963,1317.7242063487,682.454541523732,21.0691143580956,0.344226264655425,14.9923299820578,2718.68334364658,1242.00575630376,23.2750534195786,-3800.54452800038,-3725.69685889995,-10.1749902058159,1738.2931692375,2.61463204413903,0.775470715910155,1.27306893114693,0.877143002889393,0.461728396795418,"Canada.BanksIsland.GreenCabin-C00","presence",1,0,0,0,0
-642.780954612712,640.35582693282,442.33232028576,318.180574360171,-71.9456113735736,3444.24379388128,3609.17758305869,3677.6488925996,2272.07648725237,-3489.02894447766,-2783.80669186389,-3247.3942896207,-3365.72654856715,-1933.72679493235,1031.94858603468,-73.5949799115172,0.308656215667725,0,318.180574360171,137.228431118493,1283.13678154553,23.4811281653059,23.9710045641881,15.6805330987293,2892.59486732136,2217.82131278476,-16.9218522382818,-3247.3942896207,-2963.93665389235,2.56879991480242,1291.26902809727,23.7650287708447,-3.74367141653581,-4.22637581939916,-3.11691889155676,13.2945341656509,"nonveg_730","absence",0,0,1,0,0
3524.9966618453,2968.31194468685,3485.00130372993,4074.20416602096,2615.21113673193,4952.21973653293,5672.7604577559,6632.18646152806,4614.05198382757,-6277.2742641218,-5809.83806844465,-5864.29450063764,-6533.93693729828,-5077.8126355382,724.665243954572,-34.0381613785982,0.308385568857193,1,3886.4981491915,3942.09642636199,807.489355055462,-26.9645836825063,11.4831376153968,-22.2787372740404,6200.9031627994,1508.02645550975,57.7889577895858,-5513.1614005699,-5482.60635663497,-44.7377292308471,3225.44039838774,-32.1130291497253,-16.2188345294657,-16.3088203609034,-19.2422347667843,13.6070539861047,"Canada.Yukon.SOUTHSTONEBOY","presence",0,0,0,1,0
1535.61290311767,1788.57087370093,2109.33195858002,1987.76175000348,1041.41402083573,3479.55399739307,4033.53151884261,3852.08689163908,2352.82079179227,-4837.58253588778,-4241.9006823615,-4746.51872437402,-5306.25382358346,-3616.472699618,745.729204695032,105.290953306698,0.0285631828010082,0,1980.76678196412,1759.73440846793,1653.52021619522,-14.4229118047554,21.9282418251396,-18.1028174820649,3477.99670453152,2571.63956575632,64.1960879858658,-4273.70596580437,-4334.84778773514,-26.5187875351173,1999.73628012594,8.72940467921435,-1.51492541460236,-1.52396648389807,-1.86150204803516,4.20044215267082,"Canada.BanksIsland.GreenCabin-C11","presence",1,0,0,0,0
1111.11964456146,185.738187242873,-435.91951914443,291.388381098803,1297.11645686677,672.042152405417,-110.744137667912,782.940930992312,2020.81967214779,-194.30944707014,-1500.20278204078,-2460.48473674866,-1401.2335225476,80.0796463750698,527.055195264914,1.19161950406682,-0.305826425552368,0,291.388381098803,489.888630125096,1733.0359760112,-138.755836199813,19.7820487207326,-127.453116385869,1031.38654035961,2131.56380981571,-38.1575980378928,-1401.2335225476,-1095.23016840642,-172.417725068208,1092.45899708981,-85.1873001212156,-47.0465846866799,-43.3869245403653,-41.4569999982659,4.48251708552892,"nonveg_972","absence",0,0,0,1,0
830.838345401724,797.03797650075,959.422264914295,1160.39576664596,696.413782790842,1988.11538515688,2160.11592376834,2568.63905601008,1353.47749898781,-2164.38512331434,-2671.46205279165,-2852.06123728504,-2630.86774361438,-814.181506920805,825.284955544528,-0.0391556788498914,0.0124654948918356,0,1087.82597004725,896.644219737764,974.94630214523,-7.37485349071754,-39.9488238213636,-8.96670363775238,2003.7519538154,1763.41500381614,47.6598649680039,-2404.34249681115,-2106.73979244027,-29.020921586394,1576.70128789039,-5.66774016145619,-8.13521059788093,-7.77840537283869,-7.91348632712665,-8.49089172336784,"Canada.Ivujivik.RTP12","presence",0,0,1,0,0
2223.85963750128,2150.53898153592,2724.25517573915,2808.30852547651,1742.90062386575,4106.62637619377,5142.7575233706,5296.53629870256,3411.31920084796,-5154.63519033654,-5108.9676277235,-4864.71092651134,-5067.76378046268,-4330.02822861353,772.1766722298,135.313518365481,0.00814332142472267,0,2538.7608607283,2403.60907620864,2335.48738993743,12.6815925676987,59.6226348643391,8.60133524647207,4599.33601991292,4222.9206321266,139.785582392814,-4339.25130783292,-4684.69725028319,-22.937537057173,2298.16795203706,-4.09732370864494,-3.85576609594244,-2.81155221708185,-4.45622989305113,20.0533289012994,"Russia.Yamal.VaskinyDachi-3","presence",0,0,1,0,0
-231.024017180537,599.015263549811,174.86632249263,-41.3402342119904,505.704965686621,1074.62389503079,591.589467426314,377.776226782456,700.09366581082,-1485.89439285018,-531.163408200696,-1383.50694114076,-1740.86930311999,-20.2774943850367,567.781472466812,-328.568743437255,0.103764846920967,0,174.86632249263,201.444460067307,830.039280730348,-5.70375916215031,32.0733612732194,-5.66377352015492,554.680596169345,1045.30416923444,-22.3591313338158,-1383.50694114076,-1032.34230793933,-8.22499710547765,728.978623810307,3.00392254913608,-6.5762189057487,-6.22903578130365,-5.8470193209976,9.44436266423613,"nonveg_932","absence",0,0,0,1,0
2614.99960331175,2669.99058701869,3308.14517233092,3472.77699582911,2047.29698460458,5225.93977689566,6174.92543485116,6458.31905666804,3927.19804482942,-5295.61710349496,-5784.52146847984,-5922.48211435538,-6184.98798944118,-4014.97464866751,644.04900626074,-149.418446029777,0.0193756334483623,0,2790.51578059508,2860.99671685398,1687.40127020817,32.4448709426493,-50.7990876807701,26.6805196701709,5497.03597057254,2812.58308908127,43.9092987462422,-6218.4943484613,-5948.82957524377,-30.8850270501466,2215.84361934057,-4.67670529698857,-4.21279283704756,-2.82586766649435,-4.77278112141632,1.2753874185615,"Canada.PayneLake.TDA2","presence",0,0,1,0,0
2823.90377249748,2407.46959957109,3249.89933827135,3165.27101793978,2026.57121970161,3825.8071100793,5208.26894099824,4904.23801821177,3382.08159917319,-4549.37665114628,-4978.30893157301,-4845.47376692829,-5775.80453961055,-4529.27589798125,981.344240188327,187.042454662542,0.00563684462880095,0,2866.16341849006,2848.00060713767,1718.86865552387,1.9546581552359,-161.728350549659,-6.56091763385743,4924.82543940185,2784.00811196108,44.6336199578202,-5129.67194708038,-5144.82317597942,-30.1961252636858,2552.39642492729,-7.63016725032661,-2.86258016016987,-2.09321392375117,-3.58716206632723,-13.6319557930199,"Russia.Tazovsky.Unburned28","presence",0,0,0,1,0
1236.44991515583,663.678508742528,1311.68906699395,753.051935485561,655.731906400222,1177.08088220467,2016.65913930418,1272.41521905001,1029.5852108356,-1377.19522602014,-2075.61266948167,-1664.24903571304,-2775.65667499867,-1113.75652157586,1616.95566466048,218.770256219014,-0.00659720040857792,0,753.051935485561,924.120266555619,655.957160593728,-34.5086181032514,-39.6314406829305,-30.3243599018695,1468.41411217727,987.073928468579,29.1694606662961,-1664.24903571304,-1801.29402555788,-48.2228085854665,2499.29085006798,-20.8768651185207,-19.0610366433399,-15.5981895194732,-15.2534105522195,-9.08727440806534,"nonveg_998","absence",0,0,1,0,0
3229.42317088471,3159.51818156592,3947.0448803641,4097.83847563001,2570.9151039659,6098.53897451669,7238.39430574555,7347.60162843183,4963.65352845708,-6323.62563776083,-6281.9945762067,-6540.4600775539,-7119.32467678286,-4617.07009241108,562.183239166295,157.343942650473,-0.0473482583959898,1,3346.01729370522,3595.35149464638,1443.4810459234,51.6432554475696,-64.3263386538869,47.6005013288293,6742.57180135083,2396.59225696169,18.5131460272255,-6606.30695239544,-6375.11286486375,-14.5206498502125,2324.96225063529,2.06535623348064,-1.0841146386073,-0.641838655816997,-2.18232676576431,-0.525725587923314,"Canada.BonifaceRiver.AB2","presence",0,1,0,0,0
2705.42664489894,2209.04985681629,2945.46392321943,3462.12442136004,1834.00533266239,4848.8172370046,5822.77287953794,6533.80359300343,3882.61519958841,-5664.10924227673,-5903.78930030652,-6236.5377655543,-6320.08045981563,-4291.48566800899,539.821657532939,30.4265895196429,0.00157961056490118,0,2812.02075023038,2774.82235246276,3534.24175097943,41.6216837164045,-7.47694537826974,28.3411176258595,5389.21202394684,5390.18994729526,121.530937017998,-5541.3146992986,-5790.64197197104,-6.87124139458531,2203.39097112077,8.88535317078469,-1.36191471805147,0.069159355398087,-0.749487244829333,7.3357922932665,"Canada.DaringLake.Tower3-DwarfShrub-1","presence",0,0,1,0,0
