"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_green_lateSummer","texture_NDVI_peakSummer","topo_eastness","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_NBR_changeESPS","spectral_NBR_changeLSES","spectral_NDMI_changeESPS","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeESPS","spectral_NIR_annualMedian","spectral_SWIR1_changeESPS","spectral_blue_changeESPS","spectral_green_changeESPS","spectral_red_changeESPS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
-445.944825169443,459.869482082635,-282.385869059337,404.982321468688,202.716083194058,671.714396510534,-106.626498189273,679.533448769654,-95.978005201742,-840.622505381297,-462.888551906815,-1284.16562567982,-676.074282347019,454.50878719875,115.049370372405,1.33078986263027,0.0629073455929756,0,202.716083194058,67.8474385033203,905.814307252078,15.913894236724,116.090771324253,10.238877893398,153.707187881362,1059.64085125202,-11.8387248866926,-676.074282347019,-561.848435623241,6.58192892137111,612.43345325187,14.6678214865342,0.701898153120401,3.1947833657155,10.046140269236,23.8244839392508,"nonveg_1213","absence",1,0,0,0,0
724.881520604368,377.807365451131,564.347593304124,756.150746072198,198.544581239556,569.908698009396,878.25201614231,1194.85205423922,207.445275890017,-1536.30564514972,-2289.9008639275,-1933.86143869924,-1562.15376250808,-2189.54577147923,1752.19268150006,626.465662602898,0.00635723024606705,0,564.347593304124,524.346361334275,557.606164832642,8.59536200898776,-77.8778140922103,4.77039915496612,792.231679365387,987.406778349205,30.108502555199,-1933.86143869924,-1902.35349635275,-0.833810237366239,2630.9359823084,-4.71929355074572,0.967165171258858,-1.26401229378374,-2.73987152101001,-23.8955940976892,"nonveg_583","absence",1,0,0,0,0
-1301.1542159817,76.4306580657705,-150.034581686036,-434.135531415767,-959.691453365274,-3106.82168574719,-1924.17766818484,-1147.17177536596,-4320.69730668374,9678.23244173787,10000,10000,10000,10000,1232.81551051302,-166.622093255116,-0.238894373178482,0,-434.135531415767,-553.7170248766,1377.58487404747,18.5650767310118,5.36742314818027,0,-2901.4192878777,3173.52553131778,11.1596179741775,10000,9935.64648834757,11.4916985093617,761.068825014466,3.17426597207805,-19.2223830935346,-3.53203033631211,4.10139067520349,55.8881520378055,"nonveg_1236","absence",0,0,1,0,0
166.842943777661,1033.71002154966,674.844732795718,321.586508416064,317.922747279551,1593.23877293936,1238.29465091945,855.117454618961,606.550528547331,-1190.29434899543,19.3121710077868,-675.133519394892,-1231.5483783298,-687.59752275851,894.777850389527,242.744007777011,0.338920295238495,0,321.586508416064,502.981390763732,866.867077772004,-9.20535983496043,52.1371934291011,-9.12893033687245,967.267502612114,1050.10266690389,-2.11381408372876,-687.59752275851,-753.052319694169,-1.33077513981849,1319.34057548128,1.16419705043915,-3.81165898548129,-4.15073911048306,-4.66793535723111,10.4394826078015,"nonveg_709","absence",0,0,0,1,0
1600.85727505777,548.192257204381,854.115004094106,1094.47212501056,499.14371180391,660.936853131612,979.20349142768,1548.2949629949,564.063604048718,-948.141606011201,-2578.17629815674,-2591.92756467592,-2099.91463503742,-1164.12360475153,1228.88025179433,158.099482944642,0.152310863137245,0,854.115004094106,919.356074634146,1101.71356325386,-35.0872137221595,-12.5741895442292,-33.1590055622458,1146.0154408808,1413.51468875239,58.8964453646828,-2099.91463503742,-1876.45674172656,-46.0709211610486,2153.12187715766,-9.15396809947028,-10.0837708788988,-4.81932318224357,-3.62458432724459,-11.0646368914888,"nonveg_880","absence",1,0,0,0,0
2997.44621896677,2763.01997971217,4192.62424366276,4186.6269129116,1812.11809499326,5022.06659834694,6469.36827249946,6455.9163501463,3293.18830276988,-6104.72448793239,-6887.43183083776,-6556.11622624022,-7098.85123430765,-5044.18024350573,665.735560235085,163.467310242127,-0.0167822130024433,0,2602.95234713939,3059.41506496164,2461.01815787652,52.1007191847472,-69.3014881800842,46.6796725570533,5079.61906784762,3305.64605266955,11.0297554566298,-6943.24330853937,-6482.6719148398,-5.85681563762935,2246.74790120397,0.458575838587253,1.84472686908187,1.82747627499459,-0.547685858863395,-6.21097255849823,"USA.YukonKuskokwimDelta.15B6","presence",0,0,1,0,0
1843.68473354088,2095.61594486351,2117.37372541371,2268.35157151276,1403.66695934847,4266.70556892207,4456.48749084979,4485.68774372542,2836.83977736654,-4327.56597532164,-4831.03556351486,-4882.36499660535,-4902.51188057741,-3514.7318849115,724.690809846067,64.7637756659899,-0.0138027678657737,0,1812.37652165282,1863.65526333152,726.095845897226,9.00262310376391,-8.96576413625857,5.16579082856128,3871.85712019311,696.935354585089,-15.9006947710441,-5097.85975694662,-4513.06884262902,-29.4485885156178,1744.67077085143,-10.4523180860668,-4.13586746120657,-3.58654746249126,-5.37936139722617,-5.63143270229342,"USA.NorthSlope.Atqasuk","absence",0,0,1,0,0
490.923231842384,1045.96103348457,-86.8578670019911,708.238136871918,-227.69760958762,1429.98193788795,328.119515308318,1309.97545674769,-279.879022808477,-786.543555671352,-934.843286502883,-2073.4805299859,-1092.53848966328,-112.828588329167,1183.12565446,727.822488582476,-0.0850434228777885,0,490.923231842384,386.113385121852,1273.65864307219,-63.6978398925089,319.730573542211,-51.8537592608841,698.338448510605,1709.86096069643,37.8220530086929,-934.843286502883,-1000.04689003052,-11.3331457034049,2053.35279498663,13.0301620787653,-13.0961200361323,-14.0772427193175,-13.4837307739994,98.7051541435372,"nonveg_897","absence",1,0,0,0,0
3729.27362878488,2992.4191206186,4089.71667691339,4667.99728158876,2575.79087684561,5168.15338507802,6360.32315626461,7000.54613015801,4204.58300124037,-6062.08913947846,-6351.78476918473,-6515.07709051253,-6640.54371213133,-5146.40088219808,621.951006082744,37.2640581737782,0.0611035599476761,0,3518.54200746656,3509.23125122625,2076.3248409938,42.5798301312424,-8.01826675543401,36.0371755884228,5611.95450911712,2761.93059824708,42.0380610104444,-6215.92705750675,-6149.12773759827,-13.7947534401215,2687.37808231776,1.0206671243878,1.01248012446684,0.767564098072748,-1.14988114779229,13.4469392135827,"Canada.Yukon.SWEDE","presence",0,0,0,1,0
-171.588616567009,397.640860391914,4.95642810162924,830.023121664991,-391.857864307041,793.618108568192,339.19121463281,1305.31414400867,44.0256096978327,-1675.67968567631,-1209.09350997897,-1706.61674097206,-759.630522400243,-1631.60339739223,1637.82734480069,474.351138612179,0.19697593152523,0,4.95642810162924,133.834785856897,1221.88098597203,32.8364850749645,46.5547541311398,28.9060098066871,543.752747937007,1261.28853431084,7.13292789184041,-1631.60339739223,-1396.52477128396,32.7160415455739,2347.15589474856,22.3238544692454,-8.26625339211472,-9.0152572203978,-8.26032703549341,5.37183780779683,"nonveg_907","absence",1,0,0,0,0
2181.49049847511,2160.48159687171,2420.00102710726,2544.84317733536,1495.94021463519,4547.01283209619,4914.74781849314,5136.46439618318,2770.69735458731,-4637.05533389745,-4747.04862670587,-5509.90292178285,-5776.72012038408,-2927.84957113012,563.814538850498,6.2050411729635,-0.00388865139231914,0,2016.26484684077,1926.07079963284,1159.70485517661,-35.2131609683149,-48.373816541708,-25.938362459927,3971.08085749603,1925.87996784692,53.7236874209742,-5061.64285250677,-4501.5262750145,-66.6617853027845,1974.81351602151,-21.7664880475982,-19.5967474825135,-13.7246500105792,-16.0668336324535,-10.7028394123945,"Canada.CoutureLake.TDO4","presence",0,0,1,0,0
1139.57425651514,1690.53831713937,1705.28978279459,1541.1638972186,1432.65840925718,2617.82981065892,2593.43060249637,2340.94329444164,2105.59815972971,-1344.56428198612,-1298.21347562306,-1206.33269775543,-1237.48730297064,-648.649500765382,1554.60360606355,791.297654744263,-0.0076152621768415,0,1541.1638972186,1501.84493258498,565.715526279448,27.2409475782268,19.9166763753245,22.4599280841309,2290.25179997893,824.372678090893,-15.6070513580841,-1237.48730297064,-1147.04945182013,5.35384895077395,2476.79458724999,8.95164665003656,0.00717649646552445,1.57418165567742,2.54072325302363,-10.1288633558655,"nonveg_663","absence",1,0,0,0,0
16.9684320045083,210.647404261574,-57.7561721539864,283.537697171912,566.457558920836,540.79714789649,270.126320990325,888.474221492899,1160.11138030341,-2549.01982591583,-979.23076977895,-2163.58111626466,-1859.55482049932,-1322.33842547828,575.188796626216,-802.893894913784,-0.215740889310837,0,210.647404261574,203.970984040969,624.213731074823,32.1231695744999,36.2362194929561,28.2816975518934,639.851418118158,889.985059313086,-37.289243654352,-1859.55482049932,-1774.74499158741,31.339318428023,970.819006299874,3.92053055658793,6.31859737281821,4.31413906887063,3.42426870382185,5.86751721647415,"nonveg_757","absence",0,0,0,1,0
