"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","spectral_NIR_endSnowfree","spectral_NIR_lateSummer","spectral_NIR_peakSummer","spectral_SWIR2_endSnowfree","spectral_blue_earlySummer","spectral_blue_endSnowfree","spectral_green_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_eastness","topo_northness","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_NBR_annualMean","spectral_NBR_changeESPS","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NIR_annualMean","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_SWIR1_changePSLS","spectral_SWIR1_changeLSES","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_blue_annualMean","spectral_blue_changeESPS","spectral_green_changeSSES","spectral_green_changeESPS","spectral_green_changePSLS","spectral_red_changeSSES","spectral_red_changePSLS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
172.008505956313,-4.68927838259213,383.774394887772,-35.7604394254587,-567.616021143078,-1763.04621879388,-2339.44304949185,1296.22747031805,190.079849825809,289.781503649634,679.239060268337,82.9724729050094,-513.297698269316,-25.4175165233389,-661.567612025206,-289.214626036437,-851.49203560872,-18.5344016953647,2817.87081722055,2487.33982185649,2309.56557135829,1887.64985274917,2809.80123253059,2497.87361914504,2166.85843138576,2020.06228489109,1836.84817795059,283.117348476417,0.108110956847668,-0.180660918354988,13.8185033798218,0,-4.68927838259213,-10.4565676214088,951.390416030849,23.113266471856,-6.49277954318036,46.6149815903589,-925.576239576127,-64.7600761529172,-61.0068778832537,71.6815701577758,-26.5074766136151,190.079849825809,145.755037675895,1192.53675853765,21.9805483779726,-3.34710552877498,66.2518430403697,-38.9457556618703,-289.214626036437,-369.245238377813,832.957633913356,-25.8148287214182,62.4752677302537,2555.60130302372,-14.3034260847982,-29.0694051397308,46.879524289903,17.7774250498196,28.1500933642659,-25.8934839275625,11.3188092842971,12.6879824518853,18.7396036039471,2243.19844187545,-31.934785212861,-24.7505158337132,-37.9839995891863,42.2833993798815,-21.1579126281452,35.3123421459167,"nonveg_558","absence",1,0,0,0,0
3160.67757691934,2893.4606578318,3495.32831716878,4007.66456622461,2389.05137973433,4313.93393379971,4929.826772975,2873.72479710936,5936.10718634954,5670.30946419997,6479.29225321378,7135.74017199721,4710.43830844589,-6620.60053155991,-6373.82909636559,-6989.96535334966,-6934.2904037437,-4745.40932688546,2301.41080029683,2183.37016163115,2408.55871926355,2676.44818536151,832.549208841854,320.370881651431,328.940202672546,424.445891258197,452.699356021428,-39.0255311887165,-0.0370419695973397,0.0439901379868389,3.3788520693779,1,2692.28729234275,2795.73077805403,1422.48863983586,2.19294755399009,25.1150553869668,-28.8141770654057,3745.72176061648,44.722187552369,40.3784002397758,-9.87273891991132,-18.2863646288143,5452.38037450589,5697.55715666869,1795.122073952,3.09123879018529,37.1517616492645,-34.9142939259315,-59.5658152294372,-7430.78890927264,-6806.50085672925,2775.38168347897,1.1109945262241,0.615269593439016,2048.07127532143,-6.24362178919956,11.1783314811689,-15.523308861249,-17.615234224388,-13.9792109475597,-8.59689688369209,-17.7705005600083,1.45650323521989,-6.80469087195059,179.887038842814,2.96343979523774,-15.1547265297645,3.2163637118522,-4.49346847021913,-15.9665621059767,-2.64373035962719,"Sweden.Abisko.NF-SeasonallyFlooded","presence",0,0,0,1,0
-101.776222339879,672.754627713141,223.294049778388,388.87654929841,177.837322389437,-176.680186984177,-846.049118303982,-114.884267242893,57.7575496901908,598.011079019732,397.224155814264,673.803490443262,236.203451843669,-669.92721452743,475.712074929324,-355.088042570081,-429.623093932473,-2.51416163280584,802.291075484912,1235.0756458329,980.249577149063,1171.18447264747,1103.91270272989,666.936115768082,823.788675900531,804.992642671082,970.03774709342,-747.938986369626,0.505668878555298,-0.127123162150383,31.5680522918701,0,223.294049778388,272.1972653679,774.53085005302,-11.6505643637215,20.4438654849287,-8.71486839579063,-635.168694082153,12.3015490455626,9.84694406875025,-5.18672377274782,26.6300555373016,397.224155814264,392.599945362223,616.045940753071,-7.43524592306159,25.6685808647113,-14.5568070857367,10.5677328002878,-355.088042570081,-196.288087546693,1145.63928945675,10.0126716914565,3.92289744012591,1062.77996209724,-13.4503318286226,15.3705582151066,-10.049205026232,13.4118983517808,-12.3305713345729,7.754185858013,-6.90340441676495,8.81911510715474,-9.40041230878162,769.180684001869,5.2121156135984,-7.91291551056166,5.24354328853546,-5.12358694002599,-8.9789720052604,-5.39319977685334,"nonveg_1089","absence",0,0,1,0,0
645.409506726837,550.86120861105,294.512135417813,864.385945652461,954.474451252991,-1166.13829006487,-546.623723884878,351.908479437518,1234.09506195148,1110.82143866591,876.188291646801,1546.32560180742,1429.06033282718,-1285.44015073426,-1422.70319637123,-1814.73930695155,-1185.20356032996,-658.789716311029,1638.62427997025,1452.84396558134,1313.18209844345,1814.63826135503,1803.45525070003,1028.98338755648,892.990007572768,1001.63834934369,1373.78654802619,210.513409580245,0.100287534296513,-0.0809409096837044,7.42058801651001,0,645.409506726837,661.92864953223,659.962315835178,-19.3165590328847,12.8809669956249,-63.3193122482941,-730.248420985378,5.21168859330834,3.18210649723745,-95.3671064399681,44.8542718848293,1234.09506195148,1239.29814537976,670.137310160618,-12.1853294297311,18.3665023444671,-74.4597011289576,26.0703496687896,-1285.44015073426,-1273.37518613961,1155.94959064053,5.89627002378236,-69.9484162912877,1631.0913649967,-18.5964962289475,10.3537636108691,-55.7173514346202,15.5179852375432,-46.6136868475945,4.65573296259974,-4.63069869118648,13.7913929119155,-36.2198318099504,1011.20963903635,3.44785732103765,-11.5961779904365,3.59270662447943,-27.5365321215143,-11.3311593911432,-27.785165758275,"nonveg_535","absence",1,0,0,0,0
877.605065552704,842.370478402194,792.872378828373,991.812278816197,645.437008263072,-801.069261493618,-626.821662245259,-971.683753693982,1199.36073688485,1157.07951905178,1097.68220239064,1336.40846335525,920.760957576809,-1009.75007725248,-1071.90348941111,-1142.34240996557,-911.503826899592,-1220.2201998375,2944.21478289282,2878.88108910115,2820.75240746655,2949.27743755663,3515.48309227866,1733.53920458966,1694.04411190451,2024.98941931668,2397.49883788483,58.4879380590542,-0.0360301733016968,0.00872219447046518,2.23169207572937,0,842.370478402194,830.019441972508,346.375270553125,10.0942633604188,4.75863388597885,-28.4199857125463,-802.397472151473,4.6006284281401,2.60121193843578,-34.0522187979342,12.5058732345675,1157.07951905178,1142.25837585187,415.647505778441,12.1130338829581,5.71032193626687,-34.1037515663723,8.48533095159122,-1071.90348941111,-1071.14400067325,308.716372937906,4.09359376470365,-32.9769404379962,2901.11275788987,1.38159610698241,0.210943944325701,-18.3607185842977,8.30409737637176,-21.676477420841,4.97631130663272,0.969623527974225,-0.574143209225762,-12.9980968592297,1713.22107407865,-0.966881289486006,-3.19295896877829,-1.94424402193943,-5.39782208327308,-1.04755463631091,-7.5779391015973,"nonveg_876","absence",1,0,0,0,0
45.6387678503441,311.65903685675,-341.847049414672,-305.480739441915,74.0903158818044,1057.74781503449,3264.19280995869,2859.94080428191,3292.27235599739,2620.75085236303,3191.81516933029,3826.88177783321,1622.92896737587,2019.7199614937,5596.58829885536,1889.79422177474,863.705042436575,2217.23804714448,150.830458595013,433.276033492986,0,0,196.592139112336,181.023538831759,319.584683258659,56.225326026507,0,356.784772695174,0.0151116121560335,-0.0123452823609114,1.11918592453003,0,45.6387678503441,-43.1879336535377,653.506086271422,-1.0161267154093,-12.539982403295,-1.58114391185897,2522.98599128588,15.8771993383487,14.4190816530286,-18.1068254942129,-50.6068083019539,3191.81516933029,2910.92982457996,2203.95281045734,59.6194067364828,19.0931936369936,-27.6115916740399,-24.8288833464027,2019.7199614937,2517.40911434097,4732.88325641879,-41.2862471091831,44.6125730147029,162.81039057535,-2.82553579263356,-5.38680209267902,0,18.8380884127385,0,12.5735310132767,-1.46420836285389,-1.79383111749245,0,163.460239855794,-4.88687003773346,-1.10319058818494,-3.88675934814037,0.291981631701982,-1.19248686978847,0,"nonveg_1880","absence",0,0,1,0,0
2673.6278957376,2385.4926681798,2661.6315281623,3029.08814557024,1834.55628489237,3727.39195011744,3283.04413114955,4110.88822937986,4545.03135671699,4391.0931605888,4750.24639909116,5261.02303650061,3304.46037546623,-4911.83152442375,-5701.5236682858,-5976.44412369517,-5589.13286375697,-4234.52724474719,2603.18004557713,2227.98675037402,2291.15739583509,2570.36948169267,834.113070810916,698.949405308789,420.417378873075,560.165827839005,858.871855683052,403.185455313427,0.0259827110502455,-0.0265670435296165,2.16001470883688,0,2583.99166186821,2457.45006664361,696.034221969888,9.31977529844638,5.73164746303241,8.86286835954953,3419.31306924793,10.8545929949568,9.21724646287333,75.6244682703805,39.1689025869372,4508.94028123802,4299.46559615954,1208.04439468472,11.8054614552848,13.0538280901792,18.8136708540774,-9.53269565372375,-5383.96872374851,-5250.63223294425,2155.85054020647,-18.5583087508703,35.8857182575553,2389.00476211999,-5.72132818071504,-2.94293991653399,16.9310350942925,6.70158107796656,12.7465289690568,-0.206900376229929,-3.16488992681176,-6.61893749424841,18.0268980094439,546.869312093833,-6.13696744674449,-12.791623645765,-5.02232898601213,18.9927014666051,-13.692202324586,19.0982658881194,"Canada.ChukotkaRiver.TPO2","presence",0,0,1,0,0
3202.57862507889,2816.03764756806,3853.25093564455,4375.20032926645,2186.34665702377,3775.99350362682,5107.90385503946,2801.33932247642,5608.62701572865,5633.58394182621,6766.25740439519,7240.88171793176,3938.6641907378,-6132.74801070536,-6104.03618433631,-6352.45435903856,-6551.50388685624,-4689.54852620396,2448.21724856919,2151.35497089844,2635.69894487315,2965.53497035705,926.306818289961,487.848315922784,429.509354633662,597.651340088866,553.342529350165,-322.321382987203,0.127235302494632,0.0309306387272146,8.2377806769477,0,3195.89204263376,3243.09613276561,2097.43506622231,26.1788083377319,24.9781444969586,-7.0781715291222,3953.11833436698,35.9299074650924,32.3501983428813,15.6668851388043,-66.9720735415072,5449.30097473984,5605.66483027171,3097.5349749235,41.4989858448515,33.4190457745377,0.995987635713251,-64.57908807796,-6735.24334427787,-6602.24884147095,1630.25453914416,-8.33942297048121,20.0539171910019,2385.84542006496,8.12538193045712,11.5082633521673,-3.55527539296619,-28.6119976842432,3.9512215042046,-22.7351873282839,-0.55306347559077,0.379131705880523,3.56113701862398,390.397040603252,-1.24786790333664,-2.14360302179305,-0.712935579092437,1.97563905089267,-3.64640603097174,4.10663947840963,"Canada.ClearwaterLake.AB3","presence",0,1,0,0,0
4003.65830183788,4462.51320728342,5152.70791488894,4603.32962083709,2588.05189878753,6580.42870553499,6384.49861965017,3139.76686863364,7643.78743324071,7597.60714053257,9002.41920832271,8039.51627276203,5637.25902750825,-6962.28045241338,-6877.83138754119,-6752.12198950264,-8208.71215901093,-5751.74209706341,2576.18328238943,2843.13048233139,3280.57677512747,2817.32312701744,766.88131043281,292.310266290336,326.291242767282,862.254417668085,174.590556675386,445.572653355196,-0.0473862715065479,0.196749690175057,11.7358951568604,1,4581.45573363429,4028.73851240253,2860.20348654503,61.2385449173262,21.0788342240286,12.2855173548236,5745.27657720669,22.2919720465095,23.5578598458464,20.3338093677205,38.6847040951921,7995.88520360891,7226.69753572215,3758.28545111218,93.2309745676353,20.6311486178685,9.79293124767338,3.01421081064232,-7621.14922841826,-7475.0548613981,2033.08431716508,-23.3271625214067,45.2301204295052,2596.38542534631,23.835882523821,9.6177745082455,10.4534256666458,8.92622298008799,5.6475073216068,10.4982790447543,1.59087897274469,-5.2489585100929,4.98734868916672,206.232145350458,-2.16585054265829,6.38871173366991,-1.87822115899769,8.78273409978536,5.31608889329825,10.8101448936483,"Finland.Kevo.9","presence",0,0,0,1,0
2291.28254198806,1622.68164652374,1514.62558314725,1613.59815701851,1239.09668833076,-1139.70710911684,-1427.32413397251,-472.608249944025,2431.33712503828,1620.74369070227,1473.75396875405,1646.71073333883,1010.52968785646,-1232.66615383961,-2633.41904576976,-3069.31472750461,-2971.15994345375,-1234.33216894563,2658.30263673806,2098.27132760206,1913.44833566174,1984.98169597775,1574.66893749735,867.482779618549,618.579777119542,540.63016660323,645.612901215705,-459.094793151187,-0.0399312153458595,-0.225296571850777,13.2748689651489,0,1613.59815701851,1656.25692340166,1052.1858536573,42.0874341462921,-26.0647840372905,-12.371571733908,-848.792354766683,-69.8521809410357,-63.3032498280708,-13.8665958941361,48.0134683041161,1620.74369070227,1636.61504113798,1420.80743718182,56.8322974872729,-30.1779381422864,-21.6195955730985,16.3321913275808,-2633.41904576976,-2228.17840790267,1836.648573665,-66.8651457543899,-12.269348006358,2097.13196525121,33.1058722584657,-25.8969592600121,-8.94167003950128,20.5358879933688,-13.3958007870932,15.856299523078,6.28485135925681,-18.4708342917409,-11.5376991520053,623.090076924913,-15.765003171596,7.12150321909958,-14.5397706277446,-1.89046825945607,9.57793036636312,-2.71029482143555,"nonveg_706","absence",1,0,0,0,0
