"spectral_EVI2b_earlySummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_lateSummer","topo_slope","spectral_EVI2b_annualRange","spectral_NDWI_annualMean","site_code","presence_absence"
2781.59404629666,3832.5299086274,898.587982802425,-4836.08239485287,-6054.31127650309,8.87829653422038,2214.63298897939,-5706.70048954407,"Sweden.Abisko.KJ-BirchShrub","presence"
807.135354895276,-0.865577661333191,-57.6374037776399,-1286.96494110396,-2896.12955188906,1.50054705142975,1072.98003347938,-1912.53643627827,"nonveg_869","absence"
2271.01390832252,2377.5598349075,1552.98341465466,-3964.47125167384,-4579.53935869704,4.24959458245172,1039.34100820268,-4806.16017265981,"Canada.BonifaceRiver.LSA2","presence"
730.760748216967,1030.44920518787,-82.881258274624,1434.41883870441,317.758774614997,0.0454504862427712,1619.90847292957,987.967992545394,"nonveg_1509","absence"
3517.83864188358,3634.80273454834,2367.81880325937,-5296.01552625353,-5943.31698675918,1.73717479272322,2336.53276068409,-5543.900904874,"Russia.Tiksi.Bog","presence"
327.496575900686,362.493323206522,-374.419968287162,-1260.62246841387,-1877.66358684157,21.2400760650635,1192.72253957027,-1250.43441794454,"nonveg_923","absence"
3323.71836322094,4424.04669901771,1747.31271948619,-5358.3053687,-5232.08387618067,9.22590637207032,4393.39709209045,-5453.97394440558,"Canada.KluaneLake.Outpost-MixedTundra","presence"
2030.16501611219,2047.63567719149,1634.9276986635,-4137.59756535203,-4544.74906333436,1.72541466024187,1035.23335608725,-5660.36431263168,"Canada.ChukotkaRiver.TPO5","presence"
598.173958747186,375.136377479391,592.020636386912,-1868.83261654172,-444.527916324131,18.0881576538086,398.590136968119,-1072.58839580186,"nonveg_919","absence"
-189.57814124918,538.76234808523,-746.048816057647,-2935.24095589891,-3774.48002212241,20.4929790496826,1512.4451763755,-3038.62879833517,"nonveg_730","absence"
3217.63711846948,3342.96979447981,1830.26243242691,-4975.91297551694,-5802.51530829125,0.652561724185944,2056.84561332348,-5213.59397795793,"USA.SewardPeninsula.18","presence"
2216.0138709831,2859.25498893757,1918.284899514,-5482.35796358954,-5694.10996636862,0.88393215338389,939.721372993547,-4982.92152832867,"USA.YukonKuskokwimDelta.15B5","presence"
2255.07480501167,2617.71700147144,1230.66717336763,-5100.21961045568,-5926.71759977495,0.448746154705684,1413.01807126117,-5077.54157451316,"Russia.Kytalyk.T1","presence"
-93.2895375847928,305.27319058161,153.514233489958,-1069.60060181387,-484.129177010793,18.2353954315186,398.562728166403,779.887296959281,"nonveg_851","absence"
-90.6928945535505,-65.8350493148631,-403.542303484631,4.33004394613397,-438.709824228766,0.186212286353111,760.586876464638,163.78695671494,"nonveg_1642","absence"
791.104435992471,366.758048552623,427.559667500639,-1117.52134032885,-1607.51956259954,7.42058801651001,536.257435550362,-1502.7456350895,"nonveg_535","absence"
577.780771758044,432.663396280363,208.539901883045,-1713.30128116611,-1403.52271502322,1.52118134498596,699.047943409951,-1782.37732314008,"nonveg_1261","absence"
645.482014531292,915.447973865265,217.050271439032,-1904.84442497029,-2128.32194170678,28.8161449432373,758.372632531833,-1834.95440708345,"nonveg_725","absence"
796.699731538244,30.6243810882316,1623.83215940902,-1895.72296038778,-2888.21495370833,0.690925061702728,1593.20777832079,-2078.05650829721,"nonveg_543","absence"
761.533888933849,1014.99902333687,520.561255169718,-2278.05175384101,-2517.80548690138,2.07119175103994,1641.97635740301,-2374.51722398695,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
1931.8834555728,3046.95904311357,1208.87845399576,-5737.07526468128,-5845.69713041424,3.28866696357727,2149.01997202239,-5815.43343634473,"Finland.Javrresduottar.EC-Hummock","presence"
1835.30958250654,2177.83479600967,1282.17171026946,-4676.48933749254,-4307.68986802817,0.338950538635254,1205.32901752898,-4361.97280553219,"Russia.Yamal.OstrovBelyy-2","presence"
1821.37857501956,2388.13082971274,1206.82622507694,-4241.77959923736,-4411.37026866898,2.38556051254273,1338.41941498588,-3993.65353367114,"Canada.BanksIsland.GreenCabin-C09","presence"
2029.34244249887,2865.34842874224,1788.45163992376,-4747.32883520007,-5414.29946575872,1.35067980819278,1547.50631593762,-5006.05407219714,"Canada.PayneLake.TD2","presence"
1160.0715776279,1225.83852114612,949.925352476085,-2357.95334437871,-2052.80029623516,15.5341835021973,464.366154309892,-2050.2170871028,"nonveg_807","absence"
-102.637660919589,656.228903919527,5.43328100404551,-1777.56006814043,-1074.38642252015,9.87068748474121,876.649388366766,-1313.97831182047,"nonveg_874","absence"
306.007585770408,377.653652215798,35.3095524227226,-545.300543661638,-1258.91217349231,24.4778156280518,608.969118768669,-987.011822769927,"nonveg_761","absence"
3323.71836322094,4424.04669901771,1747.31271948619,-5358.3053687,-5232.08387618067,9.22590637207032,4393.39709209045,-5453.97394440558,"Canada.KluaneLake.Outpost-MixedTundra","presence"
946.937367742531,1203.75685436095,629.099795752829,-1605.07829385091,-2467.51440806,0.87968510389328,873.550335269009,-1739.37525058179,"nonveg_745","absence"
2407.00067508329,3018.60772769941,1641.30376881314,-5711.46945889394,-6643.93858012226,1.96438171863556,1857.31246487543,-6509.32828293431,"Norway.Javrresduottar.EC-Sphagnum","presence"
1295.88068660385,207.588995660704,1122.66641389879,-591.306198162616,-599.720402702224,14.9154071807861,1302.30965542964,-852.613128712702,"nonveg_608","absence"
-497.623261791389,200.344072006302,-714.832894061054,1898.18876810694,3530.10721708963,1.23961627483368,1077.55210559699,3020.75168086278,"nonveg_1646","absence"
1003.31300226468,767.890962646493,964.7535310275,-1027.95593044281,-965.291926490155,32.2242774963379,517.277172479577,-869.835716922579,"nonveg_1442","absence"
3255.65735299033,4081.85875123687,2289.26265291258,-5756.93631705563,-6274.96977523531,2.0137018657025,1919.58910854351,-5640.06881298298,"USA.NorthSlope.Ivotuk3","presence"
386.739021438907,325.728751377305,136.256826171253,-1360.53415864746,-1987.13092770906,13.9149684906006,450.235393583778,-1511.42583894998,"nonveg_936","absence"
2568.61341359867,3345.95849406227,1650.99487638835,-5178.78798896384,-5621.78218034214,2.05399190849728,1384.55086607625,-5609.19414022264,"USA.NorthSlope.Oumalik1","presence"
-331.869269541698,-608.248706753212,-216.55196322012,2670.15343742871,2750.63581940467,0.148143708705902,706.344607757779,3038.74969383679,"nonveg_1854","absence"
2255.07480501167,2617.71700147144,1230.66717336763,-5100.21961045568,-5926.71759977495,0.448746154705684,1413.01807126117,-5077.54157451316,"Russia.Kytalyk.T1","presence"
2300.12601102291,2664.5585140913,1460.36771675471,-4587.25771072576,-5293.46683691337,0.354522271619903,2521.15387981274,-4447.92118351791,"USA.NorthSlope.Barrow","presence"
838.99899355515,1615.79833352756,219.679555338521,-2319.05848540361,-2777.80974086172,2.7245466709137,1396.11877818904,-2356.21287222964,"nonveg_612","absence"
-922.711084219512,-356.558753989695,-536.772424719921,2682.78827798729,3852.5915695477,29.1277923583984,566.152330229816,3514.7519601617,"nonveg_1367","absence"
3146.48577174172,3895.08316250717,2135.31113762979,-5287.35585904226,-6221.57634628631,7.47045728138515,1876.21237750623,-5765.09379308679,"Sweden.Abisko.NT-DryHeath","presence"
317.682080671433,-238.9276375481,396.415290786146,-855.90797126484,-909.695708332412,4.51217555999756,712.3435172177,-921.736596981816,"nonveg_1499","absence"
973.998713561479,531.087268229606,411.272362212128,-465.452711131538,-2211.3489317161,5.99322652816773,1251.79212487637,-1199.73700415686,"nonveg_542","absence"
-93.9572373708598,428.188233597301,17.2635705603468,58.2859039747468,287.680450686275,0.472099512815476,853.20625816893,492.292173386555,"nonveg_1547","absence"
2447.31908839489,3179.29155411236,1791.48037496107,-4790.03647543857,-5378.1142256278,1.55348072052002,1410.535482304,-4920.17120349022,"USA.NorthSlope.Sagwon-C16","presence"
389.420065522045,284.472723077152,-560.338118509152,4686.68283522099,8858.7231624129,30.2174415588379,949.758184031198,6437.56818673889,"nonveg_1344","absence"
3152.65815763916,3907.50913237707,2588.87637204815,-6008.23055058126,-6270.02030015916,0.678278386592865,1440.04892430713,-5829.28048637819,"Russia.Tazovsky.Burned28","presence"
2271.01390832252,2377.5598349075,1552.98341465466,-3964.47125167384,-4579.53935869704,4.24959458245172,1039.34100820268,-4806.16017265981,"Canada.BonifaceRiver.LSA2","presence"
386.739021438907,325.728751377305,136.256826171253,-1360.53415864746,-1987.13092770906,13.9149684906006,450.235393583778,-1511.42583894998,"nonveg_936","absence"
579.119477517628,997.987846097038,895.861137650258,-1730.32712918628,-2696.21627703105,3.50021100044251,1035.62579543577,-1607.573711884,"nonveg_688","absence"
1926.62727278676,2654.47848733492,895.440627881508,-4653.898373017,-5053.04668217482,0.589003121852875,1735.7748914338,-4908.62846789196,"USA.NorthSlope.FranklinBluffs-C16","presence"
2300.12601102291,2664.5585140913,1460.36771675471,-4587.25771072576,-5293.46683691337,0.354522271619903,2521.15387981274,-4447.92118351791,"USA.NorthSlope.Barrow","presence"
2745.36950593561,3677.50435224558,1821.26859260546,-5108.58133839353,-6200.71957717095,3.71130800247192,2325.69621210843,-5291.11508231387,"Canada.DeceptionBay.BEGL2","presence"
-246.52762045932,-15.9191618412831,-326.926211330112,-1280.50844716269,-900.214977659521,29.5847072601318,1118.24410790929,-754.626699138337,"nonveg_721","absence"
472.290219205575,600.28656237436,207.570652351001,-1499.22005956352,-2345.85027218731,12.7060670852661,392.715910023359,-1696.56382326665,"nonveg_941","absence"
109.915874883182,71.8957813294868,228.356957258595,3743.5434768672,4518.72887599688,0.138568818569183,719.333530662091,5370.89780223777,"nonveg_1720","absence"
745.533426599493,850.624371528144,883.561565914963,-1387.15797824828,-1672.92107234601,6.09246301651001,473.7093985026,-1428.16340469142,"nonveg_674","absence"
4548.46087288494,5061.64485031627,2035.23247477828,-6180.36078766977,-7167.21805788025,7.68386948108672,3991.35743781976,-6180.34252157612,"USA.Kougaork.TallShrub","presence"
2216.0138709831,2859.25498893757,1918.284899514,-5482.35796358954,-5694.10996636862,0.88393215338389,939.721372993547,-4982.92152832867,"USA.YukonKuskokwimDelta.15B5","presence"
189.877571366495,204.514153218629,-46.3073853616279,-1603.03334132944,-1041.64929123816,4.7561845779419,642.654766787247,-1339.57412785902,"nonveg_775","absence"
796.699731538244,30.6243810882316,1623.83215940902,-1895.72296038778,-2888.21495370833,0.690925061702728,1593.20777832079,-2078.05650829721,"nonveg_543","absence"
2648.23597279814,3036.77537175794,2151.24066353996,-5175.29043467591,-5473.04352787754,1.10248665809632,789.343026777474,-5094.63559320413,"Finland.Kevo.10","presence"
387.855240594288,940.882483783889,403.143520084414,-1920.67856570203,-1711.8125176012,0.099735900759697,784.74225512137,-1767.74102263892,"nonveg_894","absence"
2660.75500846636,3337.80696511055,1851.82085888791,-5569.83411651889,-5666.57102305285,2.94045133590698,1545.23030628861,-5509.24543766657,"USA.NorthSlope.Sagwon-C18","presence"
2483.70521432456,2661.20656970757,1911.60319195591,-4827.40128380285,-5459.86566222655,1.39778153101603,1493.18356858091,-4986.04737527842,"Canada.PayneLake.TD4","presence"
-189.57814124918,538.76234808523,-746.048816057647,-2935.24095589891,-3774.48002212241,20.4929790496826,1512.4451763755,-3038.62879833517,"nonveg_730","absence"
501.188132754571,562.619428836554,755.05559401451,-1295.62503867101,-1843.24813522451,2.72493457794189,532.7546457678,-1259.51687022869,"nonveg_768","absence"
-118.125309515768,481.985028442921,430.461215930218,-548.65007973399,-1400.34369523853,5.54349136352539,894.812799362956,-582.342065597765,"nonveg_1213","absence"
708.089612197863,820.742444286401,287.530716314,-1475.51067364244,-1643.27876735092,20.7469654083252,533.211727972401,-1673.98424571334,"nonveg_814","absence"
214.644390761232,544.776810682944,491.732468425409,-3016.23717383812,-2528.0216794512,0.619643092155457,728.254461973899,-2620.55615709538,"nonveg_957","absence"
3161.06358592862,4643.22322555352,2696.88456559368,-7265.01208142994,-6351.40996552392,0.0892741444210215,1661.2826197777,-6424.04695170951,"USA.InteriorAlaska.21","presence"
386.739021438907,325.728751377305,136.256826171253,-1360.53415864746,-1987.13092770906,13.9149684906006,450.235393583778,-1511.42583894998,"nonveg_936","absence"
2855.7136994877,4379.64301463531,1712.85285562975,-5701.94470945734,-6229.53866945169,0.236205102668868,2184.48928278717,-5654.2532239589,"USA.YukonKuskokwimDelta.15B2","presence"
345.792495988319,280.343415514997,-353.485875519118,1761.47006413483,2753.67858368784,0.0540956482291222,699.278371507437,2009.99807306091,"nonveg_1677","absence"
3370.79324926493,5174.17333118675,2599.0096181752,-6158.93077381382,-6133.38820288105,0.46497905254364,2666.68990433333,-5642.09237513452,"USA.YukonKuskokwimDelta.2","presence"
1572.74022764889,678.018906661854,1782.08638927053,-3220.07963391781,-3289.90566817522,20.6634216308594,1634.19075680583,-3245.68432349697,"nonveg_1132","absence"
871.853130194823,-528.648510383762,190.494408326401,-1496.44005138614,-1474.3523625363,31.3636989593506,2312.96077451629,-1261.62582706209,"nonveg_623","absence"
-134.417366464435,-27.5944173466679,578.202416564583,-1310.10060970405,-807.554282226649,1.92415571212769,712.619783029018,-732.041422670827,"nonveg_582","absence"
1237.27803399247,1767.55142077996,1136.01328313252,-3559.86558616042,-3439.24359678156,1.70845949649811,631.538137647437,-3304.07350723228,"nonveg_898","absence"
3347.31739376651,4005.9850357473,2316.07303331265,-5566.43606883871,-6361.37159479791,3.57138351202011,1776.14512759203,-5820.3412829772,"USA.NorthSlope.HappyValley-C18","presence"
1033.20981568636,866.177807065366,115.504700317207,-1758.37868281636,-870.391203917344,2.92023682594299,1890.45660030284,-1804.94914845475,"nonveg_628","absence"
3465.51075427975,3875.57731861411,2466.88233587478,-5974.62386326204,-6568.31192302713,0.491874206066131,2211.25717425991,-6615.2100192997,"Finland.Kilpisjarvi.16","presence"
-81.2198870183436,851.561961426825,372.850085129726,-651.868432219548,-475.406555882632,31.5680522918701,932.781848445168,-133.491392212444,"nonveg_1089","absence"
2067.25744817388,2697.93075816634,1577.29589886964,-5628.72228161239,-6253.95915524904,2.34266533851624,1957.72846236491,-6053.54398477848,"Norway.Javrresduottar.EC-Salix","presence"
377.015667085963,318.158320639965,541.196402622877,-1751.84184082848,-1762.70466165461,1.49644756317139,345.442548526904,-1736.93684385969,"nonveg_916","absence"
386.739021438907,325.728751377305,136.256826171253,-1360.53415864746,-1987.13092770906,13.9149684906006,450.235393583778,-1511.42583894998,"nonveg_936","absence"
93.0067050801293,80.8850480097637,-106.759556582791,-1624.20651239437,-1280.26536038106,13.8344068527222,639.987799841305,-1263.78076328646,"nonveg_973","absence"
386.739021438907,325.728751377305,136.256826171253,-1360.53415864746,-1987.13092770906,13.9149684906006,450.235393583778,-1511.42583894998,"nonveg_936","absence"
3297.24303052813,4464.05490065604,2128.25830861803,-6345.77370436868,-6607.91169899697,3.44705120722453,1759.6959826265,-6089.30147005657,"Sweden.Abisko.VJ-SalixShrub","presence"
1029.00620653122,1522.04513153344,601.01986897848,-1949.57054192181,-1832.10058577037,0.621461749076843,1111.73121484749,-2039.48068559554,"nonveg_508","absence"
1029.00620653122,1522.04513153344,601.01986897848,-1949.57054192181,-1832.10058577037,0.621461749076843,1111.73121484749,-2039.48068559554,"nonveg_508","absence"
167.476865389851,-79.7041154845878,170.234535723866,373.124453807031,-33.0601908447755,2.26101779937744,337.442705427983,-36.5989924285577,"nonveg_822","absence"
3150.52148427559,4103.66004545761,2227.24121699766,-5715.34413656373,-6294.61013483751,0.056265115737915,1858.21987971143,-5386.88253699639,"Russia.Yamal.VaskinyDachi-1","presence"
2862.40283007948,3837.28169183707,2394.75003894769,-5703.60809022682,-6011.96295835835,0.13522672901551,2515.56152597658,-5862.4484958607,"USA.YukonKuskokwimDelta.15B4","presence"
3589.10541256924,4786.10171438221,2016.62978399201,-6250.19308627894,-7435.8489666257,3.7811734146542,1718.53400268587,-6613.84926373253,"Canada.BonifaceRiver.AB8","presence"
233.705998741896,524.778527402011,558.046589636909,-1948.91939455466,-1650.55291532809,1.47050523757935,324.340590895012,-1530.81525409262,"nonveg_979","absence"
1134.84472752545,825.179723282567,472.888905013517,-1792.41332012211,-2379.07780821215,25.4662761688232,661.955822511929,-2095.40117479261,"nonveg_915","absence"
-408.184061994472,229.177271434311,10000,-533.464080520538,-1080.61900742167,9.70232677459717,10699.3147433262,-485.387167137706,"nonveg_1477","absence"
3290.24027539525,4138.52078166892,2234.70265604736,-6117.6438489387,-6355.13858541678,2.2358732521534,1819.98136976065,-5745.81843154224,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
389.420065522045,284.472723077152,-560.338118509152,4686.68283522099,8858.7231624129,30.2174415588379,949.758184031198,6437.56818673889,"nonveg_1344","absence"
739.689257779124,928.386776029913,229.259297540865,-1599.55469466195,-1898.97247088399,1.70424664020538,699.127478489048,-1789.3163638134,"nonveg_1968","absence"
2920.10601016306,3606.29595484645,2105.41173136421,-5756.68243266107,-6143.50490070066,6.56629056930542,1534.38973714537,-5844.43603191128,"Sweden.Abisko.NT-BirchShrub","presence"
908.375287892802,601.201767613342,807.105904579092,-2349.78335811934,-2368.08580318919,2.43069458007813,476.380561742696,-2581.82072427848,"nonveg_985","absence"
285.771479478087,1971.4312825118,-729.232122955851,-2893.94366391492,-2361.5353567028,4.53114175796509,2700.66340546765,-2313.56018972519,"nonveg_648","absence"
2240.5388371667,2720.34952352052,598.131207108674,-4632.2108120211,-5064.23404385231,0.205136880278587,2221.34254129571,-4970.96715164725,"USA.NorthSlope.14","presence"
386.739021438907,325.728751377305,136.256826171253,-1360.53415864746,-1987.13092770906,13.9149684906006,450.235393583778,-1511.42583894998,"nonveg_936","absence"
347.659241106313,804.661471948522,179.81353935896,-3007.52223928475,-3416.528774685,1.09585821628571,764.730317302522,-2845.67412985523,"nonveg_575","absence"
