"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDMI_lateSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","spectral_NIR_lateSummer","spectral_SWIR1_earlySummer","spectral_SWIR2_endSnowfree","spectral_blue_lateSummer","spectral_blue_peakSummer","spectral_green_earlySummer","spectral_green_endSnowfree","spectral_green_lateSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualMedian","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeLSES","spectral_NDMI_annualMedian","spectral_NDMI_changeSSES","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NIR_annualMean","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_blue_changeSSES","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_changeSSES","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
455.711559783022,754.835144823032,1328.224094397,451.891323291428,208.685008070957,-2447.09218753849,-2814.49886358426,-2022.25324279206,821.126469023474,1246.78040989338,2001.90183452639,849.51764848041,419.843591471713,-2350.55312480042,-1983.20805696486,-1234.19110024473,-2414.87780853532,-2488.16342651094,2217.65848550504,2733.00133292324,4257.04151395616,3320.58257879504,1576.63035454288,1152.60004281661,1585.40846390013,1557.95367310636,1823.08299503237,-611.465740735093,-0.384111285209656,0.00231041084043682,0.0118099534884095,0.690925061702728,-0.163195863366127,0,455.711559783022,639.869426073089,1119.53908632605,7.48565308218378,-0.115764742169492,219.083192776394,-143.347237393493,-2447.09218753849,1799.88112778679,10.3930691065223,-230.955888848807,-3338.76829598374,9.1301934495794,-216.003021319456,849.51764848041,1067.83399067907,1582.05824305468,12.1600871985382,-188.780356158253,-2350.55312480042,-2094.19870341125,1253.97232626621,4.17000914274288,2264.2168080565,4.56818640022634,-4.93411706606209,-121.079516922901,535.600997000544,330.344969259133,3.69452912761055,-8.87149324834011,1.51584865266252,106.007577931567,-70.3708581532405,1.3092738502146,1.95124938976283,-4.55570289542522,100.245182304975,"nonveg_543","absence",1,0,0,0,0
1147.00747279416,1362.32011906071,84.8421791598974,529.548313168486,314.648499609365,-1397.59290331293,-620.703993612823,-2500.53873312234,1791.56046963692,2129.22570477451,376.198132938165,958.105367727213,508.430275174706,-118.07132534308,64.1681660922313,-1870.14218064064,-1325.94349200509,-470.94479721028,2525.99998222305,1573.10308624167,3337.62916250149,2723.25060248008,914.19805897918,1140.20728617875,1891.43814460994,1761.15663717336,1209.98371559836,30.8789823883822,-2.8937611579895,0.219207182526588,-0.126451283693314,14.9213781356812,6.74569463729858,0,529.548313168486,687.673316758523,1277.47793990081,48.962292540282,-34.3032866458707,-55.5882667510736,159.684742487601,-620.703993612823,2286.9026149174,32.6386334304767,285.862826864675,-1200.80126016328,24.6747646387388,248.023702201119,958.105367727213,1152.7039900503,1753.02757183634,75.4782467330714,219.128446479543,-470.94479721028,-744.186725821371,1934.31034673287,20.7572630510118,2107.06557048246,34.5986666613629,-30.4220178251014,118.361923419353,844.591335682315,613.359857235464,33.6992440283183,-14.3956993376711,4.22551272173872,-28.2511533999464,77.3279329614005,12.7671599507145,14.8707000410118,-21.1006445392441,-30.2933991423635,"nonveg_578","absence",1,0,0,0,0
2024.62813829944,871.151689682365,406.731975383069,501.292011311446,192.582868174388,-1231.38766670547,-1277.98632046153,-2357.47387899178,2697.2670369191,1433.7016842738,914.476732833671,1018.71329803979,504.473597271342,-646.610400373257,-1961.6238225456,-2663.75370246907,-2636.71151324101,-2147.34929832961,3173.39120087994,2010.47931235908,3827.20329661745,2467.19172174726,1073.33389291365,1100.66067829102,1990.9965614376,1520.7943016656,1363.73103111997,329.176564244296,-2.37527370452881,-0.0507917404174805,0.000753857428207994,2.92023682594299,0.340071231126785,0,501.292011311446,799.277336570142,1832.04527012506,73.2818108050022,-60.9334450795199,-8.59636690257974,42.2199740272087,-1231.38766670547,3048.42859621996,121.937143848799,99.3844433822151,-2278.88829332178,100.89568200749,75.4524989112479,1018.71329803979,1313.72646986754,2192.79343964776,87.7117375859103,47.2022683127387,-2147.34929832961,-2011.20974739171,2017.14330209581,60.0295559182542,2321.58755758995,46.1940200966454,-43.6326128270667,28.4064894258689,807.982950239747,725.983731796504,29.0393492718602,-24.3482148260629,14.905502946167,-2.48425321612484,14.5012160321226,19.0778951517437,19.5474432552407,-22.7185862698043,-4.10513181877172,"nonveg_628","absence",1,0,0,0,0
1119.12211332893,1512.28969654169,1239.03787573025,1203.33484635611,1096.89797630652,-702.193130896011,-1150.23327068551,-2253.97742615233,1837.77515992286,2266.69686021874,2054.72927683018,2234.148414165,1625.04721587802,-3100.65774322199,-2273.25944051408,-2846.14694140389,-2814.74715944945,-2893.13922989463,1117.52187060383,1474.27623727595,2324.91460777764,1952.92316091156,488.537783792472,480.389634072665,463.994115027038,914.264394495207,695.046166402825,-170.226978601542,-1.51536011695862,-0.127293646335602,0.163004502654076,11.9502487182617,3.61614418029785,0,1203.33484635611,1234.1365016527,415.391720235168,1.11120685112036,4.21063665135922,2.55021638386667,18.2167880540962,-867.852704807368,859.873939261421,-0.745848787223645,37.5050931759206,-2253.97742615233,-3.1823468036933,30.980052131195,2054.72927683018,2003.67938540296,641.649644340723,10.6363972022421,14.1311722259042,-2846.14694140389,-2785.59010289681,827.39830270791,-10.3759256663682,1390.22333522128,2.74451964368069,15.609711386305,26.1796503260338,410.712665493589,280.314456283279,-5.2033125452402,-3.00623539132444,1.31347213230589,0.582010694271905,13.9397544957264,2.12009123720389,1.37466156865244,10.7238644913271,2.08805216010003,"nonveg_701","absence",0,0,0,1,0
627.424169018479,791.521451935275,571.914366713884,788.373887080801,304.565695505596,-66.8408475063082,-1050.3799316306,-1642.45968369922,910.913634882096,1202.78598080085,818.052751943738,1200.03765353318,295.872113300904,-2030.58683927538,-1665.28277734929,-2143.26374740257,-1678.38085071494,-2654.13212704615,2781.55419252205,2545.3211275019,3948.05844936088,2864.24896012112,1228.7518358241,1368.52178352935,1859.57553548983,1842.13134864996,1721.04213661657,381.461506199207,-2.36565828323364,-0.0115742832422256,0.0221308246254921,1.43398082256317,2.10232710838318,0,627.424169018479,616.759914050807,486.955756429679,13.4524363963701,6.43798872249291,-216.459520366917,109.803542610696,-435.628976320078,1040.1255637429,18.0065903122504,212.687304216191,-1642.45968369922,18.5151807720758,215.34682690873,910.913634882096,885.532426892152,906.913867499942,25.626730065883,192.366614428554,-2030.58683927538,-2034.32926835767,988.849349696857,25.9810536571154,2671.94438834476,7.09794539739172,-2.32988950798259,76.5075181954073,492.678985860139,431.605271957144,7.19405045448944,-11.3533067601699,6.09184436795137,-139.769947705252,68.3522350037173,4.30361071704796,4.0571655797515,-2.46151022776796,-130.221857442831,"nonveg_801","absence",1,0,0,0,0
1179.93236177918,373.689009110947,-49.8399477559959,673.670946806476,23.0732103916523,4540.68423578797,2793.43129544542,1036.05614504187,4572.05982873325,2690.73730194714,3521.27751722056,4931.62755853406,1565.36798594126,3178.40643169108,5659.95221978584,2188.08090848831,1863.91329292779,2165.12382363439,1041.81248567282,118.554860012295,811.748094335479,221.841309958765,165.189890603069,421.502751497388,505.890474676368,287.445616607019,145.697307838752,150.469033535191,0.71236777305603,0.0151116121560335,-0.0123452823609114,1.11918592453003,-1.10871994495392,0,373.689009110947,440.105116066452,1229.77230953518,41.3163982638402,-18.0807648204537,-31.4569954157597,18.4143024724758,2994.09841966784,3402.06975950072,53.7480474291415,-80.6732149295912,1417.50284941252,20.6626102980112,-61.8521851016637,3521.27751722056,3456.21403847525,3366.25957259281,107.381851528286,-36.1104441423227,2188.08090848831,3011.09533530548,3796.03892685805,36.1886645734529,494.653416641133,30.4264539207986,-14.3137426783767,15.801974388675,792.811381346566,478.437236606645,15.7671576481069,-7.4174610663429,14.9265014247121,-11.1440374301878,7.75207632936118,11.867640886445,12.8411563178106,-6.04096053074089,-9.58713114217477,"nonveg_1880","absence",0,0,1,0,0
-146.299194169076,481.185707735548,-258.339393290942,292.086099195998,-532.11757173288,-617.56391187763,2289.97820393829,-1638.43699082037,-123.648276969875,632.590619439199,-197.654313480911,500.497552791923,-845.755888098407,-372.897340504697,-143.873106048467,-1431.27889426302,-1062.87524461404,578.079118088637,2166.37625445946,1398.82309262219,2253.50469571053,2267.27411748467,965.147097097254,1069.49878353244,2092.15146260413,1691.61125211459,1267.95207357846,96.2995733411714,-2.89590096473694,0.0895349010825157,-0.15488788485527,10.4064426422119,-4.30655002593994,0,-146.299194169076,-32.6968704522705,1013.30327946843,8.38735603399575,9.32734666734198,-32.3779701462905,43.50147653097,198.310848984524,3455.68989313047,-45.4710294555167,85.2404101321252,-482.887843450702,-47.982404562889,67.9734792570391,-123.648276969875,-6.79406126361405,1478.34650753761,15.6979915462724,48.8379372305947,-372.897340504697,-486.569093468317,2009.35801235166,-20.6734012737681,2095.02710406044,-19.775250824757,-9.41958791390301,41.8482156290619,587.04861522973,352.998871378633,1.10272005480488,-0.49285871165325,-34.6361882564364,-6.13833449618742,30.7210679544661,-33.5944870146133,-32.4713737656979,-14.209717957645,-6.76599771355098,"nonveg_1172","absence",0,0,0,1,0
120.94539041985,1.73400136331904,478.176711946453,-391.246124540847,-968.266410554779,-1047.99987107098,3943.13867644172,1621.38874974462,-681.257969186111,-1088.31269861156,432.481904097479,-125.587517500139,-1951.49427443101,4456.79616968603,8973.7129233916,9102.996521982,5088.36800076121,3966.40093489045,1078.52508817789,1295.35745444866,401.231911543173,702.400789451119,1273.3220548572,506.337597472832,874.761339656074,1332.98939293173,1129.11667510094,-112.751940133136,-4.8102126121521,-0.304121911525726,0.375511169433594,30.2174415588379,17.7352561950684,0,1.73400136331904,-151.731286273201,1446.44312250123,19.8038509268114,-9.14627705286959,48.3012686937389,-25.0759321359544,2743.33797669373,5359.34172563034,-21.8145581772363,151.156275398075,2785.16788138346,-17.7250684828635,122.192350422396,-681.257969186111,-682.834111126269,2383.97617852849,23.0952055499073,-80.0418211952127,5088.36800076121,6317.65491014226,5136.59558709154,8.91627699628318,888.813326443209,10.9268241491363,-15.3856380052267,4.22881659369791,581.188409165889,598.007815626368,5.11550148966048,-3.80367010599644,-8.74984481495028,42.6102476324647,13.0132084910082,-4.00767404203539,-1.74503885672794,-9.80686250382932,38.0740931846193,"nonveg_1344","absence",0,0,0,1,0
1411.18415071735,1587.90189034591,2060.74602565335,2497.511124336,970.847529794206,2449.70010819013,18.8811412808667,-954.453469228388,3026.03365823803,3625.05889261714,4327.62959855156,4890.91995598209,2180.43602212761,-4982.09215327828,-4961.76138004318,-5458.84025526583,-5362.48358142026,-3439.24583472299,1620.25903643178,1859.42082815181,2154.91580645857,1304.9162871007,413.613340059719,468.049877443797,562.690638444904,595.854622841765,576.334702194723,297.267022172645,2.31008320450783,-0.00319439261220396,-0.00183283097285312,0.415493214130402,-0.0919328704476356,0,1664.01172894386,1426.73569192336,1167.19076169321,12.6016339160192,23.149650799412,-15.4283853591451,6.45045785914504,1180.93242489526,1944.07257517062,19.9584744655171,2.34241750833656,-1514.86525935931,8.99911889325516,8.36263563980741,3795.04377720525,3248.45755805769,2256.86877456844,28.4454584115865,0.0678745910896699,-5146.14531047257,-4950.32624592439,2140.90781001005,-44.637909896384,1530.76346383227,0.972107237251969,8.90485070793331,16.859823116451,380.340532766541,292.873877097374,-4.84185712723659,-4.1798317886607,-6.68769076533127,0.939645292120661,18.4258728468955,-4.9287392842074,-8.16835203770334,-1.79289077877484,0.87243947025561,"USA.NorthSlope.FranklinBluffs-C17","absence",0,0,1,0,0
2968.28828486123,3252.03919340107,3350.33754741753,3609.1055677796,2340.99268074689,3589.16286275645,1392.37237370339,-75.051565960007,5036.83158435509,5463.39811293745,5503.78702481698,5905.05416519128,4158.85707397049,-5710.40308551141,-6061.81067861629,-6296.36199920153,-5980.64885355918,-4821.20267371244,2537.76935925395,2690.75113346891,2694.78540500106,1302.69991220397,444.136936357504,523.842040481588,707.161206912863,713.562476601072,679.628373995297,-282.775971735104,-1.54958245754242,0.0487766578793526,-0.109426340460777,6.8832950592041,-0.247001179307699,0,3077.83710656231,3087.34804048044,1262.73650576135,14.809521289233,19.3184923799926,-26.0704258965705,-18.0058711329548,2972.14630350949,2090.62595128435,12.5544692608072,-12.8967956434342,-346.289104649958,7.38092774794266,-16.3564646552496,5180.3885795879,5188.82673312958,1782.25951256168,20.9436172865836,-22.7154080209814,-5635.46183741221,-5610.41124163346,1540.83467012919,-25.6962569923077,2634.4678249909,4.51146903701131,10.3868577052251,-10.3423752595268,569.360264302677,509.725736025218,-6.07465306460134,2.74266890641264,-2.71584389126625,-8.01516020569387,-2.12687692252924,-1.58123921664473,-2.8811436559401,1.01062304784851,-7.26345686314717,"Finland.Kevo.1","presence",0,1,0,0,0
