"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDWI_earlySummer","spectral_NDWI_lateSummer","spectral_NDWI_startSnowfree","texture_NDVI_peakSummer","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NIR_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
1063.86327716221,1157.95804553305,757.477057668532,-626.893953394685,275.71609620828,1467.33129893751,1053.57734364325,-1185.23664580327,-1261.3466178329,-1334.59942543003,-360.263876028892,1784.85199892773,20.7407152882612,15.5495123615796,"nonveg_1037","absence",1,0,0,0,0
3049.48014249987,2459.63383640748,3645.27397156377,3987.65652816739,1959.4848498746,5254.07109829962,5884.37298590478,-5641.57749874746,-6025.56880215094,-4970.33737422626,1.89654249237422,1382.06521725171,39.5887452993136,-13.362720571384,"USA.NorthSlope.Oumalik2","presence",0,0,1,0,0
3470.09353491171,2558.21970290625,3202.64911856995,4116.68017423509,2196.48354294385,6692.58722908701,6409.71417981945,-5989.54678646058,-6752.87561290922,-5765.62920302936,-28.7435477147646,1349.84449516288,25.375646450054,6.17893706397846,"USA.InteriorAlaska.20","presence",0,1,0,0,0
139.777223220272,242.374618633285,58.7848732949129,409.550982184515,910.439597756634,522.39155162589,443.448343951404,-2324.54621928576,-1950.56388408303,-693.597696829832,-554.495992197007,851.654724461721,-35.030107933471,3.31835741350314,"nonveg_757","absence",0,0,0,1,0
-280.450356415482,1324.56542110814,568.520565773328,127.328616158556,-783.101525049662,-27.4257332259805,847.34841746032,-1414.56913005919,-684.520758455212,-1208.70558514382,-1534.46483283152,2107.6669461578,25.132558431709,20.0980037740679,"nonveg_670","absence",0,0,1,0,0
125.271192020665,9.06113505594303,346.422937375158,32.4937331516361,12.2691802330001,293.250744503484,715.919150040495,-996.309402781974,-809.63853581974,-202.568914197836,-426.581880945317,337.361802319215,4.91313094728977,-290.878505641039,"nonveg_761","absence",1,0,0,0,0
3303.18262829176,2493.1933139188,3569.58710343923,3865.19066954786,2198.83938135745,6294.23589076824,6722.10471536168,-5490.72435464739,-6172.96735671766,-4892.72042320882,505.703483344498,1830.21499022186,50.7380259861371,-43.221040207811,"Finland.Javrresduottar.A-Hummock","presence",0,1,0,0,0
-228.272321717162,132.581184574639,289.566287965867,-378.791248675269,438.408591406639,168.847968308576,679.448954757226,-1743.04884744954,-1368.35501935985,-644.823245641505,343.779188987682,817.199840081908,-24.6918856712519,-15.6159714055759,"nonveg_907","absence",1,0,0,0,0
2110.46566490079,607.338767509408,2433.57953137687,3149.68986068607,1651.35444465235,4072.02935232024,4704.89483053725,-4752.26147915543,-5531.49315499165,-3499.72833017237,153.841757636322,1857.20868799865,-24.4975174799877,-27.3081740091787,"USA.NorthSlope.15","absence",0,0,1,0,0
799.104036938817,1503.30257357671,1465.50811627222,-36.0314826358656,664.063885911314,1526.33997750556,2532.60142548812,-2866.24979120806,-2428.75875020781,-2150.29693861942,530.930853835911,1539.33405621258,5.19385196259627,-5.64230840524806,"nonveg_680","absence",0,0,1,0,0
278.624042815003,531.44146787311,139.109662377421,539.572767100164,487.827147599505,559.206414613417,311.614055659202,-1264.71410087535,-1142.28130249152,-364.382229398721,-274.458383983995,400.463104722743,-6.97343682615009,10.539060986501,"nonveg_572","absence",0,0,0,1,0
2972.63783819011,2557.13676727997,4034.26064065965,4715.53928311751,1406.825367621,6704.00659281383,7612.20676859644,-5999.77567057254,-7488.94604417451,-4800.90900222831,34.5322009207997,3475.46497883073,63.5279995082596,-38.6712920024858,"Finland.Kilpisjarvi.17","presence",0,1,0,0,0
125.896385413753,285.024502317968,223.668259489003,817.802539080448,223.344669563076,787.14162686325,994.770522287884,-1692.09198956829,-1613.89799314734,-1449.76858803462,-40.3836863769708,691.906153666695,-3.89793136597289,0.277765965816267,"nonveg_681","absence",0,0,0,1,0
-324.84474543364,-315.950179054275,-401.358691632581,-43.8407774742054,-530.623304093977,-246.092799019287,-238.286986562367,-732.764728958071,-1390.12876067974,-198.639879994692,-104.097244382117,486.782526619771,8.57410661084735,11.1867354935434,"nonveg_1213","absence",1,0,0,0,0
354.188811923977,648.237522675749,515.092554437194,559.913689243404,84.4954615345135,861.397716142816,1058.31150359264,-1307.36871325757,-1062.03093474439,-1703.06747490809,-941.239259713419,563.742061141236,44.9488917315772,0.984543776711548,"nonveg_972","absence",0,0,0,1,0
2883.73836423467,2684.24951484153,3180.00897400102,3635.01895174724,1974.64477622261,5773.91526023856,6309.48103657398,-5693.08373483182,-6354.77536245059,-4318.3698047982,41.8954894745827,1250.05374349687,17.7520967680352,-6.69295822428261,"Canada.LeRoyLake.TDA3","presence",0,0,0,1,0
132.29757681417,450.386893042039,522.73779631115,269.742282834133,-944.439895129481,211.444567748486,741.815934091081,-76.7550721824645,-601.010941597381,139.789515163176,347.701347266891,1467.17769144063,23.4073363466011,6.48048212114465,"nonveg_1172","absence",0,0,0,1,0
3049.17073510315,3025.35416096945,3536.59682219736,3586.2971814304,1971.762599935,5602.7857429091,6214.29814338207,-4969.01737455433,-6047.52218946411,-3222.02685866225,315.317915235735,1567.51502215579,38.7324315210099,-15.0971229570958,"Sweden.Abisko.VJ-DryHeath","presence",0,0,0,1,0
-522.081972210295,-191.815699645083,110.62281063945,103.412193895857,-206.265124204064,-1338.91050354468,56.5682668935775,3906.19147601607,8788.2713407571,4618.87936618322,589.50297032893,632.704782849745,-5.7421245092042,11.2099570583625,"nonveg_1344","absence",0,0,0,1,0
298.9371672091,161.836420107405,477.996720444643,249.630938775876,-492.743515219098,357.622176265161,803.609927104196,147.307806874413,-160.996290693824,83.3525769560827,48.3918766226841,970.74023566374,24.7400213258812,23.8463963752943,"nonveg_558","absence",1,0,0,0,0
819.082883412014,1248.54897327045,1293.45303856247,371.454138772379,834.881903702499,1859.25561998538,2754.83982873076,-1532.96727233337,-1264.6249032299,-921.093797662653,-89.305070579484,921.998899790089,-0.405103084371402,-3.30721644631067,"nonveg_576","absence",0,0,1,0,0
989.889931141501,1037.52558573378,1053.34742096386,694.155050301302,797.542105645958,2024.66868109046,2127.02948829433,-2836.27584061231,-2858.91225921422,-2990.94679066809,-799.568877222544,359.192370662553,7.39799328829011,-1.93167968493826,"nonveg_764","absence",1,0,0,0,0
-98.4551353848075,284.832326511079,823.724238245594,736.324931818253,573.072837460734,102.349590109245,1177.91286246838,-2175.62546689156,-1305.62196415043,-1030.35083257122,-651.675186791471,922.179373630401,-23.9831418873408,-47.8423941689441,"nonveg_568","absence",1,0,0,0,0
3113.87789985368,2426.44672438775,3548.04409446203,3682.35295357597,2197.04781179176,5477.69616430054,6025.64650948218,-5835.09865004147,-5924.21699764265,-5179.8367760734,104.594059040723,2620.38172920745,12.8314073711434,-4.36393637213031,"USA.NorthSlope.HappyValley-C18","presence",0,0,1,0,0
2679.16268411666,2652.42389033455,2939.44614852949,2845.59597465294,1998.29273639226,4867.42770595357,5292.76571795668,-4721.29049445153,-5085.34977523391,-3864.23089193164,-30.2114988128439,1016.16410774833,10.5054277010416,4.93524331061265,"Russia.Yamal.VaskinyDachi-3","presence",0,0,1,0,0
626.712979405707,64.6810805234444,184.150537184339,60.4228362856238,104.981317709481,943.510556808308,423.137070177521,-572.190657721835,-1347.67794166444,-791.595795493692,167.832331389163,566.290143120083,19.323394877638,-11.7476052385252,"nonveg_976","absence",1,0,0,0,0
3673.70655929511,3150.16135846422,4096.57419153833,4686.553135504,2485.68791104466,5715.91234041625,6421.08510070165,-6099.73179297791,-6718.73266303269,-4706.23462004485,-99.360758987501,2016.85837183685,20.1242010092298,-4.04544820502356,"USA.InteriorAlaska.DEW","presence",0,0,1,0,0
2340.73171927617,3133.75253543677,2587.16373720426,2831.98383882255,1225.07924688982,4363.22157583179,5003.88071055581,-4432.4003542088,-5329.2161901791,-3376.67420656621,586.282508626006,1962.29240891243,41.6789868402655,46.1361264500429,"USA.NorthSlope.14","presence",0,0,1,0,0
3950.77755015622,4123.29805710445,4721.4373918454,5055.19753201106,2722.13682174611,7371.7537626719,7831.72137174521,-6727.75887145111,-7368.3610287258,-5560.06120908112,198.101853636213,2341.74284592081,51.295840356456,-31.5572500170737,"Finland.Kevo.4","presence",0,0,0,1,0
1989.3594463804,2330.13931768863,2927.90065105547,3057.14131846959,1465.92507227986,5109.65225768229,6469.06590928207,-5958.39304421734,-6353.23504950707,-4584.77686212317,-298.11952390104,2150.93722407808,42.0963091869005,-2.78687953914671,"Norway.Javrresduottar.EC-Salix","presence",0,1,0,0,0
2301.32891395861,2109.98349730506,2250.38505877703,1587.68765130391,386.691821943738,3945.24404754349,3992.77129277359,-2510.8890167707,-2798.71117294976,-3277.34342706922,147.130307211124,1914.63709201488,83.2450909571685,2.60639499078309,"nonveg_1177","absence",0,0,0,1,0
2883.73836423467,2684.24951484153,3180.00897400102,3635.01895174724,1974.64477622261,5773.91526023856,6309.48103657398,-5693.08373483182,-6354.77536245059,-4318.3698047982,41.8954894745827,1250.05374349687,17.7520967680352,-6.69295822428261,"Canada.LeRoyLake.TDA3","presence",0,0,0,1,0
2354.15881559241,1825.70713466149,2241.15786727786,2412.3338285432,1252.28802997626,4195.01985263681,4294.87067022631,-4774.90153587095,-5168.07720461958,-3857.39531844849,-12.3155168982774,1782.31418805302,-10.4988003207129,11.4414502228347,"Canada.KluaneLake.Gladstone-MixedTundra","presence",0,0,0,1,0
971.966717662012,1003.65252264074,822.191359563326,945.424280745072,1308.09715153944,1666.86492734256,1651.00635355621,-1500.34569941499,-2064.26040731632,251.039818767943,-255.838294293684,485.905791976115,-10.1857707235584,9.59237806705595,"nonveg_725","absence",0,0,0,1,0
2855.44960785639,2511.72625234657,3148.95665410155,3654.83032229559,1582.68195234247,5491.03640295079,6320.33522896119,-5989.59745611655,-6364.24322722348,-4744.5282413319,-34.6294780541088,2359.25768384654,43.9504081618226,-11.4085693898746,"Canada.LeRoyLake.TDA4","presence",0,0,0,1,0
452.411837837068,-266.239714565455,355.127408053879,305.666479465924,-397.632102371062,1433.57642107617,556.847779595538,-2154.61295925896,-880.691993171718,3931.65848547552,-668.783722412299,850.04394020813,20.2391414335269,-141.015377159093,"nonveg_1888","absence",0,0,1,0,0
1229.58462208462,899.382308979921,668.43686345936,681.235164319428,762.387974935117,2044.18591041557,1233.76822265241,-577.414617706429,-1532.35817575659,-1141.29366102284,581.28260162617,561.147758625264,15.5732215716502,0.858293218337578,"nonveg_814","absence",0,0,0,1,0
3524.06981793122,2934.19761951522,3906.21937065011,4474.62796732208,2430.29086072521,5601.0193854456,6248.74989030709,-6013.01218328862,-6501.69301670019,-4966.05426017189,65.3051508544567,1947.12824348608,32.0505145932051,44.6090022697312,"USA.InteriorAlaska.CALF","presence",0,0,1,0,0
2504.61771943285,2324.18103772563,2894.57718420818,2913.19851903311,1620.4286992984,5332.66994008161,5930.82966513321,-5598.68674959875,-6265.79687131493,-4787.90211281956,114.161534288621,1461.02942171181,23.7868183850199,-15.3883277675566,"Finland.Javrresduottar.A-Betula","presence",0,1,0,0,0
452.411837837068,-266.239714565455,355.127408053879,305.666479465924,-397.632102371062,1433.57642107617,556.847779595538,-2154.61295925896,-880.691993171718,3931.65848547552,-668.783722412299,850.04394020813,20.2391414335269,-141.015377159093,"nonveg_1888","absence",0,0,1,0,0
3276.22030787004,2598.19810585583,3286.840402501,3629.94707362835,2518.20011259911,5050.65303949703,5193.35373909556,-4879.28806242826,-5787.11146525639,-4227.36738828767,42.0356207922342,1217.29295303002,18.9215061380892,-6.47576686029763,"USA.YukonKuskokwimDelta.U","presence",0,0,1,0,0
2697.55083641722,3068.02534188627,2978.44182881838,3291.06597083526,2075.13481414102,4944.78951045211,5422.33008054785,-5322.86086863443,-5630.85791370777,-4914.65864428188,317.75756615162,1319.17516798917,14.6213113316139,8.63631865298734,"Finland.Kevo.10","presence",0,0,0,1,0
670.555426984311,431.420938425987,304.652523021345,-391.051444288779,-106.987520283113,1846.07634440386,1723.45174791893,-2298.9282890346,-2663.49313826895,-1891.59345869341,173.356618604211,1061.60687127309,31.101717890697,20.6168955766853,"nonveg_719","absence",1,0,0,0,0
1926.23843296077,1826.5729375714,2180.06503813135,2105.41448536517,1213.69454605808,3756.79594548,4133.75343083635,-4415.79886127732,-4681.44089641711,-3630.71527154956,425.889985681078,585.524147856016,19.0948086640252,-6.39124753393853,"Canada.BanksIsland.GreenCabin-C11","absence",1,0,0,0,0
2.53324135832962,278.095207932119,50.1558068679355,112.053839859784,851.425514296061,66.3446360855708,264.98028098728,-598.440810031023,-1261.96716508074,555.019405911519,112.632432204355,848.892272937732,-24.254064941078,60.2671128312487,"nonveg_1234","absence",1,0,0,0,0
704.246555731495,228.492455048427,980.4659485078,583.933295088842,441.498442173587,1588.02243266254,2074.97073244126,-991.920706141288,-773.389593201314,85.0590337450714,-821.397813470326,751.973493459373,6.91442404099757,-54.3952861924597,"nonveg_779","absence",0,0,1,0,0
2828.43876187282,2710.46466143964,3698.56403631671,3409.4363996941,1563.9354258757,5548.74965191009,6847.68464740399,-5493.7538766669,-5675.33881714831,-3232.08887476698,189.919906694167,1293.35743405183,14.4101675955157,-19.4485275126316,"Sweden.Abisko.KJ-BirchShrub","presence",0,0,0,1,0
-184.457638259368,207.712085343722,1176.03982048226,561.106930298611,-560.08444276039,-227.002755747353,3765.60780555564,1054.72563027451,-2091.77943377109,2961.79790301155,115.415330334225,1736.12426324265,10.7321944143149,-90.0074674561647,"nonveg_1626","absence",0,0,1,0,0
-280.450356415482,1324.56542110814,568.520565773328,127.328616158556,-783.101525049662,-27.4257332259805,847.34841746032,-1414.56913005919,-684.520758455212,-1208.70558514382,-1534.46483283152,2107.6669461578,25.132558431709,20.0980037740679,"nonveg_670","absence",0,0,1,0,0
92.5266634331296,548.138260426782,372.305719843908,1037.14967624277,-414.008869293827,281.695548760481,945.152009536583,-570.640007144266,-1401.00075661133,-149.622209297496,94.3615042660213,1451.1585455366,11.7798961099292,-0.00542811833234206,"nonveg_1473","absence",0,0,0,1,0
3210.8740502926,3142.77763302861,3835.72401591389,4210.33816089174,2239.84924162925,6062.89497141752,6990.34119895655,-6041.41466547489,-6474.5042560892,-4624.53209157369,249.236527786617,1415.67737398569,12.8892861656645,-12.5610388447508,"Canada.BonifaceRiver.AB2","presence",0,1,0,0,0
298.241795888044,1450.1228326341,1272.91799166652,921.871344319344,-434.136456143021,1474.087582326,3086.08128520193,-3212.50561102697,-3438.85488040003,-1246.85401944811,-346.736535784121,1884.25928877712,28.1683943088871,13.4126972325866,"nonveg_671","absence",0,0,1,0,0
1402.50381531716,1233.17499653504,1662.4477786594,1877.33846277374,1328.56636555005,1284.66107676369,1664.46979701432,-2439.74952272013,-2868.55191849535,-1112.82008033497,707.83087990677,644.163466238698,2.95749799068449,-28.4944127851706,"nonveg_706","absence",1,0,0,0,0
3322.05544546198,1654.97292293572,3157.88068640602,4563.06882596589,2125.71436227322,5255.84403009456,4830.94369778312,-5733.12450953307,-5739.47752337003,-4394.5275688085,-31.1876536623645,3770.66647059278,60.0047060783764,-35.7930086724359,"Canada.KluaneLake.Outpost-MixedTundra","presence",0,0,0,1,0
316.347492646226,407.884393079604,-66.686154868044,387.056219423509,345.369778429519,540.11357540649,63.4095934720494,-1699.23227940721,-2477.63481424022,-1417.06936160435,-333.836272602616,474.570547947648,-1.26183851231708,47.1456767856876,"nonveg_955","absence",1,0,0,0,0
-1.64734287112739,-74.1440633085318,759.299173191738,728.877933941981,-224.687443259789,178.19834952114,1231.49947974164,-950.523011419134,-326.917118040194,-645.817328760186,-249.789840168997,983.986616451527,6.56000295260768,-21.9540100435269,"nonveg_710","absence",0,0,1,0,0
3327.09347800358,2935.56624929848,4068.24200496527,4334.86079799828,1799.65812879844,6367.12224074424,7386.75127124192,-6118.4375574605,-6360.29620056258,-3994.79012594414,-134.298388505203,2617.96888098398,68.7375189630498,-32.5933313547765,"Finland.Kilpisjarvi.19","presence",0,0,0,1,0
3683.20223642033,3488.84540895476,4293.51674676485,4688.52218150257,2515.46788683493,6030.56113632103,6542.16786445047,-5963.22856312833,-6838.4522712258,-5037.76032878486,-475.498854916308,3102.72872564079,70.7345106103456,-52.863261451267,"Norway.Javrresduottar.A-Sedge","absence",0,1,0,0,0
-612.592606888129,991.455406383678,-247.776596903172,314.451375822784,-129.355204283264,-1091.72293125344,-425.731874695896,-458.615510731326,-609.512008878599,2049.17214072606,-558.508258146228,1604.04801327181,-18.586053946341,57.9180380434346,"nonveg_1642","absence",0,0,1,0,0
1553.44173904405,270.021601163693,658.20478133735,1229.93949630851,1225.21013661723,3190.45374316445,2265.12889163902,-3239.79313469166,-3335.98227533174,-3504.56224000734,40.7535598463115,1283.42013788036,32.8231602426825,-13.6533744812902,"nonveg_1132","absence",0,0,0,1,0
3085.16216692419,3089.1231531708,3530.22940575956,4038.05674179675,2123.9004984555,5805.89570778245,6296.6095989052,-5649.74072158645,-6777.43862554846,-4427.61945070425,170.251552442514,1953.30506865925,26.7998176259726,-1.38890987327648,"Canada.BonifaceRiver.AB1","presence",0,1,0,0,0
1119.8087656752,1267.40649933301,1482.79550850817,1579.8383633264,783.990271279926,2089.44327265369,2833.95979311729,-3204.52607969401,-3020.37432282371,-1881.33191518027,62.8427360108512,421.088675639157,1.88880094482736,-0.650962141080053,"Canada.BanksIsland.GreenCabin-C08","presence",1,0,0,0,0
70.5359085643655,-305.338211208416,463.645109753282,319.022213226713,-438.763786923786,72.2084029127886,771.038788508811,159.646279461462,-118.192636633069,458.903980199279,-76.9091782767805,902.408896677068,18.1892748388626,-95.2114555970861,"nonveg_1927","absence",1,0,0,0,0
662.189861594138,1728.59637326915,397.058048375827,626.609434277108,-87.154958415506,2061.75329074218,1759.11056420197,-2018.05739705032,-2526.67779870805,-1450.47635711852,-725.699915855931,1815.75133168466,24.9781606669881,32.055607506666,"nonveg_666","absence",0,0,1,0,0
402.908064734257,324.289923318566,310.601591770715,469.168137650672,165.822419922814,515.595256366575,357.944365486293,-2514.8359661349,-2706.87803024829,-2953.38152954576,306.891733139788,303.345717727858,9.87856853381012,-3.85369174073276,"nonveg_801","absence",1,0,0,0,0
2175.09221020396,2873.33645259233,2839.72990691487,2933.2183519733,1681.69090745766,4088.04864289458,5120.89010737423,-4945.25700398506,-4826.8324108708,-3876.72795051413,-244.815329385628,2009.32561785831,36.800683062983,9.4473322833289,"Finland.Kevo.12","presence",0,0,0,1,0
2201.54894545713,1966.73766072915,2636.97209455585,2784.44157636927,1224.63353124421,4154.34673295822,5173.45430420229,-4241.8735975079,-4986.91616779614,-3485.12238508487,128.034428426839,1555.25610410539,42.2277707310479,3.53457769720742,"USA.NorthSlope.16","presence",0,0,1,0,0
3263.26662290492,2560.46208428487,3801.33190335872,4374.59694366357,2017.94727300497,5384.74789279763,5408.56605916431,-5043.65365026762,-6313.65107525923,-4181.60512058302,-211.464451706462,2511.50712497218,19.5464665367611,-106.544750801544,"Canada.Yukon.UPPERQUARRY","presence",0,0,0,1,0
603.001094158827,211.224851346018,488.298025462403,978.475442801401,150.250047076638,1442.29148023609,1251.33843527695,-1022.15739031328,-1727.11571878316,-698.489952603254,-127.844933247327,828.225395724764,12.5764179745053,-11.3787524070958,"nonveg_792","absence",0,0,1,0,0
3274.32363544142,3176.52888560202,3654.79523143287,4775.52855046474,2673.58803655164,5181.38958701123,5805.77264739031,-6254.07694404295,-6915.37983567174,-5326.86403317331,-295.829879230602,1864.8365403156,21.9222124887801,0.690518428219295,"USA.YukonKuskokwimDelta.72B3","presence",0,0,1,0,0
2173.63879862682,2573.7562332301,2349.0793407688,2739.17730348656,1527.46644169243,3953.49175619869,4320.69082984736,-4629.47752905931,-5341.62144590769,-3687.12770397619,64.6789666775596,1228.27343320685,19.085007709767,-5.5002384227668,"Russia.Tiksi.LichenTundra","absence",0,0,1,0,0
556.950811927685,333.143983420419,131.87286066444,402.917501561338,934.293031387735,3869.16951222888,3726.29831350896,2542.02772263455,2373.7014336374,3095.93934054727,-311.144084742755,802.420170723296,-13.476507837859,8.21143381557306,"nonveg_1880","absence",0,0,1,0,0
662.189861594138,1728.59637326915,397.058048375827,626.609434277108,-87.154958415506,2061.75329074218,1759.11056420197,-2018.05739705032,-2526.67779870805,-1450.47635711852,-725.699915855931,1815.75133168466,24.9781606669881,32.055607506666,"nonveg_666","absence",0,0,1,0,0
47.8770556150383,219.402796817806,444.574393035177,593.628193962056,81.3170241865473,192.785418981451,859.857494782138,-1847.58046204869,-1303.02613988849,-1172.97974213371,-206.014004031958,545.751138347018,-1.45391167702213,-11.451592985298,"nonveg_775","absence",1,0,0,0,0
3422.04082773799,2189.14537742131,3003.49181917925,3330.06430488773,2326.90219935618,7344.1331632415,6765.48729784696,-5260.08172862353,-6286.04740756454,-5581.85876514885,649.996048909365,1156.35330806437,29.2324404793283,-4.28988533490489,"USA.InteriorAlaska.22","presence",0,1,0,0,0
2522.92039882552,1987.50059686335,2992.49225861457,3307.00341186948,1632.68436500415,4738.29428461341,5406.92372866595,-5180.71015223552,-5481.80164075379,-4164.06276741282,13.7629852933042,2101.29477687856,36.8030089901872,-46.6906629737536,"USA.NorthSlope.Oumalik1","presence",0,0,1,0,0
125.896385413753,285.024502317968,223.668259489003,817.802539080448,223.344669563076,787.14162686325,994.770522287884,-1692.09198956829,-1613.89799314734,-1449.76858803462,-40.3836863769708,691.906153666695,-3.89793136597289,0.277765965816267,"nonveg_681","absence",0,0,0,1,0
3327.09347800358,2935.56624929848,4068.24200496527,4334.86079799828,1799.65812879844,6367.12224074424,7386.75127124192,-6118.4375574605,-6360.29620056258,-3994.79012594414,-134.298388505203,2617.96888098398,68.7375189630498,-32.5933313547765,"Finland.Kilpisjarvi.19","presence",0,0,0,1,0
92.5266634331296,548.138260426782,372.305719843908,1037.14967624277,-414.008869293827,281.695548760481,945.152009536583,-570.640007144266,-1401.00075661133,-149.622209297496,94.3615042660213,1451.1585455366,11.7798961099292,-0.00542811833234206,"nonveg_1473","absence",0,0,0,1,0
3300.17879884493,2838.11158574941,3615.66555937535,4097.70551994016,2182.12682787025,5398.80964607792,5977.96304537778,-5784.00028016615,-6343.71059696838,-4625.39399321135,22.260182634891,1366.48250276353,30.9698143482239,-29.981123213264,"USA.SewardPeninsula.QuartzCreek3","presence",0,0,1,0,0
420.161271705266,188.179344395265,976.154816733731,195.699949884708,225.606324307804,1146.20608692329,2034.72933924498,-1639.83770799458,-873.967916628067,-1002.75709373863,109.661945688622,787.975472338466,5.55871278278462,-36.5905358992849,"nonveg_979","absence",0,0,1,0,0
2679.16268411666,2652.42389033455,2939.44614852949,2845.59597465294,1998.29273639226,4867.42770595357,5292.76571795668,-4721.29049445153,-5085.34977523391,-3864.23089193164,-30.2114988128439,1016.16410774833,10.5054277010416,4.93524331061265,"Russia.Yamal.VaskinyDachi-3","presence",0,0,1,0,0
-184.457638259368,207.712085343722,1176.03982048226,561.106930298611,-560.08444276039,-227.002755747353,3765.60780555564,1054.72563027451,-2091.77943377109,2961.79790301155,115.415330334225,1736.12426324265,10.7321944143149,-90.0074674561647,"nonveg_1626","absence",0,0,1,0,0
1732.20621678274,1630.34857316737,2432.37263631616,2352.26279861614,1467.31981932318,3375.40974290766,4278.64466872012,-3780.36447378665,-4108.00111901289,-2336.34999461572,133.751202747108,412.789760180623,-0.601286622569153,12.2030191981885,"Canada.Ivujivik.TP13","presence",0,0,1,0,0
3113.87789985368,2426.44672438775,3548.04409446203,3682.35295357597,2197.04781179176,5477.69616430054,6025.64650948218,-5835.09865004147,-5924.21699764265,-5179.8367760734,104.594059040723,2620.38172920745,12.8314073711434,-4.36393637213031,"USA.NorthSlope.HappyValley-C18","presence",0,0,1,0,0
2747.7236697942,2253.87527522381,2993.18375357411,3466.65632830095,1875.30908990558,5567.10477487148,5888.88548481031,-5617.98883055231,-6166.5195416984,-4162.63365223316,-84.4077439918559,1504.0668166333,0.771458413594795,-19.6038617762784,"Canada.DaringLake.Tower3-DwarfShrub-1","presence",0,0,1,0,0
