"threshold","metric","estimator","estimate","outer_fold","model","mtry","max.depth","feat_thresh"
0.1,"j_index","binary",0,"143","rf",2,15,75
0.15,"j_index","binary",0,"143","rf",2,15,75
0.2,"j_index","binary",0,"143","rf",2,15,75
0.25,"j_index","binary",0,"143","rf",2,15,75
0.3,"j_index","binary",0,"143","rf",2,15,75
0.35,"j_index","binary",1,"143","rf",2,15,75
0.4,"j_index","binary",1,"143","rf",2,15,75
0.45,"j_index","binary",1,"143","rf",2,15,75
0.5,"j_index","binary",1,"143","rf",2,15,75
0.55,"j_index","binary",1,"143","rf",2,15,75
0.6,"j_index","binary",1,"143","rf",2,15,75
0.65,"j_index","binary",1,"143","rf",2,15,75
0.7,"j_index","binary",1,"143","rf",2,15,75
0.75,"j_index","binary",1,"143","rf",2,15,75
0.8,"j_index","binary",1,"143","rf",2,15,75
0.85,"j_index","binary",1,"143","rf",2,15,75
0.9,"j_index","binary",0.941176470588235,"143","rf",2,15,75
0.95,"j_index","binary",0.823529411764706,"143","rf",2,15,75
1,"j_index","binary",0,"143","rf",2,15,75
0,"mcc","binary",NA,"143","rf",2,15,75
0.05,"mcc","binary",NA,"143","rf",2,15,75
0.1,"mcc","binary",NA,"143","rf",2,15,75
0.15,"mcc","binary",NA,"143","rf",2,15,75
0.2,"mcc","binary",NA,"143","rf",2,15,75
0.25,"mcc","binary",NA,"143","rf",2,15,75
0.3,"mcc","binary",NA,"143","rf",2,15,75
0.35,"mcc","binary",1,"143","rf",2,15,75
0.4,"mcc","binary",1,"143","rf",2,15,75
0.45,"mcc","binary",1,"143","rf",2,15,75
0.5,"mcc","binary",1,"143","rf",2,15,75
0.55,"mcc","binary",1,"143","rf",2,15,75
0.6,"mcc","binary",1,"143","rf",2,15,75
0.65,"mcc","binary",1,"143","rf",2,15,75
0.7,"mcc","binary",1,"143","rf",2,15,75
0.75,"mcc","binary",1,"143","rf",2,15,75
0.8,"mcc","binary",1,"143","rf",2,15,75
0.85,"mcc","binary",1,"143","rf",2,15,75
0.9,"mcc","binary",0.685994340570035,"143","rf",2,15,75
0.95,"mcc","binary",0.453742606486515,"143","rf",2,15,75
1,"mcc","binary",NA,"143","rf",2,15,75
0,"sens","binary",1,"143","rf",2,15,75
0.05,"sens","binary",1,"143","rf",2,15,75
0.1,"sens","binary",1,"143","rf",2,15,75
0.15,"sens","binary",1,"143","rf",2,15,75
0.2,"sens","binary",1,"143","rf",2,15,75
0.25,"sens","binary",1,"143","rf",2,15,75
0.3,"sens","binary",1,"143","rf",2,15,75
0.35,"sens","binary",1,"143","rf",2,15,75
0.4,"sens","binary",1,"143","rf",2,15,75
0.45,"sens","binary",1,"143","rf",2,15,75
0.5,"sens","binary",1,"143","rf",2,15,75
0.55,"sens","binary",1,"143","rf",2,15,75
0.6,"sens","binary",1,"143","rf",2,15,75
0.65,"sens","binary",1,"143","rf",2,15,75
0.7,"sens","binary",1,"143","rf",2,15,75
0.75,"sens","binary",1,"143","rf",2,15,75
0.8,"sens","binary",1,"143","rf",2,15,75
0.85,"sens","binary",1,"143","rf",2,15,75
0.9,"sens","binary",0.941176470588235,"143","rf",2,15,75
0.95,"sens","binary",0.823529411764706,"143","rf",2,15,75
1,"sens","binary",0,"143","rf",2,15,75
0,"spec","binary",0,"143","rf",2,15,75
0.05,"spec","binary",0,"143","rf",2,15,75
0.1,"spec","binary",0,"143","rf",2,15,75
0.15,"spec","binary",0,"143","rf",2,15,75
0.2,"spec","binary",0,"143","rf",2,15,75
0.25,"spec","binary",0,"143","rf",2,15,75
0.3,"spec","binary",0,"143","rf",2,15,75
0.35,"spec","binary",1,"143","rf",2,15,75
0.4,"spec","binary",1,"143","rf",2,15,75
0.45,"spec","binary",1,"143","rf",2,15,75
0.5,"spec","binary",1,"143","rf",2,15,75
0.55,"spec","binary",1,"143","rf",2,15,75
0.6,"spec","binary",1,"143","rf",2,15,75
0.65,"spec","binary",1,"143","rf",2,15,75
0.7,"spec","binary",1,"143","rf",2,15,75
0.75,"spec","binary",1,"143","rf",2,15,75
0.8,"spec","binary",1,"143","rf",2,15,75
0.85,"spec","binary",1,"143","rf",2,15,75
0.9,"spec","binary",1,"143","rf",2,15,75
0.95,"spec","binary",1,"143","rf",2,15,75
1,"spec","binary",1,"143","rf",2,15,75
0,"precision","binary",0.944444444444444,"143","rf",2,15,75
0.05,"precision","binary",0.944444444444444,"143","rf",2,15,75
0.1,"precision","binary",0.944444444444444,"143","rf",2,15,75
0.15,"precision","binary",0.944444444444444,"143","rf",2,15,75
0.2,"precision","binary",0.944444444444444,"143","rf",2,15,75
0.25,"precision","binary",0.944444444444444,"143","rf",2,15,75
0.3,"precision","binary",0.944444444444444,"143","rf",2,15,75
0.35,"precision","binary",1,"143","rf",2,15,75
0.4,"precision","binary",1,"143","rf",2,15,75
0.45,"precision","binary",1,"143","rf",2,15,75
0.5,"precision","binary",1,"143","rf",2,15,75
0.55,"precision","binary",1,"143","rf",2,15,75
0.6,"precision","binary",1,"143","rf",2,15,75
0.65,"precision","binary",1,"143","rf",2,15,75
0.7,"precision","binary",1,"143","rf",2,15,75
0.75,"precision","binary",1,"143","rf",2,15,75
0.8,"precision","binary",1,"143","rf",2,15,75
0.85,"precision","binary",1,"143","rf",2,15,75
0.9,"precision","binary",1,"143","rf",2,15,75
0.95,"precision","binary",1,"143","rf",2,15,75
1,"precision","binary",NA,"143","rf",2,15,75
0,"distance","binary",1,"143","rf",2,15,75
0.05,"distance","binary",1,"143","rf",2,15,75
0.1,"distance","binary",1,"143","rf",2,15,75
0.15,"distance","binary",1,"143","rf",2,15,75
0.2,"distance","binary",1,"143","rf",2,15,75
0.25,"distance","binary",1,"143","rf",2,15,75
0.3,"distance","binary",1,"143","rf",2,15,75
0.35,"distance","binary",0,"143","rf",2,15,75
0.4,"distance","binary",0,"143","rf",2,15,75
0.45,"distance","binary",0,"143","rf",2,15,75
0.5,"distance","binary",0,"143","rf",2,15,75
0.55,"distance","binary",0,"143","rf",2,15,75
0.6,"distance","binary",0,"143","rf",2,15,75
0.65,"distance","binary",0,"143","rf",2,15,75
0.7,"distance","binary",0,"143","rf",2,15,75
0.75,"distance","binary",0,"143","rf",2,15,75
0.8,"distance","binary",0,"143","rf",2,15,75
0.85,"distance","binary",0,"143","rf",2,15,75
0.9,"distance","binary",0.00346020761245675,"143","rf",2,15,75
0.95,"distance","binary",0.0311418685121107,"143","rf",2,15,75
1,"distance","binary",1,"143","rf",2,15,75
