"threshold","metric","estimator","estimate","outer_fold","model","mtry","max.depth","feat_thresh"
0,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.05,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.1,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.15,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.2,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.25,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.3,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.35,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.4,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.45,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.5,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.55,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.6,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.65,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.7,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.75,"f_meas_beta2","binary",0.990990990990991,"138","rf",1,15,95
0.8,"f_meas_beta2","binary",0.637254901960784,"138","rf",1,15,95
0.85,"f_meas_beta2","binary",0.594059405940594,"138","rf",1,15,95
0.9,"f_meas_beta2","binary",0.412371134020619,"138","rf",1,15,95
0.95,"f_meas_beta2","binary",0.0555555555555556,"138","rf",1,15,95
1,"f_meas_beta2","binary",NA,"138","rf",1,15,95
0,"j_index","binary",0,"138","rf",1,15,95
0.05,"j_index","binary",0,"138","rf",1,15,95
0.1,"j_index","binary",0,"138","rf",1,15,95
0.15,"j_index","binary",0,"138","rf",1,15,95
0.2,"j_index","binary",0,"138","rf",1,15,95
0.25,"j_index","binary",0,"138","rf",1,15,95
0.3,"j_index","binary",0,"138","rf",1,15,95
0.35,"j_index","binary",0,"138","rf",1,15,95
0.4,"j_index","binary",0,"138","rf",1,15,95
0.45,"j_index","binary",0,"138","rf",1,15,95
0.5,"j_index","binary",0,"138","rf",1,15,95
0.55,"j_index","binary",0,"138","rf",1,15,95
0.6,"j_index","binary",0,"138","rf",1,15,95
0.65,"j_index","binary",0,"138","rf",1,15,95
0.7,"j_index","binary",0,"138","rf",1,15,95
0.75,"j_index","binary",0,"138","rf",1,15,95
0.8,"j_index","binary",-0.409090909090909,"138","rf",1,15,95
0.85,"j_index","binary",-0.454545454545455,"138","rf",1,15,95
0.9,"j_index","binary",-0.636363636363636,"138","rf",1,15,95
0.95,"j_index","binary",-0.954545454545455,"138","rf",1,15,95
1,"j_index","binary",0,"138","rf",1,15,95
0,"mcc","binary",NA,"138","rf",1,15,95
0.05,"mcc","binary",NA,"138","rf",1,15,95
0.1,"mcc","binary",NA,"138","rf",1,15,95
0.15,"mcc","binary",NA,"138","rf",1,15,95
0.2,"mcc","binary",NA,"138","rf",1,15,95
0.25,"mcc","binary",NA,"138","rf",1,15,95
0.3,"mcc","binary",NA,"138","rf",1,15,95
0.35,"mcc","binary",NA,"138","rf",1,15,95
0.4,"mcc","binary",NA,"138","rf",1,15,95
0.45,"mcc","binary",NA,"138","rf",1,15,95
0.5,"mcc","binary",NA,"138","rf",1,15,95
0.55,"mcc","binary",NA,"138","rf",1,15,95
0.6,"mcc","binary",NA,"138","rf",1,15,95
0.65,"mcc","binary",NA,"138","rf",1,15,95
0.7,"mcc","binary",NA,"138","rf",1,15,95
0.75,"mcc","binary",NA,"138","rf",1,15,95
0.8,"mcc","binary",-0.170940864689457,"138","rf",1,15,95
0.85,"mcc","binary",-0.186989398001691,"138","rf",1,15,95
0.9,"mcc","binary",-0.265908011739155,"138","rf",1,15,95
0.95,"mcc","binary",-0.690849279707757,"138","rf",1,15,95
1,"mcc","binary",NA,"138","rf",1,15,95
0,"sens","binary",1,"138","rf",1,15,95
0.05,"sens","binary",1,"138","rf",1,15,95
0.1,"sens","binary",1,"138","rf",1,15,95
0.15,"sens","binary",1,"138","rf",1,15,95
0.2,"sens","binary",1,"138","rf",1,15,95
0.25,"sens","binary",1,"138","rf",1,15,95
0.3,"sens","binary",1,"138","rf",1,15,95
0.35,"sens","binary",1,"138","rf",1,15,95
0.4,"sens","binary",1,"138","rf",1,15,95
0.45,"sens","binary",1,"138","rf",1,15,95
0.5,"sens","binary",1,"138","rf",1,15,95
0.55,"sens","binary",1,"138","rf",1,15,95
0.6,"sens","binary",1,"138","rf",1,15,95
0.65,"sens","binary",1,"138","rf",1,15,95
0.7,"sens","binary",1,"138","rf",1,15,95
0.75,"sens","binary",1,"138","rf",1,15,95
0.8,"sens","binary",0.590909090909091,"138","rf",1,15,95
0.85,"sens","binary",0.545454545454545,"138","rf",1,15,95
0.9,"sens","binary",0.363636363636364,"138","rf",1,15,95
0.95,"sens","binary",0.0454545454545455,"138","rf",1,15,95
1,"sens","binary",0,"138","rf",1,15,95
0,"spec","binary",0,"138","rf",1,15,95
0.05,"spec","binary",0,"138","rf",1,15,95
0.1,"spec","binary",0,"138","rf",1,15,95
0.15,"spec","binary",0,"138","rf",1,15,95
0.2,"spec","binary",0,"138","rf",1,15,95
0.25,"spec","binary",0,"138","rf",1,15,95
0.3,"spec","binary",0,"138","rf",1,15,95
0.35,"spec","binary",0,"138","rf",1,15,95
0.4,"spec","binary",0,"138","rf",1,15,95
0.45,"spec","binary",0,"138","rf",1,15,95
0.5,"spec","binary",0,"138","rf",1,15,95
0.55,"spec","binary",0,"138","rf",1,15,95
0.6,"spec","binary",0,"138","rf",1,15,95
0.65,"spec","binary",0,"138","rf",1,15,95
0.7,"spec","binary",0,"138","rf",1,15,95
0.75,"spec","binary",0,"138","rf",1,15,95
0.8,"spec","binary",0,"138","rf",1,15,95
0.85,"spec","binary",0,"138","rf",1,15,95
0.9,"spec","binary",0,"138","rf",1,15,95
0.95,"spec","binary",0,"138","rf",1,15,95
1,"spec","binary",1,"138","rf",1,15,95
0,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.05,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.1,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.15,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.2,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.25,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.3,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.35,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.4,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.45,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.5,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.55,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.6,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.65,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.7,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.75,"precision","binary",0.956521739130435,"138","rf",1,15,95
0.8,"precision","binary",0.928571428571429,"138","rf",1,15,95
0.85,"precision","binary",0.923076923076923,"138","rf",1,15,95
0.9,"precision","binary",0.888888888888889,"138","rf",1,15,95
0.95,"precision","binary",0.5,"138","rf",1,15,95
1,"precision","binary",NA,"138","rf",1,15,95
0,"distance","binary",1,"138","rf",1,15,95
0.05,"distance","binary",1,"138","rf",1,15,95
0.1,"distance","binary",1,"138","rf",1,15,95
0.15,"distance","binary",1,"138","rf",1,15,95
0.2,"distance","binary",1,"138","rf",1,15,95
0.25,"distance","binary",1,"138","rf",1,15,95
0.3,"distance","binary",1,"138","rf",1,15,95
0.35,"distance","binary",1,"138","rf",1,15,95
0.4,"distance","binary",1,"138","rf",1,15,95
0.45,"distance","binary",1,"138","rf",1,15,95
0.5,"distance","binary",1,"138","rf",1,15,95
0.55,"distance","binary",1,"138","rf",1,15,95
0.6,"distance","binary",1,"138","rf",1,15,95
0.65,"distance","binary",1,"138","rf",1,15,95
0.7,"distance","binary",1,"138","rf",1,15,95
0.75,"distance","binary",1,"138","rf",1,15,95
0.8,"distance","binary",1.16735537190083,"138","rf",1,15,95
0.85,"distance","binary",1.20661157024793,"138","rf",1,15,95
0.9,"distance","binary",1.40495867768595,"138","rf",1,15,95
0.95,"distance","binary",1.91115702479339,"138","rf",1,15,95
1,"distance","binary",1,"138","rf",1,15,95
