"permafrost_index","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDMI_earlySummer","spectral_NDMI_endSnowfree","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NIR_startSnowfree","spectral_SWIR1_endSnowfree","spectral_SWIR1_lateSummer","spectral_SWIR1_peakSummer","spectral_red_endSnowfree","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_SWIR1_annualMean","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_changeESPS","spectral_green_changeLSES","spectral_red_annualMedian","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changeLSES","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.974264999230703,2682.99456515655,1902.21395638746,-722.12675260009,79.2436224867538,716.591244568492,4356.11617756429,4805.21827253946,5979.13816992168,2030.21990886772,2460.38274042019,2147.2641818522,2395.3395116636,905.216807730285,748.676937728426,-280.196481252227,-2.33783046404521,0.0127546127575139,2.05496056874593,1.54894848664602,0,2164.66762079702,1195.36618235988,-8.11641512460851,36.0994007086013,-3.51044394709249,-56.2578651709014,1868.62299622289,-8.45857256008443,60.2781611684802,-0.82041231404628,-82.638499179374,1447.76743514602,-17.1940318490166,44.6204606819002,-71.2728989298173,3824.80215702783,4411.07539345208,1584.13160132552,-1.35673047601878,51.1010193975975,-4.69640154353638,-73.5182451495803,2710.52858159192,-74.921590758058,-14.9316406080703,30.8098514863611,7.69031948312172,570.904620124908,-11.2325896734472,1.44856543410017,-28.5452310062454,2591.43902298692,556.228589590737,-18.5409529863579,1.85383752403617,-7.4884797458534,550.447033842255,0.617401329172549,340.951185563019,4.28374852925822,-3.71265305823642,1.29539344956691,-4.61910128407527,834.989002779062,402.057303546082,-12.2150451379648,-1.14857901313349,-0.3948659787618,-148.688976666667,69.4279266656992,"USA.NorthSlope.12",167.866666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999838352203369,1374.19730975189,-439.9582111447,-2719.34108736627,-3458.8905380325,-1836.02485684912,1316.69103434619,651.13500011579,2473.45187866073,824.723350200048,1678.93655334528,2154.06890218499,1656.15156639072,823.841467013288,771.650776235603,948.423910443326,-4.53791046142578,-0.416269689798355,31.6032943725586,0.637299597263336,0,80.1860618863245,1814.15552089659,17.3381424343675,18.9694479584209,25.2127986126614,-61.4982497085117,2803.77985364038,18.8486248118641,35.6571894646609,31.806640171423,-100.134994772871,2375.87488743432,11.5501216090264,28.4940719521661,-84.8526745512256,1316.69103434619,1494.3540730529,2989.53221520625,43.207030529281,37.3148659456303,19.1628733933316,-84.245619055651,1171.30294002788,-26.7708164419098,-2.50427370052871,41.8322478581386,-40.4716544590971,930.898504945655,2.74430835027583,19.3702005085289,-33.2463751766305,1669.37358538868,779.619913069745,3.62709755973097,5.57708549946946,-16.9690124585611,614.789934392184,-9.88358703852077,327.806307595226,11.7073681284009,-8.0684638383038,-0.88373210803016,-8.37820018943022,823.841467013288,315.665261507482,-4.7258239981577,-0.271447306119952,-9.40980609749273,-155.070391486732,67.8461457087778,"nonveg_666",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.980090737342834,2960.45802667781,1360.82577903426,-519.274210214679,-63.203493263722,-318.393096357174,4018.63926141272,4251.69668308473,5525.27171380873,2457.52462569835,2432.43899722418,2649.67038957011,2668.75874793146,1008.02199920741,774.831718193784,269.680781454064,0.258105516433716,0.0170532129704952,4.75700579749213,-1.93021518654293,0,2630.18434419859,1995.88032789475,-0.185755397933966,47.5209601879703,-16.5249419427889,-22.4475366801575,2587.38970721821,-29.6788934261978,61.5525892703705,-10.9713218286454,10.5318036303454,2309.69466318874,-33.2354780229427,49.7313768611628,17.4038203116795,4646.85221438138,4147.97037260725,3531.37384923288,8.56419710349426,75.5161326401458,-27.7918299812584,-32.8063487789578,3322.51253992017,-77.5162924240414,-1.59114900262936,8.85056279524906,56.5004481592725,805.557484229279,-12.2120561137499,-7.12983683424299,-2.68317302700068,2737.29892111546,465.92748904785,-9.23487615877348,11.0935116439964,-0.93285245735251,368.188544564547,2.28685869820489,831.577846736815,1.03541019086019,8.46459061954909,-0.0579379276625056,5.61339363741246,927.336639379404,737.257035354223,-15.6338489878115,-1.91988994919378,12.1504227696683,-74.2321353900001,62.0781219986496,"Canada.DeceptionBay.TH6",537.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999793112277985,169.407685846061,-186.693255151588,-1105.32407910511,-1292.97529488279,-3443.23012095273,1480.03555711616,558.723720918727,-224.885022707383,1001.78128421519,2708.65053654065,1822.39631677722,1508.87007635158,1561.8654124826,844.424034285809,138.005377237524,-4.33097696304321,-0.0916774719953537,20.7710285186768,23.57275390625,0,169.407685846061,1248.19549090254,38.5048309778473,-49.9278196361014,24.6798329790001,14.0301605353119,2653.08710103528,49.3510861677056,-106.123484041411,51.8785026713759,45.8174288579621,2337.90604184762,36.5197289971188,-93.5162416739048,33.0779299688062,534.433535013762,423.443848521065,1711.12410485209,68.4449641940837,-68.1968231929415,29.2045599123517,0.934237919421728,1973.36135527019,15.4029236399608,-77.4997077111146,47.7931974248754,28.1053162393626,1043.98913553545,21.0548345090507,16.911291692365,23.2421365974601,1876.63058585919,1223.7390050582,14.9365174664634,-13.9781756716982,34.0867007601318,1073.19437164011,31.1478183095535,480.986844933835,10.3134658748549,8.18602816106187,-14.9825484173633,12.0095592016739,1096.86621187729,717.441378196788,11.9465906413674,-16.8500689962683,17.8845846386657,-147.677007212101,68.6423109537075,"nonveg_616",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.999999940395355,1411.47921423318,530.252676919185,-1422.51511298551,-1930.78773136934,-2164.91869438961,1183.18484690462,883.246655203541,1025.78867525724,3062.40204146598,3996.4494935089,4317.00661531444,4126.02207320222,2219.52081624779,2149.0146048775,87.9672515211841,-3.19266676902771,-0.020010843873024,2.55992150306702,2.91160678863525,0,736.375594227325,881.226537313999,17.685831078719,-9.39661817550203,84.3879525007323,-87.4846760477624,1388.9356176178,-4.91845535929987,-33.2015010712333,173.616952202225,-131.742893536564,1099.49190588791,-9.32345662901121,-27.4964289408926,-96.1512158741826,1025.78867525724,1069.31214475719,1033.22929214721,22.0242007603058,-5.82948783879219,77.2495305033304,-84.504251564482,872.588730718623,-13.2414995751273,-19.5670274727894,73.0481517539023,-47.8252184055855,504.065699735114,-1.04168802059567,60.4813933727543,-56.0072999705682,4154.46966607486,320.557121805541,9.55105727758903,-6.09543502151175,-35.6174579783934,232.995051509412,-25.8883390566014,904.928784937994,23.4221979455606,-1.96341475189868,-11.6070648322575,-6.2720133212438,2294.29079891381,604.861169946805,-12.4845735091683,-10.3800836558677,-8.30777585178,-90.0950450533721,74.9765295348952,"nonveg_677",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.974101960659027,2967.17894307395,1473.39660375237,-1260.41587098555,-1030.42629525554,417.929958614617,4009.00070609929,4180.47153265339,5825.97151230014,1855.89589009719,2639.13820589222,2643.57984771143,2689.77382516957,932.784565545013,857.710787725652,-190.900475648199,-2.16464042663574,-0.00608844729140401,1.66974496841431,1.8218184709549,0,2112.70391269045,2299.52711305617,26.3429927308279,48.685075197785,-29.7813569828812,-44.8344390630224,4575.00494439715,35.9626461936559,112.778243825402,-50.5439570368955,-73.6501072324795,2965.93774924402,20.5825246079879,75.7568390646574,-61.4921867755144,4201.49144900429,4468.97473326611,3672.99509596644,40.9032176300584,78.8999537762802,-42.3192499862575,-61.4644385645593,1052.37074423002,-35.0790248076673,10.5846988114274,-4.3581782295264,19.1641293483448,1084.29032655252,11.3112325567319,-15.5278955614968,-20.9957685637812,2611.06765558675,280.568689018475,-1.28423032808053,9.05060287156372,-1.90921427824342,137.471171868025,4.13622422569002,229.01018211177,-4.38867654379852,-1.00641536212436,7.25402609295811,-2.14364244164164,888.954057109007,200.45090822946,-2.19884552099277,6.46615832998259,2.29978292018709,-148.67374,69.4330433323661,"USA.NorthSlope.11",148.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3834.97670179805,2126.27793679434,-672.584303369526,714.585287170838,1342.72349935785,5561.48456301796,5912.90698891515,6873.11217944393,2423.44284192283,2093.67018860339,2252.79133778421,2235.01975204053,629.508640424988,573.891653427605,147.06530174049,-2.84566720326741,-0.0480567986766498,5.18196646372477,3.47693860530853,0,3613.12600983587,1820.98046548352,34.9921036424737,21.9135359038862,-10.3604596911829,-14.2256762362211,2976.67578475433,30.2202777824207,62.800840491152,-39.1045732624921,2.97604480747444,2443.33368698544,20.8616936603826,55.4924840579126,3.18527923378269,6368.38673643759,6094.81699554938,3477.3092352111,73.0178357294122,35.6480778709347,-33.3098124889615,-24.2842356348501,2113.94150834166,-54.3261582164829,-2.46801114726725,-17.8774580972692,-0.616985832079134,348.439662375974,2.68093919756106,-4.3904752499416,0.818622796217797,2260.40098096348,271.664830932211,-0.316028500054628,-1.75032283270839,2.91789368560213,281.018871142621,2.2558298937413,434.622964432688,-7.73015719328239,1.58154112320269,1.70408419476441,1.56143377560151,651.484311205645,438.064230388875,-11.3710314741749,-0.169851652847406,6.32152803954959,18.2608993333333,68.4375159989887,"Sweden.Abisko.VJ-DryHeath",396.786666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968232691287994,3507.62828461317,2170.77314575292,134.145281452809,43.1460132857926,1099.98600733524,5332.81080282977,4788.22188999995,6436.92294356421,2121.26742881174,2337.24705060363,2350.15257169666,2310.70036853347,789.833468939325,637.681371791795,-77.4258756471125,-0.741720146313307,0.0354132249951363,3.07536249160767,-2.01421461105346,0,2907.20545195984,1569.31760384208,15.2009314917475,37.6163530193801,-23.4910161293872,-32.6838875721164,1907.80809576711,11.7658166731024,52.219980408238,-19.3338995194959,-33.9126903374248,1227.03540611435,0.938974630696116,39.993504727472,-25.1740009978182,5119.05776021596,5394.30126674411,2122.04688999232,24.4345005095683,47.114879173828,-28.8226741207315,-38.5792789962653,1301.63545990676,-37.2408282886349,-7.38838131787837,0.977160516453502,23.0889472820856,618.347853411071,0.754924132436811,-10.7924515035078,-11.840778870407,2370.40465853987,233.255885199085,-8.04330638617535,6.24570797326578,3.70516977155376,227.901169765891,5.75514128159041,165.82337561542,-0.981891205449986,2.53386641611305,2.83346202807787,1.57793918816394,723.672343871099,220.121579288144,-7.59039928579806,0.908181702106079,6.17678913191488,-148.847016668,69.1469333330202,"USA.NorthSlope.HappyValley-C20",29.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999821186066,159.596527949689,234.428298848536,-2472.54996200327,-3020.04391994951,-3284.79472578182,914.730920957068,537.080469642327,530.599107631661,1148.02388935593,1346.31734099051,1313.87855507061,1309.6369555257,667.615752745707,581.633506943107,566.340580966254,-3.87949728965759,0.103764846920967,28.9719467163086,-6.13138103485107,0,189.243402101854,368.771707419998,6.98335898432922,-11.8958615296774,4.2219583495637,1.4117559120079,898.623464678855,-1.91062430643928,-27.1388624350218,3.45587490435776,9.72072777726946,974.921363268257,-5.42255331632359,-26.2014439928564,8.4228603116217,537.080469642327,579.639739703676,570.50109656482,19.0167032188273,-12.3913488169486,2.04796341317066,-1.64180505965463,1222.31354997658,-8.32467127293195,-31.3733358641491,9.40226155043349,16.4485832059883,456.924956613527,-0.0247087745258189,1.37803185533672,4.64414896564787,1415.65246172419,296.210514298581,3.44218275381353,-9.55517788059938,1.54470409142391,186.087441163209,-0.438612613827347,608.000146934255,1.51722207120827,5.89842540394491,-10.889651066982,4.71480433257596,667.615752745707,509.535826429999,-5.56390851869021,-11.0522119635256,4.01636159826992,129.017730140064,70.2094818382085,"nonveg_932",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.977506577968597,2257.05811560231,1322.25148058137,3.40225190459932,-1036.6231835346,237.303752472625,4565.7554151282,3691.10203196404,5222.52760838018,1760.37917054714,1799.76825270507,1984.9221855297,2184.95771930917,593.679040634762,737.362132409074,30.455590270026,-1.36197948455811,9.22600229387172e-05,0.205136880278587,0.066405825316906,0,2372.36064615892,1468.75924282285,48.0963329106229,-2.3073293386219,7.49203576934182,-30.5544158624573,2539.90349494565,84.6634498315218,-32.3996273217904,60.6279109599452,-29.7336189503012,1661.41222209562,55.3804074031872,-20.6257620832984,-24.6114107323344,4470.31921523274,4094.84623074837,2610.63352520383,80.6969753006535,-5.32238654374774,27.2860191569545,-38.1446251688809,2449.8702994743,-15.230088451414,-64.2892789010284,49.9392241257083,29.8427597363819,710.166066723639,23.6722022241213,5.9448506723278,-14.8469780829953,2102.66812950932,462.293714142397,11.4093882785794,-14.9127004562064,-2.95805845818619,387.676916568049,0.576528196324786,361.274587025279,10.1302730215884,1.49939516450448,-10.2569584566403,0.799500110168817,730.425333882482,440.400638425275,3.56320745095068,-14.2064722072669,2.54891289987164,-148.465533333333,70.1621666657313,"USA.NorthSlope.14",190.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
