"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NIR_startSnowfree","spectral_SWIR1_earlySummer","spectral_SWIR1_endSnowfree","spectral_green_startSnowfree","spectral_red_earlySummer","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualMean","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_SWIR1_annualMean","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changePSLS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changePSLS","spectral_SWIR2_changeLSES","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_changePSLS","spectral_green_changeLSES","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.693538367748261,-173.106191525612,-313.625036228191,1018.67978898758,-43.7091235845075,107.390905777031,-883.095626865839,-378.38724670217,1851.7757810532,2057.251658463,1724.09583508589,2135.24655409934,1722.68420977985,975.375949849869,1163.29474449583,-376.694416820999,-3.6203031539917,1569.79626464844,-0.492608666419983,-4.92293310165405,0,821.905065552758,5.12348952449111,-5.56675802081741,-34.6514654670678,68.4920887960632,3019.5499239096,-31.7802498417353,-59.3851819843243,145.312680022342,-618.713735290331,2734.23113134786,-32.591799195492,-42.8665473331822,116.827192177675,-343.385784785001,990.48653264287,5.25748528421919,-45.882580014879,82.5405443869059,1155.66490556705,-4.4257392627247,-8.24515605708257,-39.4021702125485,87.5287468108722,1185.51982574242,-2.23116200987764,-12.1440400408728,-33.2848462590585,69.7522724898366,1549.16782587465,1059.64117200597,7.28709371615979,-12.8466285217121,-29.7621223880349,60.5404457190718,902.826335532824,6.79534583562043,-22.4563657754657,47.8939878302313,-8.51393762089874,-14.7917526087168,34.923515221541,-16.2626495031055,35.9388155668959,1091.4438148176,-6.03746587522123,-9.81385026814074,-17.0835267859966,38.8638931599608,60.8520072807916,"nonveg_592",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968381643295288,1685.50953721001,-995.458263066764,-1690.87206799311,5717.31420745658,3825.3078440675,5242.6699954338,5911.13226948739,1912.31259050966,2560.36112597367,2285.36495223929,610.546943192377,842.529478100032,665.647230118374,634.104920320528,-1121.04780197687,-2.04688167572021,316.639007568359,0.0248674247413874,0.135432496666908,0,1769.22901395808,46.5946444124508,14.4132526205866,-3.86646981699743,-29.3467347927628,3713.80413398969,94.8110451487822,29.1427367259774,-22.2516990086872,-429.614960843261,2484.1038888986,62.8260820962402,18.2876992318558,-19.5700281585739,5067.70007669545,2688.80536755634,71.9723650357906,-3.47949373419423,-42.1158974624923,1208.09208606398,7.07169915398638,-30.0114440180233,28.542279649662,27.6683733373217,712.168180981535,19.6536028188193,3.70739338726148,1.65234719072344,-9.165775084302,2362.84878255557,220.809568574167,5.41802641837191,-4.93273331848666,6.01074552740394,3.65956420918236,294.396132503059,3.34270561916681,6.47457044371209,7.20137059932297,-2.85621215024094,2.78585148262713,2.04987781582621,2.60461518652408,0.903897673274938,255.082331930133,0.964133148283363,-5.15514428902584,5.43722143467064,6.40457644554771,69.1564899990206,"USA.NorthSlope.10",192.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999023616313934,875.947106764651,-2444.8606470944,-1561.82763890935,1406.70143062669,757.548484672351,1287.45561885609,1238.39771062465,2934.66753568784,4449.1449303657,3934.90617621062,2153.2465697429,2338.94201634312,2179.75115045115,2179.48397609455,889.99365314143,-1.28124272823334,123.119888305664,-0.00631324807181954,0.0801701843738556,0,373.384150870647,2.00688124938969,-3.88989436202909,1.49359815051047,-16.9676585967015,810.500468593706,-7.74831240012833,5.61904741876931,-21.1913007173464,-1987.92863179678,883.033008185046,-8.49404747342895,5.35207349341769,-22.5954569130111,1287.45561885609,649.152945954336,3.18800466617184,2.88575930773154,-29.4392852324297,932.352271978608,-15.7399750621686,-19.7769541270453,12.5477886648593,-16.2921321522268,456.778645839121,-1.58382571064823,-6.73087951752177,-0.393307693890031,-13.918860531495,4256.46609292248,514.238754155079,2.15799100053857,-7.63962803418557,-1.80361784748258,-16.679232107079,367.062296700052,1.33078925943545,-2.2626290887671,-11.2085185992309,-7.53387261343616,1.52102646622864,-6.0574808025425,0.520113136423173,-7.19161635385125,419.06895323484,-4.68487254917511,-6.64408501035719,0.0157161386235149,-8.1911747868147,68.6194633066118,"nonveg_767",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.999947786331177,1109.85639686416,-2149.06311162417,-1698.80407988792,1550.6839662128,1326.73554156401,2404.1950990906,1376.80153067368,2294.77217100205,3148.20665142142,3014.59033248318,1372.72688512878,1532.04390193604,1735.08294721711,1466.87063584809,-247.742122370347,-0.134576395153999,261.375946044922,-0.0357767827808857,0.0448506847023964,0,903.121872616896,-9.99551276522582,-9.37517094635053,109.611007580298,-112.890234077112,1596.03617517704,-18.5044276756379,199.50452189713,-198.084375627059,-1778.75045175137,1236.76419856553,-13.7490737207831,154.595524820691,-153.065114696994,1550.6839662128,1077.45955752659,-7.23213233032565,128.424196052116,-134.682444690824,1022.77621758693,-19.9992423158311,-14.8669794310121,127.847027198366,-125.775023195168,668.567622556562,-8.65483380859027,-7.83918764608532,80.7006624699903,-83.5709528195702,3195.77610725734,494.422106706797,-6.89025167999494,-6.01284857852966,60.1328449173945,-61.8027633383497,343.875954436985,-5.51900099869602,41.1344476205246,-42.9844943046231,-3.41598736208099,35.1713233355082,-36.4240086215152,32.223485247027,-33.3735137553211,277.801125033991,-3.59586241222648,-3.25866330439716,33.5265389211274,-34.7251406292489,74.0078153899356,"nonveg_561",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999929010868073,1227.13079211124,-921.82623807289,-146.956771019982,1834.25058766318,2389.54589101382,2118.21343401358,2712.30044095624,1876.18414368352,1392.56403495191,1856.74547955367,1070.52143049166,905.185766257642,897.348597157197,993.836909647214,-29.2166410521497,0.0930784543355303,14.5462185541789,0.0112483852232496,-0.0920160959164302,0,639.634698398185,-19.7801600178376,3.35720507319914,-11.8657359194903,3.79549798593591,2271.16531093742,-67.8515409794966,-31.8815201460199,19.4327832903357,-1288.76054693698,2737.3086391513,-81.0687090030312,-30.9450031139156,28.7288040243035,1618.00705299204,1006.98522585258,-32.4833943823412,-21.6041522870274,5.05898517435903,2373.74092161459,-64.4583290541799,-10.1891233127673,-5.42453620356669,33.2461277337285,548.859261266891,-16.101844448341,0.157318789107113,-4.9617241664218,6.61618478996456,1645.34571830476,1358.07961134336,-39.0314135108761,-1.35040312540619,-9.65848141987327,17.6766557538497,812.917047225037,-23.3821505126651,-4.5544991174179,11.5975215822786,-2.49267795346266,-3.08551052735612,5.11417414244625,-2.89689496427176,3.8984984625019,421.094606275322,-11.3053765126565,-1.30777620335773,-2.73517018898926,4.86704635091705,71.5948869991268,"Russia.Tiksi.BareSoil",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.779269814491272,1779.19642855807,-701.97523591998,-984.659098390629,3840.22679093742,4222.19784834131,4374.17205301049,4621.6550717086,2136.19744899377,2560.6660577197,2681.15968324171,1041.6732242024,942.14785101462,864.153109195081,921.401222643545,136.519983091505,1.69276657038265,131.678833007813,-0.0338769401941035,-3.44000056717131,0,706.436090843362,0.882335694469773,14.4941518389613,-35.0918129796672,17.6112619028796,1390.85952319385,-18.7799456530953,-73.2031327996762,57.0706569026677,-1027.44067338266,1114.26880239857,-16.7594489390181,-58.6457264420301,39.8596552676118,3235.5501288542,1489.7956372212,5.90362782433963,-65.0095144868568,35.8945452440981,3056.16841538181,-48.7056216852851,12.922439565445,-76.7814557660236,76.5396668245138,506.930527129325,-7.38265503805073,7.65479028720015,-26.6805540594382,22.1652364111538,2608.87603723646,817.120671282647,-11.4272373280426,9.99078001399977,-40.1300459034064,36.3940881554137,776.253797476167,-11.251762204043,-36.2164524764496,31.3670738441881,7.70160394053857,-33.9146586004215,32.3054462683852,-30.1066691919186,28.1339957939114,764.93364080942,-11.1092227484628,4.85265518528622,-25.6968818764083,26.8572568853744,57.7516062982712,"Canada.BonifaceRiver.LSA4",756.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999643504619598,24.0427264879342,-4031.61317322387,-4671.07869666945,948.419776139588,1268.2019633824,585.318405397138,1618.88074903708,907.043101081034,2586.25813841663,2323.03438466865,813.105123565953,868.158138182781,623.389970595783,990.93134272465,418.765566630319,-3.78199338912964,1280.33288574219,0.131720691919327,12.9881658554077,0,795.44277831033,9.18760891238772,16.9548958718298,-34.5844686221883,25.0742485508927,1522.4607399592,14.502286576132,-66.1939452156174,54.1201040014023,-4392.99299409093,1306.93120125737,12.4478834175471,-56.823095706842,44.7103405029203,948.419776139588,1157.23935073701,19.4711351135806,-44.9374932017366,28.4534815827191,1042.91079658871,8.5637545567081,18.8439527169212,-45.34394767777,43.317677051731,750.889852062177,3.81479113598341,13.5773821593871,-32.6473848722686,20.3269428084754,2514.63142999004,778.7322452922,-6.06122266903725,10.2363825034862,-33.8579237083565,10.3901061022323,590.762665635004,-7.11728433030314,-23.2986507062547,2.2435620572942,3.9380288233797,-13.8264392090222,11.3090976921537,-14.8110385968398,8.96002516668103,367.541372128867,-1.00319108068041,4.72204632853339,-15.9800596577768,9.13586387487609,62.3235085036781,"nonveg_681",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999647259712219,166.67845535455,-457.945861325738,-92.2361725576629,-254.914186481756,495.070843242154,547.181309488321,113.042188659462,1234.26038061761,895.991397315179,1179.01242037977,996.06400303759,899.241406602507,968.742348654592,947.117376179276,-104.782740229803,-1.30447006225586,1301.43615722656,0.232699155807495,-7.30561447143555,0,611.9212102187,-37.6618465779902,21.0503459625062,9.03689783269799,0.912123129246715,699.002158317595,-53.7693967936611,3.8307022761517,-7.82994062872222,-473.472626192056,643.516980120209,-49.501306163093,0.695667199942534,2.08652260219828,349.008350020082,802.095495970077,-46.4555797309106,12.768797671437,-1.53266077194611,745.514996017369,-41.563315387916,23.9524451088268,11.3164435468727,1.45218026496906,432.595328574223,-33.2765637364787,11.6338765166308,4.05943621721598,-0.656231313386356,1105.95158045489,359.477108899653,-27.6520852999733,9.72477787223547,4.54289879576954,0.0629515196873172,232.661898866428,-17.8970691435714,2.8222469088682,0.322395652286509,6.52718530416959,2.58390568288031,-0.773456873668408,1.33441910059715,-1.2905120041711,255.6982615234,-19.6690970402615,3.68276689052065,0.636028602215193,-0.673566243606582,68.2047740093892,"nonveg_1268",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.764934718608856,2040.09958006107,-181.410454367969,-360.749043940465,5099.36004109682,4688.17119528796,5239.30459009475,5509.49386153371,2095.97649861364,2534.80417559258,2348.37079355998,746.035897045332,782.853432168963,660.395193437417,641.85919921235,-221.034158573946,4.7768913269043,62.5930160522461,0.00025479709729552,0.0482608437538148,0,1673.34635032566,27.0329804842934,-10.2904365478929,65.93190590732,-47.7358291141519,2285.56903041494,10.9586682250878,134.445237083232,-56.6540490546484,-323.756253678985,2026.72616001453,3.316262182774,119.219185883208,-44.6294017589498,4899.86028713295,2751.52060299059,47.9227760729164,123.64158450263,-85.0007947231936,3062.91871334568,-31.1792740742804,-61.6364445119522,134.325227300428,-12.1039110446841,693.21910849493,9.05850491151211,-6.47454731302799,35.7616769261737,-20.8810867123189,2325.01925017861,541.746421823761,8.8576885677898,-13.7719877141735,31.8674365778683,-11.3419636355519,377.107503918358,2.2804422252098,22.1827943481387,-6.67689192504962,-11.2442562631929,28.9366284025875,-6.30998225158408,26.135098561294,-6.66595027054662,507.675091413631,-1.58719431645028,-12.5568089340249,29.8632406713901,-3.93780618188697,67.6948999989551,"Russia.Yamal.Laborovaya-2",237.114,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.991232991218567,957.601342264642,-1182.71770270541,-1532.16849730447,3338.42043175901,3518.30893014317,4629.60478013811,4652.96398764659,1864.75742132496,2482.10075495207,2172.91325210823,1079.69276544866,943.131475559697,823.905545066022,745.215724148152,-309.900651361496,-1.102805814147,3.7945818901062,0.00595931867137551,0.684272536635399,0,2406.96161069877,33.9159873674549,40.0500004527337,-11.3740908511309,-117.337220316646,3232.39938812097,37.367663774936,-10.7690248117035,-146.762015643357,-1118.39056918204,2160.02110804725,24.3828079313026,-5.15953403749243,-109.460636808815,3327.27190300362,4018.1271913311,61.2415702227902,-13.7414061471135,-139.722095644401,2462.99126273591,-65.1838941040146,-11.4274742850741,33.3748293775555,-32.4412736063476,931.735662556964,9.47885492943982,16.5810936013088,-1.64437227377196,-70.0276017690715,2554.98496036676,489.137920769296,1.24517600767244,-0.292608238626172,-1.1447435980484,-35.7384755476925,477.712221318726,-4.45534962993329,2.01960509221063,-17.6441719388003,-0.608800013062378,4.15142826260249,-16.1290646651444,2.5389934607249,-16.334777610682,533.577750407847,-9.32867920075709,-2.42201384726388,3.33284816103347,-15.2661988551806,70.3746500010739,"USA.NorthSlope.WestDock-C14",102.662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
