"permafrost_index","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDMI_peakSummer","spectral_NDMI_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_startSnowfree","spectral_SWIR1_earlySummer","spectral_SWIR1_endSnowfree","spectral_SWIR1_lateSummer","spectral_SWIR1_peakSummer","spectral_blue_peakSummer","spectral_blue_startSnowfree","spectral_green_earlySummer","spectral_red_earlySummer","spectral_red_endSnowfree","spectral_red_lateSummer","spectral_red_peakSummer","spectral_red_startSnowfree","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_northness","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualMedian","spectral_NDMI_annualMean","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NIR_annualRange","spectral_NIR_changePSLS","spectral_SWIR1_annualMean","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changeLSES","spectral_green_changePSLS","spectral_green_changeLSES","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changeESPS","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","ecoregion_Canadian.Middle.Arctic.Tundra","ecoregion_Eastern.Canadian.Shield.taiga","ecoregion_Canadian.High.Arctic.tundra","ecoregion_Canadian.Low.Arctic.tundra","ecoregion_Watson.Highlands.taiga","ecoregion_Alaska.St..Elias.Range.tundra","ecoregion_Brooks.British.Range.tundra","ecoregion_Interior.Yukon.Alaska.alpine.tundra","ecoregion_Scandinavian.and.Russian.taiga","ecoregion_Scandinavian.Montane.Birch.forest.and.grasslands","ecoregion_Kalaallit.Nunaat.Arctic.steppe","ecoregion_Northeast.Siberian.coastal.tundra","ecoregion_Yamal.Gydan.tundra","ecoregion_Taimyr.Central.Siberian.tundra","ecoregion_West.Siberian.taiga","ecoregion_Arctic.foothills.tundra","ecoregion_Interior.Alaska.Yukon.lowland.taiga","ecoregion_Copper.Plateau.taiga","ecoregion_Beringia.upland.tundra","ecoregion_Arctic.coastal.tundra","ecoregion_Beringia.lowland.tundra","ecoregion_Kalaallit.Nunaat.High.Arctic.tundra","ecoregion_Pacific.Coastal.Mountain.icefields.and.tundra","ecoregion_Ogilvie.MacKenzie.alpine.tundra","ecoregion_Davis.Highlands.tundra","ecoregion_Northwest.Russian.Novaya.Zemlya.tundra","ecoregion_Ahklun.and.Kilbuck.Upland.Tundra","ecoregion_Chukchi.Peninsula.tundra","ecoregion_Torngat.Mountain.tundra","ecoregion_Russian.Arctic.desert","ecoregion_Cherskii.Kolyma.mountain.tundra","ecoregion_Russian.Bering.tundra","ecoregion_other"
0.999953091144562,851.367599059695,-857.009028075343,2644.26051391329,2404.93835558482,-247.121969739234,3540.89374035323,3399.29043944699,-2372.37157250935,0,909.688475093318,432.235381366074,0,7.875146829649,102.164615150155,255.959465456593,219.598384943537,651.251529795096,396.640059931586,62.6931832273186,167.592746501534,284.289537510887,3.16496682167053,4.32846260070801,-0.00312332226894796,-0.00230429857037962,-0.12839637696743,0,2368.69606146735,18.7062699474286,2.21277644965589,139.142460969632,82.5399292915383,3012.29300503265,63.2415616143488,-33.2956749585582,160.958546019851,108.846603112448,3704.12858654677,3586.46922947274,2281.16312130893,59.6565388240068,-51.351575014216,1372.76840911252,5913.26531286259,60.7214172220033,6292.61116330687,-46.3422219491108,-129.739816530222,172.955640018726,1440.45383826514,112.467266735348,268.384771291878,909.688475093318,0,0,59.6816367159055,516.457828277077,0,0,32.9481907718477,656.68747281968,2.80228371976841,-5.34359440312223,35.0421157071128,43.5857432496167,28.8244087157258,588.558346567778,1.48587538405721,-4.3584778254505,71.6074706480997,"nonveg_1626",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999980211257935,1908.81863737775,1116.88288713013,-638.85717286386,-1630.71941592717,3589.84878629142,3159.50388025804,3828.73274429426,2374.84252844394,2589.77929628218,2287.7799811317,2446.91154209653,2406.39499143148,716.672027117638,643.767261248118,963.562144977702,1100.31244301687,1001.57247846677,1064.60487253293,1006.96066513309,949.979959920921,-76.2294223187539,-1.7211609284083,58.9906565348307,0.00761133630294353,0.0207902969947706,0.618379210432373,0,1192.65909778739,32.9442641240636,20.3428385677388,-14.9288299888044,-23.9822246414748,2592.47067943018,64.9350919979079,50.6042893685309,-19.945086510979,-22.6013701899819,-866.568022197943,-1010.78610866144,2215.97307043524,58.5886750616322,40.3053138730144,3316.80433644401,2194.04969472294,59.7757451450362,578.341101109402,12.5361124741639,8.74303746580678,-8.94714727792224,783.114665355799,-11.4112904111914,2333.34585216696,681.335142786499,20.8220308591099,9.70654190809048,-6.70125120343258,543.448827392042,17.1114704830772,7.2607163810584,-11.8450757615043,431.355912677895,11.5295132617471,7.72637482258519,-1.97282794671537,-5.01984174496996,-1.84661390370491,390.555376299556,10.6865881262554,6.75871467486679,73.2219444425312,"Canada.BanksIsland.GreenCabin-C00",41.2933333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.994365394115448,173.196835493426,-177.080147715576,-3066.75249642607,-2807.81575248711,1098.96421165154,1460.07802217117,1035.42690253773,35.8738722687895,2505.62167571193,2464.08129826206,2311.05318900713,2876.06224430375,892.051829241854,971.019162255168,894.411086840194,939.169778030055,1006.90972466614,794.906440887831,997.992517999421,1047.98618767044,200.894957381359,-2.27359247207642,545.968811035156,0.0410287827253342,0.166413396596909,-0.528382062911987,0,968.953231450529,24.0555506157126,18.0728507517017,-32.5619078021856,27.8169950538406,1014.43947168898,-10.3748970448116,0.584782460084981,-28.4653057159347,50.7219735844491,-3035.11567152148,-3031.40772306567,969.822488333664,-9.8826051754074,-1.37551412628664,1080.54997199538,1736.53297907886,46.221319103598,904.317514674066,6.74706260114587,5.05808673922734,-33.5273550588462,483.086972709668,-25.4256301426141,2421.52426145193,925.25934432897,24.1225554668329,16.106111677905,7.6514054627464,621.793947808953,17.1632154867938,9.8713039831607,-18.4958687760113,237.686350690392,-3.46687321733221,0.0335109124055526,11.8843175345196,-8.83418759264807,9.92535185706398,253.079746782606,-4.73114824523397,2.55751043345068,63.7905246718426,"nonveg_874",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999990701675415,1153.00357377301,820.990428103624,-850.307137761952,-1662.66572353787,3017.65651732203,3025.51033126187,2379.19084584757,1846.73701991911,2778.54424143122,2465.63590116885,2110.88993018656,2481.07397656884,731.041148702548,700.550147956605,1121.10921414982,1298.33429783638,1219.37029272563,1010.63904372104,1145.95397268898,1091.02374213582,-287.595010603274,0.283639311790466,62.8021507263184,-0.0162668656557798,-0.0208322554826736,0.746399104595184,0,903.902667171109,39.3001159639613,-7.07487325460736,-28.7208973850822,31.6228703023939,1246.69172712326,39.9282763552367,-8.27255226361468,-23.1100228671044,56.6948630279352,-850.307137761952,-1011.14377134452,1043.64255442689,43.7197647056713,-8.0498334356049,2625.22441392862,1178.77331134276,50.9095433653445,1237.43514621341,11.5656591764784,-36.8073612781966,-25.2898911097637,734.105263191766,-26.3006099628482,2395.83591504892,667.654311244662,27.6308137192217,-12.3945943692658,23.6497313988195,433.689186250617,17.9168489782465,-7.49125443302168,-18.1356485612927,277.721766211164,8.19165389358497,-6.57987661693798,16.6580279113684,-8.79715697579415,12.5422055697283,287.695254115342,9.01350242176349,-6.34918021447489,73.158350902705,"nonveg_898",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999821186066,-388.648235010253,1041.90057262478,-2785.81355254326,-1389.31372515238,519.008229738204,1126.38735730553,-147.635389121905,1403.48120982935,1395.5416969204,1659.50292078594,931.664939385145,1614.7715946066,622.789487280759,1343.16500407682,819.742818220449,837.089619965611,797.417348394811,424.861490251519,708.098343115915,1324.48159036787,-181.840110834731,-3.87949728965759,854.647155761719,0.103764846920967,-0.470791876316071,-6.13138103485107,0,1430.54880763503,-29.9877586091925,11.9539586799249,-45.0744384218462,48.9106203518918,2442.63000410703,-45.9013663771398,1.23927048506698,-55.2003198914955,66.2380967461816,-2785.81355254326,-2664.28693736824,2432.63729516778,-47.5715158380528,0.988569282280452,801.199663707462,1551.11659895126,-29.482432669705,2776.323918365,-55.8314449392246,-0.727034523291591,-53.942124998311,1345.53363788348,-31.9355911239977,1533.39989470212,1133.85338242739,-22.3325541630712,7.07193218342562,34.6589514952757,659.756090914838,-12.8004377566216,4.52562125614748,-20.8018608578381,989.645141900475,-19.049438257101,-4.80297964783974,20.3328758530464,-12.572363461553,17.0033251934109,899.620100116348,-16.2463990134085,-4.16100893063537,70.2094818382085,"nonveg_932",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.981321334838867,3065.91121505953,1983.06368593808,-79.6937373843606,-34.347078896513,4841.01637340501,4589.8660180874,5748.63306937486,3718.23819981413,2688.07733856067,1896.24468225475,2376.24108987018,2733.25831431654,517.478887533887,626.93785298117,652.836172178169,753.962946777242,755.305709257559,800.192297518061,768.361197426924,994.011194879846,-186.843730490863,-0.498556097348532,317.26468234592,0.0228058859292004,-0.0182683965605166,-0.311186898085806,0,1109.84191480956,15.7066662662695,7.3610690540101,-20.8955674933801,-38.6169315751955,818.052014088431,-19.3179971273232,19.2142188722815,14.4910925995704,-11.844400551123,-795.386826169484,-843.422818001906,676.70970359583,-22.513497497321,14.5091030716248,4553.82795815382,1573.89612826842,27.9148513914869,1782.99446437465,-39.7373121597549,-15.180054591222,-5.09711034622867,597.224613218077,-13.0638724227598,2462.97367109675,1143.94051657897,11.4699999120609,-8.73769241152444,-20.7968447805862,737.700118199124,3.11346441035649,-6.10862776863064,-16.1251892570011,409.571480174563,-5.42531227746152,-1.1446802787124,-7.57854446476893,-4.03254264550059,-6.92187109715202,445.714288334263,-7.56147206714275,-1.62307073843482,61.3059040985947,"Canada.ChukotkaRiver.TH1",27.92,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.997793197631836,52.2036105961618,586.531495860453,-1169.1230378965,-317.787272717062,1835.85447090409,-246.567119028932,758.41550210775,1315.28793270448,2157.18525133236,390.698013603637,942.432511461821,1471.13178836665,684.590112607893,1328.56536753419,1148.4783251811,1313.80050946929,451.642280543048,634.676202280898,880.108798620008,1685.85026827609,-831.687467024123,-4.37166357040405,1741.17346191406,-0.109156809747219,0.00067177414894104,24.4707946777344,0,1396.01675979626,7.77109328521767,-17.1698726828619,-11.0431386716256,-26.837427606078,1011.86360119217,-11.9843868765771,-23.3207161602762,16.1559500116784,17.80552992864,-433.403069367688,-488.381941629131,1479.70754044945,-4.12913559466519,-25.3696540872004,983.707835564533,2082.42158993302,18.5916620785572,876.106213358555,-18.0373272656058,-12.7952086179859,28.9019703062059,1631.8150561063,-16.3548628945706,1447.13788101512,1883.5438267075,-4.18059246352759,-23.6570159643351,-22.9889374107577,1393.00299444711,-5.44435948714351,-17.7788217967243,-18.6990270868641,890.004478304993,-12.592368342219,-10.047894529109,-6.02321046527078,-7.10755170132284,-4.94140363775551,1234.20798773305,-13.2874913859572,-14.9548865810098,64.2388057569342,"nonveg_919",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.950726509094238,1258.64452100609,-234.539927976516,-4116.58370440474,-3128.46462554005,865.349021633193,704.306818331721,1830.51633860987,-196.907487251996,2669.89959438299,2597.6642026723,3122.96865369214,2528.47796378241,688.334380757057,1306.49551358799,1081.9061308297,1114.05186648211,1145.58650121905,1171.47273340201,851.998920421603,1316.26298634405,105.598179463778,-2.65784859657288,635.769470214844,-0.164265975356102,-0.320753127336502,1.3768355846405,0,1493.18444898261,21.4116315885925,-4.90372260898886,55.1070156638279,-55.4316319730904,1260.28076179046,-8.3485420537515,-19.0025711668249,74.1341624582625,-50.8475615243828,-3426.20806550297,-3465.70555079874,1219.14698611717,-8.75715999890939,-19.7250182543365,804.380901556449,2027.42382586186,31.2428384966232,1241.97926673168,-11.0648871059754,-20.5223434295415,73.0576039253929,705.172901329217,41.4807589017187,2634.51526068754,869.40276478427,12.2451089845624,-4.04061801715944,-30.9002618246966,434.976236804136,6.97030146776211,-1.86494450102029,15.4858261432903,618.16113283093,-9.19690601979473,-8.72760937594026,0.0600296458698173,16.6501441501905,0.494332890736105,464.264065922452,-5.94738587829249,-7.48722703030021,59.4953870826463,"nonveg_923",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.999998986721039,129.060559602909,379.136502560644,-2543.53963101649,-467.203986241486,1024.11848490778,713.82526935867,635.072760405039,517.30545084218,2512.85258492616,2372.02029946541,2269.5337908442,2622.57664446862,740.804141364931,1650.12105073608,1192.59610435919,1399.72399745894,1290.56339156597,1091.51758410019,1178.67312665204,1891.97495425768,128.170111657179,-0.836924612522125,347.100036621094,0.0116372127085924,0.0192437916994095,0.982300877571106,0,575.390433953,7.91630037447931,5.63847008365673,-52.3082212684546,12.6946151438832,2491.13874884427,-61.0063130709309,-21.4910928955287,-46.472818695385,40.3263751419341,-2543.53963101649,-2110.61054998839,2548.9531037065,-62.9229674061443,-23.5910177928141,840.488344780739,794.814307547844,21.1172097527334,2074.29997392559,-48.6276864196017,-18.4628944531146,-42.1932757254908,815.90236221041,-32.6852438189789,2429.72535110179,353.042853624417,5.8837145467334,4.57183581426919,8.54054238510037,207.110088562327,5.26661775662383,3.36296926680645,-18.7576551338693,971.933593897413,-26.5541524488773,-11.3340521082541,18.5444412636043,-5.8077412394217,17.4258581622479,800.457370157486,-20.5104565332808,-9.21045295028748,72.1712653771947,"nonveg_869",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,1208.285668831,514.860614465218,-1569.08381468985,-920.73898318573,1074.19474852823,1006.35049634698,1768.71815455765,810.037951587259,3683.79984010129,2798.27631734639,3604.29556068487,3098.46183043192,1236.61605207527,1355.92593345286,1823.32533397307,2173.82784668476,1767.7365576236,2088.86722206531,1913.40659022641,1903.42477772777,158.250780231771,1.19488859176636,66.1021728515625,-0.00417868373915553,-0.00659457920119166,-1.12418723106384,0,721.991450564273,8.73008707316747,-9.55659995338926,144.398290112855,-115.759159764502,1324.78404802468,-48.2426333138499,2.32411344901971,253.801065049641,-139.699342268888,-1220.05665854794,-1096.29268587173,1133.36800996319,-18.0490950009893,-9.71731860339044,1090.36960580147,976.17147657041,11.4850781278682,1200.12491256432,4.29538239173219,-21.9566363593198,240.024982512864,536.625925708913,86.3756208304658,3175.70941826582,990.086297336681,43.0472303189861,-24.3890837362239,-161.203848667696,980.460819885165,42.628731299355,-22.8201306407306,45.1257752658914,306.071333380066,4.48579727639372,-9.27013411394333,-61.2142666760133,42.4561782344116,-59.8950659132183,406.091289061162,11.756655172043,-10.8508856857648,78.4785605854953,"nonveg_955",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
