"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_earlySummer","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_blue_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NBR_annualRange","spectral_NBR_changeLSES","spectral_NDVI_annualRange","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_SWIR1_annualMedian","spectral_SWIR1_annualRange","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_blue_changeSSES","spectral_green_changePSLS","spectral_red_changeESPS","spectral_red_changePSLS","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
1,91.1136828928629,-1435.9887211955,-2292.76447315431,507.011496912078,619.672129984907,-136.240483761882,-382.429603222153,312.620742312925,309.235273836888,166.448039948245,-4.5601487159729,0.392096161842346,0,742.23934699724,0.763640381326168,1004.63091057602,68.7190092131624,1002.10173320706,68.7193285224354,1056.1210275794,0.482676762524691,-30.0575318518265,72.0366018394988,619.596870731465,788.755222963167,583.925593481016,35.6182576831434,355.847620002491,0.795448060994788,-0.526648890507835,4.30904058664329,-10.2431578206362,4.28021642984739,69.3919315254772,"nonveg_870",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-14.5739394707028,-2872.65431902033,-2513.72068841842,576.73411159183,458.0239013384,837.286598569309,225.811205523499,1266.58123519424,1435.08538292919,-638.13761104678,-2.22114777565002,-0.181922286748886,0,565.485743896692,8.01819227031685,1082.10291554814,-69.0980069919553,717.04367622691,-47.4078371538637,695.979536197448,-5.27775978107929,0.607670689498556,-73.4650725680473,514.895103928359,2954.80505556879,505.536340254117,-36.9602119077639,376.181671191911,-1.51086295239864,-21.9330549481501,35.3863237727132,-2.59136192835952,39.580266632728,78.1535342534826,"nonveg_973",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999827827726092,2281.221441561,440.989781873338,1231.65777481528,5148.81218295036,5153.46977039885,5760.68902286189,6204.98436440699,409.403501659937,664.730614744122,-83.3009307737129,-0.724184002195086,0.00381550484702789,0,1974.42598200574,33.5484891927732,2569.9721212506,-70.0020218628135,2833.13308064707,-89.5533275281014,1193.21105680306,-12.7080969771567,-1.24644092897915,-23.154342319912,898.610000681149,2383.74415753189,636.985799516298,-22.4034028511911,334.461368733557,-0.360979716328261,0.581754969193651,-7.56208471945073,1.19546741258322,-6.16510346882847,70.828081427665,"Russia.Kytalyk.T2",383.245714285714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,381.744783579888,-1598.96557579056,-88.6367804306694,108.381646309737,1139.81110331854,700.620852639968,1264.61756268608,867.905260785062,1391.90559834078,-212.179695412123,-2.94889640808105,-0.023419601842761,0,896.081857411543,-14.0375407111954,2016.67782748623,56.857462224738,1156.23591637634,48.7989167420637,1559.55423108165,-41.0409008179382,39.8010650702796,36.9797107609046,728.154786030164,1733.77312699879,446.371599020201,33.2793606807364,295.456973321593,-7.77518350846296,-12.0629648741632,-15.0141784570933,7.12185099638096,-16.6949538702562,78.6783018301717,"nonveg_729",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999980175495148,719.850233307529,-978.828770892387,-1121.39648740003,2399.05786059355,2076.12881822016,2660.36544891199,2691.05524868578,794.222618777617,1158.00024977242,-76.1275848398925,-2.53493372201919,0.0396325537934899,0,604.108930515818,18.0934099103745,615.077527181958,-23.4843937185928,1169.01734134656,-44.5333420601959,1702.02479063745,-34.807673045388,-33.2733185801101,4.95981500534052,350.30627151782,2120.47818017747,478.938148199611,-20.9339700580046,473.740247877841,5.08853300336844,-5.7863739124371,11.9858569918948,-10.629902261497,12.3892576789915,73.2190277751978,"Canada.BanksIsland.GreenCabin-C08",208.342,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968232691287994,2269.77724938734,279.474137770599,1140.28101952901,5617.48552203797,4851.443576996,6020.47346353187,6585.31121341046,488.513215283252,654.290099526758,227.590303596756,-2.22808051109314,0.0459540635347366,0,2331.9297106829,46.2733332677947,3209.23662356358,-61.5598320682893,3207.57281965567,-65.8275920063177,688.443468303892,-4.68798930780613,-16.4648895032001,4.72290580297733,1118.76197822382,2455.27154216572,269.440502601278,-6.69067819050704,186.679419647842,3.69840159923917,4.60037839706229,-2.54236610977729,-2.7327104610397,-0.155325416222881,69.1469555530202,"USA.NorthSlope.HappyValley-C19",692.554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,367.915270235206,-3621.75571795635,-3538.88204738215,292.56162427611,473.178155883344,938.872391158149,637.094663348445,840.357929991966,1135.02077241241,505.722686314442,-1.71154868602753,0.0982642695307732,0,389.297274676505,-14.4184175806113,1993.86751202457,-66.9941026935374,646.310766882038,-66.5277478964007,1392.57148392676,-47.6432056662878,-2.70301504922167,-61.2311269770777,608.320585244944,2656.57952105632,803.905002284614,-47.4538117620002,690.461685790048,-15.8007171953603,-19.0408944051995,9.94753919247172,1.00474223010872,7.35991036426763,75.5098542079364,"nonveg_984",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999991297721863,804.159455690281,-1694.83071539229,-859.850088516776,1080.28545832553,497.95100764693,755.148707479535,2079.14804287772,1637.2494903773,2472.93128057417,-177.560600874063,-0.654127299785614,-0.000421104254201055,0,1197.14380932707,-2.3176315666861,1343.71699673002,-12.7797660286506,1581.1970352308,-18.3712642737575,1417.86005868344,-11.2024844222527,44.3434325401238,-11.0567241186571,861.797677503146,4059.33505328697,941.624443990852,-11.6252644190826,578.222444332887,-2.15634976848148,-4.52455077396985,-20.3781499349942,7.90255834912452,-23.001183560746,70.4511069688169,"nonveg_894",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.343506395816803,2235.96755373873,-252.723117680536,1211.22670404732,4800.81317911677,3998.39359910291,5672.01420511109,6607.76726134315,468.974486130248,744.813950200692,64.1688432555986,-1.37064099311829,0.00972253456711769,0,2496.94664897082,19.6969290679059,4414.88634016846,-152.237460005809,3308.29857977989,-104.804195191874,2558.23240106912,-38.3118193358527,-5.62323850299811,-52.6981943163678,1362.94367734096,2566.30446843042,907.735010288803,-20.8724223757974,666.06086860939,-7.22749277352481,-4.17148542984641,0.479983928206864,-2.69466024321447,3.9938841896944,63.878179998762,"USA.InteriorAlaska.24",146.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.967135369777679,-89.1269221774176,1164.7065289053,-154.075436283051,296.737754536816,227.771372891051,13.5028898491821,-272.562017362462,747.172616732961,852.232860340757,-64.4692064041918,0.477711975574493,0.0176965203136206,0,648.397223820227,12.3691757940792,2156.79430036375,28.9113026389355,733.909944737021,35.7114138403115,1792.50224143538,-16.8744128933266,-45.5178855318012,20.3336639425229,558.313240151148,917.119186104729,334.369457237394,19.8153721225393,193.952777889422,3.51999952184855,-4.78826930460128,18.164627052831,-10.6056956359437,19.194780936017,73.5906429008394,"nonveg_1927",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
