"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_earlySummer","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_blue_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NBR_annualRange","spectral_NBR_changeLSES","spectral_NDVI_annualRange","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_SWIR1_annualMedian","spectral_SWIR1_annualRange","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_blue_changeSSES","spectral_green_changePSLS","spectral_red_changeESPS","spectral_red_changePSLS","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.999819159507751,427.106018833584,-2965.53270996083,-2957.88949103494,1997.70618688966,2187.92469190534,1952.1915114447,2417.55147003839,580.977721306011,891.316870560074,-147.636788814846,-1.05628025531769,0.0102703319862485,0,578.610523634286,14.4577929026214,596.728221556214,45.9021708889395,1226.4457723677,18.133321573895,1492.07722315515,-20.3235928698437,-16.1294314095146,58.7404266828768,290.343102614745,2552.64181503054,333.408937955165,21.9463067625443,221.906197148026,5.25607419922428,-4.4158040834613,-12.5031768634455,-1.67014902667077,-12.0999740872062,68.860083922306,"nonveg_957",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999899983406067,417.924809608259,-2453.28951074454,-1814.64627959834,1084.0770410618,1369.3646600397,1761.80463528521,1764.1262413515,1301.31084186661,1739.13976199555,257.359849401069,-1.02247178554535,-0.00441957311704755,0,679.448808078557,6.82433776514041,838.06508963999,-30.6340014111423,981.437716152339,-30.1876904035011,464.450832384037,-19.2881265103399,15.6868609197909,-12.8329089065842,318.49494431538,3360.94339857345,288.678566694566,-16.2955206464138,194.025432097651,1.10569379251505,-6.25051867435388,-1.31697762831384,3.64354720704194,-1.46347285610831,68.695889730374,"nonveg_540",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999904572963715,959.029249426652,-2176.72517046324,-1979.89231460997,532.714220616579,951.879198563931,1304.48719739958,851.595194438568,1395.35339364889,1880.17669845434,100.248330923968,-1.12958920001984,-0.0133769940584898,0,744.44016907706,-29.7776067630824,1059.81473525667,-15.9139721527502,857.484673662129,-25.1862856311181,1159.65918963982,-46.3863675855928,5.41711529784598,-12.7441681895567,506.44313779168,3339.44279492858,339.582605113937,-20.4394521361137,210.247922039742,-5.03820521494808,-10.3284143745029,7.3641545647489,1.64336703968922,8.23091792118839,70.7121245948409,"nonveg_926",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.968187976967204,1043.56880468797,-1445.56059917584,-508.734703942808,3611.75351290883,3588.89185670636,4500.03853004164,4880.01188895022,528.914514517616,737.04050728232,-180.352796985722,0.796056212349371,0.00502633799756454,0,1957.88714145841,24.0884830957458,4303.11685098582,-118.720694119768,3255.55606188305,-85.928936627922,640.388948020705,-20.2028200795751,-0.44067267355868,4.00325043411907,928.807251171479,2502.71987284769,345.76345806213,-12.7141021999667,130.497828943212,-3.29981475038634,-0.127011362362542,-1.18490778282725,3.92157215981007,-0.748309374374386,69.6743497472251,"USA.NorthSlope.FranklinBluffs-C15",105.609545454545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,2523.08172811522,582.880567116775,1418.30786293541,5459.05039591645,5303.83903512026,6060.53124996473,6439.3949445519,438.096544884316,673.900344466944,-2.81158484825963,-1.24671784153691,-0.00917955753565938,0,796.115925015497,-1.94710036189424,792.889119732541,-20.3715118173518,642.883737443125,-22.4999345031772,2296.27080781623,-24.7915203088835,-24.0653053893342,19.3246089505058,649.01909438401,2152.40306744029,691.319083582684,-1.0209405431444,594.665775780788,-6.39760179599843,-5.74477780035092,1.59077923095802,-5.46329429847729,3.58806094641718,61.2406699985899,"USA.YukonKuskokwimDelta.72B1",556.254074074074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999929010868073,1444.11762088016,-548.523761720854,86.0648156331672,3506.80887778092,3729.23651602945,4223.92838058989,4145.66532972431,662.017395796087,1012.85828914355,421.992078768561,-0.204892885684967,0.0105547685176134,0,467.635227978018,3.55704930397892,1009.58490489086,-51.7837565233195,857.582014034224,-31.1011116573828,997.07197440301,-19.1430917273533,6.70585624039216,-22.4880077586628,534.949369323727,2187.71585799122,880.001959346499,-39.9746752516589,753.976720144361,-11.0292473297678,-7.61794625948635,-41.214689449479,7.72138150539103,-39.7588330228015,71.5945599991268,"Russia.Tiksi.LichenTundra",102.338,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232790768146515,1695.19161832428,101.862784563953,679.39163052247,5776.34923041567,5696.00048966263,6697.28577566395,6413.97148889488,438.802568096541,336.431984876043,308.255929672228,-1.86840262413025,0.0531275562942028,0,1601.5667137219,14.5541278890479,3443.02271074842,-55.8033474777929,2469.87557120336,-71.8499329783887,2926.34426810924,-53.6559643966897,-35.0211346369236,16.8166877393149,675.440559876172,1616.17577670404,669.529888000624,-8.83786556539796,708.278381145282,-13.8263766639177,-6.85770563238198,13.9653445112878,-4.24823165934648,18.8759531306404,68.8331669990063,"Finland.Javrresduottar.EC-Spring",2124.298,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.996012508869171,-242.91746077564,-2662.26822504625,-1727.67601814911,2190.85689972231,1404.15870590263,-432.937360925912,175.611557261276,501.745558459037,1193.36036683642,39.2628094539353,-0.220078736543655,0.00580652989447117,0,1520.96504328911,31.2484712172846,6034.47595812719,387.96654101523,4645.15556068068,612.365355609516,5858.73340828886,-132.927339073756,16.2925677036898,399.559955968324,1178.21905456312,1837.4049593705,1967.01277015739,298.500744297924,1651.10121219281,38.2422778604366,4.29605692771914,-70.860273272683,-2.95351385202522,-72.7568060792036,70.7040655977204,"nonveg_1888",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.99999988079071,95.3074635216387,-1354.34858819295,-945.374825991182,1055.17906349208,1623.95491982927,1081.1331392456,1923.33355037417,427.624254871035,1082.56816886247,-735.873882939024,-2.38980317115784,0.113934069871902,0,770.212973759197,17.438041459459,1196.4887386259,92.0375952789153,1521.80710643982,41.7555215833594,1157.03466281542,3.60992705588286,43.8254047404979,87.4793663869004,422.914490856199,1413.08553961735,842.055498835939,20.6872700138308,647.683947413515,18.0297716992037,3.99041648747185,-22.1112236854542,11.0755085547858,-22.5762005024595,72.8369972801475,"nonveg_832",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,239.063623336762,-906.323448887229,-1336.87811328088,1781.70692253139,689.591701854668,-246.834111378153,1182.58219004467,979.072480483017,2212.85157320635,178.078429674874,-0.604909777641296,0.00635723024606705,0,1259.87356910682,29.8840941809158,1623.95827258504,193.83316665308,2028.54103390954,234.106453308205,2478.55550650393,45.1328364933351,-26.3712891927192,271.54561622836,906.976022547282,3696.63216031746,1015.22193493679,100.493410456682,755.69321066635,8.1917713504669,8.68138602819029,-112.754103866543,-9.63855488154651,-113.223231516016,75.4835272344022,"nonveg_583",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.617753744125366,2511.84246045032,896.4496779448,1889.56666384221,5705.37588923211,4607.43987986046,6204.24800332225,6868.48794232705,439.235994708561,683.462219835537,-24.2359364101419,-1.59902514472152,-0.103892878977337,0,2726.23554142446,59.6973887039269,3972.46852325671,-1.22885402535705,4095.69456602541,-13.5390851302911,1823.40191560776,-10.0387040161967,-25.269930409437,56.0991591220117,1132.09796677826,2634.13719456005,609.969562419796,20.1464682774134,464.045464033056,3.42756310603079,2.71318332189887,-9.63380992903736,-4.33666686360605,-5.67933488638027,65.4585609988477,"USA.SewardPeninsula.QuartzCreek2",48.5818181818182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.849919676780701,1623.71133642915,311.624663580494,899.200092498376,6195.19133973329,5218.25954975892,6408.0289264233,6820.29327929393,368.337715427414,409.769438126881,-73.613902990731,2.39366008175744,-0.0278269824468427,1,1985.69852432238,-0.598127097471882,3507.04002676438,-33.1794453774517,3499.71952544113,-33.6276622974173,2634.63202709805,-67.5546673614885,37.1405561268866,5.79419295853155,862.922688087098,2343.58766134926,761.896525324305,-2.69875193619612,430.55680981767,-8.33789951812541,-8.07335011109738,-1.29127213805977,8.98019385002359,-0.0743756594131108,58.5155472183525,"Canada.LeRoyLake.TDA3",1329.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.953537046909332,1945.23799497931,164.361461826833,698.836363594651,4569.03763164624,4714.34262752933,5264.3936480234,5693.88282815966,531.858968796559,902.413370356149,64.0842593595955,-1.32890133857727,0.00574812507256866,0,1472.55019910976,22.1259543552329,1545.30606898811,4.9555292100852,2701.03639761598,-37.3516647892176,2234.74313728544,-77.0601081822566,27.2301689020253,17.1403981906786,580.110346933268,2362.50517524161,651.583210309155,-8.94043140478592,351.205688436374,-3.10701779043195,-23.6425946043238,-7.22147541362759,16.6014783736066,-5.7114245636192,71.1788433324421,"Russia.Yamal.Kharasavey-1",382.94,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999761581421,626.775845892077,775.990085544384,982.603604974519,313.729719258491,668.162511365575,320.65290046392,814.121965646443,757.029595308916,1380.78729390217,297.063191286907,-3.39307475090027,-0.156711935997009,0,1143.56037953893,-20.1265248964073,1143.22156397828,38.7595065115824,932.239790664195,11.9830900310915,2580.65957487372,5.98376603193418,17.5365619215553,75.2020005832177,482.686883641048,1615.50768560554,612.745802787192,2.00186529598938,424.910912762757,-11.2416659478506,1.21596083778318,-11.1786711873148,11.9699861683182,-11.8174921333291,61.8615453510018,"nonveg_571",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,-102.29123731101,-1702.23862104471,-3383.93637513891,3794.12890055275,5210.68354670915,2493.38762574719,2017.73681049393,890.733693363815,873.124403848284,-178.61044169103,-4.07509851455689,-0.00198079692199826,0,1610.46020710198,50.6955292042062,1916.91519883657,-24.8194360002087,4293.72459507283,79.9204682635869,2085.41641765052,37.1690600789193,-74.4791577732328,-16.3247881191605,1628.43932039012,2136.23936622555,1755.39774214196,-39.7456428891486,1468.0714507541,17.7196367537657,7.93643331939626,5.01671551864476,-19.1668288798561,4.88072878499626,60.0331077596484,"nonveg_547",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,2087.27446599547,42.1526616134187,35.0559169704817,4379.83592191397,4212.33401932178,4779.6979558899,4593.82452490283,548.198083669164,768.46506410327,-263.211970033344,-1.67099940776825,-0.0136157386004925,0,1166.80584450774,11.8730089425987,1022.64849063806,-37.8758700236317,1349.74328457753,-49.99049202139,1581.53256933876,-6.62809958238451,-25.0025518043908,-11.1652127908652,822.578616502829,2463.69075597942,710.92633792628,-13.7413423521841,406.01605637166,0.384360907041137,-0.615789659292075,3.00627901721012,-6.6318517374721,4.1560844752192,61.236673331923,"USA.YukonKuskokwimDelta.UB5",413.78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999980211257935,1180.34177099649,-32.1594817109895,-435.36005241594,3810.87934783939,3338.47888831959,3813.07651740831,4305.40185767723,551.254552557985,940.690551416229,-274.696377657098,-1.63177016803197,0.0429936211024012,0,1072.65501834557,27.2833973313488,1145.12837564078,39.2716467094275,1667.47842350311,-20.6717938314981,1689.5155556753,-38.1815186081118,-30.9263643632248,57.2243354150544,583.994556864222,2195.1791805534,970.630515586207,7.61488053991675,499.86096760305,7.93004303131575,-0.71541813351025,6.97337101307005,-2.57685591592541,8.54662397728288,73.2242063506266,"Canada.BanksIsland.GreenCabin-C09",24.5014285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-116.503625192863,-2274.55174136359,-1914.1961778818,59.1413730968612,974.166530477056,870.961257301351,859.101739816627,1075.45566160042,1505.04926089731,786.384599907521,-4.33913278579712,0.13860584795475,0,846.847480536918,12.9546073564841,675.522122651206,23.0992797403089,1367.81644120094,10.3205273175705,1324.44344520543,-5.35487102399103,41.6467849668477,42.703539020093,441.233568885656,2803.48513233359,773.179642314649,9.76832129835275,495.404320919158,17.8393858108792,-1.29244490497663,-1.20466502442764,5.24314503415523,-0.685016778062391,80.0370528248858,"nonveg_848",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
