"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NIR_endSnowfree","spectral_SWIR1_lateSummer","spectral_SWIR1_peakSummer","spectral_blue_earlySummer","spectral_blue_peakSummer","spectral_red_lateSummer","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualMedian","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualMedian","spectral_NIR_annualRange","spectral_NIR_changePSLS","spectral_SWIR1_annualMedian","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changePSLS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changePSLS","spectral_green_annualRange","spectral_green_changeSSES","spectral_green_changeESPS","spectral_green_changePSLS","spectral_red_annualRange","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.99973452091217,654.197031608383,1004.89221348884,317.448013078,-2512.21685322973,-2049.03744052537,1086.21848077222,944.166508270135,1744.05602010793,1505.812145716,2724.56935778958,4826.46572567168,4730.90991043379,1655.87110616217,1541.67808622636,2367.1003673436,-752.89119282109,-1.18613660335541,155.405700683594,-0.0365933030843735,3.20973563194275,-0.411716520786285,0,780.903236043897,15.043185906084,-27.7596385945946,896.838378381622,-18.6116450018659,25.6420729057949,-56.0523986488514,-2049.03744052537,864.297022329486,-16.57091108237,2.24528216718664,21.503482912178,-50.4521962062,1439.63023156586,27.921167579648,14.9854880337065,14.8902421494958,-49.9930944898623,590.332649879623,-10.0196286089628,-1.35664182241609,28.4912069907894,-36.8957906174764,2948.41601301408,290.243660531447,4.86444756527476,4566.84265927458,785.107182838683,18.7672898729135,5.97223845236817,-29.0933718188288,524.72457821443,14.578428049695,2.89131433242494,2.2232369696919,-18.7761130405566,657.719485406293,8.18587276659952,542.239128007095,-12.2013106540774,-5.25039735918972,5.62514182139097,515.705758900148,-5.49549414704037,4.76317188184925,-8.78645171349979,-109.422745078519,68.812811299168,"nonveg_861",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10610643774271,3060.14357974777,3836.92068515977,2145.85467230002,1111.02974614624,1607.25672804797,5341.57121369593,5903.94474254953,6233.65509425548,7098.64585056343,2272.93101357071,1912.50227327826,2312.16441871902,344.81547850753,595.456370511298,561.983243468296,200.517946494866,-1.63870189338923,531.229970296224,-0.0228680674860395,4.01459062099457,-0.618800299863022,1,1644.9067970027,22.4676095918476,-69.9893010350964,2879.36277200812,25.6735812520943,58.9849688808718,-106.876627260147,347.303459092286,2178.06958295694,15.2578196379658,22.2579090765348,49.4763439672855,-86.7636906327417,2863.3595791116,38.1406080072096,21.2407209304123,47.5671433773725,-116.308224324684,2279.76009082948,-51.6942216240103,-16.4907963863761,74.5895663269479,-72.3428128349371,2201.38933148644,703.336768877265,15.721568489974,1994.90961791108,853.382671537197,-7.08901723731336,29.1943346375137,-42.6691335768599,558.794421143921,-7.60224281111986,-4.62630417531562,21.6271831744004,-27.939721057196,497.321102436186,20.9461242891916,441.770193942407,-4.79887886134935,-2.32750020188294,16.965836658589,390.214759214734,-3.85553484548615,17.7956925503119,-19.5107379607367,18.8231423333333,68.3178704989834,"Sweden.Abisko.NF-DryHeath",120.176666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3061.99959180982,4097.94163645546,2563.15540681827,808.745441673763,1573.17337667034,5531.85335909377,5108.40524739284,6116.18462803497,6092.25598078008,2678.4680003015,2446.18129352496,2340.39705288807,709.160629150435,497.263905817757,874.111306441499,-76.6743501692007,1.08940601348877,16.5568008422852,-0.00217723427340388,0.319405287504196,-0.111741811037064,0,1942.49227499344,5.92916799726703,-50.2118555922669,2149.76652308187,-0.65281019709902,-7.4380885656118,-52.7602049243227,813.053364125758,1898.66825840438,-6.76181053622186,38.748331804171,-6.28589616594543,-45.9502205446054,2300.03345250616,6.27908312973168,40.7885196383476,-10.2248736935617,-52.3867418529953,1307.80105778523,-22.2093596746343,-4.86646137838451,8.18524303844442,-8.00412980968516,2850.31801891314,919.652482569731,-6.37066995035348,2391.64719733304,447.873219260902,-7.18266182756337,0.379637700710034,-8.00236016708688,248.279734329983,-4.58518553606343,-0.359589827126057,1.62056559585988,-1.95206046526363,201.162459415488,1.46234074768688,219.203270713584,-4.07771549733468,1.84499539865994,0.626008571579807,262.365098952498,0.586344597667358,2.65080889474769,-3.06844831860959,-162.791306666667,61.1870736652526,"USA.YukonKuskokwimDelta.3",135.373333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.126328095793724,-230.483335644648,939.188883034774,-499.189543744254,6164.88583317272,7518.74913763454,1303.00282208269,248.791620141453,2173.35342811551,2739.59350165946,125.79282119817,402.839006321758,492.706521374664,458.150378977625,501.02443397564,462.401293622447,165.016237827364,-0.308407336473465,41.3670845031738,-0.000550753728020936,0.0436437577009201,-0.00536909140646458,0,1438.37842677903,30.7481133495948,-57.729288318344,3087.81112508163,53.469956941733,-10.7159085181538,-77.3524686265725,6164.88583317272,3819.15388535624,62.2392532701199,34.7955751955391,-9.102881511014,-70.5361363985049,2764.06054945434,34.0376889712198,35.9147669894192,-33.3082396202321,-113.209518116121,1585.41225952793,25.3374091197392,-25.9113804128905,3.88067615177173,-36.1722669172019,793.606520261545,914.654569215345,-6.28903970433106,402.839006321758,492.706521374664,10.8872910596781,-5.28632441487683,-23.696412136574,324.324880407753,6.9434750978468,1.33823378979319,-3.22522837677405,-15.8527057648585,501.02443397564,-3.72799164699414,476.836702573313,10.969364795817,1.22578688841123,-3.30476580775089,497.596545803163,1.19074356434911,-3.16272177285303,-20.72909252246,48.0600975016277,67.0224334246309,"nonveg_1654",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3130.6252094149,4329.72222014733,1777.83869817301,2455.64640496001,2311.98486875201,6141.75538846447,6092.76214794294,7110.88978964881,7420.34717002478,2399.97199255086,1584.38169867119,1467.01996601295,407.841649025871,205.127308267949,491.618300167976,-248.64155018123,-1.78355507055918,478.906097412109,0.0471034261087577,4.20947098731995,-2.7759860754013,1,2605.72469417466,48.75076324668,-45.7549727646066,2853.23325116413,48.1536837421715,-44.509113900829,6.63036752107612,1475.91457428468,2315.23146266834,37.9762226524235,36.7086632401036,-39.4415029520659,6.16160731905866,3787.12935996572,76.8981611377866,45.267302086914,-55.8778568364438,-47.3166114706867,3172.37845997715,-68.8494364304138,-28.9235017475824,-8.83858602870413,60.9264387500969,2446.88925601957,840.350398479635,-19.5227454701125,1595.84167517724,691.764172296076,-7.79615071652328,-19.5986661880708,9.16585540373481,690.348011311702,-9.34387989914594,-5.07438847041546,-15.2113557409562,11.0400402251842,514.973613584889,-9.22356599218513,456.902625129366,-6.71681178062233,-2.49817449260548,-10.7023781662065,652.227751166229,-5.76541407862401,-7.29437890258859,17.956679781253,18.2665456666667,68.4379026656555,"Sweden.Abisko.VJ-SalixShrub",1019.00666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,68.3587355812189,574.769943320241,-180.777976199453,-1495.97208859983,-931.594438039509,561.677684138522,508.182334138718,1314.89691717411,1101.96652070531,626.349149048037,1243.733225995,1160.06185764034,563.510812753391,661.702675413238,747.878031947701,-110.263181798979,-4.5601487159729,1251.59020996094,0.392096161842346,23.4449310302734,1.37616097927094,0,911.947199496757,11.6141056033741,-60.2554988832804,1055.34223337928,11.542627633703,19.653117041422,-70.2575628618632,-1385.86060863365,959.560503964471,11.0804540719115,15.1422056864714,16.7237422986269,-68.0308014404743,1153.98643088263,13.8195585464497,18.0096278855597,19.3573087698908,-73.3376893668541,1257.12147069519,14.9865639063505,19.785893463089,20.8122103198506,-76.535688210515,756.739940808462,582.946637267938,9.28953236680015,909.700461464763,590.961632014163,8.8596161201355,7.60648803224105,-47.2759440623378,314.914613509501,5.42429564568732,4.04570817942581,3.23596502465158,-28.6286012281365,246.357219562227,4.74737774902512,188.375987693638,2.59284080527274,2.46367779536887,3.57029731633297,205.944770816193,2.61630890315818,3.46438001218939,-18.7222518923812,128.867729495411,69.3919315254772,"nonveg_870",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.991431415081024,2138.73903369082,2329.44911849014,1675.78094975225,-622.969513156706,-1197.5020981823,3659.88926943649,4005.57746135819,3501.41486520977,4438.88762718991,2124.75502135427,2460.69045567018,2780.15422477119,576.10717978042,525.32089131556,710.663917470351,123.763966604858,-0.824823141098023,5.5416054725647,-0.000825242255814374,0.328848004341126,-0.406905084848404,0,1647.51807508923,59.7118533637239,-79.3492529402587,1090.17009234806,12.0041395704018,155.738584621151,-70.4463241272547,-930.226506509568,1013.51618094372,0.443380866472872,-19.263868749992,144.788025849103,-59.4590688584105,3072.20562600895,113.684667756139,-8.72371583297665,95.2610639441709,-142.45377338337,1258.39190637922,-6.6596224321685,-46.0508579349726,115.924447574011,-88.0246797088508,2084.14173464632,433.085613547423,35.5401721032365,2714.18659492205,847.01607555524,36.8267858937061,26.4002620213516,-58.7107056283994,476.334371084314,20.7101900471441,-5.62140313851731,18.8129286630957,-33.7310595400465,461.803504753182,32.8270107211101,349.987378965347,-5.14840222704285,-9.64892198930672,28.430798303908,378.620119480034,-10.4091895226697,29.2067958516908,-10.6093022979092,70.1292933333334,73.3092433325351,"Russia.Yamal.OstrovBelyy-2",13.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999985814094543,-133.55245129911,103.040739287606,-547.119801754779,-1594.97446634717,-2161.61835925833,-320.39071331047,-395.848916745488,-397.194143236966,17.2312448932797,347.605402774727,5331.5560691162,4368.22578885958,1029.89950195983,705.873505115498,2821.81869951341,-205.94257165892,-4.05561065673828,1047.59057617188,-0.266936182975769,20.6628475189209,9.71943759918213,0,650.160541042386,23.6297730586847,5.97790827628853,686.200687699371,-8.59463993464607,-5.64408468326431,52.784668284567,-2039.18035965314,634.967675381397,-12.0330117126283,-5.10158331688288,-5.6936485391869,48.8436673370306,1154.66876021756,35.5237740006006,14.0675815918229,-34.5354490108538,0.103478960882923,593.531604834885,-16.5531118944811,-2.04764074101104,-0.384845688022466,45.6562772949912,2165.89412075847,3051.79818619983,76.7563212536307,3491.53799434988,4884.61894171056,27.1925084778439,80.2775233547188,-375.73991859312,3654.37229295471,17.847487999585,25.3955711440188,59.4742141704089,-281.105560996516,1138.43130131071,20.4042240801642,1496.28539075391,-16.8736112508367,-7.14666414052239,39.2803836710611,2388.65232793435,-0.763565733526766,72.6157824228795,-183.742486764181,-20.4412011445653,75.5375644451492,"nonveg_1161",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.568415880203247,2224.22617639034,3171.74771124334,2324.22751896531,370.879966418729,1158.17783229378,4252.12935433587,4386.54335646193,4886.43225773411,5738.5409001632,2002.76193969568,1764.82216328803,1921.24269535763,358.725447623978,455.751129562462,593.760867340444,911.691409044603,0.590667128562927,23.6022434234619,-0.00134786777198315,0.124128356575966,0.221823781728745,0,1038.97524227786,-1.27017279487464,-16.541161597256,1569.14799120048,-16.7894374505084,-16.7742718346832,-13.1463004666028,629.789074605106,1177.02760301789,-17.7465160239737,31.8115568383213,-17.5661637806918,-9.19222317099809,1557.44269703988,-6.82135828212717,42.0930458659428,-32.1723578245007,-18.5397687605554,2204.85405826381,-57.5180381657682,1.43714226705253,-6.1838528576822,24.0441884636727,2084.32636031414,517.126356820387,-9.49044442519904,1821.92747574047,379.33635676371,-10.2523339665867,-5.48502907891411,1.15782300071387,257.48686736699,-6.95910452343217,2.72239172841419,-3.18639797648498,1.66560286016275,289.875758490821,-2.71044181896105,265.55770283158,-7.17723521166432,3.3589514971542,-2.57266595918087,288.835310084097,1.95606330577822,-1.59769910785109,4.25256074831081,72.8617166666667,65.3144499988402,"Russia.Yamal.Nadym-2-IH",35.63,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.972447454929352,3268.2100529744,4847.49319232226,2528.94348720609,1148.27471690139,2420.56831082149,5694.30911687021,5499.66702881605,6595.36469105327,7264.93185815914,2737.6787658379,2152.68593313739,2249.28771295833,495.459537098845,461.234376684404,657.124024057063,14.3152709200445,-1.88160759872861,72.5951217651367,7.07653299387959e-05,0.786479209529029,1.16719082991282,0,2637.60000526151,29.0284648080028,-55.847805997724,4084.39957715743,-8.63666570305072,-116.422888882661,-74.5235868464344,1135.46514340599,2981.59915074369,-4.61339268236753,75.3442667550539,-81.1186504963616,-58.0957950145497,3663.35851988571,43.7858784734991,70.6940752729294,-73.7228530708452,-67.1571543904449,2537.91337530206,-54.4951188265748,2.47525499298513,-41.5846539346281,2.59497971620352,2973.71495916333,1301.65722038304,-32.4733249218119,2285.01433011342,599.286233763394,-7.02412425977592,-24.8866087943725,-3.48488404916231,516.497406467671,-7.66880504806797,3.40116884655613,-18.0920499056806,1.32169569757633,466.011178086093,-13.2515670767612,435.058025991549,-5.79720642518054,4.35264728997118,-14.2474564684525,560.710449714789,1.5944044631418,-11.4909602642728,2.32235354183238,-137.332129,68.8571119990074,"USA.InteriorAlaska.DEW",182.414222222222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
