"permafrost_index","spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NDMI_earlySummer","spectral_NDMI_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NIR_earlySummer","spectral_SWIR1_lateSummer","spectral_SWIR1_peakSummer","spectral_blue_peakSummer","spectral_blue_startSnowfree","spectral_red_earlySummer","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeLSES","spectral_NDMI_annualMedian","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_SWIR1_annualMedian","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changePSLS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_annualRange","spectral_red_annualMean","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.968182027339935,1652.69412959683,1646.66024987306,2428.82987851721,2490.43231826957,865.156255550654,1367.79060618893,-1365.79409669069,-1406.17622286853,3351.52443019603,3731.0881326195,4829.96855174817,4841.03845570242,1807.09246778678,2397.66917070438,2287.58457344639,483.599020678844,558.475761701461,813.948411378449,810.602449015815,745.241482923054,592.905802673173,2.46114398241043,-0.000592496991157534,0.380286180973053,-0.000622192025184565,0,1327.02952789545,22.5467547255471,1860.39732996259,27.5170877381645,8.76870573425813,-813.620009048044,1158.58270148893,19.5203229073887,16.6853865141402,-9.54920145851879,-6.89035535748969,3936.27972180227,2240.78230529366,37.2349927291478,-10.8108400391222,2288.95680421368,-37.4302567128866,-34.099643418791,24.3959624871449,66.0602948486695,468.930409013164,2341.0914636968,235.074133331859,-0.678911151767821,-4.62405321437701,3.09405777405876,12.5775511147319,396.083143557982,-4.86142706657473,-7.51617116961221,16.2934559558427,203.911415506077,-3.25234677586911,2.99976605765757,8.74907446147088,145.893720435454,840.447493719877,363.416518232363,-5.83789994271158,-5.51886625204977,3.57770163475645,11.7756482284123,-148.717866666,69.6740388850433,"USA.NorthSlope.FranklinBluffs-C17",145.866,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.87661999464035,2746.04753095075,1172.42223353599,2688.45494818468,3544.68788384067,1814.14610059036,191.607670910921,-252.216117886482,-2113.07702614523,4487.83263676577,2521.23187834052,4563.66110441061,5729.42022315722,2667.49468191002,2497.92442370982,2490.97410239655,516.902361446788,716.921650999883,989.863130537896,849.234905683754,787.887871753659,-25.3238877482736,-1.69522505309433,0.0182357363868505,12.6911305904388,0.514453852176662,0,3076.2902226073,26.0645691745505,4255.99775690339,28.7249361701289,-99.4776278167102,-885.56152245694,3343.4808410021,18.6912229221993,48.0097964631352,-27.7037988560739,-76.7799774252416,3918.91890181025,5149.90771854731,50.7036951869466,-93.4306017372262,3308.03732097971,-30.0597684504756,-44.1201668701951,35.681657681511,29.1505820855134,1207.42449557413,2352.6839855862,513.040019674022,0.238056327727443,-11.4008893260894,4.27305333615618,-0.79142862438411,690.9437359374,-3.02368683625051,-12.3978114476084,4.95779301469382,623.774436454042,-8.24783148688202,4.14319345990969,-0.0801306254645624,473.334704137733,943.309778145665,804.62337602129,-8.00831390585574,-10.0501680925253,7.15233008802589,3.69217630557942,-138.282424066942,61.2161508198706,"Canada.KluaneLake.Ruby-MixedTundra",149.9985,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.931496798992157,2697.12825522989,2642.36977686656,3075.44624701468,3291.14324955804,2109.07466597165,2403.72194255248,-637.239884545374,-317.389448231817,5145.9792164944,5131.54401281304,5769.43508620666,6056.43540094396,2213.11998850043,2351.82195292912,2430.21347446908,442.08853420727,559.961429315451,664.114131272493,609.027797690634,606.206131438512,179.792587440347,-0.312247330943743,-0.000805304269306365,0.565639972686768,0.323012693060769,0,1225.47191268038,26.2798960603086,1556.35268261903,29.5430010270684,-42.0253482224524,-880.819284822403,1222.49149461372,22.4292451952572,-3.12234727912388,25.5629309497958,-31.4957855684865,4569.08736461164,1986.87708060907,39.6361298808521,-50.886890513044,995.990403537409,3.4336575298344,-26.2102737773002,22.7618933317597,-14.8154063383184,614.416753607553,2366.90708254881,584.326935840837,13.1107435553989,-6.75825853839229,6.29107454480147,-22.666730113898,361.194989434335,8.44835920322306,-4.30360781023795,-14.2139919351604,193.724113134203,2.54182443089955,5.64300439567382,-5.21396190766903,208.471727047084,651.454043668733,198.823912824945,3.61327032647002,-4.76762846448499,5.80672202632846,-6.68942358505421,-75.601594,60.0629279984963,"Canada.CoutureLake.TD7",201.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999793112277985,1255.22002356518,-78.0492675752795,1062.00595417948,317.896315468831,621.569457436919,-1773.92582002739,-378.969942536346,-2220.80928239174,2188.51624028315,-346.27898264015,1853.85460942622,943.120170226466,1842.84887192923,2253.25702172472,1890.2854944992,969.865397758005,1265.7010389252,1460.72579344279,1460.11270803337,1165.98460509468,-34.2880311081796,-4.33097696304321,-0.0916774719953537,20.7710285186768,23.57275390625,0,1333.26929114046,25.3460226451306,2112.16347639615,26.4544751114927,-54.8923053882048,-800.294225948251,1866.78871084029,16.5779298251704,-74.6715484336117,55.5947856703226,-54.6351944785958,1120.57628329699,2534.7952229233,48.9938744437555,-84.6205227717834,1574.50244657123,-0.652833358114294,-62.3272645047351,52.6003170533209,-42.5152230372751,512.486880217729,2089.68085050813,538.056198396776,8.58470877979725,-7.97581424035717,13.9604433548276,6.14855029558677,542.629077600319,5.21035042385594,-4.19697929038749,9.52993191639446,327.601545316755,0.58174828950564,11.7130813314266,-12.3754735203466,274.955040581812,1339.09425873875,294.741188348106,6.59156006375557,-11.7896475339242,11.3126193437956,-5.66928125997535,-147.677007212101,68.6423109537075,"nonveg_616",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.999980193376542,1182.11369783533,1142.81641377507,1317.08857553897,1305.98207507737,807.919697343063,655.769278649323,-1194.31981604047,-1012.03885244455,2155.26123010341,2216.35787858627,2461.27396800301,2396.79199495702,2225.85977980374,2607.37363898839,2573.50477172925,639.313361936243,1261.85946782224,1497.88504403763,1292.75341504701,1189.80076414957,149.26833607933,-2.40175985097885,0.0342386350035667,2.1828387260437,1.09208684414625,0,651.577790245398,18.9427177041262,2025.40973767184,-0.955291483750552,-13.1142792201356,-460.476521314093,1534.89294694198,9.16709427181877,-53.0141648291908,118.068688226307,-14.6126038818346,3166.50922514317,1223.72613684454,33.7704459059188,-39.3747000466433,2632.81991421685,-26.1966766465117,-79.1161199221624,134.406393788021,18.4375141355351,760.276230182569,2628.00186745707,1146.57648278758,6.96033353796094,-45.863059311503,82.7688093118983,-12.5725210029689,1076.23252969341,5.93805556641546,-43.0493011877364,-11.205960633972,797.628607647054,-1.66603354696994,56.7972490625286,-3.15718250116187,703.903686342891,1161.97950031862,762.954039527907,-1.1501492437734,-29.3680123373429,55.3667436800892,-3.96174425602651,-119.558472221,73.2195277731978,"Canada.BanksIsland.GreenCabin-C08",95.273,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999642372131,557.055103184676,-404.875245543088,743.704685649532,248.63971518366,128.791879893031,-3213.84839892756,-2480.0117699369,-3684.9364779012,729.855844157296,-285.249645316494,1028.88983760935,506.517936051724,870.566864609662,2293.16466909377,1988.80975259911,314.067697992192,1260.02247236584,385.753060200316,340.100963642088,253.981148188679,-177.601012212564,-1.82807469367981,0.0629073455929756,5.54349136352539,-0.2779381275177,0,1148.57993119262,17.8443009704852,2449.10551901322,-51.5387347212424,-101.360629057552,-2779.79182202188,2327.41722537328,-46.7705215587073,-38.0760648752114,72.457952199478,-90.514465587932,360.445647186358,1314.13948292584,37.8183991969741,-131.413948292584,1621.74157644709,-13.9987041681078,-34.7208045439901,49.4491842038737,-86.2795220647618,836.00156979334,2061.26468899312,733.270778397967,12.9916934365753,-15.3702231548727,33.8172129438505,-65.3370116020805,445.468359465644,7.90053607252684,-9.91119223957875,-36.6782367620699,960.993747504263,-24.1441912163129,18.2040119870483,-17.8875081014046,788.119077653321,336.509902981407,702.714342875954,-13.2067201114849,-5.2708764804655,9.56886838371213,-34.0100963642088,-80.0570888653095,75.1173140817048,"nonveg_1213",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999827461583274,3313.64296105015,2938.17806640045,3631.23511765195,3947.03096801381,2230.76190396632,3733.82975839308,823.294041678159,629.881076876342,5733.64950794491,5077.88501207702,6088.19461987446,6577.40893212565,2675.99390484722,2228.33270689293,2319.53586450017,468.541856177174,509.20782002394,810.153189895469,675.428497836066,678.252477950814,-257.17490717677,-0.991992081914629,0.00965348725107365,1.08944988250732,0.943827516266279,0,2866.10161547997,75.1497792460006,4022.74935120701,106.628865448039,-58.3863280420596,1115.81022227739,3291.39838208638,93.4890581846199,24.0608840327509,-45.872221063345,-49.4885858059883,5348.93177769645,4109.11572480097,108.872766197597,-85.8057404383406,1406.43768759606,25.0444725774843,-33.2077893121857,-31.7746391236572,8.3800890618806,1398.6231002589,2100.56084457858,850.372637286151,30.3704513316482,-7.35260642769689,-21.6879245268927,-7.71030861178069,433.473873851413,12.9790840084888,-7.89346874566745,-1.6431669531524,363.760449109279,12.9914446110457,-9.84328384536089,-2.76976665831973,370.036839718232,714.680605261246,296.676497219663,8.80757543723919,-6.99127181938441,-6.72805908512666,3.25037441367817,147.476200857143,70.8266309990935,"Russia.Kytalyk.T2",546.632857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,799.133451947032,967.736762347598,1004.63599180159,1156.25933679076,397.690254826987,117.591161304876,-1999.37096074309,-1487.84233784545,1467.36077083292,1970.1502830367,2006.55722966109,2338.64931722943,1820.6526576492,2479.17717801504,2588.29813892299,1074.17965157024,1404.28986448227,1245.4943365284,1249.2508971754,1369.34455190625,176.238765007612,-0.315521751840909,0.0194074560349691,2.04960989952087,0.202332697808744,0,2306.56057532151,76.8853525107171,1580.2889072551,45.8186097079612,-873.387249583453,-1604.26910287893,1234.95046614697,39.6957021359101,-22.7047230052626,373.962907616402,-785.855027350789,1635.75799830689,3559.90012276553,118.663337425518,-910.751648687563,1638.81972579913,39.6064662279599,-52.8651524451334,405.500822078411,-766.465364472947,1043.71655601202,2514.41387574857,1340.87214870238,44.6957382900794,-27.0753919951083,194.842714246781,-338.339130150422,806.027806186992,26.8675935395664,-19.1311542026222,-194.526407495634,518.35857123656,-9.2121897264246,50.4777754562519,-94.4677445141286,345.169371837649,1392.97500271005,265.44354320672,-0.38006313908639,-8.19489190432673,55.2746617088487,-102.601501006262,-103.545066833333,78.7839609994515,"Canada.EllefRingnesIsland.Isachsen-C02",203.198333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.981523334980011,1784.15822081005,2229.67553604144,2549.66392459769,2173.28591705664,1367.06771599688,1446.99182314681,-1641.6793051543,-1129.93780117119,3438.43183090097,4228.30414832537,4516.67614332339,4040.77542317236,2127.120702884,3152.47204599204,2935.12813209512,571.374715621645,1128.92884575459,1003.45534987221,1006.22433246685,863.251924985209,-266.980566079311,-1.38067534234789,-0.0132356935905085,2.96038632922703,-0.823673844337463,0,1917.87875607149,-32.4955131274572,3422.67675954612,-103.717477562004,-26.5739405789925,-543.88217854498,3221.84439141308,-97.6316482246387,11.1713135386182,92.8034042191735,-25.7125744267855,3828.58820341778,3220.51552672474,-47.1366603163465,-42.3282896227978,4945.08252316923,-135.637631905152,-13.7953138323296,110.082934938952,-17.4120436405343,915.573488516473,3055.4202798915,1069.40509212536,-25.9491449180092,9.6480998242211,41.1872054501026,-20.3639255194827,715.702121737197,-21.6879430829454,5.47060177875933,-13.3052782859698,1330.93220933386,-36.4954406974332,26.635383592529,-3.17113670386317,1173.90303956087,1264.60487117781,1166.6543167708,-31.9139632714772,-3.33804496506031,26.2510506229537,-2.47509360919784,-77.873969,62.3868049986703,"Canada.Ivujivik.TP13",922.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,743.195964470831,394.547815398887,640.829838911528,580.719686373444,423.376117019638,1344.43311288042,-1789.78377831027,999.589620984122,2802.84328377368,757.923438343025,2843.44566280329,2791.1125996924,1167.35546876967,1080.16772862124,972.157022573565,589.123283625978,672.045237810186,859.165556437161,717.655192643701,645.831493123715,-165.658030166036,-3.51582336425781,0.139873892068863,28.8310146331787,-13.4085483551025,0,348.648149071944,17.7677693028441,4626.39168539131,-3.40268314937293,210.290531154151,-1789.78377831027,3770.93358917783,-12.3777282419749,-23.3966110140982,-26.6867234109365,171.406072235356,2265.81454888736,2085.52222446026,37.1719735527376,-94.7964647481937,8909.91775882843,-9.56621196779246,-46.5395281575699,155.592064162906,256.476564154882,1167.35546876967,1009.8965992638,1198.79953836506,10.4946077278478,-12.5912508773055,5.14336695465136,-49.0985331191474,795.4994139045,5.43009792619989,-9.99135325126664,-30.4105922907618,538.798802805206,5.25172841086655,5.73383163834974,-21.8980091650338,502.297173308474,697.193351619644,435.544895726489,1.08176118078826,-11.8518924063026,3.42017616761837,-13.3652059969558,128.205069359599,67.46882946735,"nonveg_991",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
