"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_peakSummer","spectral_NIR_endSnowfree","spectral_SWIR1_startSnowfree","spectral_SWIR2_startSnowfree","spectral_blue_earlySummer","spectral_blue_lateSummer","spectral_green_lateSummer","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_northness","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_NBR_annualRange","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NDMI_annualMedian","spectral_NDMI_annualMean","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changeLSES","spectral_NIR_changeSSES","spectral_NIR_changeLSES","spectral_SWIR1_annualMean","spectral_SWIR1_changeSSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeLSES","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_changeESPS","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changeLSES","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.568415880203247,2413.63194161372,2951.04688946246,3301.3848809892,1902.44938270178,174.088828605703,622.185035080623,5191.8247457382,4561.44564545038,5206.59703940305,5675.48338557122,3635.27733307335,-5969.4067585792,2006.74876114749,2012.44799143631,1211.36498471462,994.981424217558,340.337859594577,475.729897878806,504.128876004481,524.534868147937,-16.2620501300166,1.20269993940989,23.3564860026041,-0.000844915378062676,0.00133108433025579,0.10163414478302,0,2792.26542393939,2720.98477576988,1364.74842781851,30.5759394570428,-20.5425483906016,4779.78903816252,-87.3790923884546,-60.4510113635951,-569.986664892285,17.2289134382974,5136.43264253875,120.466869476712,-97.5120926291073,-60.611865000162,117.036262122941,4819.90650578661,4746.73048615455,2067.61866496628,54.4110174991126,-3.20652473024534,-30.0472400573242,2245.34304395041,13.5286849875439,-50.4712457457643,53.064905210511,34.6318396871053,26.0846247869443,1920.78611112938,25.1551472664283,1229.65048399313,20.4268463065233,26.5975417443585,37.3411112676104,-38.2559072530152,0,21.9175373491192,-39.0996565176142,1695.81226445366,34.1462494518231,-39.9672912865247,34.9990282255416,72.8621666666667,65.3146555543957,"Russia.Yamal.Nadym-2-IH",208.673333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999827580792563,3033.96604121869,3248.17421536385,3382.68316518225,2285.72862519688,949.424296321925,799.818030978447,5323.46473720747,5431.42152652184,5686.09946670699,5869.00201846573,4325.43886471625,-6406.58119921107,2564.45597105666,2213.05615298635,1242.76963780677,455.914590671343,403.794467721265,617.373725461488,644.235224328611,578.939005692671,-11.3199872622704,-0.770976441247123,16.6939852578299,0.00157930514875001,0.0168512099355992,1.04619738033839,0,3215.65188482961,3134.44568796238,1256.65311808927,27.4163048352368,53.2247995898148,2029.55289538398,-21.1840220555544,98.9226525017974,597.782628598504,592.029657739409,1642.97168367315,29.7083097132743,-28.8250231327236,100.383131337953,0.756847375654402,5651.81030427306,5546.45347369619,1792.73071170119,38.3838164355902,-20.2540845055878,80.3186386038199,2012.28410176702,-2.30009274405685,-53.4902884124555,27.5634313808087,12.5966518155735,-0.298971384113486,2314.00250556642,5.45882967119759,630.764701345656,0.427521276966778,7.57238677863236,2.00960460913426,-12.5794744871808,27.592956200196,5.94163816734601,-10.984003188819,573.182645815401,0.545901727845116,-13.3382789212259,8.04095691940645,147.479713,70.8284069990936,"Russia.Kytalyk.T2",198.121428571429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.982371807098389,1977.42126035539,2982.29667670206,3437.14016292972,1643.30970842245,-401.99381981515,538.507161879486,5542.66414214956,4696.69306832643,6171.14007306687,6740.93845988817,3677.73787769208,-6736.60349312496,1753.5033123364,2053.78433272007,1137.89012928417,478.430258418121,365.819062912338,500.138442711551,536.516190823354,430.463870142012,-153.595770472225,-0.603488529390759,423.444445122613,0.0106102542330821,-0.022811644938257,1.46763052410549,0,2627.64063127228,3137.74187515614,1691.65185481721,-6.44593224794447,8.33442421726755,2809.09342535059,55.7648369710041,43.2153391699787,415.129718064002,789.434773099762,2300.0372080504,-18.6487243466381,42.6961682358955,39.0582397095055,-68.8859395361809,5535.20640679873,6250.30507893487,2657.1719139903,9.23833561998969,66.0575566744903,13.2895035392564,3118.52981371521,-87.5731920476937,-15.8494855575613,-1.22371789772449,-11.911271321143,-28.4729018074913,2261.6660629593,-12.7520424909007,349.089049859547,-11.6363016619849,-5.60914658764786,-9.70995699900464,-0.751820893245647,5.74287135112489,-1.94965181581174,1.00131413180642,350.882262474619,-10.4191688517602,-1.23571602973592,0.239915367420172,-111.5512,64.870999998817,"Canada.DaringLake.MediumBirch",1388.02133333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999950230121613,540.293792494086,537.255817857736,643.152995015925,640.463655858941,-2875.02974760694,-2550.4491593872,1837.155462306,1606.29891499046,1608.04695681705,1706.96399384007,1540.7959907638,-2550.74406713312,1156.97686978865,1916.39958432325,1502.45007578787,699.952459765498,505.944954109704,694.185871641632,843.972169109862,914.397501350512,388.555882470568,-1.93528640270233,991.58251953125,0.0425042845308781,-0.212103679776192,12.6318216323853,0,640.463655858941,629.726133334077,250.20858758596,7.0000356945122,-7.05981181054594,972.427664479158,-25.9826661307914,-11.6495113214325,-2550.4491593872,-2433.02917885858,977.069080450203,-6.0755704882875,-23.859159635292,-17.7139675562679,-3.92473832504829,1608.04695681705,1659.85226374347,296.359471542197,14.1123557877237,-5.91779402117847,-6.594469134868,652.415341816751,-1.88185064001847,-21.3719542113415,9.14149382040484,6.03042135391502,-1.01710220410549,2011.57360404655,10.3866443603515,187.237165385057,8.34340573264224,-4.40068974307276,2.28334007259454,-5.48640965733369,-4.88709954629688,0.575029870092203,-4.40577252617598,157.892232326737,2.5600552978821,-3.57886058258628,-0.582131151279176,91.7569612158471,68.9753276827919,"nonveg_986",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999991178512573,182.311437799583,-71.2644619546114,44.3895509239838,469.677548415238,-4237.95993977704,-4940.67152720066,19.1554121902686,920.142413033843,739.73557257619,933.708143211613,1070.46189529942,-2416.27530201313,862.36665280392,2608.3197461459,2151.76136099347,368.364787233095,461.154088268923,532.119575650773,568.089039922818,596.826918985319,495.065483981199,-0.419689178466797,419.197113037109,0.00822595879435539,-0.0189105439931154,1.21331322193146,0,44.3895509239838,12.9277975269732,1030.15263596457,-49.0548874268841,-7.71026752523968,2541.14161392112,42.6072542952745,0.833709119556018,-4940.67152720066,-4664.48346810136,2082.32227295689,-99.1582034741376,32.9744174091265,-1.27786891338031,45.1174763202702,920.142413033843,736.640687262267,1051.30648310915,-50.0622134813882,43.5501300486354,-12.9315047090282,2011.31408445997,-95.7768611647606,23.8161081060059,39.9519363868453,-46.3620253075319,16.5666310355648,2205.79342587849,-36.579200217991,459.19804383938,-21.8665735161609,6.12322392027289,-28.0722450806584,4.93437346501306,-0.722169448629798,12.7099266907638,5.7068334124109,538.611489888336,-25.6481661851589,6.52982838798957,10.4742702665582,-84.1710938720243,67.6709047623043,"nonveg_684",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.644614100456238,794.2733973672,134.968685183347,287.483930682393,-164.811666313776,4699.44131361753,3504.68717065329,1222.93786523512,1670.92557640804,1458.45520379613,1802.09192608154,-315.927179719823,-701.877440347992,869.912834776275,0,9.46972332622404,344.9925362691,220.574429919614,221.561357241596,201.682367535827,239.45869185249,492.332386136202,1.39288377761841,124.428565979004,9.97915922198445e-05,-0.00100444920826703,0.0584703125059605,0,287.483930682393,309.716954502269,959.085063680976,21.3381319969664,-8.97148502935564,2701.67272289729,10.9723605194928,-38.7722592712521,3396.89830769923,3333.95961349888,2936.21766886554,49.7523866458181,6.22311062127922,-6.34052135023841,76.6201768187233,1458.45520379613,1167.6966783602,2118.01910580136,49.6408079017723,18.0985644014506,-20.2139248403181,1510.62737539383,-7.74685538188377,-29.7200235130866,75.2571219485049,14.6967104689244,32.3730505480351,243.906789583236,11.591985244682,313.05629728026,6.57135765088761,14.4750006371304,5.86897301068142,-2.72168512315794,-2.19554014167243,13.156875487022,-2.33658597365449,279.819997033097,5.87369522462801,-2.63869233229688,12.9382308246936,60.3341489650677,67.5157675409255,"nonveg_1889",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.967148005962372,258.635935672455,-28.4113688207408,-218.71744122524,257.510044368683,-1636.50676343511,-1407.6101888027,1354.41466912655,569.040288950307,150.571181072156,-108.360791242948,478.253508641778,-2967.3715862027,1551.24620523826,3375.00839950572,2912.36428202898,1490.71910874088,771.119543841646,1451.89377036288,1994.52534399502,2813.3080359968,-345.550387608473,-4.67877817153931,2167.93310546875,0.384139955043793,-0.2020473331213,26.8513469696045,0,257.510044368683,254.541602961466,1222.40828603741,62.1817333702907,4.42572261405813,2043.37042542951,-120.07407458441,-14.0111983817812,-1407.6101888027,-1257.1961451276,1739.97504628923,86.7719651674901,-104.505706147416,-11.3001528493077,5.97697669506556,478.253508641778,488.783771309567,1462.77546036949,73.0134300403972,-121.897955030791,6.02167377476986,1242.7591129513,69.0386693808791,-103.563259412608,12.6494932370977,78.7581601337302,-14.3651276241528,3171.22905056738,52.4854553103353,1457.41490341713,35.6478887439852,-17.9425374049114,38.7235678597225,-33.3735210190423,-7.42133285280761,-2.00699079915704,-22.0625373219094,1696.46011243989,53.4531279697817,-22.3008746614897,-14.1876028953542,-127.45490721968,62.671392992697,"nonveg_1309",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,4213.45890016865,4655.43949667061,4723.95459069613,2812.39920463212,3506.45393486057,3500.91143927278,7745.734811118,7537.71238464646,8329.27947353819,8499.5395455068,5917.55878049133,-7753.9257130966,2724.26319240048,2015.06075688558,1031.36209700629,336.858346469365,307.282045393258,512.065352895439,370.29863942167,290.985962250005,-84.9685972413026,-2.69341669082642,141.263998413086,-0.056865844130516,0.205219697952271,12.3334403991699,1,3976.08341599293,3988.14275800043,2050.27501663245,34.6265283881778,-17.4738690034265,3739.37774584019,37.3834343221988,-8.54053570508938,3553.74285601155,2737.51957808038,3485.09351495937,67.2864348496003,38.3224595431079,-0.226233543823639,-9.67292764886141,7762.87227005987,7697.72670254679,2977.86919113446,58.7695962991612,31.4688640382465,-20.3648512793678,1916.27412708028,-32.4966556933117,-25.572257248515,45.6489945715855,11.3886738006972,-15.6960556173834,1787.94970813298,-8.05652414501827,379.419149725653,-5.13465721223248,1.54970956661713,-2.15087245297397,-1.92743711285556,0.306830916418757,1.74334600220145,-1.4115631960096,218.214179769351,-3.39450695426495,-3.2180439478366,3.66982721032291,27.0826388,69.9100353990537,"Finland.Kevo.9",1785.284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999830976128578,2426.31430175583,2896.3601994744,3092.49932338547,1592.45692245222,961.312963705064,1190.02381264811,4789.47280727636,4899.73227361286,5624.19308824639,5924.9310166885,3532.46980337364,-5812.39106595654,2080.69878013089,1655.33751167244,981.795649124088,406.689932054319,435.768979955023,609.176710046833,651.049427603209,633.560975596739,38.8176159314065,-0.559325436751047,20.1581974029541,0.00421662465669215,0.0127636088048651,0.858447227627039,0,1285.57351420975,1464.64895533607,1282.46520005723,12.7676544760833,32.1837033421794,1897.96556026723,23.4588449193421,86.9756469718792,657.817133939925,1008.66278521242,1676.93135873555,-54.8162174722372,15.491167927342,87.6919634887596,-99.4520920165595,4112.85422179191,4343.61647118512,2471.69409653105,32.794987603082,32.7122750929071,40.8559627390971,2504.41886893797,-60.2113170124668,-26.147954330222,-50.5161838462939,1.48196246521692,-46.55207421558,954.291452530212,-5.09408781602293,410.036378300536,-5.07099266686294,-29.2883127357526,-6.26265738895629,-1.14288617598771,19.6658759024155,-20.702357638657,-1.07270448277864,292.151309680987,-6.3200572049529,-1.16192476496015,-20.8679506914991,147.4536825,70.8425387490942,"Russia.Kytalyk.T1",329.97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3238.5758169722,3890.66077389003,4042.89175941157,2356.36009722272,377.860444735949,923.430119563289,5680.18094254069,5094.70225627283,6570.26906372063,6867.28552392153,3909.82333476417,-7358.68991170752,2358.62724630684,2334.08502946066,1278.61678729135,463.832993918673,343.256155478945,498.910103171863,460.171413000635,276.017315812023,-550.159709915677,-2.11638357241949,481.717636108398,0.00373454593742887,0.0489480942487717,3.92420148849487,1,3781.51956773945,3531.3796414304,1724.30837426199,44.7532479246788,-10.9422777791659,4176.89405006264,-28.3028454530484,25.4632610523093,1649.38874491413,1145.2414902681,3747.20132701565,120.877462161795,-26.4756682747472,27.0021920278903,-12.9570417366159,7039.28060189479,6478.58195199283,3305.77664744218,106.637956369102,-12.2557568234453,-10.6995077209993,1852.91605301714,23.054219817669,-59.7714855811982,12.3410295481835,22.1202463861506,-9.39420632101182,2115.40198361726,6.0410630658377,530.110296615775,4.98725313445939,-1.47398195958809,15.7144771878695,-16.9531829934249,3.9844100806349,1.19594407529674,-12.979135251186,480.644728238913,9.92195617321158,-15.5046686528682,4.16698573735115,18.2626098333333,68.4387426656554,"Sweden.Abisko.VJ-MesicHeath",473.093333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
