"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NDWI_peakSummer","spectral_SWIR1_earlySummer","spectral_SWIR1_endSnowfree","spectral_red_earlySummer","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualMedian","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_NIR_changePSLS","spectral_NIR_changeLSES","spectral_SWIR1_annualMean","spectral_SWIR1_annualRange","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_changeESPS","spectral_green_changePSLS","spectral_red_changePSLS","spectral_red_changeLSES","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.945127546787262,599.490102430298,362.405630908477,995.921372357439,508.516473958732,-1610.8164907974,-2537.18422124143,-2311.09739130424,948.331920541603,1268.35406765862,1791.07575599588,-1354.51274139837,2445.15559522118,2480.34281739746,1648.12920276292,898.959766928363,1142.54615748312,48.4468417358387,-2.20517897605896,581.438415527344,0.0937525406479836,10.799295425415,4.87605285644531,0,633.515741448962,-0.700256921928688,15.448882421225,-79.1894676811202,29.6355589402276,3074.76330673312,-117.867795004593,81.3902959359963,-2311.09739130424,3011.57606525778,-36.2697267962554,-31.2067215619355,-102.640374529217,74.3795207870685,1005.78109042511,922.631680456007,2.49649515630422,25.5376919834628,-98.1618331963452,32.8216221541887,1495.34230731932,-15.8524938069227,-1.65762244031597,-116.670120620921,61.4820212193422,1213.08160154871,-14.9393673443049,-6.6825482129344,-64.3122194380145,40.7795351221679,2505.16303586049,589.945653945281,30.2996480391207,384.512709216226,-1.73265538760915,7.67234661962174,19.6390214002081,-15.9859489183789,-13.1495295521549,-37.1661767706045,33.484834070925,-15.1027838653904,-31.9751792745768,-30.4482988193443,29.9123508253895,-64.9719555098813,59.4308002168295,"nonveg_935",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999985814094543,-276.522851060728,-64.8711567556653,517.196098535077,-698.990243849025,-171.758206366705,-1732.49179494925,-1763.25940716118,65.3169797221684,-550.065572653768,463.964657096999,65.0439020668695,3711.24093116632,359.093786914648,2078.58727475185,2866.78434689432,2077.63910627912,286.443250326547,-4.05561065673828,1047.59057617188,-0.266936182975769,20.6628475189209,9.71943759918213,0,1216.1863423841,45.7797898116884,6.80213236313617,-48.5056046075619,-16.2808995619279,447.009743174722,-30.6344086042526,27.8555284692955,-1763.25940716118,393.892729136184,9.27217549705424,-2.83418505094939,-27.1560239927832,27.4338384711792,-239.284471629221,1765.21896072248,59.4161427542457,16.610319890618,-58.6040940605183,-23.9062385403498,336.853920083243,3.09482342620481,0.043384981356238,-20.1777421592109,25.9118400064033,3274.18613698141,24.4028266844673,14.829751491382,59.6075703190928,-251.860472075493,3377.46518324316,5062.40920115244,-389.416092396342,3753.80888217812,25.459071669048,26.2056316914007,-288.754529398317,-15.6569140487412,-12.7699842810073,13.4839049776341,-48.529941870497,-6.50649754893919,33.2207972508735,65.7621033846,-190.579385858985,-20.4412011445653,75.5375644451492,"nonveg_1161",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.866365134716034,-237.287210609087,188.466631284989,-583.827803908756,-180.783155550094,4027.24855854625,2882.64531630968,3879.14813615543,-1517.84894118539,-3042.13372805275,-1911.02385586279,8447.37192790077,25.0060090044897,21.5518023666294,149.454494937507,346.558713939541,0,-533.324186727747,2.54817724227905,22.8744888305664,0.00102787767536938,0.0602303221821785,-0.0193125624209642,0,772.294435193745,-32.6775330362356,-337.689582286191,18.8364496388718,-10.384240046197,2840.11529050366,-34.8140060871679,-24.5602466831809,3879.14813615543,1398.11577577715,57.0686770143184,-401.6129559314,-13.8009785718083,-10.5039682536978,-1525.25104882414,1841.01624154482,3.70105381937412,-393.174914677403,17.31478949646,-44.9028351596297,3230.62259582033,147.859867049291,-255.560761845712,-72.5624837554786,36.8523006676984,445.257738759894,-25.5694083642342,-125.371571789738,10.8599448478023,-7.62192879017343,77.0544300299211,273.002404828857,-6.13294152346898,187.68872807616,-13.3205229728251,-25.3810693159929,-4.01386228488669,-15.4172030566798,-164.593478026781,8.58947615733245,-4.65876239565156,-152.507304291383,8.52889087289532,8.45265155950099,-4.27309119249518,70.0474727784099,69.0865888754601,"nonveg_1994",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.979935169219971,1243.24196160166,218.705995298918,572.67389294505,503.316013951761,-908.583927414531,-1657.22282648866,-2748.38795724128,1865.33106170568,2153.03340294964,1293.09203167482,-2670.69232089639,3056.0716009959,3092.80874040084,1647.70786585637,824.152167693099,1118.65187061484,419.507872422521,-3.56289982795715,1546.66821289063,-0.391773700714111,28.8161449432373,2.96594738960266,0,1024.53596630274,18.8283233551592,-16.2346115213813,-12.641710630219,36.5905702250978,3004.02170954836,-17.5727131085813,69.7224277426103,-1657.22282648866,2772.36576178183,-26.9131628835556,-44.1485218063535,-13.6850587574457,52.6552419986107,1293.09203167482,1411.94488549954,34.0679558865326,-16.8305597067898,-15.2330590694348,45.9452509006783,2065.90451783777,-17.1252319048009,-39.9857252194098,-5.04490026855009,48.1744618584656,1285.44967562134,2.33995494981401,-22.7180944797768,-18.3226594038904,35.3653351198175,2662.2551343069,1129.7213616119,40.3471914861393,811.218196741946,11.3061532487732,-6.94541820053769,28.907416746713,-13.0795322389354,-17.2310298809573,-6.75489459795786,18.6769563454034,-15.4107246050744,-8.80831802962467,-10.5178465329192,17.4641570745915,-130.765862151038,65.0341713695561,"nonveg_725",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999947786331177,972.743274662564,938.394172259082,1011.39737571865,1518.01694928281,-922.010343714755,-1781.23367767763,-1776.33668856742,1399.01953663795,1640.07749231537,1704.74472095024,-2367.39695496342,3077.25640831163,3161.17505010369,1492.38666141338,1528.84177774389,1552.62127633132,553.68126562582,-0.134576395153999,261.375946044922,-0.0357767827808857,2.79129719734192,0.0448506847023964,0,727.085989937653,-38.2676836809291,11.0233208186744,-9.12540043244563,4.29363780043522,1310.12744484311,-12.3720280385017,11.021785634355,-1781.23367767763,1002.54044995021,-52.7652868394845,18.0868683863209,-9.26331056153177,8.65118692275564,1640.07749231537,768.906769943182,-40.4687773654306,15.2862592156146,-11.161825043668,3.0784214643098,999.472390845397,-52.6038100444946,8.6573550920906,-9.08441922124587,9.36597813544978,561.873268927433,-29.5722773119702,7.25283695723489,-7.14763590816239,3.12868644104384,3212.68349323137,426.335487935759,2.64324402224833,309.091903742383,-16.2679949338096,2.95839976169598,1.568459618178,-12.8861882741294,3.16159353394365,-3.11573915929374,1.36243195766224,2.89556460662639,-2.85584648624859,-2.97243732342801,1.29659379482558,93.7518949362058,74.0078153899356,"nonveg_561",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999642372131,1143.26132851427,649.067460748974,403.57559136951,460.520351002795,771.861708537873,-516.300352309347,-1996.4816931365,1450.80736858393,1552.37655545192,753.263656539562,-1963.27536921253,3561.09317579228,3057.5409669304,2100.51284548364,1806.48884952783,1798.92850345006,-31.5158758022757,-1.93563044071198,169.012969970703,-0.00656652124598622,2.42607045173645,0.941163420677185,0,739.685737144759,34.1194011177568,-35.3207357764688,22.3174426708604,41.1828223137746,1812.74145370496,55.4611997777999,100.222354679097,-1031.08936411528,1480.18134082715,-11.4456989885484,-50.8101225800641,43.8937188086136,83.1125361610335,1026.68602793449,883.750867937276,43.4545378371825,-36.7128269497035,24.8565792177208,43.8075439597856,1280.32970566197,4.32049496543674,-51.0095131819114,37.3261356157525,72.4785178240574,601.120766343457,16.5251228934378,-31.6379350707082,10.5106918612799,24.4868787999226,3139.33472916869,669.624050557282,-1.15849703256148,556.081598511966,29.4977020814803,-13.4479517891962,-14.6194206279955,-7.17834549545215,-16.7378722102976,5.69481624468581,16.5431403784257,-15.4782259804417,1.60617508398476,0.687304188888633,7.0493731977197,-105.316825381642,73.4677386153495,"nonveg_922",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.863817453384399,993.233488461114,556.201196214956,830.0271473717,320.690238343155,-143.071148150598,-1634.98283790863,-1931.42433076347,1398.87445745267,1563.23712636439,1464.15762927376,-2173.87720695339,2567.62046799939,2331.49192477252,1365.73304702394,1203.35949730289,1331.44654699087,1789.80190532223,-2.92833471298218,883.629211425781,-0.00168263993691653,25.7740936279297,-16.8797721862793,0,672.543250117959,29.8716501353303,1.84650040372121,-10.5317673521824,16.1863811943021,930.329372758227,-17.8036896268401,30.8938884933758,-1931.42433076347,747.259949269418,33.0838138714843,-4.61897444289248,-15.4015075907707,25.8103959338845,1398.87445745267,810.762950524417,40.4000176007934,3.8401865777111,-14.193022684417,17.3369661809436,902.853093482974,13.6696461625598,-6.13659282772821,-1.28104669661233,30.4358535950117,282.930308655786,14.8412551784611,-2.15263416046148,-9.47444338184388,5.9620569848882,2433.38596910011,242.020777835856,0.0685693052875178,189.803626517955,10.5073001659965,0.416600570040547,0.601406869638081,4.85958497701141,-0.706852373929283,-2.2744251548904,4.13060576189296,-2.36966750120185,-3.85841437414805,-4.92642498799925,2.35290167753737,172.203529056335,61.9698790465819,"nonveg_606",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.991431415081024,1875.14612659598,2147.04469322361,2085.90468950284,1366.91332743565,1442.7151016696,-1129.5801462714,-1488.65909341946,3584.21277784685,3821.35729223837,4134.02270328767,-4939.46885233396,2366.19044983592,2362.8515655728,747.850800397722,880.282237775883,774.905001294768,81.8696365238703,-1.04600081443787,5.5416054725647,8.50414391607044e-05,0.349053072929383,-0.312965828180313,0,898.687998116146,10.1349349786674,17.7635916406805,34.1797563186374,-48.5248245293347,3194.66609976072,257.670149924189,-156.134461856044,-733.137851905693,3311.71330983758,-143.987535210329,42.0785689397404,256.560676298969,-155.800920649477,4010.70051002321,1808.6717726135,19.0580558878664,35.2257511861064,74.9883512465745,-111.308148532963,2707.37280365905,-117.711861028654,3.31603215981962,147.129863708866,-106.918692188653,675.648676471111,-26.6472322323259,10.1548334535474,61.704667655139,-56.7274884318223,2689.47367789944,466.595685024216,-58.3244606280269,400.692289787234,-8.44372210571647,7.10186875308474,-44.6266303078618,-53.4968470998531,7.36116201969723,87.7244414268196,-57.7204974786764,7.12938399346671,78.7349601636509,75.163714774348,-52.3943085808624,70.12925,73.3093966658684,"Russia.Yamal.OstrovBelyy-2",452.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3577.53675217162,3712.55534160017,3824.33637551473,2516.91213874589,6181.44148926307,2852.40330251491,2050.49650779809,6844.11013226338,7449.13422884586,7403.34297370296,-7370.73712463254,1734.3012037907,1474.50093538837,449.600992929849,313.707813037546,301.784975255528,-72.5156046204781,-1.96244685649872,183.435757446289,-0.091384482383728,7.05225324630738,-0.577350854873657,1,1750.28740302032,44.2294922643144,2.44196125504701,10.2161239601271,-19.2396552116419,3772.08696694245,54.4091859033759,11.4883850857129,2021.32204678244,3257.76019892853,59.1567670137686,8.60033074882712,46.9583956121769,12.6677840753406,7463.94930956683,2636.52861226507,59.9243394286424,3.28400352593952,30.46530948808,-9.52705883441308,1533.42185693856,-6.24413703162469,-38.8565058195094,54.6846057690413,30.5243937158578,652.477188321012,17.3093019835177,-0.833072017538531,5.76783559235747,-8.6292776812291,1790.88189498773,485.136543818278,-2.08148448306144,377.860126540727,2.31672179235504,-11.1135331335508,1.99308843631881,4.07122888401608,-6.5850366743963,10.7910617972227,3.04484134216002,-5.23975032343403,8.79303289289852,7.56926016587329,3.76233680701279,27.0440206,69.7328869990459,"Finland.Kevo.7",5125.356,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.954548120498657,2443.9562923721,2958.93005051439,3112.89776819256,921.38940095736,2472.97670608318,-119.098792770034,174.170488629299,3960.00285792091,4472.16315084264,5210.87236663673,-5114.00142836623,2679.50485129511,2877.54616761356,1159.94028718569,1143.74235375388,940.317682008176,-100.734667166926,1.40442168712616,9.98713302612305,0.00365999736823142,0.679316937923431,1.39605462551117,0,1826.0127024089,38.6541359277509,25.6447205666165,-24.2964926624811,-33.5681873122885,1509.44533031863,-18.9805187097877,-2.28406339893074,-76.199745609284,1845.89170009807,-65.9247035749309,7.38029462433697,-16.908652438135,5.85984206589897,4501.35364877246,3175.85824721909,72.3014969623691,39.7040114576813,-31.0060994751323,-27.6697388295296,4457.328468625,-125.839916265899,-32.2003728682699,9.26479672287686,44.1511870296257,222.865687122496,-7.03450596554191,0.105847351980973,-2.63355393588823,3.88289085216024,2737.3368495082,257.290474690081,1.9671564780194,373.265693125581,-7.77321422647128,-2.94864526678979,3.52125852131809,-87.0831115362682,-5.84257213358496,-17.8936347742513,20.9778414759544,-8.24163396571883,1.27275767485477,1.94443971621924,10.2181067775759,66.9287833333333,71.1944333324428,"Russia.Yamal.Kharasavey-2b",896.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
