"permafrost_index","spectral_EVI2b_endSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NIR_lateSummer","spectral_SWIR1_earlySummer","spectral_SWIR1_endSnowfree","spectral_SWIR1_peakSummer","spectral_green_endSnowfree","spectral_red_earlySummer","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualMean","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changeLSES","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeESPS","spectral_NIR_changePSLS","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR2_annualRange","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changeLSES","spectral_green_changeESPS","spectral_green_changePSLS","spectral_green_changeLSES","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.404650025069713,3176.05723235228,1149.70485315561,2837.88134079782,6527.13650855212,7877.78718741597,8612.23005088327,3485.66662117152,3335.98100383008,2169.73178887423,1738.71379439613,2451.41973410582,513.205334514894,594.310403084317,598.947604793722,631.799528919534,435.656811867158,-2.78006094694137,-0.123149113729596,2.79385834187269,0,3572.70723346849,50.4697597440468,22.1035269327565,43.0267583241823,-76.6295269186556,4490.9329608684,35.3515196261036,21.320270631868,104.475845909975,-86.0796777184113,2250.7232146741,3479.39928116745,23.9846373445162,22.5908630671554,-65.0716611111873,6824.88813237649,5426.49343050898,82.8749494910512,23.7971535343056,70.5404093592287,-102.289542141529,3821.825226742,-73.0502085036565,-36.1447979746862,87.4893742102079,-11.9738684557268,1256.34298398244,12.5872218734141,20.1334875610956,375.97549224251,-3.39280311612387,-1.07444303134702,357.223590776476,-2.91025644302105,14.8843162823532,-8.43841172571926,273.17830376224,-3.91925597612568,-2.93094371506825,-4.99437450966601,-1.83909979108487,9.89799583321126,-5.4086726015512,366.992797512137,-5.89710620608555,-4.58840229426124,15.0480556987014,-2.90836198491172,-164.828285,65.1619649988323,"USA.Kougaork.TallShrub",2130.8375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999403953552,95.288777396217,-1488.43299623689,-1754.50868032231,344.218048688396,-30.0042785224421,-534.759180325458,-415.035052217778,1389.04701893407,2174.87922436365,1949.35322033117,1496.40475934925,1339.50703041823,1525.63423444419,1418.16187269361,1076.76445991694,-407.991345651915,-4.40299320220947,0.244417130947113,4.40850114822388,0,726.181978868117,14.7712225091377,-19.6265399694086,22.2535476603853,10.3196066009786,1420.4587757786,21.3448949692146,-38.390777723746,42.6264668712525,21.9909181763672,-1719.90483066916,1117.63302038842,11.9245019694731,-30.2062978483358,14.0039833729164,-87.1418601403767,878.977229013855,21.0903639140604,-23.7561413246988,26.5660474633166,12.0987073788337,1008.05464120114,14.3329150213668,-27.2447200324632,32.3997358336301,20.5107479727751,759.300834632668,-20.5216441792613,26.6373018333038,678.474465014398,6.27605647736038,-18.3371477030918,493.4642013748,-13.336870307427,17.5616950451918,-2.44474637146218,394.981431141787,2.71723059663113,-10.6751738146429,5.21352013348352,-10.8813922802445,16.3225853312053,3.50252503051301,448.869774527252,1.74903252092811,-12.1316155277636,17.9682848829825,3.02852831502878,142.50105592897,61.9543252175649,"nonveg_703",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99995082616806,611.657993010547,-3533.73544927294,-3130.56878000237,1589.8674514397,2445.9264828189,1298.09456770484,1206.98049801235,1424.77808542674,2499.64214661709,2334.84614420103,2135.59160628952,715.644643562513,853.558607375464,880.773183262974,640.027293645576,-113.755109973261,-0.641090095043182,0.00196254509501159,0.0823879241943359,0,873.670336433495,3.48465102954835,-14.468996900579,54.6043960270934,-28.788668028667,1124.41019314676,-18.0701652098661,-25.3344464188896,70.2756370716726,-22.3853622039363,-3520.16500773164,1045.95813421761,-13.5819512779188,-25.3418620521396,-23.7156864276807,1647.42605796456,1238.94598480655,15.9536230594729,-11.6709153493946,71.739494694629,-44.0979525277578,1351.83192805792,-22.0364268928697,-32.9183073051619,74.6517616342206,-19.5633422872692,575.205988296348,-13.6857528282866,35.9503742685218,560.05774339458,-0.754820603913136,-14.5620216131025,298.919531732922,-8.81165911999518,18.6824707333076,-14.9887417474968,476.864433222925,-9.10379224865607,-10.3349367702072,-2.68094748721244,-8.22218946574402,13.5942184077191,-4.9697993556946,348.515333846641,-5.62433417153137,-8.54125254919553,15.0466181010874,-6.31016810537496,-83.1695054740653,67.0378823558531,"nonveg_913",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99999988079071,1258.77784900778,-1699.59572686678,-1628.52196494847,2586.34314066399,2624.96069736252,3249.48316602801,1187.14507512165,1996.86185799607,2892.93227492667,2657.07695821684,3100.11488447431,1025.84143653438,1327.52924650114,1146.32547591518,1297.55990856956,-17.200958144023,-3.02624564170837,0.0447081841528416,-3.05876078605652,0,1246.4214224008,42.3435746076499,9.20702527268819,-11.5906012224145,3.77054054922062,1079.75244868082,30.0996003033547,9.81753119541268,-23.3398977995023,33.1825493234453,-1561.87719989656,892.368726605489,23.9464782913591,8.38454489368974,31.4858851916657,2078.48180356071,2537.61675493198,78.2414760634571,26.3928531763604,-40.7586415069502,-3.6219250405125,838.193454893463,-14.1541429645434,-16.3102903723189,-11.342095554556,49.1983551642234,722.612290671665,8.96138870053437,-24.8050404937839,772.530672220198,19.1093517701424,12.5562491894712,456.054282076365,9.82221895897419,-31.5226296627505,-1.48921521503927,122.467898052556,-0.870002879137426,-0.267131257398519,10.0224943093736,1.08818778081436,-13.8093866426356,8.0773244238626,229.256842454231,5.96255623869957,3.44621970901767,-17.6257375575276,7.84355334207707,-119.299805558,76.2282888913326,"Canada.PrincePatrickIsland.MouldBay-C04",28.748,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.989294826984406,2245.92563491473,-406.734711419257,383.399996170168,5233.0826671824,5307.27071286038,6304.24700576967,3667.80896682916,2424.06100794982,2436.03335754577,2415.60203672215,2318.12026404537,710.2334405954,756.338704525988,698.519486101535,695.974980014986,167.50235148212,-1.50887278318405,0.042244086228311,-1.36338574886322,0,1356.51117350621,-9.47091693539101,47.0982116404545,-40.7090772423253,-13.5513696979233,2387.4121629649,-32.1665136887423,85.2647201058894,-54.5595302067955,-8.17715979435445,-68.7689271749124,2014.9924067336,-42.4999470414465,71.9640145261999,-7.8386414226052,5075.47002235371,1842.96397314174,-12.8964551000909,65.8201418979194,-58.005394823308,-7.61624379866513,2350.21715335636,-85.930669116543,18.1367600474433,-21.5167347415243,44.0909298652093,701.031206195437,25.0368287926942,-21.4292867009158,909.656181491771,-30.2692602643465,11.3606620958699,666.204038949553,4.19009968896249,-10.2379287481009,11.9081964956758,400.166377113736,-14.8209769301384,7.3499677405513,8.15038021515647,6.49126866945301,-6.83436569967333,6.21360328224661,381.876492754361,-13.4568537313999,4.73215477106559,-6.04167102385603,9.12853813086252,-149.5711528,68.6310783989974,"USA.Toolik.S2",376.156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968182027339935,1480.92807251756,-2056.16034728501,-900.404012617388,4299.59717514297,4513.16354958721,4910.06370426262,2607.75520523043,2022.12571916974,2715.91415798134,2392.48888908022,2341.21303344293,636.607295889855,991.141980712863,757.363930840264,705.583372094224,-118.626739198225,0.0735068798065186,0.00707897152751684,-0.371454720944166,0,2225.86537104969,54.706896393272,26.7421131582622,-64.342324858737,-25.7361585977581,4204.23590250019,103.798086596973,50.0602701564966,-131.216552026085,-38.8740191097173,-1267.45966545217,3085.80204991914,79.3043333972642,33.7351802926073,-26.9122850130406,4019.69449193462,3435.24673658504,82.9407155148133,42.7088363458958,-93.8649434668144,-34.3305936780162,1559.54813828482,-2.02966483725817,-21.8394726438376,-52.543644332435,74.6081318989496,1304.01582627152,13.0551754980626,-54.3703495258135,719.934279112304,18.5820620893337,2.7431036773996,519.110255246125,-2.48725374858646,-26.4392441344532,20.7497407712987,561.88562661782,13.8252869767056,1.61418801139871,16.6127071294546,1.69895056791404,-28.982835655651,13.6281413462074,446.736072307071,8.75384393819995,-0.578177457451456,-25.32630020579,15.1937421926079,-148.722327777,69.6740055560433,"USA.NorthSlope.FranklinBluffs-C16",130.429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.953641295433044,2958.13493222758,611.208287934766,1161.4797198236,4933.10745513979,6288.48602739011,5897.06387852227,1815.45654034698,2925.42926577421,2592.00441329631,2676.11109301462,2614.99893431782,873.695907420639,1030.77247883032,968.900055750898,797.264096641976,-150.048522123917,-0.0381811062494914,0.00641766570818921,1.02858543395996,0,1619.39156408526,17.1861285612126,27.5417374981867,32.9942545417455,-74.4079290050259,1538.41043890572,-26.6951354239674,16.463177658549,84.1465109326845,-88.4650431173599,613.1258505003,1345.59085855004,-33.9976970573932,9.45294206316282,-76.3648920418238,5185.82846343401,2977.138322383,45.4416997977368,39.3492915820801,56.4017888404374,-102.507409630398,3093.25325320946,-105.189023127711,-13.2718019218137,84.3785951656454,-50.8624481060771,508.645638674269,6.15895466456265,26.3349125177752,608.200393178025,-10.8263517877662,6.18028207779736,322.279097078396,2.2575729224457,20.101894474797,-18.3194248077325,803.239787228407,-26.4283272615086,-4.30012142330308,-10.0160238240563,-3.83806250619189,18.0501362162631,-9.14217941530939,663.202448469041,-18.9976278043783,-6.26904168722982,19.8874390093842,-4.92377603119814,66.9326277777778,71.1940611102206,"Russia.Yamal.Kharasavey-2b",107.333333333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0334051917307079,3285.06854150207,1092.94391920478,1808.83345649439,5916.27079404108,7214.33639995606,7586.31568912917,4728.85194334015,2863.59099623506,2086.38932973426,2044.98196606658,2411.1431186876,608.2079886119,572.628736347692,685.72345159576,671.836121824522,324.475404334824,0.386006891727448,-0.0244661271572113,-0.291280888020992,0,2544.05565147669,27.1894463952157,45.4896323397213,3.84036707835965,-32.5986549035848,3988.55855079629,35.6575661216639,67.8244537472887,24.7457829079947,-26.3420189276123,953.221526432874,3291.69285558837,23.8485125415891,59.5198734834302,-24.0203485366477,6288.84834366395,3883.90730367578,42.3254663025526,65.6695609454197,11.1619145918277,-50.4873124716816,1614.54535840305,-45.7551107641424,21.397799740916,37.6990406227304,8.53691976900145,1079.12621424331,22.8432849637681,4.96274313682972,886.394705275191,-6.8739499691164,18.8495559741252,473.68193576802,9.50267093053764,7.92584863840738,-2.52474236135555,599.082286499936,-6.45156335348782,11.8943422693341,-2.10631323986926,10.773340077154,8.49526413764753,-2.20272209211732,485.82922639591,-5.16707769404724,7.88485782465764,9.88897167681571,1.49267992490259,18.823426,68.3185457489835,"Sweden.Abisko.NF-SeasonallyFlooded",155.935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.89070326089859,-73.0280180550328,-2226.58907789132,-718.631653193547,852.747065676252,1343.12496086066,1110.66994734404,-1740.15613396918,1633.68325877465,2005.1339484484,1429.76869612944,1832.34727316571,770.597543026706,2410.7423693691,1394.90505848092,1505.64233845471,-799.996145892724,-4.20977354049683,-0.0677944645285606,12.7808895111084,0,1316.37586497825,27.4533634306066,-0.451483417172426,14.1587734379779,-64.6840948607813,7159.49989024047,-79.4899888840623,-43.167363840473,-16.4923367575607,-138.387554575984,558.448615449335,7213.31327056503,-86.6557744140429,-40.2343675018612,-125.663118724815,395.415551465668,3083.28109482984,60.3000744103589,5.86188367426793,21.1322739560567,-77.7027536203415,1812.48204379281,6.86944104967471,-24.8910934200406,10.1715572529823,-69.0967552578189,2102.40499049356,-19.5994979902334,-3.65715511777838,1502.70419253704,34.9466091287683,-3.92696989278847,1166.59222001897,-2.02547749144143,-1.33947454402307,-21.3301862704435,3133.07473145878,-39.1540473407282,-20.4409316036928,-39.9297761929276,-20.9803989311695,-8.54799973153372,-37.1946524092153,3143.12764005379,-38.4420039399518,-20.5704552480542,-10.067025452163,-39.5236799789735,-149.962196034388,63.0656095779329,"nonveg_1473",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999920964241028,36.2360491392289,-494.223062618428,58.1627488086659,-193.330878075273,357.199795323928,458.126965671081,-1870.19796244325,1451.60525239221,1191.71717536758,1164.6055917775,1697.95302874314,886.847857163965,963.490048628102,1216.21311442439,1240.21074478182,-124.31037196344,-0.714977979660034,-0.00313713634386659,-0.148847967386246,0,579.490706823666,11.5966220087905,10.2955012813004,-1.34686362995336,-29.4549132578642,8764.2225438984,-301.177286062617,-32.9632841009122,49.3545701200852,-52.2615324898008,1444.00795837957,8067.02501222398,-265.747133327786,-42.8740572482055,-36.8257207618063,-268.566334201766,2328.32492811433,64.4948878603066,24.128068286902,-6.72847802314351,-30.1219591206165,2291.52958832212,-69.6801515060712,-15.4573306654694,11.4334908021852,-15.6000055486249,869.908280113873,14.4481612586594,-2.64381134068076,1401.76381590331,34.4433831741444,18.7494760509465,1141.98884384431,16.8821979794553,-5.83929481956845,-23.6119829291385,391.433037436327,7.86335831130766,6.92539708675288,-11.3976856750585,9.07232095233858,-0.839213894969756,-13.2041352762946,590.209139824611,12.0572478334961,10.2489146723598,-1.59984202382839,-15.1882993810083,126.775180762464,72.1967993150336,"nonveg_1642",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
