"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDVI_earlySummer","spectral_SWIR1_peakSummer","spectral_SWIR2_endSnowfree","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_dem","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualRange","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NIR_changePSLS","spectral_SWIR1_annualRange","spectral_SWIR2_changeESPS","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_green_annualRange","spectral_green_changeLSES","spectral_red_changeSSES","spectral_red_changeESPS","longitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.853777733114031,1602.15140881794,-1430.18125625652,-1038.68513733034,3704.86625306026,2429.67138748876,1503.19819990314,781.556040877624,-88.3123301620299,-1.88615959220462,181.804261949327,1,2089.81368631687,-49.7574687218303,31.2716958360695,-36.6737683878444,3483.63333215955,56.256152733272,-44.8450062709432,3311.11692097598,-58.9702600780695,4118.10886846249,-98.0502111538688,5.1870097929682,49.0057634260484,16.555702324825,1436.34859209196,-0.113543245072525,-19.0403026246506,2.21654234485464,737.656899817536,-7.35740209356063,-20.2541054087649,2.18343257213462,-75.47438848,"Canada.LeRoyLake.TD4",636.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999838352203369,40.7329639819434,-1345.99830564707,-2646.77170443049,2031.48259545988,1511.09371398703,2040.75847548374,675.323858427889,54.9752571621765,-4.53791046142578,1442.57788085938,0,1234.92482184895,19.9270336087176,-4.53076058724095,39.3910989539992,1631.92914818143,-14.8972045563022,46.4561928136938,2093.52807973288,44.9096301000233,2085.30769077473,-24.1102801756189,-33.2359891043043,11.26556405005,1.55950290407905,806.593413575544,-5.32474668185872,-7.97399991352191,-9.18971484453162,535.588596497043,15.4179262852872,-4.04939392124711,-8.08485578228047,-155.070391486732,"nonveg_666",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.760633587837219,2981.35099256819,820.490092547192,1582.17747753812,5939.7105089871,2223.9664031409,1189.35424986732,623.677783356718,-531.760641466602,-1.02140772342682,358.350219726563,0,2212.52982403279,18.287679091164,-36.5275929734539,-48.5697079508842,3784.89928043237,-75.1645025629762,-56.8439802016261,3105.74581322147,-64.3762150166081,1901.47149069905,-61.33779002255,35.1442888144873,-28.6633598111998,-19.9032658303513,472.324739062395,5.90986125560254,-5.42962533206695,4.69493705315527,204.323097372732,-2.64083360415527,-8.09658133262708,3.99816645175723,-150.161176666667,"USA.BrooksRange.7",202.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232790768146515,1688.30166398225,596.732593360121,1077.66036165195,5818.71282703318,1799.92733712585,854.13739942259,466.253732963946,125.158197859505,-2.06699180603027,501.634997558594,0,1578.89390051703,28.1193278020708,-4.70115802993226,-30.9937157511134,3012.55454872324,11.8847428138297,-31.0363408190905,2830.47633312945,-52.2764301916037,1940.04766374402,-21.6840825296301,-36.0139100078302,13.1074634521176,0.759747437458403,296.450904112903,-7.45120760416477,1.07820732315233,-3.92694356646117,100.092407820245,0.219248778963092,-0.152678565018122,-5.05276243210855,23.9109068,"Finland.Javrresduottar.EC-Spring",964.732,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.990816354751587,-91.6549119359291,2732.30333734024,-540.143083539784,34.8012943111093,1098.58748344072,1187.38730199752,716.131043173904,-929.763243724987,-4.96362209320068,2271.30932617188,0,345.502747018716,6.03828469183693,-12.5324383912876,17.2751373509358,3066.52396013165,20.0261327495323,163.622321044001,666.357315926068,9.30977694991238,2007.72375514792,-12.4086073570175,-10.9353448990453,13.7148686320509,-8.02967515021757,553.765322004284,-3.42475152317428,-10.209425238407,-7.15010903847076,684.809655925888,3.34877503637931,-4.91085621058666,-8.93589364998262,-141.598052586439,"nonveg_1145",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17606535255909,2101.77849993394,115.804822469655,1624.97871089176,6305.45992537267,2085.80223864548,934.752894978057,532.671183539653,-242.424372315468,-0.887984430789947,698.0720703125,0,1940.10880388226,31.5160363220739,-23.3249440854499,-20.3713600088468,1766.93925540999,4.98931832245934,-25.3313435055732,2317.66888314587,-46.5496986718666,1638.19760822158,-15.3737798857715,-30.1317092314946,12.41989221686,-5.96274412364308,494.338858044331,-10.3276130656048,-0.331308685078439,-8.6887446804417,275.507260807022,-2.06993763121805,2.17761466475196,-9.94726455453156,18.84123,"Sweden.Abisko.NT-SparseVeg",59.582,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999903798103333,1422.59719054882,479.126418301764,739.537974051334,4653.70893810819,1825.30147918634,853.160810405327,525.67320119145,178.068110168739,0.740938584009805,8.29702361424764,0,1823.86586452558,43.3478037524746,-18.3125355009821,-24.8474528454156,2040.31864579165,-45.0107985487273,-24.5331861641001,3205.35698314051,-43.7881306463354,2770.93943058851,-39.4277845914608,-47.0554465178706,-0.347603508990778,-9.73998865094354,1369.47265594532,-28.4426419920562,-2.8954253839911,-9.76714335023698,421.014231929162,3.88541617462562,-7.3780887735032,-12.9917958250419,128.885588833333,"Russia.Tiksi.WetFen",114.988333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.853777733114031,1602.15140881794,-1430.18125625652,-1038.68513733034,3704.86625306026,2429.67138748876,1503.19819990314,781.556040877624,-88.3123301620299,-1.88615959220462,181.804261949327,1,2089.81368631687,-49.7574687218303,31.2716958360695,-36.6737683878444,3483.63333215955,56.256152733272,-44.8450062709432,3311.11692097598,-58.9702600780695,4118.10886846249,-98.0502111538688,5.1870097929682,49.0057634260484,16.555702324825,1436.34859209196,-0.113543245072525,-19.0403026246506,2.21654234485464,737.656899817536,-7.35740209356063,-20.2541054087649,2.18343257213462,-75.47438848,"Canada.LeRoyLake.TD4",636.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.568415880203247,1835.73786668791,974.612992133839,1222.35834910545,4942.24173020325,1943.56762711491,1241.16641676872,700.73892840409,-183.901643377329,0.897466818491618,23.5699011484782,1,1818.26351851823,19.3427274593272,-7.70089711748503,-21.8336942581429,3407.5226432656,8.78290806536491,-17.8639841652784,2935.99259188939,-28.3674782168095,1465.74625029205,-22.4429487994291,11.1570076543306,23.2240273875554,0.742727957531575,916.711481065846,16.3881759389864,0.0445011109439153,14.7790532761243,767.564887842088,5.30830566860029,-0.391487153915053,10.9810645048672,72.8620833333333,"Russia.Yamal.Nadym-2-H",503.623333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.863817453384399,-278.580924903397,-1827.82949895726,-2806.20526874289,1528.68881258684,2714.46283799825,1744.5352838103,1426.27511893152,274.455828547954,-2.92833471298218,883.629211425781,0,1471.54411156926,73.6638608318795,-38.5083036074106,24.1968568848876,2069.96449934711,-61.732924742994,36.2361396216902,1943.46968885934,27.5917155413931,1366.43696178722,58.6737644868729,9.67337630028304,-30.0318068868015,-26.2270325361181,583.73764567997,5.51930376485484,15.3617055327436,2.98254779536761,271.883594998561,5.52711123037066,16.3602764448968,2.00276474400099,172.203529056335,"nonveg_606",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
