"permafrost_index","spectral_NDMI_lateSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","spectral_NDVI_changeESPS","spectral_NDWI_annualRange","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_blue_changeSSES","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.999977231025696,-2252.127680976,930.231527100982,279.411564870614,183.252946986201,1868.82282488536,-166.376780008879,0.0311485845595598,28.5695629358248,2978.56139711842,-12.6060143886114,1912.55726337133,11.0925332775881,"nonveg_1834",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.932565271854401,621.961009747332,5294.90949780133,5094.66413633566,6098.18840694815,713.735556347028,-99.0326394180576,0.153052520751953,28.1268601036995,1253.7028491744,-16.2368818654985,647.84823940405,20.0179927784915,"Russia.Yamal.VaskinyDachi-1",350.018,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999962091445923,-3146.02510774241,1540.01876045876,1611.79887996419,2369.95185257076,867.305421517572,-518.242565017625,-1.62145972251892,13.5963558293578,1659.29091860373,-30.8533420939775,335.440535988773,-12.038808224803,"nonveg_882",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999777436256409,6757.12737696361,-1774.42310898111,-1933.52603672194,-3094.33655247036,630.060448941526,-392.529178821523,-3.19408512115479,-34.2584539141421,983.648021121388,26.0395905147514,184.653332580116,4.97017569600547,"nonveg_1367",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.343506395816803,1154.97846093878,5077.02430065477,4798.36973553238,6182.28344514863,735.571259728772,125.271869151452,-1.44189659754435,36.3012877310978,1626.16669410602,5.67705801649257,242.992385472361,1.36460255880203,"USA.InteriorAlaska.24",149.433333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232790768146515,324.799978040642,5144.16417962941,5478.43730446744,5757.14006483399,526.294768012175,-57.1768384475561,-1.29484231472015,21.0294627768601,1978.96849990436,52.7566113430136,642.895410930497,2.73086874383312,"Finland.Javrresduottar.EC-Sphagnum",903.908,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.974346518516541,440.192254500366,4868.60523773547,4637.73534736251,5243.21242871149,648.014288636253,79.960156231876,-2.22874512672424,39.3313840521626,1310.83618313309,-16.7309797634816,384.709076467446,-2.09488425356182,"USA.NorthSlope.Sagwon-C19",476.388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.419941455125809,674.277615026385,-11.153171062413,109.157203247903,641.881168728816,1900.00727042222,452.626053982253,-2.66053056716919,25.3133647167601,508.667136326234,-28.7501294941178,1018.40267945052,-112.57080896125,"nonveg_1241",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232790768146515,625.075019993505,4922.76276301584,5028.08785662282,6045.57576302949,531.863387480286,236.904304327658,-1.7347304224968,40.3914411848577,2204.70860171578,2.10824844762851,556.84060482694,-2.88949587760116,"Finland.Javrresduottar.EC-Betula",1052.425,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999642372131,-2976.7398977067,666.381235707427,280.914773051393,962.022607149851,878.025569416993,-16.412929672904,-3.93303275108337,26.5325972846935,1404.30845523626,-29.1164828680274,674.590825984039,6.78070078847588,"nonveg_988",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.568836390972138,2479.2973832034,6092.90706773536,5645.74721508357,6439.3209039638,575.025344123776,-203.259929354014,0.329256172478199,19.6921763715536,1250.69888597462,-14.2886857043777,355.781070155709,1.68622814910027,"Russia.Yamal.Nadym-1",4919.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.961778879165649,3654.94404871623,-578.506382832713,-3263.85690111599,-1770.64075097128,38.6704814273916,246.580471637712,-0.722232699394226,-5.53306289951437,7777.72407497777,0,110.796386593319,7.15917530864033,"nonveg_1720",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.995380103588104,-2255.81670266268,914.610747935629,1009.86479016426,1255.21621782942,2332.9780456817,-158.292431139039,-0.0731005296111107,16.7967179083841,774.269907006766,-22.2280316084246,666.53353452784,-6.8284056519019,"nonveg_902",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999962091445923,-3146.02510774241,1540.01876045876,1611.79887996419,2369.95185257076,867.305421517572,-518.242565017625,-1.62145972251892,13.5963558293578,1659.29091860373,-30.8533420939775,335.440535988773,-12.038808224803,"nonveg_882",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99794465303421,874.086988736313,6548.39185538869,4626.66335416339,6113.50474414601,457.607014197857,456.011800870647,-2.00043272972107,2.42409323769438,1709.34023655265,-0.447868014986729,324.194933644628,2.3098485337396,"Russia.Kolyma.T1",2166.70666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.961778879165649,3654.94404871623,-578.506382832713,-3263.85690111599,-1770.64075097128,38.6704814273916,246.580471637712,-0.722232699394226,-5.53306289951437,7777.72407497777,0,110.796386593319,7.15917530864033,"nonveg_1720",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.419941455125809,674.277615026385,-11.153171062413,109.157203247903,641.881168728816,1900.00727042222,452.626053982253,-2.66053056716919,25.3133647167601,508.667136326234,-28.7501294941178,1018.40267945052,-112.57080896125,"nonveg_1241",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999683976173401,-756.85542164818,1696.67611415007,2735.72931145734,2983.52669066295,734.853216503021,-429.367319166464,-0.856092631816864,48.578430167529,3035.67321299952,1.3318080217567,392.876581901802,-6.08326055507454,"nonveg_671",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.849971115589142,2850.53468344292,-486.262561849142,-1070.12435359176,-564.871601046437,778.020091782006,314.672680354126,-3.63827872276306,36.3472761289109,3855.24611431573,11.3631448220098,675.751213933992,-9.33826301838145,"nonveg_1290",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968381643295288,471.376057635521,5918.92677609229,4813.16016528058,5713.69790712187,636.403436385754,734.446809882309,-2.0131295522054,-21.2682652534224,2211.74200380211,6.10060758942809,517.869815020741,15.0759564090017,"USA.NorthSlope.10",258.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.401205226778984,2169.72239289004,6693.71682437521,5723.77447950175,7222.47842967846,460.769814523375,533.793471159809,-2.35846096277237,32.0736631116317,2386.28636889107,-15.1963887976846,612.598017541505,-2.3212325032136,"USA.Kougaork.TallShrub",3553.2425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999698877334595,-247.632653665105,4465.17445113033,3345.56533663259,3714.85249954008,566.260351281426,168.104210286562,-5.19146966934204,2.69235414759347,2718.5939665023,8.55367459454095,408.973941976898,-3.38557174881633,"nonveg_856",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.181683570146561,-517.033314795201,4511.69278580004,4998.56173109942,4824.03919656018,828.318926731285,-196.484967835602,-2.45647015571594,-11.7871195129434,1756.55350029796,26.0935422249486,467.104618561752,-0.489216124371394,"Finland.Kevo.12",382.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.974125057458878,-2366.17056131088,2203.60996977016,2400.47113047308,2012.49024140278,1107.58347355048,-68.0968491896517,-0.882158517837525,24.320735591653,1487.66624022351,20.6040397999709,523.693897238591,-4.79348185813831,"Canada.Ivujivik.TP12",1000.04,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,-2771.57972991671,2199.10246611834,619.940579394919,533.000545782824,2125.23430322619,215.672864151808,-3.19266676902771,-47.912561697568,1671.21886163765,-0.403544803095327,559.312112914056,-10.8306497466692,"nonveg_677",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99999988079071,-633.573512626441,898.374444332068,371.157071642021,844.007186350173,1907.5918875431,-705.738270265683,-1.26573991775513,13.6888437666613,618.161613416592,-29.896312718379,631.391337781,5.86626806163816,"nonveg_806",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.100188583135605,2561.65143100983,5547.34141223773,5788.04872515915,6705.16031195582,882.107962252566,279.916986414167,-0.986966133117676,44.2989320632854,1654.12150769352,-9.25663395952415,331.865994372228,-7.21209363835618,"USA.YukonKuskokwimDelta.2",587.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.887534558773041,326.587600812748,4903.93858590875,5479.80585939206,5942.08880893623,628.476761891641,-256.14161908412,-0.756621128982968,46.312237025194,2750.42929578909,8.89806844626169,380.253353880532,-6.35868666032034,"Canada.PayneLake.TDA2",1045.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.994853973388672,-1648.8918831698,881.091281390791,863.143366498681,176.943860160776,1846.60629336447,-24.0161211811324,-4.34775304794312,6.03611780721094,1155.38913861754,39.5423167373333,404.821999073995,-4.62631235332557,"nonveg_956",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,176.77218223849,4237.04517996701,4376.99799950142,4834.98697700043,704.709603445592,-166.928278182953,-1.70589292049408,19.3482293300914,1290.04041911972,-1.55184354098388,456.227526304915,-3.87449986998743,"USA.YukonKuskokwimDelta.15B5",113.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.998158931732178,-3714.83934377543,1611.5248053609,509.38835026402,1729.25737212768,725.490012431938,-462.757897188117,-4.18484735488892,10.5198421881665,2276.72961918844,-20.0020981727584,875.42704222474,-11.5404732822509,"nonveg_627",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999990701675415,-811.314540194686,3001.33540259743,2632.01785252417,2875.70583549771,1191.46243051816,35.1786311699028,0.283639311790466,1.01449996640343,701.078438326835,-10.9732013435925,418.946883167369,6.0530058610977,"nonveg_898",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.970430552959442,-3399.75092764622,1046.49301379354,1551.93683915271,1709.85866173393,876.698493445062,197.560129084783,-2.24465078777737,25.6707739972263,1177.0377500767,-30.4993028637423,435.736235579066,-3.97654790639162,"Canada.Ivujivik.RTP13",976.97,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999998509883881,1721.6189438301,2272.55076371444,3300.2807709432,2699.05967097158,869.49530992678,-339.773977922419,-3.65737342834473,35.1543180881206,6082.65367873073,-43.9154276554799,854.254218282752,-19.9392629987867,"nonveg_851",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999980449676514,210.106530926969,2832.08356275578,3849.84095429097,4689.51460091049,475.937202390531,558.989195542329,2.54945993423462,88.2580130061046,8985.46185761407,-10.301999882487,367.029736162314,3.1869143710052,"nonveg_1813",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.967148005962372,-1771.74321341423,1033.19166538704,351.058790172678,278.822816519558,3352.21214019008,27.1737777631471,-4.67877817153931,42.8032765944731,1428.23418843183,-23.0270189181101,1534.68306236191,41.8729207762626,"nonveg_1309",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.708450973033905,1551.7949174538,5267.88326760069,4984.17706208807,6107.40901746568,729.433681315135,52.8993202250168,-2.83002409228572,42.265446488889,2241.45032538232,7.59277595084936,574.701188549297,-8.28923602032054,"USA.SewardPeninsula.QuartzCreek3",1084.36666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.999768733978271,-3901.42101555406,276.344581666429,1407.87046982929,117.390495787758,1038.13057609757,369.385300661078,-2.78782081604004,1.33439818437898,1569.16866912574,37.8109525019081,518.889342844815,0.774337404333054,"nonveg_871",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,-1179.62776387962,750.871383134283,-318.777603816963,1398.57676999266,2170.0639414989,791.60976859678,-0.604909777641296,9.51629212026507,1988.55628055793,-174.751450639313,613.324206318878,-7.36284591494881,"nonveg_583",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.980976760387421,-1864.52607217911,3287.14606477356,2566.47441617552,3534.09943769852,898.652004892404,37.3427449351814,-1.11014462179608,68.9129086783874,1856.17758092157,-23.4823933384758,716.48820091478,-14.8842205086038,"Canada.ChukotkaRiver.TPO5",942.54,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.248646378517151,2504.49286275661,5801.70623194189,5925.46217729718,6470.80748877655,591.518617828858,-201.18663253476,1.61027503525838,54.6909062036147,2164.94427398052,-11.2188101619196,572.535101615722,-3.19807318510296,"Norway.Javrresduottar.A-Betula",970.89,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999995946884155,-1353.58360602957,1440.02456527565,473.201985881763,568.764740625675,1716.9771200978,-195.692137791322,-2.47745323181152,-25.0784251778068,1314.27313623552,-33.7882839963497,1519.34144026341,6.68112327599172,"nonveg_940",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
