"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_earlySummer","spectral_NDMI_endSnowfree","spectral_NDMI_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_SWIR1_endSnowfree","spectral_SWIR1_lateSummer","spectral_SWIR1_peakSummer","spectral_SWIR1_startSnowfree","spectral_green_earlySummer","spectral_red_earlySummer","spectral_red_peakSummer","spectral_red_startSnowfree","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualMedian","spectral_NIR_annualRange","spectral_NIR_changePSLS","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changePSLS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_changePSLS","spectral_red_annualMedian","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","ecoregion_Canadian.Middle.Arctic.Tundra","ecoregion_Eastern.Canadian.Shield.taiga","ecoregion_Canadian.High.Arctic.tundra","ecoregion_Canadian.Low.Arctic.tundra","ecoregion_Watson.Highlands.taiga","ecoregion_Alaska.St..Elias.Range.tundra","ecoregion_Brooks.British.Range.tundra","ecoregion_Interior.Yukon.Alaska.alpine.tundra","ecoregion_Scandinavian.and.Russian.taiga","ecoregion_Scandinavian.Montane.Birch.forest.and.grasslands","ecoregion_Kalaallit.Nunaat.Arctic.steppe","ecoregion_Northeast.Siberian.coastal.tundra","ecoregion_Yamal.Gydan.tundra","ecoregion_Taimyr.Central.Siberian.tundra","ecoregion_West.Siberian.taiga","ecoregion_Arctic.foothills.tundra","ecoregion_Interior.Alaska.Yukon.lowland.taiga","ecoregion_Copper.Plateau.taiga","ecoregion_Beringia.upland.tundra","ecoregion_Arctic.coastal.tundra","ecoregion_Beringia.lowland.tundra","ecoregion_Kalaallit.Nunaat.High.Arctic.tundra","ecoregion_Pacific.Coastal.Mountain.icefields.and.tundra","ecoregion_Ogilvie.MacKenzie.alpine.tundra","ecoregion_Davis.Highlands.tundra","ecoregion_Northwest.Russian.Novaya.Zemlya.tundra","ecoregion_Ahklun.and.Kilbuck.Upland.Tundra","ecoregion_Chukchi.Peninsula.tundra","ecoregion_Torngat.Mountain.tundra","ecoregion_Russian.Arctic.desert","ecoregion_Cherskii.Kolyma.mountain.tundra","ecoregion_Russian.Bering.tundra","ecoregion_other"
0.982395112514496,1900.95327130235,140.37872960877,32.4004209863888,-263.399580657294,5853.60427913432,5808.4283235301,6787.13037258522,3765.70031781973,2241.27242713726,2314.35172392491,2546.60802944846,2012.07891993651,685.345805206724,700.642041654148,574.140736688527,740.452882440873,-81.7720987222555,-0.279353559017181,0.00191215518862009,-0.0274673029780388,1.58519864082336,-0.273736983537674,0,2277.95175527542,40.5119642781567,-24.4418443208779,-43.036951951034,1780.90666134369,21.2901319581581,-16.0013277828625,-42.1161682918478,1336.42287845575,15.1315491000902,30.9519984328668,-12.5956035890906,5540.18122069036,3600.2821123819,70.9592380700957,-35.6950235926018,-61.5726778104152,1523.8204298977,-46.5847564933622,-5.96077557207583,2.97242999903843,-2.88898709691479,2241.0326646273,993.719959231069,-10.082529041485,920.632679873029,12.0766459616847,19.6693085166956,-8.90227405544818,-20.34126228076,343.764223151314,3.52040186760483,8.33353686175083,-2.9512363074799,-7.82743383243169,169.729819838509,-3.68416300457864,-2.00093664480612,-2.90071052357622,-3.06565489617767,697.238305850153,49.473361864972,-1.28023276197983,1.70012984325553,0.00678385642247122,-111.548217,64.872099998817,"Canada.DaringLake.Tower3-DwarfShrub-2",289,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999970734119415,866.196837567125,-2578.3438398506,-3028.83768887818,-1980.94617405495,1009.29033084199,959.778329734368,1211.95858031222,1514.27379721912,2041.74956555644,2740.67618319782,3084.46464061702,3293.1854447289,1349.65835035376,1550.21687153076,1573.04801390094,1688.98340105303,646.380673879336,-3.77394843101501,-0.319216638803482,0.0890149995684624,19.6606674194336,3.29044795036316,0,793.234983222784,-23.5167804540031,-6.94761193962216,-16.2858063216794,1154.2032919111,-40.1812516453635,-8.03613257486977,-27.8556829313954,1047.89151482324,-33.1887592108695,14.2570039052137,-8.08472739117348,1015.74109815931,1130.86934453027,-28.0546370209519,-11.4627386626297,-26.1988125929781,659.245340273932,-36.6247411263296,11.4676453907458,4.77403728639513,-1.5945150467183,1802.90288073415,1019.97191006918,-11.8086677379578,1251.43587917246,-13.3195988319314,1.72399860349345,-15.626748064509,-31.7693917109719,962.147257777934,-10.4755800694391,-0.306849635849934,-10.7064577803374,-24.205520541605,488.980735383272,-10.2632532967458,-4.95175954559872,-10.5305273965724,-6.48234097791791,1550.21687153076,665.689441696907,-7.70925164012587,1.2683967983433,-9.07593325575613,144.97743747208,61.5558776393484,"nonveg_682",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.105277881026268,1978.05534935104,899.883609240511,1996.55124898656,303.818044783693,5295.74007414628,6317.84966909584,6847.00001552031,4219.42606076686,1478.53602367252,1411.13747736207,1542.17302134876,1864.63911146524,510.501193008119,468.091464671389,459.975419990788,786.937084291235,-6.00731001278265,-0.336329641441504,-0.0412609373064091,0.0579114792247613,4.44291019439697,-1.07427384455999,1,2154.70100817016,26.4846972105119,-63.0128204301117,-2.96288861645811,3260.66811013326,36.6466440285274,-70.7684995810369,55.2930045599551,2760.45173205904,27.9812401660673,53.2085166591987,-59.5153568679813,6220.02503581576,3291.88342537708,41.0065419359263,-94.7336929169745,19.1594774799481,3389.42637045765,-50.0981709532308,-26.4245506128787,-41.4554651163117,120.696217954152,2338.38655733288,669.427313612529,-35.2330165059226,1220.7888364333,-11.7631390972088,-4.84910015614645,-34.5248790431169,34.7079780282189,949.571505579297,-10.8411716337271,-4.88341180240028,-21.8387194079456,27.5234251443387,632.809361223007,-7.20517652900963,-16.2379788076616,23.9851597674553,-15.3038014063925,612.693771139469,725.144186038538,-8.65009622076445,-4.71963376902152,-14.2407034939902,18.8211613333333,68.3176223323166,"Sweden.Abisko.NF-Wetland",83.8833333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999994099140167,165.974498902321,4204.43773488445,7092.09419157711,6269.60901852916,-1444.0096085645,-1687.79463605166,-1502.25260544826,-1625.29159056337,271.946380505706,0,0,268.863008527074,433.419058284548,208.233252592627,91.7969505610706,370.447719895901,254.133034132045,4.91552972793579,0.000400612480007112,-0.000574084057006985,0.0404676385223866,0.00463583227247,0,574.516419743863,-22.3329743261339,3.26899061678823,35.0321040328026,6259.12633970971,-277.859458628812,67.0027804849957,333.775120425013,4150.65530976244,-147.512234546051,-90.2142037906985,50.6256680645861,-1587.89408248761,243.785027487159,12.9487129999194,-12.3694687068932,0.511510949427399,2871.04468065744,-29.6654096314021,-6.29238813538476,64.0055024447848,127.397476265712,149.476417865534,450.54971975039,0,271.946380505706,-16.9161639089926,-2.28833670008414,0,18.1297587003804,198.108532640589,-10.5696625160629,-3.44333470003424,0,13.2072355093726,315.177757803208,-13.3575694129543,1.84193876927358,16.5973205288955,0.870928398735301,208.233252592627,278.650769334831,-11.5867476645196,-8.31687871653975,0.93047106649282,-110.205291549295,71.2669712657118,"nonveg_1695",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.204901129007339,1700.84438247161,1193.36873834588,1456.1259650642,119.915393555561,6070.29713741691,6691.38146610101,7273.93847466401,4358.77420132733,1417.02123744046,1413.05591498503,1463.64534996138,1397.75949455142,485.047790797762,406.241318439625,389.116301764988,496.168480574705,-119.787618963711,4.06064605712891,0.002863934263587,0.00614176830276847,0.663968801498413,-1.30702841281891,1,1667.83351869701,42.7649620178721,-2.30840497095684,-49.2698778709188,2945.00564875076,75.5129653525835,47.0421949513584,-64.7081668036062,2079.36770696016,53.3171206912861,-28.0153502014444,27.8085294476998,5655.63128156702,2603.90716796481,66.7668504606362,12.7806785400766,-64.5782856734279,2715.53532167693,-2.45910729718015,-65.4907534271725,48.6106703338448,18.9425953297402,2021.21464264888,886.828858605591,1.23560622189834,516.29098060736,6.53656611647264,-12.907274515184,7.19916405561881,-5.73023600476468,460.594366012001,2.92618589356284,-11.5148591503,6.63920738370577,-1.34264444300199,271.669433822926,2.37861324606893,5.24415069163461,-1.15782119555232,4.96449861767949,396.273024222818,361.596810577034,1.37563652500176,-9.03992026442584,7.70218483517809,-147.85754,64.8668599988168,"USA.InteriorAlaska.2",1152.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.990816354751587,384.660857640936,419.281358535601,2273.08145883927,2636.4908334103,567.216391445072,-258.318603101713,497.712733585683,-47.0464785329257,1098.78323334229,907.139303108489,1352.3341659456,1072.17091189545,1066.14023255791,1201.13631237375,868.457135869176,1393.03225780533,-468.847536707138,-4.96362209320068,-0.38668555021286,0.349360018968582,32.0399475097656,22.2669868469238,0,835.598947093934,4.85907164209507,-32.4136688051061,-5.89525139402913,3222.64599702708,-59.4423853602931,-5.01999636920995,64.2228344829279,3401.13998328792,-61.5891520798527,-31.9981218490061,14.7626877285574,23.7542890396676,1208.00898964285,17.0628574993888,-39.7911229835472,-19.1236997548033,1242.7121929938,-13.6922054325203,-11.1049327985501,-7.9262666177591,62.1356096496898,1080.82929875863,840.954838592537,-22.1729411405499,651.135516045449,13.5028863127359,-5.56596360022535,-23.4313085703742,9.58219651169009,376.143772013891,8.70679661806997,-3.48073191473825,-13.0187732193987,14.0547664953518,990.45962912941,-10.6503120844547,-12.4024295260497,-5.23464817399271,-12.3145499421224,868.457135869176,919.282530745987,-5.33044292865493,-8.99132909471825,-15.2072866779452,-141.598052586439,61.6588768728065,"nonveg_1145",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.990552246570587,788.73277535592,-1165.29045827794,-749.658562075357,-929.214258249891,1895.53627923684,2613.68339291063,2707.29994903581,1621.8341950462,1889.52377618436,1911.30816224464,1989.68640158222,1882.63102467404,939.607936970009,1028.36153844128,1020.19745123834,1149.67563809034,-118.770356727083,-2.32416117191315,-0.0271356971934438,-0.00623948778957129,1.60337460041046,1.22726398706436,0,1181.10802842123,4.24645645325666,-131.778979573723,149.382995972247,1630.60941399511,-9.08141265284099,-154.273879854552,193.368132727936,1150.22049899226,-3.90244965810827,22.9423737518697,-132.371338512605,2299.80057607134,2186.00438865534,9.49369634063878,-181.884973843149,229.886792277052,1861.10334152619,-41.5556436596934,10.3050161310179,-170.971127891885,238.68979575401,1442.43461493462,609.83416330097,-84.8953568887516,410.608002175011,4.52957789672662,4.40611622615875,-75.4251940757767,73.6692571164629,244.906118233249,3.87163594987199,1.1842184529874,-51.7782612971831,48.9812236466499,294.342126273541,-4.82536931864582,-46.5801320373053,58.8684252547081,-43.5308363348674,936.944999202834,277.568188917376,-2.59680243300622,3.5109148072505,-47.8419139656705,-147.99334722,70.3153055590713,"USA.NorthSlope.HoweIsland-C13",575.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968182027339935,345.203168667521,121.802499894029,-1531.01884937956,-3635.97131481755,4989.73394794546,4781.8416642355,5082.45723170231,929.781638631948,2457.74572455957,2485.15314130512,2503.71454651753,2173.66516878346,861.93908462104,1061.087774455,777.408079679975,786.687898367,-770.394071974334,1.41127216815948,0.0030463479924947,-0.00331467879004777,0.368111550807953,-0.339556366205215,0,1969.23245095683,39.20151864516,4.77168250572207,-79.9378636265657,4105.00665076115,78.6498482121002,37.7859119959789,-181.119138481225,2600.08158891896,53.1806541229249,19.8126536063647,21.1650930469745,4080.5665398919,3336.45039668184,62.40015356747,11.7032853730922,-126.08451203715,1323.18841482147,-8.77482499637883,-32.8490262479288,41.5370209019101,-31.7000946272893,2146.18571381352,823.736331715831,2.20583010158919,271.91572855136,6.95052854470333,-3.06483376395258,6.42390004318883,-16.8874717970444,279.206999114659,1.2644176388842,-6.3322259571279,7.41599256649924,-11.7384785615034,146.515808393009,1.10833059247475,3.25168053806889,-8.53447639615619,2.20112916793782,865.466011675796,214.830525448009,-0.766486945084991,-4.11892693649665,4.20022640324826,-148.718726666667,69.6744299990434,"USA.NorthSlope.16",49.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999991178512573,-211.133750965419,-3961.56389416933,-3793.72034754134,-4568.74419699377,1461.53535334329,1185.5076769429,1112.52838172406,192.099275934467,2490.13877106796,2338.20741771427,2299.72874220332,2131.12264070599,828.502580492553,871.582749068061,647.890356455686,747.489090984112,153.519878362709,-0.419689178466797,0.00822595879435539,-0.0189105439931154,1.21331322193146,0.751189172267914,0,768.634930036989,36.6016633350947,6.08387190779869,12.8235743611087,1214.80989980928,36.7622995302427,26.240851465274,51.3248204893857,939.716865839644,28.9133477535447,-36.7558723434124,19.346786402817,1051.02852399906,1269.43607740882,60.4493370194677,4.86528634792295,7.37276594422993,829.986227394679,20.556478909365,-39.5231536854609,12.5735719897646,35.8436811390319,881.048490817311,503.622942711012,5.5274946227412,492.650504856992,23.459547850333,-15.4306858742697,2.56524503406375,9.49570958460583,314.226986870243,14.963189850964,-10.403069103214,0.0599373596855306,4.82259876387054,248.970532158327,2.42877286468197,4.1897175074159,11.632798096693,2.85703485117202,747.489090984112,223.692392612375,5.90922181352135,-10.6520186958274,3.16614629007557,-84.1710938720243,67.6709047623043,"nonveg_684",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.931097156471676,1583.75243006366,-836.667943392575,-1636.31187420066,-1208.84247461772,4278.40167120639,3858.9816343016,4602.5488133452,3076.36606324531,2482.09369806008,2482.81025230545,2688.28590287492,2674.02883301831,854.568656987213,951.549041956505,855.709439290727,1038.63519473223,115.413749266954,-3.92221527099609,-0.0309297309981453,0.0704381082206964,11.2809737735325,9.25701041751439,0,1756.24559732271,76.358504231422,-10.998554782295,7.11092392808138,2034.10784038145,88.4394713209328,-2.87734501369165,17.1262250649982,1829.54793275873,79.5455622938577,-24.0430572090973,-2.84718487605325,2725.52897280684,2441.07444095244,106.133671345758,-15.5875015997072,9.85858413734664,1904.41623180266,45.103671874863,-51.6135083116221,15.9695789810795,52.045286440444,1752.5482963601,791.521761391927,-6.83623449999486,436.534248426168,16.5989871489105,-11.6924384087538,-5.568418807717,0.79043443114678,316.870983330506,10.3340178122255,-9.34020691540828,-3.31092919145382,1.17793931989149,246.573258349915,9.40988540293454,-0.164942324868357,6.82842942744792,-1.67767147004373,908.310326216555,282.621144943808,8.59819058322016,-10.8048411131957,-0.832319936682511,-147.194864,65.5609679988528,"Canada.Yukon.WHEATEAR",56.7071111111111,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
