"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_red_earlySummer","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_northness","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_SWIR1_annualMedian","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_changeSSES","spectral_green_changeESPS","spectral_green_changePSLS","spectral_green_changeLSES","spectral_red_annualMedian","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.999995589256287,585.124757871334,-2620.48154887813,-3684.82437437311,510.18409479737,602.287925076203,87.4672849177468,832.782348535124,2153.45814599733,2026.47100186549,1902.1618035101,453.147486477029,0.941744863986969,-0.0260343849658966,-0.00823523569852114,-0.753807842731476,0,724.02082911002,-11.6293287705919,-14.0576374785855,30.157289793322,1559.21668977595,-27.1654887789609,-28.52082157018,105.215932172956,58.1995357973408,1280.60401037679,-22.4511507022007,-23.2847068112561,81.8698496200294,45.4871142816382,602.287925076203,587.73779944565,818.500058984058,-11.5213662049198,-15.0970289242723,64.352580019807,33.7421576472891,1398.8969090543,-26.6644376404276,-23.2961662543689,65.9299957849825,39.3819582382611,707.715332203954,-11.0603392371318,-14.2152083415808,4329.70476907286,512.853996913114,-5.20986041617055,-13.1063537592978,13.212452261836,400.996953904092,-4.22597768084282,-10.0953421014462,19.1578977874817,9.74239687716358,640.278352233728,-11.5211378875784,-11.345946120769,17.0430704774883,9.71782337071785,-7.39470740605343,-9.81848199959564,15.4724985162822,8.25602771493199,2106.86934543986,-4.89589040140601,-8.97486937454414,15.5386497944238,8.93314928604173,70.4839932710382,"nonveg_568",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999991178512573,366.910089180093,-4296.64460981606,-5092.42910637095,927.383691954596,632.824563892091,802.758176465678,937.874356342032,719.051804092747,537.559813185128,559.433190544383,-599.125465951966,-0.419689178466797,0.00822595879435539,-0.0189105439931154,0.751189172267914,0,521.040352952342,-10.6392981551861,-9.5520699104072,18.5745213490917,1644.0514348288,-50.2498579848109,-28.0383055784652,3.12161681919066,61.9173717286752,1387.96172914732,-41.7201667380642,-24.3732489356177,0.579376858621799,49.1933652297225,869.504048662711,834.068967463422,305.049792449941,-0.499555447020742,-5.93454835661516,-11.3289075049058,14.7924677981638,1576.55804436317,-43.603223875643,-28.2754415581369,-4.47373801691977,43.654255645591,618.666464429628,-14.8138379896062,-11.2317426941873,2254.37257013799,498.341977036713,-9.65278460047752,-9.62582757374165,13.5266874175244,336.0706186835,-5.34901531542473,-6.84217610549786,-5.33703992294171,7.29533453037202,489.641162799145,-14.3930277022604,-8.72332165569972,-0.279855085465457,13.6806243951229,-11.4231364165132,-7.58346311569812,-1.4923040810769,11.0152359851061,719.051804092747,-11.4951837797195,-7.60088635944591,-1.45822515728368,11.4785870451255,67.6709047623043,"nonveg_684",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.898311972618103,2183.39563846309,-1491.91249971127,1336.86368225647,4884.94600380537,5711.37313840398,6646.77164903006,2972.88294691277,938.313208663834,867.787018637159,792.165923933012,85.9951999181138,-3.28541091283162,-0.131420979069339,-0.12216375089354,1.98423169718848,0,1788.85879229649,41.4673264091282,-8.12412347590169,-33.1988570301603,4123.11374954387,65.4917203857141,-25.472632927516,-20.3483036555719,-95.3760199036432,3154.46417647166,46.0473481932936,-14.2393989568834,-19.2953935640124,-77.1558513160001,5735.83292466594,5129.36260964219,3182.38734132323,79.5596835330807,-14.9887775525685,-10.1932503520304,-68.3014802021987,3173.3373499225,-15.5074397842625,-63.8259939638,38.973085786165,-1.00282456869755,1098.76130882958,19.5186914448812,-8.90377075571396,3005.90211702259,599.771938960127,4.48917874646918,-14.9942984740032,2.55057521425609,643.497640325284,3.3693183310098,-16.0874410081321,10.1211863050431,2.50568575199372,297.045259098363,2.75759362702123,-6.76360681358252,2.61957043571751,-3.50406732902659,3.47961663809366,-6.5965083977279,1.40294135773257,-3.54073003649945,886.741638989592,1.78450845592482,-9.65436608756842,4.56655000509208,-2.64121659178828,64.5985059988024,"USA.InteriorAlaska.AMSUMMIT",54.9537777777778,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.998365503549576,1467.80192744064,83.2905408382471,-170.931389529635,4046.20262023694,4928.19899533403,4724.72314702019,2721.44215792314,964.41541467882,893.286633159747,834.273471760496,52.2007527945598,-1.662760453754,1.54716493044479e-05,-0.00162811823215129,0.658012364970313,0,1031.57651227181,20.2972509527856,7.0882240020981,-8.86294244871624,1568.1726537776,-16.3930734198911,20.7275355295727,122.202302589726,38.9767179802725,1366.65333662972,-29.0425652683192,17.0904709060502,109.695653165876,35.4759602265021,4145.64282194838,3925.30610959596,1897.75586694435,33.3711795271042,16.9594657918918,73.027858782244,-4.43410748888437,2262.09729974375,-54.1000260716934,-23.9033290918843,93.4986313845551,35.8876412923543,252.736184356163,1.06227290111549,-0.149825978278715,2397.97085559706,279.909580179788,5.10750040176641,-9.65205448895819,-3.33906307852506,263.404603126198,-2.49030426616749,-6.59261308301177,26.7837947227522,3.43379954833476,452.315543091,-10.3855944608085,-5.21149323198466,20.4999798155426,5.62529549957753,-7.76238251392621,-4.13990293486745,17.9818002834155,3.49525349615355,908.52555132089,-9.74833140524266,-4.33633757804259,22.6079975915764,6.88028513010155,71.3219329991149,"USA.NorthSlope.Barrow",1.37033333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.968182027339935,599.291642007981,-2291.21707061527,-1256.85378424121,4363.02845755462,4788.134027779,4508.37931005927,1762.58170854081,912.033268506716,772.197196787778,634.213692419449,-112.393364873999,1.1057223478953,0.00948995538055897,-0.00686576093236605,0.386532783508301,0,1783.30731768197,30.9187091382849,26.6073333675851,-44.1169417083199,3089.42881662653,52.693381267789,46.9656128169378,-23.7301943249954,-73.1578620991906,2124.34328329398,38.408888874101,30.1183138128017,-21.8199692588513,-57.3322458198838,3477.12307346128,3630.569410193,2849.47010650868,47.6964997665562,44.2218907659817,-23.3311288644263,-65.8950906560474,1476.04034901995,-23.4642424732207,-24.1499623338744,18.1562908428277,31.4891353699764,783.768884547364,14.9195407683413,10.363326475122,2331.55014630432,87.0297123941946,2.10715499420516,-0.401558470280648,-1.62550783269682,239.322586739968,-3.6196979558588,-4.10038548736596,1.97326702772021,2.75516753979415,41.0136371551673,-0.522177256913423,-0.80084329647907,0.442726718191121,-0.128751953313594,-0.0350330850622435,-0.383556250185162,0.112895118134681,-1.39660185717289,683.823848375451,-2.2570726514087,-2.67202648473047,0.97138095828096,1.06567062059365,69.6739999990434,"USA.NorthSlope.15",13.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.998060643672943,-161.494252583912,-3838.13122223186,-3531.78897588007,111.758966541169,671.886006531837,837.346833844246,-610.039623068558,1051.58484156283,639.00225840366,562.330725431449,23.3974417040203,-4.70567989349365,0.171974048018456,-0.459645658731461,4.1271710395813,0,354.575442479932,1.2251158289738,10.5940655870239,-0.82490814977162,6926.0544422721,-162.212616928732,-49.8710445030607,14.2340141884099,-35.3613443857145,6983.02411904901,-169.002850858219,-53.5532115650212,17.5854652041605,-28.6914952483002,585.384132647963,319.267263299331,1447.3864569128,24.0599529869909,24.1862622434359,-6.61843309249635,-3.32699514937976,2498.34593354987,-66.2791949279082,-16.9990028570874,10.5515935961894,2.07215748731083,1538.6508061979,-35.8966238040414,-9.84727814548918,1224.08198213006,347.721288061473,6.6273179377032,4.96339166434589,-0.784271897309124,257.089632616449,5.53741092148267,3.03224349906561,-4.68011864261237,-0.921165722275882,2212.14506647886,-53.8555114036171,-18.1448745502695,6.43677164698552,-8.19433765526529,-50.114727960757,-17.5346062315023,4.71862918989513,-8.28130162986906,639.00225840366,-45.3630899996558,-16.3084705377126,3.06686131888843,-7.9043693710095,67.6754067689499,"nonveg_721",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,-86.5713243530537,5805.77750256152,5244.82336831258,295.17229020447,2271.26447713039,3208.85900110843,-2418.64438177268,439.906813435932,539.183479105149,622.135240829511,72.9720209198393,0.248362168669701,0.000945008476264775,-0.00103278295136988,0.0755094289779663,0,1188.06940666698,3.3969330406464,24.9713131428685,-9.95713928719149,2590.658549261,63.1867938844147,-3.53868118147072,-9.3847499941069,8.18055365743281,3158.4728430922,58.3472199511322,4.88768311540114,9.38643995680732,17.3256616740944,954.896831716377,862.309643677397,5627.50338288111,66.1906505360282,69.373493116761,-44.6473582846684,-62.6841735911436,7359.97711798151,-143.488104961509,-35.1658289180862,2.84098483797933,66.717295728086,653.283221784081,-2.07150014047998,15.5543624234305,329.761024631386,384.202439944536,-5.90772434268003,9.14767714153657,2.78844041975713,204.427063893583,-3.78643095417198,4.8673110450853,-4.40607394145373,2.08328243434912,184.108213470266,-3.42667919332232,4.38352889214919,-3.98592173484819,1.87087682006036,-2.4344775771518,3.96373937930821,-4.50616150386732,0.900086948555467,578.040113025877,-3.39622664497137,4.33877208079949,-3.95008389163628,1.85031590098704,59.9849621312185,"nonveg_1794",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.968522030115127,2272.01671948985,25.883513461469,1206.43486609494,5433.76157834527,5744.79791962973,6656.86601148142,4160.4963421216,724.529803313428,680.703605328516,711.824171654317,-62.7664432598538,-2.33090589046478,0.0426769323647022,-0.0425212395377457,0.123402149975299,0,2883.77898114793,87.6381030951527,8.48786294311167,-28.6577579000484,3764.79246889042,107.573819884133,17.9192624122144,-13.3254669464523,-32.756038680715,2799.56911299799,80.922038207058,12.3969322262085,-11.7116611762721,-28.1823047461171,5554.02132525823,4903.3303997196,4042.57690971594,127.478700303819,7.27386335337851,-25.5807813639072,-30.9542448815322,1464.34156552498,48.8113855174994,-43.4193974819243,8.20551797296709,30.9167404820417,1358.16039572748,45.0771669584516,0.194846232464382,2198.15843296331,954.387352813701,31.8129117604567,-13.1989095449111,7.87266555244407,571.261459516305,19.0420486505435,-12.4248198294592,1.11156007362308,9.11731186406305,515.006519820959,17.166883994032,-7.50325821753421,0.788609411962932,4.94399591528749,15.7382909364589,-5.96705480487029,0.459048532005097,3.27236716851214,611.301387777653,15.1602516401626,-9.60275543444453,3.12941862570326,8.65073007067551,69.1469638860202,"USA.NorthSlope.HappyValley-C18",139.535,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.974101960659027,1472.95121564192,-1530.39038124226,75.1313876912129,4255.89936330268,4813.74705578536,5498.45559118017,2886.2482412366,892.376778696682,797.757788428841,822.752088194535,-47.3301320485124,-1.86420294046402,0.00126147237606347,0.0174729140475392,1.61058926582336,0,2226.05849470372,39.6213417178219,32.1869968210078,-28.583859168008,3250.06285072351,51.8383876682752,53.002349451838,-28.3656560661683,-46.6229804232785,2289.8481597029,35.2675333517614,38.5985363160741,-21.8392625344744,-41.5858275446005,4278.12178366012,4363.38543557627,3050.56357846457,53.4567006938835,44.9485760307801,-32.6454648170041,-42.810696336263,1040.14610590694,-16.9221982815469,-16.6309019089996,4.96560361088828,34.4135457705274,1151.65569357881,21.3634774716413,15.7867061921914,2632.40609656251,317.918774666295,6.77238076248375,2.06928269703745,5.97465776830584,171.811899001697,1.44283581939014,-2.90455677490941,-1.73293588414477,8.59059495008485,134.328249650629,2.47728110796068,0.634780392348801,-1.77168678574696,3.57581960351135,2.69777304545619,1.17581611260332,-1.80272077331506,2.64371603887511,836.724578907672,2.35481370744248,-0.972675891005066,-0.645378410578192,6.91562268288081,69.4327583323661,"USA.NorthSlope.Sagwon-C15",59.156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.99999988079071,536.829305634398,-1548.6043275536,-1638.20796310183,1765.170956798,2235.33424846134,2222.0649338507,948.340973471925,1541.81560050604,1467.4450200144,1443.71029324872,-92.4149467076456,-0.407061624030272,0.0131121745953957,-0.0243560979142785,-2.16853121916453,0,1459.00942854609,36.714051816062,1.96966546373455,-42.8876886223017,1283.31087855457,19.6733801113891,-9.54892298372846,131.306045577297,-36.6636371717383,1377.90777919007,26.3348266858425,-11.7452034138309,130.293305491726,-45.8528507578797,1945.174664535,1832.88996782359,2182.35153186054,56.1176708298971,6.043956948129,94.0792616207418,-62.2454025984164,838.338902520941,0.535798133682677,-19.7352335503666,104.792362815118,-22.5488240500071,630.42580852601,15.2525156593514,-3.91371821435508,3307.49078470454,937.051815564276,27.3695378963078,-3.98480941353469,-36.3451144685924,544.085207209588,18.1653876027206,-2.9928391717888,24.3895741622695,-23.9659938524188,280.417529642273,-4.07301983577593,-8.11904667040987,24.1976199942179,-4.9968664262685,-1.21125530907812,-6.32706715370477,20.3352884705808,-7.02948540327938,1641.8433436008,0.765815356928274,-6.19512206991539,22.0408445705292,-9.82887158042584,76.2256388866657,"Canada.PrincePatrickIsland.MouldBay-C00",40.304,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
