"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_NDMI_earlySummer","spectral_NDMI_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_blue_peakSummer","spectral_red_earlySummer","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_tpi","spectral_EVI2b_annualRange","spectral_NBR_annualRange","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDVI_annualRange","spectral_NDVI_changePSLS","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NIR_annualRange","spectral_NIR_changeESPS","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_annualRange","spectral_green_changePSLS","spectral_red_changePSLS","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.999999403953552,1404.16148426378,222.18764413351,-2678.42607994458,-1578.78356832702,1003.89863411113,2264.72492969595,2305.75602718545,508.70322961659,1062.95204991506,1920.5590853172,2095.90686630354,1602.79339970452,-390.517897085275,-3.19145345687866,0.143409952521324,-0.28961655497551,1213.14039748185,2423.9571850725,2118.6224620796,-42.3861872071081,1797.05279756886,1797.05279756886,1879.24485867892,-26.3811072391051,-29.6667152878957,926.793304882228,-10.3286287842024,441.080609366628,-4.43274423624419,427.884547904173,-14.55382232748,1010.10155648674,419.757353958229,493.113466599025,"nonveg_645",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.982371807098389,1960.49315002016,3538.75673911173,36.9190288646703,-435.859178538296,5815.35463871095,4608.47229784216,6028.92586457943,6973.38318037136,375.873230940134,633.522651814009,509.467572096007,473.624359586472,85.7649453699555,-0.532227414184146,0.0109066284986006,-0.460734554131826,3136.2380334188,4276.06636491482,3329.59526513259,69.0368837285368,4999.98582661508,-48.4276585774164,1648.68077204949,-20.5281202089232,-17.4549753439011,1305.95621829342,20.9473747753022,360.470356127356,6.02770699797815,-2.7078098053761,-5.2859484736906,226.771952050053,-2.64629256590861,-0.268596042911076,"Canada.DaringLake.MediumBirch",1329.78488888889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.86204206943512,1481.67763598013,2438.26116411524,-1380.7002280515,-1685.97882807139,4280.21545676045,3647.17109066596,4780.71518390433,5246.14273697533,531.487922062713,757.496180390544,662.509509327331,682.569950091534,137.654829925121,1.29516413642301,0.0284440774056646,-0.236383471224043,2521.4516000604,5038.45391300089,4541.72708198401,-10.4329866707211,4245.19105525032,24.4652542296843,3475.1969750784,-39.7300961069496,-0.85003894218176,1246.92390265434,8.67217822680689,1707.5035023976,-10.1538675999277,7.42731443834968,-28.1404610643222,593.335736213,6.76887878528837,8.0146588993891,"Canada.LeRoyLake.TD1",720.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.849971115589142,-557.6122806246,-731.305482733805,2001.98804806709,4740.93186136361,-261.655229276596,-1557.5527738728,522.45430173138,737.871833359077,558.894942522413,1271.30013879277,456.475320028068,629.794928116993,33.7976477837258,-3.63827872276306,0.134602278470993,2.79825115203857,640.667220337227,5826.57939264895,5983.08032190958,-90.3735839257455,2295.42460723188,-7.69348327241773,4564.704387044,-40.8624041003002,59.7816522300202,779.078955991111,-16.2308115831481,470.965527173091,1.86089370832142,9.36938702329647,20.6286104730266,863.117852686951,-1.61736598223961,-6.18998600317587,"nonveg_1290",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.568415880203247,2647.85274141912,3391.15568576374,538.597764425841,1357.78520649073,4848.57159116336,4941.5935934576,5340.64801453812,5806.55558409694,487.598204031743,778.860742418141,611.930241354221,699.002894610432,-157.655282812237,1.20426650842031,-0.000908743046845,0.145449822147688,1046.76389348411,2842.23522816345,2894.10738508148,-53.6588606616024,1348.05346028549,-24.1930749902674,2228.9273762827,-42.4056304110578,-17.8356500290153,699.243984981305,6.5864639877695,688.306694678091,-13.4205257658373,-7.51031298803184,56.2518435542182,1118.29043746634,-7.14434849389534,-5.90604777916574,"Russia.Yamal.Nadym-2-IH",396.156666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999023616313934,945.635155340359,330.816863641836,-2676.42827684355,-1712.06907348127,542.509898024024,1452.88397053862,1460.42004395153,358.128333729524,1199.44328574248,2057.25294387564,2236.13007414677,1892.55422158476,733.4655836036,-1.28124272823334,-0.00631324807181954,0.0801701843738556,623.56206820507,1308.10596969172,1344.74601710112,-10.4248727453672,1102.291710222,64.8406888365885,1850.10666596569,-17.9842638644317,-20.5975671741844,460.194384850779,-7.02783929619553,312.439579285746,0.720380481140182,23.9611105330257,4.45378978910736,401.961254152087,21.0682154700676,20.2103442683532,"nonveg_767",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.999950230121613,680.799848593485,950.355986929977,-2460.49609469897,-2686.4231626987,1417.7599927177,1788.16126612244,1523.89782770385,2104.588551352,753.678686652981,862.929175215697,817.84768364691,1037.84188018014,-124.379557850242,-1.93528640270233,0.0425042845308781,-0.86423933506012,628.368637358395,709.247580783755,765.349428738465,-6.43012644159113,976.00859916434,-38.712714909877,760.294427894978,-2.32010025328186,26.2339513786488,498.447943729564,17.0968318947387,519.565488450872,8.19673424064206,-18.9765133851131,8.35450379135437,239.087691491658,-15.9193070159573,-14.6662797688819,"nonveg_986",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0724496077746155,2466.35036969512,3588.08664982399,899.795073898372,1814.44481695208,4720.74272765134,5798.92090773818,4927.64897881534,6975.90691239578,322.675881573942,1081.5303324974,344.750102675059,398.50070283391,-590.321728617851,-2.67283980051677,0.0259575432476898,0.472161700328191,3720.03916508509,3108.52702162216,4300.10936713387,-143.336978904462,6974.72798702379,-48.080310792182,5830.75722013202,-139.950584995576,-54.4079890088249,1762.48982155005,-9.19913762219653,310.872084914918,8.16965945820225,-3.78602101465524,31.1322849953604,4183.38583782927,-3.4898786077981,-2.1829779983731,"Sweden.Abisko.KJ-MesicHeath",808.676666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,229.846753113836,389.074828217214,-387.970825546222,13.4350814860642,-162.164553837378,256.047598230135,-232.892656653302,684.275767964427,614.626393668202,546.567966603182,562.854862611097,674.209377320721,366.52481516528,-4.02530813217163,0.472355216741562,3.71892166137695,757.920187078046,2014.7173458288,2127.92678538078,-59.5190576029053,917.168424617729,-45.8584212308865,1460.91674972854,-44.2702045372285,17.5766093073106,562.824966712762,10.6721143084779,431.354537090748,-12.4759669619925,-3.43632096419678,10.3281748650796,397.849370873198,-4.4066528491934,-5.5677257354812,"nonveg_689",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.929984927177429,2574.58886300408,3080.38151839631,-302.097135403464,-166.407620471509,4886.83983939118,5157.55225525391,5591.66801033667,5833.95583863661,457.098865547339,874.769767905957,662.335354366075,625.891478147613,121.918603442161,-0.768721050686307,-0.00713836857014233,0.323699242538876,1784.56524195283,833.79072405516,1190.92067724604,-36.0885053710922,3613.43815862133,-10.3936260978678,2791.79648487328,-60.3558484167719,-23.5309849152884,180.305450981841,-0.877230148616036,186.961774245559,5.6655083104715,2.93218117003067,3.37495138300687,965.07130961154,1.95915559036956,3.23622979153297,"Canada.CoutureLake.TDO4",314.28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
