"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_earlySummer","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_SWIR1_lateSummer","spectral_blue_startSnowfree","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_NBR_annualRange","spectral_NDMI_annualRange","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDVI_annualRange","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_SWIR1_annualRange","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_blue_changeESPS","spectral_green_changeESPS","spectral_red_annualMedian","spectral_red_changeLSES","longitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.0201598238199949,850.926107644817,-1567.40162851351,2727.89784624418,3453.83745375481,3209.95187932945,2394.42878273735,2275.0121523628,571.402092005938,761.93313122219,253.302581499231,-9.44462394714355,0,1745.91212848626,19.0564812136221,-17.2821885850912,816.928500083348,655.54506986304,9.88455049393673,56.0526634768168,1271.3561730828,20.9588710037074,60.9713936063393,52.986875516335,802.860588309605,-34.9069821004176,2.07403633430787,1388.45471410516,198.349456495163,945.326131639648,-0.236832636099275,-1.02122458966452,805.949030444311,48.3634139100897,17.3276125712139,"nonveg_1177",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99996942281723,-393.589499470547,-1395.36632467647,649.281935249804,366.921008980512,289.019532964153,41.9553993834904,2137.93807934535,2035.9002934414,2200.44173599558,-11.6807154950052,-0.131830021739006,0,626.116046417422,21.0065913716216,4.82114267370759,487.805619323657,447.488377838288,-15.9817277799388,6.61279229379718,607.326535866313,-12.8665143673447,7.7901476016359,22.929907837435,504.530150099406,13.6380838236957,-18.0189339321216,394.820657842572,32.2580422382754,301.854751332079,-21.2044346765984,-20.2292638653627,2200.44173599558,-0.374638650686757,-23.6415915821844,"nonveg_907",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232790768146515,1380.68985529862,-799.70632533206,5056.25486350589,6324.45512134916,6363.09439209097,3500.58466363624,1926.865458204,376.704133085517,444.747030434458,226.757572310937,-0.009816363453865,0,1783.9461144763,24.7736451821769,7.92366362439395,3870.22322656359,3140.6616635121,39.7363166886924,47.2139330533132,2729.82620761997,39.2578800539667,11.9937974662174,-31.2732913667553,1789.35230936844,-36.2951787761306,-19.0274723797656,304.107159822792,6.81018198080471,308.343697270632,0.368695545942642,1.2689810278836,554.551821530737,9.25671030388591,23.91291625,"Finland.Javrresduottar.EC-Salix",1018.9075,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0577872814610603,2380.40081932366,482.37705455663,5015.97235378294,5947.79607497411,6324.9003257828,4139.71946055157,2173.25384143108,567.586014572137,705.084899696272,-225.817170002147,0.184923380613327,0,2108.37275232802,14.6896402037715,-23.5956991829251,2116.04769002789,1552.51911258332,29.5360734071685,-17.1952225343261,2736.80691139047,38.5430435744387,-28.279260471924,-28.506702400697,810.530025133287,-11.0703645331771,-2.45988436584959,315.530568420739,-3.60802489032218,156.512877675456,1.75576794050771,1.562226113325,793.905245818687,1.44461229081538,-163.12279,"USA.YukonKuskokwimDelta.72B2",562.3425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999998033046722,-324.160357271972,-2318.85780784273,461.353793709832,687.784736451476,996.942730462568,-204.031902789006,1887.06798427537,1269.67075225883,1125.03146061839,853.239173399783,-4.51276350021362,0,723.154060969562,15.8604602430474,-26.2847411053009,495.824067848469,475.88513531246,-0.847448648690133,-24.396902239066,1200.97463325157,21.4235574701095,-30.9157994011093,29.3822606438812,787.918275024804,-13.562133932136,-3.69628839838997,361.084636355178,11.4063288822722,377.924967219426,-7.97382733831081,-8.20089199542011,1125.03146061839,9.72844287407543,-117.928816964777,"nonveg_941",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.772309899330139,-87.9228752064933,-3593.11197683926,534.150978763343,707.499090315847,1608.32532306823,150.891615153175,2376.07498350126,1495.26735028967,1144.84244958066,-408.505809275286,7.82688283920288,0,932.567510588362,1.5487722306701,-47.2722793285751,2470.97931948239,2426.58333713536,9.44789068898579,-59.2370527888085,1457.43370791506,34.6507853001578,-64.3447309108847,-25.3698017693098,1118.32249960639,-37.2774166535463,31.2553728060715,678.417885742134,-3.18015291795822,427.976488418229,0.532759055198059,-1.34501073509538,1144.84244958066,5.19458232228646,-144.961912839513,"nonveg_946",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999582767487,147.466663256456,-3140.51597129798,508.834842586336,1244.2406809916,103.738451056738,409.164667241187,1951.55050858345,657.266059956503,612.103555984108,-672.367642890284,7.53076791763306,0,1183.01778713673,-2.54312671666684,45.8054725052884,1750.71680442292,1429.42518202662,-14.24033529337,59.5593825844426,1651.95522948452,-21.3208627120841,47.520926247286,-66.0782091793809,1867.58678201285,-15.6014264929363,-26.1701974088357,1142.88103584568,-45.7152414338271,839.889606411095,-9.37908079884301,-9.41614263112121,824.004759349055,-18.9851248312186,142.841272799925,"nonveg_931",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,398.265898697118,-1207.08833901169,1254.74322947474,1065.601424601,751.285579860223,443.461820495669,2446.80531630971,1197.80259914678,1729.0297241777,-166.687167389902,3.22485899925232,0,988.336688443996,24.915553459185,45.3247485673616,1083.69133308405,919.428613594105,-35.7686339467558,24.6677710351576,1219.81417962586,-20.1383059845805,28.5741677037067,49.8062146267107,1608.23069047527,-15.9466026133775,-49.0204891101684,866.304302860958,47.6264945448074,490.845927327212,-10.8359550374068,-5.47126938443983,1556.27492657188,8.4184976463852,-98.2094955744402,"nonveg_880",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.998883128166199,1481.45255408729,-2503.14598327414,3081.33835623564,2628.11149957539,1665.56116531962,2635.66546037983,3348.68848210574,1020.05700462541,876.614815828055,-701.492541556575,0.0445140115916729,0,1321.21728065763,10.1417107576184,42.0455841135149,3828.72306275009,3379.39634225834,-71.8067672711576,83.9350137942254,1545.60008650372,-54.4529688813851,56.6206078973977,-64.2572488143214,2649.74372575115,-34.0318581611168,-67.8813620600814,1152.70138190375,-43.8332846853058,937.301715258302,-12.5933168130692,-11.8841791580398,1074.72932829923,-11.1224708294469,-85.0264817854702,"nonveg_632",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.998158931732178,1327.79197753095,-3854.10278039077,1551.9681777547,1526.73699726543,2038.9422232079,2218.3830518473,2111.29850594545,1090.38661004662,747.299225428072,1199.13373077481,-0.993788719177246,0,1156.07252529241,-25.8206124313909,-9.75570343517872,2557.31861665051,2262.0877028292,5.93640778600765,-10.2157655765289,1206.3070458931,14.7567892561577,-19.7002009977873,-19.0615181967121,2406.23724474144,-67.1968742689861,-7.7556747919359,947.995873196622,-11.9264656107172,838.531011634896,-1.49035337826963,-1.47303113145795,747.299225428072,-3.55860998531711,-136.050739573492,"nonveg_627",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
