"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NBR_startSnowfree","spectral_NDMI_earlySummer","spectral_NDMI_endSnowfree","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_SWIR1_endSnowfree","spectral_SWIR1_lateSummer","spectral_SWIR1_peakSummer","spectral_blue_peakSummer","spectral_red_lateSummer","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_northness","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualMedian","spectral_NDMI_annualRange","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDMI_changeLSES","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changePSLS","spectral_SWIR1_annualMedian","spectral_SWIR1_annualMean","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_green_changeSSES","spectral_green_changeESPS","spectral_green_changePSLS","spectral_green_changeLSES","spectral_red_annualMean","spectral_red_annualRange","spectral_red_changePSLS","spectral_red_changeLSES","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.988211452960968,2536.5280815669,2294.21026158128,2462.01802192389,619.615864387389,-29.3134819285433,1608.63899851716,5409.99913512149,4540.59916597291,5897.15236812428,6594.74085163815,3951.31545759674,2400.36592150231,2306.80988536704,2359.54455932372,472.471494975354,791.96082896948,9.05307918102776,-1.68046170399513,558.643651891638,0.011588242629336,-0.0324248654974831,0.578854788600663,0,1999.27367620005,41.5956502581411,-33.3280413122302,-45.0034923748063,2652.45519582807,51.7468438098768,-45.1557445369716,-48.0760189550215,1142.56687001997,2080.07558161164,30.0229226824543,-37.4199662365358,-42.4719453582538,5293.67814658557,2778.61913758887,57.4442734717749,-49.16387561462,-47.979124703495,1481.22062916496,-7.71272357698377,-35.6356307180257,50.2191463755645,742.49606456443,-17.0120588997657,2234.18522821948,2219.64203061065,484.94772614856,4.87908596730716,-9.02782532797451,13.2765584952226,387.009224943469,0.393367517243358,-8.8620128571855,12.7191970648934,229.597654350557,1.95717247802629,-4.17208678245906,-4.97309766079928,2.0925162635812,-3.24217563692866,-4.72680685695982,4.90715903134948,846.575997342704,348.537733123625,-2.20032094986581,11.9852950643896,68.4793499989906,"USA.NorthSlope.Ivotuk3",46.8775308641975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99999988079071,700.192437491119,1241.9684269355,881.2903922537,-1432.93243930132,-1376.13737260165,-1351.05049984046,1042.63343153032,1280.95958549946,1484.93822299331,1376.83452379281,1756.6119950968,2059.02854240093,2239.11099926176,2264.76174066693,1034.73075699892,1296.22116990663,-147.955544113841,-2.83116817474365,393.300170898438,0.100287534296513,-0.0809409096837044,-1.03806269168854,0,764.605893132051,-47.7878683207532,12.576977166223,-14.2914455329922,1825.94896869697,-114.12181054356,16.5815413628022,-24.4274477981211,-1351.05049984046,1468.08016827312,4.81658467416854,13.9929369750252,-16.7803672818242,1388.39555178254,713.978563566482,-44.6236602229051,12.0115221333882,-22.664293054872,1151.67827558708,-71.9798922241923,7.2036321757779,-5.73983280785071,646.236568173144,2.37726493541719,2239.11099926176,2200.31326146162,411.458132230435,-25.7161332644022,14.7740173113477,-20.0091618734246,262.337955748797,-16.3961222342998,14.2601427415128,-18.2232222846621,368.545123230637,-21.5836779952265,3.85096711419986,-1.2014345785179,-21.0932023554375,3.97108047022015,-2.22020744901463,-9.18549263008668,1331.04916897308,373.299179733642,-3.28186555553455,-10.1342262679126,75.8112705972385,"nonveg_535",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.998743236064911,1717.68494174056,1091.35328519001,-28.7534791874409,-3958.98363143113,-1617.76094601366,-745.70564794356,1798.80709527758,3254.15012258133,2722.40629640186,4126.6258484332,1973.83987899253,2378.15401820584,2167.90137012902,2759.80036564478,898.6045356282,694.730417916936,391.651479214967,-0.987190127372742,99.8051910400391,0.0451525077223778,0.064551018178463,1.2663631439209,0,2361.16340416519,-29.6628036636457,-104.687048573955,45.333109977159,4172.42229891915,-90.7242166974319,-180.04472339061,93.5078801834782,-1617.76094601366,3213.27798348757,97.3720601056841,-138.30656533988,70.9491077792141,2775.1658483373,2327.81875315561,-5.46977449109205,-100.301396573667,35.4495884119648,2015.46304030398,-62.9832200094995,44.0649274185626,51.7804421693838,1474.26410318313,-73.3478483847582,2373.62611510227,2339.07745375408,743.894965956315,-11.1787723566814,22.5422716956459,14.0168432051213,543.805435288991,-9.06732634519192,16.4789525845149,10.9503198213897,629.191841910817,-18.9051841221357,7.76097098039309,-20.0241423111032,-16.180853048229,6.88764443461023,-19.9060509028953,15.6402211284527,920.612572635281,563.225271555094,-20.2740644939216,15.5202133329077,64.3620606384916,"nonveg_648",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999403953552,636.755472675719,281.304808711885,-1110.24359114083,-3097.04985509308,-2741.76551771723,-3232.45225479115,595.575967142904,1130.3605686597,592.019897762631,670.474203106715,497.654019081851,3921.23252008753,3766.86461883952,3806.77657827215,1101.8307063048,1624.10248450213,-641.922056757236,-3.19145345687866,78.5974502563477,0.143409952521324,0.00608401279896498,-0.28961655497551,0,360.782796203656,0.411882213616707,-55.654246451349,360.782796203656,1469.0864444789,-36.9357042073808,-90.4463771321798,635.735462697117,-3097.04985509308,1279.37263439244,-3.9824235205314,-71.1689229965282,561.85566007045,697.21693115076,632.706549577848,2.96733175942586,-78.4543053440837,538.340670897068,1223.30179595707,-18.4287846603249,-15.8261404457151,432.431568452278,571.142458501337,-38.7928344399384,3826.44821016773,3848.98469449934,156.736926290254,-2.9440404533952,-0.578577408693451,154.367901248014,123.25035844724,-1.99843252139871,-0.720045429364237,116.174112843633,1091.12603289612,-21.0619144556989,-10.9771770178739,-22.8588372503407,-16.3537805185836,-7.6609624066287,-23.6697482361869,120.24674953644,1838.33912057457,720.300561958868,-23.2276748764777,143.612628760206,75.6445675094393,"nonveg_645",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999744355678558,420.55295130497,-700.856089114685,1066.15424253032,-722.808931832851,-1281.05030044688,-1591.01789693601,-114.383831197879,851.089499486919,493.81043967161,704.130857930362,-689.1709072244,2940.16672846914,2806.60127622742,2977.20933641463,1721.870695685,2088.97973856531,261.975232378543,-0.687313079833984,562.688781738281,0.108110956847668,-0.180660918354988,-19.1206398010254,0,1135.68003223181,20.0689207503138,-21.2809684349847,17.7257724102704,2863.22642415755,-54.111473053021,-30.0237817898209,76.8315984335851,-1281.05030044688,2884.47303812771,-27.1315301594737,-33.274787924486,60.9440687809509,249.095211733322,1540.26040671132,17.9620961258288,-23.3689353620835,35.727905981531,397.484262350957,-4.35786221194908,4.0056900133447,39.7484262350957,972.09120686649,-10.1107041190527,2806.60127622742,2520.22670919522,1195.13652304632,9.78158056650904,27.5664357786884,13.3565452241719,1086.07929442425,9.91059459396615,22.824616761847,15.2554097025133,1450.94265559633,-24.8585551823842,-20.4834028050012,4.17554984263218,-26.1777963155162,-27.7101255832402,10.4517438688396,76.6189026931454,2707.04442125294,1587.34843446943,3.5683234937901,73.4571714462684,65.7783906456747,"nonveg_558",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.989183664321899,78.3324996521051,1309.40389589367,-1854.53911153872,-3157.42935007645,-4929.30310200468,-3011.77136511366,1238.89123559137,94.5039638371322,571.619028783953,1641.36766245629,1199.73122245638,2645.2475291338,3065.25665673164,3920.53923781162,765.409749896861,610.695866747225,808.855766409214,-2.68859386444092,404.0712890625,0.242570012807846,0.0682016387581825,0.380667895078659,0,1239.18654459417,-4.87503750488358,-42.9345427615365,-22.2858016907882,2496.3637398148,-17.1536262476462,-77.9914941904322,-31.9916099671312,-3157.42935007645,2350.32336172656,4.16165671322263,-71.4498423176673,-29.4728806765971,949.222622625025,1546.86369861916,1.11885751814259,-56.3025596669651,-25.1113192077274,1515.82417561944,-14.7614514196657,-0.613557469374427,-10.0121754974342,778.388098537692,-29.3600600408002,3804.19766478079,3449.67065821691,1275.29170867783,-0.254701081311331,3.32404494373803,-22.105743557781,760.938000636381,-0.0691942584698284,0.465592910294293,-13.1090663008851,375.991351877016,-2.84383212674018,-1.55956816641522,-11.4740089168519,-1.94649848767174,-2.00192253909906,-12.9504060529941,-3.24893903051334,792.893789992381,458.602838980643,-13.4903012008249,-3.59370038218345,66.2574409276675,"nonveg_700",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.103620767593384,2820.12726371391,2148.18915563537,2998.9741136372,1073.54661585024,1756.49626340527,2399.63021358701,6082.91049663448,5841.04426792373,7043.86814034149,7488.56214358555,4496.48045202761,1407.72335187264,1504.41353053581,1597.76866583515,260.669455134325,345.455109739695,-195.42547540653,-0.284369530777136,529.803059895833,-0.0621509253978729,0.0562944822013378,-0.56444897254308,1,2229.31479932171,31.6690560729062,-28.4243868176552,-47.4977798671059,2676.12135620424,24.0188970021872,-5.85252308473699,-14.3695447230992,2456.61075751927,2331.02954079351,49.0212452168196,-1.81919250965874,-18.9457144378529,6206.45606943919,3123.87080700406,40.9553888261502,-33.130456434366,-54.3776638252498,2865.29495642502,-53.2262953414908,-31.0470857298333,50.9368582652716,622.331768850762,-12.6420425902366,1526.59600137816,1668.46178589007,791.60861663554,-12.7988505961813,-7.05547804669137,1.44833582474374,715.572332097108,-13.2868519332248,-6.29537745677281,6.09426049436919,395.200707224588,-7.85157061061037,-3.5623339790595,-0.375155325042735,-6.39209931341556,-1.78261274433688,-0.299971430896523,4.17750473425439,576.855836313827,514.585475837524,2.10979066538041,9.73747691538846,68.3169579989833,"Sweden.Abisko.NF-Wetland",392.396666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.863817453384399,424.753970169406,1082.15305128808,122.261395094603,-1332.59663971849,-2374.86670728261,-2452.89171871505,1910.64597350887,835.48821334018,1004.64006252056,951.242913238071,1727.27399992911,2107.81688864292,2301.82551790609,2414.01600124216,503.203458321567,1184.88868303161,812.217652603461,-2.92833471298218,883.629211425781,-0.00168263993691653,0.416250675916672,-16.8797721862793,0,773.651903540715,7.26580140137756,2.15935409897105,-2.25015341989129,1338.47135638132,4.54831616212068,2.12412606232336,1.94452691389658,-2374.86670728261,1120.29507899656,-65.8997105292093,1.11616058167559,1.81499393736594,1285.85823250736,1075.15776016869,11.4607483487355,2.05373651086485,-6.26488330297692,1079.89349539004,-9.56179785596504,-54.5238076290939,11.4891054845576,701.75040255124,-1.87489132727391,2414.01600124216,2442.93900410947,617.09754475488,3.67451587746393,-18.288143067979,-7.18550478752454,487.636162589113,3.00929921143114,-15.2004821425146,-5.51369881663835,212.960580061947,-0.561683894608365,-11.9984492793066,0.769122666684979,-2.1179294584727,-13.475118150785,-0.865040592264708,-0.710776221910287,1297.23762753917,367.644175478377,-1.61046627009747,-2.46422877993502,61.9698790465819,"nonveg_606",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0568372057750823,2967.3541549736,1436.96321115666,3776.02044566018,1076.68458553877,1704.64155357394,1341.56981951101,5956.13642028733,5929.04398184854,6682.05747073126,6808.30607843185,2795.17488823435,1739.88890108114,1962.62415388048,1865.75111880334,327.144305710156,615.432157753051,5.12315665175346,-2.67421388626099,603.914672851563,0.0198598260370394,0.142487591753404,1.0764071115603,0,2376.44079276246,46.7550292713641,-37.8145546393116,-29.8945841181915,1551.886186862,-30.8441835847261,-5.30369913661763,42.0703300150873,1934.61768789671,1483.76492228361,25.8534361359918,-1.084882199423,36.8108257960626,5628.96364926838,5700.56985971575,144.960259159843,-53.6846632702519,-28.4750894823849,5053.38590192642,-154.659135631092,-18.9423656208249,67.6073174725919,665.577605791434,-19.296157231284,1565.65376373977,1603.52029376921,450.316456044624,-7.86631081081985,7.31276989801769,10.3451902641423,390.078763964017,-10.2504299073631,8.29721006872401,16.7365165440091,1941.2674205615,-60.0089428107718,-2.4604089138076,-7.06643397971605,-47.9093328126682,-1.21208989566716,-8.63827401027937,20.9892444195314,861.752905810173,1721.95106003778,-6.14687770757574,19.3425247368696,68.4120443323209,"Sweden.Abisko.KJ-BirchShrub",782.493333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999683856964111,628.845832608233,879.828935418997,-479.369462069035,-1225.48674483749,-1784.05712974792,-2010.6577512598,1657.98217852008,934.545240749197,2241.52131929337,1083.36696361119,1284.26139663936,3331.26560397396,3774.58602411349,3172.97000401959,874.503524024494,2137.53811859444,-38.0293675263116,-0.825443029403687,15.41628074646,-0.00206383015029132,0.000402878533350304,0.0930611938238144,0,941.731242213745,9.34248881612857,54.4374497067906,-58.8582026383591,1560.10840981873,2.03423743331501,97.5067756136707,-81.8436303736482,-1246.45570349845,1351.07576490382,-30.1988848623965,84.4422353064889,-70.2796964619965,1440.33541976264,1306.97607854418,14.3738762261815,72.3846472301363,-81.686004909011,1928.78526589863,-24.6525568292451,-49.5314918591639,-40.8202556602717,723.901930468821,45.2438706543013,3546.20178762161,3479.6238283871,601.616020093899,-1.03438209943283,-14.3550686000774,-27.7075262587206,399.83660938025,-1.70049820319192,-10.6474734220463,-18.3051740665649,478.248599361071,-4.21098922752309,-14.1831876709796,28.7171075980758,-2.52897448292633,-12.2240664913788,27.3657751160147,-19.0349281685079,1959.49460233852,439.127262261527,27.4454538913455,-17.5146903900643,71.8638416858037,"nonveg_507",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
