"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_earlySummer","spectral_NBR_peakSummer","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_NIR_peakSummer","spectral_NIR_startSnowfree","spectral_SWIR1_endSnowfree","spectral_SWIR1_lateSummer","spectral_SWIR1_peakSummer","spectral_green_endSnowfree","spectral_red_endSnowfree","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeLSES","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changeLSES","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR1_changeESPS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_blue_annualMean","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_changeLSES","spectral_red_annualMean","spectral_red_changeESPS","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.999999821186066,547.219182739775,387.66253822344,262.336062470148,-111.475345528416,-1923.06394992532,-2345.36306781436,-2611.93324480892,-2936.91708529043,-3071.40144506946,698.326654138735,870.7379826744,776.142274053205,-109.530541670256,-597.719813524903,-1350.65439934266,817.590950421465,914.268395026684,1595.88327702744,1472.87676224191,1440.13021896857,755.454475880799,771.049814870841,649.16989626707,635.717203348952,138.086710675448,-3.87949728965759,854.647155761719,0.103764846920967,28.9719467163086,-6.13138103485107,0,658.694528268191,13.0146143843324,6.26632378766456,7.59793545315882,476.478724884827,5.26577224129584,17.0814635708096,459.468200260542,1.45338591301293,-13.2510269929524,15.4754209753098,648.470714328112,1116.20774411473,26.9285731936331,6.47329617952752,-830.576310503511,752.934585817758,-0.57468956121434,-16.7767125431984,240.509375738842,4.05110571997913,8.82465842300228,334.451030824314,-1.63579929650268,5.85745308502531,156.81758801857,4.44114117656767,-0.482305621560925,-0.21704791603446,738.952548329026,446.00152238272,-5.9814285375337,-8.59866665344223,2.13848516800231,7.77834617908264,6.3152425164512,784.749376996805,-7.76997918181017,70.2094818382085,"nonveg_932",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,775.907938074523,985.491373400136,962.795998176917,424.005481931499,-276.761923939012,200.053102422256,-1588.42626021026,-1270.82519727162,-1327.13888354614,1719.53552624798,2057.49228733061,2068.25738362385,756.262808746874,-2808.90999880929,-2794.49824303209,1817.3921631513,1887.46540381351,2278.98953799341,2298.43218868051,2204.95692970387,993.296181352855,1155.41627266358,1199.82645081712,1224.14476255244,-149.349914877873,-0.451404289557382,32.1197387988751,0.0193315166621827,1.91620702926929,-0.302983249609287,0,1903.23208648458,16.248966178362,0,-91.2106483348853,2514.64325653528,-65.3504487046527,-120.077983841192,2098.18434503653,-58.0526187484902,49.3690511559004,-119.859681883097,1753.81537626478,3013.94614232225,31.1606708016347,-125.004525751142,-2276.92408728438,1271.1223456066,-8.80390981467497,18.7714206589733,1053.68721664886,-0.197035033283484,-53.5332955450163,646.10808971218,-4.07167738754924,-11.5511850654567,543.781330372028,16.9931665741259,-1.32529889860427,0,892.873249654342,262.846641063509,-3.6834039322591,2.79240901781567,0,-12.1054792707026,-17.3578908037449,1302.95003693024,9.96655148197966,78.7845551532977,"Canada.EllefRingnesIsland.Isachsen-C01",8.57692307692308,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.995325565338135,152.168002371361,332.093052071431,101.467396152225,156.217064243624,-4319.30725436266,-4027.12863511554,-4266.29069111303,-4148.76244722346,-4650.14040506041,592.482448438881,1173.27968151059,899.316115335722,490.282415257441,-1995.41803117782,-2467.23642070526,760.80725623702,1046.15667442937,1983.18676038872,2225.33911274941,2069.37835884209,640.415402493926,689.958726928692,711.781348011505,617.540963884003,-808.81428570131,-1.43560945987701,595.34765625,0.00849623885005713,1.47050523757935,1.69325041770935,0,325.922569654357,-4.2870451950443,15.3750437279471,-11.995003313338,1209.08222784956,-34.5452065099875,-8.49570739767645,1064.80485107491,-30.4229957449974,4.68765017603361,-7.83521625930425,798.144871025851,682.997266253153,2.92000094804114,-22.5277324615984,-1995.41803117782,1349.45469296764,-34.5233406525885,-4.03250771791559,285.349418192345,-7.34245627754892,-6.86802667340707,405.460218209691,-2.51277140123288,-16.1434901573789,362.791995324402,-3.36661164802661,-3.20826909865117,3.36728945558032,582.975374741026,473.079558949263,-10.7122136637883,-2.8043451633335,9.37100046849047,0.0360019123207091,-0.294616620487235,734.724726007995,-2.48740121150786,61.6046480625692,"nonveg_979",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.849971115589142,-898.449971353243,-721.599296758342,419.928585492882,-532.03598114338,3314.89439050718,2038.35394291705,4413.09414954315,3213.22427933602,1464.16430514506,688.250864686918,-158.139030104734,1979.66362008994,-771.826491949884,4425.88659149929,7036.29458686773,1252.76415487796,1073.74741841027,0,0,1155.79270254612,931.649054979923,667.46049723738,262.672626009653,983.401968358072,-332.791769219058,-3.63827872276306,2047.49951171875,0.134602278470993,37.4029350280762,2.79825115203857,0,1511.25283477462,23.8508092617658,-40.7688529375437,-6.09829912396207,4466.15581684434,-66.4503201927958,56.1391063358883,4814.71125025779,-71.4550385702051,-28.8514458101656,41.3748231105908,-37.4504564315877,3904.86486497011,30.4182782632667,-60.9331798198428,5050.68472335786,3223.86005348921,-23.4154625715165,64.7823347279721,1823.87647891727,15.6276887605626,7.6802756982662,1155.79270254612,0.740501313285866,0,905.527822078869,8.61981534843645,1.62631109768369,-32.3402793599596,1168.26661528565,889.916128716923,0.934397583143522,-12.4901380635746,-10.3710536309052,23.731342756493,17.5597599763634,973.772825657643,-11.6331073853556,60.9288824750202,"nonveg_1290",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.931496798992157,2774.99902186634,3207.90828306252,3413.62952569209,2144.09807360555,2469.81375429264,3115.09275360849,-192.704311853662,119.714291635373,190.472832748529,5537.70502755512,5973.98073049552,6226.57424755348,4269.2632675661,-5956.99380790865,-6323.21360251312,2453.38739938098,2002.74363239363,2219.94626705099,2328.8447373075,2373.58351125113,535.297774348535,596.620037830181,585.138844397537,566.726073869904,-16.4584759209001,-0.476857893996767,172.130732218425,-0.000674783413867572,0.570135474205017,0.371562606758541,0,1140.03353109818,19.7464120417445,-0.81524988792853,-17.1639681744755,1091.96784192453,10.5447847567902,-19.8495888815439,782.376313604559,5.65190801143395,10.7749928530491,-15.8201411843766,5735.68283795904,1819.10572961043,31.519719413988,-25.498047078796,-5977.69906648478,1505.60971776713,-12.1986687361367,-26.4067086425076,410.913298655347,9.24373669741016,-4.29679309169731,275.397083291872,-7.06146367415057,2.40492568962092,210.076818564645,3.95169873360919,-5.38658509140116,3.04117207417175,460.858301201461,209.926299404999,-0.774675087572215,-4.608050538197,3.30906400926033,3.53725633342127,1.3948307030852,611.121569991565,-4.7950288945458,60.0629279984963,"Canada.CoutureLake.TD7",201.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.248646378517151,3184.35930222171,3944.84785531779,4450.72586899229,2183.93636721922,4471.40146239995,6257.96598694807,2141.83593995368,2688.73038088473,3045.29370990079,6010.22484606657,6866.76395713851,7476.83809740042,4592.18916368483,-6211.81881464043,-7037.39258900554,2915.68185334433,1881.05614454007,1594.09782825023,1525.80545412141,1619.84961217421,563.552828461456,597.300844485236,482.473572207696,476.961542026313,90.2976422010505,2.9582790851593,518.227685546875,4.09957676311025e-05,0.447153127193451,-0.0463252156972885,1,2981.58299309323,34.3238916108814,-35.8463561178365,-58.3841652318436,2607.60046061362,14.8133156473796,-41.2409622488854,2131.55626260056,11.7862884041991,55.1931663146997,-36.7823778931214,6532.79474332926,3268.11223817144,38.4085798541824,-57.4900017735065,-6355.69926861061,2378.76800246911,-60.4290591867864,-14.0285466282524,1526.86748578498,15.9744443247348,-27.634017154835,313.320675449276,9.79127110778986,-1.98255296017832,274.054535679376,-8.8404688928831,4.43997080405815,-5.39631489533425,442.84048363412,188.153594065653,-6.06947077631139,3.25297149768405,-3.76751846357266,1.10298228221929,0.739310426339784,642.590049555309,0.739766387408284,68.8334969990063,"Norway.Javrresduottar.A-Hummock",453.642,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.126328095793724,278.388359297106,403.701405683286,189.18497885304,5.52815255340221,6760.13128862315,7891.30758254912,6746.03473063903,6967.47083586566,6662.21900176103,286.065422575753,1755.72961601768,1837.49782799047,582.601325737162,-1537.86241768379,-2327.06257636552,359.223755599667,316.976216509472,167.392572107549,204.246927861489,63.7342031918801,288.142681714562,309.285264969522,326.429625780798,222.459566878882,109.468652731418,-0.308407336473465,41.3670845031738,-0.000550753728020936,0.0436437577009201,-0.00536909140646458,0,549.198042572495,-3.87243049852851,12.6186133429557,-7.3713556697753,1757.35409590148,6.80618634737276,-9.47684463210889,2691.47069478981,22.7014069190396,37.5215997710661,-13.0256532486253,1064.55011311851,1551.43240541472,-7.6034846964464,-52.6396025144815,-1537.86241768379,1382.03785292338,-11.4634710539549,-23.3740620454784,383.138730371437,-3.83358713086503,-2.82098999597844,204.246927861489,1.593355079797,-2.16790327964352,143.691766579461,-0.795956601473215,1.31448084268099,5.35956075718949,210.193205881481,188.333035231677,-2.39394663397219,2.07228561094851,6.20244769374919,-1.23023526030862,-1.29196950632384,242.367292779413,2.1255095276188,67.0224334246309,"nonveg_1654",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-127.640834243448,1176.92415751492,1134.04187491869,-178.885836633265,-2784.07459806397,-218.558288343507,-2493.18788930197,-716.762904872738,-668.9065707181,-724.385945430107,1644.77627413006,1592.25032556493,-244.493274503482,-2170.16311774862,-659.485986393678,3779.88393677501,2860.3982479719,4237.17465313743,5280.07504002345,5164.94887913204,2408.45135737314,2783.72246765997,3138.20369179155,3128.94738003058,-437.227808593967,4.31064796447754,45.4331855773926,0.00290045770816505,0.450459480285645,-0.096672385931015,0,1702.8581322088,-13.8819255224245,14.2940941987437,-434.85499725279,2565.51630972046,-73.1755143371639,-628.955886837258,2414.93864499429,-58.2787712626744,92.8822555767035,-592.141661476411,423.211707051744,2369.16221956016,-19.195706837065,-598.955039544245,-1484.49074185517,1879.26573012615,-41.7795224479839,71.9035698715802,1114.80936625643,-6.70276352111336,-274.494302111839,1775.81286260147,47.2151862298531,-347.633462295339,1524.87786858443,28.7064856199709,26.6493655233618,38.1107414925846,1851.57648083295,479.356884267091,-13.7050055986031,18.436803241042,-3.42201584109133,-122.758391756118,-103.499756663661,2908.34353183562,17.3134285926053,78.5574845545391,"nonveg_733",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.999990463256836,116.628180332774,539.685098917102,466.735958086576,1255.0528882668,-3504.70884588158,-3324.35399430037,-3728.92784174155,-3576.94478408328,-3911.10488963043,393.948835793028,1157.29628069289,1100.82954651168,769.263820698638,-1396.1126837898,-1202.08785090642,1305.57294408956,1813.40369606383,2501.18994885313,2895.6115026699,2845.58106258314,955.090861273228,999.017573401773,1122.51878837366,1055.48101124817,-238.639169740496,-1.95323622226715,392.252136230469,-0.00471442751586437,3.12220048904419,3.19637584686279,0,1232.18430609243,-47.3917040804781,7.29491408305261,-42.3056918584327,2874.32876888375,-110.551106495529,-5.81510075899259,2530.84709331905,-97.3402728199634,1.8381991129361,-15.1983057658267,784.21688112733,763.347444899863,-14.4351917271389,-65.7550358752482,-1202.08785090642,1982.11689561686,-76.2352652160333,17.4324331095381,770.009313135733,-29.6157428129128,-29.3978842745843,525.859487234971,18.3011171980081,-39.4421553816774,325.408082766333,-5.16350750062219,12.2606074960697,-1.75885024874106,1003.25676007064,713.723560134686,-27.4509061590264,6.5210586691887,8.08155384484986,-19.4603219983158,-11.6563642132749,1150.49530071884,3.24579499527935,68.0955312460278,"nonveg_958",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.100188583135605,3655.71088201434,4364.80065367776,4399.95894565886,2630.27975934998,4097.33810422728,5163.82467757931,1659.07371136644,2085.33389947122,2003.94453293286,5138.49925854801,6254.12116513091,6272.24501045637,3992.63371318926,-5940.67967394527,-6764.34903890291,3444.79288275317,2992.73414410217,2377.27991863559,2379.59462836357,2221.80396820997,783.293247571851,931.027046918104,906.517298148755,702.383390757376,-195.023891527022,-0.986966133117676,14.124106725057,-0.00621568411588669,0.46497905254364,-0.0654757767915726,0,1533.96534344591,15.0042035450863,-5.23571806315382,-29.3771181020353,877.62739210697,-7.59256649568132,-25.7810677302179,858.008102593427,-13.5762782773784,19.5001841498506,-19.2175179222432,5449.41969112023,2105.43657221513,24.3877939198819,-27.0171427306856,-6271.09128008063,2335.03015419335,-36.6068496441733,-16.4620174965848,506.280123198526,-3.900466694671,-15.4316630828571,253.730706468169,-3.76190526937575,-3.10125822528882,277.33797154989,-3.0056922837011,-3.29744343334187,2.742938682148,625.915340617105,559.341341163996,-9.91152931740374,-2.80077389086888,4.84867374294428,-4.23007498995697,-3.51004182574565,976.533239462343,-5.19393556959153,61.2704596652589,"USA.YukonKuskokwimDelta.2",513.593333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
