"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_eastness","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualMedian","spectral_NDMI_annualRange","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_SWIR1_annualMean","spectral_SWIR1_annualRange","spectral_SWIR1_changeESPS","spectral_SWIR2_annualRange","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_red_annualMedian","spectral_red_annualMean","spectral_red_changePSLS","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.259114384651184,1951.58640399388,1879.3389522102,4545.53931114303,4821.34788584126,5566.3330834448,6029.31664209105,518.069836018667,226.813223961494,0.00970774970483034,0,937.014404058666,-25.3565246197275,-33.7431142193091,-30.32870973185,874.815794462251,1641.62828852025,1035.13158654881,-17.3251000675599,-34.5581424103925,3847.27385735852,-73.7894931010497,-25.8457609929888,-36.1524547640184,4.43783546288628,1390.7208345175,1003.74296534555,-4.96700412231062,729.721804087575,433.033282138335,-9.10500268201966,-0.929682004490063,473.727510171408,540.964624085847,-6.06424909786228,"Finland.Javrresduottar.A-Salix",717.4925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.997956037521362,-47.0734647359988,819.026813397499,-192.09905731907,-474.713205994843,653.600086001029,833.774823113537,372.785763105694,-309.650769518676,-0.270900636911392,0,1700.20311989815,-53.1313474968171,4.83468559365,82.8813020593367,2069.82107180852,7052.07559784839,1586.1883825079,17.5098281898529,-53.7292043807558,2817.29759499854,-76.6271411170025,-11.0675478561959,64.8926545996089,17.0183292651635,770.931756847887,733.791903989101,-2.52767352455079,835.092774977941,2268.43591158085,-41.8078634150434,-28.1995237060444,1158.47939143013,1113.15082895664,15.4850043137098,"nonveg_593",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999980211257935,1651.92317714129,1207.43237873887,3749.03601507686,3197.48685212353,4078.5755457101,4270.84755064655,881.649514244075,182.420851161128,0.0461165579035878,0,996.686280471484,17.9617439451682,-20.2080062183484,-97.1469701816733,-1419.96794252227,1364.74183830162,1669.29665016833,29.4368077815089,-93.7661035058758,1375.59327393693,-47.9135732855202,-9.02670060337794,6.44151633945561,-0.993272801052976,2218.92005958048,660.876084013349,9.48076101989965,471.743101368733,197.273434256351,-4.54196126906173,1.64525190551673,844.486693417822,845.148722065238,-2.40684844145895,"Canada.BanksIsland.GreenCabin-C10",171.8825,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3519.73745355303,2514.25135898411,7055.20689524497,7451.33494550903,7600.67043098263,7873.18032947872,392.504458483391,-51.8904061797119,-0.0919831439852715,1,1664.4207655287,27.8867167373673,-59.4064927350841,48.4316084014069,1908.13282305986,2337.24740313628,2487.3279811144,40.8658792189607,18.7055063609531,2623.04960677074,-32.4859583326727,-9.91848071175939,-78.0920132365529,79.513556471586,1590.39551890295,796.075363396433,-2.25533787418339,630.105666146125,371.757464486488,-1.36402960394462,0.354086420264377,466.749525368226,445.237994059122,-15.7887740757795,"Finland.Kevo.7",5263.93,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.989922106266022,146.993192534491,430.886468100265,-1563.18586284101,-1774.21019380816,-791.325656098304,-64.700471779281,224.596164970729,396.346354237219,0.00176430959254503,0,1098.05115965283,-52.2881504596586,-4.90065345100293,56.3935094236399,3422.26138427793,3600.22485167974,1709.50972202888,-19.1696611937258,-32.762817923662,1813.29778244902,-82.6576106172127,21.3646452936053,15.1033283979065,30.1759687483471,186.165757912652,346.624487713584,9.90706627282269,212.598903766625,334.436439768395,-15.925544750876,12.2259770006948,221.548281679753,185.386443451165,-1.05705575712747,"nonveg_1854",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.596815407276154,226.92449751758,-917.906857552476,2737.32602902541,2924.72537016322,2764.09265903563,2451.15535920698,846.472057796116,63.4561655768629,0.308656215667725,0,1291.75564708462,26.9115759809296,32.8981281396747,59.0340822707828,-4274.04685142452,2223.02816078583,1715.6850436272,31.8392854685289,11.4737650805422,2311.62658651476,15.0141209153141,-48.1588872190576,37.6323982264065,55.726756911401,2958.75951001299,1335.69796063552,-7.05738895670966,993.154156943382,900.003934271717,12.5172895857355,-18.7500819639941,1123.16080757076,1172.57090606273,7.59480516484403,"nonveg_730",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999995946884155,439.85191992982,425.006630158584,796.923998521257,870.020361924583,892.297964188611,1222.47473688768,1867.09675214245,-178.711113197699,-0.0182733740657568,0,334.50964469306,2.46083684218794,-46.9687667493632,26.3715118456897,-988.060323687077,440.398447929737,522.785455136378,3.60128580629459,-3.18251460914684,512.499234577281,-15.0533729881162,9.58341158285654,-62.3989480363543,2.97468671804381,2725.18343644845,888.919248385529,-11.1691337872185,1062.90298813849,420.360926571516,-2.4369177171346,-3.25568109800339,1867.09675214245,1823.82519942224,-34.6436178749476,"nonveg_940",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.823514878749847,-114.937115781905,592.621878749686,-921.279216346241,-642.402242799379,575.68913563143,1549.16364391069,916.286719888382,-213.850692517605,-0.368843197822571,0,2249.30507787469,-68.4847753015928,-34.0215950500474,195.886487680535,-1311.0054243224,7182.28221381637,2470.44286025693,-56.7233865145459,-43.503263515386,3657.9135048645,-62.7660658509444,26.1379843101218,-17.7795448251626,119.480830226974,1259.71567421883,981.66811789827,24.4194309718816,796.83996520303,822.595423953142,-25.4946017205999,1.33445184802131,814.93540550559,983.180639981352,-3.88630392896803,"nonveg_623",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3154.95128718385,2401.30739887894,6827.20270725697,7102.1663783977,7756.17673896681,7707.68684891902,346.458014188036,228.371073551585,-0.061610546708107,1,710.668691243404,7.25881619823144,0.588563238288503,7.045556126909,2228.33348476742,2115.67915435749,1266.66555899559,9.90820160158455,-15.1648487464016,2468.43911434162,-55.6920739487812,-18.5470786479954,35.6422861574003,22.2721683184263,1320.30177097989,803.444138646237,-6.82850923433915,599.408162377439,413.505045084585,-11.2918958898906,-1.20213178582929,316.717763788014,362.943149016644,5.91072925564434,"Finland.Kevo.6",2994.02,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999980166554451,1142.82939689886,1034.92118376128,2126.89524161394,2257.57570901715,2691.86931221281,2588.88231937777,980.482239564177,183.994662428938,0.0404780856333673,0,467.459913847907,-17.9792274556887,2.00299475292307,29.1267173027994,-1486.42075476591,1922.00157861689,888.340236583281,-34.16693217628,-3.38668090036773,2935.90835930836,-103.483708895194,-9.08636770493737,30.7548197753563,47.6789965990179,2330.21265343262,1216.82725250775,1.06746716253816,1149.78793321939,1093.34522871679,-41.3533572039507,-0.672516348669214,997.101740937512,1171.33773743151,6.04581975298909,"Canada.BanksIsland.GreenCabin-C07",5.445,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
