"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_peakSummer","spectral_SWIR1_endSnowfree","spectral_SWIR1_peakSummer","spectral_blue_lateSummer","spectral_green_peakSummer","spectral_red_earlySummer","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_northness","topo_slope","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changeLSES","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_NIR_changePSLS","spectral_SWIR1_annualMedian","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_changeESPS","spectral_red_annualMedian","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changeLSES","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
1,592.459459536795,287.837312175577,-184.851249474918,-1201.03427719063,-1992.65582513282,-2555.52147753009,171.490112651189,729.742492962784,216.207679213973,405.330932524725,-514.807944479068,-773.346539854392,2773.41479110597,2614.16923603389,835.108819132204,1191.1490393983,1447.8866574853,1281.32078662524,1354.74379100099,166.382907864519,-4.33913278579712,0.13860584795475,0.0733469799160957,9.05084419250488,287.837312175577,777.310709011713,20.2727047366942,8.06064088914867,-3.73116596146766,626.774279575623,-11.118015785948,-7.80924057164949,62.6774279575623,562.865652397262,-9.08340167295608,-10.1396082536619,-20.6191264200201,216.207679213973,1244.55043744185,38.1276698405698,12.9911566596409,-18.9123253310752,1073.53443966898,10.9070590925223,2.22096284646327,383.909552392711,12.8042761078867,-1.34102191517318,-8.18506917151221,2588.79985691442,708.75197695989,29.1187245982412,1.40940995108197,31.2150896846168,453.945937515882,22.202494426891,-1.07913162279356,20.6968158822557,239.501735111265,-5.08973019733268,-7.62243074499953,23.9501735111265,-4.46088943085306,1379.73358602097,202.44008020157,3.78628174801857,-5.174603693573,20.244008020157,-86.3433434769626,80.0370528248858,"nonveg_848",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,4365.66102302398,4672.93152204491,2852.39792472813,6504.04918389989,2961.55438383178,2495.90269371027,7383.16878637705,7748.68704648822,7799.96227820181,8187.85676609356,5829.29559090404,-7466.13911716108,1598.06309747249,1561.93460478424,217.072541964828,459.908503987027,432.652583617577,239.201360992117,293.672883509215,-70.0277987320608,-1.23653576374054,-0.0531931810081005,0.0740639120340348,5.23566017150879,4527.88534660653,2182.48396493072,29.075084918864,36.729414547328,6.61344168321483,3775.47128524355,55.3280529574949,33.9090849082329,15.2380431297195,3299.07873681344,46.4478995221636,30.8367213531149,39.0589463987287,7781.32427913895,2459.50641485375,39.596358603625,26.5889626346656,23.8232808645046,2370.18795619311,-55.6357231080124,-20.1712668701477,734.770945302916,3.6596872726661,14.0334672816171,10.7656054274075,1668.18810174109,922.993600777978,-17.1773268741524,-12.2030146149766,1.42713856614122,717.791352167857,-12.5913396788249,-10.2331194413839,-0.318475147212339,369.712311830834,-3.10111850779752,13.8532529442058,1.3228974220603,-2.76298827630445,378.251476401271,459.047091286285,-8.80607976493194,-5.81433183041859,3.76224292024179,27.075627,69.7922593990485,"Finland.Kevo.4",3009.764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.977409100532532,1782.97928597217,2447.58222518979,567.516733912859,1612.7290819384,-885.196209458904,-128.576367190137,3483.16293299926,3991.23620517782,4951.7435848043,4909.16962011469,1531.28883386779,-5299.03729391505,2002.36065644282,2163.66266147721,550.818644199835,664.963898797969,783.148296939079,766.598486251199,702.745671756571,153.700821294385,-0.403116671741009,0.00189458287786692,-0.00348280612379313,0.244475993514061,1681.0275139375,2354.84001979764,46.9598979905815,14.3427003154932,32.7630728336043,4950.65383697209,81.7908661233527,25.2682033962276,-158.126469977286,3068.62589884569,51.7624310146607,15.2374541069921,77.0524645794001,3696.3525656663,4321.94749874959,80.5122856077416,26.1682871411963,75.6807642319647,1597.82012539448,-12.4308345463022,-37.5010443722754,1061.52636958977,22.3479506707298,3.6278546050098,19.1917167305085,1990.35941981558,436.582708083631,11.624851932664,-5.93676733064545,-26.3355659159061,291.365506469941,7.62733394964546,-8.76025611091793,-19.9800628908089,224.698297852155,-4.1730499897993,18.7248581543463,-14.8084990133613,-3.63057431638711,677.95375017392,246.684397688399,2.98350849574528,-5.81790097407977,-16.4357477417706,-148.467652778,70.1611055530646,"USA.NorthSlope.Deadhorse-C16",189.078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,22.4797632700083,152.221083280474,303.947444995795,-2363.93080670436,-2976.50195245589,-2965.4606520459,107.254482218776,322.525325701296,581.564995288439,692.126654837389,588.989142902682,-1390.04370300102,1171.5814935315,1268.41011045404,592.961601291435,723.392849776136,845.248896171961,766.631523613744,779.684422852094,-39.6151529636738,-2.88393211364746,0.338920295238495,-0.138816073536873,21.7044715881348,152.221083280474,483.977895837157,-16.1325965279052,11.9970751650082,-2.33281152902455,1799.12911283222,-59.9709704277407,4.06753329869487,0.706454964583398,1653.15710144237,-55.1052367147456,1.33229453442391,1.0811757558514,581.564995288439,584.872172618614,-16.0578220227969,18.8668442780198,-6.50362703229121,909.479307545514,-30.3159769181838,7.22935966399159,581.34565348873,-19.3781884496243,4.03022697083303,-1.92237605502248,1264.06641616929,359.134720527933,-11.9711573509311,6.36538136682597,-5.13805125765519,227.853995920649,-7.59513319735497,3.62164723563249,-3.16387502022057,386.465483912086,-1.27937524724207,0.0528603233704563,1.66483415545316,-1.7558619179395,779.684422852094,440.411109090408,-12.0597912177397,-2.11498301031829,0.547123561112623,128.201237936782,68.4669570259731,"nonveg_709",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.997793197631836,275.426448575104,347.342803892011,604.744715611941,1442.95301351879,1202.30643125565,-528.738321913781,1125.31451851505,849.214573977432,1131.29715425084,1325.14569667083,1338.29868704023,-1921.68259749563,954.88605730811,1506.96553874577,672.515885319545,819.4430549465,1131.16097485428,730.522932904434,897.998319752118,217.329564846899,-4.37166357040405,-0.109156809747219,0.00067177414894104,18.0881576538086,347.342803892011,363.02139340502,-12.965049764465,4.12273701214927,-0.606082246401706,1738.71108982911,-35.4236082440554,0.747510555603902,44.7542460621733,2314.792783286,-25.4486601201601,-3.47800752993331,25.3803491355032,1131.29715425084,489.084113062794,-7.60657744732788,6.89073028123384,-8.42819749652106,2111.63177658104,-43.3154283567328,13.1612452449537,1035.74064482316,-22.0025784228971,-7.22282266409328,-9.02804093817994,1506.96553874577,1331.20339147806,-17.6693499422716,-9.80627971230318,-7.48054271667862,1082.73102103132,-13.0215403975334,-9.99830276158531,-3.57570187701408,661.566283958412,-3.59834261584753,-1.25043916575844,1.19822490471824,-6.10665608974032,897.998319752118,961.242095616865,-20.0215733452507,-8.04009155524693,0.115945450627786,-128.773677844841,64.2388057569342,"nonveg_919",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.998743236064911,-43.692611392226,664.754544410947,524.46397029113,-3140.51543546284,-4134.95995858526,-3214.96022009779,2031.68969518342,1615.33729385692,2375.42298844355,2629.18324711532,1446.39732127927,-2764.55117931307,1765.2992520536,2199.81278245544,545.732914185032,648.605338172591,790.30117517367,626.15495963928,682.622788992294,178.889059029173,-0.987190127372742,0.0451525077223778,0.064551018178463,4.53114175796509,524.46397029113,937.56515705522,-4.12565029263601,15.1948298404914,-16.3655715180034,2061.58357589723,-43.4159227116483,22.0367510911097,-77.967529982467,1834.02608866439,-40.6357679311119,16.8338467739752,-12.0856228516082,2031.68969518342,1182.78592583606,18.2903866845049,18.1058652100576,-18.1257327622693,1602.63915548226,-43.68536261724,1.47827495224976,804.26397436134,-13.3423667888061,5.06129209323882,-11.2650474183602,2102.99479074315,434.513530401843,-2.29335983989996,2.93387853673607,-18.1895550274294,332.02303650347,-2.33460047373499,1.62112401782145,-13.4533699563453,618.430466627087,-3.19988868233277,-2.84608508983333,-1.79746335120903,-3.52224803816915,682.622788992294,550.065852408451,-11.3566968091829,-3.26298139943565,-1.50035593201389,-89.4794161674665,64.3620606384916,"nonveg_648",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.931943535804749,3179.2678536974,3557.30385025956,2285.08889045911,3980.50876912937,918.577008037371,579.441544945469,4994.40075352668,5371.70929945898,5754.48298937139,6052.04267571107,3738.13682997216,-6205.62567595508,2232.83502561089,2545.83111542735,405.20272819,663.519217202506,766.177291603401,644.220411063962,693.672115221194,-237.760174512638,-1.70585572719574,-0.0306650884449482,-0.00706637278199196,1.81401193141937,3245.86989283552,1357.16798159752,30.3398666393829,11.4302863919582,4.44951697328192,2547.43532491803,20.1489498796128,-52.2343571982645,-145.898039720103,2338.59630175386,5.36925259867408,-54.8058441923339,86.9829888509408,5604.64672357595,2351.71810769552,62.635096480584,7.36169155106496,12.9869770510288,2690.46551880925,-39.2218191982089,-44.9559490765063,539.166413448932,9.78859136837331,-7.18154618289092,13.5584006695411,2342.95538931139,1142.50795238878,18.2768433412947,-18.1123300143319,-51.3211704074649,1041.22511636149,10.7841383182664,-22.0244906417949,-40.873036231029,1059.27743457926,-19.3445720184213,20.8939376492271,-35.8138733168794,-19.2200676063274,841.469445226687,924.549820842558,-1.98116911910221,-21.8048599560467,-30.6996483104622,68.8843266666667,70.2956399990704,"Russia.Yamal.VaskinyDachi-2",419.458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.105277881026268,2332.85234882369,3089.51233930797,1917.6117158148,4775.92041135791,1463.85815634636,2276.21346045775,5548.5979553887,5295.13919788537,6258.73245140429,6396.40390063808,4121.06296155389,-6505.20231002982,1284.29065793419,1283.77156091429,393.60391062063,298.457934551143,482.586193186285,532.459620610981,225.621822541395,7.04278751713943,-0.336329641441504,-0.0412609373064091,0.0579114792247613,4.44291019439697,3235.41982676451,2227.94318770258,37.8398219150815,27.6879188997004,-24.044585757054,3619.75192824839,71.9459313171457,6.45019628879176,22.0609858555079,2991.43274267036,57.615022060542,10.6957438649501,25.2062735995897,6323.69504791133,3118.07299544047,67.0392576538676,24.6687716237933,-14.6170078158159,2872.05833396342,-22.7984260309241,-61.6738779091766,620.502634704425,14.9463761132758,3.30370137803085,-6.80129032306307,1571.13887473887,707.575028974757,0.867358476936394,-20.8110302639634,11.8363611772004,668.482547785117,-1.19939525482618,-18.4618561506184,15.2822368929537,389.794499778021,-11.3589543927908,5.12268014548246,11.3315451492497,-9.52610511187497,680.465476057122,516.296250045112,-1.44288747911152,-13.7422963457447,15.5878767184218,18.8211613333333,68.3176223323166,"Sweden.Abisko.NF-Wetland",303.813333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.892463326454163,2287.64244562843,2451.38453735449,1968.78496923996,1574.72933118827,-751.067937976945,-424.335545376592,4483.7442611461,4590.40153247204,5077.03614698179,5268.23315836628,3689.49044285006,-5381.20020498909,2317.88479771082,2402.87453093473,556.958196484742,689.563856269,834.700061522616,717.679832948533,703.88903094135,92.4220359731358,-1.84094790617625,0.0123623410860698,-0.0263715570585595,1.72776839468214,2429.75293074128,816.063561626674,6.21016333196347,14.3466797920025,-35.6765664872623,959.256920568339,-0.751218140299151,23.1375918051773,-21.9426487785139,808.853543377241,-4.24193889635495,18.4065601428843,-30.1669838697919,4762.43026753873,1746.65126392815,19.7264870530259,24.4329567215035,-37.9464895965291,2207.11599938486,-30.6719516836363,-18.8156876974227,386.147173763012,-3.43264457777877,4.31092631673966,-22.2161071222846,2529.36547452311,449.429021962388,-4.25024758436193,-1.27211904511662,-0.0102462575273688,366.883557862436,-4.04802037988619,-1.76091575620933,-0.404676426446713,384.577771479969,-3.08604827436597,-3.14993164719627,3.55478303143903,-2.00556755744232,751.442865977873,356.550257712749,-4.87382832550437,-2.42793807796878,3.04603042851198,-74.63464002,59.5518220084517,"Canada.PayneLake.TD2",513.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,2663.34675344249,3306.78039237454,2196.28685767819,3234.61242030682,295.518328068184,654.758866803882,4417.11714767955,4715.44406423596,5358.69700172264,5671.7850284326,3788.94009578416,-5916.69166623624,2493.60995281197,2585.70083271973,584.038846348495,804.500978759518,991.17209630662,894.934560795734,883.754599820159,-23.204694394022,5.37335906205354,-0.000362770918635995,0.00454868006313013,0.477942901628989,2541.82808050808,2379.87689285741,22.4640805736895,27.1166880275066,-5.94097415983,2497.73139417737,20.5516345930721,31.4844361189565,-47.2127532751528,1862.67476664802,13.1449615441275,25.6607627610397,-4.43546487626088,4222.54880178192,2997.78038913036,28.140502309924,34.3132557969584,-2.33936213155933,355.866875153317,-1.30539154588642,-1.4432415446948,1055.12012652256,10.426376237381,11.5552930651724,-3.56340015328838,2738.93885433286,441.678669688943,7.02238533155268,0.527300249976586,-10.6515751048374,117.187702994368,1.90315903538099,-1.16637724210033,-2.85836269908523,198.651265441688,1.69311973560521,1.89490265901857,-5.76760550528043,1.57349657673308,974.521395704227,88.6921622107411,0.894796074682375,-0.423183556774589,-3.1864378418882,-163.209211,61.2378109985898,"USA.YukonKuskokwimDelta.UB3",342.123333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
