"permafrost_index","trees_presence","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NDVI_annualMean","spectral_NDVI_changeESPS","spectral_red_annualMedian","site_code","biomass_density_gm2","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.929984927177429,0,-62.982849775509,1463.2095894118,3971.08085749603,-10.0440074883797,700.846124557666,"Canada.CoutureLake.TDO4",115.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999523162842,0,-1.13472812732481,1230.80031372531,2290.25179997893,27.3743080936808,1719.34477207133,"nonveg_663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.999984502792358,0,12.2001625643437,1270.69237904736,639.851418118158,24.942100072056,765.307698046256,"nonveg_757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999403953552,0,-1588.07309564617,4075.20459134369,1354.42984810738,15.4693493814113,2050.94224020356,"nonveg_645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.118911124765873,0,86.998833263286,1256.96930962609,3462.44721497967,6.47177008882144,828.920044134615,"Finland.Kevo.3",96.57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,1,-106.221746746634,4706.15194083227,7238.3658151649,64.2495795778557,371.733801881928,"Finland.Kevo.14",3350.342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999980211257935,0,-18.7904051721518,526.727858952389,2718.68334364658,26.4051768325719,935.741382436437,"Canada.BanksIsland.GreenCabin-C00",20.6466666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,0,-82.7986594609209,2460.71385121426,4868.8057124088,6.87697377668546,917.642476830599,"Finland.Kevo.8",369.728,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999998152256012,0,32.7411662232408,665.290830423473,26.015405625106,5.93227432535787,2214.75482382898,"nonveg_995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-13.4575734705293,1331.05253831346,-96.5094216355214,-17.3557373187153,579.290235806343,"nonveg_689",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.98212057352066,0,0.239163353934311,3346.67726454424,3857.60552537013,67.2041202098039,675.52008065837,"Canada.DaringLake.Tower1-SedgeTussock",123.279444444444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.343506395816803,0,16.4080415713085,3357.15818553027,5572.71155819014,0.0204590029656401,961.505274443568,"USA.InteriorAlaska.24",84.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.248646378517151,0,-24.8282996985673,4076.33543588557,6521.443123141,46.9259562706599,636.203581434269,"Norway.Javrresduottar.A-Salix",699.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.853424648443858,1,-13.9207152220062,5774.9215001662,6405.78973008945,53.9938744142682,474.091935119222,"Russia.Tazovsky.Burned44",215.453333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.923044800758362,0,13.1434430773789,2227.52374416574,5634.00998818546,55.1044002846912,690.026500215547,"Canada.CoutureLake.TDA7",484.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99996942281723,0,39.2684432290285,957.447962480962,543.752747937007,38.1678386153983,2459.85495167029,"nonveg_907",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.89812695980072,0,7.5161603314966,4110.34865977462,1016.93362996373,60.5687099731081,95.10982989127,"nonveg_1736",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999980211257935,0,-18.7904051721518,526.727858952389,2718.68334364658,26.4051768325719,935.741382436437,"Canada.BanksIsland.GreenCabin-C00",20.6466666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.596815407276154,0,14.1445361890757,1697.14754545475,2892.59486732136,46.2046106830159,1351.78159862585,"nonveg_730",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.886415207386017,1,5.05128683833733,701.079175745163,6200.9031627994,0.212059730019903,1147.34025812372,"Canada.Yukon.SOUTHSTONEBOY",168.646666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999980211257935,0,-16.7674656153091,1499.01072478225,3477.99670453152,19.1560276314104,865.023100609459,"Canada.BanksIsland.GreenCabin-C11",13.0766666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999761581421,0,16.8015596320893,2118.70537622209,1031.38654035961,-144.133307561161,904.637600800008,"nonveg_972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.973681178357866,0,-39.2406230674389,670.47059483118,2003.7519538154,-1.8668201458753,996.192974884906,"Canada.Ivujivik.RTP12",212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.933068633079529,0,25.5564376688294,3281.43954999899,4599.33601991292,11.0330116117076,955.887385097067,"Russia.Yamal.VaskinyDachi-3",25.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999821186066,0,20.1975686217705,1360.0235697344,554.680596169345,11.2405322898745,729.230114988974,"nonveg_932",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.887534558773041,0,-36.939821448133,2214.17147950029,5497.03597057254,32.1064604181165,613.843834369985,"Canada.PayneLake.TDA2",967.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.852087726195654,0,-68.5602977201794,4482.44244159432,4924.82543940185,16.884038039749,789.214298017269,"Russia.Tazovsky.Unburned28",171.466666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.998695969581604,0,-38.1182681324365,1000.74992499429,1468.41411217727,-19.7901686359268,1832.66307436849,"nonveg_998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.789879143238068,1,-35.5017732078414,2901.51265864041,6742.57180135083,39.0322143376896,470.985940690521,"Canada.BonifaceRiver.AB2",967.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.982395112514496,0,-17.8812160289152,3667.96021811778,5389.21202394684,52.3461580560425,677.158049969329,"Canada.DaringLake.Tower3-DwarfShrub-1",159.862777777778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,0,3.88845121551188,1944.22129240789,5110.47644922463,50.8576778174379,854.029030882892,"Finland.Kevo.10",156.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999998152256012,0,32.7411662232408,665.290830423473,26.015405625106,5.93227432535787,2214.75482382898,"nonveg_995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999403953552,0,-1588.07309564617,4075.20459134369,1354.42984810738,15.4693493814113,2050.94224020356,"nonveg_645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.403321944177151,0,-126.020543703625,4241.97632821954,6553.87193642284,5.48468348131554,663.389640046188,"USA.Kougaork.TallShrub",3036.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.70324053366979,1,-12.2099352652985,1215.69788763999,3634.55238345331,9.51891625987366,1233.03260588347,"Canada.ClearwaterLake.LS1",417.36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.972447454929352,0,-42.4301235328479,3510.77985843721,5760.05070802219,42.2663435938611,757.832060828266,"USA.InteriorAlaska.DEW",130.364888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.916890263557434,0,-16.6714826331734,1098.69686278806,4293.05984396761,15.7450136242561,684.003453281972,"Canada.Yukon.TOWYK",20.2782222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.107672557234764,0,-18.1240623533617,1835.83158440332,4573.87634033827,27.8046002402919,804.78010702393,"USA.YukonKuskokwimDelta.15B7",60.7933333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.51980197429657,1,-28.9426915153129,4229.31269269839,4425.25712466399,57.8104066163788,738.665743399739,"Canada.KluaneLake.Quill-ShrubTundra",629.063333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999642372131,0,74.2255351141972,2700.54728315014,153.707187881362,42.3856340500807,239.432890249976,"nonveg_1213",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99999988079071,0,-21.4821156926116,1728.63555542536,3465.14830862549,21.522038250582,912.805532688555,"Canada.PrincePatrickIsland.MouldBay-C05",0.0375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.890852570533752,0,-38.5754438091238,2942.81380527329,5955.0994080534,21.6249194526095,532.274869602694,"Canada.PayneLake.TDA3",706.88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.982371807098389,0,-65.0113064522894,2363.16555019613,5636.81294602648,55.2701678559475,654.417083870153,"Canada.DaringLake.MediumBirch",1109.07133333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999938666820526,0,7.44202559980689,252.073073380014,1744.40660467042,-5.86783429112195,1722.60611316244,"nonveg_863",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.280487775802612,1,-24.481924375015,3527.60034225847,6428.77046586839,-22.4079341906157,341.586326908449,"USA.InteriorAlaska.17",2042.98333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999558508396149,0,9.8027410608026,919.481883289763,2816.85273139924,17.659426307763,841.091555114261,"nonveg_996",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,0,-61.28179494965,3171.69684082217,6641.29968652876,26.8419405369404,778.42312918049,"Sweden.Abisko.VJ-MesicHeath",104.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.995860636234283,0,14.335804113777,5161.69451966272,-444.256777031911,38.9540008387047,1089.37042447267,"nonveg_1344",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-20.6084858677273,1471.19940225568,1571.13870244232,31.968397706922,726.977777941366,"nonveg_760",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.760633587837219,0,-55.3173531634229,2866.25952664275,5473.80008561321,27.8447219512682,729.286602093264,"USA.BrooksRange.7",171.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968232691287994,0,-57.2490440439523,3143.33288092407,5480.42900176482,36.8115490159665,758.039227698392,"USA.NorthSlope.HappyValley-C19",320.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.999989867210388,0,-266.534453998684,956.140419228504,-0.455964858718937,8.65723521247598,1091.12715261644,"nonveg_822",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,40.9926944907909,1791.68124511129,388.273127381868,9.67628963143833,1907.12238897913,"nonveg_752",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.968182027339935,0,-30.659875389105,2098.3801715761,3951.68954017203,19.859420864569,851.569899280135,"USA.NorthSlope.FranklinBluffs-C16",236.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.184159830212593,0,-34.0413169811377,3183.20660685492,5457.56581587881,39.1766888152611,792.789984465845,"Sweden.Abisko.NT-MesicHeath",324.058333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.977506577968597,0,3.09671611071102,2192.66180882326,4051.29879718329,55.9502894326387,730.005887352504,"USA.NorthSlope.14",62.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.100188583135605,0,-28.9878146735197,1843.51565406837,5683.49380361421,19.5061435835853,1021.18408017026,"USA.YukonKuskokwimDelta.2",327.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.977344115575155,0,-6.30975323417671,1369.77771896942,3686.42534298118,0.0449871318855486,805.836589717546,"USA.NorthSlope.Deadhorse-C15",12.2866666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.99999988079071,0,-28.3929295002008,1859.46427004519,1642.5155240291,0.960264964110138,1025.15284751931,"nonveg_832",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999854564666748,0,30.3416727037647,2617.0293166111,1022.6907824289,-13.7235830285084,980.892834589505,"nonveg_693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99999988079071,0,-28.3929295002008,1859.46427004519,1642.5155240291,0.960264964110138,1025.15284751931,"nonveg_832",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999998152256012,0,32.7411662232408,665.290830423473,26.015405625106,5.93227432535787,2214.75482382898,"nonveg_995",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
