"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_NBR_lateSummer","spectral_NDMI_earlySummer","spectral_NDMI_lateSummer","spectral_NDMI_peakSummer","spectral_NDMI_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_SWIR1_lateSummer","spectral_SWIR2_endSnowfree","spectral_blue_lateSummer","spectral_green_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changePSLS","spectral_NDMI_annualMean","spectral_NDMI_annualRange","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeESPS","spectral_NIR_changeLSES","spectral_SWIR1_annualMedian","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changePSLS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_SWIR2_changeLSES","spectral_blue_annualMedian","spectral_blue_changeESPS","spectral_blue_changePSLS","spectral_blue_changeLSES","spectral_green_annualMedian","spectral_green_annualMean","spectral_green_annualRange","spectral_green_changeESPS","spectral_green_changePSLS","spectral_red_changeESPS","spectral_red_changePSLS","longitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.999999642372131,-108.596827967864,636.393453993384,433.344924096672,-1931.07429237451,-3074.22794441956,-2753.19746628516,-3116.4483598346,-3397.62365411571,1143.08904883699,29.8042959400632,1192.03939141258,1120.10490180565,2707.47330605043,1432.59132359498,946.125726343877,805.381222552919,62.2959021936919,-3.93303275108337,-0.344030499458313,25.4955310821533,13.1852922439575,0,433.344924096672,744.990281961248,18.7565646803227,-4.17340527441269,7.80955884218122,-27.5922326652314,836.558377442864,19.9962423013829,20.3316614935756,-3131.28056786239,644.426187830556,-2.34557863416889,13.9711882134399,1120.10490180565,832.573256913164,1162.23509547251,27.3682589568498,2.76671113872785,-43.0457442767597,927.867781184959,16.5322983099364,-3.56807779448608,27.3478503929534,-6.20038630605266,710.752479859805,-13.7448440949054,-26.3241659207335,2196.30782839128,1102.47142116714,25.0514717062856,25.469826884675,-40.8322748580421,885.765921867928,-29.1742016887932,22.1779566417264,-32.8061452543677,711.591872843937,-9.02901587859623,9.02053282692074,-13.6390403331347,821.769203271182,875.509562360382,384.642594624508,-10.7994570167817,10.0866555123364,-12.2282876014528,11.5676685935535,142.716750975178,"nonveg_988",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.210421621799469,4281.25254751395,4473.65320780405,4604.81358944578,5453.23355721528,320.111606876922,1756.94851453808,1826.14725617598,-722.830026852182,6931.79877646315,7627.6289437841,7833.47367388793,8057.0839501618,1902.70020871779,914.019205021164,257.91870602679,471.195014940407,-74.4811348231204,-1.07661967277527,0.0182741392403841,5.13432388305664,-0.974633026123048,1,4025.27018684129,2275.24073071599,22.4299899260785,36.6517848897573,13.8252408107826,-58.7359823354268,2925.4251551041,6.12590345264341,17.1635371508926,960.505418906812,2316.8233465805,59.2740877324904,16.148685062889,7275.30814997587,7089.63214624525,3460.52001354107,43.8566159741414,19.9625923250057,-74.3299583470182,2800.39151488959,-77.6122081589845,-2.39897798071821,32.6847819184241,-22.7188623338539,883.345611752825,20.3720039691286,-37.8548024349136,1966.93626322979,735.055043588423,-15.6091318115081,12.6928069489595,-28.2864325110584,530.913279911512,-1.00397926089187,10.2796537567646,-13.1315322175848,277.87777685715,3.14695603998193,6.67970120091837,-12.8774580948707,443.752135539033,477.990476807239,350.617041847312,3.19982805544929,7.61911789386655,2.19877385301712,9.18467513254828,25.9867788,"Finland.Kevo.2",2737.684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.126328095793724,-234.136563661078,500.899187747441,75.0875341391621,8383.05346866202,5530.3206698435,7078.47403066749,6531.91581363267,4373.31488165987,674.659250987086,244.397561430327,1872.63793902962,1700.26279404039,259.840182325645,0,332.862247355743,174.505056745641,-451.459300021141,-0.308407336473465,-0.000550753728020936,0.0436437577009201,-0.00536909140646458,0,90.7399067177975,735.035751408519,2.22669327700061,-2.56233525954148,25.0477443298988,-43.2373971416776,1773.50962652242,15.0269732286085,37.9725692825598,5934.94782350175,2705.15914900762,25.0398785947293,32.150483354989,685.092998578934,1035.41010881327,1628.24037759929,-0.267531989534556,10.1397144111309,-95.7788457411348,1593.89916791632,-4.98023600679828,-34.9917490912797,42.2783198604047,-20.7677038628978,499.499516899365,-3.30003795144032,-29.3823245234921,109.884496301445,259.840182325645,0.408320477950504,15.2847166073909,-15.2847166073909,178.909015446581,-1.75689149625109,9.86295363173355,-10.5240597321518,232.869552426276,-2.50842921499033,11.4117392756786,-16.2623938330186,237.160497735254,221.613649050024,248.190195138471,-1.94371256079128,10.0979180364447,-2.15452823264481,10.9832407005889,48.0600975016277,"nonveg_1654",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.974170082145267,1126.92216935996,872.06079362425,854.933819865613,-1849.00963811084,-3324.0828547768,-2961.01796595582,-2996.77669922567,-2310.97588741573,1388.9144459909,2378.14152088394,2005.58094629206,2069.2731694492,2721.86945450869,2116.52028032593,771.878622536224,805.854708566713,339.790269334086,-1.97552347183228,0.0170383118093014,3.56771606869168,2.19778470198313,0,739.772258171985,837.273692423204,-10.3757798087751,3.69018565808813,55.3195805410885,-24.6881387455231,2185.41751109179,-46.4982449168466,108.356197324516,-2901.94921630454,1933.28556532816,1.82197643399864,87.3032976609098,1502.21289485364,1634.83010147706,1640.71378838782,-13.9098027978161,91.1473296734702,-42.3264961519457,2628.36997333011,-44.8716774602133,-11.0510879297891,95.6850365534112,-22.3331685263513,801.908084808973,-2.32299814986376,-16.683754590573,2382.69723246169,693.875558121099,-12.7968823643071,47.2525180802546,-29.4066379995317,496.362860679024,-1.66204434588061,30.7987610897313,-22.7468101979823,745.007204829196,-4.60466921963021,25.3542812944166,-5.9099983100801,834.380268492045,921.881934976089,830.432046881395,-4.60669305193158,23.3607911157159,-4.33835290380017,24.5990681574356,-77.8918259999999,"Canada.Ivujivik.RTP12",1181.09,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152440756559372,2906.86821589674,3815.72742878004,4792.08557778398,4988.74654675898,1117.94312089688,1581.93168526425,2441.5412620342,-1229.83355589906,6514.16526973542,6266.78749653076,7191.27588121027,8534.26772262661,1455.38779210321,892.489281186395,134.691727278226,426.742434075354,-300.47596048689,1.04641398042441,-0.00905031291767957,0.52044090628624,-0.602610632777214,1,2992.66431824791,3067.30239144332,31.5594080889818,56.0778030951131,-69.1399660684428,-31.2405173156869,4791.19971028445,83.8182157778659,-72.5063512661775,1029.18111257123,3722.51790230411,42.1827594545628,-62.9818015342151,6575.4810986991,6501.65302407409,4141.49734977858,62.4465235902435,-92.2634896462211,-18.0289766988943,4273.1854465345,-66.596544081057,-51.3476490163297,-7.25693440629811,132.056254252706,1283.53019126567,29.2667966647239,-6.94079280780181,1647.77330183477,675.769641555318,-9.63841268733577,-18.5653038908361,30.1344105981081,674.917228670015,-3.10508877230804,-10.2420982510462,21.6129068808826,343.081866306478,-2.01361725555021,-10.5540129543943,18.4827348175841,463.016579871841,466.232097099984,368.871566325418,-0.71920286760425,-9.47319718836765,-3.70367052618538,-7.12045529932185,21.2420575,"Finland.Kilpisjarvi.17",934.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999926193193956,3586.89393176089,3522.06623464854,3624.05699259865,4488.7444790967,947.94975602321,1425.31472613134,1326.00911969076,742.455262059227,5299.96655113025,5698.10712672473,5673.02110677154,5808.75319196838,2101.37990934973,1122.18087838733,432.123170315344,689.582615181261,17.7171753660633,-1.54526375098662,0.0169626579365947,1.52388023246418,-0.105466556566005,0,3501.93418875266,2274.36428834283,49.2450185815804,-33.2937478431292,153.898244877338,45.7925742954977,4144.32165188579,57.1179544681766,343.791411944332,1208.58874604906,3132.04610984464,-50.392599240754,255.533398547802,5479.81024851573,5132.12044441957,2915.41379851884,63.5260691547503,169.125462503274,46.1791334277697,2345.62208208978,-4.4970617683197,-66.7186698637439,163.930221605574,64.8190769348949,1472.83543190857,-34.2266804513571,41.3653884405154,2176.79703253429,982.104262840543,16.4511218012093,76.2879176659898,27.6062477775803,665.522396133188,-20.1673453373693,49.1506765364097,18.5321456457893,592.865695403978,-15.2283853736531,40.3871190504645,16.6178746644446,736.81550587017,692.906218496314,501.088969434683,-15.0867852247635,40.618689386789,-17.6394193597636,46.3097718889816,128.890784272727,"Russia.Tiksi.Bog",890.962727272727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.248646378517151,4037.38151824845,4648.6757226529,5092.45738823856,6469.80661275584,2731.55870693775,3576.81601687312,3845.0617752715,1826.05999727628,6279.47200297211,6786.63165230053,7132.60032819032,7667.14798151571,1508.1348718831,933.597920209239,357.136118680682,595.265581342401,-364.712330820721,3.49671769142151,0.000154799447045662,0.515961229801178,-0.0599557012319565,0,4061.10954664771,2609.42296647571,38.7913789588593,43.965319335971,-28.4893545644155,-20.6106042289887,2054.32836942831,25.7256269658685,-19.8170255018959,2942.65463466086,1702.76259072554,32.4950577673845,-16.9290740253385,6729.23989683634,6347.23008902116,2608.09568526979,43.5713770498341,-35.8029470457857,7.61643197551471,2986.09875380594,-56.8303237103484,-38.2612099620357,6.48481810546844,103.806019841469,1265.69832411133,22.1055160648189,-1.87611014444091,1448.41724289482,448.507321946449,-6.66918604075042,-4.61807079602877,26.3827836439088,351.381134419167,-3.04196664027198,-2.07886759036244,20.0715995103413,367.467024773833,-2.35093575782615,-1.75393273327744,17.3170474065561,572.5107824363,611.650283897137,252.957292192704,-1.57723882079329,-1.42702355948178,-4.45685076835013,0.952038482041567,23.837682,"Norway.Javrresduottar.A-Salix",837.42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,167.725415862686,628.281950732258,420.252945886942,-1245.70804777203,-2055.82373576086,-1976.81040198406,-2187.66597513971,-1442.21225754526,287.237489681937,-23.1723616644649,819.704924996805,573.919243016792,2776.69489232967,2062.74472246433,1056.64049504282,1250.70700286983,-343.411975862185,-4.33913278579712,0.13860584795475,9.05084419250488,5.95867490768433,0,245.352802437999,483.046597995126,5.56208053893709,9.71667463605237,20.8029004845316,-46.0556534869572,1159.33637968116,-36.2705982129775,26.4680047509366,-2075.43203309385,1272.4355374941,-7.32456885438056,21.085557315565,287.237489681937,345.603435813328,842.87728666127,12.0505337025759,24.5785681980013,-84.287728666127,758.935828451083,-21.7821947183294,5.90092276822678,44.100639969779,-75.8935828451083,371.368551242721,0.024162342568401,-37.1368551242721,2649.29774802479,406.198075842844,15.4889406409979,7.4409298825999,-39.6807471425104,253.153323411059,-0.0917909611263339,1.30313289469204,-24.9237536151928,1045.43679944407,-4.01212788034089,8.34219974448813,-25.8409809521388,1312.33565439788,1262.258026304,347.128307969954,-3.42381397378086,7.0593515727968,-4.20222326543677,7.06347243951118,-86.3433434769626,"nonveg_848",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.343506395816803,2269.49561986638,3281.91407641633,3897.41038746366,3299.71901524629,584.797279156404,163.192181541066,655.388340709192,-919.492986103501,5487.30631437886,4312.8659723242,5434.03672882226,6087.9879341901,2318.2217032408,1207.6781414452,443.099689437228,673.648647269686,-420.750110304507,-1.37064099311829,0.00972253456711769,1.38718020915985,-0.146272987127304,0,3204.8885094669,1833.96550442115,24.0548986874952,21.865690777485,-24.3919163008648,-38.8482735067612,2006.56147315386,21.44889882109,-26.5833285172989,108.686629170108,1609.11128334066,19.7013228549642,-20.4809355945477,5197.49567546492,5076.07501685231,2521.87766329591,33.2296616212853,-28.6922032226943,-45.681423555654,1983.00266866928,-29.9264039601891,-20.3968228555477,2.25047322642651,12.8025454699937,947.209747168108,6.34046810154065,-20.232129908345,2519.80487669345,610.405194034578,-5.71179711807956,-5.21436048160033,-1.62360556367953,509.898324523487,-5.84041101597869,-2.17507334643615,1.94070548765499,473.147723635065,-2.19688286535984,-0.751806216245347,0.140421433075134,717.165326513375,738.135262964523,254.372032434648,-1.96954608032269,-2.17486437785164,-5.07287422440718,0.530970499391809,-149.253236666667,"USA.InteriorAlaska.24",152.133333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.977037310600281,820.245543876142,479.614993651178,596.270491943403,-3207.43664296165,-4533.00702869325,-4003.06182571731,-3897.71244048684,-4166.92632721568,827.073124036201,1749.54804858333,1437.85137930573,1606.32436199837,2248.60290061881,1971.27904738322,591.078081288841,706.462031922908,-302.461598309478,1.18481719493866,-0.00788228306919336,0.798784077167511,-0.26310983300209,0,479.614993651178,737.432108894787,-9.14669840209135,19.0169280356314,-5.83277491461124,16.2205023916649,1192.94388202142,-15.4928456038334,-4.49325658745536,-4032.00646246437,973.682338484503,23.5294291928302,-5.26746926152387,1437.85137930573,1310.88018331439,922.474924547128,-3.94558809674579,-8.42364913463203,14.8426985370287,1104.71980291995,-27.1279159827856,19.5205058675125,-6.87514152635761,34.0556654773462,551.03573002877,13.6217979762789,12.9088776655605,2289.35254667369,412.097513539253,-8.72691076238132,-7.78762535824108,10.3438366195161,216.228735561748,8.00847168747215,-6.50190613658673,5.10140405393943,591.110953409672,7.4188609777388,-2.19488437320259,8.54372830780593,657.563634817404,670.675293471116,271.072513445752,6.52071286318313,-2.44491985527522,6.59154992925537,-2.34089433706968,-73.8570467797407,"nonveg_968",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
