"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDMI_peakSummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_green_peakSummer","spectral_red_earlySummer","spectral_red_lateSummer","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NBR_annualRange","spectral_NDMI_annualRange","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualRange","spectral_NDVI_changeLSES","spectral_NDWI_changeESPS","spectral_NDWI_changeLSES","spectral_NIR_annualRange","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeESPS","spectral_green_annualRange","spectral_green_changeESPS","spectral_red_changeSSES","spectral_red_changeESPS","longitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.981374502182007,2386.59323019252,2783.20675605303,1089.90192457068,797.030367243023,-309.60970826821,4979.17554315537,4791.98281967034,489.464624487939,933.470679735142,787.179806252601,2.07773110601637,0,2583.98235006611,181.994151024935,2753.40014721896,2585.99354100155,-5.89156551694305,4638.45646279924,129.784387230077,-1.66571924722257,-34.6740283761413,27.6217398706976,574.386031130639,-6.24392923730102,-9.03580656185531,634.20778231528,6.75330338106686,407.65363867141,-9.30485071043497,908.486810427776,-10.8272782592353,-14.0599809956352,-11.0239758763905,-75.92177595,"Canada.ChukotkaRiver.TPO2",707.26,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.977506577968597,2078.03887926137,2905.10254147686,-319.005267621174,-71.4936154254156,451.172021724356,4839.85317669593,5414.7195026818,735.386898447854,795.457265369386,701.276178333662,0.205136880278587,0,2307.58995292562,1306.67094300039,1632.77697542204,1086.94357543644,1.19729892158272,4753.10914395161,2139.22794070325,25.1422527521753,-45.1881030570014,88.3749757117488,454.92965365246,14.835322127362,0.318386768761273,594.889418045502,3.82040459176931,472.71557467391,-8.49127505054605,387.593417841746,-5.86817714694298,-3.08702651990631,-8.76289050721021,-148.465406666667,"USA.NorthSlope.14",171.033333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.954094707965851,2450.27265578953,3333.65244434977,-371.656294385705,-155.184213675937,541.662234321553,5005.44320002859,5613.99993612134,894.259368006426,798.778646798679,815.085430177401,0.826613306999207,0,2450.17694925474,2700.75507663086,3216.67163214496,2872.89039450308,99.0651860173475,4384.16445534521,5233.10476523277,15.1900157368466,24.2849267453028,91.1656819792461,456.341324620682,-0.921203483691768,15.7359077455408,752.749596078007,2.15705661468871,486.269141905156,16.7679014450054,995.414337955917,0.66579142842999,-31.3068300532846,-1.09955014412642,66.9306055555556,"Russia.Yamal.Kharasavey-2b",455.806666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.841060340404511,949.006487127029,-25.2109766703778,10000,10000,10000,-1615.29342803817,-678.815103364108,1713.50457119042,1463.29394356382,1147.59719691718,32.6007385253906,0,-25.2109766703778,1704.978257188,955.386270469773,2625.82205539621,0,-2107.42777157433,3408.55438823383,-16.9701497771091,0,0,1926.532706814,8.65092939152028,-4.96414370777728,339.758488605955,12.134231735927,551.181391387551,-1.72674584212702,1039.19561832719,-12.693598929332,-4.70082483188664,-5.08587196330546,-34.1255782735042,"nonveg_1236",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.764934718608856,2591.89803805082,3252.32716052786,-128.151941755933,-37.3603476189952,74.0897852680334,5372.94957951907,5743.48253308522,698.100532198081,709.145720406268,673.62030843985,0.830223608016969,0,2635.06697654476,1700.9547649449,2363.66274007869,2042.56717992865,54.8815333586036,5045.56094563352,2598.9748326404,-72.2280124458692,7.0852937784361,-13.2947377892399,819.691486103429,-0.771378634345892,24.1085731206891,1135.25044440288,-9.10920853038616,823.52176035046,24.2212282456018,542.332685205815,15.2130638846008,-12.9200384401564,13.6665897635566,68.0378133333333,"Russia.Yamal.Laborovaya-2",235.568,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999138236045837,1004.50821599896,997.674209369476,-3022.86895793971,-3593.50365625939,-3177.46818084179,2055.39518920777,2515.92102760758,756.232254464935,802.78638704655,688.962278279454,0.593476355075836,0,997.674209369476,353.382397806166,966.652679950522,880.967169358693,8.94754658253133,2055.39518920777,596.609032313977,23.7718421564693,-1.02854999784007,29.3929923741027,407.478501897035,-9.860941893919,3.4594318682163,321.848853825873,-5.67728028548936,255.682159595334,0.909660251463051,360.023359397885,-0.294637246437998,-7.96382804530545,0.273541868653461,-89.2654983474993,"nonveg_600",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232790768146515,2152.10022663767,2732.63260254089,167.250267130218,678.916162278581,521.561554393561,5888.26749425796,6172.67198176265,509.365083567205,530.127506453536,537.538059585209,3.18515729904175,0,2291.91368578946,1631.13040926694,4157.63067444303,3303.10389984348,20.4971954502216,5210.56716472015,2822.77168668504,-75.166294741634,-38.6340992091814,-0.720378801960311,713.585286558489,18.3904219472585,-0.414043930282808,622.530881603597,7.83483624836322,395.345589430932,-11.5537198334232,131.432094299048,-3.21464458900604,1.87649651345905,-5.11670549769638,23.9119345,"Finland.Javrresduottar.EC-Hummock",1920.6225,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999987185001373,1025.18956728098,892.711185153126,-2102.11007879601,-2256.85586538054,-2280.78400873898,1912.83107470188,1903.52435613042,906.618920701046,1250.43966132202,1064.51192488924,3.63414263725281,0,1025.18956728098,358.950217402497,461.178488749401,405.670414484862,-15.6027082494178,2069.39099400611,501.89463404947,31.3119838608458,-30.0629424010799,45.2377480547249,280.263006220713,1.22314526975946,-10.7793463931044,262.242168811731,1.11665687117172,179.23571863739,-6.89368148605345,209.181650578026,-8.04544809915484,0.617934401283789,-7.44782584309788,100.811906477547,"nonveg_764",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.710888504981995,2573.21930763186,4224.29633214658,197.738032318871,1163.487067662,1358.25890381774,6884.12191031649,7443.24935342056,500.452138834345,569.046715925225,441.411541246449,1.87636915842692,1,3309.64258189031,2665.58990476142,3010.99555097822,2368.30959428395,38.1103491260818,6281.17983918966,3967.05408134444,-80.7797972719565,-19.5762941378663,5.50244251236061,1155.86860086276,10.9951654614378,14.6661698589544,497.461689687203,5.09338412836632,273.561663017905,-1.21765593807412,207.535547885875,-0.178711217727337,-2.4091322449525,-1.81552625906259,-74.376048,"Canada.ClearwaterLake.AB2",1109.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,255.048471016393,523.140505144143,-2050.23596760268,-1755.93400248166,-1889.16066773371,892.230215244023,797.118111617631,1944.79882287121,2496.76603946528,2262.59014421348,1.49644756317139,0,523.140505144143,455.484394704788,1000.74014633141,953.599595251792,-17.0064444663581,797.118111617631,536.284115800482,-61.0394428227564,-18.2817564893117,-55.7147577283242,561.496022447515,-1.21885116596652,-11.6865996178512,528.567609581473,11.0660226403946,357.358836212521,-5.93347020278065,568.86244714527,-9.67108526365324,-6.66251261244832,-9.48674046345534,-98.2322711383337,"nonveg_916",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
