"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDMI_earlySummer","spectral_NDMI_endSnowfree","spectral_NDMI_lateSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NIR_startSnowfree","spectral_SWIR1_endSnowfree","spectral_SWIR1_peakSummer","spectral_red_lateSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NBR_changePSLS","spectral_NBR_changeLSES","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changeLSES","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_annualMean","spectral_NIR_annualRange","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR1_changeSSES","spectral_SWIR1_changeESPS","spectral_SWIR1_changePSLS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeLSES","spectral_green_changeESPS","spectral_green_changePSLS","spectral_green_changeLSES","spectral_red_annualMedian","spectral_red_annualRange","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changeLSES","longitude","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.0572255970910193,2793.6840518608,2528.48967995541,587.853138109698,666.197702476419,1055.44114806575,5378.38894597515,4984.39857071471,5625.52859736788,6732.62148791837,4343.13431605429,2488.61772835949,2155.3948894425,2421.89862903005,614.153355083108,733.607492314644,230.517181620513,-1.13845410943031,18.5875625610352,-0.00323914806358514,-0.0063311909325421,1.13954854011536,0.289241321384907,0,1861.95880079812,20.2819065152033,21.5456647584261,-42.0257681909319,-13.1344551571499,2118.87818785681,21.1707301864738,-40.7719783357593,-7.93687469219174,1597.45670069549,13.5089888667449,-4.55363652841056,2409.91806562696,25.8831970924438,28.2457198568763,-50.9947920433037,-13.8285769987469,1116.66460670572,-0.332480091531848,-11.104505967662,-20.7700935908112,27.5832694505895,2926.29635845615,793.746112550326,-2.87300768244857,523.941012026823,3.1898862484349,-0.558559497499502,-17.2002011944602,5.47859176481619,352.842450972909,0.420976107604795,-1.80029586900606,6.37926816430193,232.449708766219,1.12238662186296,5.00781953103079,0.47008122231165,-7.00677209555415,3.59107612480437,853.717454378727,297.491946575752,0.254197649137736,-1.80786074001384,6.51410436794315,-163.1072,61.2975799985942,"USA.YukonKuskokwimDelta.72B4",292.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.98212057352066,2385.15204773531,2378.63797590853,405.861165549301,89.6205027320568,506.653225459599,5387.42198878544,4905.02190191583,5715.34478820083,6059.13435825441,4322.50317392832,2174.19459080537,2104.77986604213,2301.19698706331,677.764344139536,664.385042907003,-53.5674729798622,0.416269457174672,424.919005499946,-0.00183932828278759,-0.00889183460579564,0.543540125919713,-0.263551198359993,0,1429.0411623449,25.964796548678,18.1262931147638,-13.7292586796156,-47.3761807582565,1461.84477774184,32.2569327397669,-2.47173616883261,-61.0867324286387,1132.49113889262,23.257315885855,-46.9540368656701,2396.25541848085,53.9804969578876,20.2690762372255,-10.5432770673469,-70.1636943453493,1547.60300131864,-15.992966018258,-23.833310276244,13.2116499051343,-24.0520346711487,2423.34506679209,651.844608348105,-22.4164249432636,495.511567738715,9.18037081847179,-0.352731902636289,0.396313832067948,-21.4342014386644,327.693503179024,5.02940866238571,-1.93687730994697,-13.2056483343402,231.1894472932,0.595319619904174,-5.25380763951186,-2.67851041287509,0.41303550265813,-8.54774749991614,828.133186893334,236.625315344297,2.41013516522091,-4.42774170962633,-5.99845084669293,-111.57003,64.8684999988168,"Canada.DaringLake.Tower1-Shrub",415.614444444444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.186681896448135,1824.17070156226,1944.72510936624,1469.38716919472,798.584595479945,2497.3211056376,6292.75528044729,5014.8567551877,7008.06380930651,7440.68136091001,4923.82064974652,1603.82065095431,1000.39838650961,1329.62363862156,391.292673567435,358.651317398194,28.0121890431539,0.582018733024597,134.145955403646,-0.00246372442537298,-0.00175619140888254,0.217862104376157,0.199904292821884,1,1655.71887566855,42.4543301453475,-7.83232430155625,-4.68393103768078,-37.4494403726784,3079.45690479264,78.9604334562216,34.745211724471,-37.0916510913838,2122.09675070373,54.4127371975315,-31.5927187149572,2616.19815078529,67.0820038662895,-20.9830347459494,7.43029390069055,-47.0258746792392,2419.33180061378,0.360525269421907,-60.4832950153446,36.5050260096015,24.1725576928416,1822.30230909264,835.971667193745,-16.7402528342589,582.633598642347,7.76314778996433,-14.5658399660587,4.76355200470172,-2.87120067084913,478.195844631675,3.8944096882697,-11.9548961157919,0.889251935078724,275.873833814287,3.26902230772791,0.131403880596911,-6.76504901883753,3.90049639258868,0.0610354746045625,352.960898196426,385.655665867493,2.72562223499582,-9.64139164668732,1.0419743660769,-147.785416666667,64.8674933321501,"USA.InteriorAlaska.5",1141.18333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,819.99622875604,460.122491552884,-2541.35518420818,-2735.34511091575,-2920.11102431646,1107.1930140405,1150.5976161695,1036.07857614783,1136.65610507036,600.332711872793,3020.13385915833,5154.51905708076,5260.46122063559,2253.38479305629,2304.95593479097,351.900276664382,-2.15032410621643,229.41731262207,-0.0229134205728769,-0.0550882928073406,3.4450888633728,1.62990355491638,0,361.748437898724,15.9320463992229,0.48884422242699,-12.4175558256298,12.1051057097017,758.125695517685,-15.9667153382622,-7.48830784222961,35.133128978869,678.351400098409,-13.6179799995514,30.7943189001179,550.264904296708,23.0391046439866,1.28100395782001,-16.762921487088,19.0865066702784,486.657001980889,-2.18506024729251,-14.3385071194956,-18.1333354653425,33.6521008805378,2930.83972748456,228.274035339244,7.37722500772338,479.040504454299,20.5726745499603,1.1496375806597,-15.7925807837216,-1.86444647541566,404.557330250563,16.491686467669,1.81479252008024,-2.64299580527571,523.195350260273,-12.6037868779871,16.4464246202321,-9.43208741913568,-7.0979546913167,10.2082443472675,2304.95593479097,406.145234810952,-6.58394832823991,-9.11857521108651,6.97362636218077,-94.9951380464323,76.6211299839956,"nonveg_825",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.953641295433044,2469.26993072666,1364.66538525783,364.533033608129,-254.580051426794,35.6649537734766,4847.04495944203,4526.95664045902,5285.53023073429,5691.3012326193,2048.80735640319,2350.71230492037,2270.36182625409,2524.55471598048,752.606670248328,749.17294855401,-203.468753240719,-0.0381811062494914,8.47571500142416,0.00641766570818921,0.0143448474506537,0.973909676074984,1.02858543395996,0,1306.05134387063,49.5798590945689,0.628703978216351,-51.1113153737869,1.42981482539254,1889.96829951926,34.3249158842151,-74.2831020526147,54.3904706946043,1946.10877354958,24.5896690905257,60.795403869437,2503.77361267603,96.2989851029244,-2.9034468835874,-75.6416928618368,16.5558075842356,3532.5292421367,-54.2953633686009,-55.5547606455857,-47.7593274709435,68.2859262199212,2491.40595634902,601.628404091539,15.9073063041613,740.072737322577,13.1709081061004,-13.7568801223402,-28.3566903091841,22.7847420559165,466.989200875615,5.88698632972577,-9.41348223675116,14.5682275907634,907.807977464753,-13.1812055928602,20.9971322112715,-13.1521726994203,-11.05726802623,17.1038809672261,785.765416227867,749.92964771803,-7.55916289870656,-15.7722320995337,21.8550900347624,66.9325611111111,71.1940444435539,"Russia.Yamal.Kharasavey-2b",91.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13994987308979,2753.5222150376,1599.92501361642,-1713.41491381367,-230.155898701928,22.9266022934032,4697.20619975079,5200.72374271561,5896.0539088832,6875.86502177141,3154.99668680364,2124.55920927924,2165.30951131156,2515.55024774296,468.668088514866,609.610258458316,-151.604126548825,-2.4417426109314,550.96376953125,-0.0535906374454498,-0.0342380024492741,3.75042352676392,-0.88227095603943,1,1978.77944693098,32.6829419595577,22.2831537885251,-25.3189532043443,-29.3845927516135,2954.62476777757,36.5609759619802,-19.2882567411066,-17.4970557596372,2176.14343991501,23.3192276178281,-9.24620428314873,3222.58787002596,57.3051251130309,32.2112046099125,-40.6877203491277,-48.9806987365482,2016.68749492882,-24.0740032940062,-27.7810870738615,-9.99361611237182,25.9754651533424,2276.92887056329,565.22183615089,-7.14437726648029,670.889069114692,2.23775981533973,-12.2652009671051,-15.2894556199272,0.123501204822333,585.890812277022,-2.80440734546234,-9.75904268970551,3.13992683645078,324.152654749087,-1.13879087800129,3.21155329771201,-4.29014228544079,-4.50591506349529,3.46239687602946,540.721758098363,378.543450778359,-2.70783943438474,-6.697121155747,6.75571234108309,20.7596732,69.1044079990183,"Finland.Kilpisjarvi.20",888.466,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.982395112514496,2397.16843216228,1893.9213189221,313.180394977405,-224.185040888459,910.835833600199,5853.29192173234,4851.09219229366,6730.36326689048,6874.7946138061,3708.48982637702,1973.60805113456,2110.49976202093,2490.20472409024,789.120101496422,586.193463074059,-36.6922033521198,-0.366856376330058,426.213073730469,0.00310253833110134,-0.0264930029710134,1.54147354761759,-0.336402982473373,0,1831.83833394479,57.6333661731604,5.53347292838418,-0.143776937079874,-54.7572875571782,1662.22102873042,51.1470585359261,26.3705304509788,-62.5545180137572,1358.46675604734,46.1148273984424,-53.3852376435971,2970.67111820111,95.1230994413337,7.31383566904957,-1.40255528587793,-78.1138796668998,2157.7435959338,-22.2553981344862,-52.1495534494379,37.4997655778527,-19.5434787557659,2373.30640061098,873.402341663657,-32.5698577588896,853.229984485192,28.54178328733,-11.5894102475436,14.4644466532554,-31.6123565778999,386.414345301544,13.2946298220273,-10.2226304341622,-14.5183130384281,382.363090640669,4.34431769856134,-8.3965506904794,-10.6134625984731,7.00787719967186,-8.90534193480895,719.801118821077,366.55605620225,6.27317880852438,-12.6398640069741,-5.61051984702712,-111.548772333333,64.8719443321503,"Canada.DaringLake.Tower3-DwarfShrub-2",339.026666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.853777733114031,1852.28052815136,1223.71839676984,-1684.62082183349,-1278.53141243338,-719.866171224895,3834.82768400695,4069.10492451093,4780.38932636237,4553.86180116677,2900.12843223145,1561.85769178508,2247.87726887368,2341.04796817875,814.12485961815,712.409560612523,-181.33101662225,-1.87036413616604,182.224504258897,0.0101768252595017,0.0235101159455048,1.74236368470722,1.90612594286601,1,736.941755166023,13.4306084622516,0.254482445324362,0.253416309318612,-35.0924645317154,1315.08081602356,13.7769344036432,7.85282144623567,-62.6228960011221,1270.96126686668,11.0060553166935,-60.5219650888896,1163.89402743873,26.4885238816541,3.27103990135544,-1.10631858256381,-54.1557666916361,2168.79059840132,-12.5205095384712,-23.3447005496287,3.91193695343606,-39.4692085922833,1714.16781228976,724.061499955704,-24.7081262473039,845.203606354374,7.16137441405963,-9.3017003805343,-1.06821941044334,-21.4620468339853,671.697461677068,4.52234507626294,-7.69940289567715,-16.2530531443148,881.406677341766,3.1873915377033,-24.6412216409911,-7.60385154576579,1.13681098620783,-20.7943203493793,803.427264017676,700.944739825871,2.93135697421673,-7.834174999569,-19.5598321510513,-75.47438848,58.5378594983547,"Canada.LeRoyLake.TD4",623.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.987355828285217,684.76481950521,-82.6243649725627,-3066.47294274471,-2794.9678218343,-2856.13895285562,684.755732783702,1060.04557646568,1141.30512545664,1141.00478271791,478.606247467919,744.787979043247,2799.21284231583,2600.16193675383,979.287238836292,1097.46060062544,-289.312143626669,-3.10596418380737,1607.93920898438,0.464374214410782,0.13252554833889,28.9224586486816,-2.45283079147339,0,767.389184477772,4.94150932575468,19.8820462724171,-5.44527195913848,6.40956560693131,687.993501222134,10.6728680671137,-3.45976189528173,1.60885808519511,431.662925825609,5.52268292811034,2.65961439223103,662.698877988725,7.10860294192357,15.2083016644736,0.0136519426696292,-3.53302386917228,578.798159630867,-0.438861666138862,9.21175514951736,6.40748944728086,7.02090162196381,1184.94100657877,763.090432983714,7.15855111727738,1279.80503001873,10.9402330422639,25.4495788743695,-14.503114802921,22.526931792446,996.409325095147,8.92228698351867,17.5727847234465,20.5887649016374,240.563878829047,3.48167138702654,3.84388214720123,6.48145133907031,-4.89906677507353,3.46533769522142,979.287238836292,326.373917255413,3.9905441761846,7.02160453820199,5.09056046665603,-129.873298260061,64.2978222901408,"nonveg_714",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.990371882915497,657.434072554249,266.386632372376,-3983.07125102606,-3034.19312574899,-2970.47390242576,676.366061547631,1620.66951245764,1866.30959282038,829.619536924733,432.215202154171,1854.89700100714,2546.58213834069,2183.37346405722,1049.29407296967,669.263797127161,35.5587456984429,-2.90983581542969,548.314514160156,0.0253587532788515,-0.0883591398596764,5.28651666641235,2.44945740699768,0,748.910617031764,-4.60879550450751,0.964860020006331,101.749419467361,-22.8411184598257,3053.90659010755,-75.8859172367709,178.77163031196,-4.5259507436898,2924.2723025984,-70.9898125607047,-7.96490291540425,1434.09439066621,6.42502261561736,4.03298619413428,148.098579413663,-30.7050100453425,2157.76685280908,-49.4040597773209,-7.37927845449691,194.706135384179,-24.8009064405913,1331.57669526466,969.515614833281,-6.16990103003076,587.731231929953,-3.00580331051274,-1.89125162771346,83.9616045614218,-28.0653197058096,345.792157013589,1.30026054006218,-2.36603741102001,-22.6820144884681,1113.85427322723,-22.9952621383544,2.14380817858206,-6.116554636922,58.5156641884971,1.21209152479848,1049.29407296967,1091.42694585012,-21.9888599530181,-6.73290177987973,1.68464497512483,-73.6182957898967,61.7651119698199,"nonveg_779",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
