"permafrost_index","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_SWIR1_endSnowfree","spectral_red_earlySummer","texture_NDVI_peakSummer","topo_eastness","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeLSES","spectral_NBR_annualRange","spectral_NBR_changeSSES","spectral_NDMI_annualMedian","spectral_NDMI_annualMean","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDMI_changePSLS","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changePSLS","spectral_NDWI_annualRange","spectral_NDWI_changeESPS","spectral_NDWI_changeLSES","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeESPS","spectral_blue_changeSSES","spectral_blue_changeLSES","spectral_red_annualMean","spectral_red_changeESPS","spectral_red_changePSLS","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.954609751701355,1772.03694298118,1490.35055495011,2221.19654124963,1675.75549308111,2832.18239836805,899.000675353032,-100.143343732938,0.0101984785869718,0,1300.0304426186,-13.6138537048094,81.2519026636625,2399.31059633811,-43.586426998299,-1538.50539589942,-1897.88018877531,2046.72545827782,-37.571297047491,-102.104505711468,2694.88823504083,1787.32039705667,-12.784599516457,-109.825977113277,2604.72613988566,7.90081493246582,103.988239489806,35.488975897451,461.471753777366,5.40544556356469,-12.1824233437777,33.9500183195335,1001.98777994557,3.99983126918822,-27.696533625673,"nonveg_662",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3404.91134790073,1249.31231954762,4745.51668374758,6504.67469673709,1814.36545641,636.176130347427,479.545286127496,0.000408992908584575,1,2392.61972847749,36.5486959823171,-65.7851455000751,4741.24182582923,61.0355485923131,635.753219084391,-227.227817452103,3340.38826758324,39.6159489801161,8.59301262108534,4681.46467577003,3621.27815018498,63.0687774968082,-10.8647474865759,3395.44188675691,-47.3474498793442,-5.69694955477353,-11.3927746789133,394.008820037523,-9.16299581482612,0.346112515639598,-5.98889133972695,596.91150637774,-7.05465657991759,5.98648845636523,"USA.InteriorAlaska.23",1218.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999710738658905,187.244599772822,-102.488935902012,1187.75510496655,1188.5038427355,2909.36924355865,1703.58267270785,-916.722651982641,0.000872678123414516,0,857.068512453171,43.4278593612529,-13.9225569128456,6056.50478000689,-170.888796133256,-1120.79425989945,-311.848044512118,4818.45020943541,-142.49329021384,42.4818200817231,621.577587046765,2288.46922050753,120.406341196767,16.0582325040288,4039.82122459687,-84.0530553819397,6.29909822701504,-37.0794089412018,2856.20968011342,49.6631541119655,11.977704702008,-3.82836055774496,1783.47052287917,13.2490176309484,17.0841714152334,"nonveg_1672",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999761581421,-596.647468611486,-309.50078001098,1292.47827070525,1271.14583368184,3825.86461183323,2051.86436332364,-82.5684341908797,-0.00958172790706158,0,1503.83539449912,50.6953627457755,12.3334749285138,3533.39044191915,-12.9729026664432,-2459.67910715009,-2914.81631023725,3220.05638092535,-22.747363485248,209.158221510418,707.661665539248,1578.99038067426,63.2497125256768,158.269147913883,2034.51366712223,-75.0149081033255,46.3495699902704,-12.538431218598,674.056825788939,-18.1060566261101,-27.7682731273296,26.0260914661746,1842.12776138432,-33.0661771406386,40.6006120857646,"nonveg_637",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.977037310600281,975.496930588855,117.088086286705,1834.74877950252,1812.11741237202,2217.35523924283,880.978788260609,413.516823115541,-0.00788228306919336,0,858.40884430215,28.3565400435409,-12.2122778761317,1147.72803422999,36.5592986261435,-3639.33037325699,-3796.0747123259,993.88752096666,32.3563525156988,-10.2950823960434,1553.64511222398,1418.38237048311,43.2991201850508,-13.5968746308624,775.13429481928,-3.67655011575489,-8.27640134248819,-13.2055272656875,414.840152524878,-0.606420795604646,10.8933682092508,-4.10784701028291,786.005033386055,0.51188118621715,-3.94330637647238,"nonveg_968",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.863817453384399,1516.00558368231,-42.4996706689703,1688.01398976207,1732.44670403951,2303.05771197682,1424.74633954137,-1092.30055330735,-0.00168263993691653,0,1558.50525435128,66.6873151847171,-4.92836982885583,2206.51237119193,97.8529921281558,-1683.92898312048,-1773.09247004948,1816.32540958462,80.9999055403124,-24.819806569926,1504.20788490009,2054.79450373593,87.530229613474,-23.4568506016504,1201.82727469986,21.678173218468,8.73677199305257,-8.23928092679191,523.19148753799,9.39387904653507,13.6886106539129,-0.933072395075433,1341.80272662753,5.05493351371465,-6.81716950966437,"nonveg_606",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.981374502182007,2952.24032755373,1754.54962013472,4531.63686513015,4661.05251238055,1856.68935696361,1037.73594581496,-45.1015537066117,0.0259827110502455,0,647.492282819045,7.50088791854777,2.54523426673612,2792.02237301688,-73.4742729741284,-21.6735715765295,387.700457074257,2687.30315264416,-70.7185040169516,0.382704766334667,4153.0320775519,953.88286976118,5.14052816081712,-37.8618588002046,2654.71951931617,-9.60817405951213,50.294562914822,1.90829424136861,392.600256544958,-1.32562301792433,-15.617909586876,18.8695839623613,853.040473908508,-1.46617574094852,-13.3915232392556,"Canada.ChukotkaRiver.TPO2",707.26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.704332053661346,4355.28092803437,2315.99185086184,5608.25967550681,6518.62487887427,1618.62823004377,638.688083052692,178.439019605177,0.127235302494632,0,1879.8284363936,11.6221678082619,-11.6804884870723,2063.49298164902,-10.0168802260029,1214.39983706303,1355.86700902106,1754.61590130296,-13.7194885897767,-52.2761695133228,5866.48200486389,2723.1028130626,19.7055282874458,-55.7699812109732,2721.15816726864,2.01865190725134,36.8109511099222,12.0419130561095,536.331926948031,4.89218203909462,-6.66700733343011,6.48623858729679,596.315298806667,0.119765573899577,-7.84566449628637,"Canada.ClearwaterLake.AB3",1484.87,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.998387336730957,4161.73812850458,1946.29909676024,4727.6286421676,5977.9031169393,2420.68113135084,838.966956790338,329.159146076029,-0.0229689665138721,0,1914.95921335303,37.7126742463375,-61.6395142925229,2161.52144897187,57.3000829691784,745.577318335162,383.32777979687,1746.89356463861,38.3639768086024,-6.00696024015059,5045.81336644376,2703.76514527083,60.4159910141664,-21.8524998146725,2983.46283271721,-57.0564353282054,5.51478055811805,-4.97276869031771,1078.58366930997,-28.4158420508928,-3.17316971613938,-5.3031027582256,917.415944701897,-19.6904457315889,10.3720762966848,"Russia.Kolyma.WT1",202.233333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.403201431035996,1213.47983049412,922.80878027824,1934.26859475144,1306.6527208116,2978.2937240597,1263.20435258707,233.769041745086,0.252790331840515,0,618.617197706434,12.6578619364806,36.3892469239079,1207.91625964127,-6.86048334232366,-2103.78559452977,-2268.22106317445,1183.31399393386,-9.2804122151595,-44.1141916839655,1792.05073141613,866.517309735411,25.5702534023371,-48.0380037326072,1659.78484413835,-13.6967703836554,97.6344025963737,33.9460587343494,393.606356972162,-1.5717478241433,-6.43913429710055,25.7710310927878,1199.66109057195,-5.94544598456286,-12.8769947744319,"nonveg_807",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.990816354751587,83.0032546783809,25.2163297345869,-680.139527797846,892.243219359742,684.858646385624,839.457388485469,-244.671547139952,-0.38668555021286,0,1753.83381308771,-13.3915826593444,-87.6916906543857,3146.547673587,-82.4343347829842,558.23531086744,479.938633117751,3418.15624750115,-81.8798402205522,91.5538675598306,-347.190176195022,2389.99935501774,-5.3333810634435,44.9686235118354,1565.55234013291,7.77408318094189,-26.9015257861475,-38.900852596405,403.347823307754,2.75116735378739,-17.4739080538425,-35.8168861600152,795.621075312696,-2.82009488490464,9.36935053407055,"nonveg_1145",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999997496604919,-10.0054992734208,288.361332797843,984.213723158372,781.953283720516,1955.28100274074,1666.61251550048,-1445.58178789763,0.0733744204044342,0,577.650250304564,12.1427573144913,-15.4301416603897,2593.31138106104,-45.8487171256916,-1482.56168611346,-1116.04515271107,2503.1302086574,-45.616804342849,63.7485514721446,580.240680664464,808.854362412313,22.0300437899042,55.144902088587,1387.86053301132,-52.1591019724086,-3.5416163319098,-17.4970030021149,300.457188978177,-11.3492183773085,-5.36727539994911,-1.89519428203286,1483.24485548015,-19.2563062376507,16.0989788290596,"nonveg_775",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
