"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_red_startSnowfree","texture_NDVI_peakSummer","topo_cti","topo_northness","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_NBR_annualRange","spectral_NDMI_changeLSES","spectral_NDVI_annualRange","spectral_NDVI_changeESPS","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NIR_annualRange","spectral_SWIR1_annualMean","spectral_SWIR1_changeSSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_green_changeLSES","spectral_red_annualMean","spectral_red_changeESPS","spectral_red_changeLSES","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.974346518516541,2407.16735655198,1826.95341185378,3347.52600487016,5934.95173168571,3663.45562106424,766.180073314534,-39.9588951798219,-2.22376203536987,0.0286031831055879,0,2040.06968593206,9.69756507327101,-108.590953899798,2567.30748802811,22.0963315212349,2909.12575130492,71.9917231013936,1892.81405403051,-27.0546650067016,11.8035432549514,-79.5462679434003,1181.35072561679,2060.16650866671,-4.52296265017672,576.073095805218,7.89443935051977,-32.0040608780676,18.0559118138394,450.278792329031,12.984879030716,679.179753137405,6.60757553984227,18.6670019318245,69.4257166670324,"USA.NorthSlope.Sagwon-C19",244.828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.99968820810318,599.223091025925,887.018590701495,-2359.51205607643,2124.88701390755,1846.80743482957,887.136609346087,791.946880441275,-1.92960906028748,-0.205226898193359,0,333.528211532011,-5.57706864866853,6.82389705974847,872.080149126276,-12.6679680695246,517.216979159443,5.86915259069288,1421.14829191625,-39.8596513289906,-12.7754705938334,22.714045374741,317.079212550932,2434.98896982768,-1.61591083910278,454.147430910665,-4.91778844353175,-0.167917896040213,-12.6934845372137,225.46056690327,-4.12089307752699,748.833656162631,-4.15753151610194,-3.83777021742048,67.7745939590111,"nonveg_758",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.259114384651184,2922.70949151478,2281.60430800161,5263.53619516167,7000.23312732733,4916.72978781691,721.244657271533,-14.3211911480351,1.0894630998373,0.0231023118831217,0,1333.71917376821,-6.23458435467595,36.5446959460271,3341.52168826644,-108.104906567484,2150.57357678517,33.7666401933169,3120.35065220486,-85.195070196746,-18.2096305258865,91.7045055402676,750.960038832112,1539.15841683222,-36.4652136421749,878.052241882962,-1.1105955057183,37.0115637191023,-30.7793209932076,372.445895601372,-13.0936282577083,603.365485103079,-0.623097257913413,-12.5383460868288,68.8311242490063,"Finland.Javrresduottar.A-Sphagnum",0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.974346518516541,2348.27148229869,1866.86209028203,3352.04429226569,6362.33387379973,3618.87686342727,789.613274058305,-22.7195138423943,-2.47278895378113,0.0269303554669023,0,2038.74956796065,29.3686057903886,-43.4238255394311,2466.5670189327,-66.3610129900588,2739.81391785326,42.4835560805588,1039.73887085487,-7.48206654855837,-8.02335813829139,-19.0602809392142,1184.74585953552,2512.22130121742,0.947411826930344,414.162239183389,-1.07881867459498,-8.64438141589001,-10.8244310810072,322.26522137083,-10.1620330159379,873.071269263824,0.54602861542521,-7.37055496967218,69.4256722210324,"USA.NorthSlope.Sagwon-C18",140.464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.890290200710297,1965.21526398855,1704.70354575368,1166.79908316063,5026.2831792771,3389.3709448055,917.93720125677,-66.102760352242,-1.87620540459951,0.0228739592971074,0,1477.48014954841,30.3169709141785,-6.53844942054164,1021.16208678767,-28.6599925474168,2988.15500518985,17.2472980437939,2339.64359040126,-30.2577707964766,-31.3117973719776,1.994025774846,366.368581535615,2176.48917398934,4.98328851870328,298.849290371262,-4.78527157203579,-2.84655002108534,-3.65394834746477,451.539107887462,0.450533371342399,735.552613233831,-7.34389899870536,2.24980589076072,59.5468890084513,"Canada.PayneLake.TD4",219.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999954879283905,821.978763244408,789.036928410922,-259.983880675416,1304.63953257689,1019.88033389695,2933.17403709188,-192.762137496723,-0.779285907745361,-0.0478536784648895,0,382.974169837757,3.11699349369726,14.1141284147637,861.916940786967,-25.6315316927108,527.862945150539,5.84246502773039,532.036197518905,-14.0901486300663,-4.37208097927462,20.8844644283846,366.020445270046,4620.53902546182,14.7485753922527,475.688074330971,2.04632021944266,-6.48691244977597,-28.1356944101028,568.690825310399,-9.90944106945206,2731.53458126738,-4.20728868985684,-13.198618539552,69.1811911501615,"nonveg_688",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.912120759487152,2948.77302027277,2515.42029400119,3608.49895547599,6983.96805379342,4106.62172971032,844.163042512428,75.689493239889,-2.92935263315837,0.0738285781608688,0,1781.94526384832,17.8816911785706,-26.5511846811287,2381.51356851638,-28.5360088464686,2325.93293720591,32.5796177776732,2083.63685383915,-45.7109601333978,1.46226461019544,-11.9312576144752,1149.10470772712,2607.09383171517,-32.9032783111098,1184.6355723053,15.0023930320668,-21.9146913463578,4.5754380939498,727.847406860218,-0.397417145672019,896.185299039133,8.24294782740982,0.195662714000821,64.1954829987801,"Canada.Yukon.SWEDE",192.269555555556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.883681356906891,3020.64759584905,2547.3777446095,3729.6300573451,6727.31204461645,4383.94078898211,1089.12053911385,-14.0825454575968,-3.17453107833862,0.0951125423113506,1,1811.75507173216,61.9853550691336,-35.6973466776614,3058.07892344894,60.8802755397857,2042.72058317129,6.52107126614537,1832.35185226038,-10.8735856167439,-34.1496335415081,3.92287384510785,1320.90380718792,2673.27467028863,12.9271864545465,964.963850944266,-17.3796011138809,-5.52486257079655,32.1654616981422,718.970628911608,22.8392602581444,944.44596918793,-15.452294983803,28.6400590122217,64.6742539988064,"Canada.Yukon.SOUTHSTONEBOY",145.870888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.963958859443665,2188.6715597305,1985.45838820018,3074.59880958551,7002.39036047506,3272.38694692332,1167.77126897988,270.536600160988,-1.92127413219876,-0.0978664126661091,0,2674.4294542968,20.3530715796976,-13.4127224029269,3821.42157249871,-29.5221180289843,6120.43097149742,97.4760057525525,3287.44411614262,-64.8536127247057,-4.82036062218532,-33.5565115088317,808.258642169242,2268.46367884188,-2.47167433400587,292.229310514133,4.36184596086402,-13.9156814530539,3.73763165129868,524.057549500869,6.56825562913227,845.098871786506,1.94762824271867,9.87842544465599,62.0867529986503,"Canada.DeceptionBay.BEGL1",725.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.982226620117823,2395.66561188123,2121.05651895658,2930.73345928913,5992.64779465504,3792.87711523359,936.090734572335,23.3379433675589,-0.799364401006866,-0.021722440711326,0,1545.11390131652,-3.04450320855076,3.5124964183337,3365.19322607021,-57.0918801231314,2537.37298065826,60.3841628606366,2510.53583653902,-80.9850269851298,11.6372605881643,38.6973836276076,857.694893820962,2365.54519764559,-9.6073517498768,400.705523134393,8.21298710759656,5.74541398713762,-10.544858752253,427.038156064783,-5.58968462347334,822.592253454738,1.32207818819955,-2.92182847934873,64.8688999988168,"Canada.DaringLake.Tower1-MixedTundra",276.318666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.945127546787262,375.098737141522,345.606549276662,-1966.5762686187,1277.12639685319,667.28385660266,2064.78887850508,-177.04910375468,-2.20517897605896,-0.161486506462097,0,520.670995154871,-0.656596740957317,33.1959732445372,2533.43399434271,-47.7602065072376,934.730937919408,16.0069555309453,1096.5617354054,-15.7863974792236,-13.3424875434385,53.4680869346454,940.138991883747,2414.41316670416,-2.75029665509958,276.399966868975,2.94128211929777,20.8228712581714,-34.5499958586219,1082.24462902804,-10.5687422558193,1350.2297998609,-18.7423724868571,-9.27907412500454,59.4308002168295,"nonveg_935",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.596815407276154,417.509334990636,-410.843023499965,-2534.45277913734,3434.03149473337,1846.21749490397,1307.94962026613,-24.6126237108948,-3.28800988197327,-0.16461655497551,0,828.352358490601,10.9511295193564,-3.38135809210559,972.775832105559,34.4588809237326,1587.81399982941,21.296093633585,1341.87243424763,-4.48863432394717,-21.6527113736803,-6.69906467396273,542.174477258101,3186.14772692239,15.9770610271401,1038.58654135136,8.63225884449837,-16.2329888502236,-7.2243689459011,538.18535838303,21.6212687690674,1284.18227122628,-10.340679440536,16.9162555458481,65.2543179559515,"nonveg_730",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999950051307678,535.05391838344,168.451972991464,-3570.88961572319,465.337165689043,198.065501518427,929.21803088019,-299.519477465462,-1.76010429859161,-0.0116077326238155,0,581.079086115745,-7.94359780458403,25.4539304875138,654.777514797143,26.669586757791,660.273144517093,8.73628216516902,841.908740843445,-26.4970052167741,-4.51748571394804,27.8505079394589,404.610765449144,2267.41248015902,-6.57391294348714,126.586605962282,-0.821169851669099,3.58551981120645,7.36354856229144,309.032875393987,8.12571871896294,823.052887503595,-0.679274752799435,9.15135049473447,70.3263369278322,"nonveg_1499",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.849971115589142,-674.998231947285,-460.035594079209,5848.47907646302,1806.65321863612,-694.162451451627,1435.6531764567,-59.9407016067474,-3.63827872276306,0.591945171356201,0,934.533206820824,6.07453185360873,-6.69709109738968,4726.42952523834,22.463884870661,3490.82569066868,40.8566330127362,4620.83753170754,-39.1837192122559,76.2559536882249,34.3054198097411,828.987455340473,504.551068332369,1.750973438693,836.868609310417,6.07117562324807,-23.7349937945212,-5.94099251944224,626.750523832454,12.2205343720288,982.828565937303,-7.66014153492747,7.91928559487829,60.9288824750202,"nonveg_1290",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999996364116669,484.863858406563,423.33729689139,-1076.21735483677,1726.37973166373,755.32349286311,1720.38372689621,454.422405300252,-2.77258658409119,0.00196787202730775,0,878.828330522923,15.2921196813677,-58.5885553681949,1215.65440433265,28.6957219960717,1080.31515780947,21.8603424840946,1012.87504156467,-1.15212555811155,10.524534789543,-67.5250027709779,767.102245803767,3053.04439379486,15.7037305527791,566.097175528817,8.50828237363151,-37.7398117019211,6.2862597586179,369.057969859589,6.9320331946165,1697.45423103251,3.42902665776418,8.02237755550977,71.187710351544,"nonveg_975",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.89812695980072,-123.0195903922,118.39813360843,-1524.44232044074,2905.54496049943,555.730781531862,152.013219398105,133.580361742146,2.22171640396118,0.000886389170773327,0,601.234235353873,12.9751584729422,-22.4903714738476,4436.80848676216,-27.1235642741936,3725.47111157143,32.7781355287071,2807.48186009734,-1.03965058939266,22.3524676210341,28.5574633595683,412.701551725333,178.737066592348,6.72747651954812,200.410082705434,0.260537141081375,-7.70808010405516,0.217434518946192,201.047508102183,0.201447504003002,157.40609676222,0.193573729271966,0.262505040326473,59.2572925361689,"nonveg_1736",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,582.619162010108,176.332716677253,-1302.6457498439,932.513038090291,428.628285410266,1160.5361131207,-449.452870841662,-2.88393211364746,-0.138816073536873,0,868.662646336532,-15.4125400334559,-17.968374099677,1758.20080823305,52.0381640631656,1052.35898103384,30.9185384352719,1211.80060237514,-29.4361089518649,18.9486541324631,-14.6178896073469,588.866400778314,1306.89899351435,-11.4365448043072,383.659789371504,8.24004992557894,-7.08501705724832,13.814640647321,366.369091957338,12.9189332164977,907.328071608982,1.38014890093736,13.3961875988929,68.4669570259731,"nonveg_709",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
