"permafrost_index","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_red_startSnowfree","texture_NDVI_peakSummer","topo_cti","topo_northness","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_NBR_annualRange","spectral_NDMI_changeLSES","spectral_NDVI_annualRange","spectral_NDVI_changeESPS","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NIR_annualRange","spectral_SWIR1_annualMean","spectral_SWIR1_changeSSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_green_changeLSES","spectral_red_annualMean","spectral_red_changeESPS","spectral_red_changeLSES","latitude","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X92","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.790416896343231,2527.5529510058,1612.31551707409,2376.59350176653,5431.35460909582,2970.34528695216,1179.61224003552,387.287631992496,-1.17874112394121,-0.039093043241236,0,1406.23961269563,18.6289344395638,-11.3265172495064,1402.14598590784,-9.37312947427863,2446.95417293695,23.8701448331769,2352.39687505648,-35.5693060281044,-19.2148314049218,-2.14429595289065,311.348284436391,2549.63823727106,1.48626949919814,270.70741722459,-2.7035175046264,-4.12508744290645,7.42811336951507,620.257352482888,4.99942967659289,927.948364004934,-3.80308167091322,8.19120615144622,57.7577439982719,"Canada.BonifaceRiver.LSA6",442.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,229.143513801575,1296.07043998556,-1592.0273570362,1639.23025445798,1842.02737101435,2241.07302826236,121.072575167182,-2.8937611579895,-0.126451283693314,0,1458.03980794764,-85.767047526332,0.568532866554534,3208.6384172753,-122.839666163406,1829.15926756271,90.3534528336855,2849.11312098037,-167.594889469434,73.4909871754078,10.4825928251284,1175.01888151266,2903.00723193236,-38.5400298482251,615.385962773462,27.1905079599696,-21.058162178734,-55.8650831679488,998.994142623827,-48.0739494050072,1795.03217279267,23.1444366147363,-46.3963059088341,80.8099869934287,"nonveg_578",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.991431415081024,1742.85244330571,1073.68960186351,1329.71338811858,4459.79337715228,2016.9006514756,1125.61755988864,131.437753093845,-1.04600081443787,-0.00562598574906587,0,613.049366563203,7.01346005093231,-28.4340980396447,1834.2018435534,47.1562901724007,1505.50853034458,33.3538276781102,2777.00856121057,-109.428132058812,-6.54889310052538,-30.4492854330868,244.822354742873,2528.59162112596,1.03461902243975,139.993251100399,5.92879308353319,-12.2272583261563,3.69424917026589,689.683566463012,18.1905115522119,952.230403831359,-4.01337768296916,18.9697999173682,73.3093966658684,"Russia.Yamal.OstrovBelyy-2",37.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.967046320438385,2984.91657763878,1914.30136481996,4247.34598340754,7451.44660804914,3070.38625501697,923.62259647491,108.925517234027,-2.15717008378771,0.230596580439144,0,2295.05739896365,34.2841616770038,-50.590575930077,1756.8226356907,-45.1949034091253,4378.54363406479,45.7755182031634,3783.38581555928,-94.5846453889819,1.95703273675001,55.5808292582469,993.237638886944,2064.2225235208,-18.9759103142315,693.951420417272,3.48147004054736,12.4421456996623,1.62995957293037,559.650071371718,-1.88129168185013,723.670499362562,6.45709271967965,4.99857965751706,62.0907519986505,"Canada.DeceptionBay.BEGL3",1228.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.100591473281384,1401.56796808569,831.10118451448,1390.0344013787,4656.47212689161,2070.78998345856,932.699147542252,-570.453957912996,3.42974948883057,-0.00946251302957535,0,2338.28359247689,27.293435262399,-37.695598927862,3559.4875435878,-4.81043171198008,3761.26597332541,34.5685023190931,977.830046910314,-4.19104357505719,-1.09254372050368,-27.018572000702,1001.38735872521,2389.99370052682,9.97659485382894,422.90642746345,-1.37272473512187,-13.2736431449157,1.69740972846775,251.334759954793,0.33901672893582,862.254128409167,-0.91885873150358,3.37274356354815,61.2736829985924,"USA.YukonKuskokwimDelta.1",7.41333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,3416.50892117395,2545.00484628586,5747.92108196471,7396.32493121353,5549.94620119197,518.686750816787,51.0364656501115,-1.96183564662934,-0.084852734208107,1,1286.58843701132,29.9161140684547,-17.9400162186481,2316.97294158473,6.08412243552002,1704.17786934197,11.7596936462018,1926.44824785498,-29.7642427562881,-26.895999827682,6.73613063305436,368.06677585745,1688.68461104715,-3.41729607441181,506.098099037777,-8.45970869570773,-4.5557347409535,-0.0716044916896124,210.400790206823,1.55022756561541,428.450392766715,-5.05546155540388,2.53718913105878,69.7328981990459,"Finland.Kevo.7",3341.302,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.631115674972534,648.271829350287,6720.14801442564,1299.83649949298,2786.07650910508,-261.785026040541,2145.39209937242,1186.18410770218,-3.43283915519714,0.575887322425842,0,8022.01173520147,-211.105571978986,-26.4028088580565,8807.53191313326,47.9433233100236,5499.7147770666,53.3966933484497,5949.96678705055,-74.4604108585441,-32.774509334106,-59.4279132385723,2280.60346415055,578.400469607261,-21.8910259567456,911.285785969691,7.83097352956272,-19.8892589841875,14.221906850389,2011.39450340881,14.7175954327856,906.859091486563,-21.4657602448898,13.8108860500381,61.8333532160395,"nonveg_1353",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999838352203369,460.973577619475,576.139862761457,-1309.58447817157,1441.54069786435,1321.25568736303,1187.32826926526,-473.276011513768,-4.53791046142578,-0.318223893642426,0,1146.22002436924,-5.14596031046968,40.9364294417584,1581.8923088192,-30.2569263450745,1220.45406800841,-10.0781769351039,2753.35718657649,-49.8771452672869,-40.5497686631575,57.9910151609334,805.998063121228,1747.63406647517,-5.21954041397391,676.693230814935,-7.68528553041383,20.1377547421504,4.02986064409732,757.397978655206,1.51577997631817,928.912404629035,-9.94435325735119,1.5504120964138,67.8461457087778,"nonveg_666",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.997956037521362,-393.16656631138,562.977103300238,3851.42011484117,97.9342668180215,-1044.13970067057,1831.62915943238,939.430378030061,-4.51411104202271,0.187278717756271,0,956.143669611619,-13.6619556483286,32.4552776696787,6721.33462093348,63.8949689737298,1999.31674933165,-25.9770539952443,3266.55859819649,-31.1372029288345,-68.792972862842,96.726411529088,1708.11455428404,735.545219222392,24.1040683849508,958.964293783573,-24.153336136327,16.3233217926023,29.341644578044,2406.96027516178,23.8434334704498,1093.33785959342,-39.9791303269768,30.1792715521448,64.6071712275349,"nonveg_593",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.979935169219971,589.426993333432,389.15496650223,-2132.63769618011,2014.7930138634,592.696369762003,1931.80927474507,-352.176334156814,-3.56289982795715,-0.275612264871597,0,738.737927957487,3.73057996925294,-9.34390154980947,2062.11843877554,-16.1493206418998,1422.0966441014,27.8080048585958,1385.62464177692,-35.8306043152042,2.56153159512223,-0.959074631517865,679.926822346198,2637.3332590694,4.49276762878202,534.463620548297,8.15783542794285,-19.0879864481535,8.46666302299137,902.083207785814,-1.2552527408817,1361.92378585034,-1.56357340026691,-1.47925290133652,65.0341713695561,"nonveg_725",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
