"permafrost_index","spectral_EVI2b_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_peakSummer","spectral_NDWI_peakSummer","spectral_red_lateSummer","trees_presence","spectral_NBR_annualRange","spectral_NDWI_annualRange","spectral_SWIR2_changeESPS","spectral_blue_changePSLS","spectral_blue_changeLSES","site_code","biomass_density_gm2","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other","world_terrestrial_ecosystems_X16","world_terrestrial_ecosystems_X49","world_terrestrial_ecosystems_X50","world_terrestrial_ecosystems_X47","world_terrestrial_ecosystems_X5","world_terrestrial_ecosystems_X29","world_terrestrial_ecosystems_X1","world_terrestrial_ecosystems_X57","world_terrestrial_ecosystems_X59","world_terrestrial_ecosystems_X45","world_terrestrial_ecosystems_X56","world_terrestrial_ecosystems_X51","world_terrestrial_ecosystems_X10","world_terrestrial_ecosystems_X25","world_terrestrial_ecosystems_X18","world_terrestrial_ecosystems_X55","world_terrestrial_ecosystems_X54","world_terrestrial_ecosystems_X53","world_terrestrial_ecosystems_X63","world_terrestrial_ecosystems_X58","world_terrestrial_ecosystems_X52","world_terrestrial_ecosystems_X22","world_terrestrial_ecosystems_X19","world_terrestrial_ecosystems_X75","world_terrestrial_ecosystems_X72","world_terrestrial_ecosystems_X46","world_terrestrial_ecosystems_X12","world_terrestrial_ecosystems_X36","world_terrestrial_ecosystems_X43","world_terrestrial_ecosystems_X74","world_terrestrial_ecosystems_X89","world_terrestrial_ecosystems_X90","world_terrestrial_ecosystems_X68","world_terrestrial_ecosystems_X70","world_terrestrial_ecosystems_X78","world_terrestrial_ecosystems_X14","world_terrestrial_ecosystems_X66","world_terrestrial_ecosystems_X88","world_terrestrial_ecosystems_X31","world_terrestrial_ecosystems_X48","world_terrestrial_ecosystems_X11","world_terrestrial_ecosystems_X98","world_terrestrial_ecosystems_X34","world_terrestrial_ecosystems_X115","world_terrestrial_ecosystems_X111","world_terrestrial_ecosystems_X27","world_terrestrial_ecosystems_X4","world_terrestrial_ecosystems_X7","world_terrestrial_ecosystems_other"
0.0501461763467109,2030.72924751034,1990.19548449933,6303.97756333943,7370.18417105061,-6720.60254840157,574.041446791209,0,2820.25047833151,1162.66762368527,13.2728916439135,-22.5425151613168,28.0879605250885,"Sweden.Abisko.KJ-SalixShrub",1155.64714285714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.726705133914948,2469.45538009941,1821.79120929842,7130.03844662984,8207.42443408499,-7457.19572318341,405.702600469384,1,2505.12047000297,4231.16741696194,-1.79764191529848,-8.1609301914166,5.73672594472033,"Canada.ClearwaterLake.AB1",1793.41,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999582767487,22.0052011146659,-2645.22842000798,1119.89056056328,1382.26867604842,-2977.54206122807,1354.29068180097,0,1400.672776644,1233.30027534015,-1.27785716998258,10.1144130619266,11.8990826692001,"nonveg_719",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.983469009399414,1065.9124056313,-2045.30688024628,838.820487395378,1919.47159045183,-1482.9590779042,2172.33576358582,0,1295.14131839334,1063.37920980513,7.98182599918988,-6.08968853253469,-7.86664416865152,"nonveg_915",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.454997330904007,334.236300186896,48.5134672816538,305.453135449553,1582.73205737875,-2205.78300178333,1171.47455279266,0,1640.59780072949,1515.70078450055,6.0928545891789,1.38621287479228,3.76910877981637,"nonveg_1968",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.338191568851471,1470.28564952775,-796.844722450214,4667.83651197753,5678.25438126916,-5467.52795075211,731.040707134962,0,1947.98372808464,1710.79074006739,3.72800476427154,-20.7151839607854,9.89664530395646,"Finland.Kilpisjarvi.18",333.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.549120128154755,724.550428696051,4840.19513493655,5600.31729341598,7256.19227787572,-5968.05809947844,495.045631880277,0,3309.52125542222,5749.76466934289,-1.84353611107654,12.8529349890832,-6.76154840860554,"nonveg_1607",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00999999977648258,2125.38107734156,1673.42479474585,5823.71004123214,7121.46105089922,-6742.58752938507,605.506317838697,1,1724.51889206544,3639.55011371185,4.40926017374413,-1.05573582264043,-3.84113687126308,"Sweden.Abisko.VJ-BirchShrub",756.854,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999962091445923,851.293198484014,-3779.67737839524,1589.88018645145,1971.17125594119,-2042.45978414031,1110.52173420129,0,1288.41411308679,1544.7822693699,0.338994125805537,22.192810761099,-23.6816743656592,"nonveg_882",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.999999940395355,346.014553395639,-2398.41354646303,1131.67683660281,1658.8667906493,-1096.2502274331,2653.18174111388,0,1046.30651726479,970.677937156015,8.09623508319714,-40.5355223121638,7.100362180601,"nonveg_674",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
